,TRUL CN Equity
2023-03-17,37.0269
2023-03-18,37.0269
2023-03-19,37.0269
2023-03-20,36.3456
2023-03-21,36.7748
2023-03-22,36.0962
2023-03-23,35.7139
2023-03-24,35.5167
2023-03-25,35.5167
2023-03-26,35.5167
2023-03-27,35.5374
2023-03-28,35.7568
2023-03-29,35.5505
2023-03-30,35.0619
2023-03-31,289.9688
2023-04-01,289.9688
2023-04-02,289.9688
2023-04-03,284.1944
2023-04-04,277.0597
2023-04-05,272.1303
2023-04-06,283.3366
2023-04-07,283.3366
2023-04-08,283.3366
2023-04-09,283.3366
2023-04-10,276.0814
2023-04-11,271.6898
2023-04-12,281.8263
2023-04-13,294.0777
2023-04-14,286.1821
2023-04-15,286.1821
2023-04-16,286.1821
2023-04-17,279.066
2023-04-18,276.0684
2023-04-19,274.3831
2023-04-20,266.3212
2023-04-21,268.3677
2023-04-22,268.3677
2023-04-23,268.3677
2023-04-24,278.1731
2023-04-25,272.0259
2023-04-26,271.9527
2023-04-27,280.1869
2023-04-28,285.548
2023-04-29,285.548
2023-04-30,285.548
2023-05-01,292.371
2023-05-02,286.2545
2023-05-03,275.5057
2023-05-04,286.5142
2023-05-05,296.1232
2023-05-06,296.1232
2023-05-07,296.1232
2023-05-08,295.2153
2023-05-09,284.8522
2023-05-10,281.4572
2023-05-11,260.7482
2023-05-12,255.526
2023-05-13,255.526
2023-05-14,255.526
2023-05-15,251.131
2023-05-16,259.7203
2023-05-17,255.2035
2023-05-18,251.2255
2023-05-19,248.0579
2023-05-20,248.0579
2023-05-21,248.0579
2023-05-22,248.0579
2023-05-23,255.5565
2023-05-24,254.3569
2023-05-25,249.0519
2023-05-26,246.7994
2023-05-27,246.7994
2023-05-28,246.7994
2023-05-29,248.8388
2023-05-30,250.35
2023-05-31,247.7814
2023-06-01,244.8174
2023-06-02,237.3576
2023-06-03,237.3576
2023-06-04,237.3576
2023-06-05,246.16
2023-06-06,241.7645
2023-06-07,245.1728
2023-06-08,245.6893
2023-06-09,242.4415
2023-06-10,242.4415
2023-06-11,242.4415
2023-06-12,241.5849
2023-06-13,242.7182
2023-06-14,247.0398
2023-06-15,244.0069
2023-06-16,244.9906
2023-06-17,244.9906
2023-06-18,244.9906
2023-06-19,243.8521
2023-06-20,242.4742
2023-06-21,244.2335
2023-06-22,246.1689
2023-06-23,241.5018
2023-06-24,241.5018
2023-06-25,241.5018
2023-06-26,242.4571
2023-06-27,242.0024
2023-06-28,240.5722
2023-06-29,240.5541
2023-06-30,240.5541
2023-07-01,240.5541
2023-07-02,240.5541
2023-07-03,240.5541
2023-07-04,240.5541
2023-07-05,240.5541
2023-07-06,240.5541
2023-07-07,240.5541
2023-07-08,240.5541
2023-07-09,240.5541
2023-07-10,240.5541
2023-07-11,240.5541
2023-07-12,240.5541
2023-07-13,240.5541
2023-07-14,240.5541
2023-07-15,240.5541
2023-07-16,240.5541
2023-07-17,240.5541
2023-07-18,240.5541
2023-07-19,240.5541
2023-07-20,240.5541
2023-07-21,240.5541
2023-07-22,240.5541
2023-07-23,240.5541
2023-07-24,240.5541
2023-07-25,240.5541
2023-07-26,240.5541
2023-07-27,240.5541
2023-07-28,240.5541
2023-07-29,240.5541
2023-07-30,240.5541
2023-07-31,240.5541
2023-08-01,240.5541
2023-08-02,240.5541
2023-08-03,240.5541
2023-08-04,240.5541
2023-08-05,240.5541
2023-08-06,240.5541
2023-08-07,240.5541
2023-08-08,240.5541
2023-08-09,240.5541
2023-08-10,240.5541
2023-08-11,240.5541
2023-08-12,240.5541
2023-08-13,240.5541
2023-08-14,240.5541
2023-08-15,240.5541
2023-08-16,240.5541
2023-08-17,240.5541
2023-08-18,240.5541
2023-08-19,240.5541
2023-08-20,240.5541
2023-08-21,240.5541
2023-08-22,240.5541
2023-08-23,240.5541
2023-08-24,240.5541
2023-08-25,240.5541
2023-08-26,240.5541
2023-08-27,240.5541
2023-08-28,240.5541
2023-08-29,240.5541
2023-08-30,240.5541
2023-08-31,240.5541
2023-09-01,240.5541
2023-09-02,240.5541
2023-09-03,240.5541
2023-09-04,240.5541
2023-09-05,240.5541
2023-09-06,240.5541
2023-09-07,240.5541
2023-09-08,240.5541
2023-09-09,240.5541
2023-09-10,240.5541
2023-09-11,240.5541
2023-09-12,240.5541
2023-09-13,240.5541
2023-09-14,240.5541
2023-09-15,240.5541
2023-09-16,240.5541
2023-09-17,240.5541
2023-09-18,240.5541
2023-09-19,240.5541
2023-09-20,240.5541
2023-09-21,240.5541
2023-09-22,240.5541
2023-09-23,240.5541
2023-09-24,240.5541
2023-09-25,240.5541
2023-09-26,240.5541
2023-09-27,240.5541
2023-09-28,240.5541
2023-09-29,240.5541
2023-09-30,240.5541
2023-10-01,240.5541
2023-10-02,240.5541
2023-10-03,240.5541
2023-10-04,240.5541
2023-10-05,240.5541
2023-10-06,240.5541
2023-10-07,240.5541
2023-10-08,240.5541
2023-10-09,240.5541
2023-10-10,240.5541
2023-10-11,240.5541
2023-10-12,240.5541
2023-10-13,240.5541
2023-10-14,240.5541
2023-10-15,240.5541
2023-10-16,240.5541
2023-10-17,240.5541
2023-10-18,240.5541
2023-10-19,240.5541
2023-10-20,240.5541
2023-10-21,240.5541
2023-10-22,240.5541
2023-10-23,240.5541
2023-10-24,240.5541
2023-10-25,240.5541
2023-10-26,240.5541
2023-10-27,240.5541
2023-10-28,240.5541
2023-10-29,240.5541
2023-10-30,240.5541
2023-10-31,240.5541
2023-11-01,240.5541
2023-11-02,240.5541
2023-11-03,240.5541
2023-11-04,240.5541
2023-11-05,240.5541
2023-11-06,240.5541
2023-11-07,240.5541
2023-11-08,240.5541
2023-11-09,240.5541
2023-11-10,240.5541
2023-11-11,240.5541
2023-11-12,240.5541
2023-11-13,240.5541
2023-11-14,240.5541
2023-11-15,240.5541
2023-11-16,240.5541
2023-11-17,240.5541
2023-11-18,240.5541
2023-11-19,240.5541
2023-11-20,240.5541
2023-11-21,240.5541
2023-11-22,240.5541
2023-11-23,240.5541
2023-11-24,240.5541
2023-11-25,240.5541
2023-11-26,240.5541
2023-11-27,240.5541
2023-11-28,240.5541
2023-11-29,240.5541
2023-11-30,240.5541
2023-12-01,240.5541
2023-12-02,240.5541
2023-12-03,240.5541
2023-12-04,240.5541
2023-12-05,240.5541
2023-12-06,240.5541
2023-12-07,240.5541
2023-12-08,240.5541
2023-12-09,240.5541
2023-12-10,240.5541
2023-12-11,240.5541
2023-12-12,240.5541
2023-12-13,240.5541
2023-12-14,240.5541
2023-12-15,240.5541
2023-12-16,240.5541
2023-12-17,240.5541
2023-12-18,240.5541
2023-12-19,240.5541
2023-12-20,240.5541
2023-12-21,240.5541
2023-12-22,240.5541
2023-12-23,240.5541
2023-12-24,240.5541
2023-12-25,240.5541
2023-12-26,240.5541
2023-12-27,240.5541
2023-12-28,240.5541
2023-12-29,240.5541
2023-12-30,240.5541
2023-12-31,240.5541
2024-01-01,240.5541
2024-01-02,240.5541
2024-01-03,240.5541
2024-01-04,240.5541
2024-01-05,240.5541
2024-01-06,240.5541
2024-01-07,240.5541
2024-01-08,240.5541
2024-01-09,240.5541
2024-01-10,240.5541
2024-01-11,240.5541
2024-01-12,240.5541
2024-01-13,240.5541
2024-01-14,240.5541
2024-01-15,240.5541
2024-01-16,240.5541
2024-01-17,240.5541
2024-01-18,240.5541
2024-01-19,240.5541
2024-01-20,240.5541
2024-01-21,240.5541
2024-01-22,240.5541
2024-01-23,240.5541
2024-01-24,240.5541
2024-01-25,240.5541
2024-01-26,240.5541
2024-01-27,240.5541
2024-01-28,240.5541
2024-01-29,240.5541
2024-01-30,240.5541
2024-01-31,240.5541
2024-02-01,240.5541
2024-02-02,240.5541
2024-02-03,240.5541
2024-02-04,240.5541
2024-02-05,240.5541
2024-02-06,240.5541
2024-02-07,240.5541
2024-02-08,240.5541
2024-02-09,240.5541
2024-02-10,240.5541
2024-02-11,240.5541
2024-02-12,240.5541
2024-02-13,240.5541
2024-02-14,240.5541
2024-02-15,240.5541
2024-02-16,240.5541
2024-02-17,240.5541
2024-02-18,240.5541
2024-02-19,240.5541
2024-02-20,240.5541
2024-02-21,240.5541
2024-02-22,240.5541
2024-02-23,240.5541
2024-02-24,240.5541
2024-02-25,240.5541
2024-02-26,240.5541
2024-02-27,240.5541
2024-02-28,240.5541
2024-02-29,240.5541
2024-03-01,240.5541
2024-03-02,240.5541
2024-03-03,240.5541
2024-03-04,240.5541
2024-03-05,240.5541
2024-03-06,240.5541
2024-03-07,240.5541
2024-03-08,240.5541
2024-03-09,240.5541
2024-03-10,240.5541
2024-03-11,240.5541
2024-03-12,240.5541
2024-03-13,240.5541
2024-03-14,240.5541
2024-03-15,240.5541
2024-03-16,240.5541
2024-03-17,240.5541
2024-03-18,240.5541
2024-03-19,240.5541
2024-03-20,240.5541
2024-03-21,240.5541
2024-03-22,240.5541
2024-03-23,240.5541
2024-03-24,240.5541
2024-03-25,240.5541
2024-03-26,240.5541
2024-03-27,240.5541
2024-03-28,240.5541
2024-03-29,240.5541
2024-03-30,240.5541
2024-03-31,240.5541
2024-04-01,240.5541
2024-04-02,240.5541
2024-04-03,240.5541
2024-04-04,240.5541
2024-04-05,240.5541
2024-04-06,240.5541
2024-04-07,240.5541
2024-04-08,240.5541
