,LIF CN Equity
,RETURN_COM_EQY
2010-01-01,18.4167
2010-01-02,18.4167
2010-01-03,18.4167
2010-01-04,18.4167
2010-01-05,18.4167
2010-01-06,18.4167
2010-01-07,18.4167
2010-01-08,18.4167
2010-01-09,18.4167
2010-01-10,18.4167
2010-01-11,18.4167
2010-01-12,18.4167
2010-01-13,18.4167
2010-01-14,18.4167
2010-01-15,18.4167
2010-01-16,18.4167
2010-01-17,18.4167
2010-01-18,18.4167
2010-01-19,18.4167
2010-01-20,18.4167
2010-01-21,18.4167
2010-01-22,18.4167
2010-01-23,18.4167
2010-01-24,18.4167
2010-01-25,18.4167
2010-01-26,18.4167
2010-01-27,18.4167
2010-01-28,18.4167
2010-01-29,18.4167
2010-01-30,18.4167
2010-01-31,18.4167
2010-02-01,18.4167
2010-02-02,18.4167
2010-02-03,18.4167
2010-02-04,18.4167
2010-02-05,18.4167
2010-02-06,18.4167
2010-02-07,18.4167
2010-02-08,18.4167
2010-02-09,18.4167
2010-02-10,18.4167
2010-02-11,18.4167
2010-02-12,18.4167
2010-02-13,18.4167
2010-02-14,18.4167
2010-02-15,18.4167
2010-02-16,18.4167
2010-02-17,18.4167
2010-02-18,18.4167
2010-02-19,18.4167
2010-02-20,18.4167
2010-02-21,18.4167
2010-02-22,18.4167
2010-02-23,18.4167
2010-02-24,18.4167
2010-02-25,18.4167
2010-02-26,18.4167
2010-02-27,18.4167
2010-02-28,18.4167
2010-03-01,18.4167
2010-03-02,18.4167
2010-03-03,18.4167
2010-03-04,18.4167
2010-03-05,18.4167
2010-03-06,18.4167
2010-03-07,18.4167
2010-03-08,18.4167
2010-03-09,18.4167
2010-03-10,18.4167
2010-03-11,18.4167
2010-03-12,18.4167
2010-03-13,18.4167
2010-03-14,18.4167
2010-03-15,18.4167
2010-03-16,18.4167
2010-03-17,18.4167
2010-03-18,18.4167
2010-03-19,18.4167
2010-03-20,18.4167
2010-03-21,18.4167
2010-03-22,18.4167
2010-03-23,18.4167
2010-03-24,18.4167
2010-03-25,18.4167
2010-03-26,18.4167
2010-03-27,18.4167
2010-03-28,18.4167
2010-03-29,18.4167
2010-03-30,18.4167
2010-03-31,18.3917
2010-04-01,18.3917
2010-04-02,18.3917
2010-04-03,18.3917
2010-04-04,18.3917
2010-04-05,18.3917
2010-04-06,18.3917
2010-04-07,18.3917
2010-04-08,18.3917
2010-04-09,18.3917
2010-04-10,18.3917
2010-04-11,18.3917
2010-04-12,18.3917
2010-04-13,18.3917
2010-04-14,18.3917
2010-04-15,18.3917
2010-04-16,18.3917
2010-04-17,18.3917
2010-04-18,18.3917
2010-04-19,18.3917
2010-04-20,18.3917
2010-04-21,18.3917
2010-04-22,18.3917
2010-04-23,18.3917
2010-04-24,18.3917
2010-04-25,18.3917
2010-04-26,18.3917
2010-04-27,18.3917
2010-04-28,18.3917
2010-04-29,18.3917
2010-04-30,18.3917
2010-05-01,18.3917
2010-05-02,18.3917
2010-05-03,18.3917
2010-05-04,18.3917
2010-05-05,18.3917
2010-05-06,18.3917
2010-05-07,18.3917
2010-05-08,18.3917
2010-05-09,18.3917
2010-05-10,18.3917
2010-05-11,18.3917
2010-05-12,18.3917
2010-05-13,18.3917
2010-05-14,18.3917
2010-05-15,18.3917
2010-05-16,18.3917
2010-05-17,18.3917
2010-05-18,18.3917
2010-05-19,18.3917
2010-05-20,18.3917
2010-05-21,18.3917
2010-05-22,18.3917
2010-05-23,18.3917
2010-05-24,18.3917
2010-05-25,18.3917
2010-05-26,18.3917
2010-05-27,18.3917
2010-05-28,18.3917
2010-05-29,18.3917
2010-05-30,18.3917
2010-05-31,18.3917
2010-06-01,18.3917
2010-06-02,18.3917
2010-06-03,18.3917
2010-06-04,18.3917
2010-06-05,18.3917
2010-06-06,18.3917
2010-06-07,18.3917
2010-06-08,18.3917
2010-06-09,18.3917
2010-06-10,18.3917
2010-06-11,18.3917
2010-06-12,18.3917
2010-06-13,18.3917
2010-06-14,18.3917
2010-06-15,18.3917
2010-06-16,18.3917
2010-06-17,18.3917
2010-06-18,18.3917
2010-06-19,18.3917
2010-06-20,18.3917
2010-06-21,18.3917
2010-06-22,18.3917
2010-06-23,18.3917
2010-06-24,18.3917
2010-06-25,18.3917
2010-06-26,18.3917
2010-06-27,18.3917
2010-06-28,18.3917
2010-06-29,18.3917
2010-06-30,29.4562
2010-07-01,29.4562
2010-07-02,29.4562
2010-07-03,29.4562
2010-07-04,29.4562
2010-07-05,29.4562
2010-07-06,29.4562
2010-07-07,29.4562
2010-07-08,29.4562
2010-07-09,29.4562
2010-07-10,29.4562
2010-07-11,29.4562
2010-07-12,29.4562
2010-07-13,29.4562
2010-07-14,29.4562
2010-07-15,29.4562
2010-07-16,29.4562
2010-07-17,29.4562
2010-07-18,29.4562
2010-07-19,29.4562
2010-07-20,29.4562
2010-07-21,29.4562
2010-07-22,29.4562
2010-07-23,29.4562
2010-07-24,29.4562
2010-07-25,29.4562
2010-07-26,29.4562
2010-07-27,29.4562
2010-07-28,29.4562
2010-07-29,29.4562
2010-07-30,29.4562
2010-07-31,29.4562
2010-08-01,29.4562
2010-08-02,29.4562
2010-08-03,29.4562
2010-08-04,29.4562
2010-08-05,29.4562
2010-08-06,29.4562
2010-08-07,29.4562
2010-08-08,29.4562
2010-08-09,29.4562
2010-08-10,29.4562
2010-08-11,29.4562
2010-08-12,29.4562
2010-08-13,29.4562
2010-08-14,29.4562
2010-08-15,29.4562
2010-08-16,29.4562
2010-08-17,29.4562
2010-08-18,29.4562
2010-08-19,29.4562
2010-08-20,29.4562
2010-08-21,29.4562
2010-08-22,29.4562
2010-08-23,29.4562
2010-08-24,29.4562
2010-08-25,29.4562
2010-08-26,29.4562
2010-08-27,29.4562
2010-08-28,29.4562
2010-08-29,29.4562
2010-08-30,29.4562
2010-08-31,29.4562
2010-09-01,29.4562
2010-09-02,29.4562
2010-09-03,29.4562
2010-09-04,29.4562
2010-09-05,29.4562
2010-09-06,29.4562
2010-09-07,29.4562
2010-09-08,29.4562
2010-09-09,29.4562
2010-09-10,29.4562
2010-09-11,29.4562
2010-09-12,29.4562
2010-09-13,29.4562
2010-09-14,29.4562
2010-09-15,29.4562
2010-09-16,29.4562
2010-09-17,29.4562
2010-09-18,29.4562
2010-09-19,29.4562
2010-09-20,29.4562
2010-09-21,29.4562
2010-09-22,29.4562
2010-09-23,29.4562
2010-09-24,29.4562
2010-09-25,29.4562
2010-09-26,29.4562
2010-09-27,29.4562
2010-09-28,29.4562
2010-09-29,29.4562
2010-09-30,53.4594
2010-10-01,53.4594
2010-10-02,53.4594
2010-10-03,53.4594
2010-10-04,53.4594
2010-10-05,53.4594
2010-10-06,53.4594
2010-10-07,53.4594
2010-10-08,53.4594
2010-10-09,53.4594
2010-10-10,53.4594
2010-10-11,53.4594
2010-10-12,53.4594
2010-10-13,53.4594
2010-10-14,53.4594
2010-10-15,53.4594
2010-10-16,53.4594
2010-10-17,53.4594
2010-10-18,53.4594
2010-10-19,53.4594
2010-10-20,53.4594
2010-10-21,53.4594
2010-10-22,53.4594
2010-10-23,53.4594
2010-10-24,53.4594
2010-10-25,53.4594
2010-10-26,53.4594
2010-10-27,53.4594
2010-10-28,53.4594
2010-10-29,53.4594
2010-10-30,53.4594
2010-10-31,53.4594
2010-11-01,53.4594
2010-11-02,53.4594
2010-11-03,53.4594
2010-11-04,53.4594
2010-11-05,53.4594
2010-11-06,53.4594
2010-11-07,53.4594
2010-11-08,53.4594
2010-11-09,53.4594
2010-11-10,53.4594
2010-11-11,53.4594
2010-11-12,53.4594
2010-11-13,53.4594
2010-11-14,53.4594
2010-11-15,53.4594
2010-11-16,53.4594
2010-11-17,53.4594
2010-11-18,53.4594
2010-11-19,53.4594
2010-11-20,53.4594
2010-11-21,53.4594
2010-11-22,53.4594
2010-11-23,53.4594
2010-11-24,53.4594
2010-11-25,53.4594
2010-11-26,53.4594
2010-11-27,53.4594
2010-11-28,53.4594
2010-11-29,53.4594
2010-11-30,53.4594
2010-12-01,53.4594
2010-12-02,53.4594
2010-12-03,53.4594
2010-12-04,53.4594
2010-12-05,53.4594
2010-12-06,53.4594
2010-12-07,53.4594
2010-12-08,53.4594
2010-12-09,53.4594
2010-12-10,53.4594
2010-12-11,53.4594
2010-12-12,53.4594
2010-12-13,53.4594
2010-12-14,53.4594
2010-12-15,53.4594
2010-12-16,53.4594
2010-12-17,53.4594
2010-12-18,53.4594
2010-12-19,53.4594
2010-12-20,53.4594
2010-12-21,53.4594
2010-12-22,53.4594
2010-12-23,53.4594
2010-12-24,53.4594
2010-12-25,53.4594
2010-12-26,53.4594
2010-12-27,53.4594
2010-12-28,53.4594
2010-12-29,53.4594
2010-12-30,53.4594
2010-12-31,63.5622
2011-01-01,63.5622
2011-01-02,63.5622
2011-01-03,63.5622
2011-01-04,63.5622
2011-01-05,63.5622
2011-01-06,63.5622
2011-01-07,63.5622
2011-01-08,63.5622
2011-01-09,63.5622
2011-01-10,63.5622
2011-01-11,63.5622
2011-01-12,63.5622
2011-01-13,63.5622
2011-01-14,63.5622
2011-01-15,63.5622
2011-01-16,63.5622
2011-01-17,63.5622
2011-01-18,63.5622
2011-01-19,63.5622
2011-01-20,63.5622
2011-01-21,63.5622
2011-01-22,63.5622
2011-01-23,63.5622
2011-01-24,63.5622
2011-01-25,63.5622
2011-01-26,63.5622
2011-01-27,63.5622
2011-01-28,63.5622
2011-01-29,63.5622
2011-01-30,63.5622
2011-01-31,63.5622
2011-02-01,63.5622
2011-02-02,63.5622
2011-02-03,63.5622
2011-02-04,63.5622
2011-02-05,63.5622
2011-02-06,63.5622
2011-02-07,63.5622
2011-02-08,63.5622
2011-02-09,63.5622
2011-02-10,63.5622
2011-02-11,63.5622
2011-02-12,63.5622
2011-02-13,63.5622
2011-02-14,63.5622
2011-02-15,63.5622
2011-02-16,63.5622
2011-02-17,63.5622
2011-02-18,63.5622
2011-02-19,63.5622
2011-02-20,63.5622
2011-02-21,63.5622
2011-02-22,63.5622
2011-02-23,63.5622
2011-02-24,63.5622
2011-02-25,63.5622
2011-02-26,63.5622
2011-02-27,63.5622
2011-02-28,63.5622
2011-03-01,63.5622
2011-03-02,63.5622
2011-03-03,63.5622
2011-03-04,63.5622
2011-03-05,63.5622
2011-03-06,63.5622
2011-03-07,63.5622
2011-03-08,63.5622
2011-03-09,63.5622
2011-03-10,63.5622
2011-03-11,63.5622
2011-03-12,63.5622
2011-03-13,63.5622
2011-03-14,63.5622
2011-03-15,63.5622
2011-03-16,63.5622
2011-03-17,63.5622
2011-03-18,63.5622
2011-03-19,63.5622
2011-03-20,63.5622
2011-03-21,63.5622
2011-03-22,63.5622
2011-03-23,63.5622
2011-03-24,63.5622
2011-03-25,63.5622
2011-03-26,63.5622
2011-03-27,63.5622
2011-03-28,63.5622
2011-03-29,63.5622
2011-03-30,63.5622
2011-03-31,69.9567
2011-04-01,69.9567
2011-04-02,69.9567
2011-04-03,69.9567
2011-04-04,69.9567
2011-04-05,69.9567
2011-04-06,69.9567
2011-04-07,69.9567
2011-04-08,69.9567
2011-04-09,69.9567
2011-04-10,69.9567
2011-04-11,69.9567
2011-04-12,69.9567
2011-04-13,69.9567
2011-04-14,69.9567
2011-04-15,69.9567
2011-04-16,69.9567
2011-04-17,69.9567
2011-04-18,69.9567
2011-04-19,69.9567
2011-04-20,69.9567
2011-04-21,69.9567
2011-04-22,69.9567
2011-04-23,69.9567
2011-04-24,69.9567
2011-04-25,69.9567
2011-04-26,69.9567
2011-04-27,69.9567
2011-04-28,69.9567
2011-04-29,69.9567
2011-04-30,69.9567
2011-05-01,69.9567
2011-05-02,69.9567
2011-05-03,69.9567
2011-05-04,69.9567
2011-05-05,69.9567
2011-05-06,69.9567
2011-05-07,69.9567
2011-05-08,69.9567
2011-05-09,69.9567
2011-05-10,69.9567
2011-05-11,69.9567
2011-05-12,69.9567
2011-05-13,69.9567
2011-05-14,69.9567
2011-05-15,69.9567
2011-05-16,69.9567
2011-05-17,69.9567
2011-05-18,69.9567
2011-05-19,69.9567
2011-05-20,69.9567
2011-05-21,69.9567
2011-05-22,69.9567
2011-05-23,69.9567
2011-05-24,69.9567
2011-05-25,69.9567
2011-05-26,69.9567
2011-05-27,69.9567
2011-05-28,69.9567
2011-05-29,69.9567
2011-05-30,69.9567
2011-05-31,69.9567
2011-06-01,69.9567
2011-06-02,69.9567
2011-06-03,69.9567
2011-06-04,69.9567
2011-06-05,69.9567
2011-06-06,69.9567
2011-06-07,69.9567
2011-06-08,69.9567
2011-06-09,69.9567
2011-06-10,69.9567
2011-06-11,69.9567
2011-06-12,69.9567
2011-06-13,69.9567
2011-06-14,69.9567
2011-06-15,69.9567
2011-06-16,69.9567
2011-06-17,69.9567
2011-06-18,69.9567
2011-06-19,69.9567
2011-06-20,69.9567
2011-06-21,69.9567
2011-06-22,69.9567
2011-06-23,69.9567
2011-06-24,69.9567
2011-06-25,69.9567
2011-06-26,69.9567
2011-06-27,69.9567
2011-06-28,69.9567
2011-06-29,69.9567
2011-06-30,54.5212
2011-07-01,54.5212
2011-07-02,54.5212
2011-07-03,54.5212
2011-07-04,54.5212
2011-07-05,54.5212
2011-07-06,54.5212
2011-07-07,54.5212
2011-07-08,54.5212
2011-07-09,54.5212
2011-07-10,54.5212
2011-07-11,54.5212
2011-07-12,54.5212
2011-07-13,54.5212
2011-07-14,54.5212
2011-07-15,54.5212
2011-07-16,54.5212
2011-07-17,54.5212
2011-07-18,54.5212
2011-07-19,54.5212
2011-07-20,54.5212
2011-07-21,54.5212
2011-07-22,54.5212
2011-07-23,54.5212
2011-07-24,54.5212
2011-07-25,54.5212
2011-07-26,54.5212
2011-07-27,54.5212
2011-07-28,54.5212
2011-07-29,54.5212
2011-07-30,54.5212
2011-07-31,54.5212
2011-08-01,54.5212
2011-08-02,54.5212
2011-08-03,54.5212
2011-08-04,54.5212
2011-08-05,54.5212
2011-08-06,54.5212
2011-08-07,54.5212
2011-08-08,54.5212
2011-08-09,54.5212
2011-08-10,54.5212
2011-08-11,54.5212
2011-08-12,54.5212
2011-08-13,54.5212
2011-08-14,54.5212
2011-08-15,54.5212
2011-08-16,54.5212
2011-08-17,54.5212
2011-08-18,54.5212
2011-08-19,54.5212
2011-08-20,54.5212
2011-08-21,54.5212
2011-08-22,54.5212
2011-08-23,54.5212
2011-08-24,54.5212
2011-08-25,54.5212
2011-08-26,54.5212
2011-08-27,54.5212
2011-08-28,54.5212
2011-08-29,54.5212
2011-08-30,54.5212
2011-08-31,54.5212
2011-09-01,54.5212
2011-09-02,54.5212
2011-09-03,54.5212
2011-09-04,54.5212
2011-09-05,54.5212
2011-09-06,54.5212
2011-09-07,54.5212
2011-09-08,54.5212
2011-09-09,54.5212
2011-09-10,54.5212
2011-09-11,54.5212
2011-09-12,54.5212
2011-09-13,54.5212
2011-09-14,54.5212
2011-09-15,54.5212
2011-09-16,54.5212
2011-09-17,54.5212
2011-09-18,54.5212
2011-09-19,54.5212
2011-09-20,54.5212
2011-09-21,54.5212
2011-09-22,54.5212
2011-09-23,54.5212
2011-09-24,54.5212
2011-09-25,54.5212
2011-09-26,54.5212
2011-09-27,54.5212
2011-09-28,54.5212
2011-09-29,54.5212
2011-09-30,79.5714
2011-10-01,79.5714
2011-10-02,79.5714
2011-10-03,79.5714
2011-10-04,79.5714
2011-10-05,79.5714
2011-10-06,79.5714
2011-10-07,79.5714
2011-10-08,79.5714
2011-10-09,79.5714
2011-10-10,79.5714
2011-10-11,79.5714
2011-10-12,79.5714
2011-10-13,79.5714
2011-10-14,79.5714
2011-10-15,79.5714
2011-10-16,79.5714
2011-10-17,79.5714
2011-10-18,79.5714
2011-10-19,79.5714
2011-10-20,79.5714
