,LIF CN Equity
2011-10-21,79.5714
2011-10-22,79.5714
2011-10-23,79.5714
2011-10-24,79.5714
2011-10-25,79.5714
2011-10-26,79.5714
2011-10-27,79.5714
2011-10-28,79.5714
2011-10-29,79.5714
2011-10-30,79.5714
2011-10-31,79.5714
2011-11-01,79.5714
2011-11-02,79.5714
2011-11-03,79.5714
2011-11-04,79.5714
2011-11-05,79.5714
2011-11-06,79.5714
2011-11-07,79.5714
2011-11-08,79.5714
2011-11-09,79.5714
2011-11-10,79.5714
2011-11-11,79.5714
2011-11-12,79.5714
2011-11-13,79.5714
2011-11-14,79.5714
2011-11-15,79.5714
2011-11-16,79.5714
2011-11-17,79.5714
2011-11-18,79.5714
2011-11-19,79.5714
2011-11-20,79.5714
2011-11-21,79.5714
2011-11-22,79.5714
2011-11-23,79.5714
2011-11-24,79.5714
2011-11-25,79.5714
2011-11-26,79.5714
2011-11-27,79.5714
2011-11-28,79.5714
2011-11-29,79.5714
2011-11-30,79.5714
2011-12-01,79.5714
2011-12-02,79.5714
2011-12-03,79.5714
2011-12-04,79.5714
2011-12-05,79.5714
2011-12-06,79.5714
2011-12-07,79.5714
2011-12-08,79.5714
2011-12-09,79.5714
2011-12-10,79.5714
2011-12-11,79.5714
2011-12-12,79.5714
2011-12-13,79.5714
2011-12-14,79.5714
2011-12-15,79.5714
2011-12-16,79.5714
2011-12-17,79.5714
2011-12-18,79.5714
2011-12-19,79.5714
2011-12-20,79.5714
2011-12-21,79.5714
2011-12-22,79.5714
2011-12-23,79.5714
2011-12-24,79.5714
2011-12-25,79.5714
2011-12-26,79.5714
2011-12-27,79.5714
2011-12-28,79.5714
2011-12-29,79.5714
2011-12-30,79.5714
2011-12-31,73.6261
2012-01-01,73.6261
2012-01-02,73.6261
2012-01-03,73.6261
2012-01-04,73.6261
2012-01-05,73.6261
2012-01-06,73.6261
2012-01-07,73.6261
2012-01-08,73.6261
2012-01-09,73.6261
2012-01-10,73.6261
2012-01-11,73.6261
2012-01-12,73.6261
2012-01-13,73.6261
2012-01-14,73.6261
2012-01-15,73.6261
2012-01-16,73.6261
2012-01-17,73.6261
2012-01-18,73.6261
2012-01-19,73.6261
2012-01-20,73.6261
2012-01-21,73.6261
2012-01-22,73.6261
2012-01-23,73.6261
2012-01-24,73.6261
2012-01-25,73.6261
2012-01-26,73.6261
2012-01-27,73.6261
2012-01-28,73.6261
2012-01-29,73.6261
2012-01-30,73.6261
2012-01-31,73.6261
2012-02-01,73.6261
2012-02-02,73.6261
2012-02-03,73.6261
2012-02-04,73.6261
2012-02-05,73.6261
2012-02-06,73.6261
2012-02-07,73.6261
2012-02-08,73.6261
2012-02-09,73.6261
2012-02-10,73.6261
2012-02-11,73.6261
2012-02-12,73.6261
2012-02-13,73.6261
2012-02-14,73.6261
2012-02-15,73.6261
2012-02-16,73.6261
2012-02-17,73.6261
2012-02-18,73.6261
2012-02-19,73.6261
2012-02-20,73.6261
2012-02-21,73.6261
2012-02-22,73.6261
2012-02-23,73.6261
2012-02-24,73.6261
2012-02-25,73.6261
2012-02-26,73.6261
2012-02-27,73.6261
2012-02-28,73.6261
2012-02-29,73.6261
2012-03-01,73.6261
2012-03-02,73.6261
2012-03-03,73.6261
2012-03-04,73.6261
2012-03-05,73.6261
2012-03-06,73.6261
2012-03-07,73.6261
2012-03-08,73.6261
2012-03-09,73.6261
2012-03-10,73.6261
2012-03-11,73.6261
2012-03-12,73.6261
2012-03-13,73.6261
2012-03-14,73.6261
2012-03-15,73.6261
2012-03-16,73.6261
2012-03-17,73.6261
2012-03-18,73.6261
2012-03-19,73.6261
2012-03-20,73.6261
2012-03-21,73.6261
2012-03-22,73.6261
2012-03-23,73.6261
2012-03-24,73.6261
2012-03-25,73.6261
2012-03-26,73.6261
2012-03-27,73.6261
2012-03-28,73.6261
2012-03-29,73.6261
2012-03-30,73.6261
2012-03-31,67.8039
2012-04-01,67.8039
2012-04-02,67.8039
2012-04-03,67.8039
2012-04-04,67.8039
2012-04-05,67.8039
2012-04-06,67.8039
2012-04-07,67.8039
2012-04-08,67.8039
2012-04-09,67.8039
2012-04-10,67.8039
2012-04-11,67.8039
2012-04-12,67.8039
2012-04-13,67.8039
2012-04-14,67.8039
2012-04-15,67.8039
2012-04-16,67.8039
2012-04-17,67.8039
2012-04-18,67.8039
2012-04-19,67.8039
2012-04-20,67.8039
2012-04-21,67.8039
2012-04-22,67.8039
2012-04-23,67.8039
2012-04-24,67.8039
2012-04-25,67.8039
2012-04-26,67.8039
2012-04-27,67.8039
2012-04-28,67.8039
2012-04-29,67.8039
2012-04-30,67.8039
2012-05-01,67.8039
2012-05-02,67.8039
2012-05-03,67.8039
2012-05-04,67.8039
2012-05-05,67.8039
2012-05-06,67.8039
2012-05-07,67.8039
2012-05-08,67.8039
2012-05-09,67.8039
2012-05-10,67.8039
2012-05-11,67.8039
2012-05-12,67.8039
2012-05-13,67.8039
2012-05-14,67.8039
2012-05-15,67.8039
2012-05-16,67.8039
2012-05-17,67.8039
2012-05-18,67.8039
2012-05-19,67.8039
2012-05-20,67.8039
2012-05-21,67.8039
2012-05-22,67.8039
2012-05-23,67.8039
2012-05-24,67.8039
2012-05-25,67.8039
2012-05-26,67.8039
2012-05-27,67.8039
2012-05-28,67.8039
2012-05-29,67.8039
2012-05-30,67.8039
2012-05-31,67.8039
2012-06-01,67.8039
2012-06-02,67.8039
2012-06-03,67.8039
2012-06-04,67.8039
2012-06-05,67.8039
2012-06-06,67.8039
2012-06-07,67.8039
2012-06-08,67.8039
2012-06-09,67.8039
2012-06-10,67.8039
2012-06-11,67.8039
2012-06-12,67.8039
2012-06-13,67.8039
2012-06-14,67.8039
2012-06-15,67.8039
2012-06-16,67.8039
2012-06-17,67.8039
2012-06-18,67.8039
2012-06-19,67.8039
2012-06-20,67.8039
2012-06-21,67.8039
2012-06-22,67.8039
2012-06-23,67.8039
2012-06-24,67.8039
2012-06-25,67.8039
2012-06-26,67.8039
2012-06-27,67.8039
2012-06-28,67.8039
2012-06-29,67.8039
2012-06-30,58.6606
2012-07-01,58.6606
2012-07-02,58.6606
2012-07-03,58.6606
2012-07-04,58.6606
2012-07-05,58.6606
2012-07-06,58.6606
2012-07-07,58.6606
2012-07-08,58.6606
2012-07-09,58.6606
2012-07-10,58.6606
2012-07-11,58.6606
2012-07-12,58.6606
2012-07-13,58.6606
2012-07-14,58.6606
2012-07-15,58.6606
2012-07-16,58.6606
2012-07-17,58.6606
2012-07-18,58.6606
2012-07-19,58.6606
2012-07-20,58.6606
2012-07-21,58.6606
2012-07-22,58.6606
2012-07-23,58.6606
2012-07-24,58.6606
2012-07-25,58.6606
2012-07-26,58.6606
2012-07-27,58.6606
2012-07-28,58.6606
2012-07-29,58.6606
2012-07-30,58.6606
2012-07-31,58.6606
2012-08-01,58.6606
2012-08-02,58.6606
2012-08-03,58.6606
2012-08-04,58.6606
2012-08-05,58.6606
2012-08-06,58.6606
2012-08-07,58.6606
2012-08-08,58.6606
2012-08-09,58.6606
2012-08-10,58.6606
2012-08-11,58.6606
2012-08-12,58.6606
2012-08-13,58.6606
2012-08-14,58.6606
2012-08-15,58.6606
2012-08-16,58.6606
2012-08-17,58.6606
2012-08-18,58.6606
2012-08-19,58.6606
2012-08-20,58.6606
2012-08-21,58.6606
2012-08-22,58.6606
2012-08-23,58.6606
2012-08-24,58.6606
2012-08-25,58.6606
2012-08-26,58.6606
2012-08-27,58.6606
2012-08-28,58.6606
2012-08-29,58.6606
2012-08-30,58.6606
2012-08-31,58.6606
2012-09-01,58.6606
2012-09-02,58.6606
2012-09-03,58.6606
2012-09-04,58.6606
2012-09-05,58.6606
2012-09-06,58.6606
2012-09-07,58.6606
2012-09-08,58.6606
2012-09-09,58.6606
2012-09-10,58.6606
2012-09-11,58.6606
2012-09-12,58.6606
2012-09-13,58.6606
2012-09-14,58.6606
2012-09-15,58.6606
2012-09-16,58.6606
2012-09-17,58.6606
2012-09-18,58.6606
2012-09-19,58.6606
2012-09-20,58.6606
2012-09-21,58.6606
2012-09-22,58.6606
2012-09-23,58.6606
2012-09-24,58.6606
2012-09-25,58.6606
2012-09-26,58.6606
2012-09-27,58.6606
2012-09-28,58.6606
2012-09-29,58.6606
2012-09-30,38.2466
2012-10-01,38.2466
2012-10-02,38.2466
2012-10-03,38.2466
2012-10-04,38.2466
2012-10-05,38.2466
2012-10-06,38.2466
2012-10-07,38.2466
2012-10-08,38.2466
2012-10-09,38.2466
2012-10-10,38.2466
2012-10-11,38.2466
2012-10-12,38.2466
2012-10-13,38.2466
2012-10-14,38.2466
2012-10-15,38.2466
2012-10-16,38.2466
2012-10-17,38.2466
2012-10-18,38.2466
2012-10-19,38.2466
2012-10-20,38.2466
2012-10-21,38.2466
2012-10-22,38.2466
2012-10-23,38.2466
2012-10-24,38.2466
2012-10-25,38.2466
2012-10-26,38.2466
2012-10-27,38.2466
2012-10-28,38.2466
2012-10-29,38.2466
2012-10-30,38.2466
2012-10-31,38.2466
2012-11-01,38.2466
2012-11-02,38.2466
2012-11-03,38.2466
2012-11-04,38.2466
2012-11-05,38.2466
2012-11-06,38.2466
2012-11-07,38.2466
2012-11-08,38.2466
2012-11-09,38.2466
2012-11-10,38.2466
2012-11-11,38.2466
2012-11-12,38.2466
2012-11-13,38.2466
2012-11-14,38.2466
2012-11-15,38.2466
2012-11-16,38.2466
2012-11-17,38.2466
2012-11-18,38.2466
2012-11-19,38.2466
2012-11-20,38.2466
2012-11-21,38.2466
2012-11-22,38.2466
2012-11-23,38.2466
2012-11-24,38.2466
2012-11-25,38.2466
2012-11-26,38.2466
2012-11-27,38.2466
2012-11-28,38.2466
2012-11-29,38.2466
2012-11-30,38.2466
2012-12-01,38.2466
2012-12-02,38.2466
2012-12-03,38.2466
2012-12-04,38.2466
2012-12-05,38.2466
2012-12-06,38.2466
2012-12-07,38.2466
2012-12-08,38.2466
2012-12-09,38.2466
2012-12-10,38.2466
2012-12-11,38.2466
2012-12-12,38.2466
2012-12-13,38.2466
2012-12-14,38.2466
2012-12-15,38.2466
2012-12-16,38.2466
2012-12-17,38.2466
2012-12-18,38.2466
2012-12-19,38.2466
2012-12-20,38.2466
2012-12-21,38.2466
2012-12-22,38.2466
2012-12-23,38.2466
2012-12-24,38.2466
2012-12-25,38.2466
2012-12-26,38.2466
2012-12-27,38.2466
2012-12-28,38.2466
2012-12-29,38.2466
2012-12-30,38.2466
2012-12-31,24.319
2013-01-01,24.319
2013-01-02,24.319
2013-01-03,24.319
2013-01-04,24.319
2013-01-05,24.319
2013-01-06,24.319
2013-01-07,24.319
2013-01-08,24.319
2013-01-09,24.319
2013-01-10,24.319
2013-01-11,24.319
2013-01-12,24.319
2013-01-13,24.319
2013-01-14,24.319
2013-01-15,24.319
2013-01-16,24.319
2013-01-17,24.319
2013-01-18,24.319
2013-01-19,24.319
2013-01-20,24.319
2013-01-21,24.319
2013-01-22,24.319
2013-01-23,24.319
2013-01-24,24.319
2013-01-25,24.319
2013-01-26,24.319
2013-01-27,24.319
2013-01-28,24.319
2013-01-29,24.319
2013-01-30,24.319
2013-01-31,24.319
2013-02-01,24.319
2013-02-02,24.319
2013-02-03,24.319
2013-02-04,24.319
2013-02-05,24.319
2013-02-06,24.319
2013-02-07,24.319
2013-02-08,24.319
2013-02-09,24.319
2013-02-10,24.319
2013-02-11,24.319
2013-02-12,24.319
2013-02-13,24.319
2013-02-14,24.319
2013-02-15,24.319
2013-02-16,24.319
2013-02-17,24.319
2013-02-18,24.319
2013-02-19,24.319
2013-02-20,24.319
2013-02-21,24.319
2013-02-22,24.319
2013-02-23,24.319
2013-02-24,24.319
2013-02-25,24.319
2013-02-26,24.319
2013-02-27,24.319
2013-02-28,24.319
2013-03-01,24.319
2013-03-02,24.319
2013-03-03,24.319
2013-03-04,24.319
2013-03-05,24.319
2013-03-06,24.319
2013-03-07,24.319
2013-03-08,24.319
2013-03-09,24.319
2013-03-10,24.319
2013-03-11,24.319
2013-03-12,24.319
2013-03-13,24.319
2013-03-14,24.319
2013-03-15,24.319
