,SIM DC Equity
2013-04-01,53.4984
2013-04-02,53.4984
2013-04-03,53.4984
2013-04-04,53.4984
2013-04-05,53.4984
2013-04-06,53.4984
2013-04-07,53.4984
2013-04-08,53.4984
2013-04-09,53.4984
2013-04-10,53.4984
2013-04-11,53.4984
2013-04-12,53.4984
2013-04-13,53.4984
2013-04-14,53.4984
2013-04-15,53.4984
2013-04-16,53.4984
2013-04-17,53.4984
2013-04-18,53.4984
2013-04-19,53.4984
2013-04-20,53.4984
2013-04-21,53.4984
2013-04-22,53.4984
2013-04-23,53.4984
2013-04-24,53.4984
2013-04-25,53.4984
2013-04-26,53.4984
2013-04-27,53.4984
2013-04-28,53.4984
2013-04-29,53.4984
2013-04-30,53.4984
2013-05-01,53.4984
2013-05-02,53.4984
2013-05-03,53.4984
2013-05-04,53.4984
2013-05-05,53.4984
2013-05-06,53.4984
2013-05-07,53.4984
2013-05-08,53.4984
2013-05-09,53.4984
2013-05-10,53.4984
2013-05-11,53.4984
2013-05-12,53.4984
2013-05-13,53.4984
2013-05-14,53.4984
2013-05-15,53.4984
2013-05-16,53.4984
2013-05-17,53.4984
2013-05-18,53.4984
2013-05-19,53.4984
2013-05-20,53.4984
2013-05-21,53.4984
2013-05-22,53.4984
2013-05-23,53.4984
2013-05-24,53.4984
2013-05-25,53.4984
2013-05-26,53.4984
2013-05-27,53.4984
2013-05-28,53.4984
2013-05-29,53.4984
2013-05-30,53.4984
2013-05-31,53.4984
2013-06-01,53.4984
2013-06-02,53.4984
2013-06-03,53.4984
2013-06-04,53.4984
2013-06-05,53.4984
2013-06-06,53.4984
2013-06-07,53.4984
2013-06-08,53.4984
2013-06-09,53.4984
2013-06-10,53.4984
2013-06-11,53.4984
2013-06-12,53.4984
2013-06-13,53.4984
2013-06-14,53.4984
2013-06-15,53.4984
2013-06-16,53.4984
2013-06-17,53.4984
2013-06-18,53.4984
2013-06-19,53.4984
2013-06-20,53.4984
2013-06-21,53.4984
2013-06-22,53.4984
2013-06-23,53.4984
2013-06-24,53.4984
2013-06-25,53.4984
2013-06-26,53.4984
2013-06-27,53.4984
2013-06-28,53.4984
2013-06-29,53.4984
2013-06-30,59.9634
2013-07-01,59.9634
2013-07-02,59.9634
2013-07-03,59.9634
2013-07-04,59.9634
2013-07-05,59.9634
2013-07-06,59.9634
2013-07-07,59.9634
2013-07-08,59.9634
2013-07-09,59.9634
2013-07-10,59.9634
2013-07-11,59.9634
2013-07-12,59.9634
2013-07-13,59.9634
2013-07-14,59.9634
2013-07-15,59.9634
2013-07-16,59.9634
2013-07-17,59.9634
2013-07-18,59.9634
2013-07-19,59.9634
2013-07-20,59.9634
2013-07-21,59.9634
2013-07-22,59.9634
2013-07-23,59.9634
2013-07-24,59.9634
2013-07-25,59.9634
2013-07-26,59.9634
2013-07-27,59.9634
2013-07-28,59.9634
2013-07-29,59.9634
2013-07-30,59.9634
2013-07-31,59.9634
2013-08-01,59.9634
2013-08-02,59.9634
2013-08-03,59.9634
2013-08-04,59.9634
2013-08-05,59.9634
2013-08-06,59.9634
2013-08-07,59.9634
2013-08-08,59.9634
2013-08-09,59.9634
2013-08-10,59.9634
2013-08-11,59.9634
2013-08-12,59.9634
2013-08-13,59.9634
2013-08-14,59.9634
2013-08-15,59.9634
2013-08-16,59.9634
2013-08-17,59.9634
2013-08-18,59.9634
2013-08-19,59.9634
2013-08-20,59.9634
2013-08-21,59.9634
2013-08-22,59.9634
2013-08-23,59.9634
2013-08-24,59.9634
2013-08-25,59.9634
2013-08-26,59.9634
2013-08-27,59.9634
2013-08-28,59.9634
2013-08-29,59.9634
2013-08-30,59.9634
2013-08-31,59.9634
2013-09-01,59.9634
2013-09-02,59.9634
2013-09-03,59.9634
2013-09-04,59.9634
2013-09-05,59.9634
2013-09-06,59.9634
2013-09-07,59.9634
2013-09-08,59.9634
2013-09-09,59.9634
2013-09-10,59.9634
2013-09-11,59.9634
2013-09-12,59.9634
2013-09-13,59.9634
2013-09-14,59.9634
2013-09-15,59.9634
2013-09-16,59.9634
2013-09-17,59.9634
2013-09-18,59.9634
2013-09-19,59.9634
2013-09-20,59.9634
2013-09-21,59.9634
2013-09-22,59.9634
2013-09-23,59.9634
2013-09-24,59.9634
2013-09-25,59.9634
2013-09-26,59.9634
2013-09-27,59.9634
2013-09-28,59.9634
2013-09-29,59.9634
2013-09-30,62.962
2013-10-01,62.962
2013-10-02,62.962
2013-10-03,62.962
2013-10-04,62.962
2013-10-05,62.962
2013-10-06,62.962
2013-10-07,62.962
2013-10-08,62.962
2013-10-09,62.962
2013-10-10,62.962
2013-10-11,62.962
2013-10-12,62.962
2013-10-13,62.962
2013-10-14,62.962
2013-10-15,62.962
2013-10-16,62.962
2013-10-17,62.962
2013-10-18,62.962
2013-10-19,62.962
2013-10-20,62.962
2013-10-21,62.962
2013-10-22,62.962
2013-10-23,62.962
2013-10-24,62.962
2013-10-25,62.962
2013-10-26,62.962
2013-10-27,62.962
2013-10-28,62.962
2013-10-29,62.962
2013-10-30,62.962
2013-10-31,62.962
2013-11-01,62.962
2013-11-02,62.962
2013-11-03,62.962
2013-11-04,62.962
2013-11-05,62.962
2013-11-06,62.962
2013-11-07,62.962
2013-11-08,62.962
2013-11-09,62.962
2013-11-10,62.962
2013-11-11,62.962
2013-11-12,62.962
2013-11-13,62.962
2013-11-14,62.962
2013-11-15,62.962
2013-11-16,62.962
2013-11-17,62.962
2013-11-18,62.962
2013-11-19,62.962
2013-11-20,62.962
2013-11-21,62.962
2013-11-22,62.962
2013-11-23,62.962
2013-11-24,62.962
2013-11-25,62.962
2013-11-26,62.962
2013-11-27,62.962
2013-11-28,62.962
2013-11-29,62.962
2013-11-30,62.962
2013-12-01,62.962
2013-12-02,62.962
2013-12-03,62.962
2013-12-04,62.962
2013-12-05,62.962
2013-12-06,62.962
2013-12-07,62.962
2013-12-08,62.962
2013-12-09,62.962
2013-12-10,62.962
2013-12-11,62.962
2013-12-12,62.962
2013-12-13,62.962
2013-12-14,62.962
2013-12-15,62.962
2013-12-16,62.962
2013-12-17,62.962
2013-12-18,62.962
2013-12-19,62.962
2013-12-20,62.962
2013-12-21,62.962
2013-12-22,62.962
2013-12-23,62.962
2013-12-24,62.962
2013-12-25,62.962
2013-12-26,62.962
2013-12-27,62.962
2013-12-28,62.962
2013-12-29,62.962
2013-12-30,62.962
2013-12-31,49.9727
2014-01-01,49.9727
2014-01-02,49.9727
2014-01-03,49.9727
2014-01-04,49.9727
2014-01-05,49.9727
2014-01-06,49.9727
2014-01-07,49.9727
2014-01-08,49.9727
2014-01-09,49.9727
2014-01-10,49.9727
2014-01-11,49.9727
2014-01-12,49.9727
2014-01-13,49.9727
2014-01-14,49.9727
2014-01-15,49.9727
2014-01-16,49.9727
2014-01-17,49.9727
2014-01-18,49.9727
2014-01-19,49.9727
2014-01-20,49.9727
2014-01-21,49.9727
2014-01-22,49.9727
2014-01-23,49.9727
2014-01-24,49.9727
2014-01-25,49.9727
2014-01-26,49.9727
2014-01-27,49.9727
2014-01-28,49.9727
2014-01-29,49.9727
2014-01-30,49.9727
2014-01-31,49.9727
2014-02-01,49.9727
2014-02-02,49.9727
2014-02-03,49.9727
2014-02-04,49.9727
2014-02-05,49.9727
2014-02-06,49.9727
2014-02-07,49.9727
2014-02-08,49.9727
2014-02-09,49.9727
2014-02-10,49.9727
2014-02-11,49.9727
2014-02-12,49.9727
2014-02-13,49.9727
2014-02-14,49.9727
2014-02-15,49.9727
2014-02-16,49.9727
2014-02-17,49.9727
2014-02-18,49.9727
2014-02-19,49.9727
2014-02-20,49.9727
2014-02-21,49.9727
2014-02-22,49.9727
2014-02-23,49.9727
2014-02-24,49.9727
2014-02-25,49.9727
2014-02-26,49.9727
2014-02-27,49.9727
2014-02-28,49.9727
2014-03-01,49.9727
2014-03-02,49.9727
2014-03-03,49.9727
2014-03-04,49.9727
2014-03-05,49.9727
2014-03-06,49.9727
2014-03-07,49.9727
2014-03-08,49.9727
2014-03-09,49.9727
2014-03-10,49.9727
2014-03-11,49.9727
2014-03-12,49.9727
2014-03-13,49.9727
2014-03-14,49.9727
2014-03-15,49.9727
2014-03-16,49.9727
2014-03-17,49.9727
2014-03-18,49.9727
2014-03-19,49.9727
2014-03-20,49.9727
2014-03-21,49.9727
2014-03-22,49.9727
2014-03-23,49.9727
2014-03-24,49.9727
2014-03-25,49.9727
2014-03-26,49.9727
2014-03-27,49.9727
2014-03-28,49.9727
2014-03-29,49.9727
2014-03-30,49.9727
2014-03-31,63.716
2014-04-01,63.716
2014-04-02,63.716
2014-04-03,63.716
2014-04-04,63.716
2014-04-05,63.716
2014-04-06,63.716
2014-04-07,63.716
2014-04-08,63.716
2014-04-09,63.716
2014-04-10,63.716
2014-04-11,63.716
2014-04-12,63.716
2014-04-13,63.716
2014-04-14,63.716
2014-04-15,63.716
2014-04-16,63.716
2014-04-17,63.716
2014-04-18,63.716
2014-04-19,63.716
2014-04-20,63.716
2014-04-21,63.716
2014-04-22,63.716
2014-04-23,63.716
2014-04-24,63.716
2014-04-25,63.716
2014-04-26,63.716
2014-04-27,63.716
2014-04-28,63.716
2014-04-29,63.716
2014-04-30,63.716
2014-05-01,63.716
2014-05-02,63.716
2014-05-03,63.716
2014-05-04,63.716
2014-05-05,63.716
2014-05-06,63.716
2014-05-07,63.716
2014-05-08,63.716
2014-05-09,63.716
2014-05-10,63.716
2014-05-11,63.716
2014-05-12,63.716
2014-05-13,63.716
2014-05-14,63.716
2014-05-15,63.716
2014-05-16,63.716
2014-05-17,63.716
2014-05-18,63.716
2014-05-19,63.716
2014-05-20,63.716
2014-05-21,63.716
2014-05-22,63.716
2014-05-23,63.716
2014-05-24,63.716
2014-05-25,63.716
2014-05-26,63.716
2014-05-27,63.716
2014-05-28,63.716
2014-05-29,63.716
2014-05-30,63.716
2014-05-31,63.716
2014-06-01,63.716
2014-06-02,63.716
2014-06-03,63.716
2014-06-04,63.716
2014-06-05,63.716
2014-06-06,63.716
2014-06-07,63.716
2014-06-08,63.716
2014-06-09,63.716
2014-06-10,63.716
2014-06-11,63.716
2014-06-12,63.716
2014-06-13,63.716
2014-06-14,63.716
2014-06-15,63.716
2014-06-16,63.716
2014-06-17,63.716
2014-06-18,63.716
2014-06-19,63.716
2014-06-20,63.716
2014-06-21,63.716
2014-06-22,63.716
2014-06-23,63.716
2014-06-24,63.716
2014-06-25,63.716
2014-06-26,63.716
2014-06-27,63.716
2014-06-28,63.716
2014-06-29,63.716
2014-06-30,66.8978
2014-07-01,66.8978
2014-07-02,66.8978
2014-07-03,66.8978
2014-07-04,66.8978
2014-07-05,66.8978
2014-07-06,66.8978
2014-07-07,66.8978
2014-07-08,66.8978
2014-07-09,66.8978
2014-07-10,66.8978
2014-07-11,66.8978
2014-07-12,66.8978
2014-07-13,66.8978
2014-07-14,66.8978
2014-07-15,66.8978
2014-07-16,66.8978
2014-07-17,66.8978
2014-07-18,66.8978
2014-07-19,66.8978
2014-07-20,66.8978
2014-07-21,66.8978
2014-07-22,66.8978
2014-07-23,66.8978
2014-07-24,66.8978
2014-07-25,66.8978
2014-07-26,66.8978
2014-07-27,66.8978
2014-07-28,66.8978
2014-07-29,66.8978
2014-07-30,66.8978
2014-07-31,66.8978
2014-08-01,66.8978
2014-08-02,66.8978
2014-08-03,66.8978
2014-08-04,66.8978
2014-08-05,66.8978
2014-08-06,66.8978
2014-08-07,66.8978
2014-08-08,66.8978
2014-08-09,66.8978
2014-08-10,66.8978
2014-08-11,66.8978
2014-08-12,66.8978
2014-08-13,66.8978
2014-08-14,66.8978
2014-08-15,66.8978
2014-08-16,66.8978
2014-08-17,66.8978
2014-08-18,66.8978
2014-08-19,66.8978
2014-08-20,66.8978
2014-08-21,66.8978
2014-08-22,66.8978
2014-08-23,66.8978
2014-08-24,66.8978
2014-08-25,66.8978
2014-08-26,66.8978
2014-08-27,66.8978
2014-08-28,66.8978
2014-08-29,66.8978
2014-08-30,66.8978
2014-08-31,66.8978
2014-09-01,66.8978
2014-09-02,66.8978
2014-09-03,66.8978
2014-09-04,66.8978
2014-09-05,66.8978
2014-09-06,66.8978
2014-09-07,66.8978
2014-09-08,66.8978
2014-09-09,66.8978
2014-09-10,66.8978
2014-09-11,66.8978
2014-09-12,66.8978
2014-09-13,66.8978
2014-09-14,66.8978
2014-09-15,66.8978
2014-09-16,66.8978
2014-09-17,66.8978
2014-09-18,66.8978
2014-09-19,66.8978
2014-09-20,66.8978
2014-09-21,66.8978
2014-09-22,66.8978
2014-09-23,66.8978
2014-09-24,66.8978
2014-09-25,66.8978
2014-09-26,66.8978
2014-09-27,66.8978
2014-09-28,66.8978
2014-09-29,66.8978
2014-09-30,60.5826
2014-10-01,60.5826
2014-10-02,60.5826
2014-10-03,60.5826
2014-10-04,60.5826
2014-10-05,60.5826
2014-10-06,60.5826
2014-10-07,60.5826
2014-10-08,60.5826
2014-10-09,60.5826
2014-10-10,60.5826
2014-10-11,60.5826
2014-10-12,60.5826
2014-10-13,60.5826
2014-10-14,60.5826
2014-10-15,60.5826
2014-10-16,60.5826
2014-10-17,60.5826
2014-10-18,60.5826
2014-10-19,60.5826
2014-10-20,60.5826
2014-10-21,60.5826
2014-10-22,60.5826
2014-10-23,60.5826
2014-10-24,60.5826
2014-10-25,60.5826
2014-10-26,60.5826
2014-10-27,60.5826
2014-10-28,60.5826
2014-10-29,60.5826
2014-10-30,60.5826
2014-10-31,60.5826
2014-11-01,60.5826
2014-11-02,60.5826
2014-11-03,60.5826
2014-11-04,60.5826
2014-11-05,60.5826
2014-11-06,60.5826
2014-11-07,60.5826
2014-11-08,60.5826
2014-11-09,60.5826
2014-11-10,60.5826
2014-11-11,60.5826
2014-11-12,60.5826
2014-11-13,60.5826
2014-11-14,60.5826
2014-11-15,60.5826
2014-11-16,60.5826
2014-11-17,60.5826
2014-11-18,60.5826
2014-11-19,60.5826
2014-11-20,60.5826
2014-11-21,60.5826
2014-11-22,60.5826
2014-11-23,60.5826
2014-11-24,60.5826
2014-11-25,60.5826
2014-11-26,60.5826
2014-11-27,60.5826
2014-11-28,60.5826
2014-11-29,60.5826
2014-11-30,60.5826
2014-12-01,60.5826
2014-12-02,60.5826
2014-12-03,60.5826
2014-12-04,60.5826
2014-12-05,60.5826
2014-12-06,60.5826
2014-12-07,60.5826
2014-12-08,60.5826
2014-12-09,60.5826
2014-12-10,60.5826
2014-12-11,60.5826
2014-12-12,60.5826
2014-12-13,60.5826
2014-12-14,60.5826
2014-12-15,60.5826
2014-12-16,60.5826
2014-12-17,60.5826
2014-12-18,60.5826
2014-12-19,60.5826
2014-12-20,60.5826
2014-12-21,60.5826
2014-12-22,60.5826
2014-12-23,60.5826
2014-12-24,60.5826
2014-12-25,60.5826
2014-12-26,60.5826
2014-12-27,60.5826
2014-12-28,60.5826
2014-12-29,60.5826
2014-12-30,60.5826
2014-12-31,57.3772
2015-01-01,57.3772
2015-01-02,57.3772
2015-01-03,57.3772
2015-01-04,57.3772
2015-01-05,57.3772
2015-01-06,57.3772
2015-01-07,57.3772
2015-01-08,57.3772
2015-01-09,57.3772
2015-01-10,57.3772
2015-01-11,57.3772
2015-01-12,57.3772
2015-01-13,57.3772
2015-01-14,57.3772
2015-01-15,57.3772
2015-01-16,57.3772
2015-01-17,57.3772
2015-01-18,57.3772
2015-01-19,57.3772
2015-01-20,57.3772
2015-01-21,57.3772
2015-01-22,57.3772
2015-01-23,57.3772
2015-01-24,57.3772
2015-01-25,57.3772
2015-01-26,57.3772
2015-01-27,57.3772
2015-01-28,57.3772
2015-01-29,57.3772
2015-01-30,57.3772
2015-01-31,57.3772
2015-02-01,57.3772
2015-02-02,57.3772
2015-02-03,57.3772
2015-02-04,57.3772
2015-02-05,57.3772
2015-02-06,57.3772
2015-02-07,57.3772
2015-02-08,57.3772
2015-02-09,57.3772
2015-02-10,57.3772
2015-02-11,57.3772
2015-02-12,57.3772
2015-02-13,57.3772
2015-02-14,57.3772
2015-02-15,57.3772
2015-02-16,57.3772
2015-02-17,57.3772
2015-02-18,57.3772
2015-02-19,57.3772
2015-02-20,57.3772
2015-02-21,57.3772
2015-02-22,57.3772
2015-02-23,57.3772
2015-02-24,57.3772
2015-02-25,57.3772
2015-02-26,57.3772
2015-02-27,57.3772
2015-02-28,57.3772
2015-03-01,57.3772
2015-03-02,57.3772
2015-03-03,57.3772
2015-03-04,57.3772
2015-03-05,57.3772
2015-03-06,57.3772
2015-03-07,57.3772
2015-03-08,57.3772
2015-03-09,57.3772
2015-03-10,57.3772
2015-03-11,57.3772
2015-03-12,57.3772
2015-03-13,57.3772
2015-03-14,57.3772
2015-03-15,57.3772
2015-03-16,57.3772
2015-03-17,57.3772
2015-03-18,57.3772
2015-03-19,57.3772
2015-03-20,57.3772
2015-03-21,57.3772
2015-03-22,57.3772
2015-03-23,57.3772
2015-03-24,57.3772
2015-03-25,57.3772
2015-03-26,57.3772
2015-03-27,57.3772
2015-03-28,57.3772
2015-03-29,57.3772
2015-03-30,57.3772
2015-03-31,82.8621
2015-04-01,82.8621
2015-04-02,82.8621
2015-04-03,82.8621
2015-04-04,82.8621
2015-04-05,82.8621
2015-04-06,82.8621
2015-04-07,82.8621
2015-04-08,82.8621
2015-04-09,82.8621
2015-04-10,82.8621
2015-04-11,82.8621
2015-04-12,82.8621
2015-04-13,82.8621
2015-04-14,82.8621
2015-04-15,82.8621
2015-04-16,82.8621
2015-04-17,82.8621
2015-04-18,82.8621
2015-04-19,82.8621
2015-04-20,82.8621
2015-04-21,82.8621
2015-04-22,82.8621
2015-04-23,82.8621
2015-04-24,82.8621
2015-04-25,82.8621
2015-04-26,82.8621
2015-04-27,82.8621
2015-04-28,82.8621
2015-04-29,82.8621
2015-04-30,82.8621
2015-05-01,82.8621
2015-05-02,82.8621
2015-05-03,82.8621
2015-05-04,82.8621
2015-05-05,82.8621
2015-05-06,82.8621
2015-05-07,82.8621
2015-05-08,82.8621
2015-05-09,82.8621
2015-05-10,82.8621
2015-05-11,82.8621
2015-05-12,82.8621
2015-05-13,82.8621
2015-05-14,82.8621
2015-05-15,82.8621
2015-05-16,82.8621
2015-05-17,82.8621
2015-05-18,82.8621
2015-05-19,82.8621
2015-05-20,82.8621
2015-05-21,82.8621
2015-05-22,82.8621
2015-05-23,82.8621
2015-05-24,82.8621
2015-05-25,82.8621
2015-05-26,82.8621
2015-05-27,82.8621
2015-05-28,82.8621
2015-05-29,82.8621
2015-05-30,82.8621
2015-05-31,82.8621
2015-06-01,82.8621
2015-06-02,82.8621
2015-06-03,82.8621
2015-06-04,82.8621
2015-06-05,82.8621
2015-06-06,82.8621
2015-06-07,82.8621
2015-06-08,82.8621
2015-06-09,82.8621
2015-06-10,82.8621
2015-06-11,82.8621
2015-06-12,82.8621
2015-06-13,82.8621
2015-06-14,82.8621
2015-06-15,82.8621
2015-06-16,82.8621
2015-06-17,82.8621
2015-06-18,82.8621
2015-06-19,82.8621
2015-06-20,82.8621
2015-06-21,82.8621
2015-06-22,82.8621
2015-06-23,82.8621
2015-06-24,82.8621
2015-06-25,82.8621
2015-06-26,82.8621
2015-06-27,82.8621
2015-06-28,82.8621
2015-06-29,82.8621
2015-06-30,78.7283
2015-07-01,78.7283
2015-07-02,78.7283
2015-07-03,78.7283
2015-07-04,78.7283
2015-07-05,78.7283
2015-07-06,78.7283
2015-07-07,78.7283
2015-07-08,78.7283
2015-07-09,78.7283
2015-07-10,78.7283
2015-07-11,78.7283
2015-07-12,78.7283
2015-07-13,78.7283
2015-07-14,78.7283
2015-07-15,78.7283
2015-07-16,78.7283
2015-07-17,78.7283
2015-07-18,78.7283
2015-07-19,78.7283
2015-07-20,78.7283
2015-07-21,78.7283
2015-07-22,78.7283
2015-07-23,78.7283
2015-07-24,78.7283
2015-07-25,78.7283
2015-07-26,78.7283
2015-07-27,78.7283
2015-07-28,78.7283
2015-07-29,78.7283
2015-07-30,78.7283
2015-07-31,78.7283
2015-08-01,78.7283
2015-08-02,78.7283
2015-08-03,78.7283
2015-08-04,78.7283
2015-08-05,78.7283
2015-08-06,78.7283
2015-08-07,78.7283
2015-08-08,78.7283
2015-08-09,78.7283
2015-08-10,78.7283
2015-08-11,78.7283
2015-08-12,78.7283
2015-08-13,78.7283
2015-08-14,78.7283
2015-08-15,78.7283
2015-08-16,78.7283
2015-08-17,78.7283
2015-08-18,78.7283
2015-08-19,78.7283
2015-08-20,78.7283
2015-08-21,78.7283
2015-08-22,78.7283
2015-08-23,78.7283
2015-08-24,78.7283
2015-08-25,78.7283
2015-08-26,78.7283
2015-08-27,78.7283
2015-08-28,78.7283
2015-08-29,78.7283
2015-08-30,78.7283
2015-08-31,78.7283
2015-09-01,78.7283
2015-09-02,78.7283
2015-09-03,78.7283
2015-09-04,78.7283
2015-09-05,78.7283
2015-09-06,78.7283
2015-09-07,78.7283
2015-09-08,78.7283
2015-09-09,78.7283
2015-09-10,78.7283
2015-09-11,78.7283
2015-09-12,78.7283
2015-09-13,78.7283
2015-09-14,78.7283
2015-09-15,78.7283
2015-09-16,78.7283
2015-09-17,78.7283
2015-09-18,78.7283
2015-09-19,78.7283
2015-09-20,78.7283
2015-09-21,78.7283
2015-09-22,78.7283
2015-09-23,78.7283
2015-09-24,78.7283
2015-09-25,78.7283
2015-09-26,78.7283
2015-09-27,78.7283
2015-09-28,78.7283
2015-09-29,78.7283
2015-09-30,78.2108
2015-10-01,78.2108
2015-10-02,78.2108
2015-10-03,78.2108
2015-10-04,78.2108
2015-10-05,78.2108
2015-10-06,78.2108
2015-10-07,78.2108
2015-10-08,78.2108
2015-10-09,78.2108
2015-10-10,78.2108
2015-10-11,78.2108
2015-10-12,78.2108
2015-10-13,78.2108
2015-10-14,78.2108
2015-10-15,78.2108
2015-10-16,78.2108
2015-10-17,78.2108
2015-10-18,78.2108
2015-10-19,78.2108
2015-10-20,78.2108
2015-10-21,78.2108
2015-10-22,78.2108
2015-10-23,78.2108
2015-10-24,78.2108
2015-10-25,78.2108
2015-10-26,78.2108
2015-10-27,78.2108
2015-10-28,78.2108
2015-10-29,78.2108
2015-10-30,78.2108
2015-10-31,78.2108
2015-11-01,78.2108
2015-11-02,78.2108
2015-11-03,78.2108
2015-11-04,78.2108
2015-11-05,78.2108
2015-11-06,78.2108
2015-11-07,78.2108
2015-11-08,78.2108
2015-11-09,78.2108
2015-11-10,78.2108
2015-11-11,78.2108
2015-11-12,78.2108
2015-11-13,78.2108
2015-11-14,78.2108
2015-11-15,78.2108
2015-11-16,78.2108
2015-11-17,78.2108
2015-11-18,78.2108
2015-11-19,78.2108
2015-11-20,78.2108
2015-11-21,78.2108
2015-11-22,78.2108
2015-11-23,78.2108
2015-11-24,78.2108
2015-11-25,78.2108
2015-11-26,78.2108
2015-11-27,78.2108
2015-11-28,78.2108
2015-11-29,78.2108
2015-11-30,78.2108
2015-12-01,78.2108
2015-12-02,78.2108
2015-12-03,78.2108
2015-12-04,78.2108
2015-12-05,78.2108
2015-12-06,78.2108
2015-12-07,78.2108
2015-12-08,78.2108
2015-12-09,78.2108
2015-12-10,78.2108
2015-12-11,78.2108
2015-12-12,78.2108
2015-12-13,78.2108
2015-12-14,78.2108
2015-12-15,78.2108
2015-12-16,78.2108
2015-12-17,78.2108
2015-12-18,78.2108
2015-12-19,78.2108
2015-12-20,78.2108
2015-12-21,78.2108
2015-12-22,78.2108
2015-12-23,78.2108
2015-12-24,78.2108
2015-12-25,78.2108
2015-12-26,78.2108
2015-12-27,78.2108
2015-12-28,78.2108
2015-12-29,78.2108
2015-12-30,78.2108
2015-12-31,84.998
2016-01-01,84.998
2016-01-02,84.998
2016-01-03,84.998
2016-01-04,84.998
2016-01-05,84.998
2016-01-06,84.998
2016-01-07,84.998
2016-01-08,84.998
2016-01-09,84.998
2016-01-10,84.998
2016-01-11,84.998
2016-01-12,84.998
2016-01-13,84.998
2016-01-14,84.998
2016-01-15,84.998
2016-01-16,84.998
2016-01-17,84.998
2016-01-18,84.998
2016-01-19,84.998
2016-01-20,84.998
2016-01-21,84.998
2016-01-22,84.998
2016-01-23,84.998
2016-01-24,84.998
2016-01-25,84.998
2016-01-26,84.998
2016-01-27,84.998
2016-01-28,84.998
2016-01-29,84.998
2016-01-30,84.998
2016-01-31,84.998
2016-02-01,84.998
2016-02-02,84.998
2016-02-03,84.998
2016-02-04,84.998
2016-02-05,84.998
2016-02-06,84.998
2016-02-07,84.998
2016-02-08,84.998
2016-02-09,84.998
2016-02-10,84.998
2016-02-11,84.998
2016-02-12,84.998
2016-02-13,84.998
2016-02-14,84.998
2016-02-15,84.998
2016-02-16,84.998
2016-02-17,84.998
2016-02-18,84.998
2016-02-19,84.998
2016-02-20,84.998
2016-02-21,84.998
2016-02-22,84.998
2016-02-23,84.998
2016-02-24,84.998
2016-02-25,84.998
2016-02-26,84.998
2016-02-27,84.998
2016-02-28,84.998
2016-02-29,84.998
2016-03-01,84.998
2016-03-02,84.998
2016-03-03,84.998
2016-03-04,84.998
2016-03-05,84.998
2016-03-06,84.998
2016-03-07,84.998
2016-03-08,84.998
2016-03-09,84.998
2016-03-10,84.998
2016-03-11,84.998
2016-03-12,84.998
2016-03-13,84.998
2016-03-14,84.998
2016-03-15,84.998
2016-03-16,84.998
2016-03-17,84.998
2016-03-18,84.998
2016-03-19,84.998
2016-03-20,84.998
2016-03-21,84.998
2016-03-22,84.998
2016-03-23,84.998
2016-03-24,84.998
2016-03-25,84.998
2016-03-26,84.998
2016-03-27,84.998
2016-03-28,84.998
2016-03-29,84.998
2016-03-30,84.998
2016-03-31,72.664
2016-04-01,72.664
2016-04-02,72.664
2016-04-03,72.664
2016-04-04,72.664
2016-04-05,72.664
2016-04-06,72.664
2016-04-07,72.664
2016-04-08,72.664
2016-04-09,72.664
2016-04-10,72.664
2016-04-11,72.664
2016-04-12,72.664
2016-04-13,72.664
2016-04-14,72.664
2016-04-15,72.664
2016-04-16,72.664
2016-04-17,72.664
2016-04-18,72.664
2016-04-19,72.664
2016-04-20,72.664
2016-04-21,72.664
2016-04-22,72.664
2016-04-23,72.664
2016-04-24,72.664
2016-04-25,72.664
2016-04-26,72.664
2016-04-27,72.664
2016-04-28,72.664
2016-04-29,72.664
2016-04-30,72.664
2016-05-01,72.664
2016-05-02,72.664
2016-05-03,72.664
2016-05-04,72.664
2016-05-05,72.664
2016-05-06,72.664
2016-05-07,72.664
2016-05-08,72.664
2016-05-09,72.664
2016-05-10,72.664
2016-05-11,72.664
2016-05-12,72.664
2016-05-13,72.664
2016-05-14,72.664
2016-05-15,72.664
2016-05-16,72.664
2016-05-17,72.664
2016-05-18,72.664
2016-05-19,72.664
2016-05-20,72.664
2016-05-21,72.664
2016-05-22,72.664
2016-05-23,72.664
2016-05-24,72.664
2016-05-25,72.664
2016-05-26,72.664
2016-05-27,72.664
2016-05-28,72.664
2016-05-29,72.664
2016-05-30,72.664
2016-05-31,72.664
2016-06-01,72.664
2016-06-02,72.664
2016-06-03,72.664
2016-06-04,72.664
2016-06-05,72.664
2016-06-06,72.664
2016-06-07,72.664
2016-06-08,72.664
2016-06-09,72.664
2016-06-10,72.664
2016-06-11,72.664
2016-06-12,72.664
2016-06-13,72.664
2016-06-14,72.664
2016-06-15,72.664
2016-06-16,72.664
2016-06-17,72.664
2016-06-18,72.664
2016-06-19,72.664
2016-06-20,72.664
2016-06-21,72.664
2016-06-22,72.664
2016-06-23,72.664
2016-06-24,72.664
2016-06-25,72.664
2016-06-26,72.664
2016-06-27,72.664
2016-06-28,72.664
2016-06-29,72.664
2016-06-30,79.348
2016-07-01,79.348
2016-07-02,79.348
2016-07-03,79.348
2016-07-04,79.348
2016-07-05,79.348
2016-07-06,79.348
2016-07-07,79.348
2016-07-08,79.348
2016-07-09,79.348
2016-07-10,79.348
