,SIM DC Equity
2010-07-04,31.955
2010-07-05,31.955
2010-07-06,31.955
2010-07-07,31.955
2010-07-08,31.955
2010-07-09,31.955
2010-07-10,31.955
2010-07-11,31.955
2010-07-12,31.955
2010-07-13,31.955
2010-07-14,31.955
2010-07-15,31.955
2010-07-16,31.955
2010-07-17,31.955
2010-07-18,31.955
2010-07-19,31.955
2010-07-20,31.955
2010-07-21,31.955
2010-07-22,31.955
2010-07-23,31.955
2010-07-24,31.955
2010-07-25,31.955
2010-07-26,31.955
2010-07-27,31.955
2010-07-28,31.955
2010-07-29,31.955
2010-07-30,31.955
2010-07-31,31.955
2010-08-01,31.955
2010-08-02,31.955
2010-08-03,31.955
2010-08-04,31.955
2010-08-05,31.955
2010-08-06,31.955
2010-08-07,31.955
2010-08-08,31.955
2010-08-09,31.955
2010-08-10,31.955
2010-08-11,31.955
2010-08-12,31.955
2010-08-13,31.955
2010-08-14,31.955
2010-08-15,31.955
2010-08-16,31.955
2010-08-17,31.955
2010-08-18,31.955
2010-08-19,31.955
2010-08-20,31.955
2010-08-21,31.955
2010-08-22,31.955
2010-08-23,31.955
2010-08-24,31.955
2010-08-25,31.955
2010-08-26,31.955
2010-08-27,31.955
2010-08-28,31.955
2010-08-29,31.955
2010-08-30,31.955
2010-08-31,31.955
2010-09-01,31.955
2010-09-02,31.955
2010-09-03,31.955
2010-09-04,31.955
2010-09-05,31.955
2010-09-06,31.955
2010-09-07,31.955
2010-09-08,31.955
2010-09-09,31.955
2010-09-10,31.955
2010-09-11,31.955
2010-09-12,31.955
2010-09-13,31.955
2010-09-14,31.955
2010-09-15,31.955
2010-09-16,31.955
2010-09-17,31.955
2010-09-18,31.955
2010-09-19,31.955
2010-09-20,31.955
2010-09-21,31.955
2010-09-22,31.955
2010-09-23,31.955
2010-09-24,31.955
2010-09-25,31.955
2010-09-26,31.955
2010-09-27,31.955
2010-09-28,31.955
2010-09-29,31.955
2010-09-30,30.6906
2010-10-01,30.6906
2010-10-02,30.6906
2010-10-03,30.6906
2010-10-04,30.6906
2010-10-05,30.6906
2010-10-06,30.6906
2010-10-07,30.6906
2010-10-08,30.6906
2010-10-09,30.6906
2010-10-10,30.6906
2010-10-11,30.6906
2010-10-12,30.6906
2010-10-13,30.6906
2010-10-14,30.6906
2010-10-15,30.6906
2010-10-16,30.6906
2010-10-17,30.6906
2010-10-18,30.6906
2010-10-19,30.6906
2010-10-20,30.6906
2010-10-21,30.6906
2010-10-22,30.6906
2010-10-23,30.6906
2010-10-24,30.6906
2010-10-25,30.6906
2010-10-26,30.6906
2010-10-27,30.6906
2010-10-28,30.6906
2010-10-29,30.6906
2010-10-30,30.6906
2010-10-31,30.6906
2010-11-01,30.6906
2010-11-02,30.6906
2010-11-03,30.6906
2010-11-04,30.6906
2010-11-05,30.6906
2010-11-06,30.6906
2010-11-07,30.6906
2010-11-08,30.6906
2010-11-09,30.6906
2010-11-10,30.6906
2010-11-11,30.6906
2010-11-12,30.6906
2010-11-13,30.6906
2010-11-14,30.6906
2010-11-15,30.6906
2010-11-16,30.6906
2010-11-17,30.6906
2010-11-18,30.6906
2010-11-19,30.6906
2010-11-20,30.6906
2010-11-21,30.6906
2010-11-22,30.6906
2010-11-23,30.6906
2010-11-24,30.6906
2010-11-25,30.6906
2010-11-26,30.6906
2010-11-27,30.6906
2010-11-28,30.6906
2010-11-29,30.6906
2010-11-30,30.6906
2010-12-01,30.6906
2010-12-02,30.6906
2010-12-03,30.6906
2010-12-04,30.6906
2010-12-05,30.6906
2010-12-06,30.6906
2010-12-07,30.6906
2010-12-08,30.6906
2010-12-09,30.6906
2010-12-10,30.6906
2010-12-11,30.6906
2010-12-12,30.6906
2010-12-13,30.6906
2010-12-14,30.6906
2010-12-15,30.6906
2010-12-16,30.6906
2010-12-17,30.6906
2010-12-18,30.6906
2010-12-19,30.6906
2010-12-20,30.6906
2010-12-21,30.6906
2010-12-22,30.6906
2010-12-23,30.6906
2010-12-24,30.6906
2010-12-25,30.6906
2010-12-26,30.6906
2010-12-27,30.6906
2010-12-28,30.6906
2010-12-29,30.6906
2010-12-30,30.6906
2010-12-31,31.8461
2011-01-01,31.8461
2011-01-02,31.8461
2011-01-03,31.8461
2011-01-04,31.8461
2011-01-05,31.8461
2011-01-06,31.8461
2011-01-07,31.8461
2011-01-08,31.8461
2011-01-09,31.8461
2011-01-10,31.8461
2011-01-11,31.8461
2011-01-12,31.8461
2011-01-13,31.8461
2011-01-14,31.8461
2011-01-15,31.8461
2011-01-16,31.8461
2011-01-17,31.8461
2011-01-18,31.8461
2011-01-19,31.8461
2011-01-20,31.8461
2011-01-21,31.8461
2011-01-22,31.8461
2011-01-23,31.8461
2011-01-24,31.8461
2011-01-25,31.8461
2011-01-26,31.8461
2011-01-27,31.8461
2011-01-28,31.8461
2011-01-29,31.8461
2011-01-30,31.8461
2011-01-31,31.8461
2011-02-01,31.8461
2011-02-02,31.8461
2011-02-03,31.8461
2011-02-04,31.8461
2011-02-05,31.8461
2011-02-06,31.8461
2011-02-07,31.8461
2011-02-08,31.8461
2011-02-09,31.8461
2011-02-10,31.8461
2011-02-11,31.8461
2011-02-12,31.8461
2011-02-13,31.8461
2011-02-14,31.8461
2011-02-15,31.8461
2011-02-16,31.8461
2011-02-17,31.8461
2011-02-18,31.8461
2011-02-19,31.8461
2011-02-20,31.8461
2011-02-21,31.8461
2011-02-22,31.8461
2011-02-23,31.8461
2011-02-24,31.8461
2011-02-25,31.8461
2011-02-26,31.8461
2011-02-27,31.8461
2011-02-28,31.8461
2011-03-01,31.8461
2011-03-02,31.8461
2011-03-03,31.8461
2011-03-04,31.8461
2011-03-05,31.8461
2011-03-06,31.8461
2011-03-07,31.8461
2011-03-08,31.8461
2011-03-09,31.8461
2011-03-10,31.8461
2011-03-11,31.8461
2011-03-12,31.8461
2011-03-13,31.8461
2011-03-14,31.8461
2011-03-15,31.8461
2011-03-16,31.8461
2011-03-17,31.8461
2011-03-18,31.8461
2011-03-19,31.8461
2011-03-20,31.8461
2011-03-21,31.8461
2011-03-22,31.8461
2011-03-23,31.8461
2011-03-24,31.8461
2011-03-25,31.8461
2011-03-26,31.8461
2011-03-27,31.8461
2011-03-28,31.8461
2011-03-29,31.8461
2011-03-30,31.8461
2011-03-31,42.7653
2011-04-01,42.7653
2011-04-02,42.7653
2011-04-03,42.7653
2011-04-04,42.7653
2011-04-05,42.7653
2011-04-06,42.7653
2011-04-07,42.7653
2011-04-08,42.7653
2011-04-09,42.7653
2011-04-10,42.7653
2011-04-11,42.7653
2011-04-12,42.7653
2011-04-13,42.7653
2011-04-14,42.7653
2011-04-15,42.7653
2011-04-16,42.7653
2011-04-17,42.7653
2011-04-18,42.7653
2011-04-19,42.7653
2011-04-20,42.7653
2011-04-21,42.7653
2011-04-22,42.7653
2011-04-23,42.7653
2011-04-24,42.7653
2011-04-25,42.7653
2011-04-26,42.7653
2011-04-27,42.7653
2011-04-28,42.7653
2011-04-29,42.7653
2011-04-30,42.7653
2011-05-01,42.7653
2011-05-02,42.7653
2011-05-03,42.7653
2011-05-04,42.7653
2011-05-05,42.7653
2011-05-06,42.7653
2011-05-07,42.7653
2011-05-08,42.7653
2011-05-09,42.7653
2011-05-10,42.7653
2011-05-11,42.7653
2011-05-12,42.7653
2011-05-13,42.7653
2011-05-14,42.7653
2011-05-15,42.7653
2011-05-16,42.7653
2011-05-17,42.7653
2011-05-18,42.7653
2011-05-19,42.7653
2011-05-20,42.7653
2011-05-21,42.7653
2011-05-22,42.7653
2011-05-23,42.7653
2011-05-24,42.7653
2011-05-25,42.7653
2011-05-26,42.7653
2011-05-27,42.7653
2011-05-28,42.7653
2011-05-29,42.7653
2011-05-30,42.7653
2011-05-31,42.7653
2011-06-01,42.7653
2011-06-02,42.7653
2011-06-03,42.7653
2011-06-04,42.7653
2011-06-05,42.7653
2011-06-06,42.7653
2011-06-07,42.7653
2011-06-08,42.7653
2011-06-09,42.7653
2011-06-10,42.7653
2011-06-11,42.7653
2011-06-12,42.7653
2011-06-13,42.7653
2011-06-14,42.7653
2011-06-15,42.7653
2011-06-16,42.7653
2011-06-17,42.7653
2011-06-18,42.7653
2011-06-19,42.7653
2011-06-20,42.7653
2011-06-21,42.7653
2011-06-22,42.7653
2011-06-23,42.7653
2011-06-24,42.7653
2011-06-25,42.7653
2011-06-26,42.7653
2011-06-27,42.7653
2011-06-28,42.7653
2011-06-29,42.7653
2011-06-30,51.9341
2011-07-01,51.9341
2011-07-02,51.9341
2011-07-03,51.9341
2011-07-04,51.9341
2011-07-05,51.9341
2011-07-06,51.9341
2011-07-07,51.9341
2011-07-08,51.9341
2011-07-09,51.9341
2011-07-10,51.9341
2011-07-11,51.9341
2011-07-12,51.9341
2011-07-13,51.9341
2011-07-14,51.9341
2011-07-15,51.9341
2011-07-16,51.9341
2011-07-17,51.9341
2011-07-18,51.9341
2011-07-19,51.9341
2011-07-20,51.9341
2011-07-21,51.9341
2011-07-22,51.9341
2011-07-23,51.9341
2011-07-24,51.9341
2011-07-25,51.9341
2011-07-26,51.9341
2011-07-27,51.9341
2011-07-28,51.9341
2011-07-29,51.9341
2011-07-30,51.9341
2011-07-31,51.9341
2011-08-01,51.9341
2011-08-02,51.9341
2011-08-03,51.9341
2011-08-04,51.9341
2011-08-05,51.9341
2011-08-06,51.9341
2011-08-07,51.9341
2011-08-08,51.9341
2011-08-09,51.9341
2011-08-10,51.9341
2011-08-11,51.9341
2011-08-12,51.9341
2011-08-13,51.9341
2011-08-14,51.9341
2011-08-15,51.9341
2011-08-16,51.9341
2011-08-17,51.9341
2011-08-18,51.9341
2011-08-19,51.9341
2011-08-20,51.9341
2011-08-21,51.9341
2011-08-22,51.9341
2011-08-23,51.9341
2011-08-24,51.9341
2011-08-25,51.9341
2011-08-26,51.9341
2011-08-27,51.9341
2011-08-28,51.9341
2011-08-29,51.9341
2011-08-30,51.9341
2011-08-31,51.9341
2011-09-01,51.9341
2011-09-02,51.9341
2011-09-03,51.9341
2011-09-04,51.9341
2011-09-05,51.9341
2011-09-06,51.9341
2011-09-07,51.9341
2011-09-08,51.9341
2011-09-09,51.9341
2011-09-10,51.9341
2011-09-11,51.9341
2011-09-12,51.9341
2011-09-13,51.9341
2011-09-14,51.9341
2011-09-15,51.9341
2011-09-16,51.9341
2011-09-17,51.9341
2011-09-18,51.9341
2011-09-19,51.9341
2011-09-20,51.9341
2011-09-21,51.9341
2011-09-22,51.9341
2011-09-23,51.9341
2011-09-24,51.9341
2011-09-25,51.9341
2011-09-26,51.9341
2011-09-27,51.9341
2011-09-28,51.9341
2011-09-29,51.9341
2011-09-30,57.1792
2011-10-01,57.1792
2011-10-02,57.1792
2011-10-03,57.1792
2011-10-04,57.1792
2011-10-05,57.1792
2011-10-06,57.1792
2011-10-07,57.1792
2011-10-08,57.1792
2011-10-09,57.1792
2011-10-10,57.1792
2011-10-11,57.1792
2011-10-12,57.1792
2011-10-13,57.1792
2011-10-14,57.1792
2011-10-15,57.1792
2011-10-16,57.1792
2011-10-17,57.1792
2011-10-18,57.1792
2011-10-19,57.1792
2011-10-20,57.1792
2011-10-21,57.1792
2011-10-22,57.1792
2011-10-23,57.1792
2011-10-24,57.1792
2011-10-25,57.1792
2011-10-26,57.1792
2011-10-27,57.1792
2011-10-28,57.1792
2011-10-29,57.1792
2011-10-30,57.1792
2011-10-31,57.1792
2011-11-01,57.1792
2011-11-02,57.1792
2011-11-03,57.1792
2011-11-04,57.1792
2011-11-05,57.1792
2011-11-06,57.1792
2011-11-07,57.1792
2011-11-08,57.1792
2011-11-09,57.1792
2011-11-10,57.1792
2011-11-11,57.1792
2011-11-12,57.1792
2011-11-13,57.1792
2011-11-14,57.1792
2011-11-15,57.1792
2011-11-16,57.1792
2011-11-17,57.1792
2011-11-18,57.1792
2011-11-19,57.1792
2011-11-20,57.1792
2011-11-21,57.1792
2011-11-22,57.1792
2011-11-23,57.1792
2011-11-24,57.1792
2011-11-25,57.1792
2011-11-26,57.1792
2011-11-27,57.1792
2011-11-28,57.1792
2011-11-29,57.1792
2011-11-30,57.1792
2011-12-01,57.1792
2011-12-02,57.1792
2011-12-03,57.1792
2011-12-04,57.1792
2011-12-05,57.1792
2011-12-06,57.1792
2011-12-07,57.1792
2011-12-08,57.1792
2011-12-09,57.1792
2011-12-10,57.1792
2011-12-11,57.1792
2011-12-12,57.1792
2011-12-13,57.1792
2011-12-14,57.1792
2011-12-15,57.1792
2011-12-16,57.1792
2011-12-17,57.1792
2011-12-18,57.1792
2011-12-19,57.1792
2011-12-20,57.1792
2011-12-21,57.1792
2011-12-22,57.1792
2011-12-23,57.1792
2011-12-24,57.1792
2011-12-25,57.1792
2011-12-26,57.1792
2011-12-27,57.1792
2011-12-28,57.1792
2011-12-29,57.1792
2011-12-30,57.1792
2011-12-31,42.2591
2012-01-01,42.2591
2012-01-02,42.2591
2012-01-03,42.2591
2012-01-04,42.2591
2012-01-05,42.2591
2012-01-06,42.2591
2012-01-07,42.2591
2012-01-08,42.2591
2012-01-09,42.2591
2012-01-10,42.2591
2012-01-11,42.2591
2012-01-12,42.2591
2012-01-13,42.2591
2012-01-14,42.2591
2012-01-15,42.2591
2012-01-16,42.2591
2012-01-17,42.2591
2012-01-18,42.2591
2012-01-19,42.2591
2012-01-20,42.2591
2012-01-21,42.2591
2012-01-22,42.2591
2012-01-23,42.2591
2012-01-24,42.2591
2012-01-25,42.2591
2012-01-26,42.2591
2012-01-27,42.2591
2012-01-28,42.2591
2012-01-29,42.2591
2012-01-30,42.2591
2012-01-31,42.2591
2012-02-01,42.2591
2012-02-02,42.2591
2012-02-03,42.2591
2012-02-04,42.2591
2012-02-05,42.2591
2012-02-06,42.2591
2012-02-07,42.2591
2012-02-08,42.2591
2012-02-09,42.2591
2012-02-10,42.2591
2012-02-11,42.2591
2012-02-12,42.2591
2012-02-13,42.2591
2012-02-14,42.2591
2012-02-15,42.2591
2012-02-16,42.2591
2012-02-17,42.2591
2012-02-18,42.2591
2012-02-19,42.2591
2012-02-20,42.2591
2012-02-21,42.2591
2012-02-22,42.2591
2012-02-23,42.2591
2012-02-24,42.2591
2012-02-25,42.2591
2012-02-26,42.2591
2012-02-27,42.2591
2012-02-28,42.2591
2012-02-29,42.2591
2012-03-01,42.2591
2012-03-02,42.2591
2012-03-03,42.2591
2012-03-04,42.2591
2012-03-05,42.2591
2012-03-06,42.2591
2012-03-07,42.2591
2012-03-08,42.2591
2012-03-09,42.2591
2012-03-10,42.2591
2012-03-11,42.2591
2012-03-12,42.2591
2012-03-13,42.2591
2012-03-14,42.2591
2012-03-15,42.2591
2012-03-16,42.2591
2012-03-17,42.2591
2012-03-18,42.2591
2012-03-19,42.2591
2012-03-20,42.2591
2012-03-21,42.2591
2012-03-22,42.2591
2012-03-23,42.2591
2012-03-24,42.2591
2012-03-25,42.2591
2012-03-26,42.2591
2012-03-27,42.2591
2012-03-28,42.2591
2012-03-29,42.2591
2012-03-30,42.2591
2012-03-31,61.5851
2012-04-01,61.5851
2012-04-02,61.5851
2012-04-03,61.5851
2012-04-04,61.5851
2012-04-05,61.5851
2012-04-06,61.5851
2012-04-07,61.5851
2012-04-08,61.5851
2012-04-09,61.5851
2012-04-10,61.5851
2012-04-11,61.5851
2012-04-12,61.5851
2012-04-13,61.5851
2012-04-14,61.5851
2012-04-15,61.5851
2012-04-16,61.5851
2012-04-17,61.5851
2012-04-18,61.5851
2012-04-19,61.5851
2012-04-20,61.5851
2012-04-21,61.5851
2012-04-22,61.5851
2012-04-23,61.5851
2012-04-24,61.5851
2012-04-25,61.5851
2012-04-26,61.5851
2012-04-27,61.5851
2012-04-28,61.5851
2012-04-29,61.5851
2012-04-30,61.5851
2012-05-01,61.5851
2012-05-02,61.5851
2012-05-03,61.5851
2012-05-04,61.5851
2012-05-05,61.5851
2012-05-06,61.5851
2012-05-07,61.5851
2012-05-08,61.5851
2012-05-09,61.5851
2012-05-10,61.5851
2012-05-11,61.5851
2012-05-12,61.5851
2012-05-13,61.5851
2012-05-14,61.5851
2012-05-15,61.5851
2012-05-16,61.5851
2012-05-17,61.5851
2012-05-18,61.5851
2012-05-19,61.5851
2012-05-20,61.5851
2012-05-21,61.5851
2012-05-22,61.5851
2012-05-23,61.5851
2012-05-24,61.5851
2012-05-25,61.5851
2012-05-26,61.5851
2012-05-27,61.5851
2012-05-28,61.5851
2012-05-29,61.5851
2012-05-30,61.5851
2012-05-31,61.5851
2012-06-01,61.5851
2012-06-02,61.5851
2012-06-03,61.5851
2012-06-04,61.5851
2012-06-05,61.5851
2012-06-06,61.5851
2012-06-07,61.5851
2012-06-08,61.5851
2012-06-09,61.5851
2012-06-10,61.5851
2012-06-11,61.5851
2012-06-12,61.5851
2012-06-13,61.5851
2012-06-14,61.5851
2012-06-15,61.5851
2012-06-16,61.5851
2012-06-17,61.5851
2012-06-18,61.5851
2012-06-19,61.5851
2012-06-20,61.5851
2012-06-21,61.5851
2012-06-22,61.5851
2012-06-23,61.5851
2012-06-24,61.5851
2012-06-25,61.5851
2012-06-26,61.5851
2012-06-27,61.5851
2012-06-28,61.5851
2012-06-29,61.5851
2012-06-30,49.9639
2012-07-01,49.9639
2012-07-02,49.9639
2012-07-03,49.9639
2012-07-04,49.9639
2012-07-05,49.9639
2012-07-06,49.9639
2012-07-07,49.9639
2012-07-08,49.9639
2012-07-09,49.9639
2012-07-10,49.9639
2012-07-11,49.9639
2012-07-12,49.9639
2012-07-13,49.9639
2012-07-14,49.9639
2012-07-15,49.9639
2012-07-16,49.9639
2012-07-17,49.9639
2012-07-18,49.9639
2012-07-19,49.9639
2012-07-20,49.9639
2012-07-21,49.9639
2012-07-22,49.9639
2012-07-23,49.9639
2012-07-24,49.9639
2012-07-25,49.9639
2012-07-26,49.9639
2012-07-27,49.9639
2012-07-28,49.9639
2012-07-29,49.9639
2012-07-30,49.9639
2012-07-31,49.9639
2012-08-01,49.9639
2012-08-02,49.9639
2012-08-03,49.9639
2012-08-04,49.9639
2012-08-05,49.9639
2012-08-06,49.9639
2012-08-07,49.9639
2012-08-08,49.9639
2012-08-09,49.9639
2012-08-10,49.9639
2012-08-11,49.9639
2012-08-12,49.9639
2012-08-13,49.9639
2012-08-14,49.9639
2012-08-15,49.9639
2012-08-16,49.9639
2012-08-17,49.9639
2012-08-18,49.9639
2012-08-19,49.9639
2012-08-20,49.9639
2012-08-21,49.9639
2012-08-22,49.9639
2012-08-23,49.9639
2012-08-24,49.9639
2012-08-25,49.9639
2012-08-26,49.9639
2012-08-27,49.9639
2012-08-28,49.9639
2012-08-29,49.9639
2012-08-30,49.9639
2012-08-31,49.9639
2012-09-01,49.9639
2012-09-02,49.9639
2012-09-03,49.9639
2012-09-04,49.9639
2012-09-05,49.9639
2012-09-06,49.9639
2012-09-07,49.9639
2012-09-08,49.9639
2012-09-09,49.9639
2012-09-10,49.9639
2012-09-11,49.9639
2012-09-12,49.9639
2012-09-13,49.9639
2012-09-14,49.9639
2012-09-15,49.9639
2012-09-16,49.9639
2012-09-17,49.9639
2012-09-18,49.9639
2012-09-19,49.9639
2012-09-20,49.9639
2012-09-21,49.9639
2012-09-22,49.9639
2012-09-23,49.9639
2012-09-24,49.9639
2012-09-25,49.9639
2012-09-26,49.9639
2012-09-27,49.9639
2012-09-28,49.9639
2012-09-29,49.9639
2012-09-30,49.9234
2012-10-01,49.9234
2012-10-02,49.9234
2012-10-03,49.9234
2012-10-04,49.9234
2012-10-05,49.9234
2012-10-06,49.9234
2012-10-07,49.9234
2012-10-08,49.9234
2012-10-09,49.9234
2012-10-10,49.9234
2012-10-11,49.9234
2012-10-12,49.9234
2012-10-13,49.9234
2012-10-14,49.9234
2012-10-15,49.9234
2012-10-16,49.9234
2012-10-17,49.9234
2012-10-18,49.9234
2012-10-19,49.9234
2012-10-20,49.9234
2012-10-21,49.9234
2012-10-22,49.9234
2012-10-23,49.9234
2012-10-24,49.9234
2012-10-25,49.9234
2012-10-26,49.9234
2012-10-27,49.9234
2012-10-28,49.9234
2012-10-29,49.9234
2012-10-30,49.9234
2012-10-31,49.9234
2012-11-01,49.9234
2012-11-02,49.9234
2012-11-03,49.9234
2012-11-04,49.9234
2012-11-05,49.9234
2012-11-06,49.9234
2012-11-07,49.9234
2012-11-08,49.9234
2012-11-09,49.9234
2012-11-10,49.9234
2012-11-11,49.9234
2012-11-12,49.9234
2012-11-13,49.9234
2012-11-14,49.9234
2012-11-15,49.9234
2012-11-16,49.9234
2012-11-17,49.9234
2012-11-18,49.9234
2012-11-19,49.9234
2012-11-20,49.9234
2012-11-21,49.9234
2012-11-22,49.9234
2012-11-23,49.9234
2012-11-24,49.9234
2012-11-25,49.9234
2012-11-26,49.9234
2012-11-27,49.9234
2012-11-28,49.9234
2012-11-29,49.9234
2012-11-30,49.9234
2012-12-01,49.9234
2012-12-02,49.9234
2012-12-03,49.9234
2012-12-04,49.9234
2012-12-05,49.9234
2012-12-06,49.9234
2012-12-07,49.9234
2012-12-08,49.9234
2012-12-09,49.9234
2012-12-10,49.9234
2012-12-11,49.9234
2012-12-12,49.9234
2012-12-13,49.9234
2012-12-14,49.9234
2012-12-15,49.9234
2012-12-16,49.9234
2012-12-17,49.9234
2012-12-18,49.9234
2012-12-19,49.9234
2012-12-20,49.9234
2012-12-21,49.9234
2012-12-22,49.9234
2012-12-23,49.9234
2012-12-24,49.9234
2012-12-25,49.9234
2012-12-26,49.9234
2012-12-27,49.9234
2012-12-28,49.9234
2012-12-29,49.9234
2012-12-30,49.9234
2012-12-31,40.786
2013-01-01,40.786
2013-01-02,40.786
2013-01-03,40.786
2013-01-04,40.786
2013-01-05,40.786
2013-01-06,40.786
2013-01-07,40.786
2013-01-08,40.786
2013-01-09,40.786
2013-01-10,40.786
2013-01-11,40.786
2013-01-12,40.786
2013-01-13,40.786
2013-01-14,40.786
2013-01-15,40.786
2013-01-16,40.786
2013-01-17,40.786
2013-01-18,40.786
2013-01-19,40.786
2013-01-20,40.786
2013-01-21,40.786
2013-01-22,40.786
2013-01-23,40.786
2013-01-24,40.786
2013-01-25,40.786
2013-01-26,40.786
2013-01-27,40.786
2013-01-28,40.786
2013-01-29,40.786
2013-01-30,40.786
2013-01-31,40.786
2013-02-01,40.786
2013-02-02,40.786
2013-02-03,40.786
2013-02-04,40.786
2013-02-05,40.786
2013-02-06,40.786
2013-02-07,40.786
2013-02-08,40.786
2013-02-09,40.786
2013-02-10,40.786
2013-02-11,40.786
2013-02-12,40.786
2013-02-13,40.786
2013-02-14,40.786
2013-02-15,40.786
2013-02-16,40.786
2013-02-17,40.786
2013-02-18,40.786
2013-02-19,40.786
2013-02-20,40.786
2013-02-21,40.786
2013-02-22,40.786
2013-02-23,40.786
2013-02-24,40.786
2013-02-25,40.786
2013-02-26,40.786
2013-02-27,40.786
2013-02-28,40.786
2013-03-01,40.786
2013-03-02,40.786
2013-03-03,40.786
2013-03-04,40.786
2013-03-05,40.786
2013-03-06,40.786
2013-03-07,40.786
2013-03-08,40.786
2013-03-09,40.786
2013-03-10,40.786
2013-03-11,40.786
2013-03-12,40.786
2013-03-13,40.786
2013-03-14,40.786
2013-03-15,40.786
2013-03-16,40.786
2013-03-17,40.786
2013-03-18,40.786
2013-03-19,40.786
2013-03-20,40.786
2013-03-21,40.786
2013-03-22,40.786
2013-03-23,40.786
2013-03-24,40.786
2013-03-25,40.786
2013-03-26,40.786
2013-03-27,40.786
2013-03-28,40.786
2013-03-29,40.786
2013-03-30,40.786
2013-03-31,53.4984
