,ECOPETL CB Equity,ECOPETL CB Equity,ECOPETL CB Equity,ECOPETL CB Equity,ECOPETL CB Equity
2012-03-06,2092.87,2104.991,2076.709,2092.87,11910179.0
2012-03-07,2096.91,2100.95,2072.668,2092.87,7325124.0
2012-03-08,2100.95,2104.991,2088.83,2092.87,8785365.0
2012-03-09,2092.87,2096.91,2080.749,2080.749,4132673.0
2012-03-10,2092.87,2096.91,2080.749,2080.749,4132673.0
2012-03-11,2092.87,2096.91,2080.749,2080.749,4132673.0
2012-03-12,2076.709,2080.749,2060.548,2068.628,6477613.0
2012-03-13,2068.628,2145.394,2068.628,2141.353,16608139.0
2012-03-14,2141.353,2185.797,2137.313,2141.353,10181296.0
2012-03-15,2137.313,2169.635,2129.232,2133.273,10996410.0
2012-03-16,2133.273,2145.394,2104.991,2104.991,9231253.0
2012-03-17,2133.273,2145.394,2104.991,2104.991,9231253.0
2012-03-18,2133.273,2145.394,2104.991,2104.991,9231253.0
2012-03-19,2133.273,2145.394,2104.991,2104.991,9231253.0
2012-03-20,2137.313,2137.313,2096.91,2109.031,5674587.0
2012-03-21,2109.031,2129.232,2096.91,2129.232,7291764.0
2012-03-22,2125.192,2157.515,2113.071,2121.152,14939727.0
2012-03-23,2145.394,2165.595,2121.152,2165.595,9449138.0
2012-03-24,2145.394,2165.595,2121.152,2165.595,9449138.0
2012-03-25,2145.394,2165.595,2121.152,2165.595,9449138.0
2012-03-26,2173.676,2205.998,2169.635,2201.958,10648653.0
2012-03-27,2197.917,2214.079,2181.756,2181.756,11527720.0
2012-03-28,2177.716,2189.837,2161.555,2173.676,7082104.0
2012-03-29,2173.676,2214.079,2153.474,2214.079,7017211.0
2012-03-30,2197.917,2238.32,2185.797,2193.877,15697074.0
2012-03-31,2197.917,2238.32,2185.797,2193.877,15697074.0
2012-04-01,2197.917,2238.32,2185.797,2193.877,15697074.0
2012-04-02,2189.837,2238.32,2181.756,2234.28,5325001.0
2012-04-03,2230.24,2266.602,2222.159,2262.562,5671611.0
2012-04-04,2250.441,2266.602,2246.401,2266.602,4602420.0
2012-04-05,2250.441,2266.602,2246.401,2266.602,4602420.0
2012-04-06,2250.441,2266.602,2246.401,2266.602,4602420.0
2012-04-07,2250.441,2266.602,2246.401,2266.602,4602420.0
2012-04-08,2250.441,2266.602,2246.401,2266.602,4602420.0
2012-04-09,2254.481,2298.925,2246.401,2294.884,6668808.0
2012-04-10,2302.965,2315.086,2290.844,2290.844,6009921.0
2012-04-11,2294.884,2323.166,2246.401,2262.562,8559117.0
2012-04-12,2266.602,2266.602,2205.998,2242.361,11849656.0
2012-04-13,2242.361,2254.481,2234.28,2254.481,5910620.0
2012-04-14,2242.361,2254.481,2234.28,2254.481,5910620.0
2012-04-15,2242.361,2254.481,2234.28,2254.481,5910620.0
2012-04-16,2254.481,2282.763,2254.481,2278.723,11387917.0
2012-04-17,2282.763,2302.965,2282.763,2294.884,9459147.0
2012-04-18,2302.965,2343.368,2242.361,2258.522,28820434.0
2012-04-19,2355.942,2355.942,2236.438,2287.654,24621806.0
2012-04-20,2304.726,2317.53,2240.706,2244.974,12213485.0
2012-04-21,2304.726,2317.53,2240.706,2244.974,12213485.0
2012-04-22,2304.726,2317.53,2240.706,2244.974,12213485.0
2012-04-23,2240.706,2270.582,2227.902,2262.046,9381641.0
2012-04-24,2262.046,2287.654,2244.974,2253.51,7804921.0
2012-04-25,2279.118,2321.798,2253.51,2313.262,11006865.0
2012-04-26,2317.53,2355.942,2317.53,2351.674,9854709.0
2012-04-27,2351.674,2390.087,2351.674,2381.55,8632991.0
2012-04-28,2351.674,2390.087,2351.674,2381.55,8632991.0
2012-04-29,2351.674,2390.087,2351.674,2381.55,8632991.0
2012-04-30,2377.282,2441.303,2373.014,2432.767,10175264.0
2012-05-01,2377.282,2441.303,2373.014,2432.767,10175264.0
2012-05-02,2454.107,2530.931,2454.107,2496.787,18558472.0
2012-05-03,2479.715,2509.591,2475.447,2496.787,9647600.0
2012-05-04,2492.519,2492.519,2377.282,2390.087,15248742.0
2012-05-05,2492.519,2492.519,2377.282,2390.087,15248742.0
2012-05-06,2492.519,2492.519,2377.282,2390.087,15248742.0
2012-05-07,2368.746,2428.499,2360.21,2411.427,14450723.0
2012-05-08,2407.159,2411.427,2360.21,2411.427,12890188.0
2012-05-09,2398.623,2432.767,2373.014,2398.623,14114352.0
2012-05-10,2402.891,2424.231,2385.818,2394.355,8655908.0
2012-05-11,2381.55,2402.891,2373.014,2373.014,5853182.0
2012-05-12,2381.55,2402.891,2373.014,2373.014,5853182.0
2012-05-13,2381.55,2402.891,2373.014,2373.014,5853182.0
2012-05-14,2368.746,2368.746,2334.602,2334.602,6769772.0
2012-05-15,2330.334,2343.138,2313.262,2330.334,11293336.0
2012-05-16,2326.066,2343.138,2313.262,2321.798,6089948.0
2012-05-17,2317.53,2321.798,2257.778,2262.046,10088102.0
2012-05-18,2262.046,2291.922,2257.778,2274.85,6775727.0
2012-05-19,2262.046,2291.922,2257.778,2274.85,6775727.0
2012-05-20,2262.046,2291.922,2257.778,2274.85,6775727.0
2012-05-21,2262.046,2291.922,2257.778,2274.85,6775727.0
2012-05-22,2274.85,2321.798,2253.51,2308.994,16130999.0
2012-05-23,2291.922,2313.262,2262.046,2304.726,13882365.0
2012-05-24,2321.798,2321.798,2227.902,2244.974,16789127.0
2012-05-25,2244.974,2262.046,2223.634,2262.046,5940654.0
2012-05-26,2244.974,2262.046,2223.634,2262.046,5940654.0
2012-05-27,2244.974,2262.046,2223.634,2262.046,5940654.0
2012-05-28,2262.046,2262.046,2227.902,2227.902,2423342.0
2012-05-29,2227.902,2321.798,2227.902,2317.53,15053650.0
2012-05-30,2283.386,2334.602,2279.118,2279.118,9978011.0
2012-05-31,2287.654,2326.066,2270.582,2326.066,11639781.0
2012-06-01,2313.262,2313.262,2262.046,2279.118,8161451.0
2012-06-02,2313.262,2313.262,2262.046,2279.118,8161451.0
2012-06-03,2313.262,2313.262,2262.046,2279.118,8161451.0
2012-06-04,2279.118,2279.118,2236.438,2274.85,5116422.0
2012-06-05,2262.046,2274.85,2240.706,2240.706,7448159.0
2012-06-06,2253.51,2270.582,2232.17,2244.974,6283069.0
2012-06-07,2244.974,2262.046,2240.706,2253.51,5331016.0
2012-06-08,2249.242,2249.242,2219.366,2232.17,4628590.0
2012-06-09,2249.242,2249.242,2219.366,2232.17,4628590.0
2012-06-10,2249.242,2249.242,2219.366,2232.17,4628590.0
2012-06-11,2249.242,2249.242,2219.366,2232.17,4628590.0
2012-06-12,2219.366,2219.366,2193.758,2198.026,4634562.0
2012-06-13,2189.49,2210.83,2176.686,2202.294,4645893.0
2012-06-14,2189.49,2227.902,2189.49,2227.902,3562396.0
2012-06-15,2227.902,2270.582,2219.366,2257.778,14774396.0
2012-06-16,2227.902,2270.582,2219.366,2257.778,14774396.0
2012-06-17,2227.902,2270.582,2219.366,2257.778,14774396.0
2012-06-18,2227.902,2270.582,2219.366,2257.778,14774396.0
2012-06-19,2266.314,2313.262,2266.314,2313.262,11297424.0
2012-06-20,2304.726,2334.602,2296.19,2330.334,10489625.0
2012-06-21,2317.53,2321.798,2227.902,2232.17,8156735.0
2012-06-22,2227.902,2227.902,2146.81,2168.15,14167986.0
2012-06-23,2227.902,2227.902,2146.81,2168.15,14167986.0
2012-06-24,2227.902,2227.902,2146.81,2168.15,14167986.0
2012-06-25,2138.274,2155.346,2067.852,2069.986,13162686.0
2012-06-26,2069.986,2104.13,2031.574,2093.46,16276849.0
2012-06-27,2093.46,2142.542,2093.46,2121.202,10523402.0
2012-06-28,2112.666,2112.666,2063.584,2091.326,6086008.0
2012-06-29,2099.862,2151.078,2099.862,2127.604,7992914.0
2012-06-30,2099.862,2151.078,2099.862,2127.604,7992914.0
2012-07-01,2099.862,2151.078,2099.862,2127.604,7992914.0
2012-07-02,2099.862,2151.078,2099.862,2127.604,7992914.0
2012-07-03,2134.006,2146.81,2078.522,2146.81,6730350.0
2012-07-04,2125.47,2159.614,2125.47,2146.81,3836262.0
2012-07-05,2123.336,2151.078,2121.202,2142.542,10902109.0
2012-07-06,2134.006,2134.006,2116.934,2134.006,5727947.0
2012-07-07,2134.006,2134.006,2116.934,2134.006,5727947.0
2012-07-08,2134.006,2134.006,2116.934,2134.006,5727947.0
2012-07-09,2121.202,2142.542,2121.202,2129.738,4130512.0
2012-07-10,2134.006,2151.078,2106.264,2121.202,6496882.0
2012-07-11,2116.934,2138.274,2116.934,2138.274,4524586.0
2012-07-12,2123.336,2125.47,2104.13,2104.13,5221209.0
2012-07-13,2112.666,2125.47,2106.264,2121.202,5036181.0
2012-07-14,2112.666,2125.47,2106.264,2121.202,5036181.0
2012-07-15,2112.666,2125.47,2106.264,2121.202,5036181.0
2012-07-16,2116.934,2127.604,2108.398,2121.202,4084342.0
2012-07-17,2119.068,2129.738,2110.532,2129.738,6014032.0
2012-07-18,2123.336,2138.274,2123.336,2138.274,8793376.0
2012-07-19,2138.274,2155.346,2127.604,2127.604,7578427.0
2012-07-20,2138.274,2155.346,2127.604,2127.604,7578427.0
2012-07-21,2138.274,2155.346,2127.604,2127.604,7578427.0
2012-07-22,2138.274,2155.346,2127.604,2127.604,7578427.0
2012-07-23,2125.47,2125.47,2078.522,2112.666,13496994.0
2012-07-24,2112.666,2142.542,2112.666,2131.872,18435429.0
2012-07-25,2121.202,2134.006,2078.522,2078.522,12743530.0
2012-07-26,2091.326,2110.532,2078.522,2108.398,6073777.0
2012-07-27,2112.666,2193.758,2110.532,2193.758,15959760.0
2012-07-28,2112.666,2193.758,2110.532,2193.758,15959760.0
2012-07-29,2112.666,2193.758,2110.532,2193.758,15959760.0
2012-07-30,2172.418,2210.83,2172.418,2206.562,6452416.0
2012-07-31,2210.83,2227.902,2180.954,2198.026,9224891.0
2012-08-01,2202.294,2206.562,2176.686,2202.294,5462055.0
2012-08-02,2180.954,2232.17,2159.614,2232.17,8958124.0
2012-08-03,2236.438,2266.314,2236.438,2257.778,10333283.0
2012-08-04,2236.438,2266.314,2236.438,2257.778,10333283.0
2012-08-05,2236.438,2266.314,2236.438,2257.778,10333283.0
2012-08-06,2240.706,2257.778,2215.098,2236.438,4799715.0
2012-08-07,2240.706,2257.778,2215.098,2236.438,4799715.0
2012-08-08,2240.706,2244.974,2198.026,2202.294,6830011.0
2012-08-09,2193.758,2253.51,2189.49,2253.51,7101993.0
2012-08-10,2223.634,2283.386,2223.634,2266.314,8976552.0
2012-08-11,2223.634,2283.386,2223.634,2266.314,8976552.0
2012-08-12,2223.634,2283.386,2223.634,2266.314,8976552.0
2012-08-13,2253.51,2283.386,2236.438,2253.51,5350420.0
2012-08-14,2262.046,2274.85,2249.242,2257.778,5371193.0
2012-08-15,2257.778,2291.922,2249.242,2291.922,7527071.0
2012-08-16,2296.19,2334.602,2287.654,2304.726,11180663.0
2012-08-17,2304.726,2338.87,2300.458,2317.53,5201483.0
2012-08-18,2304.726,2338.87,2300.458,2317.53,5201483.0
2012-08-19,2304.726,2338.87,2300.458,2317.53,5201483.0
2012-08-20,2304.726,2338.87,2300.458,2317.53,5201483.0
2012-08-21,2317.53,2330.334,2296.19,2296.19,7321541.0
2012-08-22,2291.922,2300.458,2274.85,2296.19,3504437.0
2012-08-23,2291.922,2291.922,2274.85,2283.386,2248481.0
2012-08-24,2274.85,2291.922,2270.582,2274.85,1811571.0
2012-08-25,2274.85,2291.922,2270.582,2274.85,1811571.0
2012-08-26,2274.85,2291.922,2270.582,2274.85,1811571.0
2012-08-27,2279.118,2287.654,2270.582,2270.582,4795476.0
2012-08-28,2270.582,2291.922,2257.778,2291.922,4522318.0
2012-08-29,2283.386,2291.922,2262.046,2253.51,3784812.0
2012-08-30,2249.242,2262.046,2240.706,2253.51,3225506.0
2012-08-31,2257.778,2270.582,2249.242,2249.242,4714637.0
2012-09-01,2257.778,2270.582,2249.242,2249.242,4714637.0
2012-09-02,2257.778,2270.582,2249.242,2249.242,4714637.0
2012-09-03,2240.706,2240.706,2227.902,2236.438,1459661.0
2012-09-04,2236.438,2236.438,2202.294,2206.562,5497816.0
2012-09-05,2206.562,2227.902,2189.49,2206.562,3936160.0
2012-09-06,2219.366,2253.51,2219.366,2253.51,4711815.0
2012-09-07,2249.242,2270.582,2244.974,2253.51,3708666.0
2012-09-08,2249.242,2270.582,2244.974,2253.51,3708666.0
2012-09-09,2249.242,2270.582,2244.974,2253.51,3708666.0
2012-09-10,2253.51,2257.778,2240.706,2244.974,3310027.0
2012-09-11,2236.438,2249.242,2236.438,2236.438,3030973.0
2012-09-12,2232.17,2240.706,2210.83,2210.83,4674247.0
2012-09-13,2210.83,2249.242,2198.026,2244.974,13013210.0
2012-09-14,2249.242,2291.922,2249.242,2262.046,9975343.0
2012-09-15,2249.242,2291.922,2249.242,2262.046,9975343.0
2012-09-16,2249.242,2291.922,2249.242,2262.046,9975343.0
2012-09-17,2253.51,2274.85,2240.706,2240.706,3547166.0
2012-09-18,2236.438,2249.242,2227.902,2227.902,4112204.0
2012-09-19,2232.17,2253.51,2215.098,2253.51,5965677.0
2012-09-20,2219.366,2262.046,2219.366,2257.778,5032121.0
2012-09-21,2253.51,2262.046,2244.974,2262.046,4901629.0
2012-09-22,2253.51,2262.046,2244.974,2262.046,4901629.0
2012-09-23,2253.51,2262.046,2244.974,2262.046,4901629.0
2012-09-24,2257.778,2257.778,2232.17,2236.438,5433803.0
2012-09-25,2240.706,2257.778,2227.902,2232.17,10510235.0
2012-09-26,2219.366,2232.17,2219.366,2227.902,3305964.0
2012-09-27,2236.438,2253.51,2227.902,2253.51,4930798.0
2012-09-28,2240.706,2262.046,2232.17,2262.046,4805897.0
2012-09-29,2240.706,2262.046,2232.17,2262.046,4805897.0
2012-09-30,2240.706,2262.046,2232.17,2262.046,4805897.0
2012-10-01,2257.778,2270.582,2240.706,2249.242,4794560.0
2012-10-02,2253.51,2279.118,2244.974,2279.118,7272477.0
2012-10-03,2279.118,2287.654,2262.046,2274.85,6815051.0
2012-10-04,2274.85,2291.922,2270.582,2287.654,4699810.0
2012-10-05,2287.654,2296.19,2274.85,2279.118,5302102.0
2012-10-06,2287.654,2296.19,2274.85,2279.118,5302102.0
2012-10-07,2287.654,2296.19,2274.85,2279.118,5302102.0
2012-10-08,2266.314,2300.458,2266.314,2283.386,3485905.0
2012-10-09,2283.386,2308.994,2283.386,2304.726,6932065.0
2012-10-10,2296.19,2317.53,2291.922,2308.994,6018753.0
2012-10-11,2313.262,2317.53,2300.458,2317.53,4703298.0
2012-10-12,2321.798,2338.87,2313.262,2330.334,5084846.0
2012-10-13,2321.798,2338.87,2313.262,2330.334,5084846.0
2012-10-14,2321.798,2338.87,2313.262,2330.334,5084846.0
2012-10-15,2321.798,2338.87,2313.262,2330.334,5084846.0
2012-10-16,2347.406,2449.839,2347.406,2398.623,17713496.0
2012-10-17,2398.623,2424.231,2398.623,2419.963,5451644.0
2012-10-18,2411.427,2449.839,2411.427,2441.303,8871665.0
2012-10-19,2424.231,2449.839,2424.231,2437.035,5809186.0
2012-10-20,2424.231,2449.839,2424.231,2437.035,5809186.0
2012-10-21,2424.231,2449.839,2424.231,2437.035,5809186.0
2012-10-22,2437.035,2445.571,2424.231,2432.767,6289822.0
2012-10-23,2424.231,2428.499,2398.623,2428.499,3415413.0
2012-10-24,2419.963,2445.571,2419.963,2437.035,4526436.0
2012-10-25,2441.303,2445.571,2415.695,2445.571,5612089.0
2012-10-26,2428.499,2471.179,2428.499,2471.179,7867450.0
2012-10-27,2428.499,2471.179,2428.499,2471.179,7867450.0
2012-10-28,2428.499,2471.179,2428.499,2471.179,7867450.0
2012-10-29,2471.179,2471.179,2441.303,2458.375,2632692.0
2012-10-30,2437.035,2437.035,2347.406,2347.406,10113669.0
2012-10-31,2347.406,2385.818,2317.53,2326.066,11404570.0
2012-11-01,2326.066,2326.066,2274.85,2274.85,10671917.0
2012-11-02,2270.582,2291.922,2219.366,2257.778,6835842.0
2012-11-03,2270.582,2291.922,2219.366,2257.778,6835842.0
2012-11-04,2270.582,2291.922,2219.366,2257.778,6835842.0
2012-11-05,2270.582,2291.922,2219.366,2257.778,6835842.0
2012-11-06,2240.706,2244.974,2215.098,2227.902,4774087.0
2012-11-07,2210.83,2219.366,2189.49,2198.026,3913876.0
2012-11-08,2198.026,2279.118,2185.222,2253.51,13207684.0
2012-11-09,2244.974,2257.778,2210.83,2215.098,6403114.0
2012-11-10,2244.974,2257.778,2210.83,2215.098,6403114.0
2012-11-11,2244.974,2257.778,2210.83,2215.098,6403114.0
2012-11-12,2244.974,2257.778,2210.83,2215.098,6403114.0
2012-11-13,2198.026,2215.098,2180.954,2202.294,4887600.0
2012-11-14,2210.83,2210.83,2180.954,2193.758,5195285.0
2012-11-15,2198.026,2240.706,2193.758,2232.17,4673371.0
2012-11-16,2232.17,2257.778,2227.902,2253.51,3311083.0
2012-11-17,2232.17,2257.778,2227.902,2253.51,3311083.0
2012-11-18,2232.17,2257.778,2227.902,2253.51,3311083.0
2012-11-19,2253.51,2283.386,2253.51,2274.85,4475484.0
2012-11-20,2274.85,2296.19,2262.046,2283.386,3808588.0
2012-11-21,2283.386,2296.19,2274.85,2283.386,2086881.0
2012-11-22,2283.386,2283.386,2266.314,2274.85,898578.0
2012-11-23,2274.85,2287.654,2270.582,2287.654,891076.0
2012-11-24,2274.85,2287.654,2270.582,2287.654,891076.0
2012-11-25,2274.85,2287.654,2270.582,2287.654,891076.0
2012-11-26,2279.118,2279.118,2253.51,2262.046,2477091.0
2012-11-27,2266.314,2274.85,2257.778,2262.046,3692774.0
2012-11-28,2249.242,2262.046,2240.706,2262.046,3327056.0
2012-11-29,2270.582,2274.85,2253.51,2266.314,4825006.0
2012-11-30,2262.046,2266.314,2253.51,2257.778,6009343.0
2012-12-01,2262.046,2266.314,2253.51,2257.778,6009343.0
2012-12-02,2262.046,2266.314,2253.51,2257.778,6009343.0
2012-12-03,2262.046,2270.582,2244.974,2244.974,3331577.0
2012-12-04,2244.974,2262.046,2223.634,2223.634,5136017.0
2012-12-05,2227.902,2236.438,2219.366,2219.366,5684257.0
2012-12-06,2219.366,2232.17,2219.366,2219.366,6368502.0
2012-12-07,2227.902,2232.17,2219.366,2232.17,2325601.0
2012-12-08,2227.902,2232.17,2219.366,2232.17,2325601.0
2012-12-09,2227.902,2232.17,2219.366,2232.17,2325601.0
2012-12-10,2232.17,2253.51,2232.17,2244.974,4022545.0
2012-12-11,2240.706,2257.778,2240.706,2257.778,5492734.0
2012-12-12,2262.046,2274.85,2253.51,2270.582,6684664.0
2012-12-13,2266.314,2274.85,2257.778,2262.046,2916924.0
2012-12-14,2262.046,2279.118,2262.046,2279.118,2868370.0
2012-12-15,2262.046,2279.118,2262.046,2279.118,2868370.0
2012-12-16,2262.046,2279.118,2262.046,2279.118,2868370.0
2012-12-17,2274.85,2283.386,2257.778,2262.046,5556779.0
2012-12-18,2266.314,2287.654,2266.314,2270.582,6953139.0
2012-12-19,2270.582,2283.386,2262.046,2283.386,6813851.0
2012-12-20,2274.85,2287.654,2266.314,2283.386,7037652.0
2012-12-21,2274.85,2304.726,2270.582,2304.726,7719875.0
2012-12-22,2274.85,2304.726,2270.582,2304.726,7719875.0
2012-12-23,2274.85,2304.726,2270.582,2304.726,7719875.0
2012-12-24,2296.19,2334.602,2287.654,2317.53,3427519.0
2012-12-25,2296.19,2334.602,2287.654,2317.53,3427519.0
2012-12-26,2313.262,2330.334,2308.994,2326.066,4002402.0
2012-12-27,2321.798,2347.406,2313.262,2347.406,2912706.0
2012-12-28,2326.066,2347.406,2296.19,2330.334,4747460.0
2012-12-29,2326.066,2347.406,2296.19,2330.334,4747460.0
2012-12-30,2326.066,2347.406,2296.19,2330.334,4747460.0
2012-12-31,2326.066,2347.406,2296.19,2330.334,4747460.0
2013-01-01,2326.066,2347.406,2296.19,2330.334,4747460.0
2013-01-02,2330.334,2330.334,2274.85,2326.066,4543755.0
2013-01-03,2330.334,2343.138,2313.262,2343.138,2146472.0
2013-01-04,2343.138,2355.942,2321.798,2355.942,3075932.0
2013-01-05,2343.138,2355.942,2321.798,2355.942,3075932.0
2013-01-06,2343.138,2355.942,2321.798,2355.942,3075932.0
2013-01-07,2343.138,2355.942,2321.798,2355.942,3075932.0
2013-01-08,2351.674,2351.674,2317.53,2317.53,3452847.0
2013-01-09,2317.53,2326.066,2313.262,2326.066,2838954.0
2013-01-10,2326.066,2334.602,2321.798,2330.334,4380595.0
2013-01-11,2334.602,2334.602,2321.798,2326.066,3919292.0
2013-01-12,2334.602,2334.602,2321.798,2326.066,3919292.0
2013-01-13,2334.602,2334.602,2321.798,2326.066,3919292.0
2013-01-14,2326.066,2334.602,2321.798,2330.334,2213286.0
2013-01-15,2326.066,2330.334,2317.53,2321.798,5217060.0
2013-01-16,2317.53,2330.334,2317.53,2326.066,7679465.0
2013-01-17,2330.334,2334.602,2317.53,2321.798,4711951.0
2013-01-18,2317.53,2343.138,2317.53,2343.138,7809736.0
2013-01-19,2317.53,2343.138,2317.53,2343.138,7809736.0
2013-01-20,2317.53,2343.138,2317.53,2343.138,7809736.0
2013-01-21,2338.87,2347.406,2334.602,2347.406,1229961.0
2013-01-22,2330.334,2347.406,2330.334,2338.87,4134624.0
2013-01-23,2347.406,2373.014,2347.406,2373.014,9642436.0
2013-01-24,2364.478,2394.355,2364.478,2385.818,10017600.0
2013-01-25,2385.818,2402.891,2385.818,2390.087,4855811.0
2013-01-26,2385.818,2402.891,2385.818,2390.087,4855811.0
2013-01-27,2385.818,2402.891,2385.818,2390.087,4855811.0
2013-01-28,2390.087,2394.355,2373.014,2390.087,5011353.0
2013-01-29,2390.087,2407.159,2377.282,2407.159,4443544.0
2013-01-30,2402.891,2402.891,2394.355,2398.623,3837527.0
2013-01-31,2398.623,2411.427,2390.087,2411.427,11020108.0
2013-02-01,2411.427,2419.963,2390.087,2411.427,6691563.0
2013-02-02,2411.427,2419.963,2390.087,2411.427,6691563.0
2013-02-03,2411.427,2419.963,2390.087,2411.427,6691563.0
2013-02-04,2398.623,2432.767,2394.355,2432.767,3276576.0
2013-02-05,2424.231,2449.839,2424.231,2437.035,10747182.0
2013-02-06,2428.499,2437.035,2385.818,2390.087,13472888.0
2013-02-07,2398.623,2398.623,2351.674,2351.674,8093063.0
2013-02-08,2351.674,2351.674,2326.066,2347.406,9199958.0
2013-02-09,2351.674,2351.674,2326.066,2347.406,9199958.0
2013-02-10,2351.674,2351.674,2326.066,2347.406,9199958.0
2013-02-11,2338.87,2338.87,2321.798,2321.798,3891401.0
2013-02-12,2321.798,2351.674,2313.262,2313.262,5650623.0
2013-02-13,2313.262,2330.334,2304.726,2317.53,5548341.0
2013-02-14,2317.53,2326.066,2304.726,2326.066,3160537.0
2013-02-15,2321.798,2330.334,2308.994,2308.994,2759467.0
2013-02-16,2321.798,2330.334,2308.994,2308.994,2759467.0
2013-02-17,2321.798,2330.334,2308.994,2308.994,2759467.0
2013-02-18,2304.726,2313.262,2291.922,2308.994,4419161.0
2013-02-19,2291.922,2296.19,2215.098,2227.902,21980869.0
2013-02-20,2227.902,2227.902,2193.758,2215.098,12734774.0
2013-02-21,2210.83,2232.17,2185.222,2232.17,13385078.0
2013-02-22,2236.438,2253.51,2232.17,2236.438,7835632.0
2013-02-23,2236.438,2253.51,2232.17,2236.438,7835632.0
2013-02-24,2236.438,2253.51,2232.17,2236.438,7835632.0
2013-02-25,2249.242,2296.19,2249.242,2249.242,13545648.0
2013-02-26,2244.974,2257.778,2219.366,2227.902,7837192.0
2013-02-27,2227.902,2249.242,2227.902,2232.17,4737198.0
2013-02-28,2227.902,2249.242,2223.634,2223.634,5911526.0
2013-03-01,2219.366,2227.902,2210.83,2219.366,4183020.0
2013-03-02,2219.366,2227.902,2210.83,2219.366,4183020.0
2013-03-03,2219.366,2227.902,2210.83,2219.366,4183020.0
2013-03-04,2219.366,2227.902,2198.026,2198.026,4739233.0
2013-03-05,2202.294,2210.83,2180.954,2185.222,8096764.0
2013-03-06,2189.49,2193.758,2168.15,2172.418,8041528.0
2013-03-07,2172.418,2176.686,2155.346,2159.614,6945735.0
2013-03-08,2163.882,2193.758,2146.81,2193.758,7524251.0
2013-03-09,2163.882,2193.758,2146.81,2193.758,7524251.0
2013-03-10,2163.882,2193.758,2146.81,2193.758,7524251.0
2013-03-11,2189.49,2206.562,2155.346,2193.758,8286317.0
2013-03-12,2193.758,2215.098,2176.686,2180.954,5355142.0
2013-03-13,2180.954,2185.222,2168.15,2176.686,6815339.0
2013-03-14,2189.49,2189.49,2172.418,2176.686,3374316.0
2013-03-15,2176.686,2176.686,2155.346,2176.686,7028780.0
2013-03-16,2176.686,2176.686,2155.346,2176.686,7028780.0
2013-03-17,2176.686,2176.686,2155.346,2176.686,7028780.0
2013-03-18,2163.882,2168.15,2106.264,2116.934,14061828.0
2013-03-19,2108.398,2116.934,2089.192,2089.192,10135935.0
2013-03-20,2114.8,2114.8,2089.192,2091.326,5105081.0
2013-03-21,2108.398,2155.346,2101.996,2114.8,18852398.0
2013-03-22,2134.006,2155.346,2134.006,2146.81,4869359.0
2013-03-23,2134.006,2155.346,2134.006,2146.81,4869359.0
2013-03-24,2134.006,2155.346,2134.006,2146.81,4869359.0
2013-03-25,2134.006,2155.346,2134.006,2146.81,4869359.0
2013-03-26,2151.078,2172.418,2146.81,2163.882,3811406.0
2013-03-27,2155.346,2163.882,2146.81,2155.346,3989153.0
2013-03-28,2155.346,2163.882,2146.81,2155.346,3989153.0
2013-03-29,2155.346,2163.882,2146.81,2155.346,3989153.0
2013-03-30,2155.346,2163.882,2146.81,2155.346,3989153.0
2013-03-31,2155.346,2163.882,2146.81,2155.346,3989153.0
2013-04-01,2146.81,2146.81,2114.8,2125.47,3983421.0
2013-04-02,2127.604,2134.006,2116.934,2123.336,4059341.0
2013-04-03,2125.47,2131.872,2082.79,2091.326,9895548.0
2013-04-04,2099.862,2112.666,2091.326,2106.264,9447793.0
2013-04-05,2099.862,2142.542,2091.326,2142.542,6850034.0
2013-04-06,2099.862,2142.542,2091.326,2142.542,6850034.0
2013-04-07,2099.862,2142.542,2091.326,2142.542,6850034.0
2013-04-08,2155.346,2155.346,2106.264,2106.264,9899999.0
2013-04-09,2176.146,2214.682,2090.007,2094.541,13212028.0
2013-04-10,2094.541,2108.142,2051.471,2051.471,10319385.0
2013-04-11,2051.471,2071.872,2031.07,2062.805,15993851.0
2013-04-12,2062.805,2067.339,2017.469,2017.469,11004793.0
2013-04-13,2062.805,2067.339,2017.469,2017.469,11004793.0
2013-04-14,2062.805,2067.339,2017.469,2017.469,11004793.0
2013-04-15,2017.469,2017.469,1915.462,1915.462,12081738.0
2013-04-16,1922.262,1992.534,1922.262,1992.534,15481097.0
2013-04-17,1990.267,2022.002,1951.731,1963.065,18989263.0
2013-04-18,1972.132,1988.0,1933.596,1953.998,10939484.0
2013-04-19,1956.265,1974.399,1938.13,1969.866,9425665.0
2013-04-20,1956.265,1974.399,1938.13,1969.866,9425665.0
2013-04-21,1956.265,1974.399,1938.13,1969.866,9425665.0
2013-04-22,1981.2,1985.733,1965.332,1976.666,9310452.0
2013-04-23,1994.801,2001.601,1981.2,1983.466,14498530.0
2013-04-24,1988.0,2017.469,1983.466,1999.334,11838767.0
2013-04-25,1999.334,2006.135,1990.267,1997.067,5207603.0
2013-04-26,1994.801,1997.067,1960.798,1965.332,6990668.0
2013-04-27,1994.801,1997.067,1960.798,1965.332,6990668.0
2013-04-28,1994.801,1997.067,1960.798,1965.332,6990668.0
2013-04-29,1965.332,1967.599,1942.664,1967.599,5584241.0
2013-04-30,1963.065,1990.267,1963.065,1990.267,26626938.0
2013-05-01,1963.065,1990.267,1963.065,1990.267,26626938.0
