,6995 JP Equity,6995 JP Equity,6995 JP Equity,6995 JP Equity,6995 JP Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
1980-01-01,306.8,306.8,306.8,306.8,19000.0
1980-01-02,306.8,306.8,306.8,306.8,19000.0
1980-01-03,306.8,306.8,306.8,306.8,19000.0
1980-01-04,308.3,308.3,308.3,308.3,1000.0
1980-01-05,308.3,308.3,308.3,308.3,1000.0
1980-01-06,308.3,308.3,308.3,308.3,1000.0
1980-01-07,308.3,308.3,308.3,308.3,3000.0
1980-01-08,308.3,308.3,303.2,303.2,8000.0
1980-01-09,304.2,304.2,304.2,304.2,1000.0
1980-01-10,304.2,304.2,302.7,302.7,22000.0
1980-01-11,304.2,304.2,302.7,302.7,22000.0
1980-01-12,304.2,304.2,302.7,302.7,22000.0
1980-01-13,304.2,304.2,302.7,302.7,22000.0
1980-01-14,304.2,304.2,304.2,304.2,26000.0
1980-01-15,304.2,304.2,304.2,304.2,26000.0
1980-01-16,304.2,304.2,304.2,304.2,28000.0
1980-01-17,302.7,304.2,302.7,304.2,24000.0
1980-01-18,304.2,305.2,304.2,305.2,12000.0
1980-01-19,304.2,305.2,304.2,305.2,12000.0
1980-01-20,304.2,305.2,304.2,305.2,12000.0
1980-01-21,304.2,304.2,304.2,304.2,8000.0
1980-01-22,303.7,303.7,303.7,303.7,4000.0
1980-01-23,303.7,303.7,303.7,303.7,6000.0
1980-01-24,304.2,304.2,304.2,304.2,3000.0
1980-01-25,303.7,303.7,303.7,303.7,1000.0
1980-01-26,303.7,303.7,303.7,303.7,1000.0
1980-01-27,303.7,303.7,303.7,303.7,1000.0
1980-01-28,304.2,304.2,304.2,304.2,3000.0
1980-01-29,304.2,304.2,304.2,304.2,3000.0
1980-01-30,299.1,299.1,299.1,299.1,5000.0
1980-01-31,299.1,299.1,299.1,299.1,4000.0
1980-02-01,299.1,299.1,299.1,299.1,29000.0
1980-02-02,299.1,299.1,299.1,299.1,29000.0
1980-02-03,299.1,299.1,299.1,299.1,29000.0
1980-02-04,299.1,299.1,299.1,299.1,6000.0
1980-02-05,299.1,299.1,299.1,299.1,6000.0
1980-02-06,296.6,296.6,291.5,291.5,3000.0
1980-02-07,286.5,286.5,286.5,286.5,6000.0
1980-02-08,285.0,285.0,283.4,283.4,9000.0
1980-02-09,285.0,285.0,283.4,283.4,9000.0
1980-02-10,285.0,285.0,283.4,283.4,9000.0
1980-02-11,285.0,285.0,283.4,283.4,9000.0
1980-02-12,278.9,278.9,278.9,278.9,16000.0
1980-02-13,278.9,278.9,278.9,278.9,7000.0
1980-02-14,278.9,278.9,278.9,278.9,7000.0
1980-02-15,278.9,278.9,278.9,278.9,7000.0
1980-02-16,278.9,278.9,278.9,278.9,7000.0
1980-02-17,278.9,278.9,278.9,278.9,7000.0
1980-02-18,281.4,281.4,281.4,281.4,4000.0
1980-02-19,281.4,281.4,281.4,281.4,2000.0
1980-02-20,281.4,281.4,281.4,281.4,14000.0
1980-02-21,281.4,281.4,281.4,281.4,1000.0
1980-02-22,281.9,281.9,281.9,281.9,2000.0
1980-02-23,281.9,281.9,281.9,281.9,2000.0
1980-02-24,281.9,281.9,281.9,281.9,2000.0
1980-02-25,281.9,281.9,281.9,281.9,3000.0
1980-02-26,281.4,281.4,281.4,281.4,2000.0
1980-02-27,281.4,281.4,281.4,281.4,3000.0
1980-02-28,281.4,281.4,281.4,281.4,7000.0
1980-02-29,281.4,281.4,281.4,281.4,5000.0
1980-03-01,281.4,281.4,281.4,281.4,5000.0
1980-03-02,281.4,281.4,281.4,281.4,5000.0
1980-03-03,289.0,289.0,289.0,289.0,6000.0
1980-03-04,289.0,289.0,289.0,289.0,2000.0
