,KINDSDB SS Equity
2011-08-03,21.8261
2011-08-04,21.8261
2011-08-05,21.8261
2011-08-06,21.8261
2011-08-07,21.8261
2011-08-08,21.8261
2011-08-09,21.8261
2011-08-10,21.8261
2011-08-11,21.8261
2011-08-12,21.8261
2011-08-13,21.8261
2011-08-14,21.8261
2011-08-15,21.8261
2011-08-16,21.8261
2011-08-17,21.8261
2011-08-18,21.8261
2011-08-19,21.8261
2011-08-20,21.8261
2011-08-21,21.8261
2011-08-22,21.8261
2011-08-23,21.8261
2011-08-24,21.8261
2011-08-25,21.8261
2011-08-26,21.8261
2011-08-27,21.8261
2011-08-28,21.8261
2011-08-29,21.8261
2011-08-30,21.8261
2011-08-31,21.8261
2011-09-01,21.8261
2011-09-02,21.8261
2011-09-03,21.8261
2011-09-04,21.8261
2011-09-05,21.8261
2011-09-06,21.8261
2011-09-07,21.8261
2011-09-08,21.8261
2011-09-09,21.8261
2011-09-10,21.8261
2011-09-11,21.8261
2011-09-12,21.8261
2011-09-13,21.8261
2011-09-14,21.8261
2011-09-15,21.8261
2011-09-16,21.8261
2011-09-17,21.8261
2011-09-18,21.8261
2011-09-19,21.8261
2011-09-20,21.8261
2011-09-21,21.8261
2011-09-22,21.8261
2011-09-23,21.8261
2011-09-24,21.8261
2011-09-25,21.8261
2011-09-26,21.8261
2011-09-27,21.8261
2011-09-28,21.8261
2011-09-29,21.8261
2011-09-30,23.585
2011-10-01,23.585
2011-10-02,23.585
2011-10-03,23.585
2011-10-04,23.585
2011-10-05,23.585
2011-10-06,23.585
2011-10-07,23.585
2011-10-08,23.585
2011-10-09,23.585
2011-10-10,23.585
2011-10-11,23.585
2011-10-12,23.585
2011-10-13,23.585
2011-10-14,23.585
2011-10-15,23.585
2011-10-16,23.585
2011-10-17,23.585
2011-10-18,23.585
2011-10-19,23.585
2011-10-20,23.585
2011-10-21,23.585
2011-10-22,23.585
2011-10-23,23.585
2011-10-24,23.585
2011-10-25,23.585
2011-10-26,23.585
2011-10-27,23.585
2011-10-28,23.585
2011-10-29,23.585
2011-10-30,23.585
2011-10-31,23.585
2011-11-01,23.585
2011-11-02,23.585
2011-11-03,23.585
2011-11-04,23.585
2011-11-05,23.585
2011-11-06,23.585
2011-11-07,23.585
2011-11-08,23.585
2011-11-09,23.585
2011-11-10,23.585
2011-11-11,23.585
2011-11-12,23.585
2011-11-13,23.585
2011-11-14,23.585
2011-11-15,23.585
2011-11-16,23.585
2011-11-17,23.585
2011-11-18,23.585
2011-11-19,23.585
2011-11-20,23.585
2011-11-21,23.585
2011-11-22,23.585
2011-11-23,23.585
2011-11-24,23.585
2011-11-25,23.585
2011-11-26,23.585
2011-11-27,23.585
2011-11-28,23.585
2011-11-29,23.585
2011-11-30,23.585
2011-12-01,23.585
2011-12-02,23.585
2011-12-03,23.585
2011-12-04,23.585
2011-12-05,23.585
2011-12-06,23.585
2011-12-07,23.585
2011-12-08,23.585
2011-12-09,23.585
2011-12-10,23.585
2011-12-11,23.585
2011-12-12,23.585
2011-12-13,23.585
2011-12-14,23.585
2011-12-15,23.585
2011-12-16,23.585
2011-12-17,23.585
2011-12-18,23.585
2011-12-19,23.585
2011-12-20,23.585
2011-12-21,23.585
2011-12-22,23.585
2011-12-23,23.585
2011-12-24,23.585
2011-12-25,23.585
2011-12-26,23.585
2011-12-27,23.585
2011-12-28,23.585
2011-12-29,23.585
2011-12-30,23.585
2011-12-31,23.573
2012-01-01,23.573
2012-01-02,23.573
2012-01-03,23.573
2012-01-04,23.573
2012-01-05,23.573
2012-01-06,23.573
2012-01-07,23.573
2012-01-08,23.573
2012-01-09,23.573
2012-01-10,23.573
2012-01-11,23.573
2012-01-12,23.573
2012-01-13,23.573
2012-01-14,23.573
2012-01-15,23.573
2012-01-16,23.573
2012-01-17,23.573
2012-01-18,23.573
2012-01-19,23.573
2012-01-20,23.573
2012-01-21,23.573
2012-01-22,23.573
2012-01-23,23.573
2012-01-24,23.573
2012-01-25,23.573
2012-01-26,23.573
2012-01-27,23.573
2012-01-28,23.573
2012-01-29,23.573
2012-01-30,23.573
2012-01-31,23.573
2012-02-01,23.573
2012-02-02,23.573
2012-02-03,23.573
2012-02-04,23.573
2012-02-05,23.573
2012-02-06,23.573
2012-02-07,23.573
2012-02-08,23.573
2012-02-09,23.573
2012-02-10,23.573
2012-02-11,23.573
2012-02-12,23.573
2012-02-13,23.573
2012-02-14,23.573
2012-02-15,23.573
2012-02-16,23.573
2012-02-17,23.573
2012-02-18,23.573
2012-02-19,23.573
2012-02-20,23.573
2012-02-21,23.573
2012-02-22,23.573
2012-02-23,23.573
2012-02-24,23.573
2012-02-25,23.573
2012-02-26,23.573
2012-02-27,23.573
2012-02-28,23.573
2012-02-29,23.573
2012-03-01,23.573
2012-03-02,23.573
2012-03-03,23.573
2012-03-04,23.573
2012-03-05,23.573
2012-03-06,23.573
2012-03-07,23.573
2012-03-08,23.573
2012-03-09,23.573
2012-03-10,23.573
2012-03-11,23.573
2012-03-12,23.573
2012-03-13,23.573
2012-03-14,23.573
2012-03-15,23.573
2012-03-16,23.573
2012-03-17,23.573
2012-03-18,23.573
2012-03-19,23.573
2012-03-20,23.573
2012-03-21,23.573
2012-03-22,23.573
2012-03-23,23.573
2012-03-24,23.573
2012-03-25,23.573
2012-03-26,23.573
2012-03-27,23.573
2012-03-28,23.573
2012-03-29,23.573
2012-03-30,23.573
2012-03-31,22.1479
2012-04-01,22.1479
2012-04-02,22.1479
2012-04-03,22.1479
2012-04-04,22.1479
2012-04-05,22.1479
2012-04-06,22.1479
2012-04-07,22.1479
2012-04-08,22.1479
2012-04-09,22.1479
2012-04-10,22.1479
2012-04-11,22.1479
2012-04-12,22.1479
2012-04-13,22.1479
2012-04-14,22.1479
2012-04-15,22.1479
2012-04-16,22.1479
2012-04-17,22.1479
2012-04-18,22.1479
2012-04-19,22.1479
2012-04-20,22.1479
2012-04-21,22.1479
2012-04-22,22.1479
2012-04-23,22.1479
2012-04-24,22.1479
2012-04-25,22.1479
2012-04-26,22.1479
2012-04-27,22.1479
2012-04-28,22.1479
2012-04-29,22.1479
2012-04-30,22.1479
2012-05-01,22.1479
2012-05-02,22.1479
2012-05-03,22.1479
2012-05-04,22.1479
2012-05-05,22.1479
2012-05-06,22.1479
2012-05-07,22.1479
2012-05-08,22.1479
2012-05-09,22.1479
2012-05-10,22.1479
2012-05-11,22.1479
2012-05-12,22.1479
2012-05-13,22.1479
2012-05-14,22.1479
2012-05-15,22.1479
2012-05-16,22.1479
2012-05-17,22.1479
2012-05-18,22.1479
2012-05-19,22.1479
2012-05-20,22.1479
2012-05-21,22.1479
2012-05-22,22.1479
2012-05-23,22.1479
2012-05-24,22.1479
2012-05-25,22.1479
2012-05-26,22.1479
2012-05-27,22.1479
2012-05-28,22.1479
2012-05-29,22.1479
2012-05-30,22.1479
2012-05-31,22.1479
2012-06-01,22.1479
2012-06-02,22.1479
2012-06-03,22.1479
2012-06-04,22.1479
2012-06-05,22.1479
2012-06-06,22.1479
2012-06-07,22.1479
2012-06-08,22.1479
2012-06-09,22.1479
2012-06-10,22.1479
2012-06-11,22.1479
2012-06-12,22.1479
2012-06-13,22.1479
2012-06-14,22.1479
2012-06-15,22.1479
2012-06-16,22.1479
2012-06-17,22.1479
2012-06-18,22.1479
2012-06-19,22.1479
2012-06-20,22.1479
2012-06-21,22.1479
2012-06-22,22.1479
2012-06-23,22.1479
2012-06-24,22.1479
2012-06-25,22.1479
2012-06-26,22.1479
2012-06-27,22.1479
2012-06-28,22.1479
2012-06-29,22.1479
2012-06-30,21.9714
2012-07-01,21.9714
2012-07-02,21.9714
2012-07-03,21.9714
2012-07-04,21.9714
2012-07-05,21.9714
2012-07-06,21.9714
2012-07-07,21.9714
2012-07-08,21.9714
2012-07-09,21.9714
2012-07-10,21.9714
2012-07-11,21.9714
2012-07-12,21.9714
2012-07-13,21.9714
2012-07-14,21.9714
2012-07-15,21.9714
2012-07-16,21.9714
2012-07-17,21.9714
2012-07-18,21.9714
2012-07-19,21.9714
2012-07-20,21.9714
2012-07-21,21.9714
2012-07-22,21.9714
2012-07-23,21.9714
2012-07-24,21.9714
2012-07-25,21.9714
2012-07-26,21.9714
2012-07-27,21.9714
2012-07-28,21.9714
2012-07-29,21.9714
2012-07-30,21.9714
2012-07-31,21.9714
2012-08-01,21.9714
2012-08-02,21.9714
2012-08-03,21.9714
2012-08-04,21.9714
2012-08-05,21.9714
2012-08-06,21.9714
2012-08-07,21.9714
2012-08-08,21.9714
2012-08-09,21.9714
2012-08-10,21.9714
2012-08-11,21.9714
2012-08-12,21.9714
2012-08-13,21.9714
2012-08-14,21.9714
2012-08-15,21.9714
2012-08-16,21.9714
2012-08-17,21.9714
2012-08-18,21.9714
2012-08-19,21.9714
2012-08-20,21.9714
2012-08-21,21.9714
2012-08-22,21.9714
2012-08-23,21.9714
2012-08-24,21.9714
2012-08-25,21.9714
2012-08-26,21.9714
2012-08-27,21.9714
2012-08-28,21.9714
2012-08-29,21.9714
2012-08-30,21.9714
2012-08-31,21.9714
2012-09-01,21.9714
2012-09-02,21.9714
2012-09-03,21.9714
2012-09-04,21.9714
2012-09-05,21.9714
2012-09-06,21.9714
2012-09-07,21.9714
2012-09-08,21.9714
2012-09-09,21.9714
2012-09-10,21.9714
2012-09-11,21.9714
2012-09-12,21.9714
2012-09-13,21.9714
2012-09-14,21.9714
2012-09-15,21.9714
2012-09-16,21.9714
2012-09-17,21.9714
2012-09-18,21.9714
2012-09-19,21.9714
2012-09-20,21.9714
2012-09-21,21.9714
2012-09-22,21.9714
2012-09-23,21.9714
2012-09-24,21.9714
2012-09-25,21.9714
2012-09-26,21.9714
2012-09-27,21.9714
2012-09-28,21.9714
2012-09-29,21.9714
2012-09-30,19.0545
2012-10-01,19.0545
2012-10-02,19.0545
2012-10-03,19.0545
2012-10-04,19.0545
2012-10-05,19.0545
2012-10-06,19.0545
2012-10-07,19.0545
2012-10-08,19.0545
2012-10-09,19.0545
2012-10-10,19.0545
2012-10-11,19.0545
2012-10-12,19.0545
2012-10-13,19.0545
2012-10-14,19.0545
2012-10-15,19.0545
2012-10-16,19.0545
2012-10-17,19.0545
2012-10-18,19.0545
2012-10-19,19.0545
2012-10-20,19.0545
2012-10-21,19.0545
2012-10-22,19.0545
2012-10-23,19.0545
2012-10-24,19.0545
2012-10-25,19.0545
2012-10-26,19.0545
2012-10-27,19.0545
2012-10-28,19.0545
2012-10-29,19.0545
2012-10-30,19.0545
2012-10-31,19.0545
2012-11-01,19.0545
2012-11-02,19.0545
2012-11-03,19.0545
2012-11-04,19.0545
2012-11-05,19.0545
2012-11-06,19.0545
2012-11-07,19.0545
2012-11-08,19.0545
2012-11-09,19.0545
2012-11-10,19.0545
2012-11-11,19.0545
2012-11-12,19.0545
2012-11-13,19.0545
2012-11-14,19.0545
2012-11-15,19.0545
2012-11-16,19.0545
2012-11-17,19.0545
2012-11-18,19.0545
2012-11-19,19.0545
2012-11-20,19.0545
2012-11-21,19.0545
2012-11-22,19.0545
2012-11-23,19.0545
2012-11-24,19.0545
2012-11-25,19.0545
2012-11-26,19.0545
2012-11-27,19.0545
2012-11-28,19.0545
2012-11-29,19.0545
2012-11-30,19.0545
2012-12-01,19.0545
2012-12-02,19.0545
2012-12-03,19.0545
2012-12-04,19.0545
2012-12-05,19.0545
2012-12-06,19.0545
2012-12-07,19.0545
2012-12-08,19.0545
2012-12-09,19.0545
2012-12-10,19.0545
2012-12-11,19.0545
2012-12-12,19.0545
2012-12-13,19.0545
2012-12-14,19.0545
2012-12-15,19.0545
2012-12-16,19.0545
2012-12-17,19.0545
2012-12-18,19.0545
2012-12-19,19.0545
2012-12-20,19.0545
2012-12-21,19.0545
2012-12-22,19.0545
2012-12-23,19.0545
2012-12-24,19.0545
2012-12-25,19.0545
2012-12-26,19.0545
2012-12-27,19.0545
2012-12-28,19.0545
2012-12-29,19.0545
2012-12-30,19.0545
2012-12-31,18.6855
2013-01-01,18.6855
2013-01-02,18.6855
2013-01-03,18.6855
2013-01-04,18.6855
2013-01-05,18.6855
2013-01-06,18.6855
2013-01-07,18.6855
2013-01-08,18.6855
2013-01-09,18.6855
2013-01-10,18.6855
2013-01-11,18.6855
2013-01-12,18.6855
2013-01-13,18.6855
2013-01-14,18.6855
2013-01-15,18.6855
2013-01-16,18.6855
2013-01-17,18.6855
2013-01-18,18.6855
2013-01-19,18.6855
2013-01-20,18.6855
2013-01-21,18.6855
2013-01-22,18.6855
2013-01-23,18.6855
2013-01-24,18.6855
2013-01-25,18.6855
2013-01-26,18.6855
2013-01-27,18.6855
2013-01-28,18.6855
2013-01-29,18.6855
2013-01-30,18.6855
2013-01-31,18.6855
2013-02-01,18.6855
2013-02-02,18.6855
2013-02-03,18.6855
2013-02-04,18.6855
2013-02-05,18.6855
2013-02-06,18.6855
2013-02-07,18.6855
2013-02-08,18.6855
2013-02-09,18.6855
2013-02-10,18.6855
2013-02-11,18.6855
2013-02-12,18.6855
2013-02-13,18.6855
2013-02-14,18.6855
2013-02-15,18.6855
2013-02-16,18.6855
2013-02-17,18.6855
2013-02-18,18.6855
2013-02-19,18.6855
2013-02-20,18.6855
2013-02-21,18.6855
2013-02-22,18.6855
2013-02-23,18.6855
2013-02-24,18.6855
2013-02-25,18.6855
2013-02-26,18.6855
2013-02-27,18.6855
2013-02-28,18.6855
2013-03-01,18.6855
2013-03-02,18.6855
2013-03-03,18.6855
2013-03-04,18.6855
2013-03-05,18.6855
2013-03-06,18.6855
2013-03-07,18.6855
2013-03-08,18.6855
2013-03-09,18.6855
2013-03-10,18.6855
2013-03-11,18.6855
2013-03-12,18.6855
2013-03-13,18.6855
2013-03-14,18.6855
2013-03-15,18.6855
2013-03-16,18.6855
2013-03-17,18.6855
2013-03-18,18.6855
2013-03-19,18.6855
2013-03-20,18.6855
2013-03-21,18.6855
2013-03-22,18.6855
2013-03-23,18.6855
