,NETB SS Equity
2010-10-19,79.15
2010-10-20,79.15
2010-10-21,79.15
2010-10-22,79.15
2010-10-23,79.15
2010-10-24,79.15
2010-10-25,79.15
2010-10-26,79.15
2010-10-27,79.15
2010-10-28,79.15
2010-10-29,79.15
2010-10-30,79.15
2010-10-31,79.15
2010-11-01,79.15
2010-11-02,79.15
2010-11-03,79.15
2010-11-04,79.15
2010-11-05,79.15
2010-11-06,79.15
2010-11-07,79.15
2010-11-08,79.15
2010-11-09,79.15
2010-11-10,79.15
2010-11-11,79.15
2010-11-12,79.15
2010-11-13,79.15
2010-11-14,79.15
2010-11-15,79.15
2010-11-16,79.15
2010-11-17,79.15
2010-11-18,79.15
2010-11-19,79.15
2010-11-20,79.15
2010-11-21,79.15
2010-11-22,79.15
2010-11-23,79.15
2010-11-24,79.15
2010-11-25,79.15
2010-11-26,79.15
2010-11-27,79.15
2010-11-28,79.15
2010-11-29,79.15
2010-11-30,79.15
2010-12-01,79.15
2010-12-02,79.15
2010-12-03,79.15
2010-12-04,79.15
2010-12-05,79.15
2010-12-06,79.15
2010-12-07,79.15
2010-12-08,79.15
2010-12-09,79.15
2010-12-10,79.15
2010-12-11,79.15
2010-12-12,79.15
2010-12-13,79.15
2010-12-14,79.15
2010-12-15,79.15
2010-12-16,79.15
2010-12-17,79.15
2010-12-18,79.15
2010-12-19,79.15
2010-12-20,79.15
2010-12-21,79.15
2010-12-22,79.15
2010-12-23,79.15
2010-12-24,79.15
2010-12-25,79.15
2010-12-26,79.15
2010-12-27,79.15
2010-12-28,79.15
2010-12-29,79.15
2010-12-30,79.15
2010-12-31,64.4445
2011-01-01,64.4445
2011-01-02,64.4445
2011-01-03,64.4445
2011-01-04,64.4445
2011-01-05,64.4445
2011-01-06,64.4445
2011-01-07,64.4445
2011-01-08,64.4445
2011-01-09,64.4445
2011-01-10,64.4445
2011-01-11,64.4445
2011-01-12,64.4445
2011-01-13,64.4445
2011-01-14,64.4445
2011-01-15,64.4445
2011-01-16,64.4445
2011-01-17,64.4445
2011-01-18,64.4445
2011-01-19,64.4445
2011-01-20,64.4445
2011-01-21,64.4445
2011-01-22,64.4445
2011-01-23,64.4445
2011-01-24,64.4445
2011-01-25,64.4445
2011-01-26,64.4445
2011-01-27,64.4445
2011-01-28,64.4445
2011-01-29,64.4445
2011-01-30,64.4445
2011-01-31,64.4445
2011-02-01,64.4445
2011-02-02,64.4445
2011-02-03,64.4445
2011-02-04,64.4445
2011-02-05,64.4445
2011-02-06,64.4445
2011-02-07,64.4445
2011-02-08,64.4445
2011-02-09,64.4445
2011-02-10,64.4445
2011-02-11,64.4445
2011-02-12,64.4445
2011-02-13,64.4445
2011-02-14,64.4445
2011-02-15,64.4445
2011-02-16,64.4445
2011-02-17,64.4445
2011-02-18,64.4445
2011-02-19,64.4445
2011-02-20,64.4445
2011-02-21,64.4445
2011-02-22,64.4445
2011-02-23,64.4445
2011-02-24,64.4445
2011-02-25,64.4445
2011-02-26,64.4445
2011-02-27,64.4445
2011-02-28,64.4445
2011-03-01,64.4445
2011-03-02,64.4445
2011-03-03,64.4445
2011-03-04,64.4445
2011-03-05,64.4445
2011-03-06,64.4445
2011-03-07,64.4445
2011-03-08,64.4445
2011-03-09,64.4445
2011-03-10,64.4445
2011-03-11,64.4445
2011-03-12,64.4445
2011-03-13,64.4445
2011-03-14,64.4445
2011-03-15,64.4445
2011-03-16,64.4445
2011-03-17,64.4445
2011-03-18,64.4445
2011-03-19,64.4445
2011-03-20,64.4445
2011-03-21,64.4445
2011-03-22,64.4445
2011-03-23,64.4445
2011-03-24,64.4445
2011-03-25,64.4445
2011-03-26,64.4445
2011-03-27,64.4445
2011-03-28,64.4445
2011-03-29,64.4445
2011-03-30,64.4445
2011-03-31,53.2594
2011-04-01,53.2594
2011-04-02,53.2594
2011-04-03,53.2594
2011-04-04,53.2594
2011-04-05,53.2594
2011-04-06,53.2594
2011-04-07,53.2594
2011-04-08,53.2594
2011-04-09,53.2594
2011-04-10,53.2594
2011-04-11,53.2594
2011-04-12,53.2594
2011-04-13,53.2594
2011-04-14,53.2594
2011-04-15,53.2594
2011-04-16,53.2594
2011-04-17,53.2594
2011-04-18,53.2594
2011-04-19,53.2594
2011-04-20,53.2594
2011-04-21,53.2594
2011-04-22,53.2594
2011-04-23,53.2594
2011-04-24,53.2594
2011-04-25,53.2594
2011-04-26,53.2594
2011-04-27,53.2594
2011-04-28,53.2594
2011-04-29,53.2594
2011-04-30,53.2594
2011-05-01,53.2594
2011-05-02,53.2594
2011-05-03,53.2594
2011-05-04,53.2594
2011-05-05,53.2594
2011-05-06,53.2594
2011-05-07,53.2594
2011-05-08,53.2594
2011-05-09,53.2594
2011-05-10,53.2594
2011-05-11,53.2594
2011-05-12,53.2594
2011-05-13,53.2594
2011-05-14,53.2594
2011-05-15,53.2594
2011-05-16,53.2594
2011-05-17,53.2594
2011-05-18,53.2594
2011-05-19,53.2594
2011-05-20,53.2594
2011-05-21,53.2594
2011-05-22,53.2594
2011-05-23,53.2594
2011-05-24,53.2594
2011-05-25,53.2594
2011-05-26,53.2594
2011-05-27,53.2594
2011-05-28,53.2594
2011-05-29,53.2594
2011-05-30,53.2594
2011-05-31,53.2594
2011-06-01,53.2594
2011-06-02,53.2594
2011-06-03,53.2594
2011-06-04,53.2594
2011-06-05,53.2594
2011-06-06,53.2594
2011-06-07,53.2594
2011-06-08,53.2594
2011-06-09,53.2594
2011-06-10,53.2594
2011-06-11,53.2594
2011-06-12,53.2594
2011-06-13,53.2594
2011-06-14,53.2594
2011-06-15,53.2594
2011-06-16,53.2594
2011-06-17,53.2594
2011-06-18,53.2594
2011-06-19,53.2594
2011-06-20,53.2594
2011-06-21,53.2594
2011-06-22,53.2594
2011-06-23,53.2594
2011-06-24,53.2594
2011-06-25,53.2594
2011-06-26,53.2594
2011-06-27,53.2594
2011-06-28,53.2594
2011-06-29,53.2594
2011-06-30,66.5966
2011-07-01,66.5966
2011-07-02,66.5966
2011-07-03,66.5966
2011-07-04,66.5966
2011-07-05,66.5966
2011-07-06,66.5966
2011-07-07,66.5966
2011-07-08,66.5966
2011-07-09,66.5966
2011-07-10,66.5966
2011-07-11,66.5966
2011-07-12,66.5966
2011-07-13,66.5966
2011-07-14,66.5966
2011-07-15,66.5966
2011-07-16,66.5966
2011-07-17,66.5966
2011-07-18,66.5966
2011-07-19,66.5966
2011-07-20,66.5966
2011-07-21,66.5966
2011-07-22,66.5966
2011-07-23,66.5966
2011-07-24,66.5966
2011-07-25,66.5966
2011-07-26,66.5966
2011-07-27,66.5966
2011-07-28,66.5966
2011-07-29,66.5966
2011-07-30,66.5966
2011-07-31,66.5966
2011-08-01,66.5966
2011-08-02,66.5966
2011-08-03,66.5966
2011-08-04,66.5966
2011-08-05,66.5966
2011-08-06,66.5966
2011-08-07,66.5966
2011-08-08,66.5966
2011-08-09,66.5966
2011-08-10,66.5966
2011-08-11,66.5966
2011-08-12,66.5966
2011-08-13,66.5966
2011-08-14,66.5966
2011-08-15,66.5966
2011-08-16,66.5966
2011-08-17,66.5966
2011-08-18,66.5966
2011-08-19,66.5966
2011-08-20,66.5966
2011-08-21,66.5966
2011-08-22,66.5966
2011-08-23,66.5966
2011-08-24,66.5966
2011-08-25,66.5966
2011-08-26,66.5966
2011-08-27,66.5966
2011-08-28,66.5966
2011-08-29,66.5966
2011-08-30,66.5966
2011-08-31,66.5966
2011-09-01,66.5966
2011-09-02,66.5966
2011-09-03,66.5966
2011-09-04,66.5966
2011-09-05,66.5966
2011-09-06,66.5966
2011-09-07,66.5966
2011-09-08,66.5966
2011-09-09,66.5966
2011-09-10,66.5966
2011-09-11,66.5966
2011-09-12,66.5966
2011-09-13,66.5966
2011-09-14,66.5966
2011-09-15,66.5966
2011-09-16,66.5966
2011-09-17,66.5966
2011-09-18,66.5966
2011-09-19,66.5966
2011-09-20,66.5966
2011-09-21,66.5966
2011-09-22,66.5966
2011-09-23,66.5966
2011-09-24,66.5966
2011-09-25,66.5966
2011-09-26,66.5966
2011-09-27,66.5966
2011-09-28,66.5966
2011-09-29,66.5966
2011-09-30,56.9167
2011-10-01,56.9167
2011-10-02,56.9167
2011-10-03,56.9167
2011-10-04,56.9167
2011-10-05,56.9167
2011-10-06,56.9167
2011-10-07,56.9167
2011-10-08,56.9167
2011-10-09,56.9167
2011-10-10,56.9167
2011-10-11,56.9167
2011-10-12,56.9167
2011-10-13,56.9167
2011-10-14,56.9167
2011-10-15,56.9167
2011-10-16,56.9167
2011-10-17,56.9167
2011-10-18,56.9167
2011-10-19,56.9167
2011-10-20,56.9167
2011-10-21,56.9167
2011-10-22,56.9167
2011-10-23,56.9167
2011-10-24,56.9167
2011-10-25,56.9167
2011-10-26,56.9167
2011-10-27,56.9167
2011-10-28,56.9167
2011-10-29,56.9167
2011-10-30,56.9167
2011-10-31,56.9167
2011-11-01,56.9167
2011-11-02,56.9167
2011-11-03,56.9167
2011-11-04,56.9167
2011-11-05,56.9167
2011-11-06,56.9167
2011-11-07,56.9167
2011-11-08,56.9167
2011-11-09,56.9167
2011-11-10,56.9167
2011-11-11,56.9167
2011-11-12,56.9167
2011-11-13,56.9167
2011-11-14,56.9167
2011-11-15,56.9167
2011-11-16,56.9167
2011-11-17,56.9167
2011-11-18,56.9167
2011-11-19,56.9167
2011-11-20,56.9167
2011-11-21,56.9167
2011-11-22,56.9167
2011-11-23,56.9167
2011-11-24,56.9167
2011-11-25,56.9167
2011-11-26,56.9167
2011-11-27,56.9167
2011-11-28,56.9167
2011-11-29,56.9167
2011-11-30,56.9167
2011-12-01,56.9167
2011-12-02,56.9167
2011-12-03,56.9167
2011-12-04,56.9167
2011-12-05,56.9167
2011-12-06,56.9167
2011-12-07,56.9167
2011-12-08,56.9167
2011-12-09,56.9167
2011-12-10,56.9167
2011-12-11,56.9167
2011-12-12,56.9167
2011-12-13,56.9167
2011-12-14,56.9167
2011-12-15,56.9167
2011-12-16,56.9167
2011-12-17,56.9167
2011-12-18,56.9167
2011-12-19,56.9167
2011-12-20,56.9167
2011-12-21,56.9167
2011-12-22,56.9167
2011-12-23,56.9167
2011-12-24,56.9167
2011-12-25,56.9167
2011-12-26,56.9167
2011-12-27,56.9167
2011-12-28,56.9167
2011-12-29,56.9167
2011-12-30,56.9167
2011-12-31,52.8125
2012-01-01,52.8125
2012-01-02,52.8125
2012-01-03,52.8125
2012-01-04,52.8125
2012-01-05,52.8125
2012-01-06,52.8125
2012-01-07,52.8125
2012-01-08,52.8125
2012-01-09,52.8125
2012-01-10,52.8125
2012-01-11,52.8125
2012-01-12,52.8125
2012-01-13,52.8125
2012-01-14,52.8125
2012-01-15,52.8125
2012-01-16,52.8125
2012-01-17,52.8125
2012-01-18,52.8125
2012-01-19,52.8125
2012-01-20,52.8125
2012-01-21,52.8125
2012-01-22,52.8125
2012-01-23,52.8125
2012-01-24,52.8125
2012-01-25,52.8125
2012-01-26,52.8125
2012-01-27,52.8125
2012-01-28,52.8125
2012-01-29,52.8125
2012-01-30,52.8125
2012-01-31,52.8125
2012-02-01,52.8125
2012-02-02,52.8125
2012-02-03,52.8125
2012-02-04,52.8125
2012-02-05,52.8125
2012-02-06,52.8125
2012-02-07,52.8125
2012-02-08,52.8125
2012-02-09,52.8125
2012-02-10,52.8125
2012-02-11,52.8125
2012-02-12,52.8125
2012-02-13,52.8125
2012-02-14,52.8125
2012-02-15,52.8125
2012-02-16,52.8125
2012-02-17,52.8125
2012-02-18,52.8125
2012-02-19,52.8125
2012-02-20,52.8125
2012-02-21,52.8125
2012-02-22,52.8125
2012-02-23,52.8125
2012-02-24,52.8125
2012-02-25,52.8125
2012-02-26,52.8125
2012-02-27,52.8125
2012-02-28,52.8125
2012-02-29,52.8125
2012-03-01,52.8125
2012-03-02,52.8125
2012-03-03,52.8125
2012-03-04,52.8125
2012-03-05,52.8125
2012-03-06,52.8125
2012-03-07,52.8125
2012-03-08,52.8125
2012-03-09,52.8125
2012-03-10,52.8125
2012-03-11,52.8125
2012-03-12,52.8125
2012-03-13,52.8125
2012-03-14,52.8125
2012-03-15,52.8125
2012-03-16,52.8125
2012-03-17,52.8125
2012-03-18,52.8125
2012-03-19,52.8125
2012-03-20,52.8125
2012-03-21,52.8125
2012-03-22,52.8125
2012-03-23,52.8125
2012-03-24,52.8125
2012-03-25,52.8125
2012-03-26,52.8125
2012-03-27,52.8125
2012-03-28,52.8125
2012-03-29,52.8125
2012-03-30,52.8125
2012-03-31,51.55
2012-04-01,51.55
2012-04-02,51.55
2012-04-03,51.55
2012-04-04,51.55
2012-04-05,51.55
2012-04-06,51.55
2012-04-07,51.55
2012-04-08,51.55
2012-04-09,51.55
2012-04-10,51.55
2012-04-11,51.55
2012-04-12,51.55
2012-04-13,51.55
2012-04-14,51.55
2012-04-15,51.55
2012-04-16,51.55
2012-04-17,51.55
2012-04-18,51.55
2012-04-19,51.55
2012-04-20,51.55
2012-04-21,51.55
2012-04-22,51.55
2012-04-23,51.55
2012-04-24,51.55
2012-04-25,51.55
2012-04-26,51.55
2012-04-27,51.55
2012-04-28,51.55
2012-04-29,51.55
2012-04-30,51.55
2012-05-01,51.55
2012-05-02,51.55
2012-05-03,51.55
2012-05-04,51.55
2012-05-05,51.55
2012-05-06,51.55
2012-05-07,51.55
2012-05-08,51.55
2012-05-09,51.55
2012-05-10,51.55
2012-05-11,51.55
2012-05-12,51.55
2012-05-13,51.55
2012-05-14,51.55
2012-05-15,51.55
2012-05-16,51.55
2012-05-17,51.55
2012-05-18,51.55
2012-05-19,51.55
2012-05-20,51.55
2012-05-21,51.55
2012-05-22,51.55
2012-05-23,51.55
2012-05-24,51.55
2012-05-25,51.55
2012-05-26,51.55
2012-05-27,51.55
2012-05-28,51.55
2012-05-29,51.55
2012-05-30,51.55
2012-05-31,51.55
2012-06-01,51.55
2012-06-02,51.55
2012-06-03,51.55
2012-06-04,51.55
2012-06-05,51.55
2012-06-06,51.55
2012-06-07,51.55
2012-06-08,51.55
2012-06-09,51.55
2012-06-10,51.55
2012-06-11,51.55
2012-06-12,51.55
2012-06-13,51.55
2012-06-14,51.55
2012-06-15,51.55
2012-06-16,51.55
2012-06-17,51.55
2012-06-18,51.55
2012-06-19,51.55
2012-06-20,51.55
2012-06-21,51.55
2012-06-22,51.55
2012-06-23,51.55
2012-06-24,51.55
2012-06-25,51.55
2012-06-26,51.55
2012-06-27,51.55
2012-06-28,51.55
2012-06-29,51.55
2012-06-30,69.1056
2012-07-01,69.1056
2012-07-02,69.1056
2012-07-03,69.1056
2012-07-04,69.1056
2012-07-05,69.1056
2012-07-06,69.1056
2012-07-07,69.1056
2012-07-08,69.1056
2012-07-09,69.1056
2012-07-10,69.1056
2012-07-11,69.1056
2012-07-12,69.1056
2012-07-13,69.1056
2012-07-14,69.1056
2012-07-15,69.1056
2012-07-16,69.1056
2012-07-17,69.1056
2012-07-18,69.1056
2012-07-19,69.1056
2012-07-20,69.1056
2012-07-21,69.1056
2012-07-22,69.1056
2012-07-23,69.1056
2012-07-24,69.1056
2012-07-25,69.1056
2012-07-26,69.1056
2012-07-27,69.1056
2012-07-28,69.1056
2012-07-29,69.1056
2012-07-30,69.1056
2012-07-31,69.1056
2012-08-01,69.1056
2012-08-02,69.1056
2012-08-03,69.1056
2012-08-04,69.1056
2012-08-05,69.1056
2012-08-06,69.1056
2012-08-07,69.1056
2012-08-08,69.1056
2012-08-09,69.1056
2012-08-10,69.1056
2012-08-11,69.1056
2012-08-12,69.1056
2012-08-13,69.1056
2012-08-14,69.1056
2012-08-15,69.1056
2012-08-16,69.1056
2012-08-17,69.1056
2012-08-18,69.1056
2012-08-19,69.1056
2012-08-20,69.1056
2012-08-21,69.1056
2012-08-22,69.1056
2012-08-23,69.1056
2012-08-24,69.1056
2012-08-25,69.1056
2012-08-26,69.1056
2012-08-27,69.1056
2012-08-28,69.1056
2012-08-29,69.1056
2012-08-30,69.1056
2012-08-31,69.1056
2012-09-01,69.1056
2012-09-02,69.1056
2012-09-03,69.1056
2012-09-04,69.1056
2012-09-05,69.1056
2012-09-06,69.1056
2012-09-07,69.1056
2012-09-08,69.1056
2012-09-09,69.1056
2012-09-10,69.1056
2012-09-11,69.1056
2012-09-12,69.1056
2012-09-13,69.1056
2012-09-14,69.1056
2012-09-15,69.1056
2012-09-16,69.1056
2012-09-17,69.1056
2012-09-18,69.1056
2012-09-19,69.1056
2012-09-20,69.1056
2012-09-21,69.1056
2012-09-22,69.1056
2012-09-23,69.1056
2012-09-24,69.1056
2012-09-25,69.1056
2012-09-26,69.1056
2012-09-27,69.1056
2012-09-28,69.1056
2012-09-29,69.1056
2012-09-30,60.5752
2012-10-01,60.5752
2012-10-02,60.5752
2012-10-03,60.5752
2012-10-04,60.5752
2012-10-05,60.5752
2012-10-06,60.5752
2012-10-07,60.5752
2012-10-08,60.5752
2012-10-09,60.5752
2012-10-10,60.5752
2012-10-11,60.5752
2012-10-12,60.5752
2012-10-13,60.5752
2012-10-14,60.5752
2012-10-15,60.5752
2012-10-16,60.5752
2012-10-17,60.5752
2012-10-18,60.5752
2012-10-19,60.5752
2012-10-20,60.5752
2012-10-21,60.5752
2012-10-22,60.5752
2012-10-23,60.5752
2012-10-24,60.5752
2012-10-25,60.5752
2012-10-26,60.5752
2012-10-27,60.5752
2012-10-28,60.5752
2012-10-29,60.5752
2012-10-30,60.5752
2012-10-31,60.5752
2012-11-01,60.5752
2012-11-02,60.5752
2012-11-03,60.5752
2012-11-04,60.5752
2012-11-05,60.5752
2012-11-06,60.5752
2012-11-07,60.5752
2012-11-08,60.5752
2012-11-09,60.5752
2012-11-10,60.5752
2012-11-11,60.5752
2012-11-12,60.5752
2012-11-13,60.5752
2012-11-14,60.5752
2012-11-15,60.5752
2012-11-16,60.5752
2012-11-17,60.5752
2012-11-18,60.5752
2012-11-19,60.5752
2012-11-20,60.5752
2012-11-21,60.5752
2012-11-22,60.5752
2012-11-23,60.5752
2012-11-24,60.5752
2012-11-25,60.5752
2012-11-26,60.5752
2012-11-27,60.5752
2012-11-28,60.5752
2012-11-29,60.5752
2012-11-30,60.5752
2012-12-01,60.5752
2012-12-02,60.5752
2012-12-03,60.5752
2012-12-04,60.5752
2012-12-05,60.5752
2012-12-06,60.5752
2012-12-07,60.5752
2012-12-08,60.5752
2012-12-09,60.5752
2012-12-10,60.5752
2012-12-11,60.5752
2012-12-12,60.5752
2012-12-13,60.5752
2012-12-14,60.5752
2012-12-15,60.5752
2012-12-16,60.5752
2012-12-17,60.5752
2012-12-18,60.5752
2012-12-19,60.5752
2012-12-20,60.5752
2012-12-21,60.5752
2012-12-22,60.5752
2012-12-23,60.5752
2012-12-24,60.5752
2012-12-25,60.5752
2012-12-26,60.5752
2012-12-27,60.5752
2012-12-28,60.5752
2012-12-29,60.5752
2012-12-30,60.5752
2012-12-31,51.1639
2013-01-01,51.1639
2013-01-02,51.1639
2013-01-03,51.1639
2013-01-04,51.1639
2013-01-05,51.1639
2013-01-06,51.1639
2013-01-07,51.1639
2013-01-08,51.1639
2013-01-09,51.1639
2013-01-10,51.1639
2013-01-11,51.1639
2013-01-12,51.1639
2013-01-13,51.1639
2013-01-14,51.1639
2013-01-15,51.1639
2013-01-16,51.1639
2013-01-17,51.1639
2013-01-18,51.1639
2013-01-19,51.1639
2013-01-20,51.1639
2013-01-21,51.1639
2013-01-22,51.1639
2013-01-23,51.1639
2013-01-24,51.1639
2013-01-25,51.1639
2013-01-26,51.1639
2013-01-27,51.1639
2013-01-28,51.1639
2013-01-29,51.1639
2013-01-30,51.1639
2013-01-31,51.1639
2013-02-01,51.1639
2013-02-02,51.1639
2013-02-03,51.1639
2013-02-04,51.1639
2013-02-05,51.1639
2013-02-06,51.1639
2013-02-07,51.1639
2013-02-08,51.1639
2013-02-09,51.1639
2013-02-10,51.1639
2013-02-11,51.1639
2013-02-12,51.1639
2013-02-13,51.1639
2013-02-14,51.1639
2013-02-15,51.1639
2013-02-16,51.1639
2013-02-17,51.1639
2013-02-18,51.1639
2013-02-19,51.1639
2013-02-20,51.1639
2013-02-21,51.1639
2013-02-22,51.1639
2013-02-23,51.1639
2013-02-24,51.1639
2013-02-25,51.1639
2013-02-26,51.1639
2013-02-27,51.1639
2013-02-28,51.1639
2013-03-01,51.1639
2013-03-02,51.1639
2013-03-03,51.1639
2013-03-04,51.1639
2013-03-05,51.1639
2013-03-06,51.1639
2013-03-07,51.1639
2013-03-08,51.1639
2013-03-09,51.1639
2013-03-10,51.1639
2013-03-11,51.1639
2013-03-12,51.1639
2013-03-13,51.1639
2013-03-14,51.1639
2013-03-15,51.1639
2013-03-16,51.1639
2013-03-17,51.1639
2013-03-18,51.1639
2013-03-19,51.1639
2013-03-20,51.1639
2013-03-21,51.1639
2013-03-22,51.1639
2013-03-23,51.1639
2013-03-24,51.1639
