,HOT GR Equity
2013-02-15,5.9262
2013-02-16,5.9262
2013-02-17,5.9262
2013-02-18,5.9262
2013-02-19,5.9262
2013-02-20,5.9262
2013-02-21,5.9262
2013-02-22,5.9262
2013-02-23,5.9262
2013-02-24,5.9262
2013-02-25,5.9262
2013-02-26,5.9262
2013-02-27,5.9262
2013-02-28,5.9262
2013-03-01,5.9262
2013-03-02,5.9262
2013-03-03,5.9262
2013-03-04,5.9262
2013-03-05,5.9262
2013-03-06,5.9262
2013-03-07,5.9262
2013-03-08,5.9262
2013-03-09,5.9262
2013-03-10,5.9262
2013-03-11,5.9262
2013-03-12,5.9262
2013-03-13,5.9262
2013-03-14,5.9262
2013-03-15,5.9262
2013-03-16,5.9262
2013-03-17,5.9262
2013-03-18,5.9262
2013-03-19,5.9262
2013-03-20,5.9262
2013-03-21,5.9262
2013-03-22,5.9262
2013-03-23,5.9262
2013-03-24,5.9262
2013-03-25,5.9262
2013-03-26,5.9262
2013-03-27,5.9262
2013-03-28,5.9262
2013-03-29,5.9262
2013-03-30,5.9262
2013-03-31,8.8035
2013-04-01,8.8035
2013-04-02,8.8035
2013-04-03,8.8035
2013-04-04,8.8035
2013-04-05,8.8035
2013-04-06,8.8035
2013-04-07,8.8035
2013-04-08,8.8035
2013-04-09,8.8035
2013-04-10,8.8035
2013-04-11,8.8035
2013-04-12,8.8035
2013-04-13,8.8035
2013-04-14,8.8035
2013-04-15,8.8035
2013-04-16,8.8035
2013-04-17,8.8035
2013-04-18,8.8035
2013-04-19,8.8035
2013-04-20,8.8035
2013-04-21,8.8035
2013-04-22,8.8035
2013-04-23,8.8035
2013-04-24,8.8035
2013-04-25,8.8035
2013-04-26,8.8035
2013-04-27,8.8035
2013-04-28,8.8035
2013-04-29,8.8035
2013-04-30,8.8035
2013-05-01,8.8035
2013-05-02,8.8035
2013-05-03,8.8035
2013-05-04,8.8035
2013-05-05,8.8035
2013-05-06,8.8035
2013-05-07,8.8035
2013-05-08,8.8035
2013-05-09,8.8035
2013-05-10,8.8035
2013-05-11,8.8035
2013-05-12,8.8035
2013-05-13,8.8035
2013-05-14,8.8035
2013-05-15,8.8035
2013-05-16,8.8035
2013-05-17,8.8035
2013-05-18,8.8035
2013-05-19,8.8035
2013-05-20,8.8035
2013-05-21,8.8035
2013-05-22,8.8035
2013-05-23,8.8035
2013-05-24,8.8035
2013-05-25,8.8035
2013-05-26,8.8035
2013-05-27,8.8035
2013-05-28,8.8035
2013-05-29,8.8035
2013-05-30,8.8035
2013-05-31,8.8035
2013-06-01,8.8035
2013-06-02,8.8035
2013-06-03,8.8035
2013-06-04,8.8035
2013-06-05,8.8035
2013-06-06,8.8035
2013-06-07,8.8035
2013-06-08,8.8035
2013-06-09,8.8035
2013-06-10,8.8035
2013-06-11,8.8035
2013-06-12,8.8035
2013-06-13,8.8035
2013-06-14,8.8035
2013-06-15,8.8035
2013-06-16,8.8035
2013-06-17,8.8035
2013-06-18,8.8035
2013-06-19,8.8035
2013-06-20,8.8035
2013-06-21,8.8035
2013-06-22,8.8035
2013-06-23,8.8035
2013-06-24,8.8035
2013-06-25,8.8035
2013-06-26,8.8035
2013-06-27,8.8035
2013-06-28,8.8035
2013-06-29,8.8035
2013-06-30,13.163
2013-07-01,13.163
2013-07-02,13.163
2013-07-03,13.163
2013-07-04,13.163
2013-07-05,13.163
2013-07-06,13.163
2013-07-07,13.163
2013-07-08,13.163
2013-07-09,13.163
2013-07-10,13.163
2013-07-11,13.163
2013-07-12,13.163
2013-07-13,13.163
2013-07-14,13.163
2013-07-15,13.163
2013-07-16,13.163
2013-07-17,13.163
2013-07-18,13.163
2013-07-19,13.163
2013-07-20,13.163
2013-07-21,13.163
2013-07-22,13.163
2013-07-23,13.163
2013-07-24,13.163
2013-07-25,13.163
2013-07-26,13.163
2013-07-27,13.163
2013-07-28,13.163
2013-07-29,13.163
2013-07-30,13.163
2013-07-31,13.163
2013-08-01,13.163
2013-08-02,13.163
2013-08-03,13.163
2013-08-04,13.163
2013-08-05,13.163
2013-08-06,13.163
2013-08-07,13.163
2013-08-08,13.163
2013-08-09,13.163
2013-08-10,13.163
2013-08-11,13.163
2013-08-12,13.163
2013-08-13,13.163
2013-08-14,13.163
2013-08-15,13.163
2013-08-16,13.163
2013-08-17,13.163
2013-08-18,13.163
2013-08-19,13.163
2013-08-20,13.163
2013-08-21,13.163
2013-08-22,13.163
2013-08-23,13.163
2013-08-24,13.163
2013-08-25,13.163
2013-08-26,13.163
2013-08-27,13.163
2013-08-28,13.163
2013-08-29,13.163
2013-08-30,13.163
2013-08-31,13.163
2013-09-01,13.163
2013-09-02,13.163
2013-09-03,13.163
2013-09-04,13.163
2013-09-05,13.163
2013-09-06,13.163
2013-09-07,13.163
2013-09-08,13.163
2013-09-09,13.163
2013-09-10,13.163
2013-09-11,13.163
2013-09-12,13.163
2013-09-13,13.163
2013-09-14,13.163
2013-09-15,13.163
2013-09-16,13.163
2013-09-17,13.163
2013-09-18,13.163
2013-09-19,13.163
2013-09-20,13.163
2013-09-21,13.163
2013-09-22,13.163
2013-09-23,13.163
2013-09-24,13.163
2013-09-25,13.163
2013-09-26,13.163
2013-09-27,13.163
2013-09-28,13.163
2013-09-29,13.163
2013-09-30,8.6104
2013-10-01,8.6104
2013-10-02,8.6104
2013-10-03,8.6104
2013-10-04,8.6104
2013-10-05,8.6104
2013-10-06,8.6104
2013-10-07,8.6104
2013-10-08,8.6104
2013-10-09,8.6104
2013-10-10,8.6104
2013-10-11,8.6104
2013-10-12,8.6104
2013-10-13,8.6104
2013-10-14,8.6104
2013-10-15,8.6104
2013-10-16,8.6104
2013-10-17,8.6104
2013-10-18,8.6104
2013-10-19,8.6104
2013-10-20,8.6104
2013-10-21,8.6104
2013-10-22,8.6104
2013-10-23,8.6104
2013-10-24,8.6104
2013-10-25,8.6104
2013-10-26,8.6104
2013-10-27,8.6104
2013-10-28,8.6104
2013-10-29,8.6104
2013-10-30,8.6104
2013-10-31,8.6104
2013-11-01,8.6104
2013-11-02,8.6104
2013-11-03,8.6104
2013-11-04,8.6104
2013-11-05,8.6104
2013-11-06,8.6104
2013-11-07,8.6104
2013-11-08,8.6104
2013-11-09,8.6104
2013-11-10,8.6104
2013-11-11,8.6104
2013-11-12,8.6104
2013-11-13,8.6104
2013-11-14,8.6104
2013-11-15,8.6104
2013-11-16,8.6104
2013-11-17,8.6104
2013-11-18,8.6104
2013-11-19,8.6104
2013-11-20,8.6104
2013-11-21,8.6104
2013-11-22,8.6104
2013-11-23,8.6104
2013-11-24,8.6104
2013-11-25,8.6104
2013-11-26,8.6104
2013-11-27,8.6104
2013-11-28,8.6104
2013-11-29,8.6104
2013-11-30,8.6104
2013-12-01,8.6104
2013-12-02,8.6104
2013-12-03,8.6104
2013-12-04,8.6104
2013-12-05,8.6104
2013-12-06,8.6104
2013-12-07,8.6104
2013-12-08,8.6104
2013-12-09,8.6104
2013-12-10,8.6104
2013-12-11,8.6104
2013-12-12,8.6104
2013-12-13,8.6104
2013-12-14,8.6104
2013-12-15,8.6104
2013-12-16,8.6104
2013-12-17,8.6104
2013-12-18,8.6104
2013-12-19,8.6104
2013-12-20,8.6104
2013-12-21,8.6104
2013-12-22,8.6104
2013-12-23,8.6104
2013-12-24,8.6104
2013-12-25,8.6104
2013-12-26,8.6104
2013-12-27,8.6104
2013-12-28,8.6104
2013-12-29,8.6104
2013-12-30,8.6104
2013-12-31,6.9791
2014-01-01,6.9791
2014-01-02,6.9791
2014-01-03,6.9791
2014-01-04,6.9791
2014-01-05,6.9791
2014-01-06,6.9791
2014-01-07,6.9791
2014-01-08,6.9791
2014-01-09,6.9791
2014-01-10,6.9791
2014-01-11,6.9791
2014-01-12,6.9791
2014-01-13,6.9791
2014-01-14,6.9791
2014-01-15,6.9791
2014-01-16,6.9791
2014-01-17,6.9791
2014-01-18,6.9791
2014-01-19,6.9791
2014-01-20,6.9791
2014-01-21,6.9791
2014-01-22,6.9791
2014-01-23,6.9791
2014-01-24,6.9791
2014-01-25,6.9791
2014-01-26,6.9791
2014-01-27,6.9791
2014-01-28,6.9791
2014-01-29,6.9791
2014-01-30,6.9791
2014-01-31,6.9791
2014-02-01,6.9791
2014-02-02,6.9791
2014-02-03,6.9791
2014-02-04,6.9791
2014-02-05,6.9791
2014-02-06,6.9791
2014-02-07,6.9791
2014-02-08,6.9791
2014-02-09,6.9791
2014-02-10,6.9791
2014-02-11,6.9791
2014-02-12,6.9791
2014-02-13,6.9791
2014-02-14,6.9791
2014-02-15,6.9791
2014-02-16,6.9791
2014-02-17,6.9791
2014-02-18,6.9791
2014-02-19,6.9791
2014-02-20,6.9791
2014-02-21,6.9791
2014-02-22,6.9791
2014-02-23,6.9791
2014-02-24,6.9791
2014-02-25,6.9791
2014-02-26,6.9791
2014-02-27,6.9791
2014-02-28,6.9791
2014-03-01,6.9791
2014-03-02,6.9791
2014-03-03,6.9791
2014-03-04,6.9791
2014-03-05,6.9791
2014-03-06,6.9791
2014-03-07,6.9791
2014-03-08,6.9791
2014-03-09,6.9791
2014-03-10,6.9791
2014-03-11,6.9791
2014-03-12,6.9791
2014-03-13,6.9791
2014-03-14,6.9791
2014-03-15,6.9791
2014-03-16,6.9791
2014-03-17,6.9791
2014-03-18,6.9791
2014-03-19,6.9791
2014-03-20,6.9791
2014-03-21,6.9791
2014-03-22,6.9791
2014-03-23,6.9791
2014-03-24,6.9791
2014-03-25,6.9791
2014-03-26,6.9791
2014-03-27,6.9791
2014-03-28,6.9791
2014-03-29,6.9791
2014-03-30,6.9791
2014-03-31,6.7534
2014-04-01,6.7534
2014-04-02,6.7534
2014-04-03,6.7534
2014-04-04,6.7534
2014-04-05,6.7534
2014-04-06,6.7534
2014-04-07,6.7534
2014-04-08,6.7534
2014-04-09,6.7534
2014-04-10,6.7534
2014-04-11,6.7534
2014-04-12,6.7534
2014-04-13,6.7534
2014-04-14,6.7534
2014-04-15,6.7534
2014-04-16,6.7534
2014-04-17,6.7534
2014-04-18,6.7534
2014-04-19,6.7534
2014-04-20,6.7534
2014-04-21,6.7534
2014-04-22,6.7534
2014-04-23,6.7534
2014-04-24,6.7534
2014-04-25,6.7534
2014-04-26,6.7534
2014-04-27,6.7534
2014-04-28,6.7534
2014-04-29,6.7534
2014-04-30,6.7534
2014-05-01,6.7534
2014-05-02,6.7534
2014-05-03,6.7534
2014-05-04,6.7534
2014-05-05,6.7534
2014-05-06,6.7534
2014-05-07,6.7534
2014-05-08,6.7534
2014-05-09,6.7534
2014-05-10,6.7534
2014-05-11,6.7534
2014-05-12,6.7534
2014-05-13,6.7534
2014-05-14,6.7534
2014-05-15,6.7534
2014-05-16,6.7534
2014-05-17,6.7534
2014-05-18,6.7534
2014-05-19,6.7534
2014-05-20,6.7534
2014-05-21,6.7534
2014-05-22,6.7534
2014-05-23,6.7534
2014-05-24,6.7534
2014-05-25,6.7534
2014-05-26,6.7534
2014-05-27,6.7534
2014-05-28,6.7534
2014-05-29,6.7534
2014-05-30,6.7534
2014-05-31,6.7534
2014-06-01,6.7534
2014-06-02,6.7534
2014-06-03,6.7534
2014-06-04,6.7534
2014-06-05,6.7534
2014-06-06,6.7534
2014-06-07,6.7534
2014-06-08,6.7534
2014-06-09,6.7534
2014-06-10,6.7534
2014-06-11,6.7534
2014-06-12,6.7534
2014-06-13,6.7534
2014-06-14,6.7534
2014-06-15,6.7534
2014-06-16,6.7534
2014-06-17,6.7534
2014-06-18,6.7534
2014-06-19,6.7534
2014-06-20,6.7534
2014-06-21,6.7534
2014-06-22,6.7534
2014-06-23,6.7534
2014-06-24,6.7534
2014-06-25,6.7534
2014-06-26,6.7534
2014-06-27,6.7534
2014-06-28,6.7534
2014-06-29,6.7534
2014-06-30,6.4423
2014-07-01,6.4423
2014-07-02,6.4423
2014-07-03,6.4423
2014-07-04,6.4423
2014-07-05,6.4423
2014-07-06,6.4423
2014-07-07,6.4423
2014-07-08,6.4423
2014-07-09,6.4423
2014-07-10,6.4423
2014-07-11,6.4423
2014-07-12,6.4423
2014-07-13,6.4423
2014-07-14,6.4423
2014-07-15,6.4423
2014-07-16,6.4423
2014-07-17,6.4423
2014-07-18,6.4423
2014-07-19,6.4423
2014-07-20,6.4423
2014-07-21,6.4423
2014-07-22,6.4423
2014-07-23,6.4423
2014-07-24,6.4423
2014-07-25,6.4423
2014-07-26,6.4423
2014-07-27,6.4423
2014-07-28,6.4423
2014-07-29,6.4423
2014-07-30,6.4423
2014-07-31,6.4423
2014-08-01,6.4423
2014-08-02,6.4423
2014-08-03,6.4423
2014-08-04,6.4423
2014-08-05,6.4423
2014-08-06,6.4423
2014-08-07,6.4423
2014-08-08,6.4423
2014-08-09,6.4423
2014-08-10,6.4423
2014-08-11,6.4423
2014-08-12,6.4423
2014-08-13,6.4423
2014-08-14,6.4423
2014-08-15,6.4423
2014-08-16,6.4423
2014-08-17,6.4423
2014-08-18,6.4423
2014-08-19,6.4423
2014-08-20,6.4423
2014-08-21,6.4423
2014-08-22,6.4423
2014-08-23,6.4423
2014-08-24,6.4423
2014-08-25,6.4423
2014-08-26,6.4423
2014-08-27,6.4423
2014-08-28,6.4423
2014-08-29,6.4423
2014-08-30,6.4423
2014-08-31,6.4423
2014-09-01,6.4423
2014-09-02,6.4423
2014-09-03,6.4423
2014-09-04,6.4423
2014-09-05,6.4423
2014-09-06,6.4423
2014-09-07,6.4423
2014-09-08,6.4423
2014-09-09,6.4423
2014-09-10,6.4423
2014-09-11,6.4423
2014-09-12,6.4423
2014-09-13,6.4423
2014-09-14,6.4423
2014-09-15,6.4423
2014-09-16,6.4423
2014-09-17,6.4423
2014-09-18,6.4423
2014-09-19,6.4423
2014-09-20,6.4423
2014-09-21,6.4423
2014-09-22,6.4423
2014-09-23,6.4423
2014-09-24,6.4423
2014-09-25,6.4423
2014-09-26,6.4423
2014-09-27,6.4423
2014-09-28,6.4423
2014-09-29,6.4423
2014-09-30,7.9488
2014-10-01,7.9488
2014-10-02,7.9488
2014-10-03,7.9488
2014-10-04,7.9488
2014-10-05,7.9488
2014-10-06,7.9488
2014-10-07,7.9488
2014-10-08,7.9488
2014-10-09,7.9488
2014-10-10,7.9488
2014-10-11,7.9488
2014-10-12,7.9488
2014-10-13,7.9488
2014-10-14,7.9488
2014-10-15,7.9488
2014-10-16,7.9488
2014-10-17,7.9488
2014-10-18,7.9488
2014-10-19,7.9488
2014-10-20,7.9488
2014-10-21,7.9488
2014-10-22,7.9488
2014-10-23,7.9488
2014-10-24,7.9488
2014-10-25,7.9488
2014-10-26,7.9488
2014-10-27,7.9488
2014-10-28,7.9488
2014-10-29,7.9488
2014-10-30,7.9488
2014-10-31,7.9488
2014-11-01,7.9488
2014-11-02,7.9488
2014-11-03,7.9488
2014-11-04,7.9488
2014-11-05,7.9488
2014-11-06,7.9488
2014-11-07,7.9488
2014-11-08,7.9488
2014-11-09,7.9488
2014-11-10,7.9488
2014-11-11,7.9488
2014-11-12,7.9488
2014-11-13,7.9488
2014-11-14,7.9488
2014-11-15,7.9488
2014-11-16,7.9488
2014-11-17,7.9488
2014-11-18,7.9488
2014-11-19,7.9488
2014-11-20,7.9488
2014-11-21,7.9488
2014-11-22,7.9488
2014-11-23,7.9488
2014-11-24,7.9488
2014-11-25,7.9488
2014-11-26,7.9488
2014-11-27,7.9488
2014-11-28,7.9488
2014-11-29,7.9488
2014-11-30,7.9488
2014-12-01,7.9488
2014-12-02,7.9488
2014-12-03,7.9488
2014-12-04,7.9488
2014-12-05,7.9488
2014-12-06,7.9488
2014-12-07,7.9488
2014-12-08,7.9488
2014-12-09,7.9488
2014-12-10,7.9488
2014-12-11,7.9488
2014-12-12,7.9488
2014-12-13,7.9488
2014-12-14,7.9488
2014-12-15,7.9488
2014-12-16,7.9488
2014-12-17,7.9488
2014-12-18,7.9488
2014-12-19,7.9488
2014-12-20,7.9488
2014-12-21,7.9488
2014-12-22,7.9488
2014-12-23,7.9488
2014-12-24,7.9488
2014-12-25,7.9488
2014-12-26,7.9488
2014-12-27,7.9488
2014-12-28,7.9488
2014-12-29,7.9488
2014-12-30,7.9488
2014-12-31,11.3272
2015-01-01,11.3272
2015-01-02,11.3272
2015-01-03,11.3272
2015-01-04,11.3272
2015-01-05,11.3272
2015-01-06,11.3272
2015-01-07,11.3272
2015-01-08,11.3272
2015-01-09,11.3272
2015-01-10,11.3272
2015-01-11,11.3272
2015-01-12,11.3272
2015-01-13,11.3272
2015-01-14,11.3272
2015-01-15,11.3272
2015-01-16,11.3272
2015-01-17,11.3272
2015-01-18,11.3272
2015-01-19,11.3272
2015-01-20,11.3272
2015-01-21,11.3272
2015-01-22,11.3272
2015-01-23,11.3272
2015-01-24,11.3272
2015-01-25,11.3272
2015-01-26,11.3272
2015-01-27,11.3272
2015-01-28,11.3272
2015-01-29,11.3272
2015-01-30,11.3272
2015-01-31,11.3272
2015-02-01,11.3272
2015-02-02,11.3272
2015-02-03,11.3272
2015-02-04,11.3272
2015-02-05,11.3272
2015-02-06,11.3272
2015-02-07,11.3272
2015-02-08,11.3272
2015-02-09,11.3272
2015-02-10,11.3272
2015-02-11,11.3272
2015-02-12,11.3272
2015-02-13,11.3272
2015-02-14,11.3272
2015-02-15,11.3272
2015-02-16,11.3272
2015-02-17,11.3272
2015-02-18,11.3272
2015-02-19,11.3272
2015-02-20,11.3272
2015-02-21,11.3272
2015-02-22,11.3272
2015-02-23,11.3272
2015-02-24,11.3272
2015-02-25,11.3272
2015-02-26,11.3272
2015-02-27,11.3272
2015-02-28,11.3272
2015-03-01,11.3272
2015-03-02,11.3272
2015-03-03,11.3272
2015-03-04,11.3272
2015-03-05,11.3272
2015-03-06,11.3272
2015-03-07,11.3272
2015-03-08,11.3272
2015-03-09,11.3272
2015-03-10,11.3272
2015-03-11,11.3272
2015-03-12,11.3272
2015-03-13,11.3272
2015-03-14,11.3272
2015-03-15,11.3272
2015-03-16,11.3272
2015-03-17,11.3272
2015-03-18,11.3272
2015-03-19,11.3272
2015-03-20,11.3272
2015-03-21,11.3272
2015-03-22,11.3272
2015-03-23,11.3272
2015-03-24,11.3272
2015-03-25,11.3272
2015-03-26,11.3272
2015-03-27,11.3272
2015-03-28,11.3272
2015-03-29,11.3272
2015-03-30,11.3272
2015-03-31,10.8853
2015-04-01,10.8853
2015-04-02,10.8853
2015-04-03,10.8853
2015-04-04,10.8853
2015-04-05,10.8853
2015-04-06,10.8853
2015-04-07,10.8853
2015-04-08,10.8853
2015-04-09,10.8853
2015-04-10,10.8853
2015-04-11,10.8853
2015-04-12,10.8853
2015-04-13,10.8853
2015-04-14,10.8853
2015-04-15,10.8853
2015-04-16,10.8853
2015-04-17,10.8853
2015-04-18,10.8853
2015-04-19,10.8853
2015-04-20,10.8853
2015-04-21,10.8853
2015-04-22,10.8853
2015-04-23,10.8853
2015-04-24,10.8853
2015-04-25,10.8853
2015-04-26,10.8853
2015-04-27,10.8853
2015-04-28,10.8853
2015-04-29,10.8853
2015-04-30,10.8853
2015-05-01,10.8853
2015-05-02,10.8853
2015-05-03,10.8853
2015-05-04,10.8853
2015-05-05,10.8853
2015-05-06,10.8853
2015-05-07,10.8853
2015-05-08,10.8853
2015-05-09,10.8853
2015-05-10,10.8853
2015-05-11,10.8853
2015-05-12,10.8853
2015-05-13,10.8853
2015-05-14,10.8853
2015-05-15,10.8853
2015-05-16,10.8853
2015-05-17,10.8853
2015-05-18,10.8853
2015-05-19,10.8853
2015-05-20,10.8853
2015-05-21,10.8853
2015-05-22,10.8853
2015-05-23,10.8853
2015-05-24,10.8853
2015-05-25,10.8853
2015-05-26,10.8853
2015-05-27,10.8853
2015-05-28,10.8853
2015-05-29,10.8853
2015-05-30,10.8853
2015-05-31,10.8853
2015-06-01,10.8853
2015-06-02,10.8853
2015-06-03,10.8853
2015-06-04,10.8853
2015-06-05,10.8853
2015-06-06,10.8853
2015-06-07,10.8853
2015-06-08,10.8853
2015-06-09,10.8853
2015-06-10,10.8853
2015-06-11,10.8853
2015-06-12,10.8853
2015-06-13,10.8853
2015-06-14,10.8853
2015-06-15,10.8853
2015-06-16,10.8853
2015-06-17,10.8853
2015-06-18,10.8853
2015-06-19,10.8853
2015-06-20,10.8853
2015-06-21,10.8853
2015-06-22,10.8853
2015-06-23,10.8853
2015-06-24,10.8853
2015-06-25,10.8853
2015-06-26,10.8853
2015-06-27,10.8853
2015-06-28,10.8853
2015-06-29,10.8853
2015-06-30,12.1101
2015-07-01,12.1101
2015-07-02,12.1101
2015-07-03,12.1101
2015-07-04,12.1101
2015-07-05,12.1101
2015-07-06,12.1101
2015-07-07,12.1101
2015-07-08,12.1101
2015-07-09,12.1101
2015-07-10,12.1101
2015-07-11,12.1101
2015-07-12,12.1101
2015-07-13,12.1101
2015-07-14,12.1101
2015-07-15,12.1101
2015-07-16,12.1101
2015-07-17,12.1101
2015-07-18,12.1101
2015-07-19,12.1101
2015-07-20,12.1101
2015-07-21,12.1101
2015-07-22,12.1101
2015-07-23,12.1101
2015-07-24,12.1101
2015-07-25,12.1101
2015-07-26,12.1101
2015-07-27,12.1101
2015-07-28,12.1101
2015-07-29,12.1101
2015-07-30,12.1101
2015-07-31,12.1101
2015-08-01,12.1101
2015-08-02,12.1101
2015-08-03,12.1101
2015-08-04,12.1101
2015-08-05,12.1101
2015-08-06,12.1101
2015-08-07,12.1101
2015-08-08,12.1101
2015-08-09,12.1101
2015-08-10,12.1101
2015-08-11,12.1101
2015-08-12,12.1101
2015-08-13,12.1101
2015-08-14,12.1101
2015-08-15,12.1101
2015-08-16,12.1101
2015-08-17,12.1101
2015-08-18,12.1101
2015-08-19,12.1101
2015-08-20,12.1101
2015-08-21,12.1101
2015-08-22,12.1101
2015-08-23,12.1101
2015-08-24,12.1101
2015-08-25,12.1101
2015-08-26,12.1101
2015-08-27,12.1101
2015-08-28,12.1101
2015-08-29,12.1101
2015-08-30,12.1101
2015-08-31,12.1101
2015-09-01,12.1101
2015-09-02,12.1101
2015-09-03,12.1101
2015-09-04,12.1101
2015-09-05,12.1101
2015-09-06,12.1101
2015-09-07,12.1101
2015-09-08,12.1101
2015-09-09,12.1101
2015-09-10,12.1101
2015-09-11,12.1101
2015-09-12,12.1101
2015-09-13,12.1101
2015-09-14,12.1101
2015-09-15,12.1101
2015-09-16,12.1101
2015-09-17,12.1101
2015-09-18,12.1101
2015-09-19,12.1101
2015-09-20,12.1101
2015-09-21,12.1101
2015-09-22,12.1101
2015-09-23,12.1101
2015-09-24,12.1101
2015-09-25,12.1101
2015-09-26,12.1101
2015-09-27,12.1101
2015-09-28,12.1101
2015-09-29,12.1101
2015-09-30,11.8749
2015-10-01,11.8749
2015-10-02,11.8749
2015-10-03,11.8749
2015-10-04,11.8749
2015-10-05,11.8749
2015-10-06,11.8749
2015-10-07,11.8749
2015-10-08,11.8749
2015-10-09,11.8749
2015-10-10,11.8749
2015-10-11,11.8749
2015-10-12,11.8749
2015-10-13,11.8749
2015-10-14,11.8749
2015-10-15,11.8749
2015-10-16,11.8749
2015-10-17,11.8749
2015-10-18,11.8749
2015-10-19,11.8749
2015-10-20,11.8749
2015-10-21,11.8749
2015-10-22,11.8749
2015-10-23,11.8749
2015-10-24,11.8749
2015-10-25,11.8749
2015-10-26,11.8749
2015-10-27,11.8749
2015-10-28,11.8749
2015-10-29,11.8749
2015-10-30,11.8749
2015-10-31,11.8749
2015-11-01,11.8749
2015-11-02,11.8749
2015-11-03,11.8749
2015-11-04,11.8749
2015-11-05,11.8749
2015-11-06,11.8749
2015-11-07,11.8749
2015-11-08,11.8749
2015-11-09,11.8749
2015-11-10,11.8749
2015-11-11,11.8749
2015-11-12,11.8749
2015-11-13,11.8749
2015-11-14,11.8749
2015-11-15,11.8749
2015-11-16,11.8749
2015-11-17,11.8749
2015-11-18,11.8749
2015-11-19,11.8749
2015-11-20,11.8749
2015-11-21,11.8749
2015-11-22,11.8749
2015-11-23,11.8749
2015-11-24,11.8749
2015-11-25,11.8749
2015-11-26,11.8749
2015-11-27,11.8749
2015-11-28,11.8749
2015-11-29,11.8749
2015-11-30,11.8749
2015-12-01,11.8749
2015-12-02,11.8749
2015-12-03,11.8749
2015-12-04,11.8749
2015-12-05,11.8749
2015-12-06,11.8749
2015-12-07,11.8749
2015-12-08,11.8749
2015-12-09,11.8749
2015-12-10,11.8749
2015-12-11,11.8749
2015-12-12,11.8749
2015-12-13,11.8749
2015-12-14,11.8749
2015-12-15,11.8749
2015-12-16,11.8749
2015-12-17,11.8749
2015-12-18,11.8749
2015-12-19,11.8749
2015-12-20,11.8749
2015-12-21,11.8749
2015-12-22,11.8749
2015-12-23,11.8749
2015-12-24,11.8749
2015-12-25,11.8749
2015-12-26,11.8749
2015-12-27,11.8749
2015-12-28,11.8749
2015-12-29,11.8749
2015-12-30,11.8749
2015-12-31,9.6379
2016-01-01,9.6379
2016-01-02,9.6379
2016-01-03,9.6379
2016-01-04,9.6379
2016-01-05,9.6379
2016-01-06,9.6379
2016-01-07,9.6379
2016-01-08,9.6379
2016-01-09,9.6379
2016-01-10,9.6379
2016-01-11,9.6379
2016-01-12,9.6379
2016-01-13,9.6379
2016-01-14,9.6379
2016-01-15,9.6379
2016-01-16,9.6379
2016-01-17,9.6379
2016-01-18,9.6379
2016-01-19,9.6379
2016-01-20,9.6379
2016-01-21,9.6379
2016-01-22,9.6379
2016-01-23,9.6379
2016-01-24,9.6379
2016-01-25,9.6379
2016-01-26,9.6379
2016-01-27,9.6379
2016-01-28,9.6379
2016-01-29,9.6379
2016-01-30,9.6379
2016-01-31,9.6379
2016-02-01,9.6379
2016-02-02,9.6379
2016-02-03,9.6379
2016-02-04,9.6379
2016-02-05,9.6379
2016-02-06,9.6379
2016-02-07,9.6379
2016-02-08,9.6379
2016-02-09,9.6379
2016-02-10,9.6379
2016-02-11,9.6379
2016-02-12,9.6379
2016-02-13,9.6379
2016-02-14,9.6379
2016-02-15,9.6379
2016-02-16,9.6379
2016-02-17,9.6379
2016-02-18,9.6379
2016-02-19,9.6379
2016-02-20,9.6379
2016-02-21,9.6379
2016-02-22,9.6379
2016-02-23,9.6379
2016-02-24,9.6379
2016-02-25,9.6379
2016-02-26,9.6379
2016-02-27,9.6379
2016-02-28,9.6379
2016-02-29,9.6379
2016-03-01,9.6379
2016-03-02,9.6379
2016-03-03,9.6379
2016-03-04,9.6379
2016-03-05,9.6379
2016-03-06,9.6379
2016-03-07,9.6379
2016-03-08,9.6379
2016-03-09,9.6379
2016-03-10,9.6379
2016-03-11,9.6379
2016-03-12,9.6379
2016-03-13,9.6379
2016-03-14,9.6379
2016-03-15,9.6379
2016-03-16,9.6379
2016-03-17,9.6379
2016-03-18,9.6379
2016-03-19,9.6379
2016-03-20,9.6379
2016-03-21,9.6379
2016-03-22,9.6379
2016-03-23,9.6379
2016-03-24,9.6379
2016-03-25,9.6379
2016-03-26,9.6379
2016-03-27,9.6379
2016-03-28,9.6379
2016-03-29,9.6379
2016-03-30,9.6379
2016-03-31,10.2625
2016-04-01,10.2625
2016-04-02,10.2625
2016-04-03,10.2625
2016-04-04,10.2625
2016-04-05,10.2625
2016-04-06,10.2625
2016-04-07,10.2625
2016-04-08,10.2625
2016-04-09,10.2625
2016-04-10,10.2625
2016-04-11,10.2625
2016-04-12,10.2625
2016-04-13,10.2625
2016-04-14,10.2625
2016-04-15,10.2625
2016-04-16,10.2625
2016-04-17,10.2625
2016-04-18,10.2625
2016-04-19,10.2625
2016-04-20,10.2625
2016-04-21,10.2625
2016-04-22,10.2625
2016-04-23,10.2625
2016-04-24,10.2625
2016-04-25,10.2625
2016-04-26,10.2625
2016-04-27,10.2625
2016-04-28,10.2625
2016-04-29,10.2625
2016-04-30,10.2625
2016-05-01,10.2625
2016-05-02,10.2625
