,REL LN Equity
2013-06-23,4.515
2013-06-24,4.477
2013-06-25,4.543
2013-06-26,4.581
2013-06-27,4.659
2013-06-28,4.678
2013-06-29,4.678
2013-06-30,4.678
2013-07-01,4.762
2013-07-02,4.787
2013-07-03,4.778
2013-07-04,4.9
2013-07-05,4.909
2013-07-06,4.909
2013-07-07,4.909
2013-07-08,4.956
2013-07-09,4.934
2013-07-10,4.994
2013-07-11,4.956
2013-07-12,5.013
2013-07-13,5.013
2013-07-14,5.013
2013-07-15,5.056
2013-07-16,5.028
2013-07-17,5.025
2013-07-18,5.094
2013-07-19,5.1
2013-07-20,5.1
2013-07-21,5.1
2013-07-22,5.044
2013-07-23,4.997
2013-07-24,5.016
2013-07-25,5.226
2013-07-26,5.244
2013-07-27,5.244
2013-07-28,5.244
2013-07-29,5.229
2013-07-30,5.263
2013-07-31,5.316
2013-08-01,5.345
2013-08-02,5.282
2013-08-03,5.282
2013-08-04,5.282
2013-08-05,5.335
2013-08-06,5.285
2013-08-07,5.182
2013-08-08,5.188
2013-08-09,5.217
2013-08-10,5.217
2013-08-11,5.217
2013-08-12,5.138
2013-08-13,5.157
2013-08-14,5.134
2013-08-15,5.097
2013-08-16,5.075
2013-08-17,5.075
2013-08-18,5.075
2013-08-19,5.062
2013-08-20,5.071
2013-08-21,5.078
2013-08-22,5.106
2013-08-23,5.106
2013-08-24,5.106
2013-08-25,5.106
2013-08-26,5.106
2013-08-27,5.021
2013-08-28,4.98
2013-08-29,5.062
2013-08-30,4.996
2013-08-31,4.996
2013-09-01,4.996
2013-09-02,5.078
2013-09-03,5.034
2013-09-04,5.059
2013-09-05,5.084
2013-09-06,5.093
2013-09-07,5.093
2013-09-08,5.093
2013-09-09,5.147
2013-09-10,5.176
2013-09-11,5.182
2013-09-12,5.166
2013-09-13,5.119
2013-09-14,5.119
2013-09-15,5.119
2013-09-16,5.169
2013-09-17,5.229
2013-09-18,5.204
2013-09-19,5.273
2013-09-20,5.333
2013-09-21,5.333
2013-09-22,5.333
2013-09-23,5.289
2013-09-24,5.365
2013-09-25,5.34
2013-09-26,5.318
2013-09-27,5.299
2013-09-28,5.299
2013-09-29,5.299
2013-09-30,5.258
2013-10-01,5.277
2013-10-02,5.223
2013-10-03,5.21
2013-10-04,5.27
2013-10-05,5.27
2013-10-06,5.27
2013-10-07,5.27
2013-10-08,5.295
2013-10-09,5.185
2013-10-10,5.217
2013-10-11,5.292
2013-10-12,5.292
2013-10-13,5.292
2013-10-14,5.305
2013-10-15,5.336
2013-10-16,5.321
2013-10-17,5.374
2013-10-18,5.387
2013-10-19,5.387
2013-10-20,5.387
2013-10-21,5.456
2013-10-22,5.409
2013-10-23,5.466
2013-10-24,5.466
2013-10-25,5.469
2013-10-26,5.469
2013-10-27,5.469
2013-10-28,5.51
2013-10-29,5.501
2013-10-30,5.485
2013-10-31,5.516
2013-11-01,5.475
2013-11-02,5.475
2013-11-03,5.475
2013-11-04,5.529
2013-11-05,5.529
2013-11-06,5.535
2013-11-07,5.545
2013-11-08,5.583
2013-11-09,5.583
2013-11-10,5.583
2013-11-11,5.589
2013-11-12,5.605
2013-11-13,5.513
2013-11-14,5.564
2013-11-15,5.605
2013-11-16,5.605
2013-11-17,5.605
2013-11-18,5.608
2013-11-19,5.583
2013-11-20,5.573
2013-11-21,5.548
2013-11-22,5.57
2013-11-23,5.57
2013-11-24,5.57
2013-11-25,5.611
2013-11-26,5.598
2013-11-27,5.611
2013-11-28,5.589
2013-11-29,5.579
2013-11-30,5.579
2013-12-01,5.579
2013-12-02,5.586
2013-12-03,5.501
2013-12-04,5.425
2013-12-05,5.453
2013-12-06,5.45
2013-12-07,5.45
2013-12-08,5.45
2013-12-09,5.485
2013-12-10,5.45
2013-12-11,5.456
2013-12-12,5.393
2013-12-13,5.409
2013-12-14,5.409
2013-12-15,5.409
2013-12-16,5.422
2013-12-17,5.463
2013-12-18,5.434
2013-12-19,5.463
2013-12-20,5.513
2013-12-21,5.513
2013-12-22,5.513
2013-12-23,5.583
2013-12-24,5.646
2013-12-25,5.646
2013-12-26,5.646
2013-12-27,5.655
2013-12-28,5.655
2013-12-29,5.655
2013-12-30,5.643
2013-12-31,5.674
2014-01-01,5.674
2014-01-02,5.693
2014-01-03,5.677
2014-01-04,5.677
2014-01-05,5.677
2014-01-06,5.703
2014-01-07,5.687
2014-01-08,5.699
2014-01-09,5.703
2014-01-10,5.728
2014-01-11,5.728
2014-01-12,5.728
2014-01-13,5.725
2014-01-14,5.797
2014-01-15,5.854
2014-01-16,5.848
2014-01-17,5.841
2014-01-18,5.841
2014-01-19,5.841
2014-01-20,5.835
2014-01-21,5.876
2014-01-22,5.848
2014-01-23,5.781
2014-01-24,5.706
2014-01-25,5.706
2014-01-26,5.706
2014-01-27,5.639
2014-01-28,5.633
2014-01-29,5.655
2014-01-30,5.617
2014-01-31,5.598
2014-02-01,5.598
2014-02-02,5.598
2014-02-03,5.611
2014-02-04,5.576
2014-02-05,5.542
2014-02-06,5.595
2014-02-07,5.598
2014-02-08,5.598
2014-02-09,5.598
2014-02-10,5.592
2014-02-11,5.721
2014-02-12,5.731
2014-02-13,5.781
2014-02-14,5.737
2014-02-15,5.737
2014-02-16,5.737
2014-02-17,5.778
2014-02-18,5.832
2014-02-19,5.813
2014-02-20,5.762
2014-02-21,5.753
2014-02-22,5.753
2014-02-23,5.753
2014-02-24,5.819
2014-02-25,5.829
2014-02-26,5.737
2014-02-27,5.829
2014-02-28,5.778
2014-03-01,5.778
2014-03-02,5.778
2014-03-03,5.665
2014-03-04,5.816
2014-03-05,5.807
2014-03-06,5.838
2014-03-07,5.86
2014-03-08,5.86
2014-03-09,5.86
2014-03-10,5.813
2014-03-11,5.867
2014-03-12,5.901
2014-03-13,5.816
2014-03-14,5.762
2014-03-15,5.762
2014-03-16,5.762
2014-03-17,5.791
2014-03-18,5.832
2014-03-19,5.794
2014-03-20,5.781
2014-03-21,5.775
2014-03-22,5.775
2014-03-23,5.775
2014-03-24,5.75
2014-03-25,5.81
2014-03-26,5.87
2014-03-27,5.797
2014-03-28,5.769
2014-03-29,5.769
2014-03-30,5.769
2014-03-31,5.781
2014-04-01,5.816
2014-04-02,5.845
2014-04-03,5.8
2014-04-04,5.835
2014-04-05,5.835
2014-04-06,5.835
2014-04-07,5.772
2014-04-08,5.633
2014-04-09,5.636
2014-04-10,5.627
2014-04-11,5.561
2014-04-12,5.561
2014-04-13,5.561
2014-04-14,5.51
2014-04-15,5.466
2014-04-16,5.488
2014-04-17,5.583
2014-04-18,5.583
2014-04-19,5.583
2014-04-20,5.583
2014-04-21,5.583
2014-04-22,5.586
2014-04-23,5.516
2014-04-24,5.557
2014-04-25,5.592
2014-04-26,5.592
2014-04-27,5.592
2014-04-28,5.548
2014-04-29,5.573
2014-04-30,5.618
2014-05-01,5.695
2014-05-02,5.647
2014-05-03,5.647
2014-05-04,5.647
2014-05-05,5.647
2014-05-06,5.599
2014-05-07,5.621
2014-05-08,5.615
2014-05-09,5.66
2014-05-10,5.66
2014-05-11,5.66
2014-05-12,5.673
2014-05-13,5.721
2014-05-14,5.727
2014-05-15,5.657
2014-05-16,5.731
2014-05-17,5.731
2014-05-18,5.731
2014-05-19,5.847
2014-05-20,5.889
2014-05-21,5.892
2014-05-22,5.956
2014-05-23,6.008
2014-05-24,6.008
2014-05-25,6.008
2014-05-26,6.008
2014-05-27,6.021
2014-05-28,6.079
2014-05-29,6.124
2014-05-30,6.127
2014-05-31,6.127
2014-06-01,6.127
2014-06-02,6.137
2014-06-03,6.059
2014-06-04,6.066
2014-06-05,6.033
2014-06-06,6.075
2014-06-07,6.075
2014-06-08,6.075
2014-06-09,6.114
2014-06-10,6.13
2014-06-11,6.111
2014-06-12,6.178
2014-06-13,6.153
2014-06-14,6.153
2014-06-15,6.153
2014-06-16,6.127
2014-06-17,6.143
2014-06-18,6.127
2014-06-19,6.13
2014-06-20,6.162
2014-06-21,6.162
2014-06-22,6.162
2014-06-23,6.137
2014-06-24,6.088
2014-06-25,6.027
2014-06-26,6.072
2014-06-27,6.027
2014-06-28,6.027
2014-06-29,6.027
2014-06-30,6.056
2014-07-01,6.069
2014-07-02,6.04
2014-07-03,6.12
2014-07-04,6.117
2014-07-05,6.117
2014-07-06,6.117
2014-07-07,6.095
2014-07-08,6.008
2014-07-09,5.95
2014-07-10,5.908
2014-07-11,5.918
2014-07-12,5.918
2014-07-13,5.918
2014-07-14,5.988
2014-07-15,5.956
2014-07-16,6.017
2014-07-17,6.008
2014-07-18,6.014
2014-07-19,6.014
2014-07-20,6.014
2014-07-21,5.975
2014-07-22,6.011
2014-07-23,6.05
2014-07-24,6.314
2014-07-25,6.24
2014-07-26,6.24
2014-07-27,6.24
2014-07-28,6.227
2014-07-29,6.256
2014-07-30,6.23
2014-07-31,6.149
2014-08-01,6.101
2014-08-02,6.101
2014-08-03,6.101
2014-08-04,6.075
2014-08-05,6.127
2014-08-06,6.088
2014-08-07,6.088
2014-08-08,6.059
2014-08-09,6.059
2014-08-10,6.059
2014-08-11,6.202
2014-08-12,6.205
2014-08-13,6.24
2014-08-14,6.257
2014-08-15,6.244
2014-08-16,6.244
2014-08-17,6.244
2014-08-18,6.299
2014-08-19,6.367
2014-08-20,6.367
2014-08-21,6.383
2014-08-22,6.374
2014-08-23,6.374
2014-08-24,6.374
2014-08-25,6.374
2014-08-26,6.406
2014-08-27,6.435
2014-08-28,6.448
2014-08-29,6.377
2014-08-30,6.377
2014-08-31,6.377
2014-09-01,6.425
2014-09-02,6.442
2014-09-03,6.484
2014-09-04,6.448
2014-09-05,6.425
2014-09-06,6.425
2014-09-07,6.425
2014-09-08,6.412
2014-09-09,6.458
2014-09-10,6.438
2014-09-11,6.406
2014-09-12,6.442
2014-09-13,6.442
2014-09-14,6.442
2014-09-15,6.461
2014-09-16,6.503
2014-09-17,6.477
2014-09-18,6.503
2014-09-19,6.562
2014-09-20,6.562
2014-09-21,6.562
2014-09-22,6.497
2014-09-23,6.422
2014-09-24,6.422
2014-09-25,6.39
2014-09-26,6.361
2014-09-27,6.361
2014-09-28,6.361
2014-09-29,6.455
2014-09-30,6.412
2014-10-01,6.351
2014-10-02,6.296
2014-10-03,6.396
2014-10-04,6.396
2014-10-05,6.396
2014-10-06,6.471
2014-10-07,6.325
2014-10-08,6.296
2014-10-09,6.27
2014-10-10,6.253
2014-10-11,6.253
2014-10-12,6.253
2014-10-13,6.221
2014-10-14,6.237
2014-10-15,6.091
2014-10-16,6.143
2014-10-17,6.185
2014-10-18,6.185
2014-10-19,6.185
2014-10-20,6.172
2014-10-21,6.292
2014-10-22,6.361
2014-10-23,6.374
2014-10-24,6.348
2014-10-25,6.348
2014-10-26,6.348
2014-10-27,6.458
2014-10-28,6.487
2014-10-29,6.503
2014-10-30,6.588
2014-10-31,6.666
2014-11-01,6.666
2014-11-02,6.666
2014-11-03,6.672
2014-11-04,6.672
2014-11-05,6.698
2014-11-06,6.705
2014-11-07,6.692
2014-11-08,6.692
2014-11-09,6.692
2014-11-10,6.763
2014-11-11,6.776
2014-11-12,6.743
2014-11-13,6.756
2014-11-14,6.847
2014-11-15,6.847
2014-11-16,6.847
2014-11-17,6.86
2014-11-18,6.932
2014-11-19,6.906
2014-11-20,6.867
2014-11-21,6.867
2014-11-22,6.867
2014-11-23,6.867
2014-11-24,6.971
2014-11-25,7.107
2014-11-26,7.081
2014-11-27,7.165
2014-11-28,7.224
2014-11-29,7.224
2014-11-30,7.224
2014-12-01,7.198
2014-12-02,7.204
2014-12-03,7.062
2014-12-04,7.1
2014-12-05,7.191
2014-12-06,7.191
2014-12-07,7.191
2014-12-08,7.172
2014-12-09,7.01
2014-12-10,7.068
2014-12-11,7.003
2014-12-12,6.828
2014-12-13,6.828
2014-12-14,6.828
2014-12-15,6.763
2014-12-16,6.932
2014-12-17,6.854
2014-12-18,7.01
2014-12-19,6.997
2014-12-20,6.997
2014-12-21,6.997
2014-12-22,7.113
2014-12-23,7.126
2014-12-24,7.139
2014-12-25,7.139
2014-12-26,7.139
2014-12-27,7.139
2014-12-28,7.139
2014-12-29,7.159
2014-12-30,7.12
2014-12-31,7.139
2015-01-01,7.139
2015-01-02,7.087
2015-01-03,7.087
2015-01-04,7.087
2015-01-05,7.016
2015-01-06,6.919
2015-01-07,6.99
2015-01-08,7.094
2015-01-09,7.074
2015-01-10,7.074
2015-01-11,7.074
2015-01-12,7.139
2015-01-13,7.178
2015-01-14,7.165
2015-01-15,7.152
2015-01-16,7.152
2015-01-17,7.152
2015-01-18,7.152
2015-01-19,7.23
2015-01-20,7.237
2015-01-21,7.315
2015-01-22,7.36
2015-01-23,7.529
2015-01-24,7.529
2015-01-25,7.529
2015-01-26,7.516
2015-01-27,7.47
2015-01-28,7.431
2015-01-29,7.542
2015-01-30,7.503
2015-01-31,7.503
2015-02-01,7.503
2015-02-02,7.509
2015-02-03,7.555
2015-02-04,7.652
2015-02-05,7.587
2015-02-06,7.581
2015-02-07,7.581
2015-02-08,7.581
2015-02-09,7.496
2015-02-10,7.646
2015-02-11,7.698
2015-02-12,7.613
2015-02-13,7.529
2015-02-14,7.529
2015-02-15,7.529
2015-02-16,7.516
2015-02-17,7.529
2015-02-18,7.587
2015-02-19,7.646
2015-02-20,7.672
2015-02-21,7.672
2015-02-22,7.672
2015-02-23,7.711
2015-02-24,7.704
2015-02-25,7.704
2015-02-26,7.334
2015-02-27,7.256
2015-02-28,7.256
2015-03-01,7.256
2015-03-02,7.334
2015-03-03,7.165
2015-03-04,7.334
2015-03-05,7.393
2015-03-06,7.38
2015-03-07,7.38
2015-03-08,7.38
2015-03-09,7.347
2015-03-10,7.25
2015-03-11,7.282
2015-03-12,7.289
2015-03-13,7.302
2015-03-14,7.302
2015-03-15,7.302
2015-03-16,7.431
2015-03-17,7.464
2015-03-18,7.613
2015-03-19,7.62
2015-03-20,7.613
2015-03-21,7.613
2015-03-22,7.613
2015-03-23,7.594
2015-03-24,7.704
2015-03-25,7.594
2015-03-26,7.548
2015-03-27,7.542
2015-03-28,7.542
2015-03-29,7.542
2015-03-30,7.665
2015-03-31,7.522
2015-04-01,7.477
2015-04-02,7.503
2015-04-03,7.503
2015-04-04,7.503
2015-04-05,7.503
2015-04-06,7.503
2015-04-07,7.581
2015-04-08,7.529
2015-04-09,7.607
2015-04-10,7.652
2015-04-11,7.652
2015-04-12,7.652
2015-04-13,7.646
2015-04-14,7.587
2015-04-15,7.464
2015-04-16,7.412
2015-04-17,7.334
2015-04-18,7.334
2015-04-19,7.334
2015-04-20,7.354
2015-04-21,7.386
2015-04-22,7.289
2015-04-23,7.328
2015-04-24,7.243
2015-04-25,7.243
2015-04-26,7.243
2015-04-27,7.224
2015-04-28,7.094
2015-04-29,7.068
2015-04-30,7.147
2015-05-01,7.319
2015-05-02,7.319
2015-05-03,7.319
2015-05-04,7.319
2015-05-05,7.141
2015-05-06,7.101
2015-05-07,7.081
2015-05-08,7.227
2015-05-09,7.227
2015-05-10,7.227
2015-05-11,7.167
2015-05-12,7.055
2015-05-13,7.134
2015-05-14,7.227
2015-05-15,7.246
2015-05-16,7.246
2015-05-17,7.246
2015-05-18,7.273
2015-05-19,7.425
2015-05-20,7.385
2015-05-21,7.306
2015-05-22,7.293
2015-05-23,7.293
2015-05-24,7.293
2015-05-25,7.293
2015-05-26,7.207
2015-05-27,7.26
2015-05-28,7.306
2015-05-29,7.167
2015-05-30,7.167
2015-05-31,7.167
2015-06-01,7.16
2015-06-02,7.114
2015-06-03,7.187
2015-06-04,7.101
2015-06-05,6.995
2015-06-06,6.995
2015-06-07,6.995
2015-06-08,7.015
2015-06-09,7.114
2015-06-10,7.121
2015-06-11,7.141
2015-06-12,7.061
2015-06-13,7.061
2015-06-14,7.061
2015-06-15,7.042
2015-06-16,7.075
2015-06-17,7.009
2015-06-18,6.995
2015-06-19,6.949
2015-06-20,6.949
2015-06-21,6.949
2015-06-22,7.075
2015-06-23,7.094
2015-06-24,7.101
2015-06-25,7.114
2015-06-26,7.081
2015-06-27,7.081
2015-06-28,7.081
2015-06-29,6.909
2015-06-30,6.837
2015-07-01,7.022
2015-07-02,7.002
2015-07-03,6.949
2015-07-04,6.949
2015-07-05,6.949
2015-07-06,6.883
2015-07-07,6.764
2015-07-08,6.837
2015-07-09,6.942
2015-07-10,7.114
2015-07-11,7.114
2015-07-12,7.114
2015-07-13,7.167
2015-07-14,7.293
2015-07-15,7.286
2015-07-16,7.339
2015-07-17,7.319
2015-07-18,7.319
2015-07-19,7.319
2015-07-20,7.326
2015-07-21,7.319
2015-07-22,7.22
2015-07-23,7.293
2015-07-24,7.26
2015-07-25,7.26
2015-07-26,7.26
2015-07-27,7.068
2015-07-28,7.094
2015-07-29,7.273
2015-07-30,7.246
2015-07-31,7.385
2015-08-01,7.385
2015-08-02,7.385
2015-08-03,7.425
2015-08-04,7.478
2015-08-05,7.405
2015-08-06,7.314
2015-08-07,7.268
2015-08-08,7.268
2015-08-09,7.268
2015-08-10,7.281
2015-08-11,7.208
2015-08-12,7.115
2015-08-13,7.208
2015-08-14,7.201
2015-08-15,7.201
2015-08-16,7.201
2015-08-17,7.208
2015-08-18,7.208
2015-08-19,7.108
2015-08-20,7.082
2015-08-21,7.002
2015-08-22,7.002
2015-08-23,7.002
2015-08-24,6.756
2015-08-25,6.816
2015-08-26,6.723
2015-08-27,6.882
2015-08-28,6.949
2015-08-29,6.949
2015-08-30,6.949
2015-08-31,6.949
2015-09-01,6.776
2015-09-02,6.849
2015-09-03,7.048
2015-09-04,6.935
2015-09-05,6.935
2015-09-06,6.935
2015-09-07,6.982
2015-09-08,7.048
2015-09-09,7.142
2015-09-10,7.088
2015-09-11,7.009
2015-09-12,7.009
2015-09-13,7.009
2015-09-14,7.009
2015-09-15,7.029
2015-09-16,7.115
2015-09-17,7.135
2015-09-18,7.082
2015-09-19,7.082
2015-09-20,7.082
2015-09-21,7.102
2015-09-22,6.995
2015-09-23,7.115
2015-09-24,7.162
2015-09-25,7.368
2015-09-26,7.368
2015-09-27,7.368
2015-09-28,7.354
2015-09-29,7.281
2015-09-30,7.527
2015-10-01,7.441
2015-10-02,7.507
2015-10-03,7.507
2015-10-04,7.507
2015-10-05,7.594
2015-10-06,7.634
2015-10-07,7.541
2015-10-08,7.594
2015-10-09,7.541
2015-10-10,7.541
2015-10-11,7.541
2015-10-12,7.527
2015-10-13,7.514
2015-10-14,7.487
2015-10-15,7.62
2015-10-16,7.66
2015-10-17,7.66
2015-10-18,7.66
2015-10-19,7.693
2015-10-20,7.693
2015-10-21,7.667
2015-10-22,7.693
2015-10-23,7.807
2015-10-24,7.807
2015-10-25,7.807
2015-10-26,7.767
2015-10-27,7.7
2015-10-28,7.713
2015-10-29,7.733
2015-10-30,7.727
2015-10-31,7.727
2015-11-01,7.727
2015-11-02,7.7
2015-11-03,7.727
2015-11-04,7.733
2015-11-05,7.78
2015-11-06,7.72
2015-11-07,7.72
2015-11-08,7.72
2015-11-09,7.68
2015-11-10,7.64
2015-11-11,7.787
2015-11-12,7.747
2015-11-13,7.627
2015-11-14,7.627
2015-11-15,7.627
2015-11-16,7.627
2015-11-17,7.78
2015-11-18,7.813
2015-11-19,7.886
2015-11-20,7.84
2015-11-21,7.84
2015-11-22,7.84
2015-11-23,7.773
2015-11-24,7.687
2015-11-25,7.82
2015-11-26,7.866
2015-11-27,7.959
2015-11-28,7.959
2015-11-29,7.959
2015-11-30,7.966
2015-12-01,8.006
2015-12-02,8.112
2015-12-03,7.939
2015-12-04,7.866
2015-12-05,7.866
2015-12-06,7.866
2015-12-07,7.933
2015-12-08,7.886
2015-12-09,7.78
2015-12-10,7.693
2015-12-11,7.574
2015-12-12,7.574
2015-12-13,7.574
2015-12-14,7.56
2015-12-15,7.74
2015-12-16,7.793
2015-12-17,7.807
2015-12-18,7.707
2015-12-19,7.707
2015-12-20,7.707
2015-12-21,7.733
2015-12-22,7.733
2015-12-23,7.86
2015-12-24,7.846
2015-12-25,7.846
2015-12-26,7.846
2015-12-27,7.846
2015-12-28,7.846
2015-12-29,7.986
2015-12-30,7.999
2015-12-31,7.959
2016-01-01,7.959
2016-01-02,7.959
2016-01-03,7.959
2016-01-04,7.78
2016-01-05,7.813
2016-01-06,7.767
2016-01-07,7.753
2016-01-08,7.773
2016-01-09,7.773
2016-01-10,7.773
2016-01-11,7.713
2016-01-12,7.82
2016-01-13,7.846
2016-01-14,7.787
2016-01-15,7.707
2016-01-16,7.707
2016-01-17,7.707
2016-01-18,7.607
2016-01-19,7.747
2016-01-20,7.547
2016-01-21,7.62
2016-01-22,7.886
2016-01-23,7.886
2016-01-24,7.886
2016-01-25,7.906
2016-01-26,7.8
2016-01-27,7.973
2016-01-28,7.906
2016-01-29,8.179
2016-01-30,8.179
2016-01-31,8.179
2016-02-01,8.166
2016-02-02,8.112
2016-02-03,7.973
2016-02-04,7.973
2016-02-05,7.78
2016-02-06,7.78
2016-02-07,7.78
2016-02-08,7.487
2016-02-09,7.64
2016-02-10,7.654
2016-02-11,7.527
2016-02-12,7.574
2016-02-13,7.574
2016-02-14,7.574
2016-02-15,7.727
2016-02-16,7.866
2016-02-17,8.026
2016-02-18,8.039
2016-02-19,8.086
2016-02-20,8.086
2016-02-21,8.086
2016-02-22,8.186
2016-02-23,8.086
2016-02-24,8.092
2016-02-25,8.332
2016-02-26,8.305
2016-02-27,8.305
2016-02-28,8.305
2016-02-29,8.259
2016-03-01,8.432
2016-03-02,8.205
2016-03-03,8.152
2016-03-04,8.159
2016-03-05,8.159
2016-03-06,8.159
2016-03-07,8.139
2016-03-08,8.166
2016-03-09,8.272
2016-03-10,8.186
2016-03-11,8.292
2016-03-12,8.292
2016-03-13,8.292
2016-03-14,8.345
2016-03-15,8.425
2016-03-16,8.458
2016-03-17,8.452
2016-03-18,8.378
2016-03-19,8.378
2016-03-20,8.378
2016-03-21,8.392
2016-03-22,8.498
2016-03-23,8.551
2016-03-24,8.491
2016-03-25,8.491
2016-03-26,8.491
2016-03-27,8.491
2016-03-28,8.491
2016-03-29,8.578
2016-03-30,8.684
2016-03-31,8.604
2016-04-01,8.638
2016-04-02,8.638
2016-04-03,8.638
2016-04-04,8.658
2016-04-05,8.611
2016-04-06,8.651
2016-04-07,8.638
2016-04-08,8.671
2016-04-09,8.671
2016-04-10,8.671
2016-04-11,8.604
2016-04-12,8.658
2016-04-13,8.704
2016-04-14,8.711
2016-04-15,8.671
2016-04-16,8.671
2016-04-17,8.671
2016-04-18,8.678
2016-04-19,8.771
2016-04-20,8.618
2016-04-21,8.392
2016-04-22,8.219
2016-04-23,8.219
2016-04-24,8.219
2016-04-25,8.279
2016-04-26,8.172
2016-04-27,8.126
2016-04-28,8.229
2016-04-29,8.195
2016-04-30,8.195
2016-05-01,8.195
2016-05-02,8.195
2016-05-03,8.182
2016-05-04,8.189
2016-05-05,8.216
2016-05-06,8.27
2016-05-07,8.27
2016-05-08,8.27
2016-05-09,8.372
2016-05-10,8.344
2016-05-11,8.324
2016-05-12,8.338
2016-05-13,8.358
2016-05-14,8.358
2016-05-15,8.358
2016-05-16,8.351
2016-05-17,8.338
2016-05-18,8.29
2016-05-19,8.223
2016-05-20,8.351
2016-05-21,8.351
2016-05-22,8.351
2016-05-23,8.351
2016-05-24,8.453
2016-05-25,8.419
2016-05-26,8.405
2016-05-27,8.466
2016-05-28,8.466
2016-05-29,8.466
2016-05-30,8.466
2016-05-31,8.466
2016-06-01,8.548
2016-06-02,8.5
2016-06-03,8.534
2016-06-04,8.534
2016-06-05,8.534
2016-06-06,8.602
2016-06-07,8.609
2016-06-08,8.527
2016-06-09,8.466
2016-06-10,8.311
2016-06-11,8.311
2016-06-12,8.311
2016-06-13,8.209
2016-06-14,8.074
2016-06-15,8.155
2016-06-16,8.087
2016-06-17,8.162
2016-06-18,8.162
2016-06-19,8.162
2016-06-20,8.311
2016-06-21,8.338
2016-06-22,8.331
2016-06-23,8.419
2016-06-24,8.69
2016-06-25,8.69
2016-06-26,8.69
2016-06-27,8.737
2016-06-28,8.812
2016-06-29,9.15
2016-06-30,9.32
2016-07-01,9.448
2016-07-02,9.448
2016-07-03,9.448
2016-07-04,9.415
2016-07-05,9.611
2016-07-06,9.509
2016-07-07,9.557
2016-07-08,9.564
2016-07-09,9.564
2016-07-10,9.564
2016-07-11,9.652
2016-07-12,9.557
2016-07-13,9.625
2016-07-14,9.415
2016-07-15,9.442
2016-07-16,9.442
2016-07-17,9.442
2016-07-18,9.448
2016-07-19,9.469
2016-07-20,9.557
2016-07-21,9.462
2016-07-22,9.537
2016-07-23,9.537
2016-07-24,9.537
2016-07-25,9.543
2016-07-26,9.543
2016-07-27,9.523
2016-07-28,9.862
2016-07-29,9.719
2016-07-30,9.719
2016-07-31,9.719
2016-08-01,9.74
2016-08-02,9.713
2016-08-03,9.523
2016-08-04,9.695
2016-08-05,9.763
2016-08-06,9.763
2016-08-07,9.763
2016-08-08,9.682
2016-08-09,9.873
2016-08-10,9.927
2016-08-11,10.016
2016-08-12,9.995
2016-08-13,9.995
2016-08-14,9.995
2016-08-15,10.036
2016-08-16,9.9
2016-08-17,9.839
2016-08-18,9.92
2016-08-19,9.92
2016-08-20,9.92
2016-08-21,9.92
2016-08-22,9.886
2016-08-23,9.941
2016-08-24,9.845
2016-08-25,9.845
2016-08-26,9.859
2016-08-27,9.859
2016-08-28,9.859
2016-08-29,9.859
2016-08-30,9.873
2016-08-31,9.859
2016-09-01,9.798
2016-09-02,9.968
2016-09-03,9.968
2016-09-04,9.968
2016-09-05,9.995
2016-09-06,9.927
2016-09-07,10.03
2016-09-08,9.941
2016-09-09,9.736
2016-09-10,9.736
2016-09-11,9.736
2016-09-12,9.647
2016-09-13,9.688
2016-09-14,9.675
2016-09-15,9.804
2016-09-16,9.757
2016-09-17,9.757
2016-09-18,9.757
2016-09-19,9.9
2016-09-20,10.016
2016-09-21,9.886
2016-09-22,9.961
2016-09-23,9.989
2016-09-24,9.989
2016-09-25,9.989
2016-09-26,9.893
2016-09-27,9.845
2016-09-28,9.927
2016-09-29,9.995
2016-09-30,9.982
2016-10-01,9.982
2016-10-02,9.982
2016-10-03,10.132
2016-10-04,10.248
2016-10-05,10.016
2016-10-06,9.982
2016-10-07,10.016
2016-10-08,10.016
2016-10-09,10.016
2016-10-10,10.064
2016-10-11,9.934
2016-10-12,9.873
2016-10-13,9.914
2016-10-14,9.961
2016-10-15,9.961
2016-10-16,9.961
2016-10-17,9.9
2016-10-18,9.879
2016-10-19,9.961
2016-10-20,9.955
2016-10-21,9.92
2016-10-22,9.92
2016-10-23,9.92
2016-10-24,9.832
2016-10-25,9.955
2016-10-26,9.75
2016-10-27,9.975
2016-10-28,10.043
2016-10-29,10.043
2016-10-30,10.043
2016-10-31,9.968
2016-11-01,9.866
2016-11-02,9.763
2016-11-03,9.491
2016-11-04,9.436
2016-11-05,9.436
2016-11-06,9.436
2016-11-07,9.531
2016-11-08,9.572
2016-11-09,9.368
2016-11-10,8.863
2016-11-11,8.856
2016-11-12,8.856
2016-11-13,8.856
2016-11-14,8.747
2016-11-15,8.829
2016-11-16,9.088
2016-11-17,9.163
2016-11-18,9.238
2016-11-19,9.238
2016-11-20,9.238
2016-11-21,9.259
2016-11-22,9.313
2016-11-23,9.368
2016-11-24,9.375
2016-11-25,9.422
2016-11-26,9.422
2016-11-27,9.422
2016-11-28,9.388
2016-11-29,9.409
2016-11-30,9.381
2016-12-01,9.197
2016-12-02,9.122
2016-12-03,9.122
2016-12-04,9.122
2016-12-05,9.115
2016-12-06,9.115
2016-12-07,9.095
2016-12-08,9.252
2016-12-09,9.368
2016-12-10,9.368
2016-12-11,9.368
2016-12-12,9.306
2016-12-13,9.443
2016-12-14,9.409
