,APL PA Equity,APL PA Equity,APL PA Equity,APL PA Equity,APL PA Equity
2013-07-22,134.783,136.187,134.073,135.952,6660.0
2013-07-23,135.952,135.011,134.07,134.609,11880.0
2013-07-24,134.609,135.47,133.6,133.701,27630.0
2013-07-25,133.701,135.009,133.835,134.07,2700.0
2013-07-26,134.07,135.482,134.07,134.171,17820.0
2013-07-27,134.07,135.482,134.07,134.171,17820.0
2013-07-28,134.07,135.482,134.07,134.171,17820.0
2013-07-29,134.171,134.776,133.835,134.009,7380.0
2013-07-30,134.009,134.07,133.6,134.07,7740.0
2013-07-31,134.07,134.07,133.365,133.701,3420.0
2013-08-01,133.701,134.305,133.132,134.07,1800.0
2013-08-02,133.701,134.305,133.132,134.07,1800.0
2013-08-03,133.701,134.305,133.132,134.07,1800.0
2013-08-04,133.701,134.305,133.132,134.07,1800.0
2013-08-05,134.07,134.07,131.718,132.033,14670.0
2013-08-06,132.033,133.835,132.189,132.189,6570.0
2013-08-07,132.189,133.835,132.424,133.506,10530.0
2013-08-08,132.189,133.835,132.424,133.506,10530.0
2013-08-09,132.189,133.835,132.424,133.506,10530.0
2013-08-10,132.189,133.835,132.424,133.506,10530.0
2013-08-11,132.189,133.835,132.424,133.506,10530.0
2013-08-12,133.506,134.658,133.365,133.6,12600.0
2013-08-13,133.6,135.223,133.129,134.037,11430.0
2013-08-14,133.6,135.223,133.129,134.037,11430.0
2013-08-15,134.037,140.738,136.658,140.179,739170.0
2013-08-16,140.179,141.832,139.01,139.297,146430.0
2013-08-17,140.179,141.832,139.01,139.297,146430.0
2013-08-18,140.179,141.832,139.01,139.297,146430.0
2013-08-19,139.297,140.421,138.304,138.702,112140.0
2013-08-20,138.702,139.433,138.01,138.565,59940.0
2013-08-21,138.565,138.774,137.598,138.306,63450.0
2013-08-22,138.306,138.774,137.434,138.109,47610.0
2013-08-23,138.109,139.245,137.834,138.772,31500.0
2013-08-24,138.109,139.245,137.834,138.772,31500.0
2013-08-25,138.109,139.245,137.834,138.772,31500.0
2013-08-26,138.772,141.338,138.539,138.862,69300.0
2013-08-27,138.862,139.433,137.834,138.17,54090.0
2013-08-28,138.17,138.751,136.145,137.951,78480.0
2013-08-29,137.951,139.245,137.01,138.313,110790.0
2013-08-30,138.313,140.068,137.01,137.283,114930.0
2013-08-31,138.313,140.068,137.01,137.283,114930.0
2013-09-01,138.313,140.068,137.01,137.283,114930.0
2013-09-02,137.283,139.01,132.894,134.322,168480.0
2013-09-03,134.322,137.128,133.67,135.467,48060.0
2013-09-04,135.467,139.245,135.482,138.631,77220.0
2013-09-05,138.631,140.419,137.892,138.798,332550.0
2013-09-06,138.798,138.894,138.069,138.617,79200.0
2013-09-07,138.798,138.894,138.069,138.617,79200.0
2013-09-08,138.798,138.894,138.069,138.617,79200.0
2013-09-09,138.617,139.903,138.565,138.76,103770.0
2013-09-10,138.76,141.526,138.539,138.692,200520.0
2013-09-11,138.692,139.457,138.657,138.774,95310.0
2013-09-12,138.774,139.715,138.586,138.73,120330.0
2013-09-13,138.73,141.503,138.539,138.774,255240.0
2013-09-14,138.73,141.503,138.539,138.774,255240.0
2013-09-15,138.73,141.503,138.539,138.774,255240.0
2013-09-16,138.774,139.936,138.304,138.772,179370.0
2013-09-17,138.772,139.457,138.304,138.655,128880.0
2013-09-18,138.654,140.109,135.005,135.54,84750.0
2013-09-19,135.54,136.594,134.303,135.675,48450.0
2013-09-20,135.675,136.594,135.066,135.562,35025.0
2013-09-21,135.675,136.594,135.066,135.562,35025.0
2013-09-22,135.675,136.594,135.066,135.562,35025.0
2013-09-23,135.562,135.983,134.455,135.091,34200.0
2013-09-24,135.091,135.678,134.15,134.281,29625.0
2013-09-25,134.281,135.672,133.56,134.599,153975.0
2013-09-26,134.599,136.588,133.233,133.78,51900.0
2013-09-27,133.78,135.326,133.401,133.737,16350.0
2013-09-28,133.78,135.326,133.401,133.737,16350.0
2013-09-29,133.78,135.326,133.401,133.737,16350.0
2013-09-30,133.737,133.844,131.491,131.876,21750.0
2013-10-01,131.876,135.372,130.483,134.37,58800.0
2013-10-02,134.37,135.678,133.539,134.079,49650.0
2013-10-03,134.079,134.455,132.927,133.429,15300.0
2013-10-04,133.429,133.539,131.705,132.081,26625.0
2013-10-05,133.429,133.539,131.705,132.081,26625.0
2013-10-06,133.429,133.539,131.705,132.081,26625.0
2013-10-07,132.081,132.316,130.788,131.057,11175.0
2013-10-08,131.057,132.283,130.211,130.782,21525.0
2013-10-09,130.782,131.4,129.872,130.409,42150.0
2013-10-10,130.409,132.316,129.474,131.176,39075.0
2013-10-11,131.176,133.233,131.4,132.888,125925.0
2013-10-12,131.176,133.233,131.4,132.888,125925.0
2013-10-13,131.176,133.233,131.4,132.888,125925.0
2013-10-14,132.888,132.163,126.357,128.805,239925.0
2013-10-15,132.888,132.163,126.357,128.805,239925.0
2013-10-16,132.888,132.163,126.357,128.805,239925.0
2013-10-17,132.888,132.163,126.357,128.805,239925.0
2013-10-18,132.888,132.163,126.357,128.805,239925.0
2013-10-19,132.888,132.163,126.357,128.805,239925.0
2013-10-20,132.888,132.163,126.357,128.805,239925.0
2013-10-21,128.805,132.918,130.483,131.989,151200.0
2013-10-22,131.989,134.455,132.041,134.275,279225.0
2013-10-23,134.275,138.733,134.532,138.046,227400.0
2013-10-24,138.046,139.62,135.723,136.756,117750.0
2013-10-25,136.756,137.511,134.458,135.073,44175.0
2013-10-26,136.756,137.511,134.458,135.073,44175.0
2013-10-27,136.756,137.511,134.458,135.073,44175.0
2013-10-28,135.073,137.505,135.219,135.751,14100.0
2013-10-29,135.751,135.983,134.455,134.724,14025.0
2013-10-30,134.724,135.369,134.15,134.474,43950.0
2013-10-31,134.474,138.061,133.539,137.254,96075.0
2013-11-01,137.254,138.581,135.693,137.086,141675.0
2013-11-02,137.254,138.581,135.693,137.086,141675.0
2013-11-03,137.254,138.581,135.693,137.086,141675.0
2013-11-04,137.086,136.289,134.455,134.727,98100.0
2013-11-05,134.727,136.9,134.914,135.433,34275.0
2013-11-06,135.375,138.52,135.372,137.484,137775.0
2013-11-07,138.581,139.372,136.747,137.343,89025.0
2013-11-08,138.428,138.504,136.292,136.637,42075.0
2013-11-09,138.428,138.504,136.292,136.637,42075.0
2013-11-10,138.428,138.504,136.292,136.637,42075.0
2013-11-11,136.579,137.966,136.579,137.517,57450.0
2013-11-12,137.511,137.814,136.671,136.717,18300.0
2013-11-13,135.998,138.428,135.678,137.856,122925.0
2013-11-14,135.998,138.428,135.678,137.856,122925.0
2013-11-15,135.998,138.428,135.678,137.856,122925.0
2013-11-16,135.998,138.428,135.678,137.856,122925.0
2013-11-17,135.998,138.428,135.678,137.856,122925.0
2013-11-18,138.733,141.163,138.183,140.604,140400.0
2013-11-19,141.178,144.078,140.564,143.638,286650.0
2013-11-20,143.623,149.704,143.623,146.679,628875.0
2013-11-21,146.679,148.481,146.312,146.712,182100.0
2013-11-22,147.259,147.901,146.373,147.216,34200.0
2013-11-23,147.259,147.901,146.373,147.216,34200.0
2013-11-24,147.259,147.901,146.373,147.216,34200.0
2013-11-25,147.293,154.575,146.407,150.174,1152825.0
2013-11-26,151.568,151.568,147.29,148.228,435900.0
2013-11-27,148.206,148.512,146.376,146.996,30975.0
2013-11-28,147.748,150.193,147.595,149.759,96525.0
2013-11-29,151.201,151.201,149.307,149.936,81675.0
2013-11-30,151.201,151.201,149.307,149.936,81675.0
2013-12-01,151.201,151.201,149.307,149.936,81675.0
2013-12-02,150.651,152.179,150.04,151.226,61875.0
2013-12-03,150.651,152.79,149.108,149.692,183150.0
2013-12-04,150.315,151.568,146.526,147.152,623025.0
2013-12-05,146.709,153.096,146.679,152.096,392025.0
2013-12-06,152.485,154.318,151.95,153.789,126675.0
2013-12-07,152.485,154.318,151.95,153.789,126675.0
2013-12-08,152.485,154.318,151.95,153.789,126675.0
2013-12-09,154.929,154.929,153.401,153.704,46800.0
2013-12-10,153.948,154.624,152.488,153.725,56025.0
2013-12-11,154.012,156.763,154.012,155.861,118125.0
2013-12-12,156.457,158.596,156.457,156.812,57450.0
2013-12-13,155.846,158.291,155.235,155.62,127575.0
2013-12-14,155.846,158.291,155.235,155.62,127575.0
2013-12-15,155.846,158.291,155.235,155.62,127575.0
2013-12-16,155.605,159.207,154.321,156.515,107175.0
2013-12-17,156.158,157.068,154.624,156.931,145500.0
2013-12-18,157.068,157.985,156.155,157.686,51000.0
2013-12-19,157.068,157.374,155.846,156.772,39600.0
2013-12-20,155.999,156.763,155.403,156.277,40275.0
2013-12-21,155.999,156.763,155.403,156.277,40275.0
2013-12-22,155.999,156.763,155.403,156.277,40275.0
2013-12-23,155.846,156.152,155.302,155.54,81225.0
2013-12-24,155.311,155.846,154.624,155.268,36375.0
2013-12-25,155.311,155.846,154.624,155.268,36375.0
2013-12-26,154.703,156.152,153.707,153.96,118725.0
2013-12-27,152.851,154.012,151.873,152.371,161700.0
2013-12-28,152.851,154.012,151.873,152.371,161700.0
2013-12-29,152.851,154.012,151.873,152.371,161700.0
2013-12-30,152.332,153.707,151.604,151.959,25725.0
2013-12-31,152.179,153.392,152.179,152.695,29925.0
2014-01-01,153.63,155.235,152.79,153.838,46200.0
2014-01-02,153.722,156.152,152.79,155.693,92250.0
2014-01-03,155.846,157.068,154.624,155.592,96900.0
2014-01-04,155.846,157.068,154.624,155.592,96900.0
2014-01-05,155.846,157.068,154.624,155.592,96900.0
2014-01-06,155.846,156.763,155.235,155.681,26550.0
2014-01-07,155.308,156.152,154.639,155.128,52950.0
2014-01-08,155.846,156.152,155.235,155.611,26550.0
2014-01-09,156.148,156.457,152.485,153.264,136200.0
2014-01-10,153.967,154.318,152.515,152.799,129450.0
2014-01-11,153.967,154.318,152.515,152.799,129450.0
2014-01-12,153.967,154.318,152.515,152.799,129450.0
2014-01-13,153.951,154.838,153.401,153.643,39600.0
2014-01-14,153.951,154.838,153.401,153.643,39600.0
2014-01-15,154.012,155.901,154.012,154.373,91950.0
2014-01-16,155.235,157.068,154.776,156.83,179100.0
2014-01-17,157.062,160.43,156.243,158.987,218850.0
2014-01-18,157.062,160.43,156.243,158.987,218850.0
2014-01-19,157.062,160.43,156.243,158.987,218850.0
2014-01-20,160.182,161.041,158.291,159.033,59850.0
2014-01-21,160.124,161.346,159.36,160.46,128550.0
2014-01-22,161.346,162.566,154.046,155.433,509250.0
2014-01-23,155.999,158.291,155.241,157.432,70950.0
2014-01-24,157.374,161.346,155.693,156.643,240150.0
2014-01-25,157.374,161.346,155.693,156.643,240150.0
2014-01-26,157.374,161.346,155.693,156.643,240150.0
2014-01-27,156.763,157.673,156.304,156.469,51300.0
2014-01-28,157.374,157.679,154.929,155.207,99900.0
2014-01-29,155.843,156.763,155.391,155.553,99300.0
2014-01-30,155.54,159.513,155.54,158.987,143700.0
2014-01-31,159.62,163.485,158.993,162.593,136350.0
2014-02-01,159.62,163.485,158.993,162.593,136350.0
2014-02-02,159.62,163.485,158.993,162.593,136350.0
2014-02-03,161.346,168.674,161.346,167.788,292650.0
2014-02-04,166.569,167.916,163.485,163.895,76950.0
2014-02-05,166.569,167.916,163.485,163.895,76950.0
2014-02-06,163.629,163.629,160.471,161.023,345750.0
2014-02-07,161.181,161.415,158.891,159.488,43800.0
2014-02-08,161.181,161.415,158.891,159.488,43800.0
2014-02-09,161.181,161.415,158.891,159.488,43800.0
2014-02-10,159.555,159.839,157.189,159.292,74850.0
2014-02-11,159.997,160.786,158.891,158.939,31350.0
2014-02-12,160.155,161.734,159.523,160.275,74550.0
2014-02-13,160.78,161.26,160.088,160.088,52950.0
2014-02-14,159.918,160.786,159.902,160.467,22800.0
2014-02-15,159.918,160.786,159.902,160.467,22800.0
2014-02-16,159.918,160.786,159.902,160.467,22800.0
2014-02-17,161.099,161.731,158.275,159.438,74400.0
2014-02-18,158.575,160.152,157.691,159.52,76650.0
2014-02-19,160.783,160.783,158.97,159.185,32850.0
2014-02-20,158.575,159.207,157.944,158.582,14550.0
2014-02-21,158.733,159.049,157.944,158.149,40350.0
2014-02-22,158.733,159.049,157.944,158.149,40350.0
2014-02-23,158.733,159.049,157.944,158.149,40350.0
2014-02-24,157.944,159.523,157.944,158.402,34050.0
2014-02-25,158.575,159.207,157.628,158.155,20100.0
2014-02-26,157.947,158.259,156.68,156.939,36150.0
2014-02-27,158.575,158.575,156.68,157.059,16800.0
2014-02-28,156.522,157.944,156.522,157.909,20700.0
2014-03-01,156.522,157.944,156.522,157.909,20700.0
2014-03-02,156.522,157.944,156.522,157.909,20700.0
2014-03-03,159.191,159.491,157.722,158.717,29400.0
2014-03-04,158.575,160.313,158.449,160.009,32100.0
2014-03-05,159.845,162.998,159.842,162.543,89550.0
2014-03-06,162.65,166.157,162.998,165.076,106650.0
2014-03-07,165.209,167.104,164.893,166.991,65700.0
2014-03-08,165.209,167.104,164.893,166.991,65700.0
2014-03-09,165.209,167.104,164.893,166.991,65700.0
2014-03-10,166.157,170.579,166.157,170.279,118350.0
2014-03-11,170.579,171.211,169.631,170.254,46500.0
2014-03-12,170.579,174.054,170.579,172.547,97950.0
2014-03-13,172.79,173.735,169.477,170.111,21300.0
2014-03-14,169.0,172.471,169.0,170.509,11700.0
2014-03-15,169.0,172.471,169.0,170.509,11700.0
2014-03-16,169.0,172.471,169.0,170.509,11700.0
2014-03-17,171.214,173.738,170.579,172.8,37500.0
2014-03-18,174.682,175.317,171.211,172.361,36600.0
2014-03-19,172.553,173.732,171.549,173.337,12300.0
2014-03-20,173.422,173.422,170.263,171.441,118200.0
2014-03-21,171.337,171.337,167.736,168.463,99450.0
2014-03-22,171.337,171.337,167.736,168.463,99450.0
2014-03-23,171.337,171.337,167.736,168.463,99450.0
2014-03-24,164.577,168.681,164.577,167.42,12300.0
2014-03-25,167.42,169.947,167.42,169.505,81000.0
2014-03-26,170.263,170.579,169.085,169.42,21450.0
2014-03-27,169.947,171.211,169.015,169.609,108900.0
2014-03-28,169.003,170.263,168.684,170.219,6450.0
2014-03-29,169.003,170.263,168.684,170.219,6450.0
2014-03-30,169.003,170.263,168.684,170.219,6450.0
2014-03-31,170.263,172.158,170.263,170.873,45750.0
2014-04-01,171.527,171.527,169.868,170.171,8550.0
2014-04-02,169.947,173.106,169.003,172.509,116250.0
2014-04-03,173.422,173.738,172.158,172.917,34950.0
2014-04-04,173.375,173.375,171.097,171.561,12900.0
2014-04-05,173.375,173.375,171.097,171.561,12900.0
2014-04-06,173.375,173.375,171.097,171.561,12900.0
2014-04-07,172.158,173.703,171.527,172.158,39150.0
2014-04-08,172.98,173.375,171.527,171.694,29400.0
2014-04-09,172.158,175.317,171.369,173.627,116850.0
2014-04-10,173.738,176.897,173.732,176.164,118200.0
2014-04-11,178.473,182.583,174.37,180.109,102150.0
2014-04-12,178.473,182.583,174.37,180.109,102150.0
2014-04-13,178.473,182.583,174.37,180.109,102150.0
2014-04-14,181.635,183.214,178.167,178.941,44400.0
2014-04-15,178.792,179.421,177.538,178.678,19800.0
2014-04-16,180.04,180.04,176.666,176.919,33450.0
2014-04-17,173.738,177.844,173.106,174.019,123450.0
2014-04-18,174.998,175.633,173.422,173.605,33750.0
2014-04-19,174.998,175.633,173.422,173.605,33750.0
2014-04-20,174.998,175.633,173.422,173.605,33750.0
2014-04-21,173.738,174.37,172.158,173.602,18300.0
2014-04-22,173.422,173.738,173.106,173.296,5550.0
2014-04-23,173.454,173.675,170.611,172.139,12000.0
2014-04-24,173.422,173.738,172.0,172.06,130650.0
2014-04-25,173.106,173.738,171.843,173.204,96750.0
2014-04-26,173.106,173.738,171.843,173.204,96750.0
2014-04-27,173.106,173.738,171.843,173.204,96750.0
2014-04-28,172.474,172.474,170.895,171.985,9450.0
2014-04-29,171.369,171.369,167.42,169.041,295650.0
2014-04-30,169.947,172.158,169.394,171.931,258150.0
2014-05-01,169.947,172.158,169.394,171.931,258150.0
2014-05-02,173.706,173.738,170.547,170.576,22650.0
2014-05-03,173.706,173.738,170.547,170.576,22650.0
2014-05-04,173.706,173.738,170.547,170.576,22650.0
2014-05-05,169.315,170.579,168.052,168.684,9750.0
2014-05-06,167.736,169.0,167.578,168.936,6000.0
2014-05-07,169.947,169.947,168.21,168.889,2400.0
2014-05-08,168.083,170.263,168.083,169.938,2550.0
2014-05-09,168.083,170.579,167.736,170.329,24450.0
2014-05-10,168.083,170.579,167.736,170.329,24450.0
2014-05-11,168.083,170.579,167.736,170.329,24450.0
2014-05-12,170.579,171.527,170.579,170.579,92100.0
2014-05-13,170.576,173.106,170.576,172.256,115200.0
2014-05-14,173.248,176.897,173.264,174.174,204900.0
2014-05-15,176.549,176.565,173.769,175.324,19800.0
2014-05-16,176.581,176.581,174.37,175.185,10800.0
2014-05-17,176.581,176.581,174.37,175.185,10800.0
2014-05-18,176.581,176.581,174.37,175.185,10800.0
2014-05-19,175.317,176.454,174.717,175.317,4650.0
2014-05-20,175.333,176.265,175.317,176.038,9750.0
2014-05-21,175.633,176.581,175.365,176.41,16350.0
2014-05-22,173.738,176.549,173.738,175.444,19200.0
2014-05-23,176.107,176.265,174.686,175.001,3600.0
2014-05-24,176.107,176.265,174.686,175.001,3600.0
2014-05-25,176.107,176.265,174.686,175.001,3600.0
2014-05-26,174.686,176.894,174.686,176.306,6000.0
2014-05-27,176.265,176.581,175.507,176.107,16350.0
2014-05-28,175.001,176.139,174.37,175.049,3900.0
2014-05-29,176.265,179.424,175.001,177.8,28200.0
2014-05-30,178.476,180.056,177.528,179.683,85350.0
2014-05-31,178.476,180.056,177.528,179.683,85350.0
2014-06-01,178.476,180.056,177.528,179.683,85350.0
2014-06-02,176.897,181.951,176.897,179.793,15600.0
2014-06-03,179.74,181.635,174.37,179.882,31050.0
2014-06-04,178.792,180.056,173.738,178.476,16500.0
2014-06-05,178.792,184.794,177.528,182.974,275100.0
2014-06-06,184.317,186.37,184.317,184.794,11250.0
2014-06-07,184.317,186.37,184.317,184.794,11250.0
2014-06-08,184.317,186.37,184.317,184.794,11250.0
2014-06-09,181.635,184.759,181.635,182.687,62700.0
2014-06-10,183.214,183.846,182.267,183.246,32400.0
2014-06-11,184.636,184.794,183.53,184.791,20250.0
2014-06-12,184.794,185.584,183.23,184.715,47700.0
2014-06-13,181.003,184.478,181.003,183.221,51600.0
2014-06-14,181.003,184.478,181.003,183.221,51600.0
2014-06-15,181.003,184.478,181.003,183.221,51600.0
2014-06-16,183.214,183.214,182.583,182.899,13650.0
2014-06-17,183.372,184.162,181.951,181.951,19500.0
2014-06-18,181.635,182.267,180.371,181.142,53100.0
2014-06-19,178.681,180.056,176.897,179.62,45300.0
2014-06-20,180.403,183.214,178.476,180.409,18450.0
2014-06-21,180.403,183.214,178.476,180.409,18450.0
2014-06-22,180.403,183.214,178.476,180.409,18450.0
2014-06-23,178.476,181.319,178.476,181.319,4650.0
2014-06-24,182.526,183.211,181.635,182.583,26700.0
2014-06-25,183.199,184.633,182.267,184.127,29850.0
2014-06-26,183.218,185.742,183.214,184.889,46050.0
2014-06-27,186.373,186.373,184.478,184.747,12900.0
2014-06-28,186.373,186.373,184.478,184.747,12900.0
2014-06-29,186.373,186.373,184.478,184.747,12900.0
2014-06-30,184.791,187.95,184.791,186.32,48900.0
2014-07-01,185.426,186.373,185.426,186.373,16800.0
2014-07-02,186.354,186.354,186.354,186.354,75.0
2014-07-03,183.688,192.691,183.214,188.9,22650.0
2014-07-04,191.112,191.112,186.692,187.533,6525.0
2014-07-05,191.112,191.112,186.692,187.533,6525.0
2014-07-06,191.112,191.112,186.692,187.533,6525.0
2014-07-07,187.005,187.321,186.689,186.689,3075.0
2014-07-08,185.584,186.689,184.794,186.689,29925.0
2014-07-09,184.794,186.689,183.214,186.585,15375.0
2014-07-10,186.373,186.689,186.373,186.373,5025.0
2014-07-11,186.373,187.953,186.373,187.874,15600.0
2014-07-12,186.373,187.953,186.373,187.874,15600.0
2014-07-13,186.373,187.953,186.373,187.874,15600.0
2014-07-14,187.005,189.532,187.005,189.469,10575.0
2014-07-15,187.337,189.532,187.337,189.479,32400.0
2014-07-16,189.532,189.532,187.953,187.956,3150.0
2014-07-17,189.529,190.796,187.643,189.548,27150.0
2014-07-18,190.006,191.093,189.532,189.981,1425.0
2014-07-19,190.006,191.093,189.532,189.981,1425.0
2014-07-20,190.006,191.093,189.532,189.981,1425.0
2014-07-21,190.793,190.796,188.9,189.532,6750.0
2014-07-22,189.532,189.532,189.532,189.532,2400.0
2014-07-23,189.532,189.532,188.458,189.532,6675.0
2014-07-24,189.497,189.532,189.469,189.504,7425.0
2014-07-25,189.497,189.532,189.469,189.504,7425.0
2014-07-26,189.497,189.532,189.469,189.504,7425.0
2014-07-27,189.497,189.532,189.469,189.504,7425.0
2014-07-28,188.742,189.532,188.742,188.9,2625.0
2014-07-29,188.742,189.532,188.742,188.9,2625.0
2014-07-30,188.742,189.532,188.742,188.9,2625.0
2014-07-31,188.742,189.532,188.742,188.9,2625.0
2014-08-01,188.742,189.532,188.742,188.9,2625.0
2014-08-02,188.742,189.532,188.742,188.9,2625.0
2014-08-03,188.742,189.532,188.742,188.9,2625.0
2014-08-04,188.9,188.9,185.742,186.206,24450.0
2014-08-05,186.373,191.112,184.478,188.496,24150.0
2014-08-06,186.847,187.905,184.478,186.358,6075.0
2014-08-07,185.11,188.269,185.11,186.373,7050.0
2014-08-08,186.373,188.585,184.51,185.587,88800.0
2014-08-09,186.373,188.585,184.51,185.587,88800.0
2014-08-10,186.373,188.585,184.51,185.587,88800.0
2014-08-11,178.634,181.635,176.328,179.228,52950.0
2014-08-12,180.056,186.373,180.056,184.617,33975.0
2014-08-13,183.53,187.7,183.53,186.411,33450.0
2014-08-14,183.53,187.7,183.53,186.411,33450.0
2014-08-15,183.214,186.373,177.528,181.802,148200.0
2014-08-16,183.214,186.373,177.528,181.802,148200.0
2014-08-17,183.214,186.373,177.528,181.802,148200.0
2014-08-18,178.479,183.214,177.528,178.941,295575.0
2014-08-19,178.792,179.108,173.106,174.793,89625.0
2014-08-20,175.001,177.528,175.001,176.341,11775.0
2014-08-21,180.653,180.656,178.476,179.822,61725.0
2014-08-22,180.135,181.632,177.844,178.723,10575.0
2014-08-23,180.135,181.632,177.844,178.723,10575.0
2014-08-24,180.135,181.632,177.844,178.723,10575.0
2014-08-25,178.792,180.056,176.897,177.427,25350.0
2014-08-26,176.581,178.473,173.738,173.956,66525.0
2014-08-27,173.738,176.897,169.003,173.665,107625.0
2014-08-28,172.158,176.897,172.158,175.557,16950.0
2014-08-29,181.319,184.317,173.738,175.731,266100.0
2014-08-30,181.319,184.317,173.738,175.731,266100.0
2014-08-31,181.319,184.317,173.738,175.731,266100.0
2014-09-01,176.107,176.897,172.158,174.401,62175.0
2014-09-02,176.792,179.424,176.897,178.893,37875.0
2014-09-03,180.687,181.632,177.408,181.335,53400.0
2014-09-04,181.951,183.527,181.322,181.667,58500.0
2014-09-05,181.493,183.372,181.493,182.69,38925.0
2014-09-06,181.493,183.372,181.493,182.69,38925.0
2014-09-07,181.493,183.372,181.493,182.69,38925.0
2014-09-08,183.327,186.538,183.243,183.606,82950.0
2014-09-09,183.75,187.908,183.75,187.021,44775.0
2014-09-10,187.908,189.24,186.242,188.81,52425.0
2014-09-11,187.258,191.233,185.619,186.438,121275.0
2014-09-12,186.575,188.907,186.575,188.387,305925.0
2014-09-13,186.575,188.907,186.575,188.387,305925.0
2014-09-14,186.575,188.907,186.575,188.387,305925.0
2014-09-15,186.575,186.975,185.915,186.568,21150.0
2014-09-16,186.575,186.575,184.576,184.809,210450.0
2014-09-17,183.61,184.909,181.607,183.816,52725.0
2014-09-18,183.576,184.909,181.611,184.859,73200.0
2014-09-19,183.35,183.35,182.61,182.97,5925.0
2014-09-20,183.35,183.35,182.61,182.97,5925.0
2014-09-21,183.35,183.35,182.61,182.97,5925.0
2014-09-22,183.247,184.569,181.911,182.594,5325.0
2014-09-23,181.917,187.408,181.914,185.276,127275.0
2014-09-24,186.575,187.908,183.243,183.603,77775.0
2014-09-25,182.843,183.243,181.577,182.987,27600.0
2014-09-26,182.987,184.193,179.912,181.814,46200.0
2014-09-27,182.987,184.193,179.912,181.814,46200.0
2014-09-28,182.987,184.193,179.912,181.814,46200.0
2014-09-29,180.411,182.91,179.912,180.411,14475.0
2014-09-30,180.911,180.944,179.908,180.788,81300.0
2014-10-01,181.577,181.577,179.912,180.408,9525.0
2014-10-02,182.267,182.267,179.245,180.088,9075.0
2014-10-03,180.088,181.911,180.088,181.754,16650.0
2014-10-04,180.088,181.911,180.088,181.754,16650.0
2014-10-05,180.088,181.911,180.088,181.754,16650.0
2014-10-06,180.088,181.911,180.088,181.754,16650.0
2014-10-07,180.088,181.911,180.088,181.754,16650.0
2014-10-08,180.088,181.911,180.088,181.754,16650.0
2014-10-09,182.244,182.244,181.577,181.971,13875.0
2014-10-10,181.577,182.577,181.577,182.097,34800.0
2014-10-11,181.577,182.577,181.577,182.097,34800.0
2014-10-12,181.577,182.577,181.577,182.097,34800.0
2014-10-13,181.911,185.092,181.911,184.076,268125.0
2014-10-14,183.243,183.61,182.91,183.55,64050.0
2014-10-15,181.594,181.577,176.98,179.572,45450.0
2014-10-16,179.912,179.912,175.98,177.226,45975.0
2014-10-17,178.912,178.912,176.646,177.05,5775.0
2014-10-18,178.912,178.912,176.646,177.05,5775.0
2014-10-19,178.912,178.912,176.646,177.05,5775.0
2014-10-20,176.58,176.58,172.748,173.481,17100.0
2014-10-21,173.248,177.579,172.582,174.201,30525.0
2014-10-22,174.914,175.58,173.581,174.138,21375.0
2014-10-23,173.581,174.214,172.269,172.352,12225.0
2014-10-24,177.913,180.968,173.581,180.355,160200.0
2014-10-25,177.913,180.968,173.581,180.355,160200.0
2014-10-26,177.913,180.968,173.581,180.355,160200.0
2014-10-27,179.912,183.243,176.58,179.838,286950.0
2014-10-28,180.245,180.645,179.578,179.578,7800.0
2014-10-29,181.144,181.144,177.579,178.549,14550.0
2014-10-30,179.578,183.573,178.246,181.181,224700.0
2014-10-31,185.575,190.24,184.576,189.16,360825.0
2014-11-01,185.575,190.24,184.576,189.16,360825.0
2014-11-02,185.575,190.24,184.576,189.16,360825.0
2014-11-03,185.575,190.24,184.576,189.16,360825.0
2014-11-04,185.575,190.24,184.576,189.16,360825.0
2014-11-05,184.243,188.574,184.243,186.745,107475.0
2014-11-06,186.575,188.241,184.243,187.228,127425.0
2014-11-07,188.207,188.574,186.075,188.281,64275.0
2014-11-08,188.207,188.574,186.075,188.281,64275.0
2014-11-09,188.207,188.574,186.075,188.281,64275.0
2014-11-10,188.241,192.239,188.907,190.58,104400.0
2014-11-11,191.572,192.905,190.273,191.249,41025.0
2014-11-12,189.91,193.405,189.907,191.256,223650.0
2014-11-13,191.906,192.572,189.907,190.17,58350.0
2014-11-14,189.99,189.99,183.277,186.468,57000.0
2014-11-15,189.99,189.99,183.277,186.468,57000.0
2014-11-16,189.99,189.99,183.277,186.468,57000.0
2014-11-17,187.241,191.572,186.245,190.576,129900.0
2014-11-18,193.905,193.905,190.573,191.896,84975.0
2014-11-19,191.572,193.238,188.574,188.954,149250.0
2014-11-20,188.237,188.237,183.243,185.302,20475.0
2014-11-21,188.241,188.241,184.942,185.182,17550.0
2014-11-22,188.241,188.241,184.942,185.182,17550.0
2014-11-23,188.241,188.241,184.942,185.182,17550.0
2014-11-24,185.309,186.235,183.91,183.91,6750.0
2014-11-25,184.243,186.568,183.327,184.579,62175.0
2014-11-26,188.174,188.174,183.743,185.359,39525.0
2014-11-27,184.109,184.909,183.593,183.713,11700.0
2014-11-28,181.581,188.204,181.577,186.452,171675.0
2014-11-29,181.581,188.204,181.577,186.452,171675.0
2014-11-30,181.581,188.204,181.577,186.452,171675.0
2014-12-01,180.578,183.243,180.578,181.061,90225.0
