,RHI US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,11.8369
2020-01-02,11.9494
2020-01-03,11.8669
2020-01-04,11.8669
2020-01-05,11.8669
2020-01-06,11.7732
2020-01-07,11.7807
2020-01-08,11.7939
2020-01-09,11.9138
2020-01-10,11.8238
2020-01-11,11.8238
2020-01-12,11.8238
2020-01-13,11.7114
2020-01-14,11.7358
2020-01-15,11.8126
2020-01-16,11.8988
2020-01-17,11.8725
2020-01-18,11.8725
2020-01-19,11.8725
2020-01-20,11.8725
2020-01-21,11.7302
2020-01-22,11.6814
2020-01-23,11.7227
2020-01-24,11.6121
2020-01-25,11.6121
2020-01-26,11.6121
2020-01-27,11.4679
2020-01-28,11.4435
2020-01-29,11.4435
2020-01-30,11.3648
2020-01-31,10.9039
2020-02-01,10.9039
2020-02-02,10.9039
2020-02-03,10.9133
2020-02-04,11.1306
2020-02-05,11.4585
2020-02-06,11.2599
2020-02-07,11.1025
2020-02-08,11.1025
2020-02-09,11.1025
2020-02-10,11.1306
2020-02-11,11.2505
2020-02-12,11.4566
2020-02-13,11.3217
2020-02-14,11.1894
2020-02-15,11.1894
2020-02-16,11.1894
2020-02-17,11.1894
2020-02-18,11.0371
2020-02-19,11.0594
2020-02-20,11.0148
2020-02-21,11.0055
2020-02-22,11.0055
2020-02-23,11.0055
2020-02-24,10.5336
2020-02-25,9.9372
2020-02-26,9.7143
2020-02-27,9.4356
2020-02-28,9.3706
2020-02-29,9.3706
2020-03-01,9.3706
2020-03-02,9.4932
2020-03-03,9.0046
2020-03-04,9.3279
2020-03-05,8.8653
2020-03-06,9.1198
2020-03-07,9.1198
2020-03-08,9.1198
2020-03-09,8.3042
2020-03-10,8.9415
2020-03-11,8.6461
2020-03-12,8.098
2020-03-13,8.7798
2020-03-14,8.7798
2020-03-15,8.7798
2020-03-16,8.0757
2020-03-17,7.706
2020-03-18,7.3215
2020-03-19,7.1022
2020-03-20,6.5077
2020-03-21,6.5077
2020-03-22,6.5077
2020-03-23,6.3535
2020-03-24,7.2843
2020-03-25,7.4125
2020-03-26,8.0794
2020-03-27,7.2527
2020-03-28,7.2527
2020-03-29,7.2527
2020-03-30,7.4942
2020-03-31,7.2318
2020-04-01,7.3118
2020-04-02,7.247
2020-04-03,7.2737
2020-04-04,7.2737
2020-04-05,7.2737
2020-04-06,7.308
2020-04-07,7.6926
2020-04-08,7.9268
2020-04-09,8.2848
2020-04-10,8.2848
2020-04-11,8.2848
2020-04-12,8.2848
2020-04-13,7.8373
2020-04-14,7.9916
2020-04-15,7.8591
2020-04-16,7.7111
2020-04-17,8.2501
2020-04-18,8.2501
2020-04-19,8.2501
2020-04-20,7.861
2020-04-21,7.8819
2020-04-22,7.8914
2020-04-23,8.3525
2020-04-24,8.4057
2020-04-25,8.4057
2020-04-26,8.4057
2020-04-27,8.6809
2020-04-28,8.8308
2020-04-29,9.2085
2020-04-30,9.0149
2020-05-01,8.4664
2020-05-02,8.4664
2020-05-03,8.4664
2020-05-04,8.424
2020-05-05,8.4524
2020-05-06,8.3633
2020-05-07,8.6041
2020-05-08,9.0249
2020-05-09,9.0249
2020-05-10,9.0249
2020-05-11,8.8448
2020-05-12,8.5472
2020-05-13,8.2989
2020-05-14,8.4998
2020-05-15,8.6003
2020-05-16,8.6003
2020-05-17,8.6003
2020-05-18,9.2505
2020-05-19,9.1746
2020-05-20,9.3301
2020-05-21,9.2372
2020-05-22,9.0306
2020-05-23,9.0306
2020-05-24,9.0306
2020-05-25,9.0306
2020-05-26,9.6296
2020-05-27,9.8589
2020-05-28,9.7926
2020-05-29,9.6618
2020-05-30,9.6618
2020-05-31,9.6618
2020-06-01,9.8684
2020-06-02,10.1243
2020-06-03,10.4883
2020-06-04,10.6323
2020-06-05,11.0171
2020-06-06,11.0171
2020-06-07,11.0171
2020-06-08,11.4019
2020-06-09,11.002
2020-06-10,10.5565
2020-06-11,9.7319
2020-06-12,9.7661
2020-06-13,9.7661
2020-06-14,9.7661
2020-06-15,9.8248
2020-06-16,9.9708
2020-06-17,9.9992
2020-06-18,9.84
2020-06-19,9.73
2020-06-20,9.73
2020-06-21,9.73
2020-06-22,9.7585
2020-06-23,9.8855
2020-06-24,9.4211
2020-06-25,9.586
2020-06-26,9.6353
2020-06-27,9.6353
2020-06-28,9.6353
2020-06-29,9.8684
2020-06-30,11.5878
2020-07-01,11.2827
2020-07-02,11.3351
2020-07-03,11.3351
2020-07-04,11.3351
2020-07-05,11.3351
2020-07-06,11.4922
2020-07-07,11.0779
2020-07-08,11.0642
2020-07-09,10.7774
2020-07-10,11.0983
2020-07-11,11.0983
2020-07-12,11.0983
2020-07-13,11.2964
2020-07-14,11.3966
2020-07-15,11.8769
2020-07-16,12.0066
2020-07-17,11.8905
2020-07-18,11.8905
2020-07-19,11.8905
2020-07-20,11.6447
2020-07-21,11.7631
2020-07-22,11.7517
2020-07-23,11.82
2020-07-24,11.565
2020-07-25,11.565
2020-07-26,11.565
2020-07-27,11.4717
2020-07-28,11.2031
2020-07-29,11.3874
2020-07-30,11.1553
2020-07-31,11.1416
2020-08-01,11.1416
2020-08-02,11.1416
2020-08-03,11.1745
2020-08-04,11.359
2020-08-05,11.6778
2020-08-06,11.5844
2020-08-07,11.762
2020-08-08,11.762
2020-08-09,11.762
2020-08-10,12.1081
2020-08-11,12.3176
2020-08-12,12.4315
2020-08-13,12.4019
2020-08-14,12.4565
2020-08-15,12.4565
2020-08-16,12.4565
2020-08-17,12.5112
2020-08-18,12.502
2020-08-19,12.4747
2020-08-20,12.3381
2020-08-21,12.165
2020-08-22,12.165
2020-08-23,12.165
2020-08-24,12.3563
2020-08-25,12.0284
2020-08-26,11.8508
2020-08-27,11.8554
2020-08-28,11.8554
2020-08-29,11.8554
2020-08-30,11.8554
2020-08-31,11.6755
2020-09-01,11.7301
2020-09-02,12.0694
2020-09-03,11.68
2020-09-04,11.6755
2020-09-05,11.6755
2020-09-06,11.6755
2020-09-07,11.6755
2020-09-08,11.3681
2020-09-09,11.4956
2020-09-10,11.17
2020-09-11,11.3453
2020-09-12,11.3453
2020-09-13,11.3453
2020-09-14,11.7438
2020-09-15,11.8508
2020-09-16,11.8736
2020-09-17,11.8326
2020-09-18,11.7825
2020-09-19,11.7825
2020-09-20,11.7825
2020-09-21,11.3954
2020-09-22,11.5411
2020-09-23,11.3066
2020-09-24,11.3476
2020-09-25,11.5138
2020-09-26,11.5138
2020-09-27,11.5138
2020-09-28,11.6846
2020-09-29,11.532
2020-09-30,13.0243
2020-10-01,12.921
2020-10-02,13.4452
2020-10-03,13.4452
2020-10-04,13.4452
2020-10-05,13.7112
2020-10-06,13.5744
2020-10-07,14.0908
2020-10-08,14.2638
2020-10-09,14.3671
2020-10-10,14.3671
2020-10-11,14.3671
2020-10-12,14.5298
2020-10-13,14.3155
2020-10-14,14.0908
2020-10-15,14.0185
2020-10-16,13.985
2020-10-17,13.985
2020-10-18,13.985
2020-10-19,13.6673
2020-10-20,13.892
2020-10-21,13.6389
2020-10-22,13.8972
2020-10-23,12.6964
2020-10-24,12.6964
2020-10-25,12.6964
2020-10-26,12.5079
2020-10-27,12.3555
2020-10-28,11.9604
2020-10-29,12.1231
2020-10-30,12.4433
2020-10-31,12.4433
2020-11-01,12.4433
2020-11-02,12.6047
2020-11-03,12.8563
2020-11-04,12.4892
2020-11-05,12.7613
2020-11-06,12.6381
2020-11-07,12.6381
2020-11-08,12.6381
2020-11-09,15.3007
2020-11-10,15.7936
2020-11-11,15.5215
2020-11-12,15.1415
2020-11-13,15.578
2020-11-14,15.578
2020-11-15,15.578
2020-11-16,16.3457
2020-11-17,16.1788
2020-11-18,16.1377
2020-11-19,15.3546
2020-11-20,15.0131
2020-11-21,15.0131
2020-11-22,15.0131
2020-11-23,16.148
2020-11-24,16.433
2020-11-25,16.2558
2020-11-26,16.2558
