,HSY US Equity
2023-03-18,24.0029
2023-03-19,24.0029
2023-03-20,24.1283
2023-03-21,24.0065
2023-03-22,23.9659
2023-03-23,24.0778
2023-03-24,24.428
2023-03-25,24.428
2023-03-26,24.428
2023-03-27,24.7023
2023-03-28,24.8828
2023-03-29,24.8558
2023-03-30,24.918
2023-03-31,24.1367
2023-04-01,24.1367
2023-04-02,24.1367
2023-04-03,24.3765
2023-04-04,24.4559
2023-04-05,24.5745
2023-04-06,24.6433
2023-04-07,24.6433
2023-04-08,24.6433
2023-04-09,24.6433
2023-04-10,24.5455
2023-04-11,24.5795
2023-04-12,24.5332
2023-04-13,24.48
2023-04-14,24.3298
2023-04-15,24.3298
2023-04-16,24.3298
2023-04-17,24.5699
2023-04-18,24.6197
2023-04-19,24.4188
2023-04-20,24.6913
2023-04-21,24.7288
2023-04-22,24.7288
2023-04-23,24.7288
2023-04-24,24.7419
2023-04-25,24.9148
2023-04-26,24.8074
2023-04-27,25.829
2023-04-28,25.8054
2023-04-29,25.8054
2023-04-30,25.8054
2023-05-01,26.0929
2023-05-02,25.9138
2023-05-03,25.9059
2023-05-04,25.9435
2023-05-05,26.0037
2023-05-06,26.0037
2023-05-07,26.0037
2023-05-08,25.9548
2023-05-09,25.8945
2023-05-10,25.898
2023-05-11,25.9557
2023-05-12,25.9382
2023-05-13,25.9382
2023-05-14,25.9382
2023-05-15,25.5783
2023-05-16,25.4708
2023-05-17,25.3197
2023-05-18,25.2621
2023-05-19,25.1922
2023-05-20,25.1922
2023-05-21,25.1922
2023-05-22,24.9161
2023-05-23,24.8759
2023-05-24,24.8803
2023-05-25,24.6977
2023-05-26,24.4653
2023-05-27,24.4653
2023-05-28,24.4653
2023-05-29,24.4653
2023-05-30,24.3474
2023-05-31,24.6383
2023-06-01,24.6348
2023-06-02,24.744
2023-06-03,24.744
2023-06-04,24.744
2023-06-05,24.6191
2023-06-06,24.253
2023-06-07,24.0705
2023-06-08,24.2382
2023-06-09,24.2993
2023-06-10,24.2993
2023-06-11,24.2993
2023-06-12,24.2443
2023-06-13,24.4662
2023-06-14,24.7161
2023-06-15,24.7396
2023-06-16,24.7274
2023-06-17,24.7274
2023-06-18,24.7274
2023-06-19,24.7274
2023-06-20,24.53
2023-06-21,24.5675
2023-06-22,24.6916
2023-06-23,24.585
2023-06-24,24.585
2023-06-25,24.585
2023-06-26,24.6235
2023-06-27,24.6566
2023-06-28,23.7551
2023-06-29,23.6756
2023-06-30,22.8617
2023-07-01,22.8617
2023-07-02,22.8617
2023-07-03,23.0315
2023-07-04,23.0315
2023-07-05,22.7873
2023-07-06,22.6995
2023-07-07,22.2997
2023-07-08,22.2997
2023-07-09,22.2997
2023-07-10,22.2102
2023-07-11,22.1525
2023-07-12,21.9501
2023-07-13,21.9233
2023-07-14,21.9559
2023-07-15,21.9559
2023-07-16,21.9559
2023-07-17,22.0044
2023-07-18,22.037
2023-07-19,22.2729
2023-07-20,22.5205
2023-07-21,22.6058
2023-07-22,22.6058
2023-07-23,22.6058
2023-07-24,22.5372
2023-07-25,22.385
2023-07-26,22.0872
2023-07-27,21.5184
2023-07-28,21.6924
2023-07-29,21.6924
2023-07-30,21.6924
2023-07-31,21.3302
2023-08-01,21.2699
2023-08-02,21.4874
2023-08-03,21.3067
2023-08-04,21.0725
2023-08-05,21.0725
2023-08-06,21.0725
2023-08-07,21.1268
2023-08-08,20.7437
2023-08-09,20.8566
2023-08-10,20.701
2023-08-11,20.6826
2023-08-12,20.6826
2023-08-13,20.6826
2023-08-14,20.7487
2023-08-15,20.4433
2023-08-16,20.3412
2023-08-17,20.1764
2023-08-18,20.2818
2023-08-19,20.2818
2023-08-20,20.2818
2023-08-21,20.0735
2023-08-22,19.8693
2023-08-23,19.9923
2023-08-24,19.8719
2023-08-25,20.1588
2023-08-26,20.1588
2023-08-27,20.1588
2023-08-28,20.2174
2023-08-29,20.1906
2023-08-30,20.1588
2023-08-31,19.9538
2023-09-01,19.8693
2023-09-02,19.8693
2023-09-03,19.8693
2023-09-04,19.8693
2023-09-05,19.7229
2023-09-06,19.5799
2023-09-07,19.4627
2023-09-08,19.4661
2023-09-09,19.4661
2023-09-10,19.4661
2023-09-11,19.7171
2023-09-12,19.3456
2023-09-13,19.523
2023-09-14,19.697
2023-09-15,19.7447
2023-09-16,19.7447
2023-09-17,19.7447
2023-09-18,19.753
2023-09-19,19.4694
2023-09-20,19.6585
2023-09-21,19.3924
2023-09-22,19.3749
2023-09-23,19.3749
2023-09-24,19.3749
2023-09-25,19.2101
2023-09-26,19.1456
2023-09-27,18.9248
2023-09-28,18.8645
2023-09-29,17.3376
2023-09-30,17.3376
2023-10-01,17.3376
2023-10-02,17.2546
2023-10-03,17.1125
2023-10-04,17.2476
2023-10-05,16.9829
2023-10-06,16.9464
2023-10-07,16.9464
2023-10-08,16.9464
2023-10-09,16.9992
2023-10-10,16.8921
2023-10-11,16.6926
2023-10-12,16.3728
2023-10-13,16.622
2023-10-14,16.622
2023-10-15,16.622
2023-10-16,16.6973
2023-10-17,16.615
2023-10-18,16.6484
2023-10-19,16.6778
2023-10-20,16.6282
2023-10-21,16.6282
2023-10-22,16.6282
2023-10-23,16.4931
2023-10-24,16.5777
2023-10-25,16.9022
2023-10-26,16.4836
2023-10-27,16.1001
2023-10-28,16.1001
2023-10-29,16.1001
2023-10-30,16.2453
2023-10-31,16.3517
2023-11-01,16.3905
2023-11-02,16.5225
2023-11-03,16.4014
2023-11-04,16.4014
2023-11-05,16.4014
2023-11-06,16.3757
2023-11-07,16.3625
2023-11-08,16.4813
2023-11-09,16.4503
2023-11-10,16.6723
2023-11-11,16.6723
2023-11-12,16.6723
2023-11-13,16.9223
2023-11-14,17.166
2023-11-15,17.0014
2023-11-16,17.0108
2023-11-17,17.0232
2023-11-18,17.0232
2023-11-19,17.0232
2023-11-20,16.7957
2023-11-21,16.6032
2023-11-22,16.6824
2023-11-23,16.6824
2023-11-24,16.6878
2023-11-25,16.6878
2023-11-26,16.6878
2023-11-27,16.4332
2023-11-28,16.479
2023-11-29,16.2251
2023-11-30,16.3959
2023-12-01,16.6335
2023-12-02,16.6335
2023-12-03,16.6335
2023-12-04,16.6055
2023-12-05,16.3967
2023-12-06,16.4953
2023-12-07,16.4844
2023-12-08,16.2267
2023-12-09,16.2267
2023-12-10,16.2267
2023-12-11,16.2686
2023-12-12,16.1452
2023-12-13,16.4635
2023-12-14,16.2632
2023-12-15,15.9138
2023-12-16,15.9138
2023-12-17,15.9138
2023-12-18,15.9565
2023-12-19,15.979
2023-12-20,15.7438
2023-12-21,15.8587
2023-12-22,15.9767
2023-12-23,15.9767
2023-12-24,15.9767
2023-12-25,15.9767
2023-12-26,16.045
2023-12-27,16.0854
2023-12-28,16.1001
2023-12-29,16.6602
2023-12-30,16.6602
2023-12-31,16.6602
2024-01-01,16.6602
2024-01-02,17.1046
2024-01-03,17.0895
2024-01-04,16.983
2024-01-05,16.7556
2024-01-06,16.7556
2024-01-07,16.7556
2024-01-08,17.0585
2024-01-09,17.1889
2024-01-10,16.9146
2024-01-11,16.9758
2024-01-12,16.9941
2024-01-13,16.9941
2024-01-14,16.9941
2024-01-15,16.9941
2024-01-16,17.0649
2024-01-17,17.0657
2024-01-18,17.0601
2024-01-19,16.9798
2024-01-20,16.9798
2024-01-21,16.9798
2024-01-22,16.8049
2024-01-23,17.1046
2024-01-24,16.8884
2024-01-25,16.8923
2024-01-26,16.9599
2024-01-27,16.9599
2024-01-28,16.9599
2024-01-29,17.1651
2024-01-30,17.53
2024-01-31,17.2247
2024-02-01,17.6135
2024-02-02,17.5523
2024-02-03,17.5523
2024-02-04,17.5523
2024-02-05,17.4513
2024-02-06,17.3233
2024-02-07,17.2819
2024-02-08,17.922
2024-02-09,17.3766
2024-02-10,17.3766
2024-02-11,17.3766
2024-02-12,17.239
2024-02-13,17.3281
2024-02-14,17.0426
2024-02-15,17.1484
2024-02-16,17.0355
2024-02-17,17.0355
2024-02-18,17.0355
2024-02-19,17.0355
2024-02-20,17.1858
2024-02-21,17.1002
2024-02-22,17.1834
2024-02-23,17.2064
2024-02-24,17.2064
2024-02-25,17.2064
2024-02-26,16.7925
2024-02-27,16.6783
2024-02-28,16.6022
2024-02-29,16.7378
2024-03-01,16.7481
2024-03-02,16.7481
2024-03-03,16.7481
2024-03-04,16.427
2024-03-05,16.7093
2024-03-06,17.1271
2024-03-07,17.1026
2024-03-08,17.2643
2024-03-09,17.2643
2024-03-10,17.2643
2024-03-11,17.618
2024-03-12,17.4158
2024-03-13,17.3698
2024-03-14,17.304
2024-03-15,17.1834
2024-03-16,17.1834
2024-03-17,17.1834
2024-03-18,17.4618
2024-03-19,17.8717
2024-03-20,17.5395
2024-03-21,17.641
2024-03-22,17.5363
2024-03-23,17.5363
2024-03-24,17.5363
2024-03-25,17.0819
2024-03-26,16.9741
2024-03-27,17.2166
2024-03-28,17.2793
2024-03-29,17.2793
2024-03-30,17.2793
2024-03-31,17.2793
2024-04-01,17.5787
2024-04-02,17.7597
2024-04-03,17.3087
2024-04-04,17.3945
2024-04-05,17.219
2024-04-06,17.219
2024-04-07,17.219
2024-04-08,17.2547
