,TERP US Equity
2020-03-26,92.927
2020-03-27,91.2495
2020-03-28,91.2495
2020-03-29,91.2495
2020-03-30,91.7687
2020-03-31,96.1675
2020-04-01,94.0183
2020-04-02,94.2372
2020-04-03,94.0581
2020-04-04,94.0581
2020-04-05,94.0581
2020-04-06,96.6053
2020-04-07,96.9834
2020-04-08,98.1177
2020-04-09,98.5555
2020-04-10,98.5555
2020-04-11,98.5555
2020-04-12,98.5555
2020-04-13,98.2968
2020-04-14,99.0132
2020-04-15,97.8988
2020-04-16,98.0978
2020-04-17,99.6301
2020-04-18,99.6301
2020-04-19,99.6301
2020-04-20,98.7545
2020-04-21,97.063
2020-04-22,97.5207
2020-04-23,97.3217
2020-04-24,97.461
2020-04-25,97.461
2020-04-26,97.461
2020-04-27,98.8142
2020-04-28,99.1127
2020-04-29,100.2868
2020-04-30,99.252
2020-05-01,98.257
2020-05-02,98.257
2020-05-03,98.257
2020-05-04,97.4212
2020-05-05,98.3167
2020-05-06,99.053
2020-05-07,99.8888
2020-05-08,101.3016
2020-05-09,101.3016
2020-05-10,101.3016
2020-05-11,102.1971
2020-05-12,101.4111
2020-05-13,100.3664
2020-05-14,100.446
2020-05-15,99.7495
2020-05-16,99.7495
2020-05-17,99.7495
2020-05-18,103.1324
2020-05-19,101.2021
2020-05-20,101.6598
2020-05-21,101.3016
2020-05-22,101.2419
2020-05-23,101.2419
2020-05-24,101.2419
2020-05-25,101.2419
2020-05-26,102.615
2020-05-27,101.5404
2020-05-28,101.0827
2020-05-29,101.3613
2020-05-30,101.3613
2020-05-31,101.3613
2020-06-01,101.222
2020-06-02,101.7394
2020-06-03,102.0379
2020-06-04,101.0628
2020-06-05,101.3812
2020-06-06,101.3812
2020-06-07,101.3812
2020-06-08,102.6946
2020-06-09,102.615
2020-06-10,102.2767
2020-06-11,99.6301
2020-06-12,99.8888
2020-06-13,99.8888
2020-06-14,99.8888
2020-06-15,101.1225
2020-06-16,101.3613
2020-06-17,101.9384
2020-06-18,101.8588
2020-06-19,102.5951
2020-06-20,102.5951
2020-06-21,102.5951
2020-06-22,102.7742
2020-06-23,103.1623
2020-06-24,101.222
2020-06-25,101.5205
2020-06-26,100.7444
2020-06-27,100.7444
2020-06-28,100.7444
2020-06-29,100.8041
2020-06-30,98.1689
2020-07-01,98.6135
2020-07-02,99.4832
2020-07-03,99.4832
2020-07-04,99.4832
2020-07-05,99.4832
2020-07-06,99.6572
2020-07-07,99.6378
2020-07-08,100.0631
2020-07-09,100.0051
2020-07-10,99.7152
2020-07-11,99.7152
2020-07-12,99.7152
2020-07-13,99.9664
2020-07-14,101.6866
2020-07-15,103.1652
2020-07-16,102.6916
2020-07-17,104.4891
2020-07-18,104.4891
2020-07-19,104.4891
2020-07-20,104.3152
2020-07-21,104.6824
2020-07-22,104.1605
2020-07-23,103.2521
2020-07-24,101.6479
2020-07-25,101.6479
2020-07-26,101.6479
2020-07-27,101.3
2020-07-28,100.6815
2020-07-29,102.7496
2020-07-30,99.9278
2020-07-31,99.9278
2020-08-01,99.9278
2020-08-02,99.9278
2020-08-03,99.9278
2020-08-04,99.9278
2020-08-05,99.9278
2020-08-06,99.9278
2020-08-07,99.9278
2020-08-08,99.9278
2020-08-09,99.9278
2020-08-10,99.9278
2020-08-11,99.9278
2020-08-12,99.9278
2020-08-13,99.9278
2020-08-14,99.9278
2020-08-15,99.9278
2020-08-16,99.9278
2020-08-17,99.9278
2020-08-18,99.9278
2020-08-19,99.9278
2020-08-20,99.9278
2020-08-21,99.9278
2020-08-22,99.9278
2020-08-23,99.9278
2020-08-24,99.9278
2020-08-25,99.9278
2020-08-26,99.9278
2020-08-27,99.9278
2020-08-28,99.9278
2020-08-29,99.9278
2020-08-30,99.9278
2020-08-31,99.9278
2020-09-01,99.9278
2020-09-02,99.9278
2020-09-03,99.9278
2020-09-04,99.9278
2020-09-05,99.9278
2020-09-06,99.9278
2020-09-07,99.9278
2020-09-08,99.9278
2020-09-09,99.9278
2020-09-10,99.9278
2020-09-11,99.9278
2020-09-12,99.9278
2020-09-13,99.9278
2020-09-14,99.9278
2020-09-15,99.9278
2020-09-16,99.9278
2020-09-17,99.9278
2020-09-18,99.9278
2020-09-19,99.9278
2020-09-20,99.9278
2020-09-21,99.9278
2020-09-22,99.9278
2020-09-23,99.9278
2020-09-24,99.9278
2020-09-25,99.9278
2020-09-26,99.9278
2020-09-27,99.9278
2020-09-28,99.9278
2020-09-29,99.9278
2020-09-30,99.9278
2020-10-01,99.9278
2020-10-02,99.9278
2020-10-03,99.9278
2020-10-04,99.9278
2020-10-05,99.9278
2020-10-06,99.9278
2020-10-07,99.9278
2020-10-08,99.9278
2020-10-09,99.9278
2020-10-10,99.9278
2020-10-11,99.9278
2020-10-12,99.9278
2020-10-13,99.9278
2020-10-14,99.9278
2020-10-15,99.9278
2020-10-16,99.9278
2020-10-17,99.9278
2020-10-18,99.9278
2020-10-19,99.9278
2020-10-20,99.9278
2020-10-21,99.9278
2020-10-22,99.9278
2020-10-23,99.9278
2020-10-24,99.9278
2020-10-25,99.9278
2020-10-26,99.9278
2020-10-27,99.9278
2020-10-28,99.9278
2020-10-29,99.9278
2020-10-30,99.9278
2020-10-31,99.9278
2020-11-01,99.9278
2020-11-02,99.9278
2020-11-03,99.9278
2020-11-04,99.9278
2020-11-05,99.9278
2020-11-06,99.9278
2020-11-07,99.9278
2020-11-08,99.9278
2020-11-09,99.9278
2020-11-10,99.9278
2020-11-11,99.9278
2020-11-12,99.9278
2020-11-13,99.9278
2020-11-14,99.9278
2020-11-15,99.9278
2020-11-16,99.9278
2020-11-17,99.9278
2020-11-18,99.9278
2020-11-19,99.9278
2020-11-20,99.9278
2020-11-21,99.9278
2020-11-22,99.9278
2020-11-23,99.9278
2020-11-24,99.9278
2020-11-25,99.9278
2020-11-26,99.9278
2020-11-27,99.9278
2020-11-28,99.9278
2020-11-29,99.9278
2020-11-30,99.9278
2020-12-01,99.9278
2020-12-02,99.9278
2020-12-03,99.9278
2020-12-04,99.9278
2020-12-05,99.9278
2020-12-06,99.9278
2020-12-07,99.9278
2020-12-08,99.9278
2020-12-09,99.9278
2020-12-10,99.9278
2020-12-11,99.9278
2020-12-12,99.9278
2020-12-13,99.9278
2020-12-14,99.9278
2020-12-15,99.9278
2020-12-16,99.9278
2020-12-17,99.9278
2020-12-18,99.9278
2020-12-19,99.9278
2020-12-20,99.9278
2020-12-21,99.9278
2020-12-22,99.9278
2020-12-23,99.9278
2020-12-24,99.9278
2020-12-25,99.9278
2020-12-26,99.9278
2020-12-27,99.9278
2020-12-28,99.9278
2020-12-29,99.9278
2020-12-30,99.9278
2020-12-31,99.9278
2021-01-01,99.9278
2021-01-02,99.9278
2021-01-03,99.9278
2021-01-04,99.9278
2021-01-05,99.9278
2021-01-06,99.9278
2021-01-07,99.9278
2021-01-08,99.9278
2021-01-09,99.9278
2021-01-10,99.9278
2021-01-11,99.9278
2021-01-12,99.9278
2021-01-13,99.9278
2021-01-14,99.9278
2021-01-15,99.9278
2021-01-16,99.9278
2021-01-17,99.9278
2021-01-18,99.9278
2021-01-19,99.9278
2021-01-20,99.9278
2021-01-21,99.9278
2021-01-22,99.9278
2021-01-23,99.9278
2021-01-24,99.9278
2021-01-25,99.9278
2021-01-26,99.9278
2021-01-27,99.9278
2021-01-28,99.9278
2021-01-29,99.9278
2021-01-30,99.9278
2021-01-31,99.9278
2021-02-01,99.9278
2021-02-02,99.9278
2021-02-03,99.9278
2021-02-04,99.9278
2021-02-05,99.9278
2021-02-06,99.9278
2021-02-07,99.9278
2021-02-08,99.9278
2021-02-09,99.9278
2021-02-10,99.9278
2021-02-11,99.9278
2021-02-12,99.9278
2021-02-13,99.9278
2021-02-14,99.9278
2021-02-15,99.9278
2021-02-16,99.9278
2021-02-17,99.9278
2021-02-18,99.9278
2021-02-19,99.9278
2021-02-20,99.9278
2021-02-21,99.9278
2021-02-22,99.9278
2021-02-23,99.9278
2021-02-24,99.9278
2021-02-25,99.9278
2021-02-26,99.9278
2021-02-27,99.9278
2021-02-28,99.9278
2021-03-01,99.9278
2021-03-02,99.9278
2021-03-03,99.9278
2021-03-04,99.9278
2021-03-05,99.9278
2021-03-06,99.9278
2021-03-07,99.9278
2021-03-08,99.9278
2021-03-09,99.9278
2021-03-10,99.9278
2021-03-11,99.9278
2021-03-12,99.9278
2021-03-13,99.9278
2021-03-14,99.9278
2021-03-15,99.9278
2021-03-16,99.9278
2021-03-17,99.9278
2021-03-18,99.9278
2021-03-19,99.9278
2021-03-20,99.9278
2021-03-21,99.9278
2021-03-22,99.9278
2021-03-23,99.9278
2021-03-24,99.9278
2021-03-25,99.9278
2021-03-26,99.9278
2021-03-27,99.9278
2021-03-28,99.9278
2021-03-29,99.9278
2021-03-30,99.9278
2021-03-31,99.9278
2021-04-01,99.9278
2021-04-02,99.9278
2021-04-03,99.9278
2021-04-04,99.9278
2021-04-05,99.9278
2021-04-06,99.9278
2021-04-07,99.9278
2021-04-08,99.9278
2021-04-09,99.9278
2021-04-10,99.9278
2021-04-11,99.9278
2021-04-12,99.9278
2021-04-13,99.9278
2021-04-14,99.9278
2021-04-15,99.9278
2021-04-16,99.9278
2021-04-17,99.9278
2021-04-18,99.9278
2021-04-19,99.9278
2021-04-20,99.9278
2021-04-21,99.9278
2021-04-22,99.9278
2021-04-23,99.9278
2021-04-24,99.9278
2021-04-25,99.9278
2021-04-26,99.9278
2021-04-27,99.9278
2021-04-28,99.9278
2021-04-29,99.9278
2021-04-30,99.9278
2021-05-01,99.9278
2021-05-02,99.9278
2021-05-03,99.9278
2021-05-04,99.9278
2021-05-05,99.9278
2021-05-06,99.9278
2021-05-07,99.9278
2021-05-08,99.9278
2021-05-09,99.9278
2021-05-10,99.9278
2021-05-11,99.9278
2021-05-12,99.9278
2021-05-13,99.9278
2021-05-14,99.9278
2021-05-15,99.9278
2021-05-16,99.9278
2021-05-17,99.9278
2021-05-18,99.9278
2021-05-19,99.9278
2021-05-20,99.9278
2021-05-21,99.9278
2021-05-22,99.9278
2021-05-23,99.9278
2021-05-24,99.9278
2021-05-25,99.9278
2021-05-26,99.9278
2021-05-27,99.9278
2021-05-28,99.9278
2021-05-29,99.9278
2021-05-30,99.9278
2021-05-31,99.9278
2021-06-01,99.9278
2021-06-02,99.9278
2021-06-03,99.9278
2021-06-04,99.9278
2021-06-05,99.9278
2021-06-06,99.9278
2021-06-07,99.9278
2021-06-08,99.9278
2021-06-09,99.9278
2021-06-10,99.9278
2021-06-11,99.9278
2021-06-12,99.9278
2021-06-13,99.9278
2021-06-14,99.9278
2021-06-15,99.9278
2021-06-16,99.9278
2021-06-17,99.9278
2021-06-18,99.9278
2021-06-19,99.9278
2021-06-20,99.9278
2021-06-21,99.9278
2021-06-22,99.9278
2021-06-23,99.9278
2021-06-24,99.9278
2021-06-25,99.9278
2021-06-26,99.9278
2021-06-27,99.9278
2021-06-28,99.9278
2021-06-29,99.9278
2021-06-30,99.9278
2021-07-01,99.9278
2021-07-02,99.9278
2021-07-03,99.9278
2021-07-04,99.9278
2021-07-05,99.9278
2021-07-06,99.9278
2021-07-07,99.9278
2021-07-08,99.9278
2021-07-09,99.9278
2021-07-10,99.9278
2021-07-11,99.9278
2021-07-12,99.9278
2021-07-13,99.9278
2021-07-14,99.9278
2021-07-15,99.9278
2021-07-16,99.9278
2021-07-17,99.9278
2021-07-18,99.9278
2021-07-19,99.9278
2021-07-20,99.9278
2021-07-21,99.9278
2021-07-22,99.9278
2021-07-23,99.9278
2021-07-24,99.9278
2021-07-25,99.9278
2021-07-26,99.9278
2021-07-27,99.9278
2021-07-28,99.9278
2021-07-29,99.9278
2021-07-30,99.9278
2021-07-31,99.9278
2021-08-01,99.9278
2021-08-02,99.9278
2021-08-03,99.9278
2021-08-04,99.9278
2021-08-05,99.9278
2021-08-06,99.9278
2021-08-07,99.9278
2021-08-08,99.9278
2021-08-09,99.9278
2021-08-10,99.9278
2021-08-11,99.9278
2021-08-12,99.9278
2021-08-13,99.9278
2021-08-14,99.9278
2021-08-15,99.9278
2021-08-16,99.9278
2021-08-17,99.9278
2021-08-18,99.9278
2021-08-19,99.9278
2021-08-20,99.9278
2021-08-21,99.9278
2021-08-22,99.9278
2021-08-23,99.9278
2021-08-24,99.9278
2021-08-25,99.9278
2021-08-26,99.9278
2021-08-27,99.9278
2021-08-28,99.9278
2021-08-29,99.9278
2021-08-30,99.9278
2021-08-31,99.9278
2021-09-01,99.9278
2021-09-02,99.9278
2021-09-03,99.9278
2021-09-04,99.9278
2021-09-05,99.9278
2021-09-06,99.9278
2021-09-07,99.9278
2021-09-08,99.9278
2021-09-09,99.9278
2021-09-10,99.9278
2021-09-11,99.9278
2021-09-12,99.9278
2021-09-13,99.9278
2021-09-14,99.9278
2021-09-15,99.9278
2021-09-16,99.9278
2021-09-17,99.9278
2021-09-18,99.9278
2021-09-19,99.9278
2021-09-20,99.9278
2021-09-21,99.9278
2021-09-22,99.9278
2021-09-23,99.9278
2021-09-24,99.9278
2021-09-25,99.9278
2021-09-26,99.9278
2021-09-27,99.9278
2021-09-28,99.9278
2021-09-29,99.9278
2021-09-30,99.9278
2021-10-01,99.9278
2021-10-02,99.9278
2021-10-03,99.9278
2021-10-04,99.9278
2021-10-05,99.9278
2021-10-06,99.9278
2021-10-07,99.9278
2021-10-08,99.9278
2021-10-09,99.9278
2021-10-10,99.9278
2021-10-11,99.9278
2021-10-12,99.9278
2021-10-13,99.9278
2021-10-14,99.9278
2021-10-15,99.9278
2021-10-16,99.9278
2021-10-17,99.9278
2021-10-18,99.9278
2021-10-19,99.9278
2021-10-20,99.9278
2021-10-21,99.9278
2021-10-22,99.9278
2021-10-23,99.9278
2021-10-24,99.9278
2021-10-25,99.9278
2021-10-26,99.9278
2021-10-27,99.9278
2021-10-28,99.9278
2021-10-29,99.9278
2021-10-30,99.9278
2021-10-31,99.9278
2021-11-01,99.9278
2021-11-02,99.9278
2021-11-03,99.9278
2021-11-04,99.9278
2021-11-05,99.9278
2021-11-06,99.9278
2021-11-07,99.9278
2021-11-08,99.9278
2021-11-09,99.9278
2021-11-10,99.9278
2021-11-11,99.9278
2021-11-12,99.9278
2021-11-13,99.9278
2021-11-14,99.9278
2021-11-15,99.9278
2021-11-16,99.9278
2021-11-17,99.9278
2021-11-18,99.9278
2021-11-19,99.9278
2021-11-20,99.9278
2021-11-21,99.9278
2021-11-22,99.9278
2021-11-23,99.9278
2021-11-24,99.9278
2021-11-25,99.9278
2021-11-26,99.9278
2021-11-27,99.9278
2021-11-28,99.9278
2021-11-29,99.9278
2021-11-30,99.9278
2021-12-01,99.9278
2021-12-02,99.9278
2021-12-03,99.9278
2021-12-04,99.9278
2021-12-05,99.9278
2021-12-06,99.9278
2021-12-07,99.9278
2021-12-08,99.9278
2021-12-09,99.9278
2021-12-10,99.9278
2021-12-11,99.9278
2021-12-12,99.9278
2021-12-13,99.9278
2021-12-14,99.9278
2021-12-15,99.9278
2021-12-16,99.9278
2021-12-17,99.9278
2021-12-18,99.9278
2021-12-19,99.9278
2021-12-20,99.9278
2021-12-21,99.9278
2021-12-22,99.9278
2021-12-23,99.9278
2021-12-24,99.9278
2021-12-25,99.9278
2021-12-26,99.9278
2021-12-27,99.9278
2021-12-28,99.9278
2021-12-29,99.9278
2021-12-30,99.9278
2021-12-31,99.9278
2022-01-01,99.9278
2022-01-02,99.9278
2022-01-03,99.9278
2022-01-04,99.9278
2022-01-05,99.9278
2022-01-06,99.9278
2022-01-07,99.9278
2022-01-08,99.9278
2022-01-09,99.9278
2022-01-10,99.9278
2022-01-11,99.9278
2022-01-12,99.9278
2022-01-13,99.9278
2022-01-14,99.9278
2022-01-15,99.9278
2022-01-16,99.9278
2022-01-17,99.9278
2022-01-18,99.9278
2022-01-19,99.9278
2022-01-20,99.9278
2022-01-21,99.9278
2022-01-22,99.9278
2022-01-23,99.9278
2022-01-24,99.9278
2022-01-25,99.9278
2022-01-26,99.9278
2022-01-27,99.9278
2022-01-28,99.9278
2022-01-29,99.9278
2022-01-30,99.9278
2022-01-31,99.9278
2022-02-01,99.9278
2022-02-02,99.9278
2022-02-03,99.9278
2022-02-04,99.9278
2022-02-05,99.9278
2022-02-06,99.9278
2022-02-07,99.9278
2022-02-08,99.9278
2022-02-09,99.9278
2022-02-10,99.9278
2022-02-11,99.9278
2022-02-12,99.9278
2022-02-13,99.9278
2022-02-14,99.9278
2022-02-15,99.9278
2022-02-16,99.9278
2022-02-17,99.9278
2022-02-18,99.9278
2022-02-19,99.9278
2022-02-20,99.9278
2022-02-21,99.9278
2022-02-22,99.9278
2022-02-23,99.9278
2022-02-24,99.9278
2022-02-25,99.9278
2022-02-26,99.9278
2022-02-27,99.9278
2022-02-28,99.9278
2022-03-01,99.9278
2022-03-02,99.9278
2022-03-03,99.9278
2022-03-04,99.9278
2022-03-05,99.9278
2022-03-06,99.9278
2022-03-07,99.9278
2022-03-08,99.9278
2022-03-09,99.9278
2022-03-10,99.9278
2022-03-11,99.9278
2022-03-12,99.9278
2022-03-13,99.9278
2022-03-14,99.9278
2022-03-15,99.9278
2022-03-16,99.9278
2022-03-17,99.9278
2022-03-18,99.9278
2022-03-19,99.9278
2022-03-20,99.9278
2022-03-21,99.9278
2022-03-22,99.9278
2022-03-23,99.9278
2022-03-24,99.9278
2022-03-25,99.9278
2022-03-26,99.9278
2022-03-27,99.9278
2022-03-28,99.9278
2022-03-29,99.9278
2022-03-30,99.9278
2022-03-31,99.9278
2022-04-01,99.9278
2022-04-02,99.9278
2022-04-03,99.9278
2022-04-04,99.9278
2022-04-05,99.9278
2022-04-06,99.9278
2022-04-07,99.9278
2022-04-08,99.9278
2022-04-09,99.9278
2022-04-10,99.9278
2022-04-11,99.9278
2022-04-12,99.9278
2022-04-13,99.9278
2022-04-14,99.9278
2022-04-15,99.9278
2022-04-16,99.9278
2022-04-17,99.9278
2022-04-18,99.9278
2022-04-19,99.9278
2022-04-20,99.9278
2022-04-21,99.9278
2022-04-22,99.9278
2022-04-23,99.9278
2022-04-24,99.9278
2022-04-25,99.9278
2022-04-26,99.9278
2022-04-27,99.9278
2022-04-28,99.9278
2022-04-29,99.9278
2022-04-30,99.9278
2022-05-01,99.9278
2022-05-02,99.9278
2022-05-03,99.9278
2022-05-04,99.9278
2022-05-05,99.9278
2022-05-06,99.9278
2022-05-07,99.9278
2022-05-08,99.9278
2022-05-09,99.9278
2022-05-10,99.9278
2022-05-11,99.9278
2022-05-12,99.9278
2022-05-13,99.9278
2022-05-14,99.9278
2022-05-15,99.9278
2022-05-16,99.9278
2022-05-17,99.9278
2022-05-18,99.9278
2022-05-19,99.9278
2022-05-20,99.9278
2022-05-21,99.9278
2022-05-22,99.9278
2022-05-23,99.9278
2022-05-24,99.9278
2022-05-25,99.9278
2022-05-26,99.9278
2022-05-27,99.9278
2022-05-28,99.9278
2022-05-29,99.9278
2022-05-30,99.9278
2022-05-31,99.9278
2022-06-01,99.9278
2022-06-02,99.9278
2022-06-03,99.9278
2022-06-04,99.9278
2022-06-05,99.9278
2022-06-06,99.9278
2022-06-07,99.9278
2022-06-08,99.9278
2022-06-09,99.9278
2022-06-10,99.9278
2022-06-11,99.9278
2022-06-12,99.9278
2022-06-13,99.9278
2022-06-14,99.9278
2022-06-15,99.9278
2022-06-16,99.9278
2022-06-17,99.9278
2022-06-18,99.9278
2022-06-19,99.9278
2022-06-20,99.9278
2022-06-21,99.9278
2022-06-22,99.9278
2022-06-23,99.9278
2022-06-24,99.9278
2022-06-25,99.9278
2022-06-26,99.9278
2022-06-27,99.9278
2022-06-28,99.9278
2022-06-29,99.9278
2022-06-30,99.9278
2022-07-01,99.9278
2022-07-02,99.9278
2022-07-03,99.9278
2022-07-04,99.9278
2022-07-05,99.9278
2022-07-06,99.9278
2022-07-07,99.9278
2022-07-08,99.9278
2022-07-09,99.9278
2022-07-10,99.9278
2022-07-11,99.9278
2022-07-12,99.9278
2022-07-13,99.9278
2022-07-14,99.9278
2022-07-15,99.9278
2022-07-16,99.9278
2022-07-17,99.9278
2022-07-18,99.9278
2022-07-19,99.9278
2022-07-20,99.9278
2022-07-21,99.9278
2022-07-22,99.9278
2022-07-23,99.9278
2022-07-24,99.9278
2022-07-25,99.9278
2022-07-26,99.9278
2022-07-27,99.9278
2022-07-28,99.9278
2022-07-29,99.9278
2022-07-30,99.9278
2022-07-31,99.9278
2022-08-01,99.9278
2022-08-02,99.9278
2022-08-03,99.9278
2022-08-04,99.9278
2022-08-05,99.9278
2022-08-06,99.9278
2022-08-07,99.9278
2022-08-08,99.9278
2022-08-09,99.9278
2022-08-10,99.9278
2022-08-11,99.9278
2022-08-12,99.9278
2022-08-13,99.9278
2022-08-14,99.9278
2022-08-15,99.9278
2022-08-16,99.9278
2022-08-17,99.9278
2022-08-18,99.9278
2022-08-19,99.9278
2022-08-20,99.9278
2022-08-21,99.9278
2022-08-22,99.9278
2022-08-23,99.9278
2022-08-24,99.9278
2022-08-25,99.9278
2022-08-26,99.9278
2022-08-27,99.9278
2022-08-28,99.9278
2022-08-29,99.9278
2022-08-30,99.9278
2022-08-31,99.9278
2022-09-01,99.9278
2022-09-02,99.9278
2022-09-03,99.9278
2022-09-04,99.9278
2022-09-05,99.9278
2022-09-06,99.9278
2022-09-07,99.9278
2022-09-08,99.9278
2022-09-09,99.9278
2022-09-10,99.9278
2022-09-11,99.9278
2022-09-12,99.9278
2022-09-13,99.9278
2022-09-14,99.9278
2022-09-15,99.9278
2022-09-16,99.9278
2022-09-17,99.9278
2022-09-18,99.9278
2022-09-19,99.9278
2022-09-20,99.9278
2022-09-21,99.9278
2022-09-22,99.9278
2022-09-23,99.9278
2022-09-24,99.9278
2022-09-25,99.9278
2022-09-26,99.9278
2022-09-27,99.9278
2022-09-28,99.9278
2022-09-29,99.9278
2022-09-30,99.9278
2022-10-01,99.9278
2022-10-02,99.9278
2022-10-03,99.9278
2022-10-04,99.9278
2022-10-05,99.9278
2022-10-06,99.9278
2022-10-07,99.9278
2022-10-08,99.9278
2022-10-09,99.9278
2022-10-10,99.9278
2022-10-11,99.9278
2022-10-12,99.9278
2022-10-13,99.9278
2022-10-14,99.9278
2022-10-15,99.9278
2022-10-16,99.9278
2022-10-17,99.9278
2022-10-18,99.9278
2022-10-19,99.9278
2022-10-20,99.9278
2022-10-21,99.9278
2022-10-22,99.9278
2022-10-23,99.9278
2022-10-24,99.9278
2022-10-25,99.9278
2022-10-26,99.9278
2022-10-27,99.9278
2022-10-28,99.9278
2022-10-29,99.9278
2022-10-30,99.9278
2022-10-31,99.9278
2022-11-01,99.9278
2022-11-02,99.9278
2022-11-03,99.9278
2022-11-04,99.9278
2022-11-05,99.9278
2022-11-06,99.9278
2022-11-07,99.9278
2022-11-08,99.9278
2022-11-09,99.9278
2022-11-10,99.9278
2022-11-11,99.9278
2022-11-12,99.9278
2022-11-13,99.9278
2022-11-14,99.9278
2022-11-15,99.9278
2022-11-16,99.9278
2022-11-17,99.9278
2022-11-18,99.9278
2022-11-19,99.9278
2022-11-20,99.9278
2022-11-21,99.9278
2022-11-22,99.9278
2022-11-23,99.9278
2022-11-24,99.9278
2022-11-25,99.9278
2022-11-26,99.9278
2022-11-27,99.9278
2022-11-28,99.9278
2022-11-29,99.9278
2022-11-30,99.9278
2022-12-01,99.9278
2022-12-02,99.9278
2022-12-03,99.9278
2022-12-04,99.9278
2022-12-05,99.9278
2022-12-06,99.9278
2022-12-07,99.9278
2022-12-08,99.9278
2022-12-09,99.9278
2022-12-10,99.9278
2022-12-11,99.9278
2022-12-12,99.9278
2022-12-13,99.9278
2022-12-14,99.9278
2022-12-15,99.9278
2022-12-16,99.9278
2022-12-17,99.9278
2022-12-18,99.9278
2022-12-19,99.9278
2022-12-20,99.9278
2022-12-21,99.9278
2022-12-22,99.9278
2022-12-23,99.9278
2022-12-24,99.9278
2022-12-25,99.9278
2022-12-26,99.9278
2022-12-27,99.9278
2022-12-28,99.9278
2022-12-29,99.9278
2022-12-30,99.9278
2022-12-31,99.9278
2023-01-01,99.9278
2023-01-02,99.9278
2023-01-03,99.9278
2023-01-04,99.9278
2023-01-05,99.9278
2023-01-06,99.9278
2023-01-07,99.9278
2023-01-08,99.9278
2023-01-09,99.9278
2023-01-10,99.9278
2023-01-11,99.9278
2023-01-12,99.9278
2023-01-13,99.9278
2023-01-14,99.9278
2023-01-15,99.9278
2023-01-16,99.9278
2023-01-17,99.9278
2023-01-18,99.9278
2023-01-19,99.9278
2023-01-20,99.9278
2023-01-21,99.9278
2023-01-22,99.9278
2023-01-23,99.9278
2023-01-24,99.9278
2023-01-25,99.9278
2023-01-26,99.9278
2023-01-27,99.9278
2023-01-28,99.9278
2023-01-29,99.9278
2023-01-30,99.9278
2023-01-31,99.9278
2023-02-01,99.9278
2023-02-02,99.9278
2023-02-03,99.9278
2023-02-04,99.9278
2023-02-05,99.9278
2023-02-06,99.9278
2023-02-07,99.9278
2023-02-08,99.9278
2023-02-09,99.9278
2023-02-10,99.9278
2023-02-11,99.9278
2023-02-12,99.9278
2023-02-13,99.9278
2023-02-14,99.9278
2023-02-15,99.9278
2023-02-16,99.9278
2023-02-17,99.9278
2023-02-18,99.9278
2023-02-19,99.9278
2023-02-20,99.9278
2023-02-21,99.9278
2023-02-22,99.9278
2023-02-23,99.9278
2023-02-24,99.9278
2023-02-25,99.9278
2023-02-26,99.9278
2023-02-27,99.9278
2023-02-28,99.9278
2023-03-01,99.9278
2023-03-02,99.9278
2023-03-03,99.9278
2023-03-04,99.9278
2023-03-05,99.9278
2023-03-06,99.9278
2023-03-07,99.9278
2023-03-08,99.9278
2023-03-09,99.9278
2023-03-10,99.9278
