,GVA US Equity
2020-04-29,105.4443
2020-04-30,98.1446
2020-05-01,93.6169
2020-05-02,93.6169
2020-05-03,93.6169
2020-05-04,93.8018
2020-05-05,93.1087
2020-05-06,90.1519
2020-05-07,92.1385
2020-05-08,95.696
2020-05-09,95.696
2020-05-10,95.696
2020-05-11,92.6929
2020-05-12,89.0431
2020-05-13,85.4856
2020-05-14,85.6242
2020-05-15,87.5646
2020-05-16,87.5646
2020-05-17,87.5646
2020-05-18,94.541
2020-05-19,95.003
2020-05-20,96.4352
2020-05-21,98.4218
2020-05-22,97.9598
2020-05-23,97.9598
2020-05-24,97.9598
2020-05-25,97.9598
2020-05-26,102.8571
2020-05-27,106.4146
2020-05-28,102.3489
2020-05-29,103.5039
2020-05-30,103.5039
2020-05-31,103.5039
2020-06-01,104.5203
2020-06-02,107.431
2020-06-03,109.9258
2020-06-04,114.5921
2020-06-05,121.245
2020-06-06,121.245
2020-06-07,121.245
2020-06-08,121.9842
2020-06-09,117.0407
2020-06-10,109.6486
2020-06-11,99.8541
2020-06-12,102.5337
2020-06-13,102.5337
2020-06-14,102.5337
2020-06-15,105.1671
2020-06-16,118.1496
2020-06-17,111.6352
2020-06-18,111.7276
2020-06-19,110.7112
2020-06-20,110.7112
2020-06-21,110.7112
2020-06-22,108.7708
2020-06-23,109.1866
2020-06-24,104.4741
2020-06-25,107.893
2020-06-26,107.3848
2020-06-27,107.3848
2020-06-28,107.3848
2020-06-29,110.9884
2020-06-30,29.9847
2020-07-01,28.4459
2020-07-02,28.7793
2020-07-03,28.7793
2020-07-04,28.7793
2020-07-05,28.7793
2020-07-06,29.0358
2020-07-07,28.1895
2020-07-08,28.4331
2020-07-09,27.1892
2020-07-10,28.0612
2020-07-11,28.0612
2020-07-12,28.0612
2020-07-13,27.933
2020-07-14,28.3433
2020-07-15,29.7154
2020-07-16,29.6385
2020-07-17,30.0489
2020-07-18,30.0489
2020-07-19,30.0489
2020-07-20,29.7667
2020-07-21,30.1001
2020-07-22,29.677
2020-07-23,29.9847
2020-07-24,29.1256
2020-07-25,29.1256
2020-07-26,29.1256
2020-07-27,29.2153
2020-07-28,27.8432
2020-07-29,28.4203
2020-07-30,27.7535
2020-07-31,27.1892
2020-08-01,27.1892
2020-08-02,27.1892
2020-08-03,28.0356
2020-08-04,28.1895
2020-08-05,28.946
2020-08-06,28.6896
2020-08-07,29.8052
2020-08-08,29.8052
2020-08-09,29.8052
2020-08-10,30.69
2020-08-11,31.3953
2020-08-12,30.549
2020-08-13,30.1001
2020-08-14,30.472
2020-08-15,30.472
2020-08-16,30.472
2020-08-17,30.036
2020-08-18,29.5103
2020-08-19,29.4077
2020-08-20,29.2282
2020-08-21,28.4972
2020-08-22,28.4972
2020-08-23,28.4972
2020-08-24,29.3564
2020-08-25,29.0743
2020-08-26,28.9204
2020-08-27,29.5616
2020-08-28,29.6513
2020-08-29,29.6513
2020-08-30,29.6513
2020-08-31,29.2795
2020-09-01,29.8693
2020-09-02,29.5872
2020-09-03,28.8178
2020-09-04,29.5487
2020-09-05,29.5487
2020-09-06,29.5487
2020-09-07,29.5487
2020-09-08,28.3049
2020-09-09,28.4716
2020-09-10,27.6893
2020-09-11,27.7919
2020-09-12,27.7919
2020-09-13,27.7919
2020-09-14,28.1253
2020-09-15,27.8304
2020-09-16,28.7409
2020-09-17,29.2025
2020-09-18,29.0615
2020-09-19,29.0615
2020-09-20,29.0615
2020-09-21,27.8304
2020-09-22,27.7406
2020-09-23,28.0099
2020-09-24,27.9202
2020-09-25,28.0484
2020-09-26,28.0484
2020-09-27,28.0484
2020-09-28,28.7152
2020-09-29,28.1895
2020-09-30,28.1895
2020-10-01,28.1895
2020-10-02,28.1895
2020-10-03,28.1895
2020-10-04,28.1895
2020-10-05,28.1895
2020-10-06,28.1895
2020-10-07,28.1895
2020-10-08,28.1895
2020-10-09,28.1895
2020-10-10,28.1895
2020-10-11,28.1895
2020-10-12,28.1895
2020-10-13,28.1895
2020-10-14,28.1895
2020-10-15,28.1895
2020-10-16,28.1895
2020-10-17,28.1895
2020-10-18,28.1895
2020-10-19,28.1895
2020-10-20,28.1895
2020-10-21,28.1895
2020-10-22,28.1895
2020-10-23,28.1895
2020-10-24,28.1895
2020-10-25,28.1895
2020-10-26,28.1895
2020-10-27,28.1895
2020-10-28,28.1895
2020-10-29,28.1895
2020-10-30,28.1895
2020-10-31,28.1895
2020-11-01,28.1895
2020-11-02,28.1895
2020-11-03,28.1895
2020-11-04,28.1895
2020-11-05,28.1895
2020-11-06,28.1895
2020-11-07,28.1895
2020-11-08,28.1895
2020-11-09,28.1895
2020-11-10,28.1895
2020-11-11,28.1895
2020-11-12,28.1895
2020-11-13,28.1895
2020-11-14,28.1895
2020-11-15,28.1895
2020-11-16,28.1895
2020-11-17,28.1895
2020-11-18,28.1895
2020-11-19,28.1895
2020-11-20,28.1895
2020-11-21,28.1895
2020-11-22,28.1895
2020-11-23,28.1895
2020-11-24,28.1895
2020-11-25,28.1895
2020-11-26,28.1895
2020-11-27,28.1895
2020-11-28,28.1895
2020-11-29,28.1895
2020-11-30,28.1895
2020-12-01,28.1895
2020-12-02,28.1895
2020-12-03,28.1895
2020-12-04,28.1895
2020-12-05,28.1895
2020-12-06,28.1895
2020-12-07,28.1895
2020-12-08,28.1895
2020-12-09,28.1895
2020-12-10,28.1895
2020-12-11,28.1895
2020-12-12,28.1895
2020-12-13,28.1895
2020-12-14,28.1895
2020-12-15,28.1895
2020-12-16,28.1895
2020-12-17,28.1895
2020-12-18,28.1895
2020-12-19,28.1895
2020-12-20,28.1895
2020-12-21,28.1895
2020-12-22,28.1895
2020-12-23,28.1895
2020-12-24,28.1895
2020-12-25,28.1895
2020-12-26,28.1895
2020-12-27,28.1895
2020-12-28,28.1895
2020-12-29,28.1895
2020-12-30,28.1895
2020-12-31,28.1895
2021-01-01,28.1895
2021-01-02,28.1895
2021-01-03,28.1895
2021-01-04,28.1895
2021-01-05,28.1895
2021-01-06,28.1895
2021-01-07,28.1895
2021-01-08,28.1895
2021-01-09,28.1895
2021-01-10,28.1895
2021-01-11,28.1895
2021-01-12,28.1895
2021-01-13,28.1895
2021-01-14,28.1895
2021-01-15,28.1895
2021-01-16,28.1895
2021-01-17,28.1895
2021-01-18,28.1895
2021-01-19,28.1895
2021-01-20,28.1895
2021-01-21,28.1895
2021-01-22,28.1895
2021-01-23,28.1895
2021-01-24,28.1895
2021-01-25,28.1895
2021-01-26,28.1895
2021-01-27,28.1895
2021-01-28,28.1895
2021-01-29,28.1895
2021-01-30,28.1895
2021-01-31,28.1895
2021-02-01,28.1895
2021-02-02,28.1895
2021-02-03,28.1895
2021-02-04,28.1895
2021-02-05,28.1895
2021-02-06,28.1895
2021-02-07,28.1895
2021-02-08,28.1895
2021-02-09,28.1895
2021-02-10,28.1895
2021-02-11,28.1895
2021-02-12,28.1895
2021-02-13,28.1895
2021-02-14,28.1895
2021-02-15,28.1895
2021-02-16,28.1895
2021-02-17,28.1895
2021-02-18,28.1895
2021-02-19,28.1895
2021-02-20,28.1895
2021-02-21,28.1895
2021-02-22,28.1895
2021-02-23,28.1895
2021-02-24,28.1895
2021-02-25,28.1895
2021-02-26,28.1895
2021-02-27,28.1895
2021-02-28,28.1895
2021-03-01,28.1895
2021-03-02,28.1895
2021-03-03,28.1895
2021-03-04,28.1895
2021-03-05,28.1895
2021-03-06,28.1895
2021-03-07,28.1895
2021-03-08,28.1895
2021-03-09,28.1895
2021-03-10,28.1895
2021-03-11,28.1895
2021-03-12,28.1895
2021-03-13,28.1895
2021-03-14,28.1895
2021-03-15,28.1895
2021-03-16,28.1895
2021-03-17,28.1895
2021-03-18,28.1895
2021-03-19,28.1895
2021-03-20,28.1895
2021-03-21,28.1895
2021-03-22,28.1895
2021-03-23,28.1895
2021-03-24,28.1895
2021-03-25,28.1895
2021-03-26,28.1895
2021-03-27,28.1895
2021-03-28,28.1895
2021-03-29,28.1895
2021-03-30,28.1895
2021-03-31,28.1895
2021-04-01,28.1895
2021-04-02,28.1895
2021-04-03,28.1895
2021-04-04,28.1895
2021-04-05,28.1895
2021-04-06,28.1895
2021-04-07,28.1895
2021-04-08,28.1895
2021-04-09,28.1895
2021-04-10,28.1895
2021-04-11,28.1895
2021-04-12,28.1895
2021-04-13,28.1895
2021-04-14,28.1895
2021-04-15,28.1895
2021-04-16,28.1895
2021-04-17,28.1895
2021-04-18,28.1895
2021-04-19,28.1895
2021-04-20,28.1895
2021-04-21,28.1895
2021-04-22,28.1895
2021-04-23,28.1895
2021-04-24,28.1895
2021-04-25,28.1895
2021-04-26,28.1895
2021-04-27,28.1895
2021-04-28,28.1895
2021-04-29,28.1895
2021-04-30,28.1895
2021-05-01,28.1895
2021-05-02,28.1895
2021-05-03,28.1895
2021-05-04,28.1895
2021-05-05,28.1895
2021-05-06,28.1895
2021-05-07,28.1895
2021-05-08,28.1895
2021-05-09,28.1895
2021-05-10,28.1895
2021-05-11,28.1895
2021-05-12,28.1895
2021-05-13,28.1895
2021-05-14,28.1895
2021-05-15,28.1895
2021-05-16,28.1895
2021-05-17,28.1895
2021-05-18,28.1895
2021-05-19,28.1895
2021-05-20,28.1895
2021-05-21,28.1895
2021-05-22,28.1895
2021-05-23,28.1895
2021-05-24,28.1895
2021-05-25,28.1895
2021-05-26,28.1895
2021-05-27,28.1895
2021-05-28,28.1895
2021-05-29,28.1895
2021-05-30,28.1895
2021-05-31,28.1895
2021-06-01,28.1895
2021-06-02,28.1895
2021-06-03,28.1895
2021-06-04,28.1895
2021-06-05,28.1895
2021-06-06,28.1895
2021-06-07,28.1895
2021-06-08,28.1895
2021-06-09,28.1895
2021-06-10,28.1895
2021-06-11,28.1895
2021-06-12,28.1895
2021-06-13,28.1895
2021-06-14,28.1895
2021-06-15,28.1895
2021-06-16,28.1895
2021-06-17,28.1895
2021-06-18,28.1895
2021-06-19,28.1895
2021-06-20,28.1895
2021-06-21,28.1895
2021-06-22,28.1895
2021-06-23,28.1895
2021-06-24,28.1895
2021-06-25,28.1895
2021-06-26,28.1895
2021-06-27,28.1895
2021-06-28,28.1895
2021-06-29,28.1895
2021-06-30,28.1895
2021-07-01,28.1895
2021-07-02,28.1895
2021-07-03,28.1895
2021-07-04,28.1895
2021-07-05,28.1895
2021-07-06,28.1895
2021-07-07,28.1895
2021-07-08,28.1895
2021-07-09,28.1895
2021-07-10,28.1895
2021-07-11,28.1895
2021-07-12,28.1895
2021-07-13,28.1895
2021-07-14,28.1895
2021-07-15,28.1895
2021-07-16,28.1895
2021-07-17,28.1895
2021-07-18,28.1895
2021-07-19,28.1895
2021-07-20,28.1895
2021-07-21,28.1895
2021-07-22,28.1895
2021-07-23,28.1895
2021-07-24,28.1895
2021-07-25,28.1895
2021-07-26,28.1895
2021-07-27,28.1895
2021-07-28,28.1895
2021-07-29,28.1895
2021-07-30,28.1895
2021-07-31,28.1895
2021-08-01,28.1895
2021-08-02,28.1895
2021-08-03,28.1895
2021-08-04,28.1895
2021-08-05,28.1895
2021-08-06,28.1895
2021-08-07,28.1895
2021-08-08,28.1895
2021-08-09,28.1895
2021-08-10,28.1895
2021-08-11,28.1895
2021-08-12,28.1895
2021-08-13,28.1895
2021-08-14,28.1895
2021-08-15,28.1895
2021-08-16,28.1895
2021-08-17,28.1895
2021-08-18,28.1895
2021-08-19,28.1895
2021-08-20,28.1895
2021-08-21,28.1895
2021-08-22,28.1895
2021-08-23,28.1895
2021-08-24,28.1895
2021-08-25,28.1895
2021-08-26,28.1895
2021-08-27,28.1895
2021-08-28,28.1895
2021-08-29,28.1895
2021-08-30,28.1895
2021-08-31,28.1895
2021-09-01,28.1895
2021-09-02,28.1895
2021-09-03,28.1895
2021-09-04,28.1895
2021-09-05,28.1895
2021-09-06,28.1895
2021-09-07,28.1895
2021-09-08,28.1895
2021-09-09,28.1895
2021-09-10,28.1895
2021-09-11,28.1895
2021-09-12,28.1895
2021-09-13,28.1895
2021-09-14,28.1895
2021-09-15,28.1895
2021-09-16,28.1895
2021-09-17,28.1895
2021-09-18,28.1895
2021-09-19,28.1895
2021-09-20,28.1895
2021-09-21,28.1895
2021-09-22,28.1895
2021-09-23,28.1895
2021-09-24,28.1895
2021-09-25,28.1895
2021-09-26,28.1895
2021-09-27,28.1895
2021-09-28,28.1895
2021-09-29,28.1895
2021-09-30,461.6012
2021-10-01,472.4506
2021-10-02,472.4506
2021-10-03,472.4506
2021-10-04,467.8698
2021-10-05,470.6424
2021-10-06,463.4095
2021-10-07,470.763
2021-10-08,462.204
2021-10-09,462.204
2021-10-10,462.204
2021-10-11,458.3464
2021-10-12,460.9985
2021-10-13,458.1053
2021-10-14,467.267
2021-10-15,457.7437
2021-10-16,457.7437
2021-10-17,457.7437
2021-10-18,454.6094
2021-10-19,456.4176
2021-10-20,460.6368
2021-10-21,456.5382
2021-10-22,462.5656
2021-10-23,462.5656
2021-10-24,462.5656
2021-10-25,476.3082
2021-10-26,475.2233
2021-10-27,450.3902
2021-10-28,441.0475
2021-10-29,432.3669
2021-10-30,432.3669
2021-10-31,432.3669
2021-11-01,438.9979
2021-11-02,427.3031
2021-11-03,449.3665
2021-11-04,460.0968
2021-11-05,489.7558
2021-11-06,489.7558
2021-11-07,489.7558
2021-11-08,496.5074
2021-11-09,488.0679
2021-11-10,489.7558
2021-11-11,491.6848
2021-11-12,494.6989
2021-11-13,494.6989
2021-11-14,494.6989
2021-11-15,491.4437
2021-11-16,491.6848
2021-11-17,489.7558
2021-11-18,490.8408
2021-11-19,497.9542
2021-11-20,497.9542
2021-11-21,497.9542
2021-11-22,493.9755
2021-11-23,498.7981
2021-11-24,488.7912
2021-11-25,488.7912
2021-11-26,475.7702
2021-11-27,475.7702
2021-11-28,475.7702
2021-11-29,478.7844
2021-11-30,453.5863
2021-12-01,444.785
2021-12-02,457.8061
2021-12-03,454.3097
2021-12-04,454.3097
2021-12-05,454.3097
2021-12-06,463.8343
2021-12-07,467.5718
2021-12-08,471.1888
2021-12-09,459.6145
2021-12-10,460.4585
2021-12-11,460.4585
2021-12-12,460.4585
2021-12-13,440.8064
2021-12-14,435.8632
2021-12-15,444.1822
2021-12-16,440.3241
2021-12-17,431.764
2021-12-18,431.764
2021-12-19,431.764
2021-12-20,428.0265
2021-12-21,437.5511
2021-12-22,446.7141
2021-12-23,447.3169
2021-12-24,447.3169
2021-12-25,447.3169
2021-12-26,447.3169
2021-12-27,449.2459
2021-12-28,448.0403
2021-12-29,449.0048
2021-12-30,446.1113
2021-12-31,446.1113
2022-01-01,446.1113
2022-01-02,446.1113
2022-01-03,446.1113
2022-01-04,446.1113
2022-01-05,446.1113
2022-01-06,446.1113
2022-01-07,446.1113
2022-01-08,446.1113
2022-01-09,446.1113
2022-01-10,446.1113
2022-01-11,446.1113
2022-01-12,446.1113
2022-01-13,446.1113
2022-01-14,446.1113
2022-01-15,446.1113
2022-01-16,446.1113
2022-01-17,446.1113
2022-01-18,446.1113
2022-01-19,446.1113
2022-01-20,446.1113
2022-01-21,446.1113
2022-01-22,446.1113
2022-01-23,446.1113
2022-01-24,446.1113
2022-01-25,446.1113
2022-01-26,446.1113
2022-01-27,446.1113
2022-01-28,446.1113
2022-01-29,446.1113
2022-01-30,446.1113
2022-01-31,446.1113
2022-02-01,446.1113
2022-02-02,446.1113
2022-02-03,446.1113
2022-02-04,446.1113
2022-02-05,446.1113
2022-02-06,446.1113
2022-02-07,446.1113
2022-02-08,446.1113
2022-02-09,446.1113
2022-02-10,446.1113
2022-02-11,446.1113
2022-02-12,446.1113
2022-02-13,446.1113
2022-02-14,446.1113
2022-02-15,446.1113
2022-02-16,446.1113
2022-02-17,446.1113
2022-02-18,446.1113
2022-02-19,446.1113
2022-02-20,446.1113
2022-02-21,446.1113
2022-02-22,446.1113
2022-02-23,446.1113
2022-02-24,446.1113
2022-02-25,446.1113
2022-02-26,446.1113
2022-02-27,446.1113
2022-02-28,446.1113
2022-03-01,446.1113
2022-03-02,446.1113
2022-03-03,446.1113
2022-03-04,446.1113
2022-03-05,446.1113
2022-03-06,446.1113
2022-03-07,446.1113
2022-03-08,446.1113
2022-03-09,446.1113
2022-03-10,446.1113
2022-03-11,446.1113
2022-03-12,446.1113
2022-03-13,446.1113
2022-03-14,446.1113
2022-03-15,446.1113
2022-03-16,446.1113
2022-03-17,446.1113
2022-03-18,446.1113
2022-03-19,446.1113
2022-03-20,446.1113
2022-03-21,446.1113
2022-03-22,446.1113
2022-03-23,446.1113
2022-03-24,446.1113
2022-03-25,446.1113
2022-03-26,446.1113
2022-03-27,446.1113
2022-03-28,446.1113
2022-03-29,446.1113
2022-03-30,446.1113
2022-03-31,21.7474
2022-04-01,21.9568
2022-04-02,21.9568
2022-04-03,21.9568
2022-04-04,21.5514
2022-04-05,21.004
2022-04-06,20.6256
2022-04-07,20.8756
2022-04-08,20.8013
2022-04-09,20.8013
2022-04-10,20.8013
2022-04-11,21.1594
2022-04-12,21.1932
2022-04-13,21.3824
2022-04-14,21.5581
2022-04-15,21.5581
2022-04-16,21.5581
2022-04-17,21.5581
2022-04-18,21.254
2022-04-19,21.5311
2022-04-20,21.5852
2022-04-21,21.0784
2022-04-22,20.3147
2022-04-23,20.3147
2022-04-24,20.3147
2022-04-25,20.164
2022-04-26,19.7297
2022-04-27,19.596
2022-04-28,19.5626
2022-04-29,19.3956
2022-04-30,19.3956
2022-05-01,19.3956
2022-05-02,19.8232
2022-05-03,20.4514
2022-05-04,21.1196
2022-05-05,20.565
2022-05-06,20.585
2022-05-07,20.585
2022-05-08,20.585
2022-05-09,19.9502
2022-05-10,19.7831
2022-05-11,19.5292
2022-05-12,19.5092
2022-05-13,19.6294
2022-05-14,19.6294
2022-05-15,19.6294
2022-05-16,20.4714
2022-05-17,20.7053
2022-05-18,20.7387
2022-05-19,20.9392
2022-05-20,20.7654
2022-05-21,20.7654
2022-05-22,20.7654
2022-05-23,21.153
2022-05-24,20.9659
2022-05-25,21.2867
2022-05-26,21.3334
2022-05-27,21.6943
2022-05-28,21.6943
2022-05-29,21.6943
2022-05-30,21.6943
2022-05-31,21.4003
2022-06-01,21.6809
2022-06-02,21.4671
2022-06-03,21.153
2022-06-04,21.153
2022-06-05,21.153
2022-06-06,21.2399
2022-06-07,21.3802
2022-06-08,20.9993
2022-06-09,20.859
2022-06-10,20.5316
2022-06-11,20.5316
2022-06-12,20.5316
2022-06-13,19.6428
2022-06-14,19.3956
2022-06-15,19.2485
2022-06-16,18.5269
2022-06-17,18.4066
2022-06-18,18.4066
2022-06-19,18.4066
2022-06-20,18.4066
2022-06-21,18.7674
2022-06-22,18.8743
2022-06-23,18.861
2022-06-24,19.1216
2022-06-25,19.1216
2022-06-26,19.1216
2022-06-27,19.4891
2022-06-28,19.0213
2022-06-29,18.7073
2022-06-30,22.8006
2022-07-01,22.8295
2022-07-02,22.8295
2022-07-03,22.8295
2022-07-04,22.8295
2022-07-05,22.6274
2022-07-06,22.2881
2022-07-07,22.8367
2022-07-08,22.5696
2022-07-09,22.5696
2022-07-10,22.5696
2022-07-11,22.5624
2022-07-12,22.3675
2022-07-13,22.3242
2022-07-14,22.2953
2022-07-15,22.5191
2022-07-16,22.5191
2022-07-17,22.5191
2022-07-18,22.483
2022-07-19,23.0893
2022-07-20,23.3925
2022-07-21,23.6091
2022-07-22,23.3925
2022-07-23,23.3925
2022-07-24,23.3925
2022-07-25,23.3997
2022-07-26,23.3203
2022-07-27,23.7679
2022-07-28,22.7825
2022-07-29,22.7404
2022-07-30,22.7404
2022-07-31,22.7404
2022-08-01,23.2385
2022-08-02,23.021
2022-08-03,22.7685
2022-08-04,23.1543
2022-08-05,23.1613
2022-08-06,23.1613
2022-08-07,23.1613
2022-08-08,23.4419
2022-08-09,23.2946
2022-08-10,23.5682
2022-08-11,23.6453
2022-08-12,23.8978
2022-08-13,23.8978
2022-08-14,23.8978
2022-08-15,23.8908
2022-08-16,24.0592
2022-08-17,23.8768
2022-08-18,24.0662
2022-08-19,23.5611
2022-08-20,23.5611
2022-08-21,23.5611
2022-08-22,22.9439
2022-08-23,23.47
2022-08-24,23.7365
2022-08-25,24.1644
2022-08-26,23.3297
2022-08-27,23.3297
2022-08-28,23.3297
2022-08-29,23.1122
2022-08-30,22.8877
2022-08-31,22.7965
2022-09-01,22.3687
2022-09-02,22.2564
2022-09-03,22.2564
2022-09-04,22.2564
2022-09-05,22.2564
2022-09-06,21.7584
2022-09-07,22.2494
2022-09-08,22.3266
2022-09-09,22.7825
2022-09-10,22.7825
2022-09-11,22.7825
2022-09-12,23.014
2022-09-13,21.8285
2022-09-14,21.555
2022-09-15,21.5339
2022-09-16,21.3165
2022-09-17,21.3165
2022-09-18,21.3165
2022-09-19,22.039
2022-09-20,21.7794
2022-09-21,21.6251
2022-09-22,21.4006
2022-09-23,20.6781
2022-09-24,20.6781
2022-09-25,20.6781
2022-09-26,20.3344
2022-09-27,20.1871
2022-09-28,20.3695
2022-09-29,20.0258
2022-09-30,15.7072
2022-10-01,15.7072
2022-10-02,15.7072
2022-10-03,16.6031
2022-10-04,17.0271
2022-10-05,17.1227
2022-10-06,16.836
2022-10-07,16.5971
2022-10-08,16.5971
2022-10-09,16.5971
2022-10-10,16.5971
2022-10-11,16.6748
2022-10-12,16.6509
2022-10-13,17.1645
2022-10-14,16.2268
2022-10-15,16.2268
2022-10-16,16.2268
2022-10-17,16.7644
2022-10-18,16.842
2022-10-19,16.7285
2022-10-20,16.4299
2022-10-21,16.7106
2022-10-22,16.7106
2022-10-23,16.7106
2022-10-24,17.0869
2022-10-25,17.3915
2022-10-26,17.3437
2022-10-27,19.282
2022-10-28,20.218
2022-10-29,20.218
2022-10-30,20.218
2022-10-31,20.5261
2022-11-01,20.9586
2022-11-02,20.5557
2022-11-03,20.6387
2022-11-04,20.9349
2022-11-05,20.9349
2022-11-06,20.9349
2022-11-07,20.6801
2022-11-08,20.6565
2022-11-09,20.224
2022-11-10,20.5972
2022-11-11,20.4728
2022-11-12,20.4728
2022-11-13,20.4728
2022-11-14,20.301
2022-11-15,21.3674
2022-11-16,21.0593
2022-11-17,21.243
2022-11-18,21.5333
2022-11-19,21.5333
2022-11-20,21.5333
2022-11-21,21.5925
2022-11-22,21.5096
2022-11-23,21.2133
2022-11-24,21.2133
2022-11-25,21.5747
2022-11-26,21.5747
2022-11-27,21.5747
2022-11-28,20.9941
2022-11-29,21.0415
2022-11-30,21.8828
2022-12-01,21.8354
2022-12-02,22.179
2022-12-03,22.179
2022-12-04,22.179
2022-12-05,21.7584
2022-12-06,21.5866
2022-12-07,21.6162
2022-12-08,22.1435
2022-12-09,21.711
2022-12-10,21.711
2022-12-11,21.711
2022-12-12,21.7762
2022-12-13,21.865
2022-12-14,21.8236
2022-12-15,21.4266
2022-12-16,21.2548
2022-12-17,21.2548
2022-12-18,21.2548
2022-12-19,21.2074
2022-12-20,21.4266
2022-12-21,21.628
2022-12-22,21.4029
2022-12-23,21.5273
2022-12-24,21.5273
2022-12-25,21.5273
2022-12-26,21.5273
2022-12-27,21.5807
2022-12-28,21.2726
2022-12-29,21.5096
2022-12-30,18.0949
2022-12-31,18.0949
2023-01-01,18.0949
2023-01-02,18.0949
2023-01-03,18.0744
2023-01-04,17.9464
2023-01-05,17.7927
2023-01-06,18.3049
2023-01-07,18.3049
2023-01-08,18.3049
2023-01-09,18.2383
2023-01-10,18.5302
2023-01-11,18.9041
2023-01-12,19.3651
2023-01-13,20.1589
2023-01-14,20.1589
2023-01-15,20.1589
2023-01-16,20.1589
2023-01-17,20.1077
2023-01-18,20.2972
2023-01-19,20.2307
2023-01-20,20.4509
2023-01-21,20.4509
2023-01-22,20.4509
2023-01-23,20.5789
2023-01-24,21.1577
2023-01-25,21.1833
2023-01-26,21.2243
2023-01-27,21.3882
2023-01-28,21.3882
2023-01-29,21.3882
2023-01-30,21.2448
2023-01-31,21.9413
2023-02-01,21.3472
2023-02-02,22.054
2023-02-03,22.2077
2023-02-04,22.2077
2023-02-05,22.2077
2023-02-06,22.0694
2023-02-07,22.0284
2023-02-08,21.7877
2023-02-09,21.2448
2023-02-10,21.1321
2023-02-11,21.1321
2023-02-12,21.1321
2023-02-13,21.3882
2023-02-14,21.0962
2023-02-15,21.2601
2023-02-16,22.2556
2023-02-17,22.563
2023-02-18,22.563
2023-02-19,22.563
2023-02-20,22.563
2023-02-21,21.928
2023-02-22,21.7231
2023-02-23,22.2303
2023-02-24,22.4916
2023-02-25,22.4916
2023-02-26,22.4916
2023-02-27,22.2406
2023-02-28,22.2662
2023-03-01,22.5992
2023-03-02,22.2764
2023-03-03,22.425
2023-03-04,22.425
2023-03-05,22.425
2023-03-06,22.1432
2023-03-07,22.051
2023-03-08,21.9998
2023-03-09,21.6616
2023-03-10,21.1032
2023-03-11,21.1032
2023-03-12,21.1032
2023-03-13,20.8368
2023-03-14,21.0519
2023-03-15,20.6267
2023-03-16,20.6933
