,PUMP US Equity
2023-03-12,9.9342
2023-03-13,9.9342
2023-03-14,9.9342
2023-03-15,9.9342
2023-03-16,9.9342
2023-03-17,9.9342
2023-03-18,9.9342
2023-03-19,9.9342
2023-03-20,9.9342
2023-03-21,9.9342
2023-03-22,9.9342
2023-03-23,9.9342
2023-03-24,9.9342
2023-03-25,9.9342
2023-03-26,9.9342
2023-03-27,9.9342
2023-03-28,9.9342
2023-03-29,9.9342
2023-03-30,9.9342
2023-03-31,24.4295
2023-04-01,24.4295
2023-04-02,24.4295
2023-04-03,27.238
2023-04-04,26.7179
2023-04-05,26.5099
2023-04-06,26.2325
2023-04-07,26.2325
2023-04-08,26.2325
2023-04-09,26.2325
2023-04-10,26.6833
2023-04-11,26.0938
2023-04-12,25.8164
2023-04-13,26.0938
2023-04-14,25.4697
2023-04-15,25.4697
2023-04-16,25.4697
2023-04-17,25.019
2023-04-18,23.9441
2023-04-19,23.7707
2023-04-20,23.3547
2023-04-21,23.2853
2023-04-22,23.2853
2023-04-23,23.2853
2023-04-24,24.5682
2023-04-25,23.1119
2023-04-26,23.0773
2023-04-27,23.0773
2023-04-28,23.5627
2023-04-29,23.5627
2023-04-30,23.5627
2023-05-01,24.3948
2023-05-02,22.8346
2023-05-03,21.725
2023-05-04,22.5
2023-05-05,22.951
2023-05-06,22.951
2023-05-07,22.951
2023-05-08,22.6734
2023-05-09,23.1591
2023-05-10,22.7081
2023-05-11,22.5
2023-05-12,22.5
2023-05-13,22.5
2023-05-14,22.5
2023-05-15,22.8122
2023-05-16,21.9796
2023-05-17,24.4427
2023-05-18,24.9631
2023-05-19,25.1365
2023-05-20,25.1365
2023-05-21,25.1365
2023-05-22,25.8303
2023-05-23,26.2119
2023-05-24,25.9691
2023-05-25,24.7549
2023-05-26,24.1998
2023-05-27,24.1998
2023-05-28,24.1998
2023-05-29,24.1998
2023-05-30,23.5407
2023-05-31,22.6387
2023-06-01,23.8182
2023-06-02,25.5528
2023-06-03,25.5528
2023-06-04,25.5528
2023-06-05,25.0324
2023-06-06,25.4487
2023-06-07,26.1773
2023-06-08,26.8711
2023-06-09,26.1079
2023-06-10,26.1079
2023-06-11,26.1079
2023-06-12,25.1712
2023-06-13,27.3914
2023-06-14,26.6629
2023-06-15,27.2874
2023-06-16,26.8017
2023-06-17,26.8017
2023-06-18,26.8017
2023-06-19,26.8017
2023-06-20,26.4548
2023-06-21,26.767
2023-06-22,26.1079
2023-06-23,25.6916
2023-06-24,25.6916
2023-06-25,25.6916
2023-06-26,26.4548
2023-06-27,26.8711
2023-06-28,27.2527
2023-06-29,27.7037
2023-06-30,7.5107
2023-07-01,7.5107
2023-07-02,7.5107
2023-07-03,7.6844
2023-07-04,7.6844
2023-07-05,7.7393
2023-07-06,7.6204
2023-07-07,8.2878
2023-07-08,8.2878
2023-07-09,8.2878
2023-07-10,8.3244
2023-07-11,8.4981
2023-07-12,8.553
2023-07-13,8.6535
2023-07-14,8.425
2023-07-15,8.425
2023-07-16,8.425
2023-07-17,8.4524
2023-07-18,8.7998
2023-07-19,9.3392
2023-07-20,9.0558
2023-07-21,8.9735
2023-07-22,8.9735
2023-07-23,8.9735
2023-07-24,9.2752
2023-07-25,9.3026
2023-07-26,9.3484
2023-07-27,9.1198
2023-07-28,9.1564
2023-07-29,9.1564
2023-07-30,9.1564
2023-07-31,9.5221
2023-08-01,9.6592
2023-08-02,8.6261
2023-08-03,8.7189
2023-08-04,8.8799
2023-08-05,8.8799
2023-08-06,8.8799
2023-08-07,8.8978
2023-08-08,9.0768
2023-08-09,9.1841
2023-08-10,9.0499
2023-08-11,9.1663
2023-08-12,9.1663
2023-08-13,9.1663
2023-08-14,9.0857
2023-08-15,8.862
2023-08-16,8.8889
2023-08-17,8.9694
2023-08-18,8.9515
2023-08-19,8.9515
2023-08-20,8.9515
2023-08-21,8.9336
2023-08-22,8.7278
2023-08-23,8.7368
2023-08-24,8.7189
2023-08-25,8.701
2023-08-26,8.701
2023-08-27,8.701
2023-08-28,8.6563
2023-08-29,8.6294
2023-08-30,8.531
2023-08-31,8.6026
2023-09-01,8.9694
2023-09-02,8.9694
2023-09-03,8.9694
2023-09-04,8.9694
2023-09-05,8.8441
2023-09-06,8.8978
2023-09-07,8.9963
2023-09-08,8.8889
2023-09-09,8.8889
2023-09-10,8.8889
2023-09-11,9.0499
2023-09-12,9.1752
2023-09-13,9.1036
2023-09-14,9.4078
2023-09-15,9.3899
2023-09-16,9.3899
2023-09-17,9.3899
2023-09-18,9.5063
2023-09-19,9.2378
2023-09-20,9.211
2023-09-21,8.9247
2023-09-22,9.032
2023-09-23,9.032
2023-09-24,9.032
2023-09-25,9.1752
2023-09-26,9.041
2023-09-27,9.6405
2023-09-28,9.6763
2023-09-29,7.8085
2023-09-30,7.8085
2023-10-01,7.8085
2023-10-02,7.3709
2023-10-03,7.3565
2023-10-04,6.8973
2023-10-05,6.7538
2023-10-06,6.8686
2023-10-07,6.8686
2023-10-08,6.8686
2023-10-09,7.4067
2023-10-10,7.4713
2023-10-11,7.5287
2023-10-12,7.4928
2023-10-13,7.6507
2023-10-14,7.6507
2023-10-15,7.6507
2023-10-16,7.622
2023-10-17,7.8803
2023-10-18,7.909
2023-10-19,7.952
2023-10-20,7.8516
2023-10-21,7.8516
2023-10-22,7.8516
2023-10-23,7.7798
2023-10-24,7.8731
2023-10-25,7.8588
2023-10-26,7.6866
2023-10-27,7.7224
2023-10-28,7.7224
2023-10-29,7.7224
2023-10-30,7.6722
2023-10-31,7.7009
2023-11-01,7.7009
2023-11-02,7.2794
2023-11-03,7.3496
2023-11-04,7.3496
2023-11-05,7.3496
2023-11-06,7.069
2023-11-07,6.6271
2023-11-08,6.5851
2023-11-09,6.55
2023-11-10,6.5991
2023-11-11,6.5991
2023-11-12,6.5991
2023-11-13,6.7744
2023-11-14,6.9287
2023-11-15,6.7955
2023-11-16,6.571
2023-11-17,6.6973
2023-11-18,6.6973
2023-11-19,6.6973
2023-11-20,6.7323
2023-11-21,6.6131
2023-11-22,6.6201
2023-11-23,6.6201
2023-11-24,6.6622
2023-11-25,6.6622
2023-11-26,6.6622
2023-11-27,6.6131
2023-11-28,6.571
2023-11-29,6.6061
2023-11-30,6.571
2023-12-01,6.571
2023-12-02,6.571
2023-12-03,6.571
2023-12-04,6.543
2023-12-05,6.3396
2023-12-06,6.0239
2023-12-07,5.9889
2023-12-08,6.052
2023-12-09,6.052
2023-12-10,6.052
2023-12-11,5.9538
2023-12-12,5.9538
2023-12-13,6.1221
2023-12-14,6.2063
2023-12-15,6.1642
2023-12-16,6.1642
2023-12-17,6.1642
2023-12-18,6.0871
2023-12-19,6.1993
2023-12-20,6.1151
2023-12-21,6.1362
2023-12-22,6.1221
2023-12-23,6.1221
2023-12-24,6.1221
2023-12-25,6.1221
2023-12-26,6.2344
2023-12-27,6.1712
2023-12-28,6.1081
2023-12-29,7.8572
2023-12-30,7.8572
2023-12-31,7.8572
2024-01-01,7.8572
2024-01-02,7.7228
2024-01-03,7.748
2024-01-04,7.58
2024-01-05,7.8572
2024-01-06,7.8572
2024-01-07,7.8572
2024-01-08,7.7396
2024-01-09,7.5044
2024-01-10,7.4036
2024-01-11,7.3196
2024-01-12,7.4624
2024-01-13,7.4624
2024-01-14,7.4624
2024-01-15,7.4624
2024-01-16,7.2188
2024-01-17,7.1433
2024-01-18,7.2944
2024-01-19,7.2104
2024-01-20,7.2104
2024-01-21,7.2104
2024-01-22,7.3112
2024-01-23,7.3448
2024-01-24,7.622
2024-01-25,7.7648
2024-01-26,7.874
2024-01-27,7.874
2024-01-28,7.874
2024-01-29,7.8572
2024-01-30,8.2939
2024-01-31,7.9244
2024-02-01,7.7816
2024-02-02,7.5548
2024-02-03,7.5548
2024-02-04,7.5548
2024-02-05,7.286
2024-02-06,7.4792
2024-02-07,7.37
2024-02-08,7.4708
2024-02-09,7.4792
2024-02-10,7.4792
2024-02-11,7.4792
2024-02-12,7.4624
2024-02-13,7.3112
2024-02-14,7.2608
2024-02-15,7.7228
2024-02-16,7.79
2024-02-17,7.79
2024-02-18,7.79
2024-02-19,7.79
2024-02-20,7.7144
2024-02-21,7.412
2024-02-22,6.9999
2024-02-23,7.0249
2024-02-24,7.0249
2024-02-25,7.0249
2024-02-26,6.9915
2024-02-27,7.1
2024-02-28,6.9165
2024-02-29,6.9915
2024-03-01,7.0916
2024-03-02,7.0916
2024-03-03,7.0916
2024-03-04,6.7329
2024-03-05,6.7329
2024-03-06,6.7747
2024-03-07,6.9665
2024-03-08,6.9415
2024-03-09,6.9415
2024-03-10,6.9415
2024-03-11,6.9498
2024-03-12,6.9999
2024-03-13,6.9409
2024-03-14,6.99
2024-03-15,7.1294
2024-03-16,7.1294
2024-03-17,7.1294
2024-03-18,6.9736
2024-03-19,7.1376
2024-03-20,7.1621
2024-03-21,7.2851
2024-03-22,7.113
2024-03-23,7.113
2024-03-24,7.113
2024-03-25,7.2031
2024-03-26,7.1048
2024-03-27,7.3342
2024-03-28,7.4408
2024-03-29,7.4408
2024-03-30,7.4408
2024-03-31,7.4408
2024-04-01,7.3015
2024-04-02,7.3506
2024-04-03,7.8178
2024-04-04,7.7686
2024-04-05,7.867
2024-04-06,7.867
2024-04-07,7.867
2024-04-08,7.6703
