,PUMP US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,5.0453
2020-01-02,4.9408
2020-01-03,5.0908
2020-01-04,5.0908
2020-01-05,5.0908
2020-01-06,5.3726
2020-01-07,5.2044
2020-01-08,5.0135
2020-01-09,4.9499
2020-01-10,4.8862
2020-01-11,4.8862
2020-01-12,4.8862
2020-01-13,4.9044
2020-01-14,5.0317
2020-01-15,4.9635
2020-01-16,5.1362
2020-01-17,5.009
2020-01-18,5.009
2020-01-19,5.009
2020-01-20,5.009
2020-01-21,4.9999
2020-01-22,4.8726
2020-01-23,4.609
2020-01-24,4.4772
2020-01-25,4.4772
2020-01-26,4.4772
2020-01-27,4.3635
2020-01-28,4.5181
2020-01-29,4.5317
2020-01-30,4.6272
2020-01-31,4.359
2020-02-01,4.359
2020-02-02,4.359
2020-02-03,4.1544
2020-02-04,4.3363
2020-02-05,4.5726
2020-02-06,4.2772
2020-02-07,4.3044
2020-02-08,4.3044
2020-02-09,4.3044
2020-02-10,4.2544
2020-02-11,4.2817
2020-02-12,4.4544
2020-02-13,4.5772
2020-02-14,4.6226
2020-02-15,4.6226
2020-02-16,4.6226
2020-02-17,4.6226
2020-02-18,4.559
2020-02-19,4.8181
2020-02-20,4.6908
2020-02-21,4.4817
2020-02-22,4.4817
2020-02-23,4.4817
2020-02-24,4.0726
2020-02-25,4.4726
2020-02-26,4.1681
2020-02-27,3.6726
2020-02-28,3.9135
2020-02-29,3.9135
2020-03-01,3.9135
2020-03-02,3.9544
2020-03-03,3.7135
2020-03-04,3.8499
2020-03-05,3.5863
2020-03-06,3.0772
2020-03-07,3.0772
2020-03-08,3.0772
2020-03-09,1.7636
2020-03-10,1.6454
2020-03-11,1.6408
2020-03-12,1.7499
2020-03-13,1.6408
2020-03-14,1.6408
2020-03-15,1.6408
2020-03-16,1.0681
2020-03-17,0.8454
2020-03-18,0.6181
2020-03-19,0.8908
2020-03-20,0.8045
2020-03-21,0.8045
2020-03-22,0.8045
2020-03-23,0.8408
2020-03-24,0.9363
2020-03-25,0.9681
2020-03-26,1.0727
2020-03-27,0.9727
2020-03-28,0.9727
2020-03-29,0.9727
2020-03-30,0.9136
2020-03-31,1.8216
2020-04-01,1.5955
2020-04-02,2.0814
2020-04-03,2.3326
2020-04-04,2.3326
2020-04-05,2.3326
2020-04-06,2.7346
2020-04-07,2.6676
2020-04-08,3.3041
2020-04-09,3.2036
2020-04-10,3.2036
2020-04-11,3.2036
2020-04-12,3.2036
2020-04-13,3.078
2020-04-14,2.9524
2020-04-15,2.8351
2020-04-16,2.0646
2020-04-17,2.6593
2020-04-18,2.6593
2020-04-19,2.6593
2020-04-20,2.4666
2020-04-21,2.3829
2020-04-22,2.6341
2020-04-23,3.0613
2020-04-24,2.81
2020-04-25,2.81
2020-04-26,2.81
2020-04-27,2.7346
2020-04-28,2.9273
2020-04-29,3.4884
2020-04-30,3.279
2020-05-01,3.0529
2020-05-02,3.0529
2020-05-03,3.0529
2020-05-04,3.145
2020-05-05,3.2204
2020-05-06,2.9775
2020-05-07,3.1869
2020-05-08,3.681
2020-05-09,3.681
2020-05-10,3.681
2020-05-11,3.5135
2020-05-12,3.6308
2020-05-13,3.1953
2020-05-14,3.279
2020-05-15,3.2958
2020-05-16,3.2958
2020-05-17,3.2958
2020-05-18,3.8318
2020-05-19,3.6224
2020-05-20,3.9574
2020-05-21,4.0077
2020-05-22,3.7899
2020-05-23,3.7899
2020-05-24,3.7899
2020-05-25,3.7899
2020-05-26,4.0077
2020-05-27,4.0328
2020-05-28,3.9072
2020-05-29,3.8737
2020-05-30,3.8737
2020-05-31,3.8737
2020-06-01,3.9072
2020-06-02,3.7648
2020-06-03,3.6224
2020-06-04,4.4683
2020-06-05,5.0546
2020-06-06,5.0546
2020-06-07,5.0546
2020-06-08,6.0596
2020-06-09,5.8586
2020-06-10,5.0797
2020-06-11,4.217
2020-06-12,4.7279
2020-06-13,4.7279
2020-06-14,4.7279
2020-06-15,4.6777
2020-06-16,4.7363
2020-06-17,4.2924
2020-06-18,4.4181
2020-06-19,4.2589
2020-06-20,4.2589
2020-06-21,4.2589
2020-06-22,4.353
2020-06-23,4.2943
2020-06-24,3.9417
2020-06-25,4.0425
2020-06-26,3.8326
2020-06-27,3.8326
2020-06-28,3.8326
2020-06-29,3.9585
2020-06-30,12.0155
2020-07-01,11.563
2020-07-02,11.417
2020-07-03,11.417
2020-07-04,11.417
2020-07-05,11.417
2020-07-06,12.3475
2020-07-07,11.7188
2020-07-08,11.6685
2020-07-09,10.411
2020-07-10,10.2853
2020-07-11,10.2853
2020-07-12,10.2853
2020-07-13,9.9332
2020-07-14,10.8637
2020-07-15,13.1272
2020-07-16,12.3224
2020-07-17,12.3978
2020-07-18,12.3978
2020-07-19,12.3978
2020-07-20,11.9954
2020-07-21,14.0577
2020-07-22,12.7248
2020-07-23,13.4541
2020-07-24,13.3283
2020-07-25,13.3283
2020-07-26,13.3283
2020-07-27,13.5798
2020-07-28,12.6996
2020-07-29,13.4038
2020-07-30,12.8254
2020-07-31,12.599
2020-08-01,12.599
2020-08-02,12.599
2020-08-03,13.0014
2020-08-04,13.5295
2020-08-05,14.6613
2020-08-06,14.0339
2020-08-07,13.9584
2020-08-08,13.9584
2020-08-09,13.9584
2020-08-10,15.3418
2020-08-11,15.2915
2020-08-12,15.5933
2020-08-13,15.2915
2020-08-14,15.4675
2020-08-15,15.4675
2020-08-16,15.4675
2020-08-17,15.3166
2020-08-18,14.5872
2020-08-19,14.8136
2020-08-20,14.1094
2020-08-21,13.4051
2020-08-22,13.4051
2020-08-23,13.4051
2020-08-24,14.386
2020-08-25,14.5872
2020-08-26,14.4866
2020-08-27,15.0148
2020-08-28,15.4424
2020-08-29,15.4424
2020-08-30,15.4424
2020-08-31,14.8891
2020-09-01,15.3418
2020-09-02,14.8639
2020-09-03,14.1345
2020-09-04,14.0339
2020-09-05,14.0339
2020-09-06,14.0339
2020-09-07,14.0339
2020-09-08,12.8015
2020-09-09,12.9524
2020-09-10,12.1475
2020-09-11,11.9966
2020-09-12,11.9966
2020-09-13,11.9966
2020-09-14,11.4684
2020-09-15,11.4181
2020-09-16,11.9966
2020-09-17,11.7451
2020-09-18,11.393
2020-09-19,11.393
2020-09-20,11.393
2020-09-21,10.0599
2020-09-22,9.8084
2020-09-23,9.0287
2020-09-24,8.7772
2020-09-25,8.8023
2020-09-26,8.8023
2020-09-27,8.8023
2020-09-28,9.3557
2020-09-29,9.9342
2020-09-30,9.9342
2020-10-01,9.9342
2020-10-02,9.9342
2020-10-03,9.9342
2020-10-04,9.9342
2020-10-05,9.9342
2020-10-06,9.9342
2020-10-07,9.9342
2020-10-08,9.9342
2020-10-09,9.9342
2020-10-10,9.9342
2020-10-11,9.9342
2020-10-12,9.9342
2020-10-13,9.9342
2020-10-14,9.9342
2020-10-15,9.9342
2020-10-16,9.9342
2020-10-17,9.9342
2020-10-18,9.9342
2020-10-19,9.9342
2020-10-20,9.9342
2020-10-21,9.9342
2020-10-22,9.9342
2020-10-23,9.9342
2020-10-24,9.9342
2020-10-25,9.9342
2020-10-26,9.9342
2020-10-27,9.9342
2020-10-28,9.9342
2020-10-29,9.9342
2020-10-30,9.9342
2020-10-31,9.9342
2020-11-01,9.9342
2020-11-02,9.9342
2020-11-03,9.9342
2020-11-04,9.9342
2020-11-05,9.9342
2020-11-06,9.9342
2020-11-07,9.9342
2020-11-08,9.9342
2020-11-09,9.9342
2020-11-10,9.9342
2020-11-11,9.9342
2020-11-12,9.9342
2020-11-13,9.9342
2020-11-14,9.9342
2020-11-15,9.9342
2020-11-16,9.9342
2020-11-17,9.9342
2020-11-18,9.9342
2020-11-19,9.9342
2020-11-20,9.9342
2020-11-21,9.9342
2020-11-22,9.9342
2020-11-23,9.9342
2020-11-24,9.9342
2020-11-25,9.9342
2020-11-26,9.9342
2020-11-27,9.9342
2020-11-28,9.9342
2020-11-29,9.9342
2020-11-30,9.9342
2020-12-01,9.9342
2020-12-02,9.9342
2020-12-03,9.9342
2020-12-04,9.9342
2020-12-05,9.9342
2020-12-06,9.9342
2020-12-07,9.9342
2020-12-08,9.9342
2020-12-09,9.9342
2020-12-10,9.9342
2020-12-11,9.9342
2020-12-12,9.9342
2020-12-13,9.9342
2020-12-14,9.9342
2020-12-15,9.9342
2020-12-16,9.9342
2020-12-17,9.9342
2020-12-18,9.9342
2020-12-19,9.9342
2020-12-20,9.9342
2020-12-21,9.9342
2020-12-22,9.9342
2020-12-23,9.9342
2020-12-24,9.9342
2020-12-25,9.9342
2020-12-26,9.9342
2020-12-27,9.9342
2020-12-28,9.9342
2020-12-29,9.9342
2020-12-30,9.9342
2020-12-31,9.9342
2021-01-01,9.9342
2021-01-02,9.9342
2021-01-03,9.9342
2021-01-04,9.9342
2021-01-05,9.9342
2021-01-06,9.9342
2021-01-07,9.9342
2021-01-08,9.9342
2021-01-09,9.9342
2021-01-10,9.9342
2021-01-11,9.9342
2021-01-12,9.9342
2021-01-13,9.9342
2021-01-14,9.9342
2021-01-15,9.9342
2021-01-16,9.9342
2021-01-17,9.9342
2021-01-18,9.9342
2021-01-19,9.9342
2021-01-20,9.9342
2021-01-21,9.9342
2021-01-22,9.9342
2021-01-23,9.9342
2021-01-24,9.9342
2021-01-25,9.9342
2021-01-26,9.9342
2021-01-27,9.9342
2021-01-28,9.9342
2021-01-29,9.9342
2021-01-30,9.9342
2021-01-31,9.9342
2021-02-01,9.9342
2021-02-02,9.9342
2021-02-03,9.9342
2021-02-04,9.9342
2021-02-05,9.9342
2021-02-06,9.9342
2021-02-07,9.9342
2021-02-08,9.9342
2021-02-09,9.9342
2021-02-10,9.9342
2021-02-11,9.9342
2021-02-12,9.9342
2021-02-13,9.9342
2021-02-14,9.9342
2021-02-15,9.9342
2021-02-16,9.9342
2021-02-17,9.9342
2021-02-18,9.9342
2021-02-19,9.9342
2021-02-20,9.9342
2021-02-21,9.9342
2021-02-22,9.9342
2021-02-23,9.9342
2021-02-24,9.9342
2021-02-25,9.9342
2021-02-26,9.9342
2021-02-27,9.9342
2021-02-28,9.9342
2021-03-01,9.9342
2021-03-02,9.9342
2021-03-03,9.9342
2021-03-04,9.9342
2021-03-05,9.9342
2021-03-06,9.9342
2021-03-07,9.9342
2021-03-08,9.9342
2021-03-09,9.9342
2021-03-10,9.9342
2021-03-11,9.9342
2021-03-12,9.9342
2021-03-13,9.9342
2021-03-14,9.9342
2021-03-15,9.9342
2021-03-16,9.9342
2021-03-17,9.9342
2021-03-18,9.9342
2021-03-19,9.9342
2021-03-20,9.9342
2021-03-21,9.9342
2021-03-22,9.9342
2021-03-23,9.9342
2021-03-24,9.9342
2021-03-25,9.9342
2021-03-26,9.9342
2021-03-27,9.9342
2021-03-28,9.9342
2021-03-29,9.9342
2021-03-30,9.9342
2021-03-31,9.9342
2021-04-01,9.9342
2021-04-02,9.9342
2021-04-03,9.9342
2021-04-04,9.9342
2021-04-05,9.9342
2021-04-06,9.9342
2021-04-07,9.9342
2021-04-08,9.9342
2021-04-09,9.9342
2021-04-10,9.9342
2021-04-11,9.9342
2021-04-12,9.9342
2021-04-13,9.9342
2021-04-14,9.9342
2021-04-15,9.9342
2021-04-16,9.9342
2021-04-17,9.9342
2021-04-18,9.9342
2021-04-19,9.9342
2021-04-20,9.9342
2021-04-21,9.9342
2021-04-22,9.9342
2021-04-23,9.9342
2021-04-24,9.9342
2021-04-25,9.9342
2021-04-26,9.9342
2021-04-27,9.9342
2021-04-28,9.9342
2021-04-29,9.9342
2021-04-30,9.9342
2021-05-01,9.9342
2021-05-02,9.9342
2021-05-03,9.9342
2021-05-04,9.9342
2021-05-05,9.9342
2021-05-06,9.9342
2021-05-07,9.9342
2021-05-08,9.9342
2021-05-09,9.9342
2021-05-10,9.9342
2021-05-11,9.9342
2021-05-12,9.9342
2021-05-13,9.9342
2021-05-14,9.9342
2021-05-15,9.9342
2021-05-16,9.9342
2021-05-17,9.9342
2021-05-18,9.9342
2021-05-19,9.9342
2021-05-20,9.9342
2021-05-21,9.9342
2021-05-22,9.9342
2021-05-23,9.9342
2021-05-24,9.9342
2021-05-25,9.9342
2021-05-26,9.9342
2021-05-27,9.9342
2021-05-28,9.9342
2021-05-29,9.9342
2021-05-30,9.9342
2021-05-31,9.9342
2021-06-01,9.9342
2021-06-02,9.9342
2021-06-03,9.9342
2021-06-04,9.9342
2021-06-05,9.9342
2021-06-06,9.9342
2021-06-07,9.9342
2021-06-08,9.9342
2021-06-09,9.9342
2021-06-10,9.9342
2021-06-11,9.9342
2021-06-12,9.9342
2021-06-13,9.9342
2021-06-14,9.9342
2021-06-15,9.9342
2021-06-16,9.9342
2021-06-17,9.9342
2021-06-18,9.9342
2021-06-19,9.9342
2021-06-20,9.9342
2021-06-21,9.9342
2021-06-22,9.9342
2021-06-23,9.9342
2021-06-24,9.9342
2021-06-25,9.9342
2021-06-26,9.9342
2021-06-27,9.9342
2021-06-28,9.9342
2021-06-29,9.9342
2021-06-30,9.9342
2021-07-01,9.9342
2021-07-02,9.9342
2021-07-03,9.9342
2021-07-04,9.9342
2021-07-05,9.9342
2021-07-06,9.9342
2021-07-07,9.9342
2021-07-08,9.9342
2021-07-09,9.9342
2021-07-10,9.9342
2021-07-11,9.9342
2021-07-12,9.9342
2021-07-13,9.9342
2021-07-14,9.9342
2021-07-15,9.9342
2021-07-16,9.9342
2021-07-17,9.9342
2021-07-18,9.9342
2021-07-19,9.9342
2021-07-20,9.9342
2021-07-21,9.9342
2021-07-22,9.9342
2021-07-23,9.9342
2021-07-24,9.9342
2021-07-25,9.9342
2021-07-26,9.9342
2021-07-27,9.9342
2021-07-28,9.9342
2021-07-29,9.9342
2021-07-30,9.9342
2021-07-31,9.9342
2021-08-01,9.9342
2021-08-02,9.9342
2021-08-03,9.9342
2021-08-04,9.9342
2021-08-05,9.9342
2021-08-06,9.9342
2021-08-07,9.9342
2021-08-08,9.9342
2021-08-09,9.9342
2021-08-10,9.9342
2021-08-11,9.9342
2021-08-12,9.9342
2021-08-13,9.9342
2021-08-14,9.9342
2021-08-15,9.9342
2021-08-16,9.9342
2021-08-17,9.9342
2021-08-18,9.9342
2021-08-19,9.9342
2021-08-20,9.9342
2021-08-21,9.9342
2021-08-22,9.9342
2021-08-23,9.9342
2021-08-24,9.9342
2021-08-25,9.9342
2021-08-26,9.9342
2021-08-27,9.9342
2021-08-28,9.9342
2021-08-29,9.9342
2021-08-30,9.9342
2021-08-31,9.9342
2021-09-01,9.9342
2021-09-02,9.9342
2021-09-03,9.9342
2021-09-04,9.9342
2021-09-05,9.9342
2021-09-06,9.9342
2021-09-07,9.9342
2021-09-08,9.9342
2021-09-09,9.9342
2021-09-10,9.9342
2021-09-11,9.9342
2021-09-12,9.9342
2021-09-13,9.9342
2021-09-14,9.9342
2021-09-15,9.9342
2021-09-16,9.9342
2021-09-17,9.9342
2021-09-18,9.9342
2021-09-19,9.9342
2021-09-20,9.9342
2021-09-21,9.9342
2021-09-22,9.9342
2021-09-23,9.9342
2021-09-24,9.9342
2021-09-25,9.9342
2021-09-26,9.9342
2021-09-27,9.9342
2021-09-28,9.9342
2021-09-29,9.9342
2021-09-30,9.9342
2021-10-01,9.9342
2021-10-02,9.9342
2021-10-03,9.9342
2021-10-04,9.9342
2021-10-05,9.9342
2021-10-06,9.9342
2021-10-07,9.9342
2021-10-08,9.9342
2021-10-09,9.9342
2021-10-10,9.9342
2021-10-11,9.9342
2021-10-12,9.9342
2021-10-13,9.9342
2021-10-14,9.9342
2021-10-15,9.9342
2021-10-16,9.9342
2021-10-17,9.9342
2021-10-18,9.9342
2021-10-19,9.9342
2021-10-20,9.9342
2021-10-21,9.9342
2021-10-22,9.9342
2021-10-23,9.9342
2021-10-24,9.9342
2021-10-25,9.9342
2021-10-26,9.9342
2021-10-27,9.9342
2021-10-28,9.9342
2021-10-29,9.9342
2021-10-30,9.9342
2021-10-31,9.9342
2021-11-01,9.9342
2021-11-02,9.9342
2021-11-03,9.9342
2021-11-04,9.9342
2021-11-05,9.9342
2021-11-06,9.9342
2021-11-07,9.9342
2021-11-08,9.9342
2021-11-09,9.9342
2021-11-10,9.9342
2021-11-11,9.9342
2021-11-12,9.9342
2021-11-13,9.9342
2021-11-14,9.9342
2021-11-15,9.9342
2021-11-16,9.9342
2021-11-17,9.9342
2021-11-18,9.9342
2021-11-19,9.9342
2021-11-20,9.9342
2021-11-21,9.9342
2021-11-22,9.9342
2021-11-23,9.9342
2021-11-24,9.9342
2021-11-25,9.9342
2021-11-26,9.9342
2021-11-27,9.9342
2021-11-28,9.9342
2021-11-29,9.9342
2021-11-30,9.9342
2021-12-01,9.9342
2021-12-02,9.9342
2021-12-03,9.9342
2021-12-04,9.9342
2021-12-05,9.9342
2021-12-06,9.9342
2021-12-07,9.9342
2021-12-08,9.9342
2021-12-09,9.9342
2021-12-10,9.9342
2021-12-11,9.9342
2021-12-12,9.9342
2021-12-13,9.9342
2021-12-14,9.9342
2021-12-15,9.9342
2021-12-16,9.9342
2021-12-17,9.9342
2021-12-18,9.9342
2021-12-19,9.9342
2021-12-20,9.9342
2021-12-21,9.9342
2021-12-22,9.9342
2021-12-23,9.9342
2021-12-24,9.9342
2021-12-25,9.9342
2021-12-26,9.9342
2021-12-27,9.9342
2021-12-28,9.9342
2021-12-29,9.9342
2021-12-30,9.9342
2021-12-31,9.9342
2022-01-01,9.9342
2022-01-02,9.9342
2022-01-03,9.9342
2022-01-04,9.9342
2022-01-05,9.9342
2022-01-06,9.9342
2022-01-07,9.9342
2022-01-08,9.9342
2022-01-09,9.9342
2022-01-10,9.9342
2022-01-11,9.9342
2022-01-12,9.9342
2022-01-13,9.9342
2022-01-14,9.9342
2022-01-15,9.9342
2022-01-16,9.9342
2022-01-17,9.9342
2022-01-18,9.9342
2022-01-19,9.9342
2022-01-20,9.9342
2022-01-21,9.9342
2022-01-22,9.9342
2022-01-23,9.9342
2022-01-24,9.9342
2022-01-25,9.9342
2022-01-26,9.9342
2022-01-27,9.9342
2022-01-28,9.9342
2022-01-29,9.9342
2022-01-30,9.9342
2022-01-31,9.9342
2022-02-01,9.9342
2022-02-02,9.9342
2022-02-03,9.9342
2022-02-04,9.9342
2022-02-05,9.9342
2022-02-06,9.9342
2022-02-07,9.9342
2022-02-08,9.9342
2022-02-09,9.9342
2022-02-10,9.9342
2022-02-11,9.9342
2022-02-12,9.9342
2022-02-13,9.9342
2022-02-14,9.9342
2022-02-15,9.9342
2022-02-16,9.9342
2022-02-17,9.9342
2022-02-18,9.9342
2022-02-19,9.9342
2022-02-20,9.9342
2022-02-21,9.9342
2022-02-22,9.9342
2022-02-23,9.9342
2022-02-24,9.9342
2022-02-25,9.9342
2022-02-26,9.9342
2022-02-27,9.9342
2022-02-28,9.9342
2022-03-01,9.9342
2022-03-02,9.9342
2022-03-03,9.9342
2022-03-04,9.9342
2022-03-05,9.9342
2022-03-06,9.9342
2022-03-07,9.9342
2022-03-08,9.9342
2022-03-09,9.9342
2022-03-10,9.9342
2022-03-11,9.9342
2022-03-12,9.9342
2022-03-13,9.9342
2022-03-14,9.9342
2022-03-15,9.9342
2022-03-16,9.9342
2022-03-17,9.9342
2022-03-18,9.9342
2022-03-19,9.9342
2022-03-20,9.9342
2022-03-21,9.9342
2022-03-22,9.9342
2022-03-23,9.9342
2022-03-24,9.9342
2022-03-25,9.9342
2022-03-26,9.9342
2022-03-27,9.9342
2022-03-28,9.9342
2022-03-29,9.9342
2022-03-30,9.9342
2022-03-31,9.9342
2022-04-01,9.9342
2022-04-02,9.9342
2022-04-03,9.9342
2022-04-04,9.9342
2022-04-05,9.9342
2022-04-06,9.9342
2022-04-07,9.9342
2022-04-08,9.9342
2022-04-09,9.9342
2022-04-10,9.9342
2022-04-11,9.9342
2022-04-12,9.9342
2022-04-13,9.9342
2022-04-14,9.9342
2022-04-15,9.9342
2022-04-16,9.9342
2022-04-17,9.9342
2022-04-18,9.9342
2022-04-19,9.9342
2022-04-20,9.9342
2022-04-21,9.9342
2022-04-22,9.9342
2022-04-23,9.9342
2022-04-24,9.9342
2022-04-25,9.9342
2022-04-26,9.9342
2022-04-27,9.9342
2022-04-28,9.9342
2022-04-29,9.9342
2022-04-30,9.9342
2022-05-01,9.9342
2022-05-02,9.9342
2022-05-03,9.9342
2022-05-04,9.9342
2022-05-05,9.9342
2022-05-06,9.9342
2022-05-07,9.9342
2022-05-08,9.9342
2022-05-09,9.9342
2022-05-10,9.9342
2022-05-11,9.9342
2022-05-12,9.9342
2022-05-13,9.9342
2022-05-14,9.9342
2022-05-15,9.9342
2022-05-16,9.9342
2022-05-17,9.9342
2022-05-18,9.9342
2022-05-19,9.9342
2022-05-20,9.9342
2022-05-21,9.9342
2022-05-22,9.9342
2022-05-23,9.9342
2022-05-24,9.9342
2022-05-25,9.9342
2022-05-26,9.9342
2022-05-27,9.9342
2022-05-28,9.9342
2022-05-29,9.9342
2022-05-30,9.9342
2022-05-31,9.9342
2022-06-01,9.9342
2022-06-02,9.9342
2022-06-03,9.9342
2022-06-04,9.9342
2022-06-05,9.9342
2022-06-06,9.9342
2022-06-07,9.9342
2022-06-08,9.9342
2022-06-09,9.9342
2022-06-10,9.9342
2022-06-11,9.9342
2022-06-12,9.9342
2022-06-13,9.9342
2022-06-14,9.9342
2022-06-15,9.9342
2022-06-16,9.9342
2022-06-17,9.9342
2022-06-18,9.9342
2022-06-19,9.9342
2022-06-20,9.9342
2022-06-21,9.9342
2022-06-22,9.9342
2022-06-23,9.9342
2022-06-24,9.9342
2022-06-25,9.9342
2022-06-26,9.9342
2022-06-27,9.9342
2022-06-28,9.9342
2022-06-29,9.9342
2022-06-30,9.9342
2022-07-01,9.9342
2022-07-02,9.9342
2022-07-03,9.9342
2022-07-04,9.9342
2022-07-05,9.9342
2022-07-06,9.9342
2022-07-07,9.9342
2022-07-08,9.9342
2022-07-09,9.9342
2022-07-10,9.9342
2022-07-11,9.9342
2022-07-12,9.9342
2022-07-13,9.9342
2022-07-14,9.9342
2022-07-15,9.9342
2022-07-16,9.9342
2022-07-17,9.9342
2022-07-18,9.9342
2022-07-19,9.9342
2022-07-20,9.9342
2022-07-21,9.9342
2022-07-22,9.9342
2022-07-23,9.9342
2022-07-24,9.9342
2022-07-25,9.9342
2022-07-26,9.9342
2022-07-27,9.9342
2022-07-28,9.9342
2022-07-29,9.9342
2022-07-30,9.9342
2022-07-31,9.9342
2022-08-01,9.9342
2022-08-02,9.9342
2022-08-03,9.9342
2022-08-04,9.9342
2022-08-05,9.9342
2022-08-06,9.9342
2022-08-07,9.9342
2022-08-08,9.9342
2022-08-09,9.9342
2022-08-10,9.9342
2022-08-11,9.9342
2022-08-12,9.9342
2022-08-13,9.9342
2022-08-14,9.9342
2022-08-15,9.9342
2022-08-16,9.9342
2022-08-17,9.9342
2022-08-18,9.9342
2022-08-19,9.9342
2022-08-20,9.9342
2022-08-21,9.9342
2022-08-22,9.9342
2022-08-23,9.9342
2022-08-24,9.9342
2022-08-25,9.9342
2022-08-26,9.9342
2022-08-27,9.9342
2022-08-28,9.9342
2022-08-29,9.9342
2022-08-30,9.9342
2022-08-31,9.9342
2022-09-01,9.9342
2022-09-02,9.9342
2022-09-03,9.9342
2022-09-04,9.9342
2022-09-05,9.9342
2022-09-06,9.9342
2022-09-07,9.9342
2022-09-08,9.9342
2022-09-09,9.9342
2022-09-10,9.9342
2022-09-11,9.9342
2022-09-12,9.9342
2022-09-13,9.9342
2022-09-14,9.9342
2022-09-15,9.9342
2022-09-16,9.9342
2022-09-17,9.9342
2022-09-18,9.9342
2022-09-19,9.9342
2022-09-20,9.9342
2022-09-21,9.9342
2022-09-22,9.9342
2022-09-23,9.9342
2022-09-24,9.9342
2022-09-25,9.9342
2022-09-26,9.9342
2022-09-27,9.9342
2022-09-28,9.9342
2022-09-29,9.9342
2022-09-30,9.9342
2022-10-01,9.9342
2022-10-02,9.9342
2022-10-03,9.9342
2022-10-04,9.9342
2022-10-05,9.9342
2022-10-06,9.9342
2022-10-07,9.9342
2022-10-08,9.9342
2022-10-09,9.9342
2022-10-10,9.9342
2022-10-11,9.9342
2022-10-12,9.9342
2022-10-13,9.9342
2022-10-14,9.9342
2022-10-15,9.9342
2022-10-16,9.9342
2022-10-17,9.9342
2022-10-18,9.9342
2022-10-19,9.9342
2022-10-20,9.9342
2022-10-21,9.9342
2022-10-22,9.9342
2022-10-23,9.9342
2022-10-24,9.9342
2022-10-25,9.9342
2022-10-26,9.9342
2022-10-27,9.9342
2022-10-28,9.9342
2022-10-29,9.9342
2022-10-30,9.9342
2022-10-31,9.9342
2022-11-01,9.9342
2022-11-02,9.9342
2022-11-03,9.9342
2022-11-04,9.9342
2022-11-05,9.9342
2022-11-06,9.9342
2022-11-07,9.9342
2022-11-08,9.9342
2022-11-09,9.9342
2022-11-10,9.9342
2022-11-11,9.9342
2022-11-12,9.9342
2022-11-13,9.9342
2022-11-14,9.9342
