,STLD US Equity
2020-05-09,6.8642
2020-05-10,6.8642
2020-05-11,6.5704
2020-05-12,6.3403
2020-05-13,6.1036
2020-05-14,6.1253
2020-05-15,6.1839
2020-05-16,6.1839
2020-05-17,6.1839
2020-05-18,6.5835
2020-05-19,6.5465
2020-05-20,6.6399
2020-05-21,6.6703
2020-05-22,6.5987
2020-05-23,6.5987
2020-05-24,6.5987
2020-05-25,6.5987
2020-05-26,6.8896
2020-05-27,7.237
2020-05-28,7.148
2020-05-29,7.0611
2020-05-30,7.0611
2020-05-31,7.0611
2020-06-01,7.1263
2020-06-02,7.2001
2020-06-03,7.3499
2020-06-04,7.4085
2020-06-05,7.6213
2020-06-06,7.6213
2020-06-07,7.6213
2020-06-08,7.7168
2020-06-09,7.6691
2020-06-10,7.5518
2020-06-11,6.8505
2020-06-12,7.0307
2020-06-13,7.0307
2020-06-14,7.0307
2020-06-15,7.098
2020-06-16,7.402
2020-06-17,7.2392
2020-06-18,7.1067
2020-06-19,7.1936
2020-06-20,7.1936
2020-06-21,7.1936
2020-06-22,7.2044
2020-06-23,7.2088
2020-06-24,6.9113
2020-06-25,7.0915
2020-06-26,6.8136
2020-06-27,6.8136
2020-06-28,6.8136
2020-06-29,6.8831
2020-06-30,7.8653
2020-07-01,7.723
2020-07-02,7.8354
2020-07-03,7.8354
2020-07-04,7.8354
2020-07-05,7.8354
2020-07-06,7.8304
2020-07-07,7.7405
2020-07-08,7.5683
2020-07-09,7.4709
2020-07-10,7.7929
2020-07-11,7.7929
2020-07-12,7.7929
2020-07-13,7.733
2020-07-14,7.9602
2020-07-15,8.0938
2020-07-16,8.1
2020-07-17,8.0451
2020-07-18,8.0451
2020-07-19,8.0451
2020-07-20,7.9627
2020-07-21,8.1062
2020-07-22,8.2723
2020-07-23,8.2323
2020-07-24,8.2997
2020-07-25,8.2997
2020-07-26,8.2997
2020-07-27,8.4345
2020-07-28,8.1749
2020-07-29,8.3397
2020-07-30,8.2348
2020-07-31,8.1949
2020-08-01,8.1949
2020-08-02,8.1949
2020-08-03,8.3771
2020-08-04,8.3197
2020-08-05,8.3821
2020-08-06,8.3397
2020-08-07,8.4645
2020-08-08,8.4645
2020-08-09,8.4645
2020-08-10,8.89
2020-08-11,8.92
2020-08-12,9.0124
2020-08-13,8.9824
2020-08-14,9.0798
2020-08-15,9.0798
2020-08-16,9.0798
2020-08-17,9.0623
2020-08-18,8.94
2020-08-19,8.885
2020-08-20,8.8875
2020-08-21,8.7402
2020-08-22,8.7402
2020-08-23,8.7402
2020-08-24,8.9175
2020-08-25,8.8026
2020-08-26,8.7752
2020-08-27,8.7902
2020-08-28,8.8925
2020-08-29,8.8925
2020-08-30,8.8925
2020-08-31,8.7228
2020-09-01,8.8676
2020-09-02,9.0349
2020-09-03,8.92
2020-09-04,9.0074
2020-09-05,9.0074
2020-09-06,9.0074
2020-09-07,9.0074
2020-09-08,8.6878
2020-09-09,8.6778
2020-09-10,8.6079
2020-09-11,8.6753
2020-09-12,8.6753
2020-09-13,8.6753
2020-09-14,8.8651
2020-09-15,8.935
2020-09-16,8.9575
2020-09-17,9.1572
2020-09-18,9.3494
2020-09-19,9.3494
2020-09-20,9.3494
2020-09-21,8.6803
2020-09-22,8.6903
2020-09-23,8.5929
2020-09-24,8.5605
2020-09-25,8.558
2020-09-26,8.558
2020-09-27,8.558
2020-09-28,8.8376
2020-09-29,8.508
2020-09-30,9.6989
2020-10-01,9.8245
2020-10-02,9.9911
2020-10-03,9.9911
2020-10-04,9.9911
2020-10-05,10.3434
2020-10-06,10.3106
2020-10-07,10.6028
2020-10-08,10.8486
2020-10-09,10.7776
2020-10-10,10.7776
2020-10-11,10.7776
2020-10-12,10.9496
2020-10-13,10.8131
2020-10-14,10.9633
2020-10-15,10.9988
2020-10-16,10.9988
2020-10-17,10.9988
2020-10-18,10.9988
2020-10-19,10.925
2020-10-20,10.5864
2020-10-21,10.3966
2020-10-22,10.6574
2020-10-23,10.7776
2020-10-24,10.7776
2020-10-25,10.7776
2020-10-26,10.4417
2020-10-27,10.4553
2020-10-28,10.2287
2020-10-29,10.5154
2020-10-30,10.4772
2020-10-31,10.4772
2020-11-01,10.4772
2020-11-02,10.5891
2020-11-03,10.7066
2020-11-04,10.2806
2020-11-05,10.6874
2020-11-06,10.6301
2020-11-07,10.6301
2020-11-08,10.6301
2020-11-09,10.9879
2020-11-10,11.1408
2020-11-11,11.1217
2020-11-12,10.9224
2020-11-13,11.3347
2020-11-14,11.3347
2020-11-15,11.3347
2020-11-16,11.9601
2020-11-17,11.8672
2020-11-18,11.6092
2020-11-19,11.6624
2020-11-20,11.5068
2020-11-21,11.5068
2020-11-22,11.5068
2020-11-23,11.7826
2020-11-24,12.4298
2020-11-25,12.2249
2020-11-26,12.2249
2020-11-27,12.1621
2020-11-28,12.1621
2020-11-29,12.1621
2020-11-30,11.7689
2020-12-01,12.0775
2020-12-02,12.0283
2020-12-03,12.1512
2020-12-04,12.4871
2020-12-05,12.4871
2020-12-06,12.4871
2020-12-07,12.3724
2020-12-08,12.3669
2020-12-09,12.4707
2020-12-10,12.6974
2020-12-11,12.5663
2020-12-12,12.5663
2020-12-13,12.5663
2020-12-14,12.2413
2020-12-15,12.427
2020-12-16,12.3451
2020-12-17,12.1458
2020-12-18,11.7443
2020-12-19,11.7443
2020-12-20,11.7443
2020-12-21,11.971
2020-12-22,11.8044
2020-12-23,11.8126
2020-12-24,11.8153
2020-12-25,11.8153
2020-12-26,11.8153
2020-12-27,11.8153
2020-12-28,11.7061
2020-12-29,11.8126
2020-12-30,11.8727
2020-12-31,11.3129
2021-01-01,11.3129
2021-01-02,11.3129
2021-01-03,11.3129
2021-01-04,11.2508
2021-01-05,11.5811
2021-01-06,12.2466
2021-01-07,12.0529
2021-01-08,11.9635
2021-01-09,11.9635
2021-01-10,11.9635
2021-01-11,12.0927
2021-01-12,12.5322
2021-01-13,12.2715
2021-01-14,12.1845
2021-01-15,11.8915
2021-01-16,11.8915
2021-01-17,11.8915
2021-01-18,11.8915
2021-01-19,12.0231
2021-01-20,12.1349
2021-01-21,11.7773
2021-01-22,11.7674
2021-01-23,11.7674
2021-01-24,11.7674
2021-01-25,11.7028
2021-01-26,11.2484
2021-01-27,10.9181
2021-01-28,10.8883
2021-01-29,10.6673
2021-01-30,10.6673
2021-01-31,10.6673
2021-02-01,10.8287
2021-02-02,10.9305
2021-02-03,11.3104
2021-02-04,11.3874
2021-02-05,11.5016
2021-02-06,11.5016
2021-02-07,11.5016
2021-02-08,11.6929
2021-02-09,11.7028
2021-02-10,11.6929
2021-02-11,11.7872
2021-02-12,11.9238
2021-02-13,11.9238
2021-02-14,11.9238
2021-02-15,11.9238
2021-02-16,12.3857
2021-02-17,12.2665
2021-02-18,12.0157
2021-02-19,12.2988
2021-02-20,12.2988
2021-02-21,12.2988
2021-02-22,12.5968
2021-02-23,12.7929
2021-02-24,13.0487
2021-02-25,12.6042
2021-02-26,12.4825
2021-02-27,12.4825
2021-02-28,12.4825
2021-03-01,13.086
2021-03-02,13.0693
2021-03-03,13.291
2021-03-04,12.9199
2021-03-05,13.5451
2021-03-06,13.5451
2021-03-07,13.5451
2021-03-08,14.1304
2021-03-09,13.961
2021-03-10,14.3097
2021-03-11,14.2898
2021-03-12,14.4094
2021-03-13,14.4094
2021-03-14,14.4094
2021-03-15,14.25
2021-03-16,13.8215
2021-03-17,14.1055
2021-03-18,13.9511
2021-03-19,13.9112
2021-03-20,13.9112
2021-03-21,13.9112
2021-03-22,13.8714
2021-03-23,13.3159
2021-03-24,13.6322
2021-03-25,13.9959
2021-03-26,14.6983
2021-03-27,14.6983
2021-03-28,14.6983
2021-03-29,14.5539
2021-03-30,14.9429
2021-03-31,10.7739
2021-04-01,10.8118
2021-04-02,10.8118
2021-04-03,10.8118
2021-04-04,10.8118
2021-04-05,10.9656
2021-04-06,10.8625
2021-04-07,10.8317
2021-04-08,10.7775
2021-04-09,10.8516
2021-04-10,10.8516
2021-04-11,10.8516
2021-04-12,10.9674
2021-04-13,10.7123
2021-04-14,10.7847
2021-04-15,10.7974
2021-04-16,10.9077
2021-04-17,10.9077
2021-04-18,10.9077
2021-04-19,10.8516
2021-04-20,10.6581
2021-04-21,10.8498
2021-04-22,10.6961
2021-04-23,10.9783
2021-04-24,10.9783
2021-04-25,10.9783
2021-04-26,11.4793
2021-04-27,11.5444
2021-04-28,11.5643
2021-04-29,11.5915
2021-04-30,11.3997
2021-05-01,11.3997
2021-05-02,11.3997
2021-05-03,11.8483
2021-05-04,12.3386
2021-05-05,12.4381
2021-05-06,12.7438
2021-05-07,13.0531
2021-05-08,13.0531
2021-05-09,13.0531
2021-05-10,13.1652
2021-05-11,13.2304
2021-05-12,12.599
2021-05-13,13.1092
2021-05-14,13.1254
2021-05-15,13.1254
2021-05-16,13.1254
2021-05-17,13.2665
2021-05-18,13.0404
2021-05-19,12.8451
2021-05-20,12.798
2021-05-21,12.7239
2021-05-22,12.7239
2021-05-23,12.7239
2021-05-24,12.8179
2021-05-25,12.4778
2021-05-26,12.6135
2021-05-27,12.7998
2021-05-28,12.8849
2021-05-29,12.8849
2021-05-30,12.8849
2021-05-31,12.8849
2021-06-01,13.2593
2021-06-02,13.1236
2021-06-03,13.2087
2021-06-04,13.3244
2021-06-05,13.3244
2021-06-06,13.3244
2021-06-07,13.2032
2021-06-08,13.6229
2021-06-09,13.2611
2021-06-10,13.234
2021-06-11,13.3516
2021-06-12,13.3516
2021-06-13,13.3516
2021-06-14,13.0115
2021-06-15,13.0205
2021-06-16,12.8451
2021-06-17,12.2879
2021-06-18,12.0528
2021-06-19,12.0528
2021-06-20,12.0528
2021-06-21,12.4525
2021-06-22,12.4706
2021-06-23,12.3892
2021-06-24,12.6226
2021-06-25,12.4887
2021-06-26,12.4887
2021-06-27,12.4887
2021-06-28,12.1975
2021-06-29,12.2192
2021-06-30,7.4293
2021-07-01,7.5701
2021-07-02,7.5497
2021-07-03,7.5497
2021-07-04,7.5497
2021-07-05,7.5497
2021-07-06,7.2809
2021-07-07,7.6035
2021-07-08,7.468
2021-07-09,7.6336
2021-07-10,7.6336
2021-07-11,7.6336
2021-07-12,7.7787
2021-07-13,7.5981
2021-07-14,7.6013
2021-07-15,7.6465
2021-07-16,7.4594
2021-07-17,7.4594
2021-07-18,7.4594
2021-07-19,7.2454
2021-07-20,7.3766
2021-07-21,7.4132
2021-07-22,7.3809
2021-07-23,7.3734
2021-07-24,7.3734
2021-07-25,7.3734
2021-07-26,7.3654
2021-07-27,7.3685
2021-07-28,7.3862
2021-07-29,7.7384
2021-07-30,7.7176
2021-07-31,7.7176
2021-08-01,7.7176
2021-08-02,7.5576
2021-08-03,7.7384
2021-08-04,7.5639
2021-08-05,7.4236
2021-08-06,7.5504
2021-08-07,7.5504
2021-08-08,7.5504
2021-08-09,7.7125
2021-08-10,8.1166
2021-08-11,8.4522
2021-08-12,8.5997
2021-08-13,8.6185
2021-08-14,8.6185
2021-08-15,8.6185
2021-08-16,8.4678
2021-08-17,8.1769
2021-08-18,8.2153
2021-08-19,7.9992
2021-08-20,7.9805
2021-08-21,7.9805
2021-08-22,7.9805
2021-08-23,8.1862
2021-08-24,8.4179
2021-08-25,8.3462
2021-08-26,8.2039
2021-08-27,8.3888
2021-08-28,8.3888
2021-08-29,8.3888
2021-08-30,8.3192
2021-08-31,8.0335
2021-09-01,7.9867
2021-09-02,8.0262
2021-09-03,7.9587
2021-09-04,7.9587
2021-09-05,7.9587
2021-09-06,7.9587
2021-09-07,7.9275
2021-09-08,7.8641
2021-09-09,7.8735
2021-09-10,7.8579
2021-09-11,7.8579
2021-09-12,7.8579
2021-09-13,7.6574
2021-09-14,7.46
2021-09-15,7.7789
2021-09-16,7.6408
2021-09-17,7.4579
2021-09-18,7.4579
2021-09-19,7.4579
2021-09-20,7.06
2021-09-21,7.0215
2021-09-22,7.0672
2021-09-23,7.1691
2021-09-24,7.2387
2021-09-25,7.2387
2021-09-26,7.2387
2021-09-27,7.4413
2021-09-28,7.4465
2021-09-29,7.2085
2021-09-30,4.4495
2021-10-01,4.4371
2021-10-02,4.4371
2021-10-03,4.4371
2021-10-04,4.4514
2021-10-05,4.5062
2021-10-06,4.3882
2021-10-07,4.5121
2021-10-08,4.4893
2021-10-09,4.4893
2021-10-10,4.4893
2021-10-11,4.5955
2021-10-12,4.6555
2021-10-13,4.6157
2021-10-14,4.6575
2021-10-15,4.6712
2021-10-16,4.6712
2021-10-17,4.6712
2021-10-18,4.7064
2021-10-19,4.7768
2021-10-20,4.8785
2021-10-21,4.7487
2021-10-22,4.7768
2021-10-23,4.7768
2021-10-24,4.7768
2021-10-25,5.0108
2021-10-26,5.0232
2021-10-27,4.8459
2021-10-28,4.9065
2021-10-29,4.945
2021-10-30,4.945
2021-10-31,4.945
2021-11-01,4.8231
2021-11-02,4.6137
2021-11-03,4.6683
2021-11-04,4.7114
2021-11-05,4.7595
2021-11-06,4.7595
2021-11-07,4.7595
2021-11-08,4.8749
2021-11-09,4.8033
2021-11-10,4.7373
2021-11-11,4.8362
2021-11-12,4.8305
2021-11-13,4.8305
2021-11-14,4.8305
2021-11-15,4.7874
2021-11-16,4.7798
2021-11-17,4.6277
2021-11-18,4.6689
2021-11-19,4.6372
2021-11-20,4.6372
2021-11-21,4.6372
2021-11-22,4.8857
2021-11-23,4.9148
2021-11-24,4.7665
2021-11-25,4.7665
2021-11-26,4.6625
2021-11-27,4.6625
2021-11-28,4.6625
2021-11-29,4.5288
2021-11-30,4.4274
2021-12-01,4.3824
2021-12-02,4.4147
2021-12-03,4.4001
2021-12-04,4.4001
2021-12-05,4.4001
2021-12-06,4.4401
2021-12-07,4.5789
2021-12-08,4.5193
2021-12-09,4.5072
2021-12-10,4.4445
2021-12-11,4.4445
2021-12-12,4.4445
2021-12-13,4.4274
2021-12-14,4.5275
2021-12-15,4.3653
2021-12-16,4.5922
2021-12-17,4.5884
2021-12-18,4.5884
2021-12-19,4.5884
2021-12-20,4.397
2021-12-21,4.5085
2021-12-22,4.532
2021-12-23,4.5446
2021-12-24,4.5446
2021-12-25,4.5446
2021-12-26,4.5446
2021-12-27,4.6137
2021-12-28,4.5858
2021-12-29,4.5903
2021-12-30,4.5592
2021-12-31,3.3237
2022-01-01,3.3237
2022-01-02,3.3237
2022-01-03,3.3048
2022-01-04,3.3906
2022-01-05,3.5032
2022-01-06,3.415
2022-01-07,3.3347
2022-01-08,3.3347
2022-01-09,3.3347
2022-01-10,3.2554
2022-01-11,3.2729
2022-01-12,3.3943
2022-01-13,3.3583
2022-01-14,3.3301
2022-01-15,3.3301
2022-01-16,3.3301
2022-01-17,3.3301
2022-01-18,3.2236
2022-01-19,3.1802
2022-01-20,3.0879
2022-01-21,2.8798
2022-01-22,2.8798
2022-01-23,2.8798
2022-01-24,2.9836
2022-01-25,2.9569
2022-01-26,2.9107
2022-01-27,2.967
2022-01-28,2.9938
2022-01-29,2.9938
2022-01-30,2.9938
2022-01-31,3.0215
2022-02-01,3.1179
2022-02-02,3.1899
2022-02-03,3.176
2022-02-04,3.1793
2022-02-05,3.1793
2022-02-06,3.1793
2022-02-07,3.1511
2022-02-08,3.2559
2022-02-09,3.3458
2022-02-10,3.29
2022-02-11,3.2609
2022-02-12,3.2609
2022-02-13,3.2609
2022-02-14,3.3025
2022-02-15,3.4026
2022-02-16,3.4261
2022-02-17,3.3777
2022-02-18,3.4104
2022-02-19,3.4104
2022-02-20,3.4104
2022-02-21,3.4104
2022-02-22,3.3684
2022-02-23,3.3278
2022-02-24,3.3786
2022-02-25,3.6439
2022-02-26,3.6439
2022-02-27,3.6439
2022-02-28,3.599
2022-03-01,3.6697
2022-03-02,3.8058
2022-03-03,3.8885
2022-03-04,3.9014
2022-03-05,3.9014
2022-03-06,3.9014
2022-03-07,3.679
2022-03-08,3.5718
2022-03-09,3.6599
2022-03-10,3.6795
2022-03-11,3.6675
2022-03-12,3.6675
2022-03-13,3.6675
2022-03-14,3.6394
2022-03-15,3.7115
2022-03-16,3.796
2022-03-17,4.0651
2022-03-18,4.2052
2022-03-19,4.2052
2022-03-20,4.2052
2022-03-21,4.2483
2022-03-22,4.2047
2022-03-23,4.2608
2022-03-24,4.4031
2022-03-25,4.44
2022-03-26,4.44
2022-03-27,4.44
2022-03-28,4.3368
2022-03-29,4.203
2022-03-30,4.1798
2022-03-31,3.434
2022-04-01,3.4914
2022-04-02,3.4914
2022-04-03,3.4914
2022-04-04,3.4403
2022-04-05,3.4013
2022-04-06,3.3877
2022-04-07,3.4417
2022-04-08,3.4255
2022-04-09,3.4255
2022-04-10,3.4255
2022-04-11,3.4421
2022-04-12,3.4785
2022-04-13,3.5778
2022-04-14,3.6138
2022-04-15,3.6138
2022-04-16,3.6138
2022-04-17,3.6138
2022-04-18,3.6944
2022-04-19,3.7484
2022-04-20,3.7304
2022-04-21,3.7948
2022-04-22,3.6613
2022-04-23,3.6613
2022-04-24,3.6613
2022-04-25,3.651
2022-04-26,3.5851
2022-04-27,3.6065
2022-04-28,3.6627
2022-04-29,3.4763
2022-04-30,3.4763
2022-05-01,3.4763
2022-05-02,3.3994
2022-05-03,3.4984
2022-05-04,3.6127
2022-05-05,3.3189
2022-05-06,3.2554
2022-05-07,3.2554
2022-05-08,3.2554
2022-05-09,3.1669
2022-05-10,3.1607
2022-05-11,3.0998
2022-05-12,3.0769
2022-05-13,3.0548
2022-05-14,3.0548
2022-05-15,3.0548
2022-05-16,3.0903
2022-05-17,3.2115
2022-05-18,3.1186
2022-05-19,3.1136
2022-05-20,3.1194
2022-05-21,3.1194
2022-05-22,3.1194
2022-05-23,3.1999
2022-05-24,3.1988
2022-05-25,3.2909
2022-05-26,3.427
2022-05-27,3.5503
2022-05-28,3.5503
2022-05-29,3.5503
2022-05-30,3.5503
2022-05-31,3.4629
2022-06-01,3.4117
2022-06-02,3.4484
2022-06-03,3.3744
2022-06-04,3.3744
2022-06-05,3.3744
2022-06-06,3.3533
2022-06-07,3.4788
2022-06-08,3.3167
2022-06-09,3.1513
2022-06-10,3.0548
2022-06-11,3.0548
2022-06-12,3.0548
2022-06-13,2.926
2022-06-14,2.942
2022-06-15,2.9794
2022-06-16,2.9003
2022-06-17,2.9725
2022-06-18,2.9725
2022-06-19,2.9725
2022-06-20,2.9725
2022-06-21,2.9315
2022-06-22,2.8107
2022-06-23,2.7592
2022-06-24,2.8647
2022-06-25,2.8647
2022-06-26,2.8647
2022-06-27,2.8792
2022-06-28,2.8092
2022-06-29,2.79
2022-06-30,2.41
2022-07-01,2.4126
2022-07-02,2.4126
2022-07-03,2.4126
2022-07-04,2.4126
2022-07-05,2.3569
2022-07-06,2.354
2022-07-07,2.4238
2022-07-08,2.4103
2022-07-09,2.4103
2022-07-10,2.4103
2022-07-11,2.4016
2022-07-12,2.3955
2022-07-13,2.4457
2022-07-14,2.4029
2022-07-15,2.4393
2022-07-16,2.4393
2022-07-17,2.4393
2022-07-18,2.4602
2022-07-19,2.4251
2022-07-20,2.4728
2022-07-21,2.5574
2022-07-22,2.4245
2022-07-23,2.4245
2022-07-24,2.4245
2022-07-25,2.5339
2022-07-26,2.5493
2022-07-27,2.625
2022-07-28,2.6681
2022-07-29,2.7874
2022-07-30,2.7874
2022-07-31,2.7874
2022-08-01,2.7714
2022-08-02,2.6653
2022-08-03,2.6594
2022-08-04,2.6943
2022-08-05,2.7347
2022-08-06,2.7347
2022-08-07,2.7347
2022-08-08,2.7338
2022-08-09,2.8082
2022-08-10,2.8665
2022-08-11,2.8814
2022-08-12,2.9163
2022-08-13,2.9163
2022-08-14,2.9163
2022-08-15,2.8833
2022-08-16,2.9175
2022-08-17,2.8674
2022-08-18,2.9107
2022-08-19,2.8288
2022-08-20,2.8288
2022-08-21,2.8288
2022-08-22,2.7805
2022-08-23,2.8048
2022-08-24,2.816
2022-08-25,2.9832
2022-08-26,2.9867
2022-08-27,2.9867
2022-08-28,2.9867
2022-08-29,2.967
2022-08-30,2.8169
2022-08-31,2.7951
2022-09-01,2.6899
2022-09-02,2.7086
2022-09-03,2.7086
2022-09-04,2.7086
2022-09-05,2.7086
2022-09-06,2.7528
2022-09-07,2.7634
2022-09-08,2.8658
2022-09-09,2.9758
2022-09-10,2.9758
2022-09-11,2.9758
2022-09-12,2.8814
2022-09-13,2.8322
2022-09-14,2.603
2022-09-15,2.6553
2022-09-16,2.6176
2022-09-17,2.6176
2022-09-18,2.6176
2022-09-19,2.6852
2022-09-20,2.6435
2022-09-21,2.5921
2022-09-22,2.541
2022-09-23,2.4672
2022-09-24,2.4672
2022-09-25,2.4672
2022-09-26,2.4514
2022-09-27,2.485
2022-09-28,2.5435
2022-09-29,2.4834
2022-09-30,2.4214
2022-10-01,2.4214
2022-10-02,2.4214
2022-10-03,2.5621
2022-10-04,2.6454
2022-10-05,2.6394
2022-10-06,2.6175
2022-10-07,2.5779
2022-10-08,2.5779
2022-10-09,2.5779
2022-10-10,2.6359
2022-10-11,2.68
2022-10-12,2.6724
2022-10-13,2.7405
2022-10-14,2.6467
2022-10-15,2.6467
2022-10-16,2.6467
2022-10-17,2.7088
2022-10-18,2.7633
2022-10-19,2.7297
2022-10-20,2.8872
2022-10-21,3.1177
2022-10-22,3.1177
2022-10-23,3.1177
2022-10-24,3.2235
2022-10-25,3.2695
2022-10-26,3.1601
2022-10-27,3.1428
2022-10-28,3.0501
2022-10-29,3.0501
2022-10-30,3.0501
2022-10-31,3.0386
2022-11-01,3.1196
2022-11-02,2.9871
2022-11-03,2.9624
2022-11-04,3.0797
2022-11-05,3.0797
2022-11-06,3.0797
2022-11-07,3.0968
2022-11-08,3.1214
2022-11-09,2.9776
2022-11-10,3.1083
2022-11-11,3.1205
2022-11-12,3.1205
2022-11-13,3.1205
2022-11-14,3.2321
2022-11-15,3.2345
2022-11-16,3.1985
2022-11-17,3.2506
2022-11-18,3.2394
2022-11-19,3.2394
2022-11-20,3.2394
2022-11-21,3.3119
2022-11-22,3.4161
2022-11-23,3.3402
2022-11-24,3.3402
2022-11-25,3.3411
2022-11-26,3.3411
2022-11-27,3.3411
2022-11-28,3.3076
2022-11-29,3.3003
2022-11-30,3.3396
2022-12-01,3.3762
2022-12-02,3.5109
2022-12-03,3.5109
2022-12-04,3.5109
2022-12-05,3.4252
2022-12-06,3.4719
2022-12-07,3.4514
2022-12-08,3.5258
2022-12-09,3.4761
2022-12-10,3.4761
2022-12-11,3.4761
2022-12-12,3.5173
2022-12-13,3.5362
2022-12-14,3.4837
2022-12-15,3.2784
2022-12-16,3.2509
2022-12-17,3.2509
2022-12-18,3.2509
2022-12-19,3.2668
2022-12-20,3.3174
2022-12-21,3.3667
2022-12-22,3.3067
2022-12-23,3.2988
2022-12-24,3.2988
2022-12-25,3.2988
2022-12-26,3.2988
2022-12-27,3.3082
2022-12-28,3.2165
2022-12-29,3.1714
2022-12-30,3.5436
2022-12-31,3.5436
2023-01-01,3.5436
2023-01-02,3.5436
2023-01-03,3.4564
2023-01-04,3.5784
2023-01-05,3.5812
2023-01-06,3.7157
2023-01-07,3.7157
2023-01-08,3.7157
2023-01-09,3.6705
2023-01-10,3.8594
2023-01-11,3.9677
2023-01-12,3.9805
2023-01-13,4.0201
2023-01-14,4.0201
2023-01-15,4.0201
2023-01-16,4.0201
2023-01-17,3.9743
2023-01-18,3.9063
2023-01-19,3.8756
2023-01-20,3.8994
2023-01-21,3.8994
2023-01-22,3.8994
2023-01-23,3.8881
2023-01-24,3.8998
2023-01-25,3.9819
2023-01-26,4.3622
2023-01-27,4.2756
2023-01-28,4.2756
2023-01-29,4.2756
2023-01-30,4.2811
2023-01-31,4.3346
2023-02-01,4.496
2023-02-02,4.5142
2023-02-03,4.5946
2023-02-04,4.5946
2023-02-05,4.5946
2023-02-06,4.4336
2023-02-07,4.4229
2023-02-08,4.4515
2023-02-09,4.3591
2023-02-10,4.3925
2023-02-11,4.3925
2023-02-12,4.3925
2023-02-13,4.4418
2023-02-14,4.5367
2023-02-15,4.5084
2023-02-16,4.5256
2023-02-17,4.4839
2023-02-18,4.4839
2023-02-19,4.4839
2023-02-20,4.4839
2023-02-21,4.3739
2023-02-22,4.3277
2023-02-23,4.2784
2023-02-24,4.2608
2023-02-25,4.2608
2023-02-26,4.2608
2023-02-27,4.3587
2023-02-28,4.4243
2023-03-01,4.5257
2023-03-02,4.6528
2023-03-03,4.7596
2023-03-04,4.7596
2023-03-05,4.7596
2023-03-06,4.6221
2023-03-07,4.5887
2023-03-08,4.6433
2023-03-09,4.4944
2023-03-10,4.2305
2023-03-11,4.2305
2023-03-12,4.2305
2023-03-13,4.12
2023-03-14,4.0934
