,NGVT US Equity
2021-05-31,15.6445
2021-06-01,16.0997
2021-06-02,15.8229
2021-06-03,15.9599
2021-06-04,16.1282
2021-06-05,16.1282
2021-06-06,16.1282
2021-06-07,15.8428
2021-06-08,15.8828
2021-06-09,15.7215
2021-06-10,15.7372
2021-06-11,15.83
2021-06-12,15.83
2021-06-13,15.83
2021-06-14,15.4204
2021-06-15,15.4704
2021-06-16,15.4475
2021-06-17,15.2563
2021-06-18,15.2706
2021-06-19,15.2706
2021-06-20,15.2706
2021-06-21,15.4247
2021-06-22,15.5246
2021-06-23,15.5289
2021-06-24,15.7444
2021-06-25,15.5817
2021-06-26,15.5817
2021-06-27,15.5817
2021-06-28,15.3491
2021-06-29,15.2749
2021-06-30,13.3512
2021-07-01,13.4482
2021-07-02,13.4273
2021-07-03,13.4273
2021-07-04,13.4273
2021-07-05,13.4273
2021-07-06,13.092
2021-07-07,13.3561
2021-07-08,13.2615
2021-07-09,13.4384
2021-07-10,13.4384
2021-07-11,13.4384
2021-07-12,13.5845
2021-07-13,13.3549
2021-07-14,13.361
2021-07-15,13.2848
2021-07-16,13.065
2021-07-17,13.065
2021-07-18,13.065
2021-07-19,12.7272
2021-07-20,12.9483
2021-07-21,12.9888
2021-07-22,12.9508
2021-07-23,13.189
2021-07-24,13.189
2021-07-25,13.189
2021-07-26,13.4384
2021-07-27,13.533
2021-07-28,13.5858
2021-07-29,13.9458
2021-07-30,13.6584
2021-07-31,13.6584
2021-08-01,13.6584
2021-08-02,13.5396
2021-08-03,13.5104
2021-08-04,13.1066
2021-08-05,13.2837
2021-08-06,13.3528
2021-08-07,13.3528
2021-08-08,13.3528
2021-08-09,13.1188
2021-08-10,13.1758
2021-08-11,13.4656
2021-08-12,13.4268
2021-08-13,13.5723
2021-08-14,13.5723
2021-08-15,13.5723
2021-08-16,13.3989
2021-08-17,13.2994
2021-08-18,13.0557
2021-08-19,12.7829
2021-08-20,12.7647
2021-08-21,12.7647
2021-08-22,12.7647
2021-08-23,12.9611
2021-08-24,12.9914
2021-08-25,13.2146
2021-08-26,12.972
2021-08-27,13.3079
2021-08-28,13.3079
2021-08-29,13.3079
2021-08-30,13.2073
2021-08-31,13.1066
2021-09-01,13.0666
2021-09-02,13.1078
2021-09-03,12.9138
2021-09-04,12.9138
2021-09-05,12.9138
2021-09-06,12.9138
2021-09-07,12.8423
2021-09-08,12.6131
2021-09-09,12.6955
2021-09-10,12.2881
2021-09-11,12.2881
2021-09-12,12.2881
2021-09-13,12.4021
2021-09-14,12.316
2021-09-15,12.3451
2021-09-16,12.2081
2021-09-17,12.0419
2021-09-18,12.0419
2021-09-19,12.0419
2021-09-20,12.0152
2021-09-21,11.8503
2021-09-22,11.7982
2021-09-23,11.9922
2021-09-24,12.1074
2021-09-25,12.1074
2021-09-26,12.1074
2021-09-27,12.2044
2021-09-28,12.1571
2021-09-29,12.2032
2021-09-30,12.1504
2021-10-01,12.5219
2021-10-02,12.5219
2021-10-03,12.5219
2021-10-04,12.6074
2021-10-05,12.5008
2021-10-06,12.4947
2021-10-07,12.6978
2021-10-08,12.647
2021-10-09,12.647
2021-10-10,12.647
2021-10-11,12.5913
2021-10-12,12.6135
2021-10-13,12.7473
2021-10-14,13.0123
2021-10-15,12.9653
2021-10-16,12.9653
2021-10-17,12.9653
2021-10-18,12.938
2021-10-19,12.8935
2021-10-20,13.0507
2021-10-21,13.0941
2021-10-22,13.0495
2021-10-23,13.0495
2021-10-24,13.0495
2021-10-25,13.0606
2021-10-26,13.0557
2021-10-27,12.7634
2021-10-28,12.9438
2021-10-29,12.9031
2021-10-30,12.9031
2021-10-31,12.9031
2021-11-01,12.9499
2021-11-02,13.0386
2021-11-03,13.0804
2021-11-04,13.0225
2021-11-05,13.4276
2021-11-06,13.4276
2021-11-07,13.4276
2021-11-08,13.3156
2021-11-09,13.0472
2021-11-10,13.2626
2021-11-11,13.387
2021-11-12,13.5519
2021-11-13,13.5519
2021-11-14,13.5519
2021-11-15,13.5101
2021-11-16,12.9856
2021-11-17,13.0398
2021-11-18,12.9585
2021-11-19,13.0164
2021-11-20,13.0164
2021-11-21,13.0164
2021-11-22,13.0349
2021-11-23,13.0509
2021-11-24,12.9056
2021-11-25,12.9056
2021-11-26,12.4587
2021-11-27,12.4587
2021-11-28,12.4587
2021-11-29,12.4279
2021-11-30,12.1644
2021-12-01,12.1337
2021-12-02,12.2765
2021-12-03,12.2703
2021-12-04,12.2703
2021-12-05,12.2703
2021-12-06,12.78
2021-12-07,12.6052
2021-12-08,12.7123
2021-12-09,12.716
2021-12-10,12.4094
2021-12-11,12.4094
2021-12-12,12.4094
2021-12-13,12.1373
2021-12-14,11.9945
2021-12-15,12.0056
2021-12-16,11.9441
2021-12-17,12.1595
2021-12-18,12.1595
2021-12-19,12.1595
2021-12-20,11.8862
2021-12-21,12.0709
2021-12-22,12.0795
2021-12-23,12.1681
2021-12-24,12.1681
2021-12-25,12.1681
2021-12-26,12.1681
2021-12-27,12.2666
2021-12-28,12.2235
2021-12-29,12.2482
2021-12-30,12.2088
2021-12-31,13.3079
2022-01-01,13.3079
2022-01-02,13.3079
2022-01-03,13.7341
2022-01-04,13.845
2022-01-05,13.6434
2022-01-06,13.753
2022-01-07,13.565
2022-01-08,13.565
2022-01-09,13.565
2022-01-10,13.4689
2022-01-11,13.7327
2022-01-12,13.6096
2022-01-13,13.6637
2022-01-14,13.615
2022-01-15,13.615
2022-01-16,13.615
2022-01-17,13.615
2022-01-18,13.4419
2022-01-19,13.3485
2022-01-20,13.2105
2022-01-21,12.894
2022-01-22,12.894
2022-01-23,12.894
2022-01-24,12.7911
2022-01-25,12.7641
2022-01-26,12.645
2022-01-27,12.3975
2022-01-28,12.3948
2022-01-29,12.3948
2022-01-30,12.3948
2022-01-31,12.5246
2022-02-01,12.6031
2022-02-02,12.5787
2022-02-03,12.3366
2022-02-04,12.1553
2022-02-05,12.1553
2022-02-06,12.1553
2022-02-07,12.3325
2022-02-08,12.3921
2022-02-09,12.5896
2022-02-10,12.3474
2022-02-11,12.3718
2022-02-12,12.3718
2022-02-13,12.3718
2022-02-14,12.2865
2022-02-15,12.6207
2022-02-16,12.6247
2022-02-17,12.641
2022-02-18,12.6004
2022-02-19,12.6004
2022-02-20,12.6004
2022-02-21,12.6004
2022-02-22,12.4705
2022-02-23,12.5111
2022-02-24,12.4812
2022-02-25,12.8196
2022-02-26,12.8196
2022-02-27,12.8196
2022-02-28,12.7713
2022-03-01,12.4946
2022-03-02,12.6276
2022-03-03,12.5443
2022-03-04,12.081
2022-03-05,12.081
2022-03-06,12.081
2022-03-07,11.2067
2022-03-08,11.4753
2022-03-09,12.1105
2022-03-10,11.8836
2022-03-11,12.1508
2022-03-12,12.1508
2022-03-13,12.1508
2022-03-14,12.0354
2022-03-15,12.1026
2022-03-16,12.2987
2022-03-17,12.2181
2022-03-18,12.2705
2022-03-19,12.2705
2022-03-20,12.2705
2022-03-21,12.2409
2022-03-22,12.257
2022-03-23,12.304
2022-03-24,12.3645
2022-03-25,12.3591
2022-03-26,12.3591
2022-03-27,12.3591
2022-03-28,12.3672
2022-03-29,12.664
2022-03-30,12.3417
2022-03-31,11.9015
2022-04-01,12.0101
2022-04-02,12.0101
2022-04-03,12.0101
2022-04-04,11.7853
2022-04-05,11.5747
2022-04-06,11.5747
2022-04-07,11.5295
2022-04-08,11.6832
2022-04-09,11.6832
2022-04-10,11.6832
2022-04-11,11.5747
2022-04-12,11.5385
2022-04-13,11.6806
2022-04-14,11.6793
2022-04-15,11.6793
2022-04-16,11.6793
2022-04-17,11.6793
2022-04-18,11.5967
2022-04-19,11.9209
2022-04-20,11.9545
2022-04-21,11.7517
2022-04-22,11.5308
2022-04-23,11.5308
2022-04-24,11.5308
2022-04-25,11.5605
2022-04-26,11.3396
2022-04-27,11.306
2022-04-28,11.4778
2022-04-29,11.3628
2022-04-30,11.3628
2022-05-01,11.3628
2022-05-02,11.4055
2022-05-03,11.4339
2022-05-04,11.7491
2022-05-05,12.127
2022-05-06,12.3131
2022-05-07,12.3131
2022-05-08,12.3131
2022-05-09,12.0949
2022-05-10,11.8164
2022-05-11,11.8459
2022-05-12,11.7624
2022-05-13,12.0692
2022-05-14,12.0692
2022-05-15,12.0692
2022-05-16,12.0333
2022-05-17,12.3157
2022-05-18,12.2861
2022-05-19,12.3567
2022-05-20,12.2977
2022-05-21,12.2977
2022-05-22,12.2977
2022-05-23,12.376
2022-05-24,12.4504
2022-05-25,12.4017
2022-05-26,12.5903
2022-05-27,12.6417
2022-05-28,12.6417
2022-05-29,12.6417
2022-05-30,12.6417
2022-05-31,12.5685
2022-06-01,12.6224
2022-06-02,13.0319
2022-06-03,12.9151
2022-06-04,12.9151
2022-06-05,12.9151
2022-06-06,12.9908
2022-06-07,13.1358
2022-06-08,12.9767
2022-06-09,13.0113
2022-06-10,12.6802
2022-06-11,12.6802
2022-06-12,12.6802
2022-06-13,12.2669
2022-06-14,12.2399
2022-06-15,12.3234
2022-06-16,11.6777
2022-06-17,11.5057
2022-06-18,11.5057
2022-06-19,11.5057
2022-06-20,11.5057
2022-06-21,11.6572
2022-06-22,11.6533
2022-06-23,11.5661
2022-06-24,11.8446
2022-06-25,11.8446
2022-06-26,11.8446
2022-06-27,11.8228
2022-06-28,11.8035
2022-06-29,11.7073
2022-06-30,11.4252
2022-07-01,11.4665
2022-07-02,11.4665
2022-07-03,11.4665
2022-07-04,11.4665
2022-07-05,11.2866
2022-07-06,11.2678
2022-07-07,11.5139
2022-07-08,11.4939
2022-07-09,11.4939
2022-07-10,11.4939
2022-07-11,11.4452
2022-07-12,11.4315
2022-07-13,11.2741
2022-07-14,11.1192
2022-07-15,11.2553
2022-07-16,11.2553
2022-07-17,11.2553
2022-07-18,11.1904
2022-07-19,11.5114
2022-07-20,11.5289
2022-07-21,11.5452
2022-07-22,11.4377
2022-07-23,11.4377
2022-07-24,11.4377
2022-07-25,11.5939
2022-07-26,11.5089
2022-07-27,11.785
2022-07-28,11.9062
2022-07-29,11.9199
2022-07-30,11.9199
2022-07-31,11.9199
2022-08-01,11.8687
2022-08-02,11.785
2022-08-03,12.13
2022-08-04,12.1925
2022-08-05,11.9668
2022-08-06,11.9668
2022-08-07,11.9668
2022-08-08,11.9902
2022-08-09,11.9509
2022-08-10,12.2416
2022-08-11,12.5016
2022-08-12,12.7506
2022-08-13,12.7506
2022-08-14,12.7506
2022-08-15,12.5458
2022-08-16,12.6341
2022-08-17,12.5053
2022-08-18,12.6635
2022-08-19,12.4955
2022-08-20,12.4955
2022-08-21,12.4955
2022-08-22,12.3238
2022-08-23,12.4869
2022-08-24,12.5446
2022-08-25,12.7359
2022-08-26,12.3741
2022-08-27,12.3741
2022-08-28,12.3741
2022-08-29,12.3581
2022-08-30,12.2551
2022-08-31,12.141
2022-09-01,12.0576
2022-09-02,12.0515
2022-09-03,12.0515
2022-09-04,12.0515
2022-09-05,12.0515
2022-09-06,11.6541
2022-09-07,11.9534
2022-09-08,11.9153
2022-09-09,12.1619
2022-09-10,12.1619
2022-09-11,12.1619
2022-09-12,12.4047
2022-09-13,12.0453
2022-09-14,11.8822
2022-09-15,11.816
2022-09-16,11.3928
2022-09-17,11.3928
2022-09-18,11.3928
2022-09-19,11.7289
2022-09-20,11.524
2022-09-21,11.3388
2022-09-22,11.3155
2022-09-23,11.0641
2022-09-24,11.0641
2022-09-25,11.0641
2022-09-26,10.9659
2022-09-27,10.8997
2022-09-28,11.1254
2022-09-29,11.0383
2022-09-30,10.3428
2022-10-01,10.3428
2022-10-02,10.3428
2022-10-03,10.5225
2022-10-04,10.7893
2022-10-05,10.7378
2022-10-06,10.7676
2022-10-07,10.5065
2022-10-08,10.5065
2022-10-09,10.5065
2022-10-10,10.5122
2022-10-11,10.4836
2022-10-12,10.408
2022-10-13,10.5706
2022-10-14,10.4298
2022-10-15,10.4298
2022-10-16,10.4298
2022-10-17,10.6943
2022-10-18,10.842
2022-10-19,10.7366
2022-10-20,10.5374
2022-10-21,10.8145
2022-10-22,10.8145
2022-10-23,10.8145
2022-10-24,10.8008
2022-10-25,10.8592
2022-10-26,10.8947
2022-10-27,10.9439
2022-10-28,10.9874
2022-10-29,10.9874
2022-10-30,10.9874
2022-10-31,11.1031
2022-11-01,11.1832
2022-11-02,10.8489
2022-11-03,11.318
2022-11-04,11.7633
2022-11-05,11.7633
2022-11-06,11.7633
2022-11-07,11.6677
2022-11-08,11.7746
2022-11-09,11.5699
2022-11-10,12.0659
2022-11-11,12.2503
2022-11-12,12.2503
2022-11-13,12.2503
2022-11-14,12.0962
2022-11-15,12.2357
2022-11-16,12.076
2022-11-17,12.0321
2022-11-18,12.0602
2022-11-19,12.0602
2022-11-20,12.0602
2022-11-21,12.0928
2022-11-22,12.2795
2022-11-23,12.2672
2022-11-24,12.2672
2022-11-25,12.2177
2022-11-26,12.2177
2022-11-27,12.2177
2022-11-28,12.0242
2022-11-29,11.932
2022-11-30,12.2031
2022-12-01,12.1018
2022-12-02,12.1243
2022-12-03,12.1243
2022-12-04,12.1243
2022-12-05,11.9017
2022-12-06,11.6767
2022-12-07,11.7285
2022-12-08,11.7048
2022-12-09,11.4934
2022-12-10,11.4934
2022-12-11,11.4934
2022-12-12,11.6565
2022-12-13,11.6284
2022-12-14,11.5069
2022-12-15,11.2336
2022-12-16,11.2111
2022-12-17,11.2111
2022-12-18,11.2111
2022-12-19,11.2494
2022-12-20,11.2595
2022-12-21,11.4563
2022-12-22,11.2977
2022-12-23,11.3405
2022-12-24,11.3405
2022-12-25,11.3405
2022-12-26,11.3405
2022-12-27,11.3157
2022-12-28,11.2392
2022-12-29,11.3798
2022-12-30,12.683
2022-12-31,12.683
2023-01-01,12.683
2023-01-02,12.683
2023-01-03,12.7503
2023-01-04,12.9428
2023-01-05,12.8581
2023-01-06,13.1121
2023-01-07,13.1121
2023-01-08,13.1121
2023-01-09,13.3221
2023-01-10,13.6782
2023-01-11,13.6932
2023-01-12,13.815
2023-01-13,13.9821
2023-01-14,13.9821
2023-01-15,13.9821
2023-01-16,13.9821
2023-01-17,13.8232
2023-01-18,13.6805
2023-01-19,13.6051
2023-01-20,13.8487
2023-01-21,13.8487
2023-01-22,13.8487
2023-01-23,13.8951
2023-01-24,13.9948
2023-01-25,13.648
2023-01-26,13.8185
2023-01-27,13.8371
2023-01-28,13.8371
2023-01-29,13.8371
2023-01-30,13.7072
2023-01-31,14.0749
2023-02-01,14.1247
2023-02-02,14.6038
2023-02-03,14.5956
2023-02-04,14.5956
2023-02-05,14.5956
2023-02-06,14.5736
2023-02-07,14.8926
2023-02-08,14.7615
2023-02-09,14.555
2023-02-10,14.6977
2023-02-11,14.6977
2023-02-12,14.6977
2023-02-13,14.8195
2023-02-14,14.9158
2023-02-15,14.9958
2023-02-16,14.9135
2023-02-17,15.0387
2023-02-18,15.0387
2023-02-19,15.0387
2023-02-20,15.0387
2023-02-21,14.5898
2023-02-22,14.6142
2023-02-23,14.7267
2023-02-24,14.7847
2023-02-25,14.7847
2023-02-26,14.7847
2023-02-27,14.6977
2023-02-28,14.0321
2023-03-01,14.1313
2023-03-02,13.9145
2023-03-03,13.9318
2023-03-04,13.9318
2023-03-05,13.9318
2023-03-06,13.8811
2023-03-07,13.5963
2023-03-08,13.4764
2023-03-09,13.2135
2023-03-10,12.7477
2023-03-11,12.7477
2023-03-12,12.7477
2023-03-13,12.5563
2023-03-14,12.7823
2023-03-15,12.7407
2023-03-16,12.8641
2023-03-17,12.4559
2023-03-18,12.4559
