,AEE US Equity
2020-04-04,22.4698
2020-04-05,22.4698
2020-04-06,23.5903
2020-04-07,23.0321
2020-04-08,23.9381
2020-04-09,24.5428
2020-04-10,24.5428
2020-04-11,24.5428
2020-04-12,24.5428
2020-04-13,23.8997
2020-04-14,24.1727
2020-04-15,23.835
2020-04-16,24.1909
2020-04-17,24.3062
2020-04-18,24.3062
2020-04-19,24.3062
2020-04-20,23.3779
2020-04-21,23.5356
2020-04-22,24.0938
2020-04-23,23.57
2020-04-24,23.4588
2020-04-25,23.4588
2020-04-26,23.4588
2020-04-27,23.4143
2020-04-28,23.5822
2020-04-29,23.657
2020-04-30,23.2788
2020-05-01,23.0159
2020-05-02,23.0159
2020-05-03,23.0159
2020-05-04,23.0139
2020-05-05,23.1575
2020-05-06,22.6903
2020-05-07,22.6518
2020-05-08,22.8966
2020-05-09,22.8966
2020-05-10,22.8966
2020-05-11,22.8905
2020-05-12,22.5143
2020-05-13,22.3889
2020-05-14,22.4638
2020-05-15,22.4718
2020-05-16,22.4718
2020-05-17,22.4718
2020-05-18,23.1736
2020-05-19,22.8541
2020-05-20,22.7894
2020-05-21,22.5811
2020-05-22,22.6862
2020-05-23,22.6862
2020-05-24,22.6862
2020-05-25,22.6862
2020-05-26,22.8763
2020-05-27,22.8258
2020-05-28,23.5195
2020-05-29,23.6792
2020-05-30,23.6792
2020-05-31,23.6792
2020-06-01,23.6064
2020-06-02,23.7156
2020-06-03,23.9523
2020-06-04,23.5296
2020-06-05,23.8511
2020-06-06,23.8511
2020-06-07,23.8511
2020-06-08,24.1828
2020-06-09,23.7885
2020-06-10,23.7055
2020-06-11,23.0948
2020-06-12,23.0766
2020-06-13,23.0766
2020-06-14,23.0766
2020-06-15,23.1959
2020-06-16,23.2384
2020-06-17,23.2201
2020-06-18,23.2201
2020-06-19,22.6822
2020-06-20,22.6822
2020-06-21,22.6822
2020-06-22,22.848
2020-06-23,22.7226
2020-06-24,22.6134
2020-06-25,22.482
2020-06-26,22.5002
2020-06-27,22.5002
2020-06-28,22.5002
2020-06-29,22.668
2020-06-30,21.7484
2020-07-01,22.1545
2020-07-02,22.2956
2020-07-03,22.2956
2020-07-04,22.2956
2020-07-05,22.2956
2020-07-06,22.3166
2020-07-07,22.3166
2020-07-08,22.431
2020-07-09,22.3757
2020-07-10,22.5454
2020-07-11,22.5454
2020-07-12,22.5454
2020-07-13,22.7399
2020-07-14,22.9325
2020-07-15,22.8105
2020-07-16,22.9745
2020-07-17,23.3463
2020-07-18,23.3463
2020-07-19,23.3463
2020-07-20,23.1651
2020-07-21,23.2052
2020-07-22,23.6266
2020-07-23,23.6857
2020-07-24,23.495
2020-07-25,23.495
2020-07-26,23.495
2020-07-27,23.3978
2020-07-28,23.5236
2020-07-29,23.6151
2020-07-30,23.5007
2020-07-31,23.6323
2020-08-01,23.6323
2020-08-02,23.6323
2020-08-03,23.4492
2020-08-04,24.0041
2020-08-05,23.6723
2020-08-06,23.7887
2020-08-07,24.0022
2020-08-08,24.0022
2020-08-09,24.0022
2020-08-10,24.2062
2020-08-11,23.8077
2020-08-12,23.9641
2020-08-13,23.8478
2020-08-14,23.8287
2020-08-15,23.8287
2020-08-16,23.8287
2020-08-17,23.8592
2020-08-18,23.8115
2020-08-19,23.8058
2020-08-20,23.6762
2020-08-21,23.7238
2020-08-22,23.7238
2020-08-23,23.7238
2020-08-24,23.8249
2020-08-25,23.5103
2020-08-26,23.2891
2020-08-27,23.3825
2020-08-28,23.331
2020-08-29,23.331
2020-08-30,23.331
2020-08-31,23.4168
2020-09-01,23.2967
2020-09-02,23.6304
2020-09-03,23.4149
2020-09-04,23.3882
2020-09-05,23.3882
2020-09-06,23.3882
2020-09-07,23.3882
2020-09-08,23.0908
2020-09-09,23.2776
2020-09-10,22.9115
2020-09-11,22.9382
2020-09-12,22.9382
2020-09-13,22.9382
2020-09-14,23.0107
2020-09-15,23.1098
2020-09-16,23.1937
2020-09-17,23.1327
2020-09-18,22.9878
2020-09-19,22.9878
2020-09-20,22.9878
2020-09-21,22.942
2020-09-22,23.0259
2020-09-23,22.7495
2020-09-24,22.9573
2020-09-25,23.2452
2020-09-26,23.2452
2020-09-27,23.2452
2020-09-28,23.2853
2020-09-29,23.3997
2020-09-30,24.0134
2020-10-01,24.1652
2020-10-02,24.1554
2020-10-03,24.1554
2020-10-04,24.1554
2020-10-05,24.3325
2020-10-06,24.4454
2020-10-07,24.3267
2020-10-08,24.5291
2020-10-09,24.5913
2020-10-10,24.5913
2020-10-11,24.5913
2020-10-12,24.6867
2020-10-13,24.4162
2020-10-14,24.4551
2020-10-15,24.4162
2020-10-16,24.6575
2020-10-17,24.6575
2020-10-18,24.6575
2020-10-19,24.5115
2020-10-20,24.6088
2020-10-21,24.638
2020-10-22,24.782
2020-10-23,24.8521
2020-10-24,24.8521
2020-10-25,24.8521
2020-10-26,24.9824
2020-10-27,25.0077
2020-10-28,24.459
2020-10-29,24.4532
2020-10-30,24.4104
2020-10-31,24.4104
2020-11-01,24.4104
2020-11-02,24.817
2020-11-03,25.033
2020-11-04,24.8637
2020-11-05,24.673
2020-11-06,24.5524
2020-11-07,24.5524
2020-11-08,24.5524
2020-11-09,24.784
2020-11-10,24.6711
2020-11-11,24.6536
2020-11-12,24.4532
2020-11-13,24.6049
2020-11-14,24.6049
2020-11-15,24.6049
2020-11-16,25.035
2020-11-17,24.3092
2020-11-18,24.0095
2020-11-19,23.8713
2020-11-20,23.8908
2020-11-21,23.8908
2020-11-22,23.8908
2020-11-23,24.0562
2020-11-24,24.0114
2020-11-25,24.3053
2020-11-26,24.3053
2020-11-27,23.9959
2020-11-28,23.9959
2020-11-29,23.9959
2020-11-30,23.7604
2020-12-01,23.9025
2020-12-02,23.8986
2020-12-03,23.7857
2020-12-04,23.6242
2020-12-05,23.6242
2020-12-06,23.6242
2020-12-07,23.8422
2020-12-08,23.6592
2020-12-09,23.7643
2020-12-10,23.6748
2020-12-11,23.7001
2020-12-12,23.7001
2020-12-13,23.7001
2020-12-14,23.6554
2020-12-15,23.9453
2020-12-16,23.8032
2020-12-17,23.9472
2020-12-18,23.9706
2020-12-19,23.9706
2020-12-20,23.9706
2020-12-21,23.6242
2020-12-22,23.5211
2020-12-23,23.3596
2020-12-24,23.5055
2020-12-25,23.5055
2020-12-26,23.5055
2020-12-27,23.5055
2020-12-28,23.56
2020-12-29,23.525
2020-12-30,23.6028
2020-12-31,23.7225
2021-01-01,23.7225
2021-01-02,23.7225
2021-01-03,23.7225
2021-01-04,23.3562
2021-01-05,23.286
2021-01-06,23.4056
2021-01-07,22.9975
2021-01-08,23.1418
2021-01-09,23.1418
2021-01-10,23.1418
2021-01-11,23.1494
2021-01-12,22.9975
2021-01-13,23.2367
2021-01-14,22.9501
2021-01-15,23.026
2021-01-16,23.026
2021-01-17,23.026
2021-01-18,23.026
2021-01-19,22.7603
2021-01-20,22.6749
2021-01-21,22.523
2021-01-22,22.7394
2021-01-23,22.7394
2021-01-24,22.7394
2021-01-25,23.1569
2021-01-26,23.1816
2021-01-27,23.1588
2021-01-28,22.9349
2021-01-29,22.709
2021-01-30,22.709
2021-01-31,22.709
2021-02-01,22.7318
2021-02-02,22.7185
2021-02-03,22.7128
2021-02-04,22.9387
2021-02-05,22.9899
2021-02-06,22.9899
2021-02-07,22.9899
2021-02-08,22.6844
2021-02-09,22.8115
2021-02-10,22.8457
2021-02-11,22.6787
2021-02-12,22.8153
2021-02-13,22.8153
2021-02-14,22.8153
2021-02-15,22.8153
2021-02-16,22.6976
2021-02-17,22.8191
2021-02-18,22.969
2021-02-19,22.635
2021-02-20,22.635
2021-02-21,22.635
2021-02-22,22.3826
2021-02-23,22.5458
2021-02-24,22.4838
2021-02-25,22.4857
2021-02-26,22.269
2021-02-27,22.269
2021-02-28,22.269
2021-03-01,22.501
2021-03-02,22.5808
2021-03-03,22.4325
2021-03-04,22.442
2021-03-05,22.7615
2021-03-06,22.7615
2021-03-07,22.7615
2021-03-08,23.0144
2021-03-09,23.1152
2021-03-10,23.3947
2021-03-11,23.3719
2021-03-12,23.6057
2021-03-13,23.6057
2021-03-14,23.6057
2021-03-15,23.8948
2021-03-16,23.832
2021-03-17,23.7598
2021-03-18,23.8415
2021-03-19,23.891
2021-03-20,23.891
2021-03-21,23.891
2021-03-22,23.7331
2021-03-23,24.1154
2021-03-24,24.819
2021-03-25,24.9368
2021-03-26,24.9113
2021-03-27,24.9113
2021-03-28,24.9113
2021-03-29,25.149
2021-03-30,24.8858
2021-03-31,24.1405
2021-04-01,24.0792
2021-04-02,24.0792
2021-04-03,24.0792
2021-04-04,24.0792
2021-04-05,24.1646
2021-04-06,24.1665
2021-04-07,24.1293
2021-04-08,24.094
2021-04-09,23.9863
2021-04-10,23.9863
2021-04-11,23.9863
2021-04-12,24.0216
2021-04-13,24.3114
2021-04-14,24.3745
2021-04-15,24.5528
2021-04-16,24.6754
2021-04-17,24.6754
2021-04-18,24.6754
2021-04-19,24.5919
2021-04-20,24.9819
2021-04-21,24.8315
2021-04-22,24.7813
2021-04-23,24.7758
2021-04-24,24.7758
2021-04-25,24.7758
2021-04-26,24.668
2021-04-27,24.5287
2021-04-28,24.5659
2021-04-29,24.6569
2021-04-30,24.7869
2021-05-01,24.7869
2021-05-02,24.7869
2021-05-03,24.8463
2021-05-04,24.8519
2021-05-05,24.6959
2021-05-06,24.8445
2021-05-07,24.8129
2021-05-08,24.8129
2021-05-09,24.8129
2021-05-10,24.9727
2021-05-11,24.5176
2021-05-12,24.3392
2021-05-13,24.5398
2021-05-14,24.5751
2021-05-15,24.5751
2021-05-16,24.5751
2021-05-17,24.5194
2021-05-18,24.6179
2021-05-19,24.6699
2021-05-20,24.7237
2021-05-21,24.8371
2021-05-22,24.8371
2021-05-23,24.8371
2021-05-24,24.7535
2021-05-25,24.5789
2021-05-26,24.6197
2021-05-27,24.5696
2021-05-28,24.668
2021-05-29,24.668
2021-05-30,24.668
2021-05-31,24.668
2021-06-01,24.6643
2021-06-02,24.8575
2021-06-03,24.9206
2021-06-04,25.0265
2021-06-05,25.0265
2021-06-06,25.0265
2021-06-07,25.0265
2021-06-08,24.7702
2021-06-09,24.8835
2021-06-10,24.9745
2021-06-11,24.9634
2021-06-12,24.9634
2021-06-13,24.9634
2021-06-14,24.9727
2021-06-15,25.0284
2021-06-16,24.6141
2021-06-17,24.7219
2021-06-18,24.2798
2021-06-19,24.2798
2021-06-20,24.2798
2021-06-21,24.5176
2021-06-22,24.356
2021-06-23,24.2018
2021-06-24,24.12
2021-06-25,24.2111
2021-06-26,24.2111
2021-06-27,24.2111
2021-06-28,24.2445
2021-06-29,23.8711
2021-06-30,25.4575
2021-07-01,25.5865
2021-07-02,25.5865
2021-07-03,25.5865
2021-07-04,25.5865
2021-07-05,25.5865
2021-07-06,25.7233
2021-07-07,25.9031
2021-07-08,25.8523
2021-07-09,25.8249
2021-07-10,25.8249
2021-07-11,25.8249
2021-07-12,26.0125
2021-07-13,25.9637
2021-07-14,26.079
2021-07-15,26.2451
2021-07-16,26.4385
2021-07-17,26.4385
2021-07-18,26.4385
2021-07-19,26.2275
2021-07-20,26.2275
2021-07-21,25.8992
2021-07-22,25.9363
2021-07-23,26.1122
2021-07-24,26.1122
2021-07-25,26.1122
2021-07-26,26.0848
2021-07-27,26.4249
2021-07-28,26.2685
2021-07-29,26.2842
2021-07-30,26.2158
2021-07-31,26.2158
2021-08-01,26.2158
2021-08-02,26.3897
2021-08-03,26.546
2021-08-04,26.4757
2021-08-05,26.6476
2021-08-06,26.7903
2021-08-07,26.7903
2021-08-08,26.7903
2021-08-09,26.9564
2021-08-10,26.9505
2021-08-11,27.0443
2021-08-12,26.9974
2021-08-13,27.1772
2021-08-14,27.1772
2021-08-15,27.1772
2021-08-16,27.3277
2021-08-17,27.4
2021-08-18,27.2632
2021-08-19,27.3199
2021-08-20,27.3238
2021-08-21,27.3238
2021-08-22,27.3238
2021-08-23,26.9251
2021-08-24,26.845
2021-08-25,26.8841
2021-08-26,26.9388
2021-08-27,27.017
2021-08-28,27.017
2021-08-29,27.017
2021-08-30,27.1088
2021-08-31,26.9584
2021-09-01,27.1616
2021-09-02,27.2046
2021-09-03,27.0346
2021-09-04,27.0346
2021-09-05,27.0346
2021-09-06,27.0346
2021-09-07,26.6496
2021-09-08,27.0971
2021-09-09,26.9896
2021-09-10,26.8196
2021-09-11,26.8196
2021-09-12,26.8196
2021-09-13,26.6398
2021-09-14,26.6086
2021-09-15,26.4933
2021-09-16,26.4366
2021-09-17,26.1532
2021-09-18,26.1532
2021-09-19,26.1532
2021-09-20,26.122
2021-09-21,26.0203
2021-09-22,26.1474
2021-09-23,26.0966
2021-09-24,26.1474
2021-09-25,26.1474
2021-09-26,26.1474
2021-09-27,25.8796
2021-09-28,25.7272
2021-09-29,25.907
2021-09-30,25.1405
2021-10-01,25.0665
2021-10-02,25.0665
2021-10-03,25.0665
2021-10-04,25.3035
2021-10-05,25.2561
2021-10-06,25.514
2021-10-07,25.4666
2021-10-08,25.3566
2021-10-09,25.3566
2021-10-10,25.3566
2021-10-11,25.1917
2021-10-12,25.2561
2021-10-13,25.4438
2021-10-14,25.6903
2021-10-15,25.5538
2021-10-16,25.5538
2021-10-17,25.5538
2021-10-18,25.459
2021-10-19,25.6164
2021-10-20,25.7757
2021-10-21,25.8022
2021-10-22,25.952
2021-10-23,25.952
2021-10-24,25.952
2021-10-25,25.8477
2021-10-26,25.9634
2021-10-27,25.7965
2021-10-28,25.8629
2021-10-29,25.7643
2021-10-30,25.7643
2021-10-31,25.7643
2021-11-01,25.7624
2021-11-02,25.7719
2021-11-03,25.7453
2021-11-04,25.7795
2021-11-05,25.9937
2021-11-06,25.9937
2021-11-07,25.9937
2021-11-08,25.5159
2021-11-09,25.5273
2021-11-10,25.7889
2021-11-11,25.7283
2021-11-12,25.8136
2021-11-13,25.8136
2021-11-14,25.8136
2021-11-15,26.0487
2021-11-16,25.9255
2021-11-17,25.9918
2021-11-18,25.7889
2021-11-19,25.971
2021-11-20,25.971
2021-11-21,25.971
2021-11-22,26.1416
2021-11-23,26.0696
2021-11-24,26.043
2021-11-25,26.043
2021-11-26,25.806
2021-11-27,25.806
2021-11-28,25.806
2021-11-29,25.916
2021-11-30,25.2523
2021-12-01,25.3718
2021-12-02,25.5633
2021-12-03,25.9046
2021-12-04,25.9046
2021-12-05,25.9046
2021-12-06,26.0772
2021-12-07,26.189
2021-12-08,26.2383
2021-12-09,26.2213
2021-12-10,26.3237
2021-12-11,26.3237
2021-12-12,26.3237
2021-12-13,26.4602
2021-12-14,26.3142
2021-12-15,26.5493
2021-12-16,26.5929
2021-12-17,26.1663
2021-12-18,26.1663
2021-12-19,26.1663
2021-12-20,26.1644
2021-12-21,26.3123
2021-12-22,26.2895
2021-12-23,26.2819
2021-12-24,26.2819
2021-12-25,26.2819
2021-12-26,26.2819
2021-12-27,26.3824
2021-12-28,26.5474
2021-12-29,26.6403
2021-12-30,26.6688
2021-12-31,27.3571
2022-01-01,27.3571
2022-01-02,27.3571
2022-01-03,27.2747
2022-01-04,27.1847
2022-01-05,27.2268
2022-01-06,27.1444
2022-01-07,27.2096
2022-01-08,27.2096
2022-01-09,27.2096
2022-01-10,27.0697
2022-01-11,26.9662
2022-01-12,27.108
2022-01-13,27.3284
2022-01-14,27.1808
2022-01-15,27.1808
2022-01-16,27.1808
2022-01-17,27.1808
2022-01-18,27.0908
2022-01-19,27.0946
2022-01-20,27.1406
2022-01-21,27.11
2022-01-22,27.11
2022-01-23,27.11
2022-01-24,26.857
2022-01-25,26.7766
2022-01-26,26.6999
2022-01-27,26.8417
2022-01-28,27.0965
2022-01-29,27.0965
2022-01-30,27.0965
2022-01-31,27.3054
2022-02-01,27.085
2022-02-02,27.2709
2022-02-03,27.1655
2022-02-04,26.949
2022-02-05,26.949
2022-02-06,26.949
2022-02-07,27.041
2022-02-08,27.0467
2022-02-09,27.108
2022-02-10,26.6961
2022-02-11,26.7267
2022-02-12,26.7267
2022-02-13,26.7267
2022-02-14,26.6137
2022-02-15,26.47
2022-02-16,26.4872
2022-02-17,26.4949
2022-02-18,26.5256
2022-02-19,26.5256
2022-02-20,26.5256
2022-02-21,26.5256
2022-02-22,26.5735
2022-02-23,26.3512
2022-02-24,26.2535
2022-02-25,26.7861
2022-02-26,26.7861
2022-02-27,26.7861
2022-02-28,26.7708
2022-03-01,26.5485
2022-03-02,26.7785
2022-03-03,27.0295
2022-03-04,27.4548
2022-03-05,27.4548
2022-03-06,27.4548
2022-03-07,27.4644
2022-03-08,27.1157
2022-03-09,26.9222
2022-03-10,27.0774
2022-03-11,27.0659
2022-03-12,27.0659
2022-03-13,27.0659
2022-03-14,27.0448
2022-03-15,27.2517
2022-03-16,27.1502
2022-03-17,27.2805
2022-03-18,27.1349
2022-03-19,27.1349
2022-03-20,27.1349
2022-03-21,27.4433
2022-03-22,27.2747
2022-03-23,27.3801
2022-03-24,27.4606
2022-03-25,27.6963
2022-03-26,27.6963
2022-03-27,27.6963
2022-03-28,27.8917
2022-03-29,28.0067
2022-03-30,28.4675
2022-03-31,28.5532
2022-04-01,28.7504
2022-04-02,28.7504
2022-04-03,28.7504
2022-04-04,28.6738
2022-04-05,28.7791
2022-04-06,29.1984
2022-04-07,29.1352
2022-04-08,29.1869
2022-04-09,29.1869
2022-04-10,29.1869
2022-04-11,29.0739
2022-04-12,29.1256
2022-04-13,29.0299
2022-04-14,29.0299
2022-04-15,29.0299
2022-04-16,29.0299
2022-04-17,29.0299
2022-04-18,28.9974
2022-04-19,29.1007
2022-04-20,29.4626
2022-04-21,29.3286
2022-04-22,29.1505
2022-04-23,29.1505
2022-04-24,29.1505
2022-04-25,28.9667
2022-04-26,28.7753
2022-04-27,28.6623
2022-04-28,28.8767
2022-04-29,28.3885
2022-04-30,28.3885
2022-05-01,28.3885
2022-05-02,28.2162
2022-05-03,28.2966
2022-05-04,28.5723
2022-05-05,28.4555
2022-05-06,28.3406
2022-05-07,28.3406
2022-05-08,28.3406
2022-05-09,28.3464
2022-05-10,28.3866
2022-05-11,28.4881
2022-05-12,28.333
2022-05-13,28.4287
2022-05-14,28.4287
2022-05-15,28.4287
2022-05-16,28.4038
2022-05-17,28.5034
2022-05-18,28.3694
2022-05-19,28.3081
2022-05-20,28.3387
2022-05-21,28.3387
2022-05-22,28.3387
2022-05-23,28.4517
2022-05-24,28.8882
2022-05-25,28.8844
2022-05-26,28.9571
2022-05-27,29.0873
2022-05-28,29.0873
2022-05-29,29.0873
2022-05-30,29.0873
2022-05-31,28.827
2022-06-01,28.67
2022-06-02,28.6202
2022-06-03,28.467
2022-06-04,28.467
2022-06-05,28.467
2022-06-06,28.4364
2022-06-07,28.5455
2022-06-08,28.2813
2022-06-09,27.8218
2022-06-10,27.6878
2022-06-11,27.6878
2022-06-12,27.6878
2022-06-13,26.987
2022-06-14,26.5505
2022-06-15,26.5428
2022-06-16,26.3016
2022-06-17,26.1848
2022-06-18,26.1848
2022-06-19,26.1848
2022-06-20,26.1848
2022-06-21,26.3877
2022-06-22,26.5466
2022-06-23,26.9353
2022-06-24,27.4331
2022-06-25,27.4331
2022-06-26,27.4331
2022-06-27,27.6361
2022-06-28,27.7567
2022-06-29,27.7643
2022-06-30,27.7565
2022-07-01,28.101
2022-07-02,28.101
2022-07-03,28.101
2022-07-04,28.101
2022-07-05,27.3103
2022-07-06,27.4082
2022-07-07,27.3574
2022-07-08,27.2652
2022-07-09,27.2652
2022-07-10,27.2652
2022-07-11,27.2972
2022-07-12,27.2219
2022-07-13,27.139
2022-07-14,27.1334
2022-07-15,27.2652
2022-07-16,27.2652
2022-07-17,27.2652
2022-07-18,27.0148
2022-07-19,27.0242
2022-07-20,26.9075
2022-07-21,26.9941
2022-07-22,27.2049
2022-07-23,27.2049
2022-07-24,27.2049
2022-07-25,27.3649
2022-07-26,27.5758
2022-07-27,27.5739
2022-07-28,28.0765
2022-07-29,28.2761
2022-07-30,28.2761
2022-07-31,28.2761
2022-08-01,28.2572
2022-08-02,28.165
2022-08-03,28.1217
2022-08-04,27.988
2022-08-05,27.9334
2022-08-06,27.9334
2022-08-07,27.9334
2022-08-08,28.0445
2022-08-09,28.3401
2022-08-10,28.4323
2022-08-11,28.4474
2022-08-12,28.598
2022-08-13,28.598
2022-08-14,28.598
2022-08-15,28.8163
2022-08-16,28.822
2022-08-17,28.8822
2022-08-18,28.95
2022-08-19,29.0724
2022-08-20,29.0724
2022-08-21,29.0724
2022-08-22,28.7862
2022-08-23,28.694
2022-08-24,28.7693
2022-08-25,28.8785
2022-08-26,28.5904
2022-08-27,28.5904
2022-08-28,28.5904
2022-08-29,28.677
2022-08-30,28.3175
2022-08-31,28.1819
2022-09-01,28.4154
2022-09-02,28.2403
2022-09-03,28.2403
2022-09-04,28.2403
2022-09-05,28.2403
2022-09-06,28.1066
2022-09-07,28.7448
2022-09-08,28.5961
2022-09-09,28.7448
2022-09-10,28.7448
2022-09-11,28.7448
2022-09-12,28.805
2022-09-13,28.2685
2022-09-14,28.3909
2022-09-15,27.9109
2022-09-16,28.0144
2022-09-17,28.0144
2022-09-18,28.0144
2022-09-19,28.1217
2022-09-20,27.9222
2022-09-21,27.7753
2022-09-22,27.7659
2022-09-23,27.5155
2022-09-24,27.5155
2022-09-25,27.5155
2022-09-26,27.0694
2022-09-27,26.7682
2022-09-28,26.9357
2022-09-29,26.275
2022-09-30,24.9751
2022-10-01,24.9751
2022-10-02,24.9751
2022-10-03,25.3705
2022-10-04,25.6078
2022-10-05,25.1351
2022-10-06,24.6678
2022-10-07,24.3448
2022-10-08,24.3448
2022-10-09,24.3448
2022-10-10,24.4762
2022-10-11,24.5104
2022-10-12,23.9814
2022-10-13,24.3862
2022-10-14,24.2171
2022-10-15,24.2171
2022-10-16,24.2171
2022-10-17,24.4798
2022-10-18,24.7767
2022-10-19,24.6327
2022-10-20,24.2837
2022-10-21,24.4564
2022-10-22,24.4564
2022-10-23,24.4564
2022-10-24,24.5086
2022-10-25,24.8055
2022-10-26,24.8037
2022-10-27,24.9422
2022-10-28,25.311
2022-10-29,25.311
2022-10-30,25.311
2022-10-31,25.1653
2022-11-01,25.2733
2022-11-02,25.1023
2022-11-03,25.0969
2022-11-04,25.0771
2022-11-05,25.0771
2022-11-06,25.0771
2022-11-07,25.0753
2022-11-08,25.311
2022-11-09,25.1743
2022-11-10,25.8454
2022-11-11,25.4892
2022-11-12,25.4892
2022-11-13,25.4892
2022-11-14,25.338
2022-11-15,25.5072
2022-11-16,25.6979
2022-11-17,25.5377
2022-11-18,26.0037
2022-11-19,26.0037
2022-11-20,26.0037
2022-11-21,26.1081
2022-11-22,26.1927
2022-11-23,26.3564
2022-11-24,26.3564
2022-11-25,26.4769
2022-11-26,26.4769
2022-11-27,26.4769
2022-11-28,26.3204
2022-11-29,26.1945
2022-11-30,26.5687
2022-12-01,26.4572
2022-12-02,26.3384
2022-12-03,26.3384
2022-12-04,26.3384
2022-12-05,26.1963
2022-12-06,26.2035
2022-12-07,26.0811
2022-12-08,26.3636
2022-12-09,26.441
2022-12-10,26.441
2022-12-11,26.441
2022-12-12,26.8152
2022-12-13,26.8458
2022-12-14,26.6533
2022-12-15,26.3654
2022-12-16,26.2826
2022-12-17,26.2826
2022-12-18,26.2826
2022-12-19,26.2053
2022-12-20,26.1873
2022-12-21,26.4392
2022-12-22,26.396
2022-12-23,26.6065
2022-12-24,26.6065
2022-12-25,26.6065
2022-12-26,26.6065
2022-12-27,26.7414
2022-12-28,26.5795
2022-12-29,26.6929
2022-12-30,25.0484
2022-12-31,25.0484
2023-01-01,25.0484
2023-01-02,25.0484
2023-01-03,24.9751
2023-01-04,25.0552
2023-01-05,24.5504
2023-01-06,24.9461
2023-01-07,24.9461
2023-01-08,24.9461
2023-01-09,25.132
2023-01-10,25.0825
2023-01-11,25.3383
2023-01-12,25.1899
2023-01-13,25.2582
2023-01-14,25.2582
2023-01-15,25.2582
2023-01-16,25.2582
2023-01-17,25.103
2023-01-18,24.6664
2023-01-19,24.5572
2023-01-20,24.6664
2023-01-21,24.6664
2023-01-22,24.6664
2023-01-23,24.547
2023-01-24,24.6306
2023-01-25,24.7022
2023-01-26,24.7977
2023-01-27,24.7516
2023-01-28,24.7516
2023-01-29,24.7516
2023-01-30,24.7056
2023-01-31,24.6988
2023-02-01,24.7704
2023-02-02,24.6749
2023-02-03,24.431
2023-02-04,24.431
2023-02-05,24.431
2023-02-06,24.5334
2023-02-07,24.5487
2023-02-08,24.3321
2023-02-09,24.1616
2023-02-10,24.4651
2023-02-11,24.4651
2023-02-12,24.4651
2023-02-13,24.5231
2023-02-14,24.414
2023-02-15,24.5214
2023-02-16,24.5231
2023-02-17,24.7653
2023-02-18,24.7653
2023-02-19,24.7653
2023-02-20,24.7653
2023-02-21,24.5572
2023-02-22,24.6716
2023-02-23,24.5782
2023-02-24,24.4761
2023-02-25,24.4761
2023-02-26,24.4761
2023-02-27,24.3949
2023-02-28,24.189
2023-03-01,23.9002
2023-03-02,24.1302
2023-03-03,24.3655
2023-03-04,24.3655
2023-03-05,24.3655
2023-03-06,24.3862
2023-03-07,24.1423
2023-03-08,24.2651
2023-03-09,24.1804
2023-03-10,23.9019
2023-03-11,23.9019
2023-03-12,23.9019
2023-03-13,24.2928
2023-03-14,24.362
2023-03-15,24.6266
2023-03-16,24.7667
2023-03-17,24.5886
2023-03-18,24.5886
2023-03-19,24.5886
2023-03-20,24.7529
