,ORLY US Equity
2023-03-19,18.8768
2023-03-20,19.2575
2023-03-21,19.3322
2023-03-22,19.1091
2023-03-23,18.9503
2023-03-24,19.1466
2023-03-25,19.1466
2023-03-26,19.1466
2023-03-27,19.3199
2023-03-28,19.5252
2023-03-29,19.5928
2023-03-30,19.7899
2023-03-31,19.7785
2023-04-01,19.7785
2023-04-02,19.7785
2023-04-03,20.1676
2023-04-04,20.0956
2023-04-05,19.9706
2023-04-06,20.0277
2023-04-07,20.0277
2023-04-08,20.0277
2023-04-09,20.0277
2023-04-10,20.2045
2023-04-11,20.2309
2023-04-12,20.3604
2023-04-13,20.5778
2023-04-14,20.6664
2023-04-15,20.6664
2023-04-16,20.6664
2023-04-17,20.7692
2023-04-18,21.0284
2023-04-19,20.8073
2023-04-20,20.9349
2023-04-21,20.9031
2023-04-22,20.9031
2023-04-23,20.9031
2023-04-24,20.9685
2023-04-25,20.779
2023-04-26,20.706
2023-04-27,20.9852
2023-04-28,21.0186
2023-04-29,21.0186
2023-04-30,21.0186
2023-05-01,21.2685
2023-05-02,21.4092
2023-05-03,21.3106
2023-05-04,21.3502
2023-05-05,21.4958
2023-05-06,21.4958
2023-05-07,21.4958
2023-05-08,21.615
2023-05-09,21.7029
2023-05-10,21.7294
2023-05-11,21.8002
2023-05-12,21.8781
2023-05-13,21.8781
2023-05-14,21.8781
2023-05-15,21.5369
2023-05-16,21.3802
2023-05-17,21.4183
2023-05-18,21.4664
2023-05-19,21.7199
2023-05-20,21.7199
2023-05-21,21.7199
2023-05-22,21.1893
2023-05-23,20.8618
2023-05-24,21.2055
2023-05-25,21.3289
2023-05-26,21.0851
2023-05-27,21.0851
2023-05-28,21.0851
2023-05-29,21.0851
2023-05-30,21.1881
2023-05-31,20.6857
2023-06-01,20.5228
2023-06-02,20.5241
2023-06-03,20.5241
2023-06-04,20.5241
2023-06-05,20.6614
2023-06-06,20.3332
2023-06-07,20.276
2023-06-08,20.7541
2023-06-09,20.7603
2023-06-10,20.7603
2023-06-11,20.7603
2023-06-12,20.8575
2023-06-13,20.9486
2023-06-14,20.8141
2023-06-15,21.1761
2023-06-16,21.0043
2023-06-17,21.0043
2023-06-18,21.0043
2023-06-19,21.0043
2023-06-20,20.9733
2023-06-21,21.3879
2023-06-22,21.2788
2023-06-23,21.1208
2023-06-24,21.1208
2023-06-25,21.1208
2023-06-26,21.2605
2023-06-27,21.3364
2023-06-28,21.3696
2023-06-29,21.3775
2023-06-30,21.3373
2023-07-01,21.3373
2023-07-02,21.3373
2023-07-03,21.1736
2023-07-04,21.1736
2023-07-05,21.1887
2023-07-06,21.1188
2023-07-07,20.9225
2023-07-08,20.9225
2023-07-09,20.9225
2023-07-10,21.4526
2023-07-11,21.5815
2023-07-12,21.6147
2023-07-13,21.3524
2023-07-14,21.459
2023-07-15,21.459
2023-07-16,21.459
2023-07-17,21.6094
2023-07-18,21.4789
2023-07-19,21.4996
2023-07-20,21.2762
2023-07-21,21.3558
2023-07-22,21.3558
2023-07-23,21.3558
2023-07-24,21.3907
2023-07-25,21.5167
2023-07-26,21.5428
2023-07-27,20.4831
2023-07-28,20.6645
2023-07-29,20.6645
2023-07-30,20.6645
2023-07-31,20.6053
2023-08-01,20.7092
2023-08-02,20.4604
2023-08-03,20.7039
2023-08-04,20.608
2023-08-05,20.608
2023-08-06,20.608
2023-08-07,20.7232
2023-08-08,20.6289
2023-08-09,20.6395
2023-08-10,20.7755
2023-08-11,20.9119
2023-08-12,20.9119
2023-08-13,20.9119
2023-08-14,20.9433
2023-08-15,21.0657
2023-08-16,21.0598
2023-08-17,20.6775
2023-08-18,20.8023
2023-08-19,20.8023
2023-08-20,20.8023
2023-08-21,20.95
2023-08-22,20.7241
2023-08-23,20.9831
2023-08-24,20.7459
2023-08-25,20.6651
2023-08-26,20.6651
2023-08-27,20.6651
2023-08-28,20.732
2023-08-29,20.9723
2023-08-30,21.0813
2023-08-31,20.8358
2023-09-01,20.9886
2023-09-02,20.9886
2023-09-03,20.9886
2023-09-04,20.9886
2023-09-05,20.9508
2023-09-06,20.9362
2023-09-07,20.9563
2023-09-08,21.2037
2023-09-09,21.2037
2023-09-10,21.2037
2023-09-11,20.891
2023-09-12,20.5317
2023-09-13,20.5825
2023-09-14,20.8552
2023-09-15,20.6488
2023-09-16,20.6488
2023-09-17,20.6488
2023-09-18,20.6318
2023-09-19,20.6285
2023-09-20,20.9567
2023-09-21,20.575
2023-09-22,20.7633
2023-09-23,20.7633
2023-09-24,20.7633
2023-09-25,20.7164
2023-09-26,20.3403
2023-09-27,20.3326
2023-09-28,20.3964
2023-09-29,19.705
2023-09-30,19.705
2023-10-01,19.705
2023-10-02,19.5091
2023-10-03,19.3366
2023-10-04,19.482
2023-10-05,19.5508
2023-10-06,19.5767
2023-10-07,19.5767
2023-10-08,19.5767
2023-10-09,19.8162
2023-10-10,19.8824
2023-10-11,19.8495
2023-10-12,19.9074
2023-10-13,20.0417
2023-10-14,20.0417
2023-10-15,20.0417
2023-10-16,20.4021
2023-10-17,20.4167
2023-10-18,20.119
2023-10-19,19.5047
2023-10-20,19.6706
2023-10-21,19.6706
2023-10-22,19.6706
2023-10-23,19.1275
2023-10-24,18.9999
2023-10-25,19.0557
2023-10-26,19.7631
2023-10-27,19.8183
2023-10-28,19.8183
2023-10-29,19.8183
2023-10-30,19.924
2023-10-31,19.9296
2023-11-01,20.2177
2023-11-02,20.2637
2023-11-03,20.3536
2023-11-04,20.3536
2023-11-05,20.3536
2023-11-06,20.4153
2023-11-07,20.7657
2023-11-08,20.6066
2023-11-09,20.69
2023-11-10,20.8418
2023-11-11,20.8418
2023-11-12,20.8418
2023-11-13,21.0239
2023-11-14,20.7805
2023-11-15,20.5997
2023-11-16,20.5745
2023-11-17,20.5099
2023-11-18,20.5099
2023-11-19,20.5099
2023-11-20,20.6988
2023-11-21,20.7924
2023-11-22,20.9402
2023-11-23,20.9402
2023-11-24,20.8594
2023-11-25,20.8594
2023-11-26,20.8594
2023-11-27,20.7837
2023-11-28,20.6767
2023-11-29,20.6111
2023-11-30,20.7696
2023-12-01,20.7347
2023-12-02,20.7347
2023-12-03,20.7347
2023-12-04,20.7854
2023-12-05,20.6868
2023-12-06,20.8226
2023-12-07,20.2311
2023-12-08,20.0841
2023-12-09,20.0841
2023-12-10,20.0841
2023-12-11,20.453
2023-12-12,20.5895
2023-12-13,20.789
2023-12-14,20.1825
2023-12-15,20.1909
2023-12-16,20.1909
2023-12-17,20.1909
2023-12-18,20.3517
2023-12-19,20.4293
2023-12-20,20.1661
2023-12-21,20.3033
2023-12-22,20.2001
2023-12-23,20.2001
2023-12-24,20.2001
2023-12-25,20.2001
2023-12-26,20.0123
2023-12-27,20.0215
2023-12-28,19.9964
2023-12-29,20.0135
2023-12-30,20.0135
2023-12-31,20.0135
2024-01-01,20.0135
2024-01-02,19.9188
2024-01-03,19.8953
2024-01-04,19.7484
2024-01-05,19.5553
2024-01-06,19.5553
2024-01-07,19.5553
2024-01-08,19.6025
2024-01-09,19.6017
2024-01-10,19.7623
2024-01-11,19.912
2024-01-12,20.0689
2024-01-13,20.0689
2024-01-14,20.0689
2024-01-15,20.0689
2024-01-16,20.7594
2024-01-17,20.7949
2024-01-18,21.2288
2024-01-19,21.4622
2024-01-20,21.4622
2024-01-21,21.4622
2024-01-22,21.6077
2024-01-23,21.4105
2024-01-24,21.283
2024-01-25,21.3868
2024-01-26,21.3584
2024-01-27,21.3584
2024-01-28,21.3584
2024-01-29,21.4976
2024-01-30,21.7039
2024-01-31,21.3684
2024-02-01,21.7156
2024-02-02,21.8188
2024-02-03,21.8188
2024-02-04,21.8188
2024-02-05,21.9731
2024-02-06,21.9033
2024-02-07,22.1848
2024-02-08,21.2985
2024-02-09,21.391
2024-02-10,21.391
2024-02-11,21.391
2024-02-12,21.4016
2024-02-13,21.6402
2024-02-14,21.8263
2024-02-15,21.8004
2024-02-16,21.8588
2024-02-17,21.8588
2024-02-18,21.8588
2024-02-19,21.8588
2024-02-20,21.5729
2024-02-21,21.6497
2024-02-22,21.9285
2024-02-23,21.988
2024-02-24,21.988
2024-02-25,21.988
2024-02-26,22.0631
2024-02-27,22.4279
2024-02-28,22.6233
2024-02-29,22.5207
2024-03-01,22.4842
2024-03-02,22.4842
2024-03-03,22.4842
2024-03-04,22.3458
2024-03-05,22.3771
2024-03-06,22.4138
2024-03-07,22.5579
2024-03-08,22.461
2024-03-09,22.461
2024-03-10,22.461
2024-03-11,22.4968
2024-03-12,22.6537
2024-03-13,22.7797
2024-03-14,23.0669
2024-03-15,22.998
2024-03-16,22.998
2024-03-17,22.998
2024-03-18,23.01
2024-03-19,23.3954
2024-03-20,23.5929
2024-03-21,23.9199
2024-03-22,24.005
2024-03-23,24.005
2024-03-24,24.005
2024-03-25,23.4406
2024-03-26,23.3982
2024-03-27,23.4119
2024-03-28,23.2889
2024-03-29,23.2889
2024-03-30,23.2889
2024-03-31,23.2889
2024-04-01,23.3114
2024-04-02,23.4954
2024-04-03,23.3609
2024-04-04,22.7436
2024-04-05,23.0758
2024-04-06,23.0758
2024-04-07,23.0758
2024-04-08,22.8846
