,ORLY US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,20.2943
2020-01-02,20.2651
2020-01-03,20.3136
2020-01-04,20.3136
2020-01-05,20.3136
2020-01-06,20.1525
2020-01-07,19.9205
2020-01-08,20.0438
2020-01-09,20.2592
2020-01-10,20.2387
2020-01-11,20.2387
2020-01-12,20.2387
2020-01-13,20.1856
2020-01-14,20.3041
2020-01-15,20.2899
2020-01-16,20.405
2020-01-17,20.3896
2020-01-18,20.3896
2020-01-19,20.3896
2020-01-20,20.3896
2020-01-21,20.3865
2020-01-22,20.1938
2020-01-23,20.2072
2020-01-24,19.9992
2020-01-25,19.9992
2020-01-26,19.9992
2020-01-27,19.8433
2020-01-28,19.8925
2020-01-29,19.7377
2020-01-30,19.5703
2020-01-31,19.0275
2020-02-01,19.0275
2020-02-02,19.0275
2020-02-03,19.0326
2020-02-04,19.0862
2020-02-05,19.5439
2020-02-06,18.7052
2020-02-07,18.2942
2020-02-08,18.2942
2020-02-09,18.2942
2020-02-10,18.4367
2020-02-11,18.3757
2020-02-12,18.4824
2020-02-13,18.4875
2020-02-14,18.4201
2020-02-15,18.4201
2020-02-16,18.4201
2020-02-17,18.4201
2020-02-18,18.6209
2020-02-19,18.4698
2020-02-20,18.589
2020-02-21,18.4442
2020-02-22,18.4442
2020-02-23,18.4442
2020-02-24,18.2973
2020-02-25,17.8871
2020-02-26,17.9005
2020-02-27,17.6162
2020-02-28,17.4088
2020-02-29,17.4088
2020-03-01,17.4088
2020-03-02,17.7859
2020-03-03,17.2314
2020-03-04,17.7395
2020-03-05,17.1206
2020-03-06,17.3838
2020-03-07,17.3838
2020-03-08,17.3838
2020-03-09,17.6003
2020-03-10,18.3759
2020-03-11,17.6283
2020-03-12,15.9103
2020-03-13,16.8465
2020-03-14,16.8465
2020-03-15,16.8465
2020-03-16,14.7155
2020-03-17,15.6929
2020-03-18,14.3855
2020-03-19,14.2622
2020-03-20,13.2277
2020-03-21,13.2277
2020-03-22,13.2277
2020-03-23,13.1175
2020-03-24,13.7442
2020-03-25,14.5865
2020-03-26,15.662
2020-03-27,15.1475
2020-03-28,15.1475
2020-03-29,15.1475
2020-03-30,15.3315
2020-03-31,15.0126
2020-04-01,14.4732
2020-04-02,15.108
2020-04-03,14.791
2020-04-04,14.791
2020-04-05,14.791
2020-04-06,16.2784
2020-04-07,16.3894
2020-04-08,16.5364
2020-04-09,16.6306
2020-04-10,16.6306
2020-04-11,16.6306
2020-04-12,16.6306
2020-04-13,16.8448
2020-04-14,17.1743
2020-04-15,17.0782
2020-04-16,17.6172
2020-04-17,17.8451
2020-04-18,17.8451
2020-04-19,17.8451
2020-04-20,17.851
2020-04-21,17.2506
2020-04-22,17.6297
2020-04-23,17.8747
2020-04-24,18.2766
2020-04-25,18.2766
2020-04-26,18.2766
2020-04-27,18.4594
2020-04-28,18.2641
2020-04-29,18.5188
2020-04-30,18.336
2020-05-01,17.9465
2020-05-02,17.9465
2020-05-03,17.9465
2020-05-04,18.409
2020-05-05,18.4938
2020-05-06,18.7821
2020-05-07,18.3403
2020-05-08,18.9732
2020-05-09,18.9732
2020-05-10,18.9732
2020-05-11,18.8322
2020-05-12,18.6528
2020-05-13,18.4801
2020-05-14,18.8204
2020-05-15,19.1534
2020-05-16,19.1534
2020-05-17,19.1534
2020-05-18,19.2616
2020-05-19,19.2573
2020-05-20,19.153
2020-05-21,19.0424
2020-05-22,19.0701
2020-05-23,19.0701
2020-05-24,19.0701
2020-05-25,19.0701
2020-05-26,18.8408
2020-05-27,19.4722
2020-05-28,19.3882
2020-05-29,19.5488
2020-05-30,19.5488
2020-05-31,19.5488
2020-06-01,19.5629
2020-06-02,19.6465
2020-06-03,19.6938
2020-06-04,19.4164
2020-06-05,19.7622
2020-06-06,19.7622
2020-06-07,19.7622
2020-06-08,19.6461
2020-06-09,19.7833
2020-06-10,19.5191
2020-06-11,19.2237
2020-06-12,19.2796
2020-06-13,19.2796
2020-06-14,19.2796
2020-06-15,19.489
2020-06-16,19.9009
2020-06-17,19.904
2020-06-18,19.8888
2020-06-19,19.7419
2020-06-20,19.7419
2020-06-21,19.7419
2020-06-22,20.083
2020-06-23,19.949
2020-06-24,19.4191
2020-06-25,19.5629
2020-06-26,19.4797
2020-06-27,19.4797
2020-06-28,19.4797
2020-06-29,19.7501
2020-06-30,17.0842
2020-07-01,17.2373
2020-07-02,17.2988
2020-07-03,17.2988
2020-07-04,17.2988
2020-07-05,17.2988
2020-07-06,17.229
2020-07-07,17.1016
2020-07-08,17.0432
2020-07-09,17.0057
2020-07-10,17.0526
2020-07-11,17.0526
2020-07-12,17.0526
2020-07-13,17.0189
2020-07-14,17.3005
2020-07-15,17.4751
2020-07-16,17.4314
2020-07-17,17.4338
2020-07-18,17.4338
2020-07-19,17.4338
2020-07-20,17.6571
2020-07-21,17.9452
2020-07-22,18.0945
2020-07-23,17.9931
2020-07-24,17.8018
2020-07-25,17.8018
2020-07-26,17.8018
2020-07-27,18.0834
2020-07-28,18.0695
2020-07-29,18.2408
2020-07-30,19.0986
2020-07-31,18.9898
2020-08-01,18.9898
2020-08-02,18.9898
2020-08-03,18.8654
2020-08-04,18.8338
2020-08-05,18.6831
2020-08-06,18.5978
2020-08-07,18.567
2020-08-08,18.567
2020-08-09,18.567
2020-08-10,18.4202
2020-08-11,18.1732
2020-08-12,18.5019
2020-08-13,18.4268
2020-08-14,18.5033
2020-08-15,18.5033
2020-08-16,18.5033
2020-08-17,18.7081
2020-08-18,18.7302
2020-08-19,18.5903
2020-08-20,18.4493
2020-08-21,18.3918
2020-08-22,18.3918
2020-08-23,18.3918
2020-08-24,18.5158
2020-08-25,18.5861
2020-08-26,18.4739
2020-08-27,18.4697
2020-08-28,18.4825
2020-08-29,18.4825
2020-08-30,18.4825
2020-08-31,18.5754
2020-09-01,18.8376
2020-09-02,19.164
2020-09-03,18.7943
2020-09-04,18.7618
2020-09-05,18.7618
2020-09-06,18.7618
2020-09-07,18.7618
2020-09-08,18.741
2020-09-09,18.9443
2020-09-10,18.7015
2020-09-11,18.8879
2020-09-12,18.8879
2020-09-13,18.8879
2020-09-14,19.0081
2020-09-15,18.9835
2020-09-16,18.724
2020-09-17,18.6364
2020-09-18,18.5155
2020-09-19,18.5155
2020-09-20,18.5155
2020-09-21,18.1711
2020-09-22,18.221
2020-09-23,17.9861
2020-09-24,17.825
2020-09-25,17.8496
2020-09-26,17.8496
2020-09-27,17.8496
2020-09-28,18.2882
2020-09-29,18.1489
2020-09-30,16.8076
2020-10-01,16.8866
2020-10-02,16.7172
2020-10-03,16.7172
2020-10-04,16.7172
2020-10-05,16.757
2020-10-06,16.2833
2020-10-07,16.2925
2020-10-08,16.5619
2020-10-09,16.4352
2020-10-10,16.4352
2020-10-11,16.4352
2020-10-12,16.7245
2020-10-13,17.0741
2020-10-14,16.9206
2020-10-15,17.0757
2020-10-16,16.9964
2020-10-17,16.9964
2020-10-18,16.9964
2020-10-19,16.8926
2020-10-20,17.0731
2020-10-21,16.9643
2020-10-22,16.6819
2020-10-23,16.9779
2020-10-24,16.9779
2020-10-25,16.9779
2020-10-26,16.6446
2020-10-27,16.4619
2020-10-28,16.2126
2020-10-29,15.8711
2020-10-30,15.8796
2020-10-31,15.8796
2020-11-01,15.8796
2020-11-02,16.0327
2020-11-03,16.2717
2020-11-04,16.3161
2020-11-05,16.3051
2020-11-06,16.0959
2020-11-07,16.0959
2020-11-08,16.0959
2020-11-09,16.2992
2020-11-10,16.3472
2020-11-11,16.5589
2020-11-12,16.355
2020-11-13,16.505
2020-11-14,16.505
2020-11-15,16.505
2020-11-16,16.492
2020-11-17,16.1525
2020-11-18,16.2833
2020-11-19,16.1856
2020-11-20,16.042
2020-11-21,16.042
2020-11-22,16.042
2020-11-23,15.896
2020-11-24,16.1124
2020-11-25,15.9598
2020-11-26,15.9598
2020-11-27,15.929
2020-11-28,15.929
2020-11-29,15.929
2020-11-30,15.9069
2020-12-01,16.2531
2020-12-02,15.9059
2020-12-03,16.0333
2020-12-04,16.1423
2020-12-05,16.1423
2020-12-06,16.1423
2020-12-07,16.0993
2020-12-08,15.8309
2020-12-09,15.9561
2020-12-10,16.0177
2020-12-11,16.0781
2020-12-12,16.0781
2020-12-13,16.0781
2020-12-14,16.066
2020-12-15,16.1136
2020-12-16,16.2973
2020-12-17,16.1993
2020-12-18,16.1781
2020-12-19,16.1781
2020-12-20,16.1781
2020-12-21,16.2229
2020-12-22,16.2478
2020-12-23,16.3892
2020-12-24,16.5085
2020-12-25,16.5085
2020-12-26,16.5085
2020-12-27,16.5085
2020-12-28,16.3621
2020-12-29,16.2226
2020-12-30,16.1983
2020-12-31,15.9081
2021-01-01,15.9081
2021-01-02,15.9081
2021-01-03,15.9081
2021-01-04,15.95
2021-01-05,15.8695
2021-01-06,16.2857
2021-01-07,16.4271
2021-01-08,16.6672
2021-01-09,16.6672
2021-01-10,16.6672
2021-01-11,16.8442
2021-01-12,17.1907
2021-01-13,16.8136
2021-01-14,16.475
2021-01-15,16.3309
2021-01-16,16.3309
2021-01-17,16.3309
2021-01-18,16.3309
2021-01-19,16.2486
2021-01-20,16.316
2021-01-21,16.4603
2021-01-22,16.05
2021-01-23,16.05
2021-01-24,16.05
2021-01-25,15.8296
2021-01-26,15.9659
2021-01-27,15.1834
2021-01-28,15.302
2021-01-29,15.0966
2021-01-30,15.0966
2021-01-31,15.0966
2021-02-01,15.4281
2021-02-02,15.6805
2021-02-03,15.6059
2021-02-04,15.8862
2021-02-05,15.7799
2021-02-06,15.7799
2021-02-07,15.7799
2021-02-08,15.906
2021-02-09,15.9291
2021-02-10,16.0249
2021-02-11,15.0896
2021-02-12,15.0863
2021-02-13,15.0863
2021-02-14,15.0863
2021-02-15,15.0863
2021-02-16,15.3724
2021-02-17,15.51
2021-02-18,15.8351
2021-02-19,15.8907
2021-02-20,15.8907
2021-02-21,15.8907
2021-02-22,15.7807
2021-02-23,15.7013
2021-02-24,15.7572
2021-02-25,15.4638
2021-02-26,15.3367
2021-02-27,15.3367
2021-02-28,15.3367
2021-03-01,15.4499
2021-03-02,15.4536
2021-03-03,15.5448
2021-03-04,15.4217
2021-03-05,15.8741
2021-03-06,15.8741
2021-03-07,15.8741
2021-03-08,16.0787
2021-03-09,15.8471
2021-03-10,16.1077
2021-03-11,16.1208
2021-03-12,16.3613
2021-03-13,16.3613
2021-03-14,16.3613
2021-03-15,16.4098
2021-03-16,16.3985
2021-03-17,16.3712
2021-03-18,16.348
2021-03-19,16.5198
2021-03-20,16.5198
2021-03-21,16.5198
2021-03-22,16.5993
2021-03-23,16.4382
2021-03-24,16.5418
2021-03-25,16.7775
2021-03-26,16.9981
2021-03-27,16.9981
2021-03-28,16.9981
2021-03-29,17.0354
2021-03-30,17.0672
2021-03-31,15.2836
2021-04-01,15.2984
2021-04-02,15.2984
2021-04-03,15.2984
2021-04-04,15.2984
2021-04-05,15.332
2021-04-06,15.466
2021-04-07,15.4238
2021-04-08,15.3088
2021-04-09,15.5297
2021-04-10,15.5297
2021-04-11,15.5297
2021-04-12,15.6041
2021-04-13,15.4954
2021-04-14,15.5552
2021-04-15,15.6671
2021-04-16,15.889
2021-04-17,15.889
2021-04-18,15.889
2021-04-19,15.9736
2021-04-20,16.0386
2021-04-21,15.9603
2021-04-22,15.8646
2021-04-23,15.9434
2021-04-24,15.9434
2021-04-25,15.9434
2021-04-26,15.7764
2021-04-27,15.9444
2021-04-28,15.8482
2021-04-29,16.287
2021-04-30,16.4352
2021-05-01,16.4352
2021-05-02,16.4352
2021-05-03,16.4892
2021-05-04,16.6169
2021-05-05,16.6223
2021-05-06,16.6517
2021-05-07,16.6858
2021-05-08,16.6858
2021-05-09,16.6858
2021-05-10,16.6897
2021-05-11,16.6211
2021-05-12,16.3213
2021-05-13,16.4807
2021-05-14,16.4524
2021-05-15,16.4524
2021-05-16,16.4524
2021-05-17,16.448
2021-05-18,16.3158
2021-05-19,16.1704
2021-05-20,16.2756
2021-05-21,16.2153
2021-05-22,16.2153
2021-05-23,16.2153
2021-05-24,16.0253
2021-05-25,15.9713
2021-05-26,15.8783
2021-05-27,15.8233
2021-05-28,15.9796
2021-05-29,15.9796
2021-05-30,15.9796
2021-05-31,15.9796
2021-06-01,16.0453
2021-06-02,15.9404
2021-06-03,15.8025
2021-06-04,15.7581
2021-06-05,15.7581
2021-06-06,15.7581
2021-06-07,15.7282
2021-06-08,15.8222
2021-06-09,15.7942
2021-06-10,15.788
2021-06-11,15.9702
2021-06-12,15.9702
2021-06-13,15.9702
2021-06-14,15.9095
2021-06-15,15.9783
2021-06-16,15.963
2021-06-17,16.0424
2021-06-18,16.0307
2021-06-19,16.0307
2021-06-20,16.0307
2021-06-21,16.288
2021-06-22,16.4088
2021-06-23,16.362
2021-06-24,16.3561
2021-06-25,16.5518
2021-06-26,16.5518
2021-06-27,16.5518
2021-06-28,16.6663
2021-06-29,16.7546
2021-06-30,16.3054
2021-07-01,16.5384
2021-07-02,16.7035
2021-07-03,16.7035
2021-07-04,16.7035
2021-07-05,16.7035
2021-07-06,16.6603
2021-07-07,16.7853
2021-07-08,16.6946
2021-07-09,16.9517
2021-07-10,16.9517
2021-07-11,16.9517
2021-07-12,16.9482
2021-07-13,16.8971
2021-07-14,17.0378
2021-07-15,17.0993
2021-07-16,17.1969
2021-07-17,17.1969
2021-07-18,17.1969
2021-07-19,17.0228
2021-07-20,17.3513
2021-07-21,17.2754
2021-07-22,17.3935
2021-07-23,17.6953
2021-07-24,17.6953
2021-07-25,17.6953
2021-07-26,17.6608
2021-07-27,17.5823
2021-07-28,17.4075
2021-07-29,16.9337
2021-07-30,17.1231
2021-07-31,17.1231
2021-08-01,17.1231
2021-08-02,17.0548
2021-08-03,17.3411
2021-08-04,17.1732
2021-08-05,17.156
2021-08-06,17.0735
2021-08-07,17.0735
2021-08-08,17.0735
2021-08-09,16.9517
2021-08-10,17.0032
2021-08-11,17.0165
2021-08-12,16.9098
2021-08-13,16.837
2021-08-14,16.837
2021-08-15,16.837
2021-08-16,17.0848
2021-08-17,16.9811
2021-08-18,16.9577
2021-08-19,17.0404
2021-08-20,17.1478
2021-08-21,17.1478
2021-08-22,17.1478
2021-08-23,17.0522
2021-08-24,16.9718
2021-08-25,17.1644
2021-08-26,16.9939
2021-08-27,16.7837
2021-08-28,16.7837
2021-08-29,16.7837
2021-08-30,16.9028
2021-08-31,16.8382
2021-09-01,16.7996
2021-09-02,16.455
2021-09-03,16.6052
2021-09-04,16.6052
2021-09-05,16.6052
2021-09-06,16.6052
2021-09-07,16.5012
2021-09-08,16.7709
2021-09-09,16.79
2021-09-10,16.795
2021-09-11,16.795
2021-09-12,16.795
2021-09-13,16.67
2021-09-14,16.7571
2021-09-15,17.01
2021-09-16,17.1596
2021-09-17,16.9703
2021-09-18,16.9703
2021-09-19,16.9703
2021-09-20,16.962
2021-09-21,17.1682
2021-09-22,17.4956
2021-09-23,17.648
2021-09-24,17.6282
2021-09-25,17.6282
2021-09-26,17.6282
2021-09-27,17.5815
2021-09-28,17.3148
2021-09-29,17.6397
2021-09-30,17.1412
2021-10-01,16.9767
2021-10-02,16.9767
2021-10-03,16.9767
2021-10-04,16.8237
2021-10-05,17.0557
2021-10-06,17.1876
2021-10-07,17.1601
2021-10-08,17.1211
2021-10-09,17.1211
2021-10-10,17.1211
2021-10-11,16.9961
2021-10-12,17.088
2021-10-13,17.173
2021-10-14,17.4907
2021-10-15,17.5866
2021-10-16,17.5866
2021-10-17,17.5866
2021-10-18,17.8186
2021-10-19,17.8164
2021-10-20,17.9697
2021-10-21,18.4377
2021-10-22,18.4457
2021-10-23,18.4457
2021-10-24,18.4457
2021-10-25,18.3903
2021-10-26,18.316
2021-10-27,18.1322
2021-10-28,17.1973
2021-10-29,17.1368
2021-10-30,17.1368
2021-10-31,17.1368
2021-11-01,17.0737
2021-11-02,17.1071
2021-11-03,17.1185
2021-11-04,17.4185
2021-11-05,17.5211
2021-11-06,17.5211
2021-11-07,17.5211
2021-11-08,17.3799
2021-11-09,17.5811
2021-11-10,17.6908
2021-11-11,17.6209
2021-11-12,17.7153
2021-11-13,17.7153
2021-11-14,17.7153
2021-11-15,17.7343
2021-11-16,17.7887
2021-11-17,17.5209
2021-11-18,17.6418
2021-11-19,17.4044
2021-11-20,17.4044
2021-11-21,17.4044
2021-11-22,17.5015
2021-11-23,17.7719
2021-11-24,17.6554
2021-11-25,17.6554
2021-11-26,17.3937
2021-11-27,17.3937
2021-11-28,17.3937
2021-11-29,17.5981
2021-11-30,17.4527
2021-12-01,17.4182
2021-12-02,17.9185
2021-12-03,17.963
2021-12-04,17.963
2021-12-05,17.963
2021-12-06,18.0176
2021-12-07,18.2933
2021-12-08,18.3402
2021-12-09,18.2742
2021-12-10,18.5259
2021-12-11,18.5259
2021-12-12,18.5259
2021-12-13,18.2683
2021-12-14,18.1615
2021-12-15,18.6434
2021-12-16,18.6497
2021-12-17,18.373
2021-12-18,18.373
2021-12-19,18.373
2021-12-20,18.2885
2021-12-21,18.3402
2021-12-22,18.5036
2021-12-23,18.4543
2021-12-24,18.4543
2021-12-25,18.4543
2021-12-26,18.4543
2021-12-27,18.7704
2021-12-28,18.8779
2021-12-29,19.1515
2021-12-30,18.9969
2021-12-31,18.1988
2022-01-01,18.1988
2022-01-02,18.1988
2022-01-03,17.9612
2022-01-04,18.0286
2022-01-05,17.7161
2022-01-06,18.06
2022-01-07,17.645
2022-01-08,17.645
2022-01-09,17.645
2022-01-10,17.4794
2022-01-11,17.63
2022-01-12,17.6762
2022-01-13,17.7718
2022-01-14,17.5669
2022-01-15,17.5669
2022-01-16,17.5669
2022-01-17,17.5669
2022-01-18,17.262
2022-01-19,17.1216
2022-01-20,16.8553
2022-01-21,16.5749
2022-01-22,16.5749
2022-01-23,16.5749
2022-01-24,17.0796
2022-01-25,16.8163
2022-01-26,16.4571
2022-01-27,16.546
2022-01-28,16.7504
2022-01-29,16.7504
2022-01-30,16.7504
2022-01-31,16.9405
2022-02-01,17.0615
2022-02-02,17.4179
2022-02-03,17.1422
2022-02-04,16.8176
2022-02-05,16.8176
2022-02-06,16.8176
2022-02-07,16.5312
2022-02-08,16.6028
2022-02-09,16.6742
2022-02-10,17.0164
2022-02-11,17.2423
2022-02-12,17.2423
2022-02-13,17.2423
2022-02-14,17.0759
2022-02-15,17.3912
2022-02-16,17.4757
2022-02-17,17.3953
2022-02-18,17.4417
2022-02-19,17.4417
2022-02-20,17.4417
2022-02-21,17.4417
2022-02-22,16.873
2022-02-23,16.4029
2022-02-24,16.5272
2022-02-25,16.9305
2022-02-26,16.9305
2022-02-27,16.9305
2022-02-28,16.7095
2022-03-01,16.8757
2022-03-02,17.3175
2022-03-03,17.5074
2022-03-04,17.2768
2022-03-05,17.2768
2022-03-06,17.2768
2022-03-07,16.965
2022-03-08,16.8449
2022-03-09,17.2908
2022-03-10,17.3109
2022-03-11,17.3001
2022-03-12,17.3001
2022-03-13,17.3001
2022-03-14,17.2935
2022-03-15,17.7734
2022-03-16,17.888
2022-03-17,17.8985
2022-03-18,17.6396
2022-03-19,17.6396
2022-03-20,17.6396
2022-03-21,17.5367
2022-03-22,17.5716
2022-03-23,17.6001
2022-03-24,17.8739
2022-03-25,17.9451
2022-03-26,17.9451
2022-03-27,17.9451
2022-03-28,17.5613
2022-03-29,17.9259
2022-03-30,17.7165
2022-03-31,17.6407
2022-04-01,17.2394
2022-04-02,17.2394
2022-04-03,17.2394
2022-04-04,17.684
2022-04-05,17.7673
2022-04-06,18.0112
2022-04-07,18.5994
2022-04-08,18.8201
2022-04-09,18.8201
2022-04-10,18.8201
2022-04-11,18.5332
2022-04-12,18.3869
2022-04-13,18.5369
2022-04-14,18.3029
2022-04-15,18.3029
2022-04-16,18.3029
2022-04-17,18.3029
2022-04-18,18.4801
2022-04-19,18.6786
2022-04-20,18.9893
2022-04-21,18.6296
2022-04-22,18.163
2022-04-23,18.163
2022-04-24,18.163
2022-04-25,18.2923
2022-04-26,18.3113
2022-04-27,18.2894
2022-04-28,16.1475
2022-04-29,15.7666
2022-04-30,15.7666
2022-05-01,15.7666
2022-05-02,15.86
2022-05-03,15.697
2022-05-04,16.2568
2022-05-05,15.6983
2022-05-06,15.8087
2022-05-07,15.8087
2022-05-08,15.8087
2022-05-09,15.8058
2022-05-10,15.8453
2022-05-11,15.7481
2022-05-12,16.0843
2022-05-13,16.3857
2022-05-14,16.3857
2022-05-15,16.3857
2022-05-16,16.4586
2022-05-17,16.6745
2022-05-18,15.5743
2022-05-19,15.6119
2022-05-20,14.9546
2022-05-21,14.9546
2022-05-22,14.9546
2022-05-23,15.103
2022-05-24,15.7629
2022-05-25,15.9356
2022-05-26,16.4659
2022-05-27,16.6518
2022-05-28,16.6518
2022-05-29,16.6518
2022-05-30,16.6518
2022-05-31,16.4209
2022-06-01,16.1358
2022-06-02,16.3517
2022-06-03,16.2947
2022-06-04,16.2947
2022-06-05,16.2947
2022-06-06,16.4352
2022-06-07,16.368
2022-06-08,16.1408
2022-06-09,16.0114
2022-06-10,15.7461
2022-06-11,15.7461
2022-06-12,15.7461
2022-06-13,15.4472
2022-06-14,15.5021
2022-06-15,15.5547
2022-06-16,15.2367
2022-06-17,15.2758
2022-06-18,15.2758
2022-06-19,15.2758
2022-06-20,15.2758
2022-06-21,15.5171
2022-06-22,15.7774
2022-06-23,16.2171
2022-06-24,16.4638
2022-06-25,16.4638
2022-06-26,16.4638
2022-06-27,16.5106
2022-06-28,16.27
2022-06-29,16.42
2022-06-30,16.5474
2022-07-01,16.6453
2022-07-02,16.6453
2022-07-03,16.6453
2022-07-04,16.6453
2022-07-05,16.9045
2022-07-06,17.1367
2022-07-07,17.2245
2022-07-08,17.1396
