,QNST US Equity
2023-03-17,182.8738
2023-03-18,182.8738
2023-03-19,182.8738
2023-03-20,182.8738
2023-03-21,182.8738
2023-03-22,182.8738
2023-03-23,182.8738
2023-03-24,182.8738
2023-03-25,182.8738
2023-03-26,182.8738
2023-03-27,182.8738
2023-03-28,182.8738
2023-03-29,182.8738
2023-03-30,182.8738
2023-03-31,182.8738
2023-04-01,182.8738
2023-04-02,182.8738
2023-04-03,182.8738
2023-04-04,182.8738
2023-04-05,182.8738
2023-04-06,182.8738
2023-04-07,182.8738
2023-04-08,182.8738
2023-04-09,182.8738
2023-04-10,182.8738
2023-04-11,182.8738
2023-04-12,182.8738
2023-04-13,182.8738
2023-04-14,182.8738
2023-04-15,182.8738
2023-04-16,182.8738
2023-04-17,182.8738
2023-04-18,182.8738
2023-04-19,182.8738
2023-04-20,182.8738
2023-04-21,182.8738
2023-04-22,182.8738
2023-04-23,182.8738
2023-04-24,182.8738
2023-04-25,182.8738
2023-04-26,182.8738
2023-04-27,182.8738
2023-04-28,182.8738
2023-04-29,182.8738
2023-04-30,182.8738
2023-05-01,182.8738
2023-05-02,182.8738
2023-05-03,182.8738
2023-05-04,182.8738
2023-05-05,182.8738
2023-05-06,182.8738
2023-05-07,182.8738
2023-05-08,182.8738
2023-05-09,182.8738
2023-05-10,182.8738
2023-05-11,182.8738
2023-05-12,182.8738
2023-05-13,182.8738
2023-05-14,182.8738
2023-05-15,182.8738
2023-05-16,182.8738
2023-05-17,182.8738
2023-05-18,182.8738
2023-05-19,182.8738
2023-05-20,182.8738
2023-05-21,182.8738
2023-05-22,182.8738
2023-05-23,182.8738
2023-05-24,182.8738
2023-05-25,182.8738
2023-05-26,182.8738
2023-05-27,182.8738
2023-05-28,182.8738
2023-05-29,182.8738
2023-05-30,182.8738
2023-05-31,182.8738
2023-06-01,182.8738
2023-06-02,182.8738
2023-06-03,182.8738
2023-06-04,182.8738
2023-06-05,182.8738
2023-06-06,182.8738
2023-06-07,182.8738
2023-06-08,182.8738
2023-06-09,182.8738
2023-06-10,182.8738
2023-06-11,182.8738
2023-06-12,182.8738
2023-06-13,182.8738
2023-06-14,182.8738
2023-06-15,182.8738
2023-06-16,182.8738
2023-06-17,182.8738
2023-06-18,182.8738
2023-06-19,182.8738
2023-06-20,182.8738
2023-06-21,182.8738
2023-06-22,182.8738
2023-06-23,182.8738
2023-06-24,182.8738
2023-06-25,182.8738
2023-06-26,182.8738
2023-06-27,182.8738
2023-06-28,182.8738
2023-06-29,182.8738
2023-06-30,182.8738
2023-07-01,182.8738
2023-07-02,182.8738
2023-07-03,182.8738
2023-07-04,182.8738
2023-07-05,182.8738
2023-07-06,182.8738
2023-07-07,182.8738
2023-07-08,182.8738
2023-07-09,182.8738
2023-07-10,182.8738
2023-07-11,182.8738
2023-07-12,182.8738
2023-07-13,182.8738
2023-07-14,182.8738
2023-07-15,182.8738
2023-07-16,182.8738
2023-07-17,182.8738
2023-07-18,182.8738
2023-07-19,182.8738
2023-07-20,182.8738
2023-07-21,182.8738
2023-07-22,182.8738
2023-07-23,182.8738
2023-07-24,182.8738
2023-07-25,182.8738
2023-07-26,182.8738
2023-07-27,182.8738
2023-07-28,182.8738
2023-07-29,182.8738
2023-07-30,182.8738
2023-07-31,182.8738
2023-08-01,182.8738
2023-08-02,182.8738
2023-08-03,182.8738
2023-08-04,182.8738
2023-08-05,182.8738
2023-08-06,182.8738
2023-08-07,182.8738
2023-08-08,182.8738
2023-08-09,182.8738
2023-08-10,182.8738
2023-08-11,182.8738
2023-08-12,182.8738
2023-08-13,182.8738
2023-08-14,182.8738
2023-08-15,182.8738
2023-08-16,182.8738
2023-08-17,182.8738
2023-08-18,182.8738
2023-08-19,182.8738
2023-08-20,182.8738
2023-08-21,182.8738
2023-08-22,182.8738
2023-08-23,182.8738
2023-08-24,182.8738
2023-08-25,182.8738
2023-08-26,182.8738
2023-08-27,182.8738
2023-08-28,182.8738
2023-08-29,182.8738
2023-08-30,182.8738
2023-08-31,182.8738
2023-09-01,182.8738
2023-09-02,182.8738
2023-09-03,182.8738
2023-09-04,182.8738
2023-09-05,182.8738
2023-09-06,182.8738
2023-09-07,182.8738
2023-09-08,182.8738
2023-09-09,182.8738
2023-09-10,182.8738
2023-09-11,182.8738
2023-09-12,182.8738
2023-09-13,182.8738
2023-09-14,182.8738
2023-09-15,182.8738
2023-09-16,182.8738
2023-09-17,182.8738
2023-09-18,182.8738
2023-09-19,182.8738
2023-09-20,182.8738
2023-09-21,182.8738
2023-09-22,182.8738
2023-09-23,182.8738
2023-09-24,182.8738
2023-09-25,182.8738
2023-09-26,182.8738
2023-09-27,182.8738
2023-09-28,182.8738
2023-09-29,182.8738
2023-09-30,182.8738
2023-10-01,182.8738
2023-10-02,182.8738
2023-10-03,182.8738
2023-10-04,182.8738
2023-10-05,182.8738
2023-10-06,182.8738
2023-10-07,182.8738
2023-10-08,182.8738
2023-10-09,182.8738
2023-10-10,182.8738
2023-10-11,182.8738
2023-10-12,182.8738
2023-10-13,182.8738
2023-10-14,182.8738
2023-10-15,182.8738
2023-10-16,182.8738
2023-10-17,182.8738
2023-10-18,182.8738
2023-10-19,182.8738
2023-10-20,182.8738
2023-10-21,182.8738
2023-10-22,182.8738
2023-10-23,182.8738
2023-10-24,182.8738
2023-10-25,182.8738
2023-10-26,182.8738
2023-10-27,182.8738
2023-10-28,182.8738
2023-10-29,182.8738
2023-10-30,182.8738
2023-10-31,182.8738
2023-11-01,182.8738
2023-11-02,182.8738
2023-11-03,182.8738
2023-11-04,182.8738
2023-11-05,182.8738
2023-11-06,182.8738
2023-11-07,182.8738
2023-11-08,182.8738
2023-11-09,182.8738
2023-11-10,182.8738
2023-11-11,182.8738
2023-11-12,182.8738
2023-11-13,182.8738
2023-11-14,182.8738
2023-11-15,182.8738
2023-11-16,182.8738
2023-11-17,182.8738
2023-11-18,182.8738
2023-11-19,182.8738
2023-11-20,182.8738
2023-11-21,182.8738
2023-11-22,182.8738
2023-11-23,182.8738
2023-11-24,182.8738
2023-11-25,182.8738
2023-11-26,182.8738
2023-11-27,182.8738
2023-11-28,182.8738
2023-11-29,182.8738
2023-11-30,182.8738
2023-12-01,182.8738
2023-12-02,182.8738
2023-12-03,182.8738
2023-12-04,182.8738
2023-12-05,182.8738
2023-12-06,182.8738
2023-12-07,182.8738
2023-12-08,182.8738
2023-12-09,182.8738
2023-12-10,182.8738
2023-12-11,182.8738
2023-12-12,182.8738
2023-12-13,182.8738
2023-12-14,182.8738
2023-12-15,182.8738
2023-12-16,182.8738
2023-12-17,182.8738
2023-12-18,182.8738
2023-12-19,182.8738
2023-12-20,182.8738
2023-12-21,182.8738
2023-12-22,182.8738
2023-12-23,182.8738
2023-12-24,182.8738
2023-12-25,182.8738
2023-12-26,182.8738
2023-12-27,182.8738
2023-12-28,182.8738
2023-12-29,182.8738
2023-12-30,182.8738
2023-12-31,182.8738
2024-01-01,182.8738
2024-01-02,182.8738
2024-01-03,182.8738
2024-01-04,182.8738
2024-01-05,182.8738
2024-01-06,182.8738
2024-01-07,182.8738
2024-01-08,182.8738
2024-01-09,182.8738
2024-01-10,182.8738
2024-01-11,182.8738
2024-01-12,182.8738
2024-01-13,182.8738
2024-01-14,182.8738
2024-01-15,182.8738
2024-01-16,182.8738
2024-01-17,182.8738
2024-01-18,182.8738
2024-01-19,182.8738
2024-01-20,182.8738
2024-01-21,182.8738
2024-01-22,182.8738
2024-01-23,182.8738
2024-01-24,182.8738
2024-01-25,182.8738
2024-01-26,182.8738
2024-01-27,182.8738
2024-01-28,182.8738
2024-01-29,182.8738
2024-01-30,182.8738
2024-01-31,182.8738
2024-02-01,182.8738
2024-02-02,182.8738
2024-02-03,182.8738
2024-02-04,182.8738
2024-02-05,182.8738
2024-02-06,182.8738
2024-02-07,182.8738
2024-02-08,182.8738
2024-02-09,182.8738
2024-02-10,182.8738
2024-02-11,182.8738
2024-02-12,182.8738
2024-02-13,182.8738
2024-02-14,182.8738
2024-02-15,182.8738
2024-02-16,182.8738
2024-02-17,182.8738
2024-02-18,182.8738
2024-02-19,182.8738
2024-02-20,182.8738
2024-02-21,182.8738
2024-02-22,182.8738
2024-02-23,182.8738
2024-02-24,182.8738
2024-02-25,182.8738
2024-02-26,182.8738
2024-02-27,182.8738
2024-02-28,182.8738
2024-02-29,182.8738
2024-03-01,182.8738
2024-03-02,182.8738
2024-03-03,182.8738
2024-03-04,182.8738
2024-03-05,182.8738
2024-03-06,182.8738
2024-03-07,182.8738
2024-03-08,182.8738
2024-03-09,182.8738
2024-03-10,182.8738
2024-03-11,182.8738
2024-03-12,182.8738
2024-03-13,182.8738
2024-03-14,182.8738
2024-03-15,182.8738
2024-03-16,182.8738
2024-03-17,182.8738
2024-03-18,182.8738
2024-03-19,182.8738
2024-03-20,182.8738
2024-03-21,182.8738
2024-03-22,182.8738
2024-03-23,182.8738
2024-03-24,182.8738
2024-03-25,182.8738
2024-03-26,182.8738
2024-03-27,182.8738
2024-03-28,182.8738
2024-03-29,182.8738
2024-03-30,182.8738
2024-03-31,182.8738
2024-04-01,182.8738
2024-04-02,182.8738
2024-04-03,182.8738
2024-04-04,182.8738
2024-04-05,182.8738
2024-04-06,182.8738
2024-04-07,182.8738
2024-04-08,182.8738
