,MKL US Equity
2023-03-15,403.9825
2023-03-16,411.3835
2023-03-17,397.3921
2023-03-18,397.3921
2023-03-19,397.3921
2023-03-20,409.482
2023-03-21,413.1644
2023-03-22,407.2943
2023-03-23,405.1035
2023-03-24,404.763
2023-03-25,404.763
2023-03-26,404.763
2023-03-27,409.6628
2023-03-28,411.5643
2023-03-29,418.0462
2023-03-30,418.12
2023-03-31,23.1194
2023-04-01,23.1194
2023-04-02,23.1194
2023-04-03,23.4451
2023-04-04,23.4081
2023-04-05,23.4683
2023-04-06,23.8255
2023-04-07,23.8255
2023-04-08,23.8255
2023-04-09,23.8255
2023-04-10,23.5839
2023-04-11,23.7921
2023-04-12,23.9809
2023-04-13,24.2324
2023-04-14,23.842
2023-04-15,23.842
2023-04-16,23.842
2023-04-17,24.1859
2023-04-18,24.4526
2023-04-19,24.4845
2023-04-20,24.484
2023-04-21,24.011
2023-04-22,24.011
2023-04-23,24.011
2023-04-24,24.0614
2023-04-25,23.821
2023-04-26,23.6425
2023-04-27,23.8499
2023-04-28,24.6153
2023-04-29,24.6153
2023-04-30,24.6153
2023-05-01,24.7236
2023-05-02,24.2436
2023-05-03,24.1834
2023-05-04,24.0692
2023-05-05,24.3357
2023-05-06,24.3357
2023-05-07,24.3357
2023-05-08,24.7078
2023-05-09,24.6186
2023-05-10,24.5828
2023-05-11,24.7064
2023-05-12,24.6237
2023-05-13,24.6237
2023-05-14,24.6237
2023-05-15,24.6537
2023-05-16,24.424
2023-05-17,24.2668
2023-05-18,24.3031
2023-05-19,24.4591
2023-05-20,24.4591
2023-05-21,24.4591
2023-05-22,24.4535
2023-05-23,24.1505
2023-05-24,23.7631
2023-05-25,23.6847
2023-05-26,23.9353
2023-05-27,23.9353
2023-05-28,23.9353
2023-05-29,23.9353
2023-05-30,24.0809
2023-05-31,23.698
2023-06-01,23.9785
2023-06-02,24.5071
2023-06-03,24.5071
2023-06-04,24.5071
2023-06-05,24.1488
2023-06-06,24.3021
2023-06-07,24.4876
2023-06-08,24.1814
2023-06-09,24.1676
2023-06-10,24.1676
2023-06-11,24.1676
2023-06-12,24.0698
2023-06-13,24.2303
2023-06-14,23.9703
2023-06-15,24.1029
2023-06-16,24.1918
2023-06-17,24.1918
2023-06-18,24.1918
2023-06-19,24.1918
2023-06-20,24.0733
2023-06-21,24.0789
2023-06-22,23.9842
2023-06-23,23.8569
2023-06-24,23.8569
2023-06-25,23.8569
2023-06-26,24.0458
2023-06-27,24.179
2023-06-28,24.0189
2023-06-29,24.6823
2023-06-30,6.7936
2023-07-01,6.7936
2023-07-02,6.7936
2023-07-03,6.7311
2023-07-04,6.7311
2023-07-05,6.7241
2023-07-06,6.708
2023-07-07,6.7686
2023-07-08,6.7686
2023-07-09,6.7686
2023-07-10,6.7238
2023-07-11,6.8281
2023-07-12,6.8105
2023-07-13,6.8004
2023-07-14,6.7763
2023-07-15,6.7763
2023-07-16,6.7763
2023-07-17,6.8459
2023-07-18,6.8522
2023-07-19,6.8838
2023-07-20,7.0086
2023-07-21,7.0414
2023-07-22,7.0414
2023-07-23,7.0414
2023-07-24,6.9922
2023-07-25,6.9733
2023-07-26,7.0584
2023-07-27,7.0893
2023-07-28,7.0991
2023-07-29,7.0991
2023-07-30,7.0991
2023-07-31,7.1097
2023-08-01,7.0403
2023-08-02,7.0466
2023-08-03,7.185
2023-08-04,7.149
2023-08-05,7.149
2023-08-06,7.149
2023-08-07,7.2988
2023-08-08,7.3082
2023-08-09,7.3142
2023-08-10,7.326
2023-08-11,7.334
2023-08-12,7.334
2023-08-13,7.334
2023-08-14,7.3283
2023-08-15,7.2808
2023-08-16,7.3261
2023-08-17,7.2711
2023-08-18,7.2816
2023-08-19,7.2816
2023-08-20,7.2816
2023-08-21,7.1904
2023-08-22,7.1386
2023-08-23,7.1374
2023-08-24,7.1502
2023-08-25,7.1425
2023-08-26,7.1425
2023-08-27,7.1425
2023-08-28,7.1809
2023-08-29,7.2036
2023-08-30,7.2205
2023-08-31,7.2052
2023-09-01,7.2578
2023-09-02,7.2578
2023-09-03,7.2578
2023-09-04,7.2578
2023-09-05,7.1054
2023-09-06,7.1158
2023-09-07,7.1693
2023-09-08,7.1776
2023-09-09,7.1776
2023-09-10,7.1776
2023-09-11,7.2508
2023-09-12,7.3212
2023-09-13,7.3286
2023-09-14,7.3975
2023-09-15,7.4058
2023-09-16,7.4058
2023-09-17,7.4058
2023-09-18,7.4705
2023-09-19,7.5122
2023-09-20,7.5036
2023-09-21,7.3968
2023-09-22,7.4281
2023-09-23,7.4281
2023-09-24,7.4281
2023-09-25,7.4285
2023-09-26,7.3315
2023-09-27,7.2999
2023-09-28,7.3385
2023-09-29,7.322
2023-09-30,7.322
2023-10-01,7.322
2023-10-02,7.2615
2023-10-03,7.1993
2023-10-04,7.2615
2023-10-05,7.2781
2023-10-06,7.2851
2023-10-07,7.2851
2023-10-08,7.2851
2023-10-09,7.2771
2023-10-10,7.2776
2023-10-11,7.3938
2023-10-12,7.3849
2023-10-13,7.4351
2023-10-14,7.4351
2023-10-15,7.4351
2023-10-16,7.4823
2023-10-17,7.4595
2023-10-18,7.4462
2023-10-19,7.3551
2023-10-20,7.2191
2023-10-21,7.2191
2023-10-22,7.2191
2023-10-23,7.1442
2023-10-24,7.3223
2023-10-25,7.2694
2023-10-26,7.267
2023-10-27,7.1272
2023-10-28,7.1272
2023-10-29,7.1272
2023-10-30,7.2483
2023-10-31,7.3124
2023-11-01,7.3946
2023-11-02,6.4717
2023-11-03,6.6437
2023-11-04,6.6437
2023-11-05,6.6437
2023-11-06,6.6344
2023-11-07,6.6456
2023-11-08,6.6208
2023-11-09,6.6732
2023-11-10,6.657
2023-11-11,6.657
2023-11-12,6.657
2023-11-13,6.7248
2023-11-14,6.8101
2023-11-15,6.8457
2023-11-16,6.8561
2023-11-17,6.9645
2023-11-18,6.9645
2023-11-19,6.9645
2023-11-20,6.9951
2023-11-21,7.1179
2023-11-22,7.09
2023-11-23,7.09
2023-11-24,7.1514
2023-11-25,7.1514
2023-11-26,7.1514
2023-11-27,7.1298
2023-11-28,7.0294
2023-11-29,7.0208
2023-11-30,7.1362
2023-12-01,7.0682
2023-12-02,7.0682
2023-12-03,7.0682
2023-12-04,6.9967
2023-12-05,6.9539
2023-12-06,6.8849
2023-12-07,6.7846
2023-12-08,6.8223
2023-12-09,6.8223
2023-12-10,6.8223
2023-12-11,6.9449
2023-12-12,6.9141
2023-12-13,6.8919
2023-12-14,6.8765
2023-12-15,6.9231
2023-12-16,6.9231
2023-12-17,6.9231
2023-12-18,6.9867
2023-12-19,6.9971
2023-12-20,6.8766
2023-12-21,6.8869
2023-12-22,6.8841
2023-12-23,6.8841
2023-12-24,6.8841
2023-12-25,6.8841
2023-12-26,6.9238
2023-12-27,6.9506
2023-12-28,7.0051
2023-12-29,7.257
2023-12-30,7.257
2023-12-31,7.257
2024-01-01,7.257
2024-01-02,7.3341
2024-01-03,7.2965
2024-01-04,7.3279
2024-01-05,7.2874
2024-01-06,7.2874
2024-01-07,7.2874
2024-01-08,7.2469
2024-01-09,7.2279
2024-01-10,7.2109
2024-01-11,7.2666
2024-01-12,7.3032
2024-01-13,7.3032
2024-01-14,7.3032
2024-01-15,7.3032
2024-01-16,7.3101
2024-01-17,7.2644
2024-01-18,7.3119
2024-01-19,7.3869
2024-01-20,7.3869
2024-01-21,7.3869
2024-01-22,7.4517
2024-01-23,7.4333
2024-01-24,7.4846
2024-01-25,7.4992
2024-01-26,7.517
2024-01-27,7.517
2024-01-28,7.517
2024-01-29,7.5959
2024-01-30,7.6333
2024-01-31,7.618
2024-02-01,7.0991
2024-02-02,7.179
2024-02-03,7.179
2024-02-04,7.179
2024-02-05,7.207
2024-02-06,7.1575
2024-02-07,7.3317
2024-02-08,7.1607
2024-02-09,7.2555
2024-02-10,7.2555
2024-02-11,7.2555
2024-02-12,7.325
2024-02-13,7.3111
2024-02-14,7.4407
2024-02-15,7.4439
2024-02-16,7.4061
2024-02-17,7.4061
2024-02-18,7.4061
2024-02-19,7.4061
2024-02-20,7.3674
2024-02-21,7.4122
2024-02-22,7.4663
2024-02-23,7.4411
2024-02-24,7.4411
2024-02-25,7.4411
2024-02-26,7.3097
2024-02-27,7.3944
2024-02-28,7.5167
2024-02-29,7.5379
2024-03-01,7.5438
2024-03-02,7.5438
2024-03-03,7.5438
2024-03-04,7.4976
2024-03-05,7.4615
2024-03-06,7.6015
2024-03-07,7.5738
2024-03-08,7.5582
2024-03-09,7.5582
2024-03-10,7.5582
2024-03-11,7.5764
2024-03-12,7.5663
2024-03-13,7.5785
2024-03-14,7.6012
2024-03-15,7.679
2024-03-16,7.679
2024-03-17,7.679
2024-03-18,7.6176
2024-03-19,7.6326
2024-03-20,7.6391
2024-03-21,7.6771
2024-03-22,7.6586
2024-03-23,7.6586
2024-03-24,7.6586
2024-03-25,7.6268
2024-03-26,7.5262
2024-03-27,7.6989
2024-03-28,7.6718
2024-03-29,7.6718
2024-03-30,7.6718
2024-03-31,7.6718
2024-04-01,7.6131
2024-04-02,7.584
2024-04-03,7.5461
2024-04-04,7.5266
2024-04-05,7.6162
2024-04-06,7.6162
2024-04-07,7.6162
2024-04-08,7.5724
