,AON US Equity
2020-05-13,22.4941
2020-05-14,22.861
2020-05-15,22.6369
2020-05-16,22.6369
2020-05-17,22.6369
2020-05-18,23.1497
2020-05-19,23.0207
2020-05-20,22.9939
2020-05-21,22.8015
2020-05-22,22.6667
2020-05-23,22.6667
2020-05-24,22.6667
2020-05-25,22.6667
2020-05-26,22.9731
2020-05-27,23.2488
2020-05-28,23.3331
2020-05-29,23.1606
2020-05-30,23.1606
2020-05-31,23.1606
2020-06-01,23.0802
2020-06-02,22.9503
2020-06-03,23.3609
2020-06-04,23.2637
2020-06-05,23.4829
2020-06-06,23.4829
2020-06-07,23.4829
2020-06-08,23.2657
2020-06-09,22.8967
2020-06-10,22.7867
2020-06-11,21.544
2020-06-12,21.6729
2020-06-13,21.6729
2020-06-14,21.6729
2020-06-15,21.8861
2020-06-16,22.0865
2020-06-17,22.6627
2020-06-18,22.5695
2020-06-19,22.1529
2020-06-20,22.1529
2020-06-21,22.1529
2020-06-22,22.3503
2020-06-23,22.3731
2020-06-24,22.2263
2020-06-25,22.9067
2020-06-26,22.4733
2020-06-27,22.4733
2020-06-28,22.4733
2020-06-29,22.2947
2020-06-30,20.8538
2020-07-01,20.7194
2020-07-02,20.748
2020-07-03,20.748
2020-07-04,20.748
2020-07-05,20.748
2020-07-06,20.863
2020-07-07,20.8409
2020-07-08,21.1592
2020-07-09,21.0596
2020-07-10,21.3455
2020-07-11,21.3455
2020-07-12,21.3455
2020-07-13,21.2994
2020-07-14,21.4829
2020-07-15,21.6617
2020-07-16,21.8166
2020-07-17,21.9079
2020-07-18,21.9079
2020-07-19,21.9079
2020-07-20,21.9301
2020-07-21,22.144
2020-07-22,22.2952
2020-07-23,22.25
2020-07-24,22.2316
2020-07-25,22.2316
2020-07-26,22.2316
2020-07-27,22.2178
2020-07-28,22.0997
2020-07-29,22.1053
2020-07-30,22.2556
2020-07-31,22.0614
2020-08-01,22.0614
2020-08-02,22.0614
2020-08-03,21.6011
2020-08-04,21.5467
2020-08-05,21.4443
2020-08-06,21.1749
2020-08-07,21.1592
2020-08-08,21.1592
2020-08-09,21.1592
2020-08-10,20.9193
2020-08-11,20.9848
2020-08-12,20.8538
2020-08-13,21.0882
2020-08-14,21.3216
2020-08-15,21.3216
2020-08-16,21.3216
2020-08-17,21.2773
2020-08-18,21.2496
2020-08-19,21.3557
2020-08-20,21.304
2020-08-21,20.9931
2020-08-22,20.9931
2020-08-23,20.9931
2020-08-24,20.673
2020-08-25,20.876
2020-08-26,21.1592
2020-08-27,21.5411
2020-08-28,21.59
2020-08-29,21.59
2020-08-30,21.59
2020-08-31,21.579
2020-09-01,21.8243
2020-09-02,22.4775
2020-09-03,21.9351
2020-09-04,21.8327
2020-09-05,21.8327
2020-09-06,21.8327
2020-09-07,21.8327
2020-09-08,21.3954
2020-09-09,21.9148
2020-09-10,21.769
2020-09-11,21.7219
2020-09-12,21.7219
2020-09-13,21.7219
2020-09-14,21.7607
2020-09-15,21.7644
2020-09-16,21.8133
2020-09-17,21.7339
2020-09-18,21.6721
2020-09-19,21.6721
2020-09-20,21.6721
2020-09-21,21.5061
2020-09-22,21.5771
2020-09-23,21.6177
2020-09-24,21.1813
2020-09-25,21.2441
2020-09-26,21.2441
2020-09-27,21.2441
2020-09-28,21.8963
2020-09-29,22.0494
2020-09-30,21.3949
2020-10-01,21.3841
2020-10-02,21.3251
2020-10-03,21.3251
2020-10-04,21.3251
2020-10-05,21.4136
2020-10-06,21.3368
2020-10-07,21.5799
2020-10-08,21.553
2020-10-09,21.6531
2020-10-10,21.6531
2020-10-11,21.6531
2020-10-12,22.1295
2020-10-13,21.8051
2020-10-14,21.7336
2020-10-15,21.974
2020-10-16,21.9829
2020-10-17,21.9829
2020-10-18,21.9829
2020-10-19,21.6531
2020-10-20,21.4002
2020-10-21,21.4074
2020-10-22,21.4994
2020-10-23,21.4851
2020-10-24,21.4851
2020-10-25,21.4851
2020-10-26,21.0258
2020-10-27,20.7853
2020-10-28,20.3581
2020-10-29,19.6521
2020-10-30,19.1874
2020-10-31,19.1874
2020-11-01,19.1874
2020-11-02,18.8901
2020-11-03,18.8302
2020-11-04,19.1406
2020-11-05,19.3082
2020-11-06,19.7466
2020-11-07,19.7466
2020-11-08,19.7466
2020-11-09,19.9724
2020-11-10,20.6048
2020-11-11,20.723
2020-11-12,20.5942
2020-11-13,20.9893
2020-11-14,20.9893
2020-11-15,20.9893
2020-11-16,21.306
2020-11-17,21.2319
2020-11-18,20.8941
2020-11-19,20.8553
2020-11-20,20.4804
2020-11-21,20.4804
2020-11-22,20.4804
2020-11-23,20.8782
2020-11-24,21.2971
2020-11-25,21.3095
2020-11-26,21.3095
2020-11-27,21.1781
2020-11-28,21.1781
2020-11-29,21.1781
2020-11-30,21.029
2020-12-01,21.5406
2020-12-02,21.3986
2020-12-03,21.4956
2020-12-04,21.6208
2020-12-05,21.6208
2020-12-06,21.6208
2020-12-07,21.2328
2020-12-08,21.4436
2020-12-09,21.2195
2020-12-10,21.1481
2020-12-11,20.9602
2020-12-12,20.9602
2020-12-13,20.9602
2020-12-14,20.947
2020-12-15,21.306
2020-12-16,21.41
2020-12-17,21.5944
2020-12-18,21.0819
2020-12-19,21.0819
2020-12-20,21.0819
2020-12-21,21.4047
2020-12-22,21.4118
2020-12-23,21.2945
2020-12-24,21.5335
2020-12-25,21.5335
2020-12-26,21.5335
2020-12-27,21.5335
2020-12-28,21.2001
2020-12-29,21.2072
2020-12-30,21.1895
2020-12-31,20.1801
2021-01-01,20.1801
2021-01-02,20.1801
2021-01-03,20.1801
2021-01-04,19.6276
2021-01-05,19.6071
2021-01-06,19.811
2021-01-07,19.7929
2021-01-08,19.6827
2021-01-09,19.6827
2021-01-10,19.6827
2021-01-11,19.4287
2021-01-12,19.4575
2021-01-13,19.8208
2021-01-14,19.7978
2021-01-15,19.9055
2021-01-16,19.9055
2021-01-17,19.9055
2021-01-18,19.9055
2021-01-19,20.0066
2021-01-20,20.2351
2021-01-21,20.0321
2021-01-22,19.7847
2021-01-23,19.7847
2021-01-24,19.7847
2021-01-25,19.9655
2021-01-26,20.0724
2021-01-27,19.8126
2021-01-28,19.7929
2021-01-29,19.5084
2021-01-30,19.5084
2021-01-31,19.5084
2021-02-01,19.8027
2021-02-02,20.0905
2021-02-03,19.6868
2021-02-04,19.9195
2021-02-05,21.1624
2021-02-06,21.1624
2021-02-07,21.1624
2021-02-08,21.3614
2021-02-09,21.5924
2021-02-10,21.4362
2021-02-11,21.6631
2021-02-12,21.5587
2021-02-13,21.5587
2021-02-14,21.5587
2021-02-15,21.5587
2021-02-16,21.4814
2021-02-17,21.654
2021-02-18,21.4946
2021-02-19,21.3672
2021-02-20,21.3672
2021-02-21,21.3672
2021-02-22,21.3981
2021-02-23,21.6061
2021-02-24,21.8028
2021-02-25,21.5801
2021-02-26,21.316
2021-02-27,21.316
2021-02-28,21.316
2021-03-01,21.7061
2021-03-02,21.7077
2021-03-03,21.3404
2021-03-04,21.1803
2021-03-05,21.7264
2021-03-06,21.7264
2021-03-07,21.7264
2021-03-08,21.5021
2021-03-09,21.624
2021-03-10,21.4818
2021-03-11,21.3396
2021-03-12,21.3396
2021-03-13,21.3396
2021-03-14,21.3396
2021-03-15,21.1365
2021-03-16,21.238
2021-03-17,21.16
2021-03-18,21.0584
2021-03-19,20.9252
2021-03-20,20.9252
2021-03-21,20.9252
2021-03-22,20.9658
2021-03-23,21.0129
2021-03-24,21.1129
2021-03-25,21.0983
2021-03-26,21.3648
2021-03-27,21.3648
2021-03-28,21.3648
2021-03-29,21.7971
2021-03-30,21.672
2021-03-31,19.8608
2021-04-01,19.9884
2021-04-02,19.9884
2021-04-03,19.9884
2021-04-04,19.9884
2021-04-05,20.153
2021-04-06,20.1711
2021-04-07,20.3259
2021-04-08,20.23
2021-04-09,20.381
2021-04-10,20.381
2021-04-11,20.381
2021-04-12,20.5192
2021-04-13,20.5501
2021-04-14,20.2202
2021-04-15,20.3566
2021-04-16,20.5546
2021-04-17,20.5546
2021-04-18,20.5546
2021-04-19,20.306
2021-04-20,20.2296
2021-04-21,20.1299
2021-04-22,19.9523
2021-04-23,19.9327
2021-04-24,19.9327
2021-04-25,19.9327
2021-04-26,19.8292
2021-04-27,20.1518
2021-04-28,20.4986
2021-04-29,20.5659
2021-04-30,21.4429
2021-05-01,21.4429
2021-05-02,21.4429
2021-05-03,21.5198
2021-05-04,21.6307
2021-05-05,21.6631
2021-05-06,21.8342
2021-05-07,21.9767
2021-05-08,21.9767
2021-05-09,21.9767
2021-05-10,21.9714
2021-05-11,21.645
2021-05-12,21.3133
2021-05-13,21.4852
2021-05-14,21.654
2021-05-15,21.654
2021-05-16,21.654
2021-05-17,21.7264
2021-05-18,21.6518
2021-05-19,21.5025
2021-05-20,21.685
2021-05-21,21.5764
2021-05-22,21.5764
2021-05-23,21.5764
2021-05-24,21.5741
2021-05-25,21.5085
2021-05-26,21.4166
2021-05-27,21.6269
2021-05-28,21.5885
2021-05-29,21.5885
2021-05-30,21.5885
2021-05-31,21.5885
2021-06-01,21.5787
2021-06-02,21.5568
2021-06-03,21.4482
2021-06-04,21.4113
2021-06-05,21.4113
2021-06-06,21.4113
2021-06-07,21.1474
2021-06-08,20.9423
2021-06-09,21.014
2021-06-10,21.2922
2021-06-11,21.3427
2021-06-12,21.3427
2021-06-13,21.3427
2021-06-14,21.3389
2021-06-15,21.4716
2021-06-16,20.8896
2021-06-17,20.0407
2021-06-18,19.8341
2021-06-19,19.8341
2021-06-20,19.8341
2021-06-21,20.1281
2021-06-22,20.0949
2021-06-23,20.2442
2021-06-24,20.4659
2021-06-25,20.8602
2021-06-26,20.8602
2021-06-27,20.8602
2021-06-28,20.6506
2021-06-29,20.7991
2021-06-30,19.8484
2021-07-01,19.8426
2021-07-02,19.9094
2021-07-03,19.9094
2021-07-04,19.9094
2021-07-05,19.9094
2021-07-06,19.772
2021-07-07,19.8697
2021-07-08,19.5876
2021-07-09,19.6684
2021-07-10,19.6684
2021-07-11,19.6684
2021-07-12,19.4098
2021-07-13,19.3253
2021-07-14,19.2364
2021-07-15,19.2974
2021-07-16,19.3319
2021-07-17,19.3319
2021-07-18,19.3319
2021-07-19,18.9689
2021-07-20,19.1159
2021-07-21,19.2092
2021-07-22,19.3892
2021-07-23,19.387
2021-07-24,19.387
2021-07-25,19.387
2021-07-26,20.7889
2021-07-27,21.3782
2021-07-28,21.5773
2021-07-29,21.6861
2021-07-30,21.4197
2021-07-31,21.4197
2021-08-01,21.4197
2021-08-02,21.4131
2021-08-03,21.716
2021-08-04,21.3742
2021-08-05,21.594
2021-08-06,21.5293
2021-08-07,21.5293
2021-08-08,21.5293
2021-08-09,21.6998
2021-08-10,21.9586
2021-08-11,22.3857
2021-08-12,22.5202
2021-08-13,22.6848
2021-08-14,22.6848
2021-08-15,22.6848
2021-08-16,22.8635
2021-08-17,22.9465
2021-08-18,22.6429
2021-08-19,22.5988
2021-08-20,22.8414
2021-08-21,22.8414
2021-08-22,22.8414
2021-08-23,22.7782
2021-08-24,22.8502
2021-08-25,22.959
2021-08-26,22.9686
2021-08-27,23.2648
2021-08-28,23.2648
2021-08-29,23.2648
2021-08-30,23.2803
2021-08-31,23.392
2021-09-01,23.5045
2021-09-02,23.6647
2021-09-03,23.7279
2021-09-04,23.7279
2021-09-05,23.7279
2021-09-06,23.7279
2021-09-07,23.4743
2021-09-08,23.4861
2021-09-09,23.7978
2021-09-10,23.7919
2021-09-11,23.7919
2021-09-12,23.7919
2021-09-13,23.8103
2021-09-14,23.747
2021-09-15,23.8919
2021-09-16,23.7794
2021-09-17,23.5662
2021-09-18,23.5662
2021-09-19,23.5662
2021-09-20,23.4765
2021-09-21,23.6912
2021-09-22,24.2903
2021-09-23,24.2322
2021-09-24,24.2969
2021-09-25,24.2969
2021-09-26,24.2969
2021-09-27,23.9169
2021-09-28,23.5677
2021-09-29,23.7147
2021-09-30,39.9764
2021-10-01,40.6318
2021-10-02,40.6318
2021-10-03,40.6318
2021-10-04,39.9159
2021-10-05,40.77
2021-10-06,40.6009
2021-10-07,40.9033
2021-10-08,41.0539
2021-10-09,41.0539
2021-10-10,41.0539
2021-10-11,41.1353
2021-10-12,41.5747
2021-10-13,41.8154
2021-10-14,42.7633
2021-10-15,42.8806
2021-10-16,42.8806
2021-10-17,42.8806
2021-10-18,42.4597
2021-10-19,42.9077
2021-10-20,43.4471
2021-10-21,44.1284
2021-10-22,44.3025
2021-10-23,44.3025
2021-10-24,44.3025
2021-10-25,44.2148
2021-10-26,44.2309
2021-10-27,43.8149
2021-10-28,44.3346
2021-10-29,43.2443
2021-10-30,43.2443
2021-10-31,43.2443
2021-11-01,41.6674
2021-11-02,41.4084
2021-11-03,40.229
2021-11-04,39.6399
2021-11-05,39.4628
2021-11-06,39.4628
2021-11-07,39.4628
2021-11-08,40.4362
2021-11-09,40.547
2021-11-10,40.5699
2021-11-11,40.7554
2021-11-12,40.8855
2021-11-13,40.8855
2021-11-14,40.8855
2021-11-15,40.8976
2021-11-16,41.1915
2021-11-17,40.8217
2021-11-18,40.2218
2021-11-19,40.4579
2021-11-20,40.4579
2021-11-21,40.4579
2021-11-22,40.6675
2021-11-23,40.4832
2021-11-24,40.6904
2021-11-25,40.6904
2021-11-26,40.135
2021-11-27,40.135
2021-11-28,40.135
2021-11-29,40.4458
2021-11-30,40.335
2021-12-01,39.7736
2021-12-02,40.5193
2021-12-03,39.9881
2021-12-04,39.9881
2021-12-05,39.9881
2021-12-06,40.541
2021-12-07,40.9301
2021-12-08,40.9578
2021-12-09,40.3025
2021-12-10,40.0905
2021-12-11,40.0905
2021-12-12,40.0905
2021-12-13,40.0989
2021-12-14,40.1398
2021-12-15,40.3519
2021-12-16,40.2579
2021-12-17,39.9266
2021-12-18,39.9266
2021-12-19,39.9266
2021-12-20,39.7026
2021-12-21,40.029
2021-12-22,40.1242
2021-12-23,39.9302
2021-12-24,39.9302
2021-12-25,39.9302
2021-12-26,39.9302
2021-12-27,40.6554
2021-12-28,40.4832
2021-12-29,40.9265
2021-12-30,40.8241
2021-12-31,36.3192
2022-01-01,36.3192
2022-01-02,36.3192
2022-01-03,35.5475
2022-01-04,35.6561
2022-01-05,35.5222
2022-01-06,35.2586
2022-01-07,34.4448
2022-01-08,34.4448
2022-01-09,34.4448
2022-01-10,34.3626
2022-01-11,34.9635
2022-01-12,34.9635
2022-01-13,34.197
2022-01-14,33.4612
2022-01-15,33.4612
2022-01-16,33.4612
2022-01-17,33.4612
2022-01-18,33.38
2022-01-19,33.1639
2022-01-20,33.1238
2022-01-21,32.7201
2022-01-22,32.7201
2022-01-23,32.7201
2022-01-24,33.4823
2022-01-25,32.8561
2022-01-26,32.854
2022-01-27,32.2415
2022-01-28,33.1165
2022-01-29,33.1165
2022-01-30,33.1165
2022-01-31,33.7764
2022-02-01,33.8154
2022-02-02,34.0073
2022-02-03,33.7827
2022-02-04,35.344
2022-02-05,35.344
2022-02-06,35.344
2022-02-07,34.7969
2022-02-08,34.9856
2022-02-09,35.6034
2022-02-10,34.9192
2022-02-11,34.5123
2022-02-12,34.5123
2022-02-13,34.5123
2022-02-14,34.1391
2022-02-15,34.6282
2022-02-16,34.6841
2022-02-17,34.2613
2022-02-18,33.6849
2022-02-19,33.6849
2022-02-20,33.6849
2022-02-21,33.6849
2022-02-22,33.8374
2022-02-23,33.3215
2022-02-24,34.1281
2022-02-25,34.6215
2022-02-26,34.6215
2022-02-27,34.6215
2022-02-28,34.5386
2022-03-01,34.3032
2022-03-02,34.6103
2022-03-03,34.7505
2022-03-04,34.7024
2022-03-05,34.7024
2022-03-06,34.7024
2022-03-07,34.1537
2022-03-08,32.9816
2022-03-09,34.4219
2022-03-10,34.6881
2022-03-11,34.8652
2022-03-12,34.8652
2022-03-13,34.8652
2022-03-14,35.0627
2022-03-15,36.1233
2022-03-16,36.3177
2022-03-17,36.9739
2022-03-18,37.2247
2022-03-19,37.2247
2022-03-20,37.2247
2022-03-21,37.1756
2022-03-22,36.9033
2022-03-23,36.7528
2022-03-24,37.1213
2022-03-25,37.6915
2022-03-26,37.6915
2022-03-27,37.6915
2022-03-28,38.0273
2022-03-29,38.0027
2022-03-30,38.0447
2022-03-31,36.1473
2022-04-01,36.4568
2022-04-02,36.4568
2022-04-03,36.4568
2022-04-04,36.2536
2022-04-05,36.1801
2022-04-06,36.6144
2022-04-07,36.9075
2022-04-08,36.9094
2022-04-09,36.9094
2022-04-10,36.9094
2022-04-11,36.9191
2022-04-12,36.5013
2022-04-13,36.5796
2022-04-14,36.4016
2022-04-15,36.4016
2022-04-16,36.4016
2022-04-17,36.4016
2022-04-18,36.478
2022-04-19,36.6463
2022-04-20,36.8814
2022-04-21,36.9046
2022-04-22,35.7613
2022-04-23,35.7613
2022-04-24,35.7613
2022-04-25,35.742
2022-04-26,34.6616
2022-04-27,34.7535
2022-04-28,35.4093
2022-04-29,32.3035
2022-04-30,32.3035
2022-05-01,32.3035
2022-05-02,31.7399
2022-05-03,31.9733
2022-05-04,32.6982
2022-05-05,32.1653
2022-05-06,32.1403
2022-05-07,32.1403
2022-05-08,32.1403
2022-05-09,31.065
2022-05-10,31.4577
2022-05-11,31.0611
2022-05-12,31.1274
2022-05-13,31.594
2022-05-14,31.594
2022-05-15,31.594
2022-05-16,31.3271
2022-05-17,31.4433
2022-05-18,30.5273
2022-05-19,30.2556
2022-05-20,29.8763
2022-05-21,29.8763
2022-05-22,29.8763
2022-05-23,30.2383
2022-05-24,30.3977
2022-05-25,30.1192
2022-05-26,30.8393
2022-05-27,31.6977
2022-05-28,31.6977
2022-05-29,31.6977
2022-05-30,31.6977
2022-05-31,31.1206
2022-06-01,30.6329
2022-06-02,31.4048
2022-06-03,30.4399
2022-06-04,30.4399
2022-06-05,30.4399
2022-06-06,30.7577
2022-06-07,30.6358
2022-06-08,30.269
2022-06-09,29.5306
2022-06-10,29.0054
2022-06-11,29.0054
2022-06-12,29.0054
2022-06-13,28.9565
2022-06-14,28.7645
2022-06-15,28.9565
2022-06-16,28.5119
2022-06-17,28.8144
2022-06-18,28.8144
2022-06-19,28.8144
2022-06-20,28.8144
2022-06-21,29.113
2022-06-22,29.3329
2022-06-23,29.9992
2022-06-24,30.7433
2022-06-25,30.7433
2022-06-26,30.7433
2022-06-27,30.7222
2022-06-28,30.1595
2022-06-29,30.4687
2022-06-30,30.2195
2022-07-01,30.6215
2022-07-02,30.6215
2022-07-03,30.6215
2022-07-04,30.6215
2022-07-05,30.8159
2022-07-06,31.161
2022-07-07,30.6575
2022-07-08,30.6642
2022-07-09,30.6642
2022-07-10,30.6642
2022-07-11,30.6329
2022-07-12,30.3029
2022-07-13,30.1967
2022-07-14,30.1162
2022-07-15,30.4015
2022-07-16,30.4015
2022-07-17,30.4015
2022-07-18,29.9749
2022-07-19,30.7893
2022-07-20,30.7495
2022-07-21,31.2615
2022-07-22,31.1496
2022-07-23,31.1496
2022-07-24,31.1496
2022-07-25,31.308
2022-07-26,31.1259
2022-07-27,31.7726
2022-07-28,32.4078
2022-07-29,32.0553
2022-07-30,32.0553
2022-07-31,32.0553
2022-08-01,31.0477
2022-08-02,31.0402
2022-08-03,31.5835
2022-08-04,31.5571
2022-08-05,31.7247
2022-08-06,31.7247
2022-08-07,31.7247
2022-08-08,31.9413
2022-08-09,32.2794
2022-08-10,32.6843
2022-08-11,32.5873
2022-08-12,33.0383
2022-08-13,33.0383
2022-08-14,33.0383
2022-08-15,32.963
2022-08-16,32.9931
2022-08-17,32.9366
2022-08-18,33.141
2022-08-19,32.8867
2022-08-20,32.8867
2022-08-21,32.8867
2022-08-22,32.2163
2022-08-23,31.6456
2022-08-24,31.705
2022-08-25,31.9799
2022-08-26,31.5684
2022-08-27,31.5684
2022-08-28,31.5684
2022-08-29,31.2888
2022-08-30,31.2153
2022-08-31,30.946
2022-09-01,31.0891
2022-09-02,30.8594
2022-09-03,30.8594
2022-09-04,30.8594
2022-09-05,30.8594
2022-09-06,31.1315
2022-09-07,31.8227
2022-09-08,32.0468
2022-09-09,32.1541
2022-09-10,32.1541
2022-09-11,32.1541
2022-09-12,32.3349
2022-09-13,31.3961
2022-09-14,31.3707
2022-09-15,31.0279
2022-09-16,30.7445
2022-09-17,30.7445
2022-09-18,30.7445
2022-09-19,30.8942
2022-09-20,30.6598
2022-09-21,30.3556
2022-09-22,30.2831
2022-09-23,30.4432
2022-09-24,30.4432
2022-09-25,30.4432
2022-09-26,30.0581
2022-09-27,30.1654
2022-09-28,30.5703
2022-09-29,30.1635
2022-09-30,18.5471
2022-10-01,18.5471
2022-10-02,18.5471
2022-10-03,18.9956
2022-10-04,19.5027
2022-10-05,19.4133
2022-10-06,19.2936
2022-10-07,18.8515
2022-10-08,18.8515
2022-10-09,18.8515
2022-10-10,19.2279
2022-10-11,19.0328
2022-10-12,18.8957
2022-10-13,19.3389
2022-10-14,18.7179
2022-10-15,18.7179
2022-10-16,18.7179
2022-10-17,19.1071
2022-10-18,19.2709
2022-10-19,19.3058
2022-10-20,18.887
2022-10-21,19.2587
2022-10-22,19.2587
2022-10-23,19.2587
2022-10-24,19.5138
2022-10-25,19.2518
2022-10-26,19.085
2022-10-27,19.3865
2022-10-28,19.4618
2022-10-29,19.4618
2022-10-30,19.4618
2022-10-31,19.0226
2022-11-01,19.1935
2022-11-02,18.8881
2022-11-03,18.7321
2022-11-04,18.9212
2022-11-05,18.9212
2022-11-06,18.9212
2022-11-07,19.3422
2022-11-08,19.324
2022-11-09,19.0004
2022-11-10,19.8709
2022-11-11,19.6783
2022-11-12,19.6783
2022-11-13,19.6783
2022-11-14,19.5826
2022-11-15,19.6151
2022-11-16,19.7045
2022-11-17,19.8367
2022-11-18,20.1523
2022-11-19,20.1523
2022-11-20,20.1523
2022-11-21,20.1739
2022-11-22,20.293
2022-11-23,20.3186
2022-11-24,20.3186
2022-11-25,20.4804
2022-11-26,20.4804
2022-11-27,20.4804
2022-11-28,20.3773
2022-11-29,20.2326
2022-11-30,20.5488
2022-12-01,20.252
2022-12-02,20.4633
2022-12-03,20.4633
2022-12-04,20.4633
2022-12-05,20.575
2022-12-06,20.5306
2022-12-07,20.3129
2022-12-08,20.4514
2022-12-09,20.4007
2022-12-10,20.4007
2022-12-11,20.4007
2022-12-12,20.51
2022-12-13,20.6462
2022-12-14,20.4269
2022-12-15,20.2856
2022-12-16,20.0064
2022-12-17,20.0064
2022-12-18,20.0064
2022-12-19,19.9096
2022-12-20,19.9523
2022-12-21,20.2497
2022-12-22,20.0856
2022-12-23,20.1107
2022-12-24,20.1107
2022-12-25,20.1107
2022-12-26,20.1107
2022-12-27,20.1323
2022-12-28,20.0492
2022-12-29,20.2696
2022-12-30,19.8201
2022-12-31,19.8201
2023-01-01,19.8201
2023-01-02,19.8201
2023-01-03,19.7795
2023-01-04,19.9655
2023-01-05,19.8319
2023-01-06,20.2254
2023-01-07,20.2254
2023-01-08,20.2254
2023-01-09,20.1691
2023-01-10,20.2254
2023-01-11,20.4994
2023-01-12,20.7069
2023-01-13,20.7802
2023-01-14,20.7802
2023-01-15,20.7802
2023-01-16,20.7802
2023-01-17,20.7672
2023-01-18,20.6066
2023-01-19,20.8811
2023-01-20,21.2442
2023-01-21,21.2442
2023-01-22,21.2442
2023-01-23,21.2775
2023-01-24,21.1844
2023-01-25,21.1044
2023-01-26,21.2126
2023-01-27,20.9003
2023-01-28,20.9003
2023-01-29,20.9003
2023-01-30,20.8011
2023-01-31,20.8653
2023-02-01,20.9048
2023-02-02,21.1089
2023-02-03,20.5812
2023-02-04,20.5812
2023-02-05,20.5812
2023-02-06,20.8118
2023-02-07,20.9285
2023-02-08,20.9178
2023-02-09,20.792
2023-02-10,20.8168
2023-02-11,20.8168
2023-02-12,20.8168
2023-02-13,21.0204
2023-02-14,20.5135
2023-02-15,20.6618
2023-02-16,20.3901
2023-02-17,20.2465
2023-02-18,20.2465
2023-02-19,20.2465
2023-02-20,20.2465
2023-02-21,19.934
2023-02-22,19.9446
2023-02-23,19.9228
2023-02-24,19.8384
2023-02-25,19.8384
2023-02-26,19.8384
2023-02-27,19.8171
2023-02-28,19.8988
2023-03-01,19.7679
2023-03-02,19.7724
2023-03-03,19.8999
2023-03-04,19.8999
2023-03-05,19.8999
2023-03-06,19.9703
2023-03-07,19.7601
2023-03-08,19.7159
2023-03-09,19.4917
2023-03-10,19.3503
2023-03-11,19.3503
2023-03-12,19.3503
2023-03-13,19.3055
2023-03-14,19.2569
2023-03-15,18.8812
2023-03-16,19.6175
2023-03-17,19.4817
2023-03-18,19.4817
