,TGNA US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,13.9781
2020-01-02,13.8512
2020-01-03,13.8474
2020-01-04,13.8474
2020-01-05,13.8474
2020-01-06,13.8281
2020-01-07,14.0819
2020-01-08,14.1318
2020-01-09,13.9781
2020-01-10,13.905
2020-01-11,13.905
2020-01-12,13.905
2020-01-13,14.0204
2020-01-14,14.0972
2020-01-15,14.4586
2020-01-16,14.4624
2020-01-17,14.5047
2020-01-18,14.5047
2020-01-19,14.5047
2020-01-20,14.5047
2020-01-21,14.4317
2020-01-22,14.3856
2020-01-23,14.4355
2020-01-24,14.3856
2020-01-25,14.3856
2020-01-26,14.3856
2020-01-27,14.3164
2020-01-28,14.3164
2020-01-29,14.1357
2020-01-30,14.0972
2020-01-31,14.0588
2020-02-01,14.0588
2020-02-02,14.0588
2020-02-03,14.2549
2020-02-04,14.201
2020-02-05,14.3894
2020-02-06,14.2587
2020-02-07,14.1434
2020-02-08,14.1434
2020-02-09,14.1434
2020-02-10,14.2241
2020-02-11,13.8281
2020-02-12,13.9204
2020-02-13,13.9819
2020-02-14,14.0626
2020-02-15,14.0626
2020-02-16,14.0626
2020-02-17,14.0626
2020-02-18,14.055
2020-02-19,14.1933
2020-02-20,14.128
2020-02-21,14.0742
2020-02-22,14.0742
2020-02-23,14.0742
2020-02-24,14.0088
2020-02-25,13.6821
2020-02-26,13.3169
2020-02-27,13.1708
2020-02-28,13.067
2020-02-29,13.067
2020-03-01,13.067
2020-03-02,13.3399
2020-03-03,13.1558
2020-03-04,13.121
2020-03-05,12.7504
2020-03-06,14.1247
2020-03-07,14.1247
2020-03-08,14.1247
2020-03-09,14.4721
2020-03-10,14.2946
2020-03-11,13.7464
2020-03-12,13.8777
2020-03-13,14.1286
2020-03-14,14.1286
2020-03-15,14.1286
2020-03-16,13.3488
2020-03-17,13.3835
2020-03-18,12.8624
2020-03-19,12.901
2020-03-20,12.5188
2020-03-21,12.5188
2020-03-22,12.5188
2020-03-23,12.098
2020-03-24,12.4455
2020-03-25,12.5111
2020-03-26,12.7582
2020-03-27,12.6616
2020-03-28,12.6616
2020-03-29,12.6616
2020-03-30,11.6951
2020-03-31,10.8645
2020-04-01,10.7737
2020-04-02,11.0317
2020-04-03,10.5956
2020-04-04,10.5956
2020-04-05,10.5956
2020-04-06,10.7991
2020-04-07,10.9154
2020-04-08,11.1697
2020-04-09,11.2642
2020-04-10,11.2642
2020-04-11,11.2642
2020-04-12,11.2642
2020-04-13,10.8827
2020-04-14,10.9226
2020-04-15,10.6974
2020-04-16,10.7446
2020-04-17,10.9735
2020-04-18,10.9735
2020-04-19,10.9735
2020-04-20,10.8245
2020-04-21,10.7482
2020-04-22,10.6865
2020-04-23,10.7519
2020-04-24,10.7737
2020-04-25,10.7737
2020-04-26,10.7737
2020-04-27,10.8027
2020-04-28,10.9117
2020-04-29,11.0389
2020-04-30,10.8136
2020-05-01,10.7482
2020-05-02,10.7482
2020-05-03,10.7482
2020-05-04,10.7773
2020-05-05,10.6974
2020-05-06,10.8245
2020-05-07,10.8863
2020-05-08,10.85
2020-05-09,10.85
2020-05-10,10.85
2020-05-11,10.8241
2020-05-12,10.6968
2020-05-13,10.6386
2020-05-14,10.6968
2020-05-15,10.6022
2020-05-16,10.6022
2020-05-17,10.6022
2020-05-18,10.875
2020-05-19,10.7513
2020-05-20,11.0059
2020-05-21,10.9114
2020-05-22,10.995
2020-05-23,10.995
2020-05-24,10.995
2020-05-25,10.995
2020-05-26,11.1696
2020-05-27,11.3732
2020-05-28,11.2023
2020-05-29,11.1805
2020-05-30,11.1805
2020-05-31,11.1805
2020-06-01,11.2132
2020-06-02,11.2787
2020-06-03,11.4423
2020-06-04,11.3623
2020-06-05,11.6351
2020-06-06,11.6351
2020-06-07,11.6351
2020-06-08,11.6278
2020-06-09,11.4059
2020-06-10,11.2496
2020-06-11,10.915
2020-06-12,10.9986
2020-06-13,10.9986
2020-06-14,10.9986
2020-06-15,11.115
2020-06-16,11.0641
2020-06-17,11.0095
2020-06-18,11.0205
2020-06-19,10.9041
2020-06-20,10.9041
2020-06-21,10.9041
2020-06-22,11.0205
2020-06-23,11.0605
2020-06-24,10.8568
2020-06-25,10.8859
2020-06-26,10.7841
2020-06-27,10.7841
2020-06-28,10.7841
2020-06-29,10.9841
2020-06-30,12.1481
2020-07-01,12.1194
2020-07-02,12.0129
2020-07-03,12.0129
2020-07-04,12.0129
2020-07-05,12.0129
2020-07-06,12.0702
2020-07-07,12.062
2020-07-08,12.0456
2020-07-09,11.7956
2020-07-10,11.9555
2020-07-11,11.9555
2020-07-12,11.9555
2020-07-13,11.9227
2020-07-14,11.9801
2020-07-15,12.2997
2020-07-16,12.353
2020-07-17,12.2588
2020-07-18,12.2588
2020-07-19,12.2588
2020-07-20,12.144
2020-07-21,12.3735
2020-07-22,12.3653
2020-07-23,12.3817
2020-07-24,12.3366
2020-07-25,12.3366
2020-07-26,12.3366
2020-07-27,12.3858
2020-07-28,12.3735
2020-07-29,12.517
2020-07-30,12.5006
2020-07-31,12.4104
2020-08-01,12.4104
2020-08-02,12.4104
2020-08-03,12.4637
2020-08-04,12.5498
2020-08-05,12.3202
2020-08-06,12.3817
2020-08-07,12.4596
2020-08-08,12.4596
2020-08-09,12.4596
2020-08-10,12.3828
2020-08-11,12.6621
2020-08-12,12.5964
2020-08-13,12.6333
2020-08-14,12.6333
2020-08-15,12.6333
2020-08-16,12.6333
2020-08-17,12.7073
2020-08-18,12.5717
2020-08-19,12.7073
2020-08-20,12.5882
2020-08-21,12.6744
2020-08-22,12.6744
2020-08-23,12.6744
2020-08-24,12.8017
2020-08-25,12.7606
2020-08-26,12.8017
2020-08-27,12.8304
2020-08-28,12.8633
2020-08-29,12.8633
2020-08-30,12.8633
2020-08-31,12.7237
2020-09-01,12.6457
2020-09-02,12.6621
2020-09-03,12.6169
2020-09-04,12.6169
2020-09-05,12.6169
2020-09-06,12.6169
2020-09-07,12.6169
2020-09-08,12.5225
2020-09-09,12.6744
2020-09-10,12.506
2020-09-11,12.4362
2020-09-12,12.4362
2020-09-13,12.4362
2020-09-14,12.6457
2020-09-15,12.6415
2020-09-16,12.7524
2020-09-17,12.7606
2020-09-18,12.7606
2020-09-19,12.7606
2020-09-20,12.7606
2020-09-21,12.4485
2020-09-22,12.4034
2020-09-23,12.3171
2020-09-24,12.4526
2020-09-25,12.4075
2020-09-26,12.4075
2020-09-27,12.4075
2020-09-28,12.4855
2020-09-29,12.4198
2020-09-30,9.8304
2020-10-01,9.7366
2020-10-02,9.74
2020-10-03,9.74
2020-10-04,9.74
2020-10-05,9.8438
2020-10-06,9.8504
2020-10-07,9.9576
2020-10-08,10.0279
2020-10-09,9.9442
2020-10-10,9.9442
2020-10-11,9.9442
2020-10-12,9.9475
2020-10-13,9.827
2020-10-14,9.7835
2020-10-15,9.8638
2020-10-16,9.9475
2020-10-17,9.9475
2020-10-18,9.9475
2020-10-19,9.8471
2020-10-20,9.9643
2020-10-21,10.0613
2020-10-22,10.2555
2020-10-23,10.3459
2020-10-24,10.3459
2020-10-25,10.3459
2020-10-26,10.1685
2020-10-27,10.0547
2020-10-28,9.9141
2020-10-29,9.9408
2020-10-30,9.9241
2020-10-31,9.9241
2020-11-01,9.9241
2020-11-02,10.0011
2020-11-03,10.1283
2020-11-04,10.048
2020-11-05,10.2522
2020-11-06,10.3057
2020-11-07,10.3057
2020-11-08,10.3057
2020-11-09,10.4791
2020-11-10,10.6266
2020-11-11,10.5864
2020-11-12,10.5662
2020-11-13,10.6635
2020-11-14,10.6635
2020-11-15,10.6635
2020-11-16,10.7908
2020-11-17,10.8813
2020-11-18,10.7372
2020-11-19,10.5931
2020-11-20,10.7238
2020-11-21,10.7238
2020-11-22,10.7238
2020-11-23,10.754
2020-11-24,10.8311
2020-11-25,10.821
2020-11-26,10.821
2020-11-27,10.7908
2020-11-28,10.7908
2020-11-29,10.7908
2020-11-30,10.7271
2020-12-01,10.7573
2020-12-02,10.7975
2020-12-03,10.7104
2020-12-04,10.8378
2020-12-05,10.8378
2020-12-06,10.8378
2020-12-07,10.8445
2020-12-08,10.8344
2020-12-09,10.8076
2020-12-10,10.8076
2020-12-11,10.7305
2020-12-12,10.7305
2020-12-13,10.7305
2020-12-14,10.6601
2020-12-15,10.6903
2020-12-16,10.5864
2020-12-17,10.5528
2020-12-18,10.3819
2020-12-19,10.3819
2020-12-20,10.3819
2020-12-21,10.3986
2020-12-22,10.2947
2020-12-23,10.4154
2020-12-24,10.3718
2020-12-25,10.3718
2020-12-26,10.3718
2020-12-27,10.3718
2020-12-28,10.526
2020-12-29,10.4925
2020-12-30,10.516
2020-12-31,7.6892
2021-01-01,7.6892
2021-01-02,7.6892
2021-01-03,7.6892
2021-01-04,7.6943
2021-01-05,7.7471
2021-01-06,8.0668
2021-01-07,8.1146
2021-01-08,8.0668
2021-01-09,8.0668
2021-01-10,8.0668
2021-01-11,8.0744
2021-01-12,8.0341
2021-01-13,7.9082
2021-01-14,7.9082
2021-01-15,7.9284
2021-01-16,7.9284
2021-01-17,7.9284
2021-01-18,7.9284
2021-01-19,8.097
2021-01-20,8.0089
2021-01-21,8.1247
2021-01-22,8.1373
2021-01-23,8.1373
2021-01-24,8.1373
2021-01-25,8.2002
2021-01-26,8.2254
2021-01-27,8.092
2021-01-28,8.1474
2021-01-29,8.2128
2021-01-30,8.2128
2021-01-31,8.2128
2021-02-01,8.3487
2021-02-02,8.3236
2021-02-03,8.2808
2021-02-04,8.462
2021-02-05,8.53
2021-02-06,8.53
2021-02-07,8.53
2021-02-08,8.5879
2021-02-09,8.5879
2021-02-10,8.5703
2021-02-11,8.5753
2021-02-12,8.6281
2021-02-13,8.6281
2021-02-14,8.6281
2021-02-15,8.6281
2021-02-16,8.608
2021-02-17,8.7062
2021-02-18,8.6785
2021-02-19,8.7188
2021-02-20,8.7188
2021-02-21,8.7188
2021-02-22,8.8144
2021-02-23,8.9327
2021-02-24,8.9655
2021-02-25,8.7817
2021-02-26,8.7666
2021-02-27,8.7666
2021-02-28,8.7666
2021-03-01,8.7299
2021-03-02,8.6366
2021-03-03,8.7223
2021-03-04,8.7299
2021-03-05,8.9468
2021-03-06,8.9468
2021-03-07,8.9468
2021-03-08,8.9871
2021-03-09,8.9392
2021-03-10,9.0779
2021-03-11,9.1183
2021-03-12,9.1435
2021-03-13,9.1435
2021-03-14,9.1435
2021-03-15,9.1334
2021-03-16,9.151
2021-03-17,9.1712
2021-03-18,9.3225
2021-03-19,9.378
2021-03-20,9.378
2021-03-21,9.378
2021-03-22,9.3427
2021-03-23,9.1636
2021-03-24,8.9266
2021-03-25,9.0149
2021-03-26,8.8994
2021-03-27,8.8994
2021-03-28,8.8994
2021-03-29,8.902
2021-03-30,9.1705
2021-03-31,8.7086
2021-04-01,8.8742
2021-04-02,8.8742
2021-04-03,8.8742
2021-04-04,8.8742
2021-04-05,8.9484
2021-04-06,9.0473
2021-04-07,8.9731
2021-04-08,9.1066
2021-04-09,9.0967
2021-04-10,9.0967
2021-04-11,9.0967
2021-04-12,9.1486
2021-04-13,9.0745
2021-04-14,9.1041
2021-04-15,9.2376
2021-04-16,9.3464
2021-04-17,9.3464
2021-04-18,9.3464
2021-04-19,9.2154
2021-04-20,9.1585
2021-04-21,9.2945
2021-04-22,9.2846
2021-04-23,9.2352
2021-04-24,9.2352
2021-04-25,9.2352
2021-04-26,9.2129
2021-04-27,9.2203
2021-04-28,9.1313
2021-04-29,9.1165
2021-04-30,9.0127
2021-05-01,9.0127
2021-05-02,9.0127
2021-05-03,9.0893
2021-05-04,8.9311
2021-05-05,8.9632
2021-05-06,9.025
2021-05-07,8.9855
2021-05-08,8.9855
2021-05-09,8.9855
2021-05-10,8.9244
2021-05-11,8.7933
2021-05-12,8.6919
2021-05-13,8.8551
2021-05-14,8.8873
2021-05-15,8.8873
2021-05-16,8.8873
2021-05-17,8.8477
2021-05-18,8.8007
2021-05-19,8.7438
2021-05-20,8.7883
2021-05-21,8.8452
2021-05-22,8.8452
2021-05-23,8.8452
2021-05-24,8.8848
2021-05-25,8.8007
2021-05-26,8.8279
2021-05-27,8.8725
2021-05-28,8.8502
2021-05-29,8.8502
2021-05-30,8.8502
2021-05-31,8.8502
2021-06-01,8.9615
2021-06-02,8.823
2021-06-03,8.7389
2021-06-04,8.776
2021-06-05,8.776
2021-06-06,8.776
2021-06-07,8.7859
2021-06-08,8.7809
2021-06-09,8.776
2021-06-10,8.7661
2021-06-11,8.7908
2021-06-12,8.7908
2021-06-13,8.7908
2021-06-14,8.7018
2021-06-15,8.6869
2021-06-16,8.7314
2021-06-17,8.6572
2021-06-18,8.5731
