,LBRT US Equity
2020-06-02,14.7304
2020-06-03,14.8781
2020-06-04,15.4526
2020-06-05,16.9464
2020-06-06,16.9464
2020-06-07,16.9464
2020-06-08,17.4716
2020-06-09,16.9792
2020-06-10,16.4375
2020-06-11,14.8289
2020-06-12,15.2064
2020-06-13,15.2064
2020-06-14,15.2064
2020-06-15,15.5183
2020-06-16,15.8958
2020-06-17,15.2885
2020-06-18,15.7153
2020-06-19,16.2077
2020-06-20,16.2077
2020-06-21,16.2077
2020-06-22,16.1256
2020-06-23,16.06
2020-06-24,14.9602
2020-06-25,14.7468
2020-06-26,13.8276
2020-06-27,13.8276
2020-06-28,13.8276
2020-06-29,14.3036
2020-06-30,14.3036
2020-07-01,14.3036
2020-07-02,14.3036
2020-07-03,14.3036
2020-07-04,14.3036
2020-07-05,14.3036
2020-07-06,14.3036
2020-07-07,14.3036
2020-07-08,14.3036
2020-07-09,14.3036
2020-07-10,14.3036
2020-07-11,14.3036
2020-07-12,14.3036
2020-07-13,14.3036
2020-07-14,14.3036
2020-07-15,14.3036
2020-07-16,14.3036
2020-07-17,14.3036
2020-07-18,14.3036
2020-07-19,14.3036
2020-07-20,14.3036
2020-07-21,14.3036
2020-07-22,14.3036
2020-07-23,14.3036
2020-07-24,14.3036
2020-07-25,14.3036
2020-07-26,14.3036
2020-07-27,14.3036
2020-07-28,14.3036
2020-07-29,14.3036
2020-07-30,14.3036
2020-07-31,14.3036
2020-08-01,14.3036
2020-08-02,14.3036
2020-08-03,14.3036
2020-08-04,14.3036
2020-08-05,14.3036
2020-08-06,14.3036
2020-08-07,14.3036
2020-08-08,14.3036
2020-08-09,14.3036
2020-08-10,14.3036
2020-08-11,14.3036
2020-08-12,14.3036
2020-08-13,14.3036
2020-08-14,14.3036
2020-08-15,14.3036
2020-08-16,14.3036
2020-08-17,14.3036
2020-08-18,14.3036
2020-08-19,14.3036
2020-08-20,14.3036
2020-08-21,14.3036
2020-08-22,14.3036
2020-08-23,14.3036
2020-08-24,14.3036
2020-08-25,14.3036
2020-08-26,14.3036
2020-08-27,14.3036
2020-08-28,14.3036
2020-08-29,14.3036
2020-08-30,14.3036
2020-08-31,14.3036
2020-09-01,14.3036
2020-09-02,14.3036
2020-09-03,14.3036
2020-09-04,14.3036
2020-09-05,14.3036
2020-09-06,14.3036
2020-09-07,14.3036
2020-09-08,14.3036
2020-09-09,14.3036
2020-09-10,14.3036
2020-09-11,14.3036
2020-09-12,14.3036
2020-09-13,14.3036
2020-09-14,14.3036
2020-09-15,14.3036
2020-09-16,14.3036
2020-09-17,14.3036
2020-09-18,14.3036
2020-09-19,14.3036
2020-09-20,14.3036
2020-09-21,14.3036
2020-09-22,14.3036
2020-09-23,14.3036
2020-09-24,14.3036
2020-09-25,14.3036
2020-09-26,14.3036
2020-09-27,14.3036
2020-09-28,14.3036
2020-09-29,14.3036
2020-09-30,14.3036
2020-10-01,14.3036
2020-10-02,14.3036
2020-10-03,14.3036
2020-10-04,14.3036
2020-10-05,14.3036
2020-10-06,14.3036
2020-10-07,14.3036
2020-10-08,14.3036
2020-10-09,14.3036
2020-10-10,14.3036
2020-10-11,14.3036
2020-10-12,14.3036
2020-10-13,14.3036
2020-10-14,14.3036
2020-10-15,14.3036
2020-10-16,14.3036
2020-10-17,14.3036
2020-10-18,14.3036
2020-10-19,14.3036
2020-10-20,14.3036
2020-10-21,14.3036
2020-10-22,14.3036
2020-10-23,14.3036
2020-10-24,14.3036
2020-10-25,14.3036
2020-10-26,14.3036
2020-10-27,14.3036
2020-10-28,14.3036
2020-10-29,14.3036
2020-10-30,14.3036
2020-10-31,14.3036
2020-11-01,14.3036
2020-11-02,14.3036
2020-11-03,14.3036
2020-11-04,14.3036
2020-11-05,14.3036
2020-11-06,14.3036
2020-11-07,14.3036
2020-11-08,14.3036
2020-11-09,14.3036
2020-11-10,14.3036
2020-11-11,14.3036
2020-11-12,14.3036
2020-11-13,14.3036
2020-11-14,14.3036
2020-11-15,14.3036
2020-11-16,14.3036
2020-11-17,14.3036
2020-11-18,14.3036
2020-11-19,14.3036
2020-11-20,14.3036
2020-11-21,14.3036
2020-11-22,14.3036
2020-11-23,14.3036
2020-11-24,14.3036
2020-11-25,14.3036
2020-11-26,14.3036
2020-11-27,14.3036
2020-11-28,14.3036
2020-11-29,14.3036
2020-11-30,14.3036
2020-12-01,14.3036
2020-12-02,14.3036
2020-12-03,14.3036
2020-12-04,14.3036
2020-12-05,14.3036
2020-12-06,14.3036
2020-12-07,14.3036
2020-12-08,14.3036
2020-12-09,14.3036
2020-12-10,14.3036
2020-12-11,14.3036
2020-12-12,14.3036
2020-12-13,14.3036
2020-12-14,14.3036
2020-12-15,14.3036
2020-12-16,14.3036
2020-12-17,14.3036
2020-12-18,14.3036
2020-12-19,14.3036
2020-12-20,14.3036
2020-12-21,14.3036
2020-12-22,14.3036
2020-12-23,14.3036
2020-12-24,14.3036
2020-12-25,14.3036
2020-12-26,14.3036
2020-12-27,14.3036
2020-12-28,14.3036
2020-12-29,14.3036
2020-12-30,14.3036
2020-12-31,14.3036
2021-01-01,14.3036
2021-01-02,14.3036
2021-01-03,14.3036
2021-01-04,14.3036
2021-01-05,14.3036
2021-01-06,14.3036
2021-01-07,14.3036
2021-01-08,14.3036
2021-01-09,14.3036
2021-01-10,14.3036
2021-01-11,14.3036
2021-01-12,14.3036
2021-01-13,14.3036
2021-01-14,14.3036
2021-01-15,14.3036
2021-01-16,14.3036
2021-01-17,14.3036
2021-01-18,14.3036
2021-01-19,14.3036
2021-01-20,14.3036
2021-01-21,14.3036
2021-01-22,14.3036
2021-01-23,14.3036
2021-01-24,14.3036
2021-01-25,14.3036
2021-01-26,14.3036
2021-01-27,14.3036
2021-01-28,14.3036
2021-01-29,14.3036
2021-01-30,14.3036
2021-01-31,14.3036
2021-02-01,14.3036
2021-02-02,14.3036
2021-02-03,14.3036
2021-02-04,14.3036
2021-02-05,14.3036
2021-02-06,14.3036
2021-02-07,14.3036
2021-02-08,14.3036
2021-02-09,14.3036
2021-02-10,14.3036
2021-02-11,14.3036
2021-02-12,14.3036
2021-02-13,14.3036
2021-02-14,14.3036
2021-02-15,14.3036
2021-02-16,14.3036
2021-02-17,14.3036
2021-02-18,14.3036
2021-02-19,14.3036
2021-02-20,14.3036
2021-02-21,14.3036
2021-02-22,14.3036
2021-02-23,14.3036
2021-02-24,14.3036
2021-02-25,14.3036
2021-02-26,14.3036
2021-02-27,14.3036
2021-02-28,14.3036
2021-03-01,14.3036
2021-03-02,14.3036
2021-03-03,14.3036
2021-03-04,14.3036
2021-03-05,14.3036
2021-03-06,14.3036
2021-03-07,14.3036
2021-03-08,14.3036
2021-03-09,14.3036
2021-03-10,14.3036
2021-03-11,14.3036
2021-03-12,14.3036
2021-03-13,14.3036
2021-03-14,14.3036
2021-03-15,14.3036
2021-03-16,14.3036
2021-03-17,14.3036
2021-03-18,14.3036
2021-03-19,14.3036
2021-03-20,14.3036
2021-03-21,14.3036
2021-03-22,14.3036
2021-03-23,14.3036
2021-03-24,14.3036
2021-03-25,14.3036
2021-03-26,14.3036
2021-03-27,14.3036
2021-03-28,14.3036
2021-03-29,14.3036
2021-03-30,14.3036
2021-03-31,14.3036
2021-04-01,14.3036
2021-04-02,14.3036
2021-04-03,14.3036
2021-04-04,14.3036
2021-04-05,14.3036
2021-04-06,14.3036
2021-04-07,14.3036
2021-04-08,14.3036
2021-04-09,14.3036
2021-04-10,14.3036
2021-04-11,14.3036
2021-04-12,14.3036
2021-04-13,14.3036
2021-04-14,14.3036
2021-04-15,14.3036
2021-04-16,14.3036
2021-04-17,14.3036
2021-04-18,14.3036
2021-04-19,14.3036
2021-04-20,14.3036
2021-04-21,14.3036
2021-04-22,14.3036
2021-04-23,14.3036
2021-04-24,14.3036
2021-04-25,14.3036
2021-04-26,14.3036
2021-04-27,14.3036
2021-04-28,14.3036
2021-04-29,14.3036
2021-04-30,14.3036
2021-05-01,14.3036
2021-05-02,14.3036
2021-05-03,14.3036
2021-05-04,14.3036
2021-05-05,14.3036
2021-05-06,14.3036
2021-05-07,14.3036
2021-05-08,14.3036
2021-05-09,14.3036
2021-05-10,14.3036
2021-05-11,14.3036
2021-05-12,14.3036
2021-05-13,14.3036
2021-05-14,14.3036
2021-05-15,14.3036
2021-05-16,14.3036
2021-05-17,14.3036
2021-05-18,14.3036
2021-05-19,14.3036
2021-05-20,14.3036
2021-05-21,14.3036
2021-05-22,14.3036
2021-05-23,14.3036
2021-05-24,14.3036
2021-05-25,14.3036
2021-05-26,14.3036
2021-05-27,14.3036
2021-05-28,14.3036
2021-05-29,14.3036
2021-05-30,14.3036
2021-05-31,14.3036
2021-06-01,14.3036
2021-06-02,14.3036
2021-06-03,14.3036
2021-06-04,14.3036
2021-06-05,14.3036
2021-06-06,14.3036
2021-06-07,14.3036
2021-06-08,14.3036
2021-06-09,14.3036
2021-06-10,14.3036
2021-06-11,14.3036
2021-06-12,14.3036
2021-06-13,14.3036
2021-06-14,14.3036
2021-06-15,14.3036
2021-06-16,14.3036
2021-06-17,14.3036
2021-06-18,14.3036
2021-06-19,14.3036
2021-06-20,14.3036
2021-06-21,14.3036
2021-06-22,14.3036
2021-06-23,14.3036
2021-06-24,14.3036
2021-06-25,14.3036
2021-06-26,14.3036
2021-06-27,14.3036
2021-06-28,14.3036
2021-06-29,14.3036
2021-06-30,14.3036
2021-07-01,14.3036
2021-07-02,14.3036
2021-07-03,14.3036
2021-07-04,14.3036
2021-07-05,14.3036
2021-07-06,14.3036
2021-07-07,14.3036
2021-07-08,14.3036
2021-07-09,14.3036
2021-07-10,14.3036
2021-07-11,14.3036
2021-07-12,14.3036
2021-07-13,14.3036
2021-07-14,14.3036
2021-07-15,14.3036
2021-07-16,14.3036
2021-07-17,14.3036
2021-07-18,14.3036
2021-07-19,14.3036
2021-07-20,14.3036
2021-07-21,14.3036
2021-07-22,14.3036
2021-07-23,14.3036
2021-07-24,14.3036
2021-07-25,14.3036
2021-07-26,14.3036
2021-07-27,14.3036
2021-07-28,14.3036
2021-07-29,14.3036
2021-07-30,14.3036
2021-07-31,14.3036
2021-08-01,14.3036
2021-08-02,14.3036
2021-08-03,14.3036
2021-08-04,14.3036
2021-08-05,14.3036
2021-08-06,14.3036
2021-08-07,14.3036
2021-08-08,14.3036
2021-08-09,14.3036
2021-08-10,14.3036
2021-08-11,14.3036
2021-08-12,14.3036
2021-08-13,14.3036
2021-08-14,14.3036
2021-08-15,14.3036
2021-08-16,14.3036
2021-08-17,14.3036
2021-08-18,14.3036
2021-08-19,14.3036
2021-08-20,14.3036
2021-08-21,14.3036
2021-08-22,14.3036
2021-08-23,14.3036
2021-08-24,14.3036
2021-08-25,14.3036
2021-08-26,14.3036
2021-08-27,14.3036
2021-08-28,14.3036
2021-08-29,14.3036
2021-08-30,14.3036
2021-08-31,14.3036
2021-09-01,14.3036
2021-09-02,14.3036
2021-09-03,14.3036
2021-09-04,14.3036
2021-09-05,14.3036
2021-09-06,14.3036
2021-09-07,14.3036
2021-09-08,14.3036
2021-09-09,14.3036
2021-09-10,14.3036
2021-09-11,14.3036
2021-09-12,14.3036
2021-09-13,14.3036
2021-09-14,14.3036
2021-09-15,14.3036
2021-09-16,14.3036
2021-09-17,14.3036
2021-09-18,14.3036
2021-09-19,14.3036
2021-09-20,14.3036
2021-09-21,14.3036
2021-09-22,14.3036
2021-09-23,14.3036
2021-09-24,14.3036
2021-09-25,14.3036
2021-09-26,14.3036
2021-09-27,14.3036
2021-09-28,14.3036
2021-09-29,14.3036
2021-09-30,14.3036
2021-10-01,14.3036
2021-10-02,14.3036
2021-10-03,14.3036
2021-10-04,14.3036
2021-10-05,14.3036
2021-10-06,14.3036
2021-10-07,14.3036
2021-10-08,14.3036
2021-10-09,14.3036
2021-10-10,14.3036
2021-10-11,14.3036
2021-10-12,14.3036
2021-10-13,14.3036
2021-10-14,14.3036
2021-10-15,14.3036
2021-10-16,14.3036
2021-10-17,14.3036
2021-10-18,14.3036
2021-10-19,14.3036
2021-10-20,14.3036
2021-10-21,14.3036
2021-10-22,14.3036
2021-10-23,14.3036
2021-10-24,14.3036
2021-10-25,14.3036
2021-10-26,14.3036
2021-10-27,14.3036
2021-10-28,14.3036
2021-10-29,14.3036
2021-10-30,14.3036
2021-10-31,14.3036
2021-11-01,14.3036
2021-11-02,14.3036
2021-11-03,14.3036
2021-11-04,14.3036
2021-11-05,14.3036
2021-11-06,14.3036
2021-11-07,14.3036
2021-11-08,14.3036
2021-11-09,14.3036
2021-11-10,14.3036
2021-11-11,14.3036
2021-11-12,14.3036
2021-11-13,14.3036
2021-11-14,14.3036
2021-11-15,14.3036
2021-11-16,14.3036
2021-11-17,14.3036
2021-11-18,14.3036
2021-11-19,14.3036
2021-11-20,14.3036
2021-11-21,14.3036
2021-11-22,14.3036
2021-11-23,14.3036
2021-11-24,14.3036
2021-11-25,14.3036
2021-11-26,14.3036
2021-11-27,14.3036
2021-11-28,14.3036
2021-11-29,14.3036
2021-11-30,14.3036
2021-12-01,14.3036
2021-12-02,14.3036
2021-12-03,14.3036
2021-12-04,14.3036
2021-12-05,14.3036
2021-12-06,14.3036
2021-12-07,14.3036
2021-12-08,14.3036
2021-12-09,14.3036
2021-12-10,14.3036
2021-12-11,14.3036
2021-12-12,14.3036
2021-12-13,14.3036
2021-12-14,14.3036
2021-12-15,14.3036
2021-12-16,14.3036
2021-12-17,14.3036
2021-12-18,14.3036
2021-12-19,14.3036
2021-12-20,14.3036
2021-12-21,14.3036
2021-12-22,14.3036
2021-12-23,14.3036
2021-12-24,14.3036
2021-12-25,14.3036
2021-12-26,14.3036
2021-12-27,14.3036
2021-12-28,14.3036
2021-12-29,14.3036
2021-12-30,14.3036
2021-12-31,14.3036
2022-01-01,14.3036
2022-01-02,14.3036
2022-01-03,14.3036
2022-01-04,14.3036
2022-01-05,14.3036
2022-01-06,14.3036
2022-01-07,14.3036
2022-01-08,14.3036
2022-01-09,14.3036
2022-01-10,14.3036
2022-01-11,14.3036
2022-01-12,14.3036
2022-01-13,14.3036
2022-01-14,14.3036
2022-01-15,14.3036
2022-01-16,14.3036
2022-01-17,14.3036
2022-01-18,14.3036
2022-01-19,14.3036
2022-01-20,14.3036
2022-01-21,14.3036
2022-01-22,14.3036
2022-01-23,14.3036
2022-01-24,14.3036
2022-01-25,14.3036
2022-01-26,14.3036
2022-01-27,14.3036
2022-01-28,14.3036
2022-01-29,14.3036
2022-01-30,14.3036
2022-01-31,14.3036
2022-02-01,14.3036
2022-02-02,14.3036
2022-02-03,14.3036
2022-02-04,14.3036
2022-02-05,14.3036
2022-02-06,14.3036
2022-02-07,14.3036
2022-02-08,14.3036
2022-02-09,14.3036
2022-02-10,14.3036
2022-02-11,14.3036
2022-02-12,14.3036
2022-02-13,14.3036
2022-02-14,14.3036
2022-02-15,14.3036
2022-02-16,14.3036
2022-02-17,14.3036
2022-02-18,14.3036
2022-02-19,14.3036
2022-02-20,14.3036
2022-02-21,14.3036
2022-02-22,14.3036
2022-02-23,14.3036
2022-02-24,14.3036
2022-02-25,14.3036
2022-02-26,14.3036
2022-02-27,14.3036
2022-02-28,14.3036
2022-03-01,14.3036
2022-03-02,14.3036
2022-03-03,14.3036
2022-03-04,14.3036
2022-03-05,14.3036
2022-03-06,14.3036
2022-03-07,14.3036
2022-03-08,14.3036
2022-03-09,14.3036
2022-03-10,14.3036
2022-03-11,14.3036
2022-03-12,14.3036
2022-03-13,14.3036
2022-03-14,14.3036
2022-03-15,14.3036
2022-03-16,14.3036
2022-03-17,14.3036
2022-03-18,14.3036
2022-03-19,14.3036
2022-03-20,14.3036
2022-03-21,14.3036
2022-03-22,14.3036
2022-03-23,14.3036
2022-03-24,14.3036
2022-03-25,14.3036
2022-03-26,14.3036
2022-03-27,14.3036
2022-03-28,14.3036
2022-03-29,14.3036
2022-03-30,14.3036
2022-03-31,14.3036
2022-04-01,14.3036
2022-04-02,14.3036
2022-04-03,14.3036
2022-04-04,14.3036
2022-04-05,14.3036
2022-04-06,14.3036
2022-04-07,14.3036
2022-04-08,14.3036
2022-04-09,14.3036
2022-04-10,14.3036
2022-04-11,14.3036
2022-04-12,14.3036
2022-04-13,14.3036
2022-04-14,14.3036
2022-04-15,14.3036
2022-04-16,14.3036
2022-04-17,14.3036
2022-04-18,14.3036
2022-04-19,14.3036
2022-04-20,14.3036
2022-04-21,14.3036
2022-04-22,14.3036
2022-04-23,14.3036
2022-04-24,14.3036
2022-04-25,14.3036
2022-04-26,14.3036
2022-04-27,14.3036
2022-04-28,14.3036
2022-04-29,14.3036
2022-04-30,14.3036
2022-05-01,14.3036
2022-05-02,14.3036
2022-05-03,14.3036
2022-05-04,14.3036
2022-05-05,14.3036
2022-05-06,14.3036
2022-05-07,14.3036
2022-05-08,14.3036
2022-05-09,14.3036
2022-05-10,14.3036
2022-05-11,14.3036
2022-05-12,14.3036
2022-05-13,14.3036
2022-05-14,14.3036
2022-05-15,14.3036
2022-05-16,14.3036
2022-05-17,14.3036
2022-05-18,14.3036
2022-05-19,14.3036
2022-05-20,14.3036
2022-05-21,14.3036
2022-05-22,14.3036
2022-05-23,14.3036
2022-05-24,14.3036
2022-05-25,14.3036
2022-05-26,14.3036
2022-05-27,14.3036
2022-05-28,14.3036
2022-05-29,14.3036
2022-05-30,14.3036
2022-05-31,14.3036
2022-06-01,14.3036
2022-06-02,14.3036
2022-06-03,14.3036
2022-06-04,14.3036
2022-06-05,14.3036
2022-06-06,14.3036
2022-06-07,14.3036
2022-06-08,14.3036
2022-06-09,14.3036
2022-06-10,14.3036
2022-06-11,14.3036
2022-06-12,14.3036
2022-06-13,14.3036
2022-06-14,14.3036
2022-06-15,14.3036
2022-06-16,14.3036
2022-06-17,14.3036
2022-06-18,14.3036
2022-06-19,14.3036
2022-06-20,14.3036
2022-06-21,14.3036
2022-06-22,14.3036
2022-06-23,14.3036
2022-06-24,14.3036
2022-06-25,14.3036
2022-06-26,14.3036
2022-06-27,14.3036
2022-06-28,14.3036
2022-06-29,14.3036
2022-06-30,167.1401
2022-07-01,166.2232
2022-07-02,166.2232
2022-07-03,166.2232
2022-07-04,166.2232
2022-07-05,150.6347
2022-07-06,149.4885
2022-07-07,159.919
2022-07-08,160.3775
2022-07-09,160.3775
2022-07-10,160.3775
2022-07-11,158.8874
2022-07-12,154.761
2022-07-13,152.9271
2022-07-14,150.2908
2022-07-15,152.9271
2022-07-16,152.9271
2022-07-17,152.9271
2022-07-18,158.7728
2022-07-19,163.3576
2022-07-20,166.1085
2022-07-21,160.6067
2022-07-22,159.002
2022-07-23,159.002
2022-07-24,159.002
2022-07-25,168.1717
2022-07-26,179.0608
2022-07-27,186.515
2022-07-28,181.7008
2022-07-29,183.6494
2022-07-30,183.6494
2022-07-31,183.6494
2022-08-01,179.8668
2022-08-02,182.6178
2022-08-03,178.0328
2022-08-04,167.2582
2022-08-05,170.6969
2022-08-06,170.6969
2022-08-07,170.6969
2022-08-08,171.7285
2022-08-09,172.5309
2022-08-10,173.9064
2022-08-11,180.0961
2022-08-12,186.8589
2022-08-13,186.8589
2022-08-14,186.8589
2022-08-15,182.1593
2022-08-16,179.523
2022-08-17,179.1791
2022-08-18,189.0367
2022-08-19,187.2028
2022-08-20,187.2028
2022-08-21,187.2028
2022-08-22,189.8391
2022-08-23,194.8826
2022-08-24,202.1039
2022-08-25,203.7086
2022-08-26,200.0406
2022-08-27,200.0406
2022-08-28,200.0406
2022-08-29,205.428
2022-08-30,197.5189
2022-08-31,192.8193
2022-09-01,181.3569
2022-09-02,189.6099
2022-09-03,189.6099
2022-09-04,189.6099
2022-09-05,189.6099
2022-09-06,190.5269
2022-09-07,188.4636
2022-09-08,185.7126
2022-09-09,192.7047
2022-09-10,192.7047
2022-09-11,192.7047
2022-09-12,193.8509
2022-09-13,186.7443
2022-09-14,193.2778
2022-09-15,186.6296
2022-09-16,177.2305
2022-09-17,177.2305
2022-09-18,177.2305
2022-09-19,175.9696
2022-09-20,170.6969
2022-09-21,167.2582
2022-09-22,166.3412
2022-09-23,153.3887
2022-09-24,153.3887
2022-09-25,153.3887
2022-09-26,153.5033
2022-09-27,159.2345
2022-09-28,167.6021
2022-09-29,166.2266
2022-09-30,11.4444
2022-10-01,11.4444
2022-10-02,11.4444
2022-10-03,12.197
2022-10-04,12.4792
2022-10-05,13.1926
2022-10-06,13.224
2022-10-07,13.3651
2022-10-08,13.3651
2022-10-09,13.3651
2022-10-10,12.7771
2022-10-11,12.6282
2022-10-12,12.5263
2022-10-13,13.1848
2022-10-14,12.5968
2022-10-15,12.5968
2022-10-16,12.5968
2022-10-17,13.075
2022-10-18,13.5768
2022-10-19,14.251
2022-10-20,13.7179
2022-10-21,13.5946
2022-10-22,13.5946
2022-10-23,13.5946
2022-10-24,13.9538
2022-10-25,13.6175
2022-10-26,14.099
2022-10-27,13.9385
2022-10-28,13.7245
2022-10-29,13.7245
2022-10-30,13.7245
2022-10-31,14.4277
2022-11-01,14.6952
2022-11-02,14.3665
2022-11-03,14.6417
2022-11-04,14.8251
2022-11-05,14.8251
2022-11-06,14.8251
2022-11-07,15.2684
2022-11-08,15.1461
2022-11-09,14.3895
2022-11-10,14.955
2022-11-11,15.169
2022-11-12,15.169
2022-11-13,15.169
2022-11-14,14.6875
2022-11-15,14.7639
2022-11-16,14.4659
2022-11-17,14.4582
2022-11-18,14.3665
2022-11-19,14.3665
2022-11-20,14.3665
2022-11-21,14.0914
2022-11-22,14.4277
2022-11-23,14.1602
2022-11-24,14.1602
2022-11-25,13.9997
2022-11-26,13.9997
2022-11-27,13.9997
2022-11-28,13.7322
2022-11-29,13.9538
2022-11-30,14.1372
2022-12-01,13.8315
2022-12-02,13.8086
2022-12-03,13.8086
2022-12-04,13.8086
2022-12-05,13.0749
2022-12-06,12.9297
2022-12-07,12.7845
2022-12-08,12.7081
2022-12-09,12.3565
2022-12-10,12.3565
2022-12-11,12.3565
2022-12-12,12.8227
2022-12-13,13.5258
2022-12-14,13.6023
2022-12-15,13.564
2022-12-16,13.4035
2022-12-17,13.4035
2022-12-18,13.4035
2022-12-19,13.1819
2022-12-20,13.4265
2022-12-21,13.6481
2022-12-22,13.2354
2022-12-23,13.885
2022-12-24,13.885
2022-12-25,13.885
2022-12-26,13.885
2022-12-27,13.5946
2022-12-28,13.029
2022-12-29,13.6787
2022-12-30,6.4509
2022-12-31,6.4509
2023-01-01,6.4509
2023-01-02,6.4509
2023-01-03,5.9369
2023-01-04,6.079
2023-01-05,6.1119
2023-01-06,6.1447
2023-01-07,6.1447
2023-01-08,6.1447
2023-01-09,6.3561
2023-01-10,6.5129
2023-01-11,6.542
2023-01-12,6.7498
2023-01-13,6.6623
2023-01-14,6.6623
2023-01-15,6.6623
2023-01-16,6.6623
2023-01-17,6.429
2023-01-18,5.9916
2023-01-19,5.9587
2023-01-20,5.9806
2023-01-21,5.9806
2023-01-22,5.9806
2023-01-23,6.0098
2023-01-24,5.9223
2023-01-25,6.1374
2023-01-26,6.1301
2023-01-27,6.2249
2023-01-28,6.2249
2023-01-29,6.2249
2023-01-30,6.2394
2023-01-31,6.375
2023-02-01,6.2549
2023-02-02,6.1857
2023-02-03,6.1857
2023-02-04,6.1857
2023-02-05,6.1857
2023-02-06,6.1748
2023-02-07,6.2549
2023-02-08,6.3058
2023-02-09,5.9929
2023-02-10,6.05
2023-02-11,6.05
2023-02-12,6.05
2023-02-13,6.1908
2023-02-14,6.2084
2023-02-15,6.0923
2023-02-16,6.233
2023-02-17,5.9128
2023-02-18,5.9128
2023-02-19,5.9128
2023-02-20,5.9128
2023-02-21,5.8988
2023-02-22,5.8495
2023-02-23,5.9445
2023-02-24,5.9902
2023-02-25,5.9902
2023-02-26,5.9902
2023-02-27,6.0958
2023-02-28,5.9797
2023-03-01,6.1802
2023-03-02,6.3948
2023-03-03,6.3843
2023-03-04,6.3843
2023-03-05,6.3843
2023-03-06,6.4089
2023-03-07,6.2787
2023-03-08,6.2435
2023-03-09,5.846
2023-03-10,5.6701
2023-03-11,5.6701
2023-03-12,5.6701
