,HON US Equity
2020-08-12,19.5391
2020-08-13,19.4148
2020-08-14,19.563
2020-08-15,19.563
2020-08-16,19.563
2020-08-17,19.3897
2020-08-18,19.2324
2020-08-19,19.172
2020-08-20,19.0945
2020-08-21,19.2461
2020-08-22,19.2461
2020-08-23,19.2461
2020-08-24,19.4593
2020-08-25,20.0475
2020-08-26,20.1364
2020-08-27,20.2139
2020-08-28,20.4864
2020-08-29,20.4864
2020-08-30,20.4864
2020-08-31,20.1638
2020-09-01,20.4397
2020-09-02,20.9527
2020-09-03,20.2493
2020-09-04,20.2937
2020-09-05,20.2937
2020-09-06,20.2937
2020-09-07,20.2937
2020-09-08,20.0179
2020-09-09,20.1866
2020-09-10,20.0179
2020-09-11,20.2664
2020-09-12,20.2664
2020-09-13,20.2664
2020-09-14,20.4967
2020-09-15,20.4773
2020-09-16,20.6711
2020-09-17,20.7098
2020-09-18,20.5229
2020-09-19,20.5229
2020-09-20,20.5229
2020-09-21,19.6873
2020-09-22,19.8366
2020-09-23,19.3931
2020-09-24,19.3897
2020-09-25,19.7009
2020-09-26,19.7009
2020-09-27,19.7009
2020-09-28,20.06
2020-09-29,20.0452
2020-09-30,21.6547
2020-10-01,21.5405
2020-10-02,21.7775
2020-10-03,21.7775
2020-10-04,21.7775
2020-10-05,22.1594
2020-10-06,21.9347
2020-10-07,22.5069
2020-10-08,22.7807
2020-10-09,22.8544
2020-10-10,22.8544
2020-10-11,22.8544
2020-10-12,22.9747
2020-10-13,22.5069
2020-10-14,22.7427
2020-10-15,22.6371
2020-10-16,22.9134
2020-10-17,22.9134
2020-10-18,22.9134
2020-10-19,22.5118
2020-10-20,22.7169
2020-10-21,22.669
2020-10-22,23.1577
2020-10-23,22.9969
2020-10-24,22.9969
2020-10-25,22.9969
2020-10-26,22.3374
2020-10-27,21.9175
2020-10-28,21.231
2020-10-29,21.6535
2020-10-30,21.6936
2020-10-31,21.6936
2020-11-01,21.6936
2020-11-02,22.7569
2020-11-03,23.4445
2020-11-04,23.4076
2020-11-05,23.9442
2020-11-06,24.0657
2020-11-07,24.0657
2020-11-08,24.0657
2020-11-09,25.6275
2020-11-10,26.2402
2020-11-11,25.9099
2020-11-12,25.6582
2020-11-13,26.1861
2020-11-14,26.1861
2020-11-15,26.1861
2020-11-16,27.0517
2020-11-17,26.6515
2020-11-18,26.1333
2020-11-19,26.331
2020-11-20,26.2426
2020-11-21,26.2426
2020-11-22,26.2426
2020-11-23,26.5594
2020-11-24,26.9658
2020-11-25,26.94
2020-11-26,26.94
2020-11-27,27.1524
2020-11-28,27.1524
2020-11-29,27.1524
2020-11-30,26.4783
2020-12-01,26.7583
2020-12-02,26.9793
2020-12-03,27.0063
2020-12-04,27.5539
2020-12-05,27.5539
2020-12-06,27.5539
2020-12-07,27.3599
2020-12-08,27.479
2020-12-09,27.4999
2020-12-10,27.4667
2020-12-11,27.7933
2020-12-12,27.7933
2020-12-13,27.7933
2020-12-14,27.452
2020-12-15,27.7368
2020-12-16,27.2629
2020-12-17,27.463
2020-12-18,27.2298
2020-12-19,27.2298
2020-12-20,27.2298
2020-12-21,27.3059
2020-12-22,26.9719
2020-12-23,27.2236
2020-12-24,27.1671
2020-12-25,27.1671
2020-12-26,27.1671
2020-12-27,27.1671
2020-12-28,27.2175
2020-12-29,27.118
2020-12-30,27.3415
2020-12-31,27.649
2021-01-01,27.649
2021-01-02,27.649
2021-01-03,27.649
2021-01-04,27.0638
2021-01-05,27.1267
2021-01-06,27.5948
2021-01-07,27.6379
2021-01-08,27.3201
2021-01-09,27.3201
2021-01-10,27.3201
2021-01-11,27.1143
2021-01-12,27.1784
2021-01-13,26.9493
2021-01-14,27.1451
2021-01-15,26.8199
2021-01-16,26.8199
2021-01-17,26.8199
2021-01-18,26.8199
2021-01-19,26.9172
2021-01-20,27.0798
2021-01-21,26.7288
2021-01-22,26.3616
2021-01-23,26.3616
2021-01-24,26.3616
2021-01-25,26.3148
2021-01-26,26.2151
2021-01-27,26.0081
2021-01-28,26.4343
2021-01-29,25.5141
2021-01-30,25.5141
2021-01-31,25.5141
2021-02-01,25.5375
2021-02-02,26.0993
2021-02-03,25.9785
2021-02-04,26.1572
2021-02-05,26.4442
2021-02-06,26.4442
2021-02-07,26.4442
2021-02-08,26.56
2021-02-09,26.3333
2021-02-10,26.3506
2021-02-11,26.353
2021-02-12,26.5243
2021-02-13,26.5243
2021-02-14,26.5243
2021-02-15,26.5243
2021-02-16,26.2874
2021-02-17,26.0993
2021-02-18,26.2971
2021-02-19,26.302
2021-02-20,26.302
2021-02-21,26.302
2021-02-22,26.3093
2021-02-23,26.4827
2021-02-24,27.2141
2021-02-25,26.4522
2021-02-26,26.1543
2021-02-27,26.1543
2021-02-28,26.1543
2021-03-01,26.6268
2021-03-02,26.6708
2021-03-03,26.7233
2021-03-04,26.2263
2021-03-05,26.6708
2021-03-06,26.6708
2021-03-07,26.6708
2021-03-08,26.8075
2021-03-09,26.7965
2021-03-10,27.4437
2021-03-11,27.3936
2021-03-12,27.6232
2021-03-13,27.6232
2021-03-14,27.6232
2021-03-15,27.8454
2021-03-16,27.3094
2021-03-17,27.4583
2021-03-18,27.7013
2021-03-19,27.4437
2021-03-20,27.4437
2021-03-21,27.4437
2021-03-22,27.3484
2021-03-23,26.9162
2021-03-24,27.3594
2021-03-25,27.5621
2021-03-26,28.1299
2021-03-27,28.1299
2021-03-28,28.1299
2021-03-29,28.1726
2021-03-30,28.0762
2021-03-31,29.1511
2021-04-01,29.1171
2021-04-02,29.1171
2021-04-03,29.1171
2021-04-04,29.1171
2021-04-05,29.4286
2021-04-06,29.4186
2021-04-07,29.3315
2021-04-08,29.5031
2021-04-09,30.3615
2021-04-10,30.3615
2021-04-11,30.3615
2021-04-12,30.5655
2021-04-13,30.6159
2021-04-14,30.6638
2021-04-15,30.7217
2021-04-16,31.0077
2021-04-17,31.0077
2021-04-18,31.0077
2021-04-19,30.8641
2021-04-20,30.4056
2021-04-21,30.8049
2021-04-22,30.6487
2021-04-23,30.0498
2021-04-24,30.0498
2021-04-25,30.0498
2021-04-26,29.6745
2021-04-27,29.8521
2021-04-28,29.8445
2021-04-29,29.9742
2021-04-30,29.8659
2021-05-01,29.8659
2021-05-02,29.8659
2021-05-03,29.8861
2021-05-04,30.167
2021-05-05,30.2627
2021-05-06,30.5738
2021-05-07,30.5902
2021-05-08,30.5902
2021-05-09,30.5902
2021-05-10,30.861
2021-05-11,30.6368
2021-05-12,29.488
2021-05-13,29.9465
2021-05-14,30.4101
2021-05-15,30.4101
2021-05-16,30.4101
2021-05-17,30.298
2021-05-18,29.7752
2021-05-19,29.6493
2021-05-20,29.7513
2021-05-21,29.8861
2021-05-22,29.8861
2021-05-23,29.8861
2021-05-24,30.1128
2021-05-25,29.9919
2021-05-26,30.0209
2021-05-27,30.9026
2021-05-28,30.8572
2021-05-29,30.8572
2021-05-30,30.8572
2021-05-31,30.8572
2021-06-01,31.1142
2021-06-02,30.8358
2021-06-03,30.6418
2021-06-04,30.7489
2021-06-05,30.7489
2021-06-06,30.7489
2021-06-07,30.5146
2021-06-08,30.7187
2021-06-09,30.4668
2021-06-10,30.2703
2021-06-11,30.1355
2021-06-12,30.1355
2021-06-13,30.1355
2021-06-14,29.8823
2021-06-15,29.7979
2021-06-16,29.3558
2021-06-17,29.0157
2021-06-18,28.5383
2021-06-19,28.5383
2021-06-20,28.5383
2021-06-21,28.9791
2021-06-22,28.9149
2021-06-23,28.8104
2021-06-24,29.192
2021-06-25,29.3243
2021-06-26,29.3243
2021-06-27,29.3243
2021-06-28,29.0787
2021-06-29,28.9728
2021-06-30,26.692
2021-07-01,26.8367
2021-07-02,26.9165
2021-07-03,26.9165
2021-07-04,26.9165
2021-07-05,26.9165
2021-07-06,26.6019
2021-07-07,26.8504
2021-07-08,26.6885
2021-07-09,27.2607
2021-07-10,27.2607
2021-07-11,27.2607
2021-07-12,27.3382
2021-07-13,27.2311
2021-07-14,27.6516
2021-07-15,28.226
2021-07-16,27.9434
2021-07-17,27.9434
2021-07-18,27.9434
2021-07-19,26.8413
2021-07-20,27.867
2021-07-21,28.1166
2021-07-22,28.2181
2021-07-23,27.6719
2021-07-24,27.6719
2021-07-25,27.6719
2021-07-26,27.6639
2021-07-27,27.7897
2021-07-28,27.8044
2021-07-29,28.0752
2021-07-30,28.1783
2021-07-31,28.1783
2021-08-01,28.1783
2021-08-02,28.0231
2021-08-03,28.0491
2021-08-04,27.7025
2021-08-05,27.7353
2021-08-06,27.7127
2021-08-07,27.7127
2021-08-08,27.7127
2021-08-09,27.5484
2021-08-10,27.9619
2021-08-11,28.2225
2021-08-12,27.9687
2021-08-13,27.9483
2021-08-14,27.9483
2021-08-15,27.9483
2021-08-16,28.1726
2021-08-17,27.9132
2021-08-18,27.5699
2021-08-19,27.4917
2021-08-20,27.4883
2021-08-21,27.4883
2021-08-22,27.4883
2021-08-23,27.6481
2021-08-24,27.7988
2021-08-25,27.8237
2021-08-26,27.8486
2021-08-27,27.8781
2021-08-28,27.8781
2021-08-29,27.8781
2021-08-30,27.9608
2021-08-31,27.9653
2021-09-01,27.7262
2021-09-02,27.8588
2021-09-03,27.5631
2021-09-04,27.5631
2021-09-05,27.5631
2021-09-06,27.5631
2021-09-07,26.9479
2021-09-08,27.1145
2021-09-09,26.9479
2021-09-10,26.8845
2021-09-11,26.8845
2021-09-12,26.8845
2021-09-13,27.0238
2021-09-14,26.6375
2021-09-15,26.8075
2021-09-16,26.5763
2021-09-17,26.4449
2021-09-18,26.4449
2021-09-19,26.4449
2021-09-20,26.1322
2021-09-21,26.0382
2021-09-22,26.2784
2021-09-23,26.582
2021-09-24,26.5242
2021-09-25,26.5242
2021-09-26,26.5242
2021-09-27,26.3781
2021-09-28,26.0461
2021-09-29,26.0405
2021-09-30,24.6873
2021-10-01,25.0533
2021-10-02,25.0533
2021-10-03,25.0533
2021-10-04,24.8969
2021-10-05,25.0609
2021-10-06,25.1846
2021-10-07,25.3486
2021-10-08,25.2759
2021-10-09,25.2759
2021-10-10,25.2759
2021-10-11,25.0142
2021-10-12,24.9099
2021-10-13,25.0457
2021-10-14,25.3725
2021-10-15,25.6038
2021-10-16,25.6038
2021-10-17,25.6038
2021-10-18,25.594
2021-10-19,25.7189
2021-10-20,25.9209
2021-10-21,26.0164
2021-10-22,25.1757
2021-10-23,25.1757
2021-10-24,25.1757
2021-10-25,25.1909
2021-10-26,25.2753
2021-10-27,24.9938
2021-10-28,25.2926
2021-10-29,25.3078
2021-10-30,25.3078
2021-10-31,25.3078
2021-11-01,25.4312
2021-11-02,25.5861
2021-11-03,25.7604
2021-11-04,25.7268
2021-11-05,26.1134
2021-11-06,26.1134
2021-11-07,26.1134
2021-11-08,26.0777
2021-11-09,26.2964
2021-11-10,26.043
2021-11-11,25.5666
2021-11-12,25.716
2021-11-13,25.716
2021-11-14,25.716
2021-11-15,25.7247
2021-11-16,25.6056
2021-11-17,25.5103
2021-11-18,25.533
2021-11-19,25.2937
2021-11-20,25.2937
2021-11-21,25.2937
2021-11-22,25.2558
2021-11-23,25.0241
2021-11-24,24.6138
2021-11-25,24.6138
2021-11-26,24.1806
2021-11-27,24.1806
2021-11-28,24.1806
2021-11-29,24.1211
2021-11-30,23.5342
2021-12-01,23.2289
2021-12-02,23.7248
2021-12-03,23.6707
2021-12-04,23.6707
2021-12-05,23.6707
2021-12-06,23.9684
2021-12-07,24.0659
2021-12-08,23.7952
2021-12-09,23.9414
2021-12-10,24.3539
2021-12-11,24.3539
2021-12-12,24.3539
2021-12-13,24.2911
2021-12-14,24.015
2021-12-15,24.3485
2021-12-16,24.3322
2021-12-17,23.8515
2021-12-18,23.8515
2021-12-19,23.8515
2021-12-20,23.2755
2021-12-21,23.4725
2021-12-22,23.4909
2021-12-23,23.8569
2021-12-24,23.8569
2021-12-25,23.8569
2021-12-26,23.8569
2021-12-27,23.9879
2021-12-28,24.055
2021-12-29,24.107
2021-12-30,24.0615
2021-12-31,24.7308
2022-01-01,24.7308
2022-01-02,24.7308
2022-01-03,24.5409
2022-01-04,24.7852
2022-01-05,25.014
2022-01-06,24.9873
2022-01-07,25.5347
2022-01-08,25.5347
2022-01-09,25.5347
2022-01-10,25.2804
2022-01-11,25.5969
2022-01-12,25.8123
2022-01-13,25.9433
2022-01-14,25.7457
2022-01-15,25.7457
2022-01-16,25.7457
2022-01-17,25.7457
2022-01-18,25.2949
2022-01-19,24.9773
2022-01-20,24.7763
2022-01-21,24.3522
2022-01-22,24.3522
2022-01-23,24.3522
2022-01-24,24.28
2022-01-25,24.0413
2022-01-26,23.8581
2022-01-27,23.8581
2022-01-28,24.0069
2022-01-29,24.0069
2022-01-30,24.0069
2022-01-31,24.2833
2022-02-01,24.3788
2022-02-02,24.6242
2022-02-03,22.8687
2022-02-04,22.8421
2022-02-05,22.8421
2022-02-06,22.8421
2022-02-07,22.9509
2022-02-08,23.1819
2022-02-09,23.4106
2022-02-10,22.8699
2022-02-11,22.2628
2022-02-12,22.2628
2022-02-13,22.2628
2022-02-14,22.2296
2022-02-15,22.5437
2022-02-16,22.4918
2022-02-17,21.9973
2022-02-18,21.7252
2022-02-19,21.7252
2022-02-20,21.7252
2022-02-21,21.7252
2022-02-22,21.7728
2022-02-23,21.3745
2022-02-24,21.7484
2022-02-25,22.4364
2022-02-26,22.4364
2022-02-27,22.4364
2022-02-28,22.5681
2022-03-01,21.8878
2022-03-02,22.2019
2022-03-03,22.3214
2022-03-04,22.3115
2022-03-05,22.3115
2022-03-06,22.3115
2022-03-07,21.7285
2022-03-08,21.848
2022-03-09,22.0869
2022-03-10,21.9719
2022-03-11,21.7374
2022-03-12,21.7374
2022-03-13,21.7374
2022-03-14,21.8435
2022-03-15,22.3411
2022-03-16,22.6993
2022-03-17,22.7988
2022-03-18,23.1073
2022-03-19,23.1073
2022-03-20,23.1073
2022-03-21,22.9193
2022-03-22,23.1415
2022-03-23,22.8441
2022-03-24,23.1039
2022-03-25,23.4467
2022-03-26,23.4467
2022-03-27,23.4467
2022-03-28,23.3715
2022-03-29,23.419
2022-03-30,23.3085
2022-03-31,24.2734
2022-04-01,24.4401
2022-04-02,24.4401
2022-04-03,24.4401
2022-04-04,24.4447
2022-04-05,24.1642
2022-04-06,24.163
2022-04-07,24.0572
2022-04-08,23.7652
2022-04-09,23.7652
2022-04-10,23.7652
2022-04-11,23.6629
2022-04-12,23.8606
2022-04-13,24.3044
2022-04-14,24.3435
2022-04-15,24.3435
2022-04-16,24.3435
2022-04-17,24.3435
2022-04-18,23.9848
2022-04-19,24.5746
2022-04-20,24.4758
2022-04-21,24.4298
2022-04-22,23.8193
2022-04-23,23.8193
2022-04-24,23.8193
2022-04-25,23.9561
2022-04-26,23.4789
2022-04-27,23.3272
2022-04-28,23.7376
2022-04-29,23.9962
2022-04-30,23.9962
2022-05-01,23.9962
2022-05-02,24.3799
2022-05-03,24.3993
2022-05-04,25.4052
2022-05-05,24.4941
2022-05-06,24.2155
2022-05-07,24.2155
2022-05-08,24.2155
2022-05-09,24.0476
2022-05-10,24.1401
2022-05-11,23.8261
2022-05-12,23.9289
2022-05-13,23.9985
2022-05-14,23.9985
2022-05-15,23.9985
2022-05-16,24.0476
2022-05-17,24.6299
2022-05-18,24.0374
2022-05-19,23.8981
2022-05-20,23.5669
2022-05-21,23.5669
2022-05-22,23.5669
2022-05-23,23.5475
2022-05-24,23.5909
2022-05-25,23.6457
2022-05-26,23.9494
2022-05-27,24.3205
2022-05-28,24.3205
2022-05-29,24.3205
2022-05-30,24.3205
2022-05-31,24.0088
2022-06-01,23.8136
2022-06-02,24.3993
2022-06-03,24.1458
2022-06-04,24.1458
2022-06-05,24.1458
2022-06-06,24.1881
2022-06-07,24.4655
2022-06-08,24.1116
2022-06-09,23.825
2022-06-10,23.1707
2022-06-11,23.1707
2022-06-12,23.1707
2022-06-13,22.9584
2022-06-14,22.8282
2022-06-15,23.0212
2022-06-16,22.44
2022-06-17,22.4194
2022-06-18,22.4194
2022-06-19,22.4194
2022-06-20,22.4194
2022-06-21,22.5119
2022-06-22,22.1945
2022-06-23,21.8337
2022-06-24,22.456
2022-06-25,22.456
2022-06-26,22.456
2022-06-27,22.2584
2022-06-28,21.9913
2022-06-29,21.6773
2022-06-30,21.8592
2022-07-01,22.0076
2022-07-02,22.0076
2022-07-03,22.0076
2022-07-04,22.0076
2022-07-05,21.6629
2022-07-06,21.7907
2022-07-07,21.8569
2022-07-08,21.8056
2022-07-09,21.8056
2022-07-10,21.8056
2022-07-11,21.7485
2022-07-12,21.8364
2022-07-13,21.5237
2022-07-14,21.3685
2022-07-15,21.7439
2022-07-16,21.7439
2022-07-17,21.7439
2022-07-18,21.5328
2022-07-19,22.2495
2022-07-20,22.367
2022-07-21,22.569
2022-07-22,22.7334
2022-07-23,22.7334
2022-07-24,22.7334
2022-07-25,22.7094
2022-07-26,22.7277
2022-07-27,22.9833
2022-07-28,23.5323
2022-07-29,23.7604
2022-07-30,23.7604
2022-07-31,23.7604
2022-08-01,23.7073
2022-08-02,23.3832
2022-08-03,23.652
2022-08-04,23.7581
2022-08-05,23.7389
2022-08-06,23.7389
2022-08-07,23.7389
2022-08-08,23.9309
2022-08-09,23.9445
2022-08-10,24.2991
2022-08-11,24.4437
2022-08-12,24.7102
2022-08-13,24.7102
2022-08-14,24.7102
2022-08-15,24.8661
2022-08-16,25.0265
2022-08-17,24.926
2022-08-18,25.0321
2022-08-19,24.7882
2022-08-20,24.7882
2022-08-21,24.7882
2022-08-22,24.368
2022-08-23,24.3353
2022-08-24,24.3624
2022-08-25,24.6605
2022-08-26,23.8282
2022-08-27,23.8282
2022-08-28,23.8282
2022-08-29,23.7559
2022-08-30,23.5616
2022-08-31,23.4092
2022-09-01,23.565
2022-09-02,23.1313
2022-09-03,23.1313
2022-09-04,23.1313
2022-09-05,23.1313
2022-09-06,22.9856
2022-09-07,23.3798
2022-09-08,23.2364
2022-09-09,23.6734
2022-09-10,23.6734
2022-09-11,23.6734
2022-09-12,23.7118
2022-09-13,22.9156
2022-09-14,22.3498
2022-09-15,21.9985
2022-09-16,22.0539
2022-09-17,22.0539
2022-09-18,22.0539
2022-09-19,22.1984
2022-09-20,22.0155
2022-09-21,21.7094
2022-09-22,21.5908
2022-09-23,21.3796
2022-09-24,21.3796
2022-09-25,21.3796
2022-09-26,21.2317
2022-09-27,21.2317
2022-09-28,21.6563
2022-09-29,21.2317
2022-09-30,20.0748
2022-10-01,20.0748
2022-10-02,20.0748
2022-10-03,20.7416
2022-10-04,21.3074
2022-10-05,21.2657
2022-10-06,20.9614
2022-10-07,20.5626
2022-10-08,20.5626
2022-10-09,20.5626
2022-10-10,20.6153
2022-10-11,20.8054
2022-10-12,20.7142
2022-10-13,21.2371
2022-10-14,20.8647
2022-10-15,20.8647
2022-10-16,20.8647
2022-10-17,21.1811
2022-10-18,21.4931
2022-10-19,21.4272
2022-10-20,21.247
2022-10-21,21.815
2022-10-22,21.815
2022-10-23,21.815
2022-10-24,22.2644
2022-10-25,22.5665
2022-10-26,22.6346
2022-10-27,23.2741
2022-10-28,24.1994
2022-10-29,24.1994
2022-10-30,24.1994
2022-10-31,24.0997
2022-11-01,23.9988
2022-11-02,23.7104
2022-11-03,24.1402
2022-11-04,24.5196
2022-11-05,24.5196
2022-11-06,24.5196
2022-11-07,24.7301
2022-11-08,24.9044
2022-11-09,24.6051
2022-11-10,25.2816
2022-11-11,25.0546
2022-11-12,25.0546
2022-11-13,25.0546
2022-11-14,25.0843
2022-11-15,25.3507
2022-11-16,25.1939
2022-11-17,25.2498
2022-11-18,25.252
2022-11-19,25.252
2022-11-20,25.252
2022-11-21,25.4746
2022-11-22,25.7158
2022-11-23,25.7322
2022-11-24,25.7322
2022-11-25,25.8572
2022-11-26,25.8572
2022-11-27,25.8572
2022-11-28,25.388
2022-11-29,25.4921
2022-11-30,25.8024
2022-12-01,25.5656
2022-12-02,25.7509
2022-12-03,25.7509
2022-12-04,25.7509
2022-12-05,25.3693
2022-12-06,25.1051
2022-12-07,25.1336
2022-12-08,25.1226
2022-12-09,24.934
2022-12-10,24.934
2022-12-11,24.934
2022-12-12,25.2487
2022-12-13,25.2991
2022-12-14,25.2728
2022-12-15,24.6424
2022-12-16,24.7268
2022-12-17,24.7268
2022-12-18,24.7268
2022-12-19,24.6906
2022-12-20,24.9187
2022-12-21,25.3145
2022-12-22,25.0086
2022-12-23,25.1796
2022-12-24,25.1796
2022-12-25,25.1796
2022-12-26,25.1796
2022-12-27,25.2915
2022-12-28,24.9954
2022-12-29,25.2761
2022-12-30,24.138
2022-12-31,24.138
2023-01-01,24.138
2023-01-02,24.138
2023-01-03,24.138
2023-01-04,23.6923
2023-01-05,23.1097
2023-01-06,23.7164
2023-01-07,23.7164
2023-01-08,23.7164
2023-01-09,23.7582
2023-01-10,23.8283
2023-01-11,23.9287
2023-01-12,24.3137
2023-01-13,24.3796
2023-01-14,24.3796
2023-01-15,24.3796
2023-01-16,24.3796
2023-01-17,23.9225
2023-01-18,23.0856
2023-01-19,22.7111
2023-01-20,22.8544
2023-01-21,22.8544
2023-01-22,22.8544
2023-01-23,23.1086
2023-01-24,23.367
2023-01-25,23.3398
2023-01-26,23.6201
2023-01-27,23.4925
2023-01-28,23.4925
2023-01-29,23.4925
2023-01-30,23.2467
2023-01-31,23.5291
2023-02-01,23.345
2023-02-02,23.4141
2023-02-03,22.9234
2023-02-04,22.9234
2023-02-05,22.9234
2023-02-06,23.0647
2023-02-07,23.2143
2023-02-08,22.8743
2023-02-09,22.5605
2023-02-10,22.5608
2023-02-11,22.5608
2023-02-12,22.5608
2023-02-13,22.8623
2023-02-14,22.6159
2023-02-15,22.6897
2023-02-16,22.4454
2023-02-17,22.6595
2023-02-18,22.6595
2023-02-19,22.6595
2023-02-20,22.6595
2023-02-21,22.1751
2023-02-22,22.0431
2023-02-23,21.9942
2023-02-24,21.6844
2023-02-25,21.6844
2023-02-26,21.6844
2023-02-27,21.727
2023-02-28,21.6262
2023-03-01,21.7717
2023-03-02,21.9349
2023-03-03,22.1813
2023-03-04,22.1813
2023-03-05,22.1813
2023-03-06,22.2042
2023-03-07,22.0566
2023-03-08,22.0514
2023-03-09,21.7717
2023-03-10,21.8185
2023-03-11,21.8185
2023-03-12,21.8185
2023-03-13,21.7946
2023-03-14,21.7811
2023-03-15,21.2769
2023-03-16,21.3829
