,TMX US Equity
2021-02-07,45.1174
2021-02-08,45.593
2021-02-09,45.866
2021-02-10,46.597
2021-02-11,46.6235
2021-02-12,46.7291
2021-02-13,46.7291
2021-02-14,46.7291
2021-02-15,46.7291
2021-02-16,46.7379
2021-02-17,47.1871
2021-02-18,46.6499
2021-02-19,46.3769
2021-02-20,46.3769
2021-02-21,46.3769
2021-02-22,45.8044
2021-02-23,46.0862
2021-02-24,44.9765
2021-02-25,43.3742
2021-02-26,42.3264
2021-02-27,42.3264
2021-02-28,42.3264
2021-03-01,43.104
2021-03-02,43.0952
2021-03-03,42.7963
2021-03-04,42.7524
2021-03-05,43.9391
2021-03-06,43.9391
2021-03-07,43.9391
2021-03-08,43.8073
2021-03-09,44.4753
2021-03-10,45.328
2021-03-11,47.1301
2021-03-12,46.9807
2021-03-13,46.9807
2021-03-14,46.9807
2021-03-15,46.84
2021-03-16,46.0577
2021-03-17,45.6621
2021-03-18,45.9346
2021-03-19,46.6906
2021-03-20,46.6906
2021-03-21,46.6906
2021-03-22,45.7324
2021-03-23,44.5545
2021-03-24,44.5896
2021-03-25,45.3632
2021-03-26,45.6357
2021-03-27,45.6357
2021-03-28,45.6357
2021-03-29,43.4732
2021-03-30,44.1149
2021-03-31,39.3801
2021-04-01,40.0966
2021-04-02,40.0966
2021-04-03,40.0966
2021-04-04,40.0966
2021-04-05,40.089
2021-04-06,40.2033
2021-04-07,39.6393
2021-04-08,39.7155
2021-04-09,39.3175
2021-04-10,39.3175
2021-04-11,39.3175
2021-04-12,39.6402
2021-04-13,39.1523
2021-04-14,39.325
2021-04-15,39.6327
2021-04-16,39.6928
2021-04-17,39.6928
2021-04-18,39.6928
2021-04-19,39.34
2021-04-20,39.0322
2021-04-21,39.1823
2021-04-22,39.3775
2021-04-23,39.8579
2021-04-24,39.8579
2021-04-25,39.8579
2021-04-26,39.7003
2021-04-27,39.7904
2021-04-28,40.5936
2021-04-29,41.1941
2021-04-30,41.2466
2021-05-01,41.2466
2021-05-02,41.2466
2021-05-03,41.5769
2021-05-04,41.2091
2021-05-05,41.0515
2021-05-06,39.3968
2021-05-07,40.1842
2021-05-08,40.1842
2021-05-09,40.1842
2021-05-10,39.783
2021-05-11,38.7278
2021-05-12,37.6504
2021-05-13,38.1928
2021-05-14,39.1737
2021-05-15,39.1737
2021-05-16,39.1737
2021-05-17,39.3297
2021-05-18,39.1662
2021-05-19,39.2925
2021-05-20,39.4709
2021-05-21,39.4263
2021-05-22,39.4263
2021-05-23,39.4263
2021-05-24,39.3
2021-05-25,38.9805
2021-05-26,39.2034
2021-05-27,39.6789
2021-05-28,39.7087
2021-05-29,39.7087
2021-05-30,39.7087
2021-05-31,39.7087
2021-06-01,39.7384
2021-06-02,39.3297
2021-06-03,39.0325
2021-06-04,39.4932
2021-06-05,39.4932
2021-06-06,39.4932
2021-06-07,39.9019
2021-06-08,40.5706
2021-06-09,40.63
2021-06-10,40.6523
2021-06-11,40.7415
2021-06-12,40.7415
2021-06-13,40.7415
2021-06-14,40.5335
2021-06-15,40.1619
2021-06-16,40.1248
2021-06-17,40.3031
2021-06-18,39.6344
2021-06-19,39.6344
2021-06-20,39.6344
2021-06-21,40.3328
2021-06-22,40.1991
2021-06-23,39.7681
2021-06-24,39.7532
2021-06-25,39.352
2021-06-26,39.352
2021-06-27,39.352
2021-06-28,38.7278
2021-06-29,38.6609
2021-06-30,37.9612
2021-07-01,38.981
2021-07-02,39.0887
2021-07-03,39.0887
2021-07-04,39.0887
2021-07-05,39.0887
2021-07-06,39.1749
2021-07-07,39.5484
2021-07-08,39.0385
2021-07-09,39.3975
2021-07-10,39.3975
2021-07-11,39.3975
2021-07-12,39.7064
2021-07-13,38.9379
2021-07-14,39.0026
2021-07-15,38.9738
2021-07-16,39.4981
2021-07-17,39.4981
2021-07-18,39.4981
2021-07-19,39.1965
2021-07-20,40.5969
2021-07-21,40.7908
2021-07-22,41.0996
2021-07-23,41.7603
2021-07-24,41.7603
2021-07-25,41.7603
2021-07-26,41.7818
2021-07-27,41.6597
2021-07-28,41.3366
2021-07-29,41.6238
2021-07-30,41.4012
2021-07-31,41.4012
2021-08-01,41.4012
2021-08-02,41.0134
2021-08-03,40.7405
2021-08-04,40.7046
2021-08-05,37.4298
2021-08-06,35.7896
2021-08-07,35.7896
2021-08-08,35.7896
2021-08-09,34.5775
2021-08-10,34.2432
2021-08-11,33.8879
2021-08-12,33.3376
2021-08-13,33.0381
2021-08-14,33.0381
2021-08-15,33.0381
2021-08-16,33.0659
2021-08-17,33.5466
2021-08-18,33.0242
2021-08-19,32.857
2021-08-20,32.9824
2021-08-21,32.9824
2021-08-22,32.9824
2021-08-23,32.7664
2021-08-24,32.9266
2021-08-25,32.7177
2021-08-26,32.5644
2021-08-27,32.9057
2021-08-28,32.9057
2021-08-29,32.9057
2021-08-30,32.7734
2021-08-31,32.6968
2021-09-01,32.7037
2021-09-02,33.1356
2021-09-03,33.1774
2021-09-04,33.1774
2021-09-05,33.1774
2021-09-06,33.1774
2021-09-07,33.3724
2021-09-08,34.8144
2021-09-09,34.8701
2021-09-10,35.3507
2021-09-11,35.3507
2021-09-12,35.3507
2021-09-13,34.1108
2021-09-14,34.3198
2021-09-15,33.5884
2021-09-16,34.0342
2021-09-17,33.9645
2021-09-18,33.9645
2021-09-19,33.9645
2021-09-20,34.48
2021-09-21,34.5845
2021-09-22,34.271
2021-09-23,34.5009
2021-09-24,34.7029
2021-09-25,34.7029
2021-09-26,34.7029
2021-09-27,33.3306
2021-09-28,32.9824
2021-09-29,33.1217
2021-09-30,26.466
2021-10-01,26.0467
2021-10-02,26.0467
2021-10-03,26.0467
2021-10-04,25.6438
2021-10-05,25.8453
2021-10-06,25.6656
2021-10-07,25.72
2021-10-08,25.524
2021-10-09,25.524
2021-10-10,25.524
2021-10-11,25.1211
2021-10-12,25.6002
2021-10-13,25.573
2021-10-14,25.7745
2021-10-15,25.72
2021-10-16,25.72
2021-10-17,25.72
2021-10-18,26.0576
2021-10-19,26.417
2021-10-20,26.2155
2021-10-21,26.3026
2021-10-22,26.1229
2021-10-23,26.1229
2021-10-24,26.1229
2021-10-25,26.3135
2021-10-26,25.9977
2021-10-27,25.4968
2021-10-28,25.4641
2021-10-29,25.818
2021-10-30,25.818
2021-10-31,25.818
2021-11-01,26.0413
2021-11-02,25.4154
2021-11-03,25.4148
2021-11-04,25.6793
2021-11-05,25.2508
2021-11-06,25.2508
2021-11-07,25.2508
2021-11-08,25.1027
2021-11-09,25.0709
2021-11-10,25.3619
2021-11-11,25.2561
2021-11-12,25.2667
2021-11-13,25.2667
2021-11-14,25.2667
2021-11-15,25.0551
2021-11-16,25.4677
2021-11-17,25.2614
2021-11-18,24.7271
2021-11-19,24.6212
2021-11-20,24.6212
2021-11-21,24.6212
2021-11-22,24.5101
2021-11-23,24.6265
2021-11-24,24.7905
2021-11-25,24.7905
2021-11-26,24.6583
2021-11-27,24.6583
2021-11-28,24.6583
2021-11-29,24.2562
2021-11-30,23.5209
2021-12-01,22.9865
2021-12-02,23.7325
2021-12-03,23.4891
2021-12-04,23.4891
2021-12-05,23.4891
2021-12-06,23.8171
2021-12-07,23.87
2021-12-08,23.9547
2021-12-09,23.6954
2021-12-10,23.6055
2021-12-11,23.6055
2021-12-12,23.6055
2021-12-13,23.5685
2021-12-14,27.1363
2021-12-15,26.1046
2021-12-16,26.8982
2021-12-17,27.0622
2021-12-18,27.0622
2021-12-19,27.0622
2021-12-20,27.1469
2021-12-21,27.6283
2021-12-22,27.2315
2021-12-23,27.2421
2021-12-24,27.2421
2021-12-25,27.2421
2021-12-26,27.2421
2021-12-27,27.6283
2021-12-28,27.676
2021-12-29,27.6442
2021-12-30,27.5754
2021-12-31,28.3842
2022-01-01,28.3842
2022-01-02,28.3842
2022-01-03,28.4762
2022-01-04,28.1679
2022-01-05,27.5404
2022-01-06,27.3511
2022-01-07,27.4863
2022-01-08,27.4863
2022-01-09,27.4863
2022-01-10,27.3836
2022-01-11,27.5783
2022-01-12,27.7676
2022-01-13,27.4539
2022-01-14,27.032
2022-01-15,27.032
2022-01-16,27.032
2022-01-17,27.032
2022-01-18,26.6696
2022-01-19,26.6912
2022-01-20,27.2213
2022-01-21,26.8968
2022-01-22,26.8968
2022-01-23,26.8968
2022-01-24,27.1239
2022-01-25,26.5019
2022-01-26,26.2098
2022-01-27,26.4911
2022-01-28,26.8914
2022-01-29,26.8914
2022-01-30,26.8914
2022-01-31,27.2538
2022-02-01,27.2808
2022-02-02,27.416
2022-02-03,27.3241
2022-02-04,27.1726
2022-02-05,27.1726
2022-02-06,27.1726
2022-02-07,27.0698
2022-02-08,27.2213
2022-02-09,27.3187
2022-02-10,27.0861
2022-02-11,27.0104
2022-02-12,27.0104
2022-02-13,27.0104
2022-02-14,26.7724
2022-02-15,27.0915
2022-02-16,27.032
2022-02-17,26.821
2022-02-18,26.7453
2022-02-19,26.7453
2022-02-20,26.7453
2022-02-21,26.7453
2022-02-22,26.583
2022-02-23,26.2964
2022-02-24,26.3721
2022-02-25,26.9833
2022-02-26,26.9833
2022-02-27,26.9833
2022-02-28,26.94
2022-03-01,27.4485
2022-03-02,28.0405
2022-03-03,27.0919
2022-03-04,26.4848
2022-03-05,26.4848
2022-03-06,26.4848
2022-03-07,25.8886
2022-03-08,25.0864
2022-03-09,26.0566
2022-03-10,25.9428
2022-03-11,25.7748
2022-03-12,25.7748
2022-03-13,25.7748
2022-03-14,25.7097
2022-03-15,27.2816
2022-03-16,27.7966
2022-03-17,27.9917
2022-03-18,28.5067
2022-03-19,28.5067
2022-03-20,28.5067
2022-03-21,28.1706
2022-03-22,28.3386
2022-03-23,28.1706
2022-03-24,28.5392
2022-03-25,28.9891
2022-03-26,28.9891
2022-03-27,28.9891
2022-03-28,28.8644
2022-03-29,29.0433
2022-03-30,28.9186
2022-03-31,30.2904
2022-04-01,30.2444
2022-04-02,30.2444
2022-04-03,30.2444
2022-04-04,30.2501
2022-04-05,30.3422
2022-04-06,30.5551
2022-04-07,30.5609
2022-04-08,30.3645
2022-04-09,30.3645
2022-04-10,30.3645
2022-04-11,30.3875
2022-04-12,30.4278
2022-04-13,30.4854
2022-04-14,30.4969
2022-04-15,30.4969
2022-04-16,30.4969
2022-04-17,30.4969
2022-04-18,30.186
2022-04-19,30.0881
2022-04-20,29.9557
2022-04-21,30.5257
2022-04-22,30.4912
2022-04-23,30.4912
2022-04-24,30.4912
2022-04-25,30.6524
2022-04-26,29.4662
2022-04-27,30.1457
2022-04-28,31.0842
2022-04-29,30.4566
2022-04-30,30.4566
2022-05-01,30.4566
2022-05-02,30.52
2022-05-03,30.376
2022-05-04,30.3933
2022-05-05,30.2378
2022-05-06,29.3646
2022-05-07,29.3646
2022-05-08,29.3646
2022-05-09,28.9212
2022-05-10,28.6275
2022-05-11,28.4145
2022-05-12,28.4202
2022-05-13,28.8579
2022-05-14,28.8579
2022-05-15,28.8579
2022-05-16,28.6333
2022-05-17,29.474
2022-05-18,28.0862
2022-05-19,28.1669
2022-05-20,27.9595
2022-05-21,27.9595
2022-05-22,27.9595
2022-05-23,28.7081
2022-05-24,28.3626
2022-05-25,28.4528
2022-05-26,28.6313
2022-05-27,29.495
2022-05-28,29.495
2022-05-29,29.495
2022-05-30,29.495
2022-05-31,29.0286
2022-06-01,28.7004
2022-06-02,28.8904
2022-06-03,28.7753
2022-06-04,28.7753
2022-06-05,28.7753
2022-06-06,29.0805
2022-06-07,29.4605
2022-06-08,28.781
2022-06-09,28.3607
2022-06-10,27.7964
2022-06-11,27.7964
2022-06-12,27.7964
2022-06-13,27.0133
2022-06-14,26.4548
2022-06-15,26.7254
2022-06-16,26.2821
2022-06-17,26.1899
2022-06-18,26.1899
2022-06-19,26.1899
2022-06-20,26.1899
2022-06-21,26.6794
2022-06-22,26.8118
2022-06-23,27.5488
2022-06-24,27.8828
2022-06-25,27.8828
2022-06-26,27.8828
2022-06-27,28.1534
2022-06-28,27.497
2022-06-29,27.5891
2022-06-30,35.764
2022-07-01,35.964
2022-07-02,35.964
2022-07-03,35.964
2022-07-04,35.964
2022-07-05,36.187
2022-07-06,36.433
2022-07-07,36.6945
2022-07-08,36.6099
2022-07-09,36.6099
2022-07-10,36.6099
2022-07-11,36.5407
2022-07-12,36.3331
2022-07-13,36.2254
2022-07-14,36.0024
2022-07-15,36.8329
2022-07-16,36.8329
2022-07-17,36.8329
2022-07-18,36.879
2022-07-19,37.2942
2022-07-20,37.1097
2022-07-21,37.3788
2022-07-22,37.3635
2022-07-23,37.3635
2022-07-24,37.3635
2022-07-25,37.2174
2022-07-26,36.879
2022-07-27,37.1789
2022-07-28,38.2016
2022-07-29,38.8783
2022-07-30,38.8783
2022-07-31,38.8783
2022-08-01,38.9475
2022-08-02,39.0244
2022-08-03,39.355
2022-08-04,39.4165
2022-08-05,39.0158
2022-08-06,39.0158
2022-08-07,39.0158
2022-08-08,38.9696
2022-08-09,38.9466
2022-08-10,39.6312
2022-08-11,38.7389
2022-08-12,38.8542
2022-08-13,38.8542
2022-08-14,38.8542
2022-08-15,38.985
2022-08-16,39.1773
2022-08-17,39.1158
2022-08-18,38.9004
2022-08-19,38.4927
2022-08-20,38.4927
2022-08-21,38.4927
2022-08-22,38.1619
2022-08-23,37.985
2022-08-24,38.1773
2022-08-25,38.6388
2022-08-26,37.8773
2022-08-27,37.8773
2022-08-28,37.8773
2022-08-29,37.4003
2022-08-30,37.4542
2022-08-31,37.3157
2022-09-01,36.9234
2022-09-02,37.008
2022-09-03,37.008
2022-09-04,37.008
2022-09-05,37.008
2022-09-06,37.508
2022-09-07,38.0696
2022-09-08,38.4715
2022-09-09,38.941
2022-09-10,38.941
2022-09-11,38.941
2022-09-12,39.2258
2022-09-13,38.3869
2022-09-14,38.1406
2022-09-15,37.5249
2022-09-16,37.2093
2022-09-17,37.2093
2022-09-18,37.2093
2022-09-19,37.294
2022-09-20,36.5166
2022-09-21,36.2857
2022-09-22,35.7469
2022-09-23,34.9696
2022-09-24,34.9696
2022-09-25,34.9696
2022-09-26,34.3308
2022-09-27,33.4841
2022-09-28,33.3841
2022-09-29,33.792
2022-09-30,33.9767
2022-10-01,33.9767
2022-10-02,33.9767
2022-10-03,34.3231
2022-10-04,36.0471
2022-10-05,35.593
2022-10-06,34.6848
2022-10-07,34.2253
2022-10-08,34.2253
2022-10-09,34.2253
2022-10-10,33.7868
2022-10-11,33.6406
2022-10-12,33.6406
2022-10-13,33.6406
2022-10-14,33.6406
2022-10-15,33.6406
2022-10-16,33.6406
2022-10-17,33.6406
2022-10-18,33.6406
2022-10-19,33.6406
2022-10-20,33.6406
2022-10-21,33.6406
2022-10-22,33.6406
2022-10-23,33.6406
2022-10-24,33.6406
2022-10-25,33.6406
2022-10-26,33.6406
2022-10-27,33.6406
2022-10-28,33.6406
2022-10-29,33.6406
2022-10-30,33.6406
2022-10-31,33.6406
2022-11-01,33.6406
2022-11-02,33.6406
2022-11-03,33.6406
2022-11-04,33.6406
2022-11-05,33.6406
2022-11-06,33.6406
2022-11-07,33.6406
2022-11-08,33.6406
2022-11-09,33.6406
2022-11-10,33.6406
2022-11-11,33.6406
2022-11-12,33.6406
2022-11-13,33.6406
2022-11-14,33.6406
2022-11-15,33.6406
2022-11-16,33.6406
2022-11-17,33.6406
2022-11-18,33.6406
2022-11-19,33.6406
2022-11-20,33.6406
2022-11-21,33.6406
2022-11-22,33.6406
2022-11-23,33.6406
2022-11-24,33.6406
2022-11-25,33.6406
2022-11-26,33.6406
2022-11-27,33.6406
2022-11-28,33.6406
2022-11-29,33.6406
2022-11-30,33.6406
2022-12-01,33.6406
2022-12-02,33.6406
2022-12-03,33.6406
2022-12-04,33.6406
2022-12-05,33.6406
2022-12-06,33.6406
2022-12-07,33.6406
2022-12-08,33.6406
2022-12-09,33.6406
2022-12-10,33.6406
2022-12-11,33.6406
2022-12-12,33.6406
2022-12-13,33.6406
2022-12-14,33.6406
2022-12-15,33.6406
2022-12-16,33.6406
2022-12-17,33.6406
2022-12-18,33.6406
2022-12-19,33.6406
2022-12-20,33.6406
2022-12-21,33.6406
2022-12-22,33.6406
2022-12-23,33.6406
2022-12-24,33.6406
2022-12-25,33.6406
2022-12-26,33.6406
2022-12-27,33.6406
2022-12-28,33.6406
2022-12-29,33.6406
2022-12-30,33.6406
2022-12-31,33.6406
2023-01-01,33.6406
2023-01-02,33.6406
2023-01-03,33.6406
2023-01-04,33.6406
2023-01-05,33.6406
2023-01-06,33.6406
2023-01-07,33.6406
2023-01-08,33.6406
2023-01-09,33.6406
2023-01-10,33.6406
2023-01-11,33.6406
2023-01-12,33.6406
2023-01-13,33.6406
2023-01-14,33.6406
2023-01-15,33.6406
2023-01-16,33.6406
2023-01-17,33.6406
2023-01-18,33.6406
2023-01-19,33.6406
2023-01-20,33.6406
2023-01-21,33.6406
2023-01-22,33.6406
2023-01-23,33.6406
2023-01-24,33.6406
2023-01-25,33.6406
2023-01-26,33.6406
2023-01-27,33.6406
2023-01-28,33.6406
2023-01-29,33.6406
2023-01-30,33.6406
2023-01-31,33.6406
2023-02-01,33.6406
2023-02-02,33.6406
2023-02-03,33.6406
2023-02-04,33.6406
2023-02-05,33.6406
2023-02-06,33.6406
2023-02-07,33.6406
2023-02-08,33.6406
2023-02-09,33.6406
2023-02-10,33.6406
2023-02-11,33.6406
2023-02-12,33.6406
2023-02-13,33.6406
2023-02-14,33.6406
2023-02-15,33.6406
2023-02-16,33.6406
2023-02-17,33.6406
2023-02-18,33.6406
2023-02-19,33.6406
2023-02-20,33.6406
2023-02-21,33.6406
2023-02-22,33.6406
2023-02-23,33.6406
2023-02-24,33.6406
2023-02-25,33.6406
2023-02-26,33.6406
2023-02-27,33.6406
2023-02-28,33.6406
2023-03-01,33.6406
2023-03-02,33.6406
2023-03-03,33.6406
2023-03-04,33.6406
2023-03-05,33.6406
2023-03-06,33.6406
2023-03-07,33.6406
2023-03-08,33.6406
2023-03-09,33.6406
2023-03-10,33.6406
2023-03-11,33.6406
2023-03-12,33.6406
2023-03-13,33.6406
2023-03-14,33.6406
2023-03-15,33.6406
2023-03-16,33.6406
2023-03-17,33.6406
