,NWE US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,21.1642
2020-01-02,20.9437
2020-01-03,20.9437
2020-01-04,20.9437
2020-01-05,20.9437
2020-01-06,20.9911
2020-01-07,20.9255
2020-01-08,20.9255
2020-01-09,21.0038
2020-01-10,21.084
2020-01-11,21.084
2020-01-12,21.084
2020-01-13,21.2753
2020-01-14,21.3172
2020-01-15,21.483
2020-01-16,21.6597
2020-01-17,21.7162
2020-01-18,21.7162
2020-01-19,21.7162
2020-01-20,21.7162
2020-01-21,21.8255
2020-01-22,21.8528
2020-01-23,21.8546
2020-01-24,21.9129
2020-01-25,21.9129
2020-01-26,21.9129
2020-01-27,21.8838
2020-01-28,21.9293
2020-01-29,21.9858
2020-01-30,22.1498
2020-01-31,22.1297
2020-02-01,22.1297
2020-02-02,22.1297
2020-02-03,22.1971
2020-02-04,22.1279
2020-02-05,22.2482
2020-02-06,22.2318
2020-02-07,22.0988
2020-02-08,22.0988
2020-02-09,22.0988
2020-02-10,22.1589
2020-02-11,22.199
2020-02-12,22.219
2020-02-13,22.4066
2020-02-14,22.4941
2020-02-15,22.4941
2020-02-16,22.4941
2020-02-17,22.4941
2020-02-18,22.6435
2020-02-19,22.731
2020-02-20,22.6727
2020-02-21,22.5105
2020-02-22,22.5105
2020-02-23,22.5105
2020-02-24,22.4084
2020-02-25,22.2224
2020-02-26,22.1677
2020-02-27,21.6883
2020-02-28,20.9299
2020-02-29,20.9299
2020-03-01,20.9299
2020-03-02,21.6573
2020-03-03,21.5534
2020-03-04,22.3081
2020-03-05,22.0857
2020-03-06,22.1276
2020-03-07,22.1276
2020-03-08,22.1276
2020-03-09,21.4738
2020-03-10,21.7839
2020-03-11,21.0471
2020-03-12,19.3603
2020-03-13,20.4198
2020-03-14,20.4198
2020-03-15,20.4198
2020-03-16,18.4977
2020-03-17,19.8709
2020-03-18,17.8686
2020-03-19,18.5543
2020-03-20,16.9058
2020-03-21,16.9058
2020-03-22,16.9058
2020-03-23,17.0298
2020-03-24,17.7027
2020-03-25,17.834
2020-03-26,18.8843
2020-03-27,19.0466
2020-03-28,19.0466
2020-03-29,19.0466
2020-03-30,19.333
2020-03-31,20.4423
2020-04-01,19.6268
2020-04-02,19.706
2020-04-03,19.0587
2020-04-04,19.0587
2020-04-05,19.0587
2020-04-06,20.2642
2020-04-07,20.0207
2020-04-08,20.7155
2020-04-09,21.3865
2020-04-10,21.3865
2020-04-11,21.3865
2020-04-12,21.3865
2020-04-13,21.1292
2020-04-14,21.345
2020-04-15,20.8006
2020-04-16,20.6601
2020-04-17,20.9986
2020-04-18,20.9986
2020-04-19,20.9986
2020-04-20,20.1395
2020-04-21,20.2998
2020-04-22,20.3156
2020-04-23,19.9879
2020-04-24,19.859
2020-04-25,19.859
2020-04-26,19.859
2020-04-27,20.2
2020-04-28,20.642
2020-04-29,20.4517
2020-04-30,20.0354
2020-05-01,19.7143
2020-05-02,19.7143
2020-05-03,19.7143
2020-05-04,19.7579
2020-05-05,19.9304
2020-05-06,19.3416
2020-05-07,19.6687
2020-05-08,20.1028
2020-05-09,20.1028
2020-05-10,20.1028
2020-05-11,19.9898
2020-05-12,19.7004
2020-05-13,19.4943
2020-05-14,19.5002
2020-05-15,19.3535
2020-05-16,19.3535
2020-05-17,19.3535
2020-05-18,20.0394
2020-05-19,19.8233
2020-05-20,20.0572
2020-05-21,20.0097
2020-05-22,20.0652
2020-05-23,20.0652
2020-05-24,20.0652
2020-05-25,20.0652
2020-05-26,20.3189
2020-05-27,20.5172
2020-05-28,20.5092
2020-05-29,20.5172
2020-05-30,20.5172
2020-05-31,20.5172
2020-06-01,20.5826
2020-06-02,20.535
2020-06-03,20.9097
2020-06-04,20.644
2020-06-05,21.0504
2020-06-06,21.0504
2020-06-07,21.0504
2020-06-08,21.1357
2020-06-09,20.9335
2020-06-10,20.6321
2020-06-11,19.8015
2020-06-12,19.6172
2020-06-13,19.6172
2020-06-14,19.6172
2020-06-15,19.7956
2020-06-16,19.863
2020-06-17,19.6806
2020-06-18,19.6429
2020-06-19,19.415
2020-06-20,19.415
2020-06-21,19.415
2020-06-22,19.4229
2020-06-23,19.3317
2020-06-24,19.078
2020-06-25,18.955
2020-06-26,18.9352
2020-06-27,18.9352
2020-06-28,18.9352
2020-06-29,19.3238
2020-06-30,19.9796
2020-07-01,20.1589
2020-07-02,20.1387
2020-07-03,20.1387
2020-07-04,20.1387
2020-07-05,20.1387
2020-07-06,20.028
2020-07-07,19.7339
2020-07-08,19.7883
2020-07-09,19.5567
2020-07-10,19.738
2020-07-11,19.738
2020-07-12,19.738
2020-07-13,19.6997
2020-07-14,19.7682
2020-07-15,19.9273
2020-07-16,19.9957
2020-07-17,20.0461
2020-07-18,20.0461
2020-07-19,20.0461
2020-07-20,19.7178
2020-07-21,19.889
2020-07-22,20.0642
2020-07-23,20.028
2020-07-24,20.034
2020-07-25,20.034
2020-07-26,20.034
2020-07-27,19.883
2020-07-28,20.2575
2020-07-29,20.3619
2020-07-30,20.3619
2020-07-31,20.3316
2020-08-01,20.3316
2020-08-02,20.3316
2020-08-03,20.2229
2020-08-04,20.4001
2020-08-05,20.4283
2020-08-06,20.3538
2020-08-07,20.6559
2020-08-08,20.6559
2020-08-09,20.6559
2020-08-10,20.4605
2020-08-11,20.2007
2020-08-12,20.2632
2020-08-13,20.1745
2020-08-14,20.1826
2020-08-15,20.1826
2020-08-16,20.1826
2020-08-17,20.0879
2020-08-18,19.9631
2020-08-19,19.8865
2020-08-20,19.7596
2020-08-21,19.7637
2020-08-22,19.7637
2020-08-23,19.7637
2020-08-24,19.957
2020-08-25,19.7999
2020-08-26,19.3951
2020-08-27,19.5119
2020-08-28,19.5179
2020-08-29,19.5179
2020-08-30,19.5179
2020-08-31,19.4011
2020-09-01,19.3729
2020-09-02,19.528
2020-09-03,19.5663
2020-09-04,19.4394
2020-09-05,19.4394
2020-09-06,19.4394
2020-09-07,19.4394
2020-09-08,19.242
2020-09-09,19.377
2020-09-10,19.2682
2020-09-11,19.1171
2020-09-12,19.1171
2020-09-13,19.1171
2020-09-14,19.0789
2020-09-15,19.0809
2020-09-16,19.1474
2020-09-17,19.0648
2020-09-18,18.807
2020-09-19,18.807
2020-09-20,18.807
2020-09-21,18.8533
2020-09-22,18.8875
2020-09-23,18.67
2020-09-24,18.7445
2020-09-25,18.807
2020-09-26,18.807
2020-09-27,18.807
2020-09-28,18.8996
2020-09-29,18.7506
2020-09-30,18.6826
2020-10-01,18.7561
2020-10-02,18.9589
2020-10-03,18.9589
2020-10-04,18.9589
2020-10-05,19.1259
2020-10-06,19.2273
2020-10-07,19.2949
2020-10-08,19.3704
2020-10-09,19.3823
2020-10-10,19.3823
2020-10-11,19.3823
2020-10-12,19.4877
2020-10-13,19.2412
2020-10-14,19.1517
2020-10-15,19.3744
2020-10-16,19.3247
2020-10-17,19.3247
2020-10-18,19.3247
2020-10-19,19.114
2020-10-20,19.1318
2020-10-21,19.3784
2020-10-22,19.7494
2020-10-23,20.2106
2020-10-24,20.2106
2020-10-25,20.2106
2020-10-26,20.2266
2020-10-27,20.1291
2020-10-28,19.4173
2020-10-29,19.2941
2020-10-30,19.3776
2020-10-31,19.3776
2020-11-01,19.3776
2020-11-02,19.6798
2020-11-03,20.0794
2020-11-04,19.7096
2020-11-05,19.7096
2020-11-06,19.5346
2020-11-07,19.5346
2020-11-08,19.5346
2020-11-09,20.4134
2020-11-10,20.8648
2020-11-11,20.8031
2020-11-12,20.3617
2020-11-13,20.6083
2020-11-14,20.6083
2020-11-15,20.6083
2020-11-16,21.1193
2020-11-17,21.0179
2020-11-18,20.6659
2020-11-19,20.6302
2020-11-20,20.6978
2020-11-21,20.6978
2020-11-22,20.6978
2020-11-23,21.0417
2020-11-24,21.2942
2020-11-25,21.3459
2020-11-26,21.3459
2020-11-27,21.1332
2020-11-28,21.1332
2020-11-29,21.1332
2020-11-30,20.5447
2020-12-01,20.5198
2020-12-02,20.482
2020-12-03,20.312
2020-12-04,20.4015
2020-12-05,20.4015
2020-12-06,20.4015
2020-12-07,20.3717
2020-12-08,20.322
2020-12-09,20.2862
2020-12-10,20.0715
2020-12-11,20.1411
2020-12-12,20.1411
2020-12-13,20.1411
2020-12-14,20.0874
2020-12-15,20.4472
2020-12-16,20.155
2020-12-17,20.149
2020-12-18,20.149
2020-12-19,20.149
2020-12-20,20.149
2020-12-21,19.9383
2020-12-22,20.2365
2020-12-23,20.155
2020-12-24,20.2683
2020-12-25,20.2683
2020-12-26,20.2683
2020-12-27,20.2683
2020-12-28,20.4174
2020-12-29,20.32
2020-12-30,20.4055
2020-12-31,22.7132
2021-01-01,22.7132
2021-01-02,22.7132
2021-01-03,22.7132
2021-01-04,22.4669
2021-01-05,22.3791
2021-01-06,22.8931
2021-01-07,22.5462
2021-01-08,22.4155
2021-01-09,22.4155
2021-01-10,22.4155
2021-01-11,22.3727
2021-01-12,22.5783
2021-01-13,22.7753
2021-01-14,22.6896
2021-01-15,22.8888
2021-01-16,22.8888
2021-01-17,22.8888
2021-01-18,22.8888
2021-01-19,22.5012
2021-01-20,22.2871
2021-01-21,22.1993
2021-01-22,22.0954
2021-01-23,22.0954
2021-01-24,22.0954
2021-01-25,22.2185
2021-01-26,21.9873
2021-01-27,21.9144
2021-01-28,21.983
2021-01-29,21.8909
2021-01-30,21.8909
2021-01-31,21.8909
2021-02-01,21.9937
2021-02-02,22.1008
2021-02-03,21.9616
2021-02-04,22.09
2021-02-05,22.3128
2021-02-06,22.3128
2021-02-07,22.3128
2021-02-08,22.2571
2021-02-09,22.4562
2021-02-10,22.5483
2021-02-11,22.5333
2021-02-12,22.3209
2021-02-13,22.3209
2021-02-14,22.3209
2021-02-15,22.3209
2021-02-16,22.4195
2021-02-17,22.5588
2021-02-18,22.6959
2021-02-19,22.7902
2021-02-20,22.7902
2021-02-21,22.7902
2021-02-22,22.4924
2021-02-23,22.9681
2021-02-24,23.1481
2021-02-25,23.0259
2021-02-26,22.7581
2021-02-27,22.7581
2021-02-28,22.7581
2021-03-01,23.0367
2021-03-02,22.9831
2021-03-03,22.8224
2021-03-04,22.9124
2021-03-05,23.2801
2021-03-06,23.2801
2021-03-07,23.2801
2021-03-08,23.4301
2021-03-09,23.2158
2021-03-10,23.5565
2021-03-11,23.5201
2021-03-12,23.7537
2021-03-13,23.7537
2021-03-14,23.7537
2021-03-15,23.953
2021-03-16,24.0173
2021-03-17,23.8887
2021-03-18,23.848
2021-03-19,23.863
2021-03-20,23.863
2021-03-21,23.863
2021-03-22,23.6701
2021-03-23,23.7923
2021-03-24,23.9037
2021-03-25,24.0687
2021-03-26,24.1223
2021-03-27,24.1223
2021-03-28,24.1223
2021-03-29,24.2766
2021-03-30,24.1737
2021-03-31,23.8018
2021-04-01,23.7181
2021-04-02,23.7181
2021-04-03,23.7181
2021-04-04,23.7181
2021-04-05,23.9775
2021-04-06,23.9503
2021-04-07,23.9252
2021-04-08,24.0151
2021-04-09,24.172
2021-04-10,24.172
2021-04-11,24.172
2021-04-12,24.3227
2021-04-13,24.2515
2021-04-14,24.3331
2021-04-15,24.4252
2021-04-16,24.7076
2021-04-17,24.7076
2021-04-18,24.7076
2021-04-19,24.6469
2021-04-20,24.8749
2021-04-21,24.8624
2021-04-22,24.6561
2021-04-23,24.453
2021-04-24,24.453
2021-04-25,24.453
2021-04-26,24.2435
2021-04-27,24.0425
2021-04-28,23.9461
2021-04-29,24.1856
2021-04-30,24.3938
2021-05-01,24.3938
2021-05-02,24.3938
2021-05-03,24.3499
2021-05-04,24.3164
2021-05-05,24.3415
2021-05-06,24.4879
2021-05-07,24.3331
2021-05-08,24.3331
2021-05-09,24.3331
2021-05-10,24.4524
2021-05-11,23.9838
2021-05-12,23.6114
2021-05-13,23.8018
2021-05-14,23.7808
2021-05-15,23.7808
2021-05-16,23.7808
2021-05-17,23.5507
2021-05-18,23.4566
2021-05-19,23.3332
2021-05-20,23.4064
2021-05-21,23.3687
2021-05-22,23.3687
2021-05-23,23.3687
2021-05-24,23.5068
2021-05-25,23.3938
2021-05-26,23.3729
2021-05-27,23.3415
2021-05-28,23.4147
2021-05-29,23.4147
2021-05-30,23.4147
2021-05-31,23.4147
2021-06-01,23.4231
2021-06-02,23.3959
2021-06-03,23.4712
2021-06-04,23.4754
2021-06-05,23.4754
2021-06-06,23.4754
2021-06-07,23.5152
2021-06-08,23.4901
2021-06-09,23.6888
2021-06-10,23.7285
2021-06-11,23.7829
2021-06-12,23.7829
2021-06-13,23.7829
2021-06-14,23.603
2021-06-15,23.7013
2021-06-16,23.5298
2021-06-17,23.5173
2021-06-18,22.9838
2021-06-19,22.9838
2021-06-20,22.9838
2021-06-21,23.193
2021-06-22,23.0549
2021-06-23,22.919
2021-06-24,22.9064
2021-06-25,22.9441
2021-06-26,22.9441
2021-06-27,22.9441
2021-06-28,22.9127
2021-06-29,22.6512
2021-06-30,21.6576
2021-07-01,21.8038
2021-07-02,21.6971
2021-07-03,21.6971
2021-07-04,21.6971
2021-07-05,21.6971
2021-07-06,21.6517
2021-07-07,21.8295
2021-07-08,21.6695
2021-07-09,21.7781
2021-07-10,21.7781
2021-07-11,21.7781
2021-07-12,21.8947
2021-07-13,21.8374
2021-07-14,21.9224
2021-07-15,22.1694
2021-07-16,22.1733
2021-07-17,22.1733
2021-07-18,22.1733
2021-07-19,21.8453
2021-07-20,22.0627
2021-07-21,21.9975
2021-07-22,21.9066
2021-07-23,22.205
2021-07-24,22.205
2021-07-25,22.205
2021-07-26,22.1358
2021-07-27,22.1516
2021-07-28,22.5468
2021-07-29,22.3294
2021-07-30,22.2348
2021-07-31,22.2348
2021-08-01,22.2348
2021-08-02,22.2207
2021-08-03,22.3314
2021-08-04,22.2248
2021-08-05,22.42
2021-08-06,22.3556
2021-08-07,22.3556
2021-08-08,22.3556
2021-08-09,22.3073
2021-08-10,22.2851
2021-08-11,22.3838
2021-08-12,22.3395
2021-08-13,22.4683
2021-08-14,22.4683
2021-08-15,22.4683
2021-08-16,22.5971
2021-08-17,22.8286
2021-08-18,22.5669
2021-08-19,22.5991
2021-08-20,22.7541
2021-08-21,22.7541
2021-08-22,22.7541
2021-08-23,22.6414
2021-08-24,22.5206
2021-08-25,22.5428
2021-08-26,22.428
2021-08-27,22.6354
2021-08-28,22.6354
2021-08-29,22.6354
2021-08-30,22.5669
2021-08-31,22.5589
2021-09-01,22.7138
2021-09-02,22.7823
2021-09-03,22.8004
2021-09-04,22.8004
2021-09-05,22.8004
2021-09-06,22.8004
2021-09-07,22.7118
2021-09-08,22.903
2021-09-09,22.7541
2021-09-10,22.3818
2021-09-11,22.3818
2021-09-12,22.3818
2021-09-13,22.3838
2021-09-14,22.2046
2021-09-15,22.261
2021-09-16,22.0738
2021-09-17,21.8625
2021-09-18,21.8625
2021-09-19,21.8625
2021-09-20,21.8283
2021-09-21,21.7458
2021-09-22,21.6572
2021-09-23,21.5143
2021-09-24,21.6008
2021-09-25,21.6008
2021-09-26,21.6008
2021-09-27,21.629
2021-09-28,21.4277
2021-09-29,21.5847
2021-09-30,20.6291
2021-10-01,20.755
2021-10-02,20.755
2021-10-03,20.755
2021-10-04,20.9477
2021-10-05,20.9044
2021-10-06,21.0873
2021-10-07,21.0637
2021-10-08,20.9379
2021-10-09,20.9379
2021-10-10,20.9379
2021-10-11,20.6665
2021-10-12,20.7373
2021-10-13,20.7156
2021-10-14,20.7432
2021-10-15,20.6016
2021-10-16,20.6016
2021-10-17,20.6016
2021-10-18,20.5406
2021-10-19,20.6685
2021-10-20,20.7451
2021-10-21,20.5485
2021-10-22,20.5839
2021-10-23,20.5839
2021-10-24,20.5839
2021-10-25,20.8357
2021-10-26,20.7735
2021-10-27,20.8076
2021-10-28,20.8859
2021-10-29,20.7795
2021-10-30,20.7795
2021-10-31,20.7795
2021-11-01,21.0145
2021-11-02,20.9301
2021-11-03,20.9904
2021-11-04,20.9361
2021-11-05,21.157
2021-11-06,21.157
2021-11-07,21.157
2021-11-08,20.7293
2021-11-09,20.7815
2021-11-10,21.0667
2021-11-11,21.0084
2021-11-12,20.9442
2021-11-13,20.9442
2021-11-14,20.9442
2021-11-15,21.1008
2021-11-16,20.4863
2021-11-17,20.3538
2021-11-18,20.6485
2021-11-19,20.6568
2021-11-20,20.6568
2021-11-21,20.6568
2021-11-22,20.9763
2021-11-23,20.9722
2021-11-24,21.0526
2021-11-25,21.0526
2021-11-26,20.8176
2021-11-27,20.8176
2021-11-28,20.8176
2021-11-29,20.9433
2021-11-30,20.7619
2021-12-01,20.7908
2021-12-02,20.8485
2021-12-03,20.8444
2021-12-04,20.8444
2021-12-05,20.8444
2021-12-06,21.0959
2021-12-07,20.9516
2021-12-08,21.0402
2021-12-09,20.9557
2021-12-10,21.0052
2021-12-11,21.0052
2021-12-12,21.0052
2021-12-13,20.8856
2021-12-14,20.7619
2021-12-15,20.9639
2021-12-16,20.9021
2021-12-17,20.7516
2021-12-18,20.7516
2021-12-19,20.7516
2021-12-20,20.6856
2021-12-21,20.599
2021-12-22,20.799
2021-12-23,20.8011
2021-12-24,20.8011
2021-12-25,20.8011
2021-12-26,20.8011
2021-12-27,20.8609
2021-12-28,21.0588
2021-12-29,21.133
