,NWE US Equity
2021-12-30,21.201
2021-12-31,20.4116
2022-01-01,20.4116
2022-01-02,20.4116
2022-01-03,20.3469
2022-01-04,20.4018
2022-01-05,20.3802
2022-01-06,20.3763
2022-01-07,20.4449
2022-01-08,20.4449
2022-01-09,20.4449
2022-01-10,20.3978
2022-01-11,20.2214
2022-01-12,20.2194
2022-01-13,20.3645
2022-01-14,20.5763
2022-01-15,20.5763
2022-01-16,20.5763
2022-01-17,20.5763
2022-01-18,20.5861
2022-01-19,20.488
2022-01-20,20.5272
2022-01-21,20.4606
2022-01-22,20.4606
2022-01-23,20.4606
2022-01-24,20.4488
2022-01-25,20.5116
2022-01-26,20.6076
2022-01-27,20.6037
2022-01-28,20.7037
2022-01-29,20.7037
2022-01-30,20.7037
2022-01-31,20.5998
2022-02-01,20.69
2022-02-02,20.6919
2022-02-03,20.6586
2022-02-04,20.5939
2022-02-05,20.5939
2022-02-06,20.5939
2022-02-07,20.5998
2022-02-08,20.6821
2022-02-09,20.7253
2022-02-10,20.2861
2022-02-11,20.5112
2022-02-12,20.5112
2022-02-13,20.5112
2022-02-14,20.5093
2022-02-15,20.5446
2022-02-16,20.5701
2022-02-17,20.8035
2022-02-18,20.8486
2022-02-19,20.8486
2022-02-20,20.8486
2022-02-21,20.8486
2022-02-22,20.8702
2022-02-23,20.5799
2022-02-24,20.5917
2022-02-25,21.0291
2022-02-26,21.0291
2022-02-27,21.0291
2022-02-28,21.0683
2022-03-01,20.8094
2022-03-02,20.9526
2022-03-03,21.1017
2022-03-04,21.3273
2022-03-05,21.3273
2022-03-06,21.3273
2022-03-07,21.3348
2022-03-08,21.2523
2022-03-09,21.1757
2022-03-10,21.0599
2022-03-11,21.0284
2022-03-12,21.0284
2022-03-13,21.0284
2022-03-14,20.7987
2022-03-15,20.8753
2022-03-16,20.7791
2022-03-17,20.6024
2022-03-18,20.4629
2022-03-19,20.4629
2022-03-20,20.4629
2022-03-21,20.6122
2022-03-22,20.4963
2022-03-23,20.514
2022-03-24,20.514
2022-03-25,20.7948
2022-03-26,20.7948
2022-03-27,20.7948
2022-03-28,20.8164
2022-03-29,20.9872
2022-03-30,20.9656
2022-03-31,21.0517
2022-04-01,21.1742
2022-04-02,21.1742
2022-04-03,21.1742
2022-04-04,20.9826
2022-04-05,21.1486
2022-04-06,21.3995
2022-04-07,21.0932
2022-04-08,21.1406
2022-04-09,21.1406
2022-04-10,21.1406
2022-04-11,20.9746
2022-04-12,21.0715
2022-04-13,20.8541
2022-04-14,20.9233
2022-04-15,20.9233
2022-04-16,20.9233
2022-04-17,20.9233
2022-04-18,20.9312
2022-04-19,21.2592
2022-04-20,21.4213
2022-04-21,21.4371
2022-04-22,21.2632
2022-04-23,21.2632
2022-04-24,21.2632
2022-04-25,20.8027
2022-04-26,20.7909
2022-04-27,20.7
2022-04-28,20.7158
2022-04-29,20.302
2022-04-30,20.302
2022-05-01,20.302
2022-05-02,20.0984
2022-05-03,20.4225
2022-05-04,20.7704
2022-05-05,20.634
2022-05-06,20.6992
2022-05-07,20.6992
2022-05-08,20.6992
2022-05-09,20.7427
2022-05-10,20.6755
2022-05-11,20.7467
2022-05-12,20.6755
2022-05-13,20.8139
2022-05-14,20.8139
2022-05-15,20.8139
2022-05-16,21.0293
2022-05-17,21.1953
2022-05-18,21.3119
2022-05-19,21.1558
2022-05-20,21.0807
2022-05-21,21.0807
2022-05-22,21.0807
2022-05-23,21.14
2022-05-24,21.3574
2022-05-25,21.393
2022-05-26,21.4088
2022-05-27,21.4938
2022-05-28,21.4938
2022-05-29,21.4938
2022-05-30,21.4938
2022-05-31,21.2072
2022-06-01,21.1617
2022-06-02,21.0728
2022-06-03,21.0431
2022-06-04,21.0431
2022-06-05,21.0431
2022-06-06,21.2269
2022-06-07,21.2882
2022-06-08,21.0708
2022-06-09,20.9087
2022-06-10,20.9206
2022-06-11,20.9206
2022-06-12,20.9206
2022-06-13,20.4324
2022-06-14,20.0194
2022-06-15,20.1992
2022-06-16,19.9699
2022-06-17,19.885
2022-06-18,19.885
2022-06-19,19.885
2022-06-20,19.885
2022-06-21,19.9541
2022-06-22,20.1597
2022-06-23,20.3455
2022-06-24,20.5728
2022-06-25,20.5728
2022-06-26,20.5728
2022-06-27,20.7447
2022-06-28,20.7289
2022-06-29,20.7269
2022-06-30,21.3221
2022-07-01,21.6381
2022-07-02,21.6381
2022-07-03,21.6381
2022-07-04,21.6381
2022-07-05,21.0405
2022-07-06,21.16
2022-07-07,20.9614
2022-07-08,20.8986
2022-07-09,20.8986
2022-07-10,20.8986
2022-07-11,21.0567
2022-07-12,21.006
2022-07-13,20.9047
2022-07-14,20.9432
2022-07-15,20.9898
2022-07-16,20.9898
2022-07-17,20.9898
2022-07-18,20.7528
2022-07-19,20.8581
2022-07-20,20.5481
2022-07-21,20.3476
2022-07-22,20.4246
2022-07-23,20.4246
2022-07-24,20.4246
2022-07-25,20.6008
2022-07-26,20.5765
2022-07-27,20.5421
2022-07-28,21.1184
2022-07-29,21.0344
2022-07-30,21.0344
2022-07-31,21.0344
2022-08-01,20.7969
2022-08-02,20.8305
2022-08-03,20.7633
2022-08-04,20.8495
2022-08-05,20.8347
2022-08-06,20.8347
2022-08-07,20.8347
2022-08-08,20.9167
2022-08-09,20.9881
2022-08-10,21.0344
2022-08-11,20.9503
2022-08-12,21.131
2022-08-13,21.131
2022-08-14,21.131
2022-08-15,21.2193
2022-08-16,21.2067
2022-08-17,21.2025
2022-08-18,21.2151
2022-08-19,21.2109
2022-08-20,21.2109
2022-08-21,21.2109
2022-08-22,21.0764
2022-08-23,21.0533
2022-08-24,20.9797
2022-08-25,21.0386
2022-08-26,21.0344
2022-08-27,21.0344
2022-08-28,21.0344
2022-08-29,20.9062
2022-08-30,20.7864
2022-08-31,20.5154
2022-09-01,20.6708
2022-09-02,20.5889
2022-09-03,20.5889
2022-09-04,20.5889
2022-09-05,20.5889
2022-09-06,20.5532
2022-09-07,20.778
2022-09-08,20.8558
2022-09-09,20.9818
2022-09-10,20.9818
2022-09-11,20.9818
2022-09-12,21.0869
2022-09-13,20.7759
2022-09-14,20.82
2022-09-15,20.6351
2022-09-16,20.6582
2022-09-17,20.6582
2022-09-18,20.6582
2022-09-19,20.7612
2022-09-20,20.654
2022-09-21,20.5175
2022-09-22,20.5679
2022-09-23,20.4565
2022-09-24,20.4565
2022-09-25,20.4565
2022-09-26,20.1855
2022-09-27,19.8766
2022-09-28,20.0342
2022-09-29,19.9501
2022-09-30,20.4135
2022-10-01,20.4135
2022-10-02,20.4135
2022-10-03,20.7419
2022-10-04,20.9407
2022-10-05,20.6728
2022-10-06,20.5907
2022-10-07,20.528
2022-10-08,20.528
2022-10-09,20.528
2022-10-10,20.4567
2022-10-11,20.6685
2022-10-12,20.4891
2022-10-13,20.7765
2022-10-14,20.6749
2022-10-15,20.6749
2022-10-16,20.6749
2022-10-17,20.8413
2022-10-18,21.0055
2022-10-19,20.9278
2022-10-20,20.8197
2022-10-21,21.0401
2022-10-22,21.0401
2022-10-23,21.0401
2022-10-24,20.9839
2022-10-25,21.007
2022-10-26,21.2871
2022-10-27,21.5962
2022-10-28,21.6451
2022-10-29,21.6451
2022-10-30,21.6451
2022-10-31,21.5117
2022-11-01,21.5161
2022-11-02,21.525
2022-11-03,21.3271
2022-11-04,21.4472
2022-11-05,21.4472
2022-11-06,21.4472
2022-11-07,21.1893
2022-11-08,21.2249
2022-11-09,21.216
2022-11-10,21.7563
2022-11-11,21.5829
2022-11-12,21.5829
2022-11-13,21.5829
2022-11-14,21.5673
2022-11-15,21.6896
2022-11-16,21.6985
2022-11-17,21.5717
2022-11-18,22.1121
2022-11-19,22.1121
2022-11-20,22.1121
2022-11-21,22.2143
2022-11-22,22.4145
2022-11-23,22.4189
2022-11-24,22.4189
2022-11-25,22.6679
2022-11-26,22.6679
2022-11-27,22.6679
2022-11-28,22.5545
2022-11-29,22.47
2022-11-30,22.7524
2022-12-01,22.5234
2022-12-02,22.6968
2022-12-03,22.6968
2022-12-04,22.6968
2022-12-05,22.708
2022-12-06,22.6101
2022-12-07,22.5456
2022-12-08,22.7435
2022-12-09,22.5968
2022-12-10,22.5968
2022-12-11,22.5968
2022-12-12,22.7191
2022-12-13,22.7747
2022-12-14,22.6502
2022-12-15,22.4078
2022-12-16,22.3744
2022-12-17,22.3744
2022-12-18,22.3744
2022-12-19,22.3967
2022-12-20,22.3789
2022-12-21,22.5679
2022-12-22,22.6257
2022-12-23,22.7702
2022-12-24,22.7702
2022-12-25,22.7702
2022-12-26,22.7702
2022-12-27,22.9303
2022-12-28,22.9059
2022-12-29,23.0682
2022-12-30,22.9408
2022-12-31,22.9408
2023-01-01,22.9408
2023-01-02,22.9408
2023-01-03,23.0397
2023-01-04,22.9496
2023-01-05,22.7388
2023-01-06,22.9211
2023-01-07,22.9211
2023-01-08,22.9211
2023-01-09,22.774
2023-01-10,22.6927
2023-01-11,22.7915
2023-01-12,22.8816
2023-01-13,22.7784
2023-01-14,22.7784
2023-01-15,22.7784
2023-01-16,22.7784
2023-01-17,22.6598
2023-01-18,22.3129
2023-01-19,22.1548
2023-01-20,22.1328
2023-01-21,22.1328
2023-01-22,22.1328
2023-01-23,22.1416
2023-01-24,22.3832
2023-01-25,22.2448
2023-01-26,22.3502
2023-01-27,22.3678
2023-01-28,22.3678
2023-01-29,22.3678
2023-01-30,22.1899
2023-01-31,22.3832
2023-02-01,22.5456
2023-02-02,22.8267
2023-02-03,22.5654
2023-02-04,22.5654
2023-02-05,22.5654
2023-02-06,22.4842
2023-02-07,22.4973
2023-02-08,22.3195
2023-02-09,22.0165
2023-02-10,22.3195
2023-02-11,22.3195
2023-02-12,22.3195
2023-02-13,22.3985
2023-02-14,22.2975
2023-02-15,22.3941
2023-02-16,22.4095
2023-02-17,23.1941
2023-02-18,23.1941
2023-02-19,23.1941
2023-02-20,23.1941
2023-02-21,23.1056
2023-02-22,23.042
2023-02-23,23.0034
2023-02-24,23.0238
2023-02-25,23.0238
2023-02-26,23.0238
2023-02-27,23.0624
2023-02-28,23.0352
2023-03-01,22.8194
2023-03-02,22.9534
2023-03-03,23.017
2023-03-04,23.017
2023-03-05,23.017
2023-03-06,23.0034
2023-03-07,22.774
2023-03-08,22.917
2023-03-09,22.7422
2023-03-10,22.5945
2023-03-11,22.5945
2023-03-12,22.5945
2023-03-13,22.6672
2023-03-14,22.7492
2023-03-15,22.7901
2023-03-16,22.9037
2023-03-17,22.7333
2023-03-18,22.7333
2023-03-19,22.7333
