,BERY US Equity
2022-02-02,15.216
2022-02-03,14.7994
2022-02-04,14.5793
2022-02-05,14.5793
2022-02-06,14.5793
2022-02-07,14.726
2022-02-08,14.7127
2022-02-09,14.7449
2022-02-10,14.7093
2022-02-11,14.6215
2022-02-12,14.6215
2022-02-13,14.6215
2022-02-14,14.6637
2022-02-15,14.796
2022-02-16,14.766
2022-02-17,14.716
2022-02-18,14.6719
2022-02-19,14.6719
2022-02-20,14.6719
2022-02-21,14.6719
2022-02-22,14.582
2022-02-23,14.5076
2022-02-24,14.4343
2022-02-25,14.6464
2022-02-26,14.6464
2022-02-27,14.6464
2022-02-28,14.4765
2022-03-01,14.2033
2022-03-02,14.2577
2022-03-03,14.2733
2022-03-04,14.069
2022-03-05,14.069
2022-03-06,14.069
2022-03-07,13.6548
2022-03-08,13.737
2022-03-09,14.0445
2022-03-10,14.0512
2022-03-11,14.039
2022-03-12,14.039
2022-03-13,14.039
2022-03-14,14.2122
2022-03-15,14.2266
2022-03-16,14.3144
2022-03-17,14.401
2022-03-18,14.4421
2022-03-19,14.4421
2022-03-20,14.4421
2022-03-21,14.3366
2022-03-22,14.4154
2022-03-23,14.1922
2022-03-24,14.1745
2022-03-25,14.2577
2022-03-26,14.2577
2022-03-27,14.2577
2022-03-28,14.21
2022-03-29,14.492
2022-03-30,14.2866
2022-03-31,14.1778
2022-04-01,14.3812
2022-04-02,14.3812
2022-04-03,14.3812
2022-04-04,14.2389
2022-04-05,14.1562
2022-04-06,14.1109
2022-04-07,13.9852
2022-04-08,14.048
2022-04-09,14.048
2022-04-10,14.048
2022-04-11,14.1264
2022-04-12,14.0569
2022-04-13,14.1164
2022-04-14,14.1153
2022-04-15,14.1153
2022-04-16,14.1153
2022-04-17,14.1153
2022-04-18,13.9609
2022-04-19,14.2433
2022-04-20,14.3536
2022-04-21,14.3536
2022-04-22,14.1738
2022-04-23,14.1738
2022-04-24,14.1738
2022-04-25,14.1341
2022-04-26,13.9488
2022-04-27,14.0646
2022-04-28,14.2047
2022-04-29,14.0447
2022-04-30,14.0447
2022-05-01,14.0447
2022-05-02,14.1098
2022-05-03,14.197
2022-05-04,14.4209
2022-05-05,13.9787
2022-05-06,14.133
2022-05-07,14.133
2022-05-08,14.133
2022-05-09,13.7362
2022-05-10,13.6394
2022-05-11,13.4533
2022-05-12,13.4331
2022-05-13,13.5554
2022-05-14,13.5554
2022-05-15,13.5554
2022-05-16,13.566
2022-05-17,13.8107
2022-05-18,13.5511
2022-05-19,13.6479
2022-05-20,13.6415
2022-05-21,13.6415
2022-05-22,13.6415
2022-05-23,13.8117
2022-05-24,13.8447
2022-05-25,13.8851
2022-05-26,14.0149
2022-05-27,14.1149
2022-05-28,14.1149
2022-05-29,14.1149
2022-05-30,14.1149
2022-05-31,14.033
2022-06-01,13.9872
2022-06-02,14.1489
2022-06-03,14.1425
2022-06-04,14.1425
2022-06-05,14.1425
2022-06-06,14.2553
2022-06-07,14.2404
2022-06-08,14.1681
2022-06-09,14.1042
2022-06-10,13.9043
2022-06-11,13.9043
2022-06-12,13.9043
2022-06-13,13.6139
2022-06-14,13.5884
2022-06-15,13.633
2022-06-16,13.2554
2022-06-17,13.3512
2022-06-18,13.3512
2022-06-19,13.3512
2022-06-20,13.3512
2022-06-21,13.3756
2022-06-22,13.3969
2022-06-23,13.5575
2022-06-24,13.9064
2022-06-25,13.9064
2022-06-26,13.9064
2022-06-27,13.9266
2022-06-28,13.8022
2022-06-29,13.6735
2022-06-30,13.6405
2022-07-01,13.75
2022-07-02,13.75
2022-07-03,13.75
2022-07-04,13.75
2022-07-05,13.6516
2022-07-06,13.643
2022-07-07,13.6473
2022-07-08,13.4665
2022-07-09,13.4665
2022-07-10,13.4665
2022-07-11,13.443
2022-07-12,13.4943
2022-07-13,13.4794
2022-07-14,13.4548
2022-07-15,13.459
2022-07-16,13.459
2022-07-17,13.459
2022-07-18,13.5083
2022-07-19,13.689
2022-07-20,13.7832
2022-07-21,13.9019
2022-07-22,13.8709
2022-07-23,13.8709
2022-07-24,13.8709
2022-07-25,13.872
2022-07-26,13.8431
2022-07-27,13.9383
2022-07-28,13.9629
2022-07-29,13.9875
2022-07-30,13.9875
2022-07-31,13.9875
2022-08-01,13.9918
2022-08-02,13.6848
2022-08-03,13.6323
2022-08-04,13.536
2022-08-05,13.4826
2022-08-06,13.4826
2022-08-07,13.4826
2022-08-08,13.5914
2022-08-09,13.5678
2022-08-10,13.8739
2022-08-11,13.8564
2022-08-12,13.9632
2022-08-13,13.9632
2022-08-14,13.9632
2022-08-15,14.028
2022-08-16,14.1081
2022-08-17,13.9571
2022-08-18,13.9314
2022-08-19,13.8492
2022-08-20,13.8492
2022-08-21,13.8492
2022-08-22,13.6705
2022-08-23,13.763
2022-08-24,13.7383
2022-08-25,13.8092
2022-08-26,13.5452
2022-08-27,13.5452
2022-08-28,13.5452
2022-08-29,13.5688
2022-08-30,13.4877
2022-08-31,13.4004
2022-09-01,13.3614
2022-09-02,13.3655
2022-09-03,13.3655
2022-09-04,13.3655
2022-09-05,13.3655
2022-09-06,13.2905
2022-09-07,13.5154
2022-09-08,13.5873
2022-09-09,13.7619
2022-09-10,13.7619
2022-09-11,13.7619
2022-09-12,13.8123
2022-09-13,13.5278
2022-09-14,13.309
2022-09-15,13.3347
2022-09-16,13.1426
2022-09-17,13.1426
2022-09-18,13.1426
2022-09-19,13.2196
2022-09-20,13.0224
2022-09-21,12.891
2022-09-22,12.7235
2022-09-23,12.6979
2022-09-24,12.6979
2022-09-25,12.6979
2022-09-26,12.5859
2022-09-27,12.5448
2022-09-28,12.7133
2022-09-29,12.627
2022-09-30,11.4428
2022-10-01,11.4428
2022-10-02,11.4428
2022-10-03,11.5495
2022-10-04,11.7006
2022-10-05,11.6875
2022-10-06,11.6321
2022-10-07,11.4599
2022-10-08,11.4599
2022-10-09,11.4599
2022-10-10,11.4589
2022-10-11,11.4659
2022-10-12,11.3884
2022-10-13,11.5082
2022-10-14,11.4498
2022-10-15,11.4498
2022-10-16,11.4498
2022-10-17,11.5556
2022-10-18,11.6231
2022-10-19,11.5344
2022-10-20,11.4065
2022-10-21,11.5364
2022-10-22,11.5364
2022-10-23,11.5364
2022-10-24,11.4941
2022-10-25,11.5395
2022-10-26,11.5193
2022-10-27,11.4377
2022-10-28,11.617
2022-10-29,11.617
2022-10-30,11.617
2022-10-31,11.5223
2022-11-01,11.5656
2022-11-02,11.4236
2022-11-03,11.4045
2022-11-04,11.5757
2022-11-05,11.5757
2022-11-06,11.5757
2022-11-07,11.6644
2022-11-08,11.6825
2022-11-09,11.6593
2022-11-10,11.9897
2022-11-11,12.0008
2022-11-12,12.0008
2022-11-13,12.0008
2022-11-14,11.897
2022-11-15,12.0894
2022-11-16,12.0944
2022-11-17,12.2627
2022-11-18,12.2166
2022-11-19,12.2166
2022-11-20,12.2166
2022-11-21,12.1687
2022-11-22,12.3265
2022-11-23,12.4415
2022-11-24,12.4415
2022-11-25,12.4694
2022-11-26,12.4694
2022-11-27,12.4694
2022-11-28,12.4125
2022-11-29,12.4664
2022-11-30,12.6113
2022-12-01,12.8072
2022-12-02,12.8391
2022-12-03,12.8391
2022-12-04,12.8391
2022-12-05,12.8361
2022-12-06,12.8981
2022-12-07,12.8271
2022-12-08,12.8162
2022-12-09,12.7542
2022-12-10,12.7542
2022-12-11,12.7542
2022-12-12,12.8491
2022-12-13,12.9201
2022-12-14,12.8801
2022-12-15,12.7552
2022-12-16,12.7262
2022-12-17,12.7262
2022-12-18,12.7262
2022-12-19,12.6473
2022-12-20,12.6353
2022-12-21,12.6863
2022-12-22,12.6383
2022-12-23,12.7342
2022-12-24,12.7342
2022-12-25,12.7342
2022-12-26,12.7342
2022-12-27,12.8311
2022-12-28,12.6923
2022-12-29,12.8172
2022-12-30,13.5792
2022-12-31,13.5792
2023-01-01,13.5792
2023-01-02,13.5792
2023-01-03,13.5822
2023-01-04,13.6898
2023-01-05,13.6147
2023-01-06,13.5732
2023-01-07,13.5732
2023-01-08,13.5732
2023-01-09,13.5821
2023-01-10,13.5722
2023-01-11,13.6021
2023-01-12,13.5981
2023-01-13,13.5781
2023-01-14,13.5781
2023-01-15,13.5781
2023-01-16,13.5781
2023-01-17,13.5134
2023-01-18,13.4108
2023-01-19,13.3092
2023-01-20,13.364
2023-01-21,13.364
2023-01-22,13.364
2023-01-23,13.4108
2023-01-24,13.3222
2023-01-25,13.2415
2023-01-26,13.355
2023-01-27,13.4118
2023-01-28,13.4118
2023-01-29,13.4118
2023-01-30,13.4188
2023-01-31,13.5961
2023-02-01,13.5921
2023-02-02,13.9381
2023-02-03,13.8299
2023-02-04,13.8299
2023-02-05,13.8299
2023-02-06,13.7386
2023-02-07,13.7307
2023-02-08,13.5659
2023-02-09,13.5451
2023-02-10,13.6255
2023-02-11,13.6255
2023-02-12,13.6255
2023-02-13,13.7029
2023-02-14,13.7108
2023-02-15,13.7585
2023-02-16,13.6552
2023-02-17,13.69
2023-02-18,13.69
2023-02-19,13.69
2023-02-20,13.69
2023-02-21,13.5381
2023-02-22,13.5113
2023-02-23,13.5252
2023-02-24,13.5361
2023-02-25,13.5361
2023-02-26,13.5361
2023-02-27,13.5877
2023-02-28,13.6116
2023-03-01,13.7436
2023-03-02,13.7476
2023-03-03,13.7892
2023-03-04,13.7892
2023-03-05,13.7892
2023-03-06,13.5867
2023-03-07,13.5341
2023-03-08,13.4547
2023-03-09,13.3297
2023-03-10,13.1669
2023-03-11,13.1669
2023-03-12,13.1669
2023-03-13,13.0736
2023-03-14,13.15
2023-03-15,12.9425
2023-03-16,13.0229
2023-03-17,12.8443
2023-03-18,12.8443
2023-03-19,12.8443
2023-03-20,12.9753
