,AL US Equity
2023-03-19,55.8991
2023-03-20,56.0936
2023-03-21,56.3197
2023-03-22,56.0827
2023-03-23,55.9355
2023-03-24,55.9383
2023-03-25,55.9383
2023-03-26,55.9383
2023-03-27,56.1317
2023-03-28,56.1481
2023-03-29,56.2407
2023-03-30,56.4832
2023-03-31,19.9549
2023-04-01,19.9549
2023-04-02,19.9549
2023-04-03,19.9096
2023-04-04,19.8745
2023-04-05,19.856
2023-04-06,19.9105
2023-04-07,19.9105
2023-04-08,19.9105
2023-04-09,19.9105
2023-04-10,19.9466
2023-04-11,19.9207
2023-04-12,19.9844
2023-04-13,19.9937
2023-04-14,19.9697
2023-04-15,19.9697
2023-04-16,19.9697
2023-04-17,19.9965
2023-04-18,20.0131
2023-04-19,19.9918
2023-04-20,19.9253
2023-04-21,19.954
2023-04-22,19.954
2023-04-23,19.954
2023-04-24,19.9189
2023-04-25,19.8597
2023-04-26,19.8782
2023-04-27,19.9844
2023-04-28,20.0334
2023-04-29,20.0334
2023-04-30,20.0334
2023-05-01,20.0306
2023-05-02,19.9059
2023-05-03,19.8246
2023-05-04,19.686
2023-05-05,19.8135
2023-05-06,19.8135
2023-05-07,19.8135
2023-05-08,19.7877
2023-05-09,19.8403
2023-05-10,19.8283
2023-05-11,19.844
2023-05-12,19.8376
2023-05-13,19.8376
2023-05-14,19.8376
2023-05-15,19.8782
2023-05-16,19.8172
2023-05-17,19.9133
2023-05-18,19.9281
2023-05-19,19.9041
2023-05-20,19.9041
2023-05-21,19.9041
2023-05-22,19.9161
2023-05-23,19.9392
2023-05-24,19.8486
2023-05-25,19.9096
2023-05-26,19.9105
2023-05-27,19.9105
2023-05-28,19.9105
2023-05-29,19.9105
2023-05-30,19.8847
2023-05-31,19.8302
2023-06-01,19.9309
2023-06-02,20.0371
2023-06-03,20.0371
2023-06-04,20.0371
2023-06-05,20.0177
2023-06-06,20.0741
2023-06-07,20.1997
2023-06-08,20.1702
2023-06-09,20.1591
2023-06-10,20.1591
2023-06-11,20.1591
2023-06-12,20.2284
2023-06-13,20.22
2023-06-14,20.1702
2023-06-15,20.2284
2023-06-16,20.1498
2023-06-17,20.1498
2023-06-18,20.1498
2023-06-19,20.1498
2023-06-20,20.1018
2023-06-21,20.1009
2023-06-22,20.1073
2023-06-23,20.0297
2023-06-24,20.0297
2023-06-25,20.0297
2023-06-26,20.0898
2023-06-27,20.148
2023-06-28,20.1544
2023-06-29,20.1258
2023-06-30,18.6927
2023-07-01,18.6927
2023-07-02,18.6927
2023-07-03,18.7014
2023-07-04,18.7014
2023-07-05,18.6717
2023-07-06,18.6073
2023-07-07,18.6482
2023-07-08,18.6482
2023-07-09,18.6482
2023-07-10,18.7022
2023-07-11,18.7563
2023-07-12,18.8173
2023-07-13,18.846
2023-07-14,18.7449
2023-07-15,18.7449
2023-07-16,18.7449
2023-07-17,18.7963
2023-07-18,18.9044
2023-07-19,18.9183
2023-07-20,18.9663
2023-07-21,18.8277
2023-07-22,18.8277
2023-07-23,18.8277
2023-07-24,18.7798
2023-07-25,18.6805
2023-07-26,18.663
2023-07-27,18.5916
2023-07-28,18.677
2023-07-29,18.677
2023-07-30,18.677
2023-07-31,18.7354
2023-08-01,18.7258
2023-08-02,18.6883
2023-08-03,18.6242
2023-08-04,18.6556
2023-08-05,18.6556
2023-08-06,18.6556
2023-08-07,18.7174
2023-08-08,18.7209
2023-08-09,18.6408
2023-08-10,18.6381
2023-08-11,18.666
2023-08-12,18.666
2023-08-13,18.666
2023-08-14,18.6608
2023-08-15,18.6068
2023-08-16,18.5815
2023-08-17,18.5318
2023-08-18,18.5606
2023-08-19,18.5606
2023-08-20,18.5606
2023-08-21,18.5466
2023-08-22,18.5527
2023-08-23,18.5684
2023-08-24,18.5275
2023-08-25,18.5318
2023-08-26,18.5318
2023-08-27,18.5318
2023-08-28,18.5998
2023-08-29,18.6277
2023-08-30,18.5763
2023-08-31,18.5981
2023-09-01,18.6373
2023-09-02,18.6373
2023-09-03,18.6373
2023-09-04,18.6373
2023-09-05,18.5632
2023-09-06,18.6172
2023-09-07,18.5562
2023-09-08,18.578
2023-09-09,18.578
2023-09-10,18.578
2023-09-11,18.4891
2023-09-12,18.436
2023-09-13,18.4551
2023-09-14,18.476
2023-09-15,18.5118
2023-09-16,18.5118
2023-09-17,18.5118
2023-09-18,18.5536
2023-09-19,18.5388
2023-09-20,18.5562
2023-09-21,18.5405
2023-09-22,18.4778
2023-09-23,18.4778
2023-09-24,18.4778
2023-09-25,18.5179
2023-09-26,18.4682
2023-09-27,18.4882
2023-09-28,18.4874
2023-09-29,17.4172
2023-09-30,17.4172
2023-10-01,17.4172
2023-10-02,17.3145
2023-10-03,17.2102
2023-10-04,17.2483
2023-10-05,17.2806
2023-10-06,17.2806
2023-10-07,17.2806
2023-10-08,17.2806
2023-10-09,17.1796
2023-10-10,17.1829
2023-10-11,17.2417
2023-10-12,17.1746
2023-10-13,17.1134
2023-10-14,17.1134
2023-10-15,17.1134
2023-10-16,17.1589
2023-10-17,17.197
2023-10-18,17.0521
2023-10-19,17.0207
2023-10-20,16.9983
2023-10-21,16.9983
2023-10-22,16.9983
2023-10-23,17.0066
2023-10-24,17.0058
2023-10-25,16.961
2023-10-26,16.961
2023-10-27,16.9503
2023-10-28,16.9503
2023-10-29,16.9503
2023-10-30,16.9776
2023-10-31,17.0215
2023-11-01,17.0322
2023-11-02,17.0803
2023-11-03,17.2036
2023-11-04,17.2036
2023-11-05,17.2036
2023-11-06,17.2318
2023-11-07,17.168
2023-11-08,17.1962
2023-11-09,17.1721
2023-11-10,17.2475
2023-11-11,17.2475
2023-11-12,17.2475
2023-11-13,17.2003
2023-11-14,17.2723
2023-11-15,17.3278
2023-11-16,17.2823
2023-11-17,17.365
2023-11-18,17.365
2023-11-19,17.365
2023-11-20,17.3443
2023-11-21,17.3311
2023-11-22,17.3253
2023-11-23,17.3253
2023-11-24,17.3236
2023-11-25,17.3236
2023-11-26,17.3236
2023-11-27,17.3145
2023-11-28,17.3054
2023-11-29,17.3195
2023-11-30,17.3659
2023-12-01,17.4395
2023-12-02,17.4395
2023-12-03,17.4395
2023-12-04,17.4164
2023-12-05,17.365
2023-12-06,17.3783
2023-12-07,17.4114
2023-12-08,17.447
2023-12-09,17.447
2023-12-10,17.447
2023-12-11,17.4412
2023-12-12,17.3948
2023-12-13,17.4743
2023-12-14,17.591
2023-12-15,17.5331
2023-12-16,17.5331
2023-12-17,17.5331
2023-12-18,17.5083
2023-12-19,17.5604
2023-12-20,17.5107
2023-12-21,17.5794
2023-12-22,17.6399
2023-12-23,17.6399
2023-12-24,17.6399
2023-12-25,17.6399
2023-12-26,17.6316
2023-12-27,17.6283
2023-12-28,17.6349
2023-12-29,16.5652
2023-12-30,16.5652
2023-12-31,16.5652
2024-01-01,16.5652
2024-01-02,16.5045
2024-01-03,16.3739
2024-01-04,16.4073
2024-01-05,16.4369
2024-01-06,16.4369
2024-01-07,16.4369
2024-01-08,16.4574
2024-01-09,16.4202
2024-01-10,16.4589
2024-01-11,16.4665
2024-01-12,16.4096
2024-01-13,16.4096
2024-01-14,16.4096
2024-01-15,16.4096
2024-01-16,16.3997
2024-01-17,16.4073
2024-01-18,16.4005
2024-01-19,16.4506
2024-01-20,16.4506
2024-01-21,16.4506
2024-01-22,16.4969
2024-01-23,16.5288
2024-01-24,16.506
2024-01-25,16.6017
2024-01-26,16.6199
2024-01-27,16.6199
2024-01-28,16.6199
2024-01-29,16.654
2024-01-30,16.6563
2024-01-31,16.5553
2024-02-01,16.6343
2024-02-02,16.6457
2024-02-03,16.6457
2024-02-04,16.6457
2024-02-05,16.5918
2024-02-06,16.6085
2024-02-07,16.6123
2024-02-08,16.5584
2024-02-09,16.5713
2024-02-10,16.5713
2024-02-11,16.5713
2024-02-12,16.6115
2024-02-13,16.5219
2024-02-14,16.5918
2024-02-15,16.6556
2024-02-16,16.4992
2024-02-17,16.4992
2024-02-18,16.4992
2024-02-19,16.4992
2024-02-20,16.4589
2024-02-21,16.4081
2024-02-22,16.405
2024-02-23,16.4157
2024-02-24,16.4157
2024-02-25,16.4157
2024-02-26,16.3997
2024-02-27,16.4035
2024-02-28,16.4005
2024-02-29,16.4255
2024-03-01,16.4104
2024-03-02,16.4104
2024-03-03,16.4104
2024-03-04,16.5599
2024-03-05,16.6244
2024-03-06,16.676
2024-03-07,16.711
2024-03-08,16.7064
2024-03-09,16.7064
2024-03-10,16.7064
2024-03-11,16.7444
2024-03-12,16.8408
2024-03-13,16.919
2024-03-14,16.903
2024-03-15,16.9592
2024-03-16,16.9592
2024-03-17,16.9592
2024-03-18,16.9182
2024-03-19,16.9107
2024-03-20,16.9336
2024-03-21,16.9648
2024-03-22,17.0585
2024-03-23,17.0585
2024-03-24,17.0585
2024-03-25,17.1201
2024-03-26,17.2123
2024-03-27,17.2465
2024-03-28,17.2983
2024-03-29,17.2983
2024-03-30,17.2983
2024-03-31,17.2983
2024-04-01,17.2785
2024-04-02,17.1993
2024-04-03,17.2222
2024-04-04,17.2016
2024-04-05,17.2298
2024-04-06,17.2298
2024-04-07,17.2298
2024-04-08,17.2191
