,UVE US Equity
2023-03-16,19.7769
2023-03-17,19.7769
2023-03-18,19.7769
2023-03-19,19.7769
2023-03-20,19.7769
2023-03-21,19.7769
2023-03-22,19.7769
2023-03-23,19.7769
2023-03-24,19.7769
2023-03-25,19.7769
2023-03-26,19.7769
2023-03-27,19.7769
2023-03-28,19.7769
2023-03-29,19.7769
2023-03-30,19.7769
2023-03-31,19.7769
2023-04-01,19.7769
2023-04-02,19.7769
2023-04-03,19.7769
2023-04-04,19.7769
2023-04-05,19.7769
2023-04-06,19.7769
2023-04-07,19.7769
2023-04-08,19.7769
2023-04-09,19.7769
2023-04-10,19.7769
2023-04-11,19.7769
2023-04-12,19.7769
2023-04-13,19.7769
2023-04-14,19.7769
2023-04-15,19.7769
2023-04-16,19.7769
2023-04-17,19.7769
2023-04-18,19.7769
2023-04-19,19.7769
2023-04-20,19.7769
2023-04-21,19.7769
2023-04-22,19.7769
2023-04-23,19.7769
2023-04-24,19.7769
2023-04-25,19.7769
2023-04-26,19.7769
2023-04-27,19.7769
2023-04-28,19.7769
2023-04-29,19.7769
2023-04-30,19.7769
2023-05-01,19.7769
2023-05-02,19.7769
2023-05-03,19.7769
2023-05-04,19.7769
2023-05-05,19.7769
2023-05-06,19.7769
2023-05-07,19.7769
2023-05-08,19.7769
2023-05-09,19.7769
2023-05-10,19.7769
2023-05-11,19.7769
2023-05-12,19.7769
2023-05-13,19.7769
2023-05-14,19.7769
2023-05-15,19.7769
2023-05-16,19.7769
2023-05-17,19.7769
2023-05-18,19.7769
2023-05-19,19.7769
2023-05-20,19.7769
2023-05-21,19.7769
2023-05-22,19.7769
2023-05-23,19.7769
2023-05-24,19.7769
2023-05-25,19.7769
2023-05-26,19.7769
2023-05-27,19.7769
2023-05-28,19.7769
2023-05-29,19.7769
2023-05-30,19.7769
2023-05-31,19.7769
2023-06-01,19.7769
2023-06-02,19.7769
2023-06-03,19.7769
2023-06-04,19.7769
2023-06-05,19.7769
2023-06-06,19.7769
2023-06-07,19.7769
2023-06-08,19.7769
2023-06-09,19.7769
2023-06-10,19.7769
2023-06-11,19.7769
2023-06-12,19.7769
2023-06-13,19.7769
2023-06-14,19.7769
2023-06-15,19.7769
2023-06-16,19.7769
2023-06-17,19.7769
2023-06-18,19.7769
2023-06-19,19.7769
2023-06-20,19.7769
2023-06-21,19.7769
2023-06-22,19.7769
2023-06-23,19.7769
2023-06-24,19.7769
2023-06-25,19.7769
2023-06-26,19.7769
2023-06-27,19.7769
2023-06-28,19.7769
2023-06-29,19.7769
2023-06-30,20.3033
2023-07-01,20.3033
2023-07-02,20.3033
2023-07-03,20.8024
2023-07-04,20.8024
2023-07-05,19.416
2023-07-06,18.5841
2023-07-07,18.3808
2023-07-08,18.3808
2023-07-09,18.3808
2023-07-10,18.8984
2023-07-11,19.5639
2023-07-12,19.9521
2023-07-13,20.2663
2023-07-14,19.8227
2023-07-15,19.8227
2023-07-16,19.8227
2023-07-17,20.3588
2023-07-18,20.5991
2023-07-19,20.1184
2023-07-20,20.9318
2023-07-21,20.5991
2023-07-22,20.5991
2023-07-23,20.5991
2023-07-24,20.8763
2023-07-25,20.7839
2023-07-26,20.9873
2023-07-27,21.2446
2023-07-28,19.1439
2023-07-29,19.1439
2023-07-30,19.1439
2023-07-31,20.1483
2023-08-01,19.8195
2023-08-02,19.0889
2023-08-03,18.7783
2023-08-04,17.9746
2023-08-05,17.9746
2023-08-06,17.9746
2023-08-07,18.4313
2023-08-08,18.2669
2023-08-09,17.9198
2023-08-10,17.1891
2023-08-11,17.6458
2023-08-12,17.6458
2023-08-13,17.6458
2023-08-14,17.4631
2023-08-15,17.4631
2023-08-16,17.2074
2023-08-17,16.8055
2023-08-18,16.7142
2023-08-19,16.7142
2023-08-20,16.7142
2023-08-21,16.3671
2023-08-22,16.2393
2023-08-23,16.5133
2023-08-24,16.0018
2023-08-25,15.2529
2023-08-26,15.2529
2023-08-27,15.2529
2023-08-28,14.1021
2023-08-29,15.0885
2023-08-30,15.6913
2023-08-31,14.9058
2023-09-01,15.0337
2023-09-02,15.0337
2023-09-03,15.0337
2023-09-04,15.0337
2023-09-05,14.3761
2023-09-06,13.755
2023-09-07,13.8646
2023-09-08,14.4309
2023-09-09,14.4309
2023-09-10,14.4309
2023-09-11,14.8327
2023-09-12,15.0337
2023-09-13,15.673
2023-09-14,15.9835
2023-09-15,15.4538
2023-09-16,15.4538
2023-09-17,15.4538
2023-09-18,15.8191
2023-09-19,16.0201
2023-09-20,15.3625
2023-09-21,15.7461
2023-09-22,16.2393
2023-09-23,16.2393
2023-09-24,16.2393
2023-09-25,16.495
2023-09-26,16.8055
2023-09-27,16.9699
2023-09-28,16.8969
2023-09-29,1.8923
2023-09-30,1.8923
2023-10-01,1.8923
2023-10-02,1.783
2023-10-03,1.8037
2023-10-04,1.7948
2023-10-05,1.7328
2023-10-06,1.7564
2023-10-07,1.7564
2023-10-08,1.7564
2023-10-09,1.7653
2023-10-10,1.7357
2023-10-11,1.8509
2023-10-12,1.8687
2023-10-13,1.8037
2023-10-14,1.8037
2023-10-15,1.8037
2023-10-16,1.8509
2023-10-17,1.9602
2023-10-18,1.8509
2023-10-19,1.8214
2023-10-20,1.786
2023-10-21,1.786
2023-10-22,1.786
2023-10-23,1.8569
2023-10-24,1.9159
2023-10-25,1.9455
2023-10-26,2.0341
2023-10-27,1.7922
2023-10-28,1.7922
2023-10-29,1.7922
2023-10-30,2.1533
2023-10-31,2.2393
2023-11-01,2.3912
2023-11-02,2.3453
2023-11-03,2.3797
2023-11-04,2.3797
2023-11-05,2.3797
2023-11-06,2.288
2023-11-07,2.4313
2023-11-08,2.5288
2023-11-09,2.3683
2023-11-10,2.4256
2023-11-11,2.4256
2023-11-12,2.4256
2023-11-13,2.3396
2023-11-14,2.3998
2023-11-15,2.3969
2023-11-16,2.4972
2023-11-17,2.5058
2023-11-18,2.5058
2023-11-19,2.5058
2023-11-20,2.5202
2023-11-21,2.48
2023-11-22,2.4886
2023-11-23,2.4886
2023-11-24,2.5718
2023-11-25,2.5718
2023-11-26,2.5718
2023-11-27,2.7208
2023-11-28,2.5374
2023-11-29,2.5546
2023-11-30,2.6119
2023-12-01,2.5746
2023-12-02,2.5746
2023-12-03,2.5746
2023-12-04,2.5947
2023-12-05,2.5574
2023-12-06,2.4944
2023-12-07,2.5087
2023-12-08,2.4972
2023-12-09,2.4972
2023-12-10,2.4972
2023-12-11,2.4428
2023-12-12,2.4084
2023-12-13,2.5058
2023-12-14,2.3998
2023-12-15,2.3281
2023-12-16,2.3281
2023-12-17,2.3281
2023-12-18,2.374
2023-12-19,2.4055
2023-12-20,2.4542
2023-12-21,2.5144
2023-12-22,2.4456
2023-12-23,2.4456
2023-12-24,2.4456
2023-12-25,2.4456
2023-12-26,2.3511
2023-12-27,2.3769
2023-12-28,2.3367
2023-12-29,1.9581
2023-12-30,1.9581
2023-12-31,1.9581
2024-01-01,1.9581
2024-01-02,2.035
2024-01-03,2.0996
2024-01-04,2.115
2024-01-05,2.155
2024-01-06,2.155
2024-01-07,2.155
2024-01-08,2.1919
2024-01-09,2.0873
2024-01-10,2.0842
2024-01-11,2.1088
2024-01-12,2.115
2024-01-13,2.115
2024-01-14,2.115
2024-01-15,2.115
2024-01-16,2.0412
2024-01-17,2.1304
2024-01-18,2.1365
2024-01-19,2.1181
2024-01-20,2.1181
2024-01-21,2.1181
2024-01-22,2.2196
2024-01-23,2.2288
2024-01-24,2.1734
2024-01-25,2.2719
2024-01-26,2.2319
2024-01-27,2.2319
2024-01-28,2.2319
2024-01-29,2.2565
2024-01-30,2.1919
2024-01-31,2.155
2024-02-01,2.1919
2024-02-02,2.1273
2024-02-03,2.1273
2024-02-04,2.1273
2024-02-05,2.0596
2024-02-06,2.0196
2024-02-07,1.9489
2024-02-08,1.9643
2024-02-09,2.0258
2024-02-10,2.0258
2024-02-11,2.0258
2024-02-12,2.2042
2024-02-13,2.115
2024-02-14,2.2104
2024-02-15,2.3949
2024-02-16,2.3703
2024-02-17,2.3703
2024-02-18,2.3703
2024-02-19,2.3703
2024-02-20,2.398
2024-02-21,2.3611
2024-02-22,2.3426
2024-02-23,3.4811
2024-02-24,3.4811
2024-02-25,3.4811
2024-02-26,3.2583
2024-02-27,3.3041
2024-02-28,3.2307
2024-02-29,3.2063
2024-03-01,3.1635
2024-03-02,3.1635
2024-03-03,3.1635
2024-03-04,3.0414
2024-03-05,2.9621
2024-03-06,3.0292
2024-03-07,2.9834
2024-03-08,3.2277
2024-03-09,3.2277
2024-03-10,3.2277
2024-03-11,3.0262
2024-03-12,3.423
2024-03-13,3.2002
2024-03-14,3.0536
2024-03-15,3.1055
2024-03-16,3.1055
2024-03-17,3.1055
2024-03-18,3.0292
2024-03-19,3.072
2024-03-20,3.0598
2024-03-21,3.0353
2024-03-22,3.0689
2024-03-23,3.0689
2024-03-24,3.0689
2024-03-25,3.0292
2024-03-26,3.0506
2024-03-27,3.1422
2024-03-28,3.246
2024-03-29,3.246
2024-03-30,3.246
2024-03-31,3.246
2024-04-01,3.1147
2024-04-02,3.075
2024-04-03,3.0445
2024-04-04,2.9285
2024-04-05,2.9437
2024-04-06,2.9437
2024-04-07,2.9437
2024-04-08,2.9163
