,MGY US Equity
2023-03-17,3.6512
2023-03-18,3.6512
2023-03-19,3.6512
2023-03-20,3.8257
2023-03-21,3.985
2023-03-22,3.8575
2023-03-23,3.8018
2023-03-24,3.8536
2023-03-25,3.8536
2023-03-26,3.8536
2023-03-27,3.981
2023-03-28,3.9611
2023-03-29,4.0328
2023-03-30,4.0328
2023-03-31,4.5631
2023-04-01,4.5631
2023-04-02,4.5631
2023-04-03,4.8423
2023-04-04,4.7581
2023-04-05,4.767
2023-04-06,4.6628
2023-04-07,4.6628
2023-04-08,4.6628
2023-04-09,4.6628
2023-04-10,4.736
2023-04-11,4.8401
2023-04-12,4.7847
2023-04-13,4.8556
2023-04-14,4.8756
2023-04-15,4.8756
2023-04-16,4.8756
2023-04-17,4.7603
2023-04-18,4.7005
2023-04-19,4.6229
2023-04-20,4.5165
2023-04-21,4.4434
2023-04-22,4.4434
2023-04-23,4.4434
2023-04-24,4.5586
2023-04-25,4.3171
2023-04-26,4.2417
2023-04-27,4.2373
2023-04-28,4.3946
2023-04-29,4.3946
2023-04-30,4.3946
2023-05-01,4.3614
2023-05-02,4.1375
2023-05-03,4.1154
2023-05-04,3.8703
2023-05-05,4.0702
2023-05-06,4.0702
2023-05-07,4.0702
2023-05-08,4.0878
2023-05-09,3.9933
2023-05-10,3.9582
2023-05-11,3.9142
2023-05-12,3.9911
2023-05-13,3.9911
2023-05-14,3.9911
2023-05-15,4.046
2023-05-16,3.9735
2023-05-17,4.0219
2023-05-18,4.0307
2023-05-19,4.0856
2023-05-20,4.0856
2023-05-21,4.0856
2023-05-22,4.2635
2023-05-23,4.2284
2023-05-24,4.2174
2023-05-25,4.0746
2023-05-26,4.0856
2023-05-27,4.0856
2023-05-28,4.0856
2023-05-29,4.0856
2023-05-30,3.9933
2023-05-31,3.9604
2023-06-01,3.9318
2023-06-02,4.1866
2023-06-03,4.1866
2023-06-04,4.1866
2023-06-05,4.0416
2023-06-06,4.1383
2023-06-07,4.3316
2023-06-08,4.3294
2023-06-09,4.2482
2023-06-10,4.2482
2023-06-11,4.2482
2023-06-12,4.1405
2023-06-13,4.2064
2023-06-14,4.1273
2023-06-15,4.2394
2023-06-16,4.2679
2023-06-17,4.2679
2023-06-18,4.2679
2023-06-19,4.2679
2023-06-20,4.1163
2023-06-21,4.1251
2023-06-22,4.0526
2023-06-23,4.0329
2023-06-24,4.0329
2023-06-25,4.0329
2023-06-26,4.1163
2023-06-27,4.0922
2023-06-28,4.1581
2023-06-29,4.2701
2023-06-30,5.4692
2023-07-01,5.4692
2023-07-02,5.4692
2023-07-03,5.4441
2023-07-04,5.4441
2023-07-05,5.4469
2023-07-06,5.3434
2023-07-07,5.6119
2023-07-08,5.6119
2023-07-09,5.6119
2023-07-10,5.5643
2023-07-11,5.6315
2023-07-12,5.6538
2023-07-13,5.6986
2023-07-14,5.349
2023-07-15,5.349
2023-07-16,5.349
2023-07-17,5.3965
2023-07-18,5.4916
2023-07-19,5.4329
2023-07-20,5.5168
2023-07-21,5.5252
2023-07-22,5.5252
2023-07-23,5.5252
2023-07-24,5.6342
2023-07-25,5.693
2023-07-26,5.5755
2023-07-27,5.5056
2023-07-28,5.8021
2023-07-29,5.8021
2023-07-30,5.8021
2023-07-31,5.8188
2023-08-01,5.83
2023-08-02,5.7284
2023-08-03,6.0051
2023-08-04,5.983
2023-08-05,5.983
2023-08-06,5.983
2023-08-07,6.0079
2023-08-08,5.983
2023-08-09,6.0438
2023-08-10,5.9138
2023-08-11,5.9166
2023-08-12,5.9166
2023-08-13,5.9166
2023-08-14,5.9498
2023-08-15,5.9
2023-08-16,5.8335
2023-08-17,5.9055
2023-08-18,5.9581
2023-08-19,5.9581
2023-08-20,5.9581
2023-08-21,5.9498
2023-08-22,5.8363
2023-08-23,5.7754
2023-08-24,5.7671
2023-08-25,5.8391
2023-08-26,5.8391
2023-08-27,5.8391
2023-08-28,5.8889
2023-08-29,5.9636
2023-08-30,5.9581
2023-08-31,5.9332
2023-09-01,6.0798
2023-09-02,6.0798
2023-09-03,6.0798
2023-09-04,6.0798
2023-09-05,6.0771
2023-09-06,6.196
2023-09-07,6.1684
2023-09-08,6.1573
2023-09-09,6.1573
2023-09-10,6.1573
2023-09-11,5.9747
2023-09-12,6.1296
2023-09-13,6.0023
2023-09-14,6.066
2023-09-15,5.9996
2023-09-16,5.9996
2023-09-17,5.9996
2023-09-18,5.9636
2023-09-19,5.947
2023-09-20,5.8418
2023-09-21,5.7948
2023-09-22,5.781
2023-09-23,5.781
2023-09-24,5.781
2023-09-25,5.8972
2023-09-26,5.9
2023-09-27,6.1656
2023-09-28,6.0438
2023-09-29,7.7042
2023-09-30,7.7042
2023-10-01,7.7042
2023-10-02,7.4219
2023-10-03,7.4748
2023-10-04,7.1149
2023-10-05,7.2243
2023-10-06,7.316
2023-10-07,7.316
2023-10-08,7.316
2023-10-09,7.5631
2023-10-10,7.6478
2023-10-11,7.6054
2023-10-12,7.6478
2023-10-13,7.916
2023-10-14,7.916
2023-10-15,7.916
2023-10-16,7.9583
2023-10-17,7.9266
2023-10-18,7.916
2023-10-19,7.9019
2023-10-20,7.7854
2023-10-21,7.7854
2023-10-22,7.7854
2023-10-23,7.5948
2023-10-24,7.5242
2023-10-25,7.5913
2023-10-26,7.4572
2023-10-27,7.3654
2023-10-28,7.3654
2023-10-29,7.3654
2023-10-30,7.3831
2023-10-31,7.5419
2023-11-01,7.4854
2023-11-02,7.6532
2023-11-03,7.58
2023-11-04,7.58
2023-11-05,7.58
2023-11-06,7.3535
2023-11-07,7.1375
2023-11-08,6.9111
2023-11-09,6.925
2023-11-10,7.0226
2023-11-11,7.0226
2023-11-12,7.0226
2023-11-13,7.0748
2023-11-14,7.2978
2023-11-15,7.2142
2023-11-16,6.925
2023-11-17,7.1724
2023-11-18,7.1724
2023-11-19,7.1724
2023-11-20,7.1968
2023-11-21,7.1132
2023-11-22,7.0783
2023-11-23,7.0783
2023-11-24,7.1585
2023-11-25,7.1585
2023-11-26,7.1585
2023-11-27,7.1619
2023-11-28,7.1619
2023-11-29,7.0992
2023-11-30,7.1097
2023-12-01,7.249
2023-12-02,7.249
2023-12-03,7.249
2023-12-04,7.0714
2023-12-05,6.8414
2023-12-06,6.7055
2023-12-07,6.7439
2023-12-08,6.9111
2023-12-09,6.9111
2023-12-10,6.9111
2023-12-11,6.9041
2023-12-12,6.7578
2023-12-13,6.939
2023-12-14,7.1689
2023-12-15,7.1132
2023-12-16,7.1132
2023-12-17,7.1132
2023-12-18,7.155
2023-12-19,7.249
2023-12-20,7.1027
2023-12-21,7.1898
2023-12-22,7.1968
2023-12-23,7.1968
2023-12-24,7.1968
2023-12-25,7.1968
2023-12-26,7.3466
2023-12-27,7.2943
2023-12-28,7.1097
2023-12-29,8.2631
2023-12-30,8.2631
2023-12-31,8.2631
2024-01-01,8.2631
2024-01-02,8.3406
2024-01-03,8.4374
2024-01-04,8.112
2024-01-05,8.1624
2024-01-06,8.1624
2024-01-07,8.1624
2024-01-08,8.112
2024-01-09,7.9842
2024-01-10,7.8641
2024-01-11,7.8254
2024-01-12,7.9184
2024-01-13,7.9184
2024-01-14,7.9184
2024-01-15,7.9184
2024-01-16,7.7092
2024-01-17,7.6085
2024-01-18,7.6046
2024-01-19,7.6123
2024-01-20,7.6123
2024-01-21,7.6123
2024-01-22,7.6782
2024-01-23,7.6975
2024-01-24,7.8719
2024-01-25,8.1082
2024-01-26,8.1353
2024-01-27,8.1353
2024-01-28,8.1353
2024-01-29,8.174
2024-01-30,8.298
2024-01-31,8.0036
2024-02-01,7.9261
2024-02-02,7.7557
2024-02-03,7.7557
2024-02-04,7.7557
2024-02-05,7.713
2024-02-06,7.8602
2024-02-07,7.8486
2024-02-08,7.9493
2024-02-09,7.8951
2024-02-10,7.8951
2024-02-11,7.8951
2024-02-12,8.0384
2024-02-13,7.8951
2024-02-14,7.9261
2024-02-15,8.1832
2024-02-16,8.2023
2024-02-17,8.2023
2024-02-18,8.2023
2024-02-19,8.2023
2024-02-20,8.1985
2024-02-21,8.4011
2024-02-22,8.4317
2024-02-23,8.3629
2024-02-24,8.3629
2024-02-25,8.3629
2024-02-26,8.4202
2024-02-27,8.489
2024-02-28,8.5119
2024-02-29,8.6839
2024-03-01,8.8062
2024-03-02,8.8062
2024-03-03,8.8062
2024-03-04,8.9094
2024-03-05,8.9935
2024-03-06,8.94
2024-03-07,9.1005
2024-03-08,9.0355
2024-03-09,9.0355
2024-03-10,9.0355
2024-03-11,9.0852
2024-03-12,9.1273
2024-03-13,9.2228
2024-03-14,9.1999
2024-03-15,9.1349
2024-03-16,9.1349
2024-03-17,9.1349
2024-03-18,9.2878
2024-03-19,9.4063
2024-03-20,9.498
2024-03-21,9.5438
2024-03-22,9.4827
2024-03-23,9.4827
2024-03-24,9.4827
2024-03-25,9.6394
2024-03-26,9.5859
2024-03-27,9.7732
2024-03-28,9.9337
2024-03-29,9.9337
2024-03-30,9.9337
2024-03-31,9.9337
2024-04-01,10.0254
2024-04-02,10.0407
2024-04-03,10.1897
2024-04-04,10.2127
2024-04-05,10.3273
2024-04-06,10.3273
2024-04-07,10.3273
2024-04-08,10.1897
