,IBP US Equity
2020-07-25,18.5006
2020-07-26,18.5006
2020-07-27,18.9056
2020-07-28,18.3022
2020-07-29,18.9424
2020-07-30,19.0549
2020-07-31,18.5988
2020-08-01,18.5988
2020-08-02,18.5988
2020-08-03,19.5764
2020-08-04,19.104
2020-08-05,19.7318
2020-08-06,19.8068
2020-08-07,19.9684
2020-08-08,19.9684
2020-08-09,19.9684
2020-08-10,20.2773
2020-08-11,20.1177
2020-08-12,20.4982
2020-08-13,20.6025
2020-08-14,20.2425
2020-08-15,20.2425
2020-08-16,20.2425
2020-08-17,20.3857
2020-08-18,20.3223
2020-08-19,20.3591
2020-08-20,20.2671
2020-08-21,20.5166
2020-08-22,20.5166
2020-08-23,20.5166
2020-08-24,20.4655
2020-08-25,20.5207
2020-08-26,20.3632
2020-08-27,20.4389
2020-08-28,20.488
2020-08-29,20.488
2020-08-30,20.488
2020-08-31,20.1791
2020-09-01,21.6274
2020-09-02,21.3635
2020-09-03,20.7376
2020-09-04,20.5882
2020-09-05,20.5882
2020-09-06,20.5882
2020-09-07,20.5882
2020-09-08,20.9339
2020-09-09,21.8197
2020-09-10,21.6376
2020-09-11,21.7502
2020-09-12,21.7502
2020-09-13,21.7502
2020-09-14,22.1122
2020-09-15,21.9915
2020-09-16,22.6359
2020-09-17,22.2125
2020-09-18,22.3618
2020-09-19,22.3618
2020-09-20,22.3618
2020-09-21,21.7808
2020-09-22,22.4211
2020-09-23,21.9486
2020-09-24,22.1081
2020-09-25,21.9629
2020-09-26,21.9629
2020-09-27,21.9629
2020-09-28,23.0123
2020-09-29,22.9407
2020-09-30,22.0638
2020-10-01,23.0693
2020-10-02,23.4809
2020-10-03,23.4809
2020-10-04,23.4809
2020-10-05,23.4149
2020-10-06,23.51
2020-10-07,23.8574
2020-10-08,24.4242
2020-10-09,25.356
2020-10-10,25.356
2020-10-11,25.356
2020-10-12,25.5074
2020-10-13,24.7872
2020-10-14,24.6106
2020-10-15,24.6844
2020-10-16,24.3233
2020-10-17,24.3233
2020-10-18,24.3233
2020-10-19,23.4789
2020-10-20,23.2188
2020-10-21,22.5918
2020-10-22,22.4035
2020-10-23,22.9859
2020-10-24,22.9859
2020-10-25,22.9859
2020-10-26,21.9435
2020-10-27,21.4077
2020-10-28,20.8953
2020-10-29,20.3964
2020-10-30,19.8878
2020-10-31,19.8878
2020-11-01,19.8878
2020-11-02,20.804
2020-11-03,20.6313
2020-11-04,22.3007
2020-11-05,21.9677
2020-11-06,20.6535
2020-11-07,20.6535
2020-11-08,20.6535
2020-11-09,18.9025
2020-11-10,20.5506
2020-11-11,21.1601
2020-11-12,20.7952
2020-11-13,21.1892
2020-11-14,21.1892
2020-11-15,21.1892
2020-11-16,21.2417
2020-11-17,21.5348
2020-11-18,21.5484
2020-11-19,22.0181
2020-11-20,21.8376
2020-11-21,21.8376
2020-11-22,21.8376
2020-11-23,22.8936
2020-11-24,21.793
2020-11-25,21.9366
2020-11-26,21.9366
2020-11-27,21.8997
2020-11-28,21.8997
2020-11-29,21.8997
2020-11-30,21.496
2020-12-01,21.032
2020-12-02,20.8204
2020-12-03,21.0281
2020-12-04,20.3157
2020-12-05,20.3157
2020-12-06,20.3157
2020-12-07,20.8204
2020-12-08,20.304
2020-12-09,20.4322
2020-12-10,20.57
2020-12-11,20.5137
2020-12-12,20.5137
2020-12-13,20.5137
2020-12-14,20.6981
2020-12-15,21.9075
2020-12-16,21.7425
2020-12-17,23.0683
2020-12-18,23.1072
2020-12-19,23.1072
2020-12-20,23.1072
2020-12-21,23.2857
2020-12-22,23.5672
2020-12-23,23.0567
2020-12-24,23.4119
2020-12-25,23.4119
2020-12-26,23.4119
2020-12-27,23.4119
2020-12-28,22.717
2020-12-29,22.4704
2020-12-30,22.4607
2020-12-31,20.96
2021-01-01,20.96
2021-01-02,20.96
2021-01-03,20.96
2021-01-04,21.1185
2021-01-05,21.521
2021-01-06,22.062
2021-01-07,22.9564
2021-01-08,21.8088
2021-01-09,21.8088
2021-01-10,21.8088
2021-01-11,22.2242
2021-01-12,22.4737
2021-01-13,22.3936
2021-01-14,22.7524
2021-01-15,22.6577
2021-01-16,22.6577
2021-01-17,22.6577
2021-01-18,22.6577
2021-01-19,23.3535
2021-01-20,24.3372
2021-01-21,24.1514
2021-01-22,23.7215
2021-01-23,23.7215
2021-01-24,23.7215
2021-01-25,23.2952
2021-01-26,21.623
2021-01-27,20.878
2021-01-28,21.4791
2021-01-29,21.5065
2021-01-30,21.5065
2021-01-31,21.5065
2021-02-01,22.7709
2021-02-02,23.6359
2021-02-03,23.2297
2021-02-04,23.3098
2021-02-05,23.9893
2021-02-06,23.9893
2021-02-07,23.9893
2021-02-08,24.6323
2021-02-09,24.8272
2021-02-10,25.421
2021-02-11,25.891
2021-02-12,25.7798
2021-02-13,25.7798
2021-02-14,25.7798
2021-02-15,25.7798
2021-02-16,24.8581
2021-02-17,24.6669
2021-02-18,24.1769
2021-02-19,25.4592
2021-02-20,25.4592
2021-02-21,25.4592
2021-02-22,24.8563
2021-02-23,24.7835
2021-02-24,22.7271
2021-02-25,21.8091
2021-02-26,22.1947
2021-02-27,22.1947
2021-02-28,22.1947
2021-03-01,23.2268
2021-03-02,22.8683
2021-03-03,22.1296
2021-03-04,21.5556
2021-03-05,22.4319
2021-03-06,22.4319
2021-03-07,22.4319
2021-03-08,22.4482
2021-03-09,22.2364
2021-03-10,22.6927
2021-03-11,23.216
2021-03-12,23.3554
2021-03-13,23.3554
2021-03-14,23.3554
2021-03-15,23.8823
2021-03-16,23.0711
2021-03-17,23.5709
2021-03-18,22.1803
2021-03-19,22.6166
2021-03-20,22.6166
2021-03-21,22.6166
2021-03-22,22.6366
2021-03-23,21.4053
2021-03-24,21.5537
2021-03-25,22.0463
2021-03-26,22.9009
2021-03-27,22.9009
2021-03-28,22.9009
2021-03-29,22.0426
2021-03-30,22.3939
2021-03-31,22.3956
2021-04-01,23.3717
2021-04-02,23.3717
2021-04-03,23.3717
2021-04-04,23.3717
2021-04-05,23.4953
2021-04-06,23.6726
2021-04-07,23.2374
2021-04-08,23.4505
2021-04-09,24.2582
2021-04-10,24.2582
2021-04-11,24.2582
2021-04-12,24.5251
2021-04-13,24.6111
2021-04-14,24.8027
2021-04-15,25.263
2021-04-16,26.1733
2021-04-17,26.1733
2021-04-18,26.1733
2021-04-19,26.2433
2021-04-20,25.5397
2021-04-21,25.87
2021-04-22,25.6115
2021-04-23,26.0746
2021-04-24,26.0746
2021-04-25,26.0746
2021-04-26,26.3061
2021-04-27,26.4103
2021-04-28,26.2523
2021-04-29,26.9505
2021-04-30,26.7064
2021-05-01,26.7064
2021-05-02,26.7064
2021-05-03,27.2449
2021-05-04,27.5931
2021-05-05,27.4495
2021-05-06,27.2934
2021-05-07,25.4417
2021-05-08,25.4417
2021-05-09,25.4417
2021-05-10,25.6213
2021-05-11,24.4865
2021-05-12,23.3446
2021-05-13,24.2621
2021-05-14,24.6786
2021-05-15,24.6786
2021-05-16,24.6786
2021-05-17,24.2441
2021-05-18,23.4613
2021-05-19,23.1561
2021-05-20,23.4488
2021-05-21,23.1848
2021-05-22,23.1848
2021-05-23,23.1848
2021-05-24,23.2261
2021-05-25,23.4308
2021-05-26,23.9443
2021-05-27,23.7432
2021-05-28,23.8312
2021-05-29,23.8312
2021-05-30,23.8312
2021-05-31,23.8312
2021-06-01,24.1634
2021-06-02,23.6588
2021-06-03,23.5834
2021-06-04,24.0305
2021-06-05,24.0305
2021-06-06,24.0305
2021-06-07,23.9569
2021-06-08,24.2854
2021-06-09,23.9389
2021-06-10,23.1866
2021-06-11,23.6337
2021-06-12,23.6337
2021-06-13,23.6337
2021-06-14,22.8778
2021-06-15,23.0053
2021-06-16,22.7216
2021-06-17,22.5439
2021-06-18,22.4882
2021-06-19,22.4882
2021-06-20,22.4882
2021-06-21,23.2297
2021-06-22,23.1776
2021-06-23,23.1848
2021-06-24,23.4667
2021-06-25,23.3967
2021-06-26,23.3967
2021-06-27,23.3967
2021-06-28,23.8904
2021-06-29,24.2154
2021-06-30,23.0491
2021-07-01,23.4013
2021-07-02,22.7323
2021-07-03,22.7323
2021-07-04,22.7323
2021-07-05,22.7323
2021-07-06,22.2554
2021-07-07,22.3986
2021-07-08,21.76
2021-07-09,22.0211
2021-07-10,22.0211
2021-07-11,22.0211
2021-07-12,22.1223
2021-07-13,21.4094
2021-07-14,21.5341
2021-07-15,21.5965
2021-07-16,21.2258
2021-07-17,21.2258
2021-07-18,21.2258
2021-07-19,21.0741
2021-07-20,21.7347
2021-07-21,22.3851
2021-07-22,21.9908
2021-07-23,22.3413
2021-07-24,22.3413
2021-07-25,22.3413
2021-07-26,22.0094
2021-07-27,22.2419
2021-07-28,22.1694
2021-07-29,22.9277
2021-07-30,22.6514
2021-07-31,22.6514
2021-08-01,22.6514
2021-08-02,22.461
2021-08-03,22.825
2021-08-04,22.4829
2021-08-05,23.1399
2021-08-06,23.2056
2021-08-07,23.2056
2021-08-08,23.2056
2021-08-09,23.2595
2021-08-10,23.4534
2021-08-11,23.9067
2021-08-12,23.4719
2021-08-13,23.2528
2021-08-14,23.2528
2021-08-15,23.2528
2021-08-16,23.2157
2021-08-17,22.5146
2021-08-18,22.3949
2021-08-19,22.3275
2021-08-20,22.9663
2021-08-21,22.9663
2021-08-22,22.9663
2021-08-23,23.0657
2021-08-24,23.7298
2021-08-25,23.6809
2021-08-26,23.1534
2021-08-27,23.6455
2021-08-28,23.6455
2021-08-29,23.6455
2021-08-30,23.7685
2021-08-31,23.359
2021-09-01,23.6101
2021-09-02,23.5292
2021-09-03,23.241
2021-09-04,23.241
2021-09-05,23.241
2021-09-06,23.241
2021-09-07,22.8146
2021-09-08,22.55
2021-09-09,22.9174
2021-09-10,22.9545
2021-09-11,22.9545
2021-09-12,22.9545
2021-09-13,22.7539
2021-09-14,22.309
2021-09-15,22.5348
2021-09-16,22.6781
2021-09-17,22.7371
2021-09-18,22.7371
2021-09-19,22.7371
2021-09-20,21.9062
2021-09-21,21.8303
2021-09-22,21.7848
2021-09-23,21.6062
2021-09-24,21.3028
2021-09-25,21.3028
2021-09-26,21.3028
2021-09-27,21.6584
2021-09-28,21.109
2021-09-29,21.3281
2021-09-30,19.5919
2021-10-01,19.5389
2021-10-02,19.5389
2021-10-03,19.5389
2021-10-04,19.5759
2021-10-05,19.2724
2021-10-06,19.4731
2021-10-07,19.7044
2021-10-08,19.4057
2021-10-09,19.4057
2021-10-10,19.4057
2021-10-11,19.706
2021-10-12,19.8248
2021-10-13,19.9629
2021-10-14,20.4254
2021-10-15,20.2745
2021-10-16,20.2745
2021-10-17,20.2745
2021-10-18,20.4576
2021-10-19,20.4527
2021-10-20,20.8896
2021-10-21,21.071
2021-10-22,21.3248
2021-10-23,21.3248
2021-10-24,21.3248
2021-10-25,22.0491
2021-10-26,21.9672
2021-10-27,22.3382
2021-10-28,22.3028
2021-10-29,22.7878
2021-10-30,22.7878
2021-10-31,22.7878
2021-11-01,23.6117
2021-11-02,22.9822
2021-11-03,23.6165
2021-11-04,23.2769
2021-11-05,23.6913
2021-11-06,23.6913
2021-11-07,23.6913
2021-11-08,23.5484
2021-11-09,23.5789
2021-11-10,23.4713
2021-11-11,23.5002
2021-11-12,23.86
2021-11-13,23.86
2021-11-14,23.86
2021-11-15,23.6174
2021-11-16,24.2134
2021-11-17,24.4704
2021-11-18,24.5475
2021-11-19,24.4559
2021-11-20,24.4559
2021-11-21,24.4559
2021-11-22,24.6936
2021-11-23,24.7772
2021-11-24,24.5153
2021-11-25,24.5153
2021-11-26,23.7748
2021-11-27,23.7748
2021-11-28,23.7748
2021-11-29,23.5162
2021-11-30,23.1195
2021-12-01,22.3453
2021-12-02,23.648
2021-12-03,23.5034
2021-12-04,23.5034
2021-12-05,23.5034
2021-12-06,24.2873
2021-12-07,24.4029
2021-12-08,24.5427
2021-12-09,24.427
2021-12-10,24.9041
2021-12-11,24.9041
2021-12-12,24.9041
2021-12-13,24.4848
2021-12-14,24.3097
2021-12-15,24.7467
2021-12-16,24.3531
2021-12-17,23.5323
2021-12-18,23.5323
2021-12-19,23.5323
2021-12-20,23.1564
2021-12-21,24.0013
2021-12-22,24.3804
2021-12-23,24.7145
2021-12-24,24.7145
2021-12-25,24.7145
2021-12-26,24.7145
2021-12-27,24.8109
2021-12-28,24.7547
2021-12-29,24.9314
2021-12-30,24.6776
2021-12-31,25.1725
2022-01-01,25.1725
2022-01-02,25.1725
2022-01-03,24.364
2022-01-04,24.471
2022-01-05,23.5603
2022-01-06,23.1813
2022-01-07,22.1983
2022-01-08,22.1983
2022-01-09,22.1983
2022-01-10,22.2439
2022-01-11,22.549
2022-01-12,22.4373
2022-01-13,22.4845
2022-01-14,21.8837
2022-01-15,21.8837
2022-01-16,21.8837
2022-01-17,21.8837
2022-01-18,21.1068
2022-01-19,21.0108
2022-01-20,20.4808
2022-01-21,20.1914
2022-01-22,20.1914
2022-01-23,20.1914
2022-01-24,20.8614
2022-01-25,20.3109
2022-01-26,19.4474
2022-01-27,19.1219
2022-01-28,19.9743
2022-01-29,19.9743
2022-01-30,19.9743
2022-01-31,20.6223
2022-02-01,20.7151
2022-02-02,20.6192
2022-02-03,20.1757
2022-02-04,19.5906
2022-02-05,19.5906
2022-02-06,19.5906
2022-02-07,19.7384
2022-02-08,20.1285
2022-02-09,20.7293
2022-02-10,19.9775
2022-02-11,19.8045
2022-02-12,19.8045
2022-02-13,19.8045
2022-02-14,20.0372
2022-02-15,20.3738
2022-02-16,20.4761
2022-02-17,19.8454
2022-02-18,19.9602
2022-02-19,19.9602
2022-02-20,19.9602
2022-02-21,19.9602
2022-02-22,19.394
2022-02-23,18.2631
2022-02-24,19.9423
2022-02-25,19.5618
2022-02-26,19.5618
2022-02-27,19.5618
2022-02-28,20.2311
2022-03-01,20.86
2022-03-02,21.1648
2022-03-03,20.9322
2022-03-04,20.5095
2022-03-05,20.5095
2022-03-06,20.5095
2022-03-07,19.9335
2022-03-08,20.2822
2022-03-09,20.6891
2022-03-10,20.7913
2022-03-11,20.7173
2022-03-12,20.7173
2022-03-13,20.7173
2022-03-14,20.1713
2022-03-15,21.0767
2022-03-16,21.1154
2022-03-17,21.4748
2022-03-18,21.739
2022-03-19,21.739
2022-03-20,21.739
2022-03-21,20.5077
2022-03-22,20.4601
2022-03-23,19.5142
2022-03-24,18.7779
2022-03-25,18.445
2022-03-26,18.445
2022-03-27,18.445
2022-03-28,18.799
2022-03-29,19.449
2022-03-30,18.6757
2022-03-31,16.2022
2022-04-01,16.4145
2022-04-02,16.4145
2022-04-03,16.4145
2022-04-04,16.2859
2022-04-05,15.686
2022-04-06,15.3016
2022-04-07,15.069
2022-04-08,15.1512
2022-04-09,15.1512
2022-04-10,15.1512
2022-04-11,15.3853
2022-04-12,15.4101
2022-04-13,15.5914
2022-04-14,14.0782
2022-04-15,14.0782
2022-04-16,14.0782
2022-04-17,14.0782
2022-04-18,13.8067
2022-04-19,14.2555
2022-04-20,14.6756
2022-04-21,14.5569
2022-04-22,14.1859
2022-04-23,14.1859
2022-04-24,14.1859
2022-04-25,14.7001
2022-04-26,14.07
2022-04-27,14.0632
2022-04-28,14.4205
2022-04-29,14.0809
2022-04-30,14.0809
2022-05-01,14.0809
2022-05-02,14.3155
2022-05-03,14.3441
2022-05-04,14.6797
2022-05-05,14.9482
2022-05-06,15.0806
2022-05-07,15.0806
2022-05-08,15.0806
2022-05-09,15.1994
2022-05-10,14.7476
2022-05-11,14.2972
2022-05-12,15.052
2022-05-13,15.2635
2022-05-14,15.2635
2022-05-15,15.2635
2022-05-16,15.2035
2022-05-17,15.6498
2022-05-18,14.981
2022-05-19,14.9946
2022-05-20,15.067
2022-05-21,15.067
2022-05-22,15.067
2022-05-23,15.2389
2022-05-24,14.9455
2022-05-25,15.5037
2022-05-26,15.8968
2022-05-27,16.2421
2022-05-28,16.2421
2022-05-29,16.2421
2022-05-30,16.2421
2022-05-31,16.1452
2022-06-01,15.9487
2022-06-02,16.354
2022-06-03,16.2803
2022-06-04,16.2803
2022-06-05,16.2803
2022-06-06,16.4919
2022-06-07,16.5942
2022-06-08,16.4646
2022-06-09,16.5942
2022-06-10,15.6661
2022-06-11,15.6661
2022-06-12,15.6661
2022-06-13,14.6084
2022-06-14,14.6507
2022-06-15,14.6657
2022-06-16,13.6107
2022-06-17,13.8973
2022-06-18,13.8973
2022-06-19,13.8973
2022-06-20,13.8973
2022-06-21,13.612
2022-06-22,12.8382
2022-06-23,14.0843
2022-06-24,14.4132
2022-06-25,14.4132
2022-06-26,14.4132
2022-06-27,14.5947
2022-06-28,14.2822
2022-06-29,14.1757
2022-06-30,12.5968
2022-07-01,13.0923
2022-07-02,13.0923
2022-07-03,13.0923
2022-07-04,13.0923
2022-07-05,13.2291
2022-07-06,13.2636
2022-07-07,13.3487
2022-07-08,13.3923
2022-07-09,13.3923
2022-07-10,13.3923
2022-07-11,13.4073
2022-07-12,13.6027
2022-07-13,13.5061
2022-07-14,13.3877
2022-07-15,13.4245
2022-07-16,13.4245
2022-07-17,13.4245
2022-07-18,13.159
2022-07-19,13.5015
2022-07-20,13.5567
2022-07-21,13.8234
2022-07-22,13.9545
2022-07-23,13.9545
2022-07-24,13.9545
2022-07-25,13.8568
2022-07-26,13.6878
2022-07-27,14.0039
2022-07-28,14.4752
2022-07-29,14.6959
2022-07-30,14.6959
2022-07-31,14.6959
2022-08-01,14.7408
2022-08-02,14.2327
2022-08-03,14.2844
2022-08-04,14.8271
2022-08-05,14.1977
2022-08-06,14.1977
2022-08-07,14.1977
2022-08-08,14.4729
2022-08-09,14.0973
2022-08-10,14.3533
2022-08-11,14.6105
2022-08-12,14.8587
2022-08-13,14.8587
2022-08-14,14.8587
2022-08-15,14.7515
2022-08-16,14.9106
2022-08-17,14.7651
2022-08-18,14.8226
2022-08-19,14.3477
2022-08-20,14.3477
2022-08-21,14.3477
2022-08-22,14.1142
2022-08-23,14.148
2022-08-24,14.1762
2022-08-25,14.3443
2022-08-26,13.4972
2022-08-27,13.4972
2022-08-28,13.4972
2022-08-29,13.5491
2022-08-30,13.4487
2022-08-31,13.2524
2022-09-01,13.064
2022-09-02,13.1238
2022-09-03,13.1238
2022-09-04,13.1238
2022-09-05,13.1238
2022-09-06,12.9512
2022-09-07,13.328
2022-09-08,13.3268
2022-09-09,13.3144
2022-09-10,13.3144
2022-09-11,13.3144
2022-09-12,13.4588
2022-09-13,12.9241
2022-09-14,12.6839
2022-09-15,12.4932
2022-09-16,12.6703
2022-09-17,12.6703
2022-09-18,12.6703
2022-09-19,12.7628
2022-09-20,12.5158
2022-09-21,12.5
2022-09-22,12.0274
2022-09-23,11.9698
2022-09-24,11.9698
2022-09-25,11.9698
2022-09-26,11.6664
2022-09-27,11.9394
2022-09-28,12.4876
2022-09-29,12.2349
2022-09-30,10.3062
2022-10-01,10.3062
2022-10-02,10.3062
2022-10-03,10.6914
2022-10-04,11.1888
2022-10-05,11.0581
2022-10-06,11.1439
2022-10-07,10.8338
2022-10-08,10.8338
2022-10-09,10.8338
2022-10-10,10.8036
2022-10-11,10.865
2022-10-12,10.6037
2022-10-13,10.5608
2022-10-14,10.1434
2022-10-15,10.1434
2022-10-16,10.1434
2022-10-17,10.4213
2022-10-18,10.7275
2022-10-19,10.1794
2022-10-20,10.0205
2022-10-21,10.3803
2022-10-22,10.3803
2022-10-23,10.3803
2022-10-24,10.2692
2022-10-25,10.7977
2022-10-26,10.6251
2022-10-27,10.6397
2022-10-28,10.8962
2022-10-29,10.8962
2022-10-30,10.8962
2022-10-31,10.7948
2022-11-01,10.4788
2022-11-02,10.12
2022-11-03,9.903
2022-11-04,10.2038
2022-11-05,10.2038
2022-11-06,10.2038
2022-11-07,10.0913
2022-11-08,9.9972
2022-11-09,9.971
2022-11-10,10.6056
2022-11-11,10.6221
2022-11-12,10.6221
2022-11-13,10.6221
2022-11-14,10.1204
2022-11-15,10.3872
2022-11-16,10.1117
2022-11-17,10.0738
2022-11-18,9.9855
2022-11-19,9.9855
2022-11-20,9.9855
2022-11-21,9.9118
2022-11-22,10.0787
2022-11-23,10.264
2022-11-24,10.264
2022-11-25,10.3251
2022-11-26,10.3251
2022-11-27,10.3251
2022-11-28,10.2242
2022-11-29,10.428
2022-11-30,10.6492
2022-12-01,10.9355
2022-12-02,10.8918
2022-12-03,10.8918
2022-12-04,10.8918
2022-12-05,10.755
2022-12-06,10.5668
2022-12-07,10.8103
2022-12-08,10.9064
2022-12-09,10.9025
2022-12-10,10.9025
2022-12-11,10.9025
2022-12-12,11.0248
2022-12-13,11.344
2022-12-14,11.2208
2022-12-15,11.379
2022-12-16,11.3169
2022-12-17,11.3169
2022-12-18,11.3169
2022-12-19,11.0743
2022-12-20,10.8734
2022-12-21,10.9772
2022-12-22,10.8705
2022-12-23,10.9015
2022-12-24,10.9015
2022-12-25,10.9015
2022-12-26,10.9015
2022-12-27,10.8666
2022-12-28,10.5648
2022-12-29,10.8666
2022-12-30,9.075
2022-12-31,9.075
2023-01-01,9.075
2023-01-02,9.075
2023-01-03,9.2522
2023-01-04,9.4892
2023-01-05,9.4441
2023-01-06,9.659
2023-01-07,9.659
2023-01-08,9.659
2023-01-09,9.7197
2023-01-10,9.6607
2023-01-11,10.1774
2023-01-12,10.2143
2023-01-13,10.5514
2023-01-14,10.5514
2023-01-15,10.5514
2023-01-16,10.5514
2023-01-17,10.3677
2023-01-18,10.5383
2023-01-19,10.1224
2023-01-20,10.4702
2023-01-21,10.4702
2023-01-22,10.4702
2023-01-23,10.5046
2023-01-24,10.6318
2023-01-25,10.617
2023-01-26,10.9287
2023-01-27,10.9246
2023-01-28,10.9246
2023-01-29,10.9246
2023-01-30,10.5709
2023-01-31,11.0836
2023-02-01,11.2617
2023-02-02,11.671
2023-02-03,11.5086
2023-02-04,11.5086
2023-02-05,11.5086
2023-02-06,11.3585
2023-02-07,11.3429
2023-02-08,11.0935
2023-02-09,10.9894
2023-02-10,10.8704
2023-02-11,10.8704
2023-02-12,10.8704
2023-02-13,11.2239
2023-02-14,11.3298
2023-02-15,11.3798
2023-02-16,11.233
2023-02-17,11.0566
2023-02-18,11.0566
2023-02-19,11.0566
2023-02-20,11.0566
2023-02-21,10.5998
2023-02-22,11.1312
2023-02-23,11.4136
2023-02-24,11.2927
2023-02-25,11.2927
2023-02-26,11.2927
2023-02-27,11.5281
2023-02-28,11.4193
2023-03-01,11.6198
2023-03-02,11.5922
2023-03-03,11.8617
2023-03-04,11.8617
2023-03-05,11.8617
2023-03-06,11.6174
2023-03-07,11.3771
2023-03-08,11.343
2023-03-09,11.3446
2023-03-10,10.925
2023-03-11,10.925
2023-03-12,10.925
2023-03-13,10.9372
2023-03-14,10.8065
2023-03-15,10.5979
2023-03-16,10.6847
2023-03-17,10.4729
2023-03-18,10.4729
