,PGR US Equity
2023-03-18,74.3046
2023-03-19,74.3046
2023-03-20,75.6856
2023-03-21,76.2681
2023-03-22,74.4904
2023-03-23,75.0629
2023-03-24,76.3686
2023-03-25,76.3686
2023-03-26,76.3686
2023-03-27,76.7183
2023-03-28,77.5871
2023-03-29,78.4057
2023-03-30,78.0591
2023-03-31,67.4873
2023-04-01,67.4873
2023-04-02,67.4873
2023-04-03,68.3793
2023-04-04,68.0207
2023-04-05,68.9608
2023-04-06,69.3368
2023-04-07,69.3368
2023-04-08,69.3368
2023-04-09,69.3368
2023-04-10,70.0845
2023-04-11,69.9183
2023-04-12,69.7128
2023-04-13,65.3667
2023-04-14,64.3349
2023-04-15,64.3349
2023-04-16,64.3349
2023-04-17,65.4542
2023-04-18,65.5373
2023-04-19,65.6728
2023-04-20,65.4454
2023-04-21,64.8464
2023-04-22,64.8464
2023-04-23,64.8464
2023-04-24,64.1381
2023-04-25,63.9064
2023-04-26,63.456
2023-04-27,63.8364
2023-04-28,64.5754
2023-04-29,64.5754
2023-04-30,64.5754
2023-05-01,64.3524
2023-05-02,61.0381
2023-05-03,59.6128
2023-05-04,60.0719
2023-05-05,61.5672
2023-05-06,61.5672
2023-05-07,61.5672
2023-05-08,63.5653
2023-05-09,64.2693
2023-05-10,63.6921
2023-05-11,63.4998
2023-05-12,63.2768
2023-05-13,63.2768
2023-05-14,63.2768
2023-05-15,62.6515
2023-05-16,61.6721
2023-05-17,64.656
2023-05-18,64.4418
2023-05-19,63.9828
2023-05-20,63.9828
2023-05-21,63.9828
2023-05-22,64.232
2023-05-23,63.2352
2023-05-24,62.4264
2023-05-25,61.3028
2023-05-26,61.1105
2023-05-27,61.1105
2023-05-28,61.1105
2023-05-29,61.1105
2023-05-30,60.9269
2023-05-31,60.8569
2023-06-01,61.0405
2023-06-02,61.552
2023-06-03,61.552
2023-06-04,61.552
2023-06-05,61.3465
2023-06-06,61.6832
2023-06-07,62.1378
2023-06-08,62.2428
2023-06-09,62.1641
2023-06-10,62.1641
2023-06-11,62.1641
2023-06-12,62.0723
2023-06-13,62.5051
2023-06-14,60.4379
2023-06-15,61.0632
2023-06-16,61.776
2023-06-17,61.776
2023-06-18,61.776
2023-06-19,61.776
2023-06-20,61.553
2023-06-21,62.0427
2023-06-22,62.5499
2023-06-23,62.9915
2023-06-24,62.9915
2023-06-25,62.9915
2023-06-26,62.633
2023-06-27,62.9391
2023-06-28,62.5193
2023-06-29,62.6854
2023-06-30,35.1025
2023-07-01,35.1025
2023-07-02,35.1025
2023-07-03,35.1559
2023-07-04,35.1559
2023-07-05,34.8745
2023-07-06,34.9327
2023-07-07,34.8332
2023-07-08,34.8332
2023-07-09,34.8332
2023-07-10,34.7896
2023-07-11,35.054
2023-07-12,35.0394
2023-07-13,30.8306
2023-07-14,31.3181
2023-07-15,31.3181
2023-07-16,31.3181
2023-07-17,32.5697
2023-07-18,32.0506
2023-07-19,31.6649
2023-07-20,33.0572
2023-07-21,33.1615
2023-07-22,33.1615
2023-07-23,33.1615
2023-07-24,33.3676
2023-07-25,32.9577
2023-07-26,33.6078
2023-07-27,33.3846
2023-07-28,33.3167
2023-07-29,33.3167
2023-07-30,33.3167
2023-07-31,33.5471
2023-08-01,33.8982
2023-08-02,33.3985
2023-08-03,34.2451
2023-08-04,33.6847
2023-08-05,33.6847
2023-08-06,33.6847
2023-08-07,33.9564
2023-08-08,33.675
2023-08-09,33.675
2023-08-10,33.5877
2023-08-11,34.0001
2023-08-12,34.0001
2023-08-13,34.0001
2023-08-14,33.5343
2023-08-15,33.3233
2023-08-16,36.0002
2023-08-17,35.7747
2023-08-18,35.4643
2023-08-19,35.4643
2023-08-20,35.4643
2023-08-21,35.04
2023-08-22,34.6399
2023-08-23,34.606
2023-08-24,34.9721
2023-08-25,35.137
2023-08-26,35.137
2023-08-27,35.137
2023-08-28,34.8945
2023-08-29,35.057
2023-08-30,35.4886
2023-08-31,35.3528
2023-09-01,35.8401
2023-09-02,35.8401
2023-09-03,35.8401
2023-09-04,35.8401
2023-09-05,35.3649
2023-09-06,35.685
2023-09-07,36.3081
2023-09-08,35.908
2023-09-09,35.908
2023-09-10,35.908
2023-09-11,36.2717
2023-09-12,36.6088
2023-09-13,36.7349
2023-09-14,36.8318
2023-09-15,36.6306
2023-09-16,36.6306
2023-09-17,36.6306
2023-09-18,37.0719
2023-09-19,37.535
2023-09-20,37.5883
2023-09-21,37.518
2023-09-22,37.7265
2023-09-23,37.7265
2023-09-24,37.7265
2023-09-25,37.5229
2023-09-26,37.1179
2023-09-27,37.0864
2023-09-28,37.0355
2023-09-29,24.0718
2023-09-30,24.0718
2023-10-01,24.0718
2023-10-02,24.0195
2023-10-03,24.0877
2023-10-04,24.5256
2023-10-05,24.5796
2023-10-06,24.6367
2023-10-07,24.6367
2023-10-08,24.6367
2023-10-09,24.7002
2023-10-10,24.5399
2023-10-11,24.7954
2023-10-12,24.7065
2023-10-13,26.5509
2023-10-14,26.5509
2023-10-15,26.5509
2023-10-16,26.8841
2023-10-17,27.1839
2023-10-18,27.222
2023-10-19,27.003
2023-10-20,26.5334
2023-10-21,26.5334
2023-10-22,26.5334
2023-10-23,26.3177
2023-10-24,26.7555
2023-10-25,26.7857
2023-10-26,26.378
2023-10-27,26.251
2023-10-28,26.251
2023-10-29,26.251
2023-10-30,26.589
2023-10-31,27.0508
2023-11-01,27.292
2023-11-02,27.1587
2023-11-03,26.7525
2023-11-04,26.7525
2023-11-05,26.7525
2023-11-06,27.073
2023-11-07,27.1333
2023-11-08,27.1333
2023-11-09,27.4094
2023-11-10,27.4157
2023-11-11,27.4157
2023-11-12,27.4157
2023-11-13,27.6585
2023-11-14,27.2793
2023-11-15,26.9842
2023-11-16,27.3443
2023-11-17,26.9683
2023-11-18,26.9683
2023-11-19,26.9683
2023-11-20,27.2507
2023-11-21,27.641
2023-11-22,27.7679
2023-11-23,27.7679
2023-11-24,27.9441
2023-11-25,27.9441
2023-11-26,27.9441
2023-11-27,28.0535
2023-11-28,27.8711
2023-11-29,27.8298
2023-11-30,27.9932
2023-12-01,27.7441
2023-12-02,27.7441
2023-12-03,27.7441
2023-12-04,27.8949
2023-12-05,27.9139
2023-12-06,27.5902
2023-12-07,27.6251
2023-12-08,27.5395
2023-12-09,27.5395
2023-12-10,27.5395
2023-12-11,27.8965
2023-12-12,28.1678
2023-12-13,27.4411
2023-12-14,26.3305
2023-12-15,26.3191
2023-12-16,26.3191
2023-12-17,26.3191
2023-12-18,26.7302
2023-12-19,26.9968
2023-12-20,26.6603
2023-12-21,26.8064
2023-12-22,27.0095
2023-12-23,27.0095
2023-12-24,27.0095
2023-12-25,27.0095
2023-12-26,26.9492
2023-12-27,26.9937
2023-12-28,27.1016
2023-12-29,19.4359
2023-12-30,19.4359
2023-12-31,19.4359
2024-01-01,19.4359
2024-01-02,19.7018
2024-01-03,19.8761
2024-01-04,19.8568
2024-01-05,19.824
2024-01-06,19.824
2024-01-07,19.824
2024-01-08,20.125
2024-01-09,20.2721
2024-01-10,20.1409
2024-01-11,20.4249
2024-01-12,20.5245
2024-01-13,20.5245
2024-01-14,20.5245
2024-01-15,20.5245
2024-01-16,20.4872
2024-01-17,20.6365
2024-01-18,20.6388
2024-01-19,20.6648
2024-01-20,20.6648
2024-01-21,20.6648
2024-01-22,20.6807
2024-01-23,20.6852
2024-01-24,21.595
2024-01-25,21.5554
2024-01-26,21.715
2024-01-27,21.715
2024-01-28,21.715
2024-01-29,21.5271
2024-01-30,21.7478
2024-01-31,21.5826
2024-02-01,21.6346
2024-02-02,21.8587
2024-02-03,21.8587
2024-02-04,21.8587
2024-02-05,22.0273
2024-02-06,21.8112
2024-02-07,22.0262
2024-02-08,22.1156
2024-02-09,22.0884
2024-02-10,22.0884
2024-02-11,22.0884
2024-02-12,22.0477
2024-02-13,22.016
2024-02-14,22.6948
2024-02-15,22.8409
2024-02-16,22.8239
2024-02-17,22.8239
2024-02-18,22.8239
2024-02-19,22.8239
2024-02-20,22.8681
2024-02-21,22.9553
2024-02-22,23.1184
2024-02-23,23.0742
2024-02-24,23.0742
2024-02-25,23.0742
2024-02-26,23.3315
2024-02-27,23.173
2024-02-28,23.156
2024-02-29,22.8763
2024-03-01,22.6804
2024-03-02,22.6804
2024-03-03,22.6804
2024-03-04,22.8401
2024-03-05,22.9046
2024-03-06,23.6067
2024-03-07,23.6192
2024-03-08,23.8785
2024-03-09,23.8785
2024-03-10,23.8785
2024-03-11,23.6894
2024-03-12,23.9385
2024-03-13,24.0291
2024-03-14,24.2703
2024-03-15,24.6111
2024-03-16,24.6111
2024-03-17,24.6111
2024-03-18,24.7853
2024-03-19,24.6811
2024-03-20,24.7071
2024-03-21,24.6902
2024-03-22,24.7049
2024-03-23,24.7049
2024-03-24,24.7049
2024-03-25,24.7411
2024-03-26,24.586
2024-03-27,24.7558
2024-03-28,24.7558
2024-03-29,24.7558
2024-03-30,24.7558
2024-03-31,24.7558
2024-04-01,24.7558
2024-04-02,24.7558
2024-04-03,24.7558
2024-04-04,24.7558
2024-04-05,24.7558
2024-04-06,24.7558
2024-04-07,24.7558
2024-04-08,24.7558
