,MOH US Equity
2023-03-19,8.7765
2023-03-20,8.8451
2023-03-21,8.9851
2023-03-22,8.9279
2023-03-23,8.8579
2023-03-24,9.0586
2023-03-25,9.0586
2023-03-26,9.0586
2023-03-27,9.154
2023-03-28,8.9627
2023-03-29,8.9463
2023-03-30,8.9746
2023-03-31,7.646
2023-04-01,7.646
2023-04-02,7.646
2023-04-03,7.8552
2023-04-04,7.8965
2023-04-05,8.4077
2023-04-06,8.4847
2023-04-07,8.4847
2023-04-08,8.4847
2023-04-09,8.4847
2023-04-10,8.6824
2023-04-11,8.8865
2023-04-12,8.9709
2023-04-13,9.2688
2023-04-14,8.8619
2023-04-15,8.8619
2023-04-16,8.8619
2023-04-17,8.9282
2023-04-18,8.7237
2023-04-19,8.109
2023-04-20,8.0426
2023-04-21,8.0194
2023-04-22,8.0194
2023-04-23,8.0194
2023-04-24,8.3961
2023-04-25,8.1929
2023-04-26,8.0208
2023-04-27,9.0187
2023-04-28,9.0637
2023-04-29,9.0637
2023-04-30,9.0637
2023-05-01,9.4169
2023-05-02,9.0488
2023-05-03,8.9676
2023-05-04,8.7606
2023-05-05,9.1398
2023-05-06,9.1398
2023-05-07,9.1398
2023-05-08,8.9286
2023-05-09,8.8274
2023-05-10,8.7959
2023-05-11,9.0409
2023-05-12,9.1017
2023-05-13,9.1017
2023-05-14,9.1017
2023-05-15,8.8344
2023-05-16,8.6181
2023-05-17,8.9509
2023-05-18,8.4575
2023-05-19,8.4733
2023-05-20,8.4733
2023-05-21,8.4733
2023-05-22,8.6042
2023-05-23,8.4584
2023-05-24,8.314
2023-05-25,7.9274
2023-05-26,7.9098
2023-05-27,7.9098
2023-05-28,7.9098
2023-05-29,7.9098
2023-05-30,7.7626
2023-05-31,7.9501
2023-06-01,8.3711
2023-06-02,8.5661
2023-06-03,8.5661
2023-06-04,8.5661
2023-06-05,8.8432
2023-06-06,8.5577
2023-06-07,8.4217
2023-06-08,8.574
2023-06-09,8.4347
2023-06-10,8.4347
2023-06-11,8.4347
2023-06-12,8.6357
2023-06-13,8.7369
2023-06-14,8.0239
2023-06-15,8.4101
2023-06-16,8.1414
2023-06-17,8.1414
2023-06-18,8.1414
2023-06-19,8.1414
2023-06-20,8.178
2023-06-21,8.3725
2023-06-22,8.5782
2023-06-23,8.6018
2023-06-24,8.6018
2023-06-25,8.6018
2023-06-26,8.6975
2023-06-27,8.7318
2023-06-28,8.6529
2023-06-29,8.9189
2023-06-30,8.3313
2023-07-01,8.3313
2023-07-02,8.3313
2023-07-03,8.211
2023-07-04,8.211
2023-07-05,8.2991
2023-07-06,8.3008
2023-07-07,8.0694
2023-07-08,8.0694
2023-07-09,8.0694
2023-07-10,8.3622
2023-07-11,8.3274
2023-07-12,7.9156
2023-07-13,7.8276
2023-07-14,8.2141
2023-07-15,8.2141
2023-07-16,8.2141
2023-07-17,8.2734
2023-07-18,8.4106
2023-07-19,8.8198
2023-07-20,9.0237
2023-07-21,9.0821
2023-07-22,9.0821
2023-07-23,9.0821
2023-07-24,8.886
2023-07-25,8.9592
2023-07-26,8.6942
2023-07-27,8.5971
2023-07-28,8.3409
2023-07-29,8.3409
2023-07-30,8.3409
2023-07-31,8.4729
2023-08-01,8.3649
2023-08-02,8.4777
2023-08-03,8.3723
2023-08-04,8.4063
2023-08-05,8.4063
2023-08-06,8.4063
2023-08-07,8.7566
2023-08-08,8.713
2023-08-09,8.8873
2023-08-10,8.9527
2023-08-11,8.9627
2023-08-12,8.9627
2023-08-13,8.9627
2023-08-14,9.13
2023-08-15,8.9574
2023-08-16,8.9091
2023-08-17,8.7043
2023-08-18,8.8973
2023-08-19,8.8973
2023-08-20,8.8973
2023-08-21,9.1487
2023-08-22,9.0507
2023-08-23,9.1052
2023-08-24,9.0646
2023-08-25,9.1034
2023-08-26,9.1034
2023-08-27,9.1034
2023-08-28,9.2019
2023-08-29,9.2481
2023-08-30,9.2511
2023-08-31,8.7182
2023-09-01,8.7322
2023-09-02,8.7322
2023-09-03,8.7322
2023-09-04,8.7322
2023-09-05,8.8315
2023-09-06,8.7487
2023-09-07,8.981
2023-09-08,9.1692
2023-09-09,9.1692
2023-09-10,9.1692
2023-09-11,9.2337
2023-09-12,9.1932
2023-09-13,9.5095
2023-09-14,9.4533
2023-09-15,9.4799
2023-09-16,9.4799
2023-09-17,9.4799
2023-09-18,9.5409
2023-09-19,9.5601
2023-09-20,9.7374
2023-09-21,9.7923
2023-09-22,9.7845
2023-09-23,9.7845
2023-09-24,9.7845
2023-09-25,10.0812
2023-09-26,9.7587
2023-09-27,9.6306
2023-09-28,9.7291
2023-09-29,8.6769
2023-09-30,8.6769
2023-10-01,8.6769
2023-10-02,8.8726
2023-10-03,8.4291
2023-10-04,8.6816
2023-10-05,8.7283
2023-10-06,8.9012
2023-10-07,8.9012
2023-10-08,8.9012
2023-10-09,9.1268
2023-10-10,9.2
2023-10-11,9.2158
2023-10-12,9.1837
2023-10-13,9.5767
2023-10-14,9.5767
2023-10-15,9.5767
2023-10-16,9.8686
2023-10-17,10.0501
2023-10-18,10.0565
2023-10-19,9.6071
2023-10-20,9.5758
2023-10-21,9.5758
2023-10-22,9.5758
2023-10-23,9.3939
2023-10-24,8.9286
2023-10-25,9.0433
2023-10-26,8.8268
2023-10-27,9.0284
2023-10-28,9.0284
2023-10-29,9.0284
2023-10-30,8.6808
2023-10-31,8.8935
2023-11-01,9.0596
2023-11-02,9.0909
2023-11-03,9.0853
2023-11-04,9.0853
2023-11-05,9.0853
2023-11-06,9.5604
2023-11-07,9.6002
2023-11-08,9.5972
2023-11-09,9.7248
2023-11-10,9.9692
2023-11-11,9.9692
2023-11-12,9.9692
2023-11-13,10.0998
2023-11-14,10.1742
2023-11-15,10.2419
2023-11-16,10.2804
2023-11-17,9.765
2023-11-18,9.765
2023-11-19,9.765
2023-11-20,9.8909
2023-11-21,10.0587
2023-11-22,10.2599
2023-11-23,10.2599
2023-11-24,10.3776
2023-11-25,10.3776
2023-11-26,10.3776
2023-11-27,10.3211
2023-11-28,10.104
2023-11-29,9.6584
2023-11-30,10.2894
2023-12-01,10.1695
2023-12-02,10.1695
2023-12-03,10.1695
2023-12-04,10.2894
2023-12-05,10.351
2023-12-06,10.1717
2023-12-07,10.1982
2023-12-08,10.3818
2023-12-09,10.3818
2023-12-10,10.3818
2023-12-11,10.3082
2023-12-12,10.8424
2023-12-13,11.0098
2023-12-14,10.6849
2023-12-15,10.179
2023-12-16,10.179
2023-12-17,10.179
2023-12-18,10.3185
2023-12-19,10.0193
2023-12-20,9.6923
2023-12-21,9.9756
2023-12-22,9.9821
2023-12-23,9.9821
2023-12-24,9.9821
2023-12-25,9.9821
2023-12-26,9.9551
2023-12-27,9.9157
2023-12-28,9.8982
2023-12-29,9.1979
2023-12-30,9.1979
2023-12-31,9.1979
2024-01-01,9.1979
2024-01-02,9.5767
2024-01-03,9.7672
2024-01-04,9.844
2024-01-05,9.8384
2024-01-06,9.8384
2024-01-07,9.8384
2024-01-08,9.808
2024-01-09,9.9077
2024-01-10,9.8781
2024-01-11,10.0215
2024-01-12,9.9084
2024-01-13,9.9084
2024-01-14,9.9084
2024-01-15,9.9084
2024-01-16,10.0775
2024-01-17,10.1308
2024-01-18,9.9299
2024-01-19,9.3536
2024-01-20,9.3536
2024-01-21,9.3536
2024-01-22,9.4533
2024-01-23,9.4444
2024-01-24,9.3847
2024-01-25,8.7814
2024-01-26,8.9126
2024-01-27,8.9126
2024-01-28,8.9126
2024-01-29,8.9522
2024-01-30,8.9715
2024-01-31,9.0175
2024-02-01,8.9719
2024-02-02,8.9596
2024-02-03,8.9596
2024-02-04,8.9596
2024-02-05,8.8195
2024-02-06,9.0427
2024-02-07,9.2272
2024-02-08,9.8731
2024-02-09,10.1379
2024-02-10,10.1379
2024-02-11,10.1379
2024-02-12,10.2839
2024-02-13,10.3466
2024-02-14,10.6559
2024-02-15,10.5883
2024-02-16,10.7212
2024-02-17,10.7212
2024-02-18,10.7212
2024-02-19,10.7212
2024-02-20,10.7127
2024-02-21,10.6213
2024-02-22,10.8162
2024-02-23,10.9087
2024-02-24,10.9087
2024-02-25,10.9087
2024-02-26,10.7205
2024-02-27,10.6618
2024-02-28,10.7234
2024-02-29,10.4312
2024-03-01,10.1825
2024-03-02,10.1825
2024-03-03,10.1825
2024-03-04,10.158
2024-03-05,10.122
2024-03-06,10.2374
2024-03-07,10.3548
2024-03-08,10.3837
2024-03-09,10.3837
2024-03-10,10.3837
2024-03-11,10.7416
2024-03-12,10.752
2024-03-13,10.8389
2024-03-14,10.9053
2024-03-15,10.8226
2024-03-16,10.8226
2024-03-17,10.8226
2024-03-18,11.0416
2024-03-19,11.3824
2024-03-20,11.2551
2024-03-21,11.3163
2024-03-22,11.2038
2024-03-23,11.2038
2024-03-24,11.2038
2024-03-25,11.1222
2024-03-26,11.342
2024-03-27,11.3479
2024-03-28,11.0594
2024-03-29,11.0594
2024-03-30,11.0594
2024-03-31,11.0594
2024-04-01,10.8133
2024-04-02,9.949
2024-04-03,9.8591
2024-04-04,9.7403
2024-04-05,9.7949
2024-04-06,9.7949
2024-04-07,9.7949
2024-04-08,9.9727
