,TNC US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-06,18.0803
2023-03-07,17.938
2023-03-08,17.8848
2023-03-09,17.7149
2023-03-10,17.2837
2023-03-11,17.2837
2023-03-12,17.2837
2023-03-13,16.7483
2023-03-14,17.1137
2023-03-15,16.6867
2023-03-16,16.9353
2023-03-17,16.7207
2023-03-18,16.7207
2023-03-19,16.7207
2023-03-20,16.8163
2023-03-21,16.982
2023-03-22,16.6485
2023-03-23,16.5996
2023-03-24,16.6761
2023-03-25,16.6761
2023-03-26,16.6761
2023-03-27,16.7845
2023-03-28,17.0033
2023-03-29,17.135
2023-03-30,17.169
2023-03-31,13.7949
2023-04-01,13.7949
2023-04-02,13.7949
2023-04-03,13.8922
2023-04-04,13.4159
2023-04-05,13.3015
2023-04-06,13.281
2023-04-07,13.281
2023-04-08,13.281
2023-04-09,13.281
2023-04-10,13.4261
2023-04-11,13.4722
2023-04-12,13.5712
2023-04-13,13.5559
2023-04-14,13.4859
2023-04-15,13.4859
2023-04-16,13.4859
2023-04-17,13.6122
2023-04-18,13.5644
2023-04-19,13.5644
2023-04-20,13.6225
2023-04-21,13.6071
2023-04-22,13.6071
2023-04-23,13.6071
2023-04-24,13.6737
2023-04-25,13.5251
2023-04-26,13.1905
2023-04-27,13.4637
2023-04-28,15.1322
2023-04-29,15.1322
2023-04-30,15.1322
2023-05-01,15.7651
2023-05-02,15.6491
2023-05-03,15.5092
2023-05-04,15.2568
2023-05-05,15.4547
2023-05-06,15.4547
2023-05-07,15.4547
2023-05-08,15.4495
2023-05-09,15.3762
2023-05-10,15.3779
2023-05-11,15.3523
2023-05-12,15.3847
2023-05-13,15.3847
2023-05-14,15.3847
2023-05-15,15.4427
2023-05-16,15.2636
2023-05-17,15.3984
2023-05-18,15.4342
2023-05-19,15.3625
2023-05-20,15.3625
2023-05-21,15.3625
2023-05-22,15.4768
2023-05-23,15.3148
2023-05-24,15.0452
2023-05-25,15.023
2023-05-26,14.9309
2023-05-27,14.9309
2023-05-28,14.9309
2023-05-29,14.9309
2023-05-30,14.7211
2023-05-31,14.5658
2023-06-01,14.7518
2023-06-02,15.2909
2023-06-03,15.2909
2023-06-04,15.2909
2023-06-05,14.9258
2023-06-06,15.4086
2023-06-07,15.917
2023-06-08,15.8897
2023-06-09,15.7293
2023-06-10,15.7293
2023-06-11,15.7293
2023-06-12,15.8078
2023-06-13,16.0074
2023-06-14,15.8743
2023-06-15,15.9699
2023-06-16,15.9375
2023-06-17,15.9375
2023-06-18,15.9375
2023-06-19,15.9375
2023-06-20,15.8829
2023-06-21,16.0193
2023-06-22,15.7003
2023-06-23,15.6355
2023-06-24,15.6355
2023-06-25,15.6355
2023-06-26,15.7054
2023-06-27,15.7651
2023-06-28,15.7225
2023-06-29,16.0159
2023-06-30,13.1754
2023-07-01,13.1754
2023-07-02,13.1754
2023-07-03,13.2083
2023-07-04,13.2083
2023-07-05,12.8573
2023-07-06,12.6238
2023-07-07,12.6725
2023-07-08,12.6725
2023-07-09,12.6725
2023-07-10,12.6797
2023-07-11,12.7227
2023-07-12,12.853
2023-07-13,12.9691
2023-07-14,12.9347
2023-07-15,12.9347
2023-07-16,12.9347
2023-07-17,12.9834
2023-07-18,13.1295
2023-07-19,13.1238
2023-07-20,13.1381
2023-07-21,12.9433
2023-07-22,12.9433
2023-07-23,12.9433
2023-07-24,12.9906
2023-07-25,13.0249
2023-07-26,12.9648
2023-07-27,12.8272
2023-07-28,12.9805
2023-07-29,12.9805
2023-07-30,12.9805
2023-07-31,13.0507
2023-08-01,13.055
2023-08-02,13.0407
2023-08-03,13.1926
2023-08-04,13.5954
2023-08-05,13.5954
2023-08-06,13.5954
2023-08-07,14.0628
2023-08-08,14.0427
2023-08-09,13.9765
2023-08-10,13.8456
2023-08-11,13.7737
2023-08-12,13.7737
2023-08-13,13.7737
2023-08-14,13.5982
2023-08-15,13.4832
2023-08-16,13.3278
2023-08-17,13.1221
2023-08-18,13.1049
2023-08-19,13.1049
2023-08-20,13.1049
2023-08-21,13.0761
2023-08-22,13.056
2023-08-23,13.2746
2023-08-24,13.2976
2023-08-25,13.3508
2023-08-26,13.3508
2023-08-27,13.3508
2023-08-28,13.3623
2023-08-29,13.3997
2023-08-30,13.5277
2023-08-31,13.4112
2023-09-01,13.5565
2023-09-02,13.5565
2023-09-03,13.5565
2023-09-04,13.5565
2023-09-05,12.8273
2023-09-06,12.7841
2023-09-07,12.9596
2023-09-08,12.8115
2023-09-09,12.8115
2023-09-10,12.8115
2023-09-11,12.8747
2023-09-12,12.7453
2023-09-13,12.5842
2023-09-14,12.7007
2023-09-15,12.5928
2023-09-16,12.5928
2023-09-17,12.5928
2023-09-18,12.5899
2023-09-19,12.5885
2023-09-20,12.4806
2023-09-21,12.2519
2023-09-22,12.2591
2023-09-23,12.2591
2023-09-24,12.2591
2023-09-25,12.2994
2023-09-26,12.1584
2023-09-27,12.226
2023-09-28,12.4619
2023-09-29,10.686
2023-09-30,10.686
2023-10-01,10.686
2023-10-02,10.7499
2023-10-03,10.72
2023-10-04,10.8856
2023-10-05,10.9599
2023-10-06,10.9534
2023-10-07,10.9534
2023-10-08,10.9534
2023-10-09,11.0486
2023-10-10,11.0408
2023-10-11,11.1229
2023-10-12,10.9886
2023-10-13,10.7969
2023-10-14,10.7969
2023-10-15,10.7969
2023-10-16,10.9247
2023-10-17,10.9743
2023-10-18,10.7799
2023-10-19,10.69
2023-10-20,10.643
2023-10-21,10.643
2023-10-22,10.643
2023-10-23,10.5908
2023-10-24,10.6065
2023-10-25,10.5622
2023-10-26,10.6078
2023-10-27,10.5661
2023-10-28,10.5661
2023-10-29,10.5661
2023-10-30,10.8517
2023-10-31,10.7456
2023-11-01,11.4259
2023-11-02,11.6042
2023-11-03,11.8087
2023-11-04,11.8087
2023-11-05,11.8087
2023-11-06,11.8428
2023-11-07,11.9673
2023-11-08,11.928
2023-11-09,11.9555
2023-11-10,11.9857
2023-11-11,11.9857
2023-11-12,11.9857
2023-11-13,11.8992
2023-11-14,12.0788
2023-11-15,12.0932
2023-11-16,12.3527
2023-11-17,12.5166
2023-11-18,12.5166
2023-11-19,12.5166
2023-11-20,12.5127
2023-11-21,12.354
2023-11-22,12.4733
2023-11-23,12.4733
2023-11-24,12.5572
2023-11-25,12.5572
2023-11-26,12.5572
2023-11-27,12.5376
2023-11-28,12.3567
2023-11-29,12.2492
2023-11-30,12.24
2023-12-01,12.379
2023-12-02,12.379
2023-12-03,12.379
2023-12-04,12.4353
2023-12-05,12.2964
2023-12-06,12.2348
2023-12-07,12.4144
2023-12-08,12.4196
2023-12-09,12.4196
2023-12-10,12.4196
2023-12-11,12.4288
2023-12-12,12.5166
2023-12-13,12.5533
2023-12-14,12.9741
2023-12-15,12.885
2023-12-16,12.885
2023-12-17,12.885
2023-12-18,12.9571
2023-12-19,13.0698
2023-12-20,12.9164
2023-12-21,13.0305
2023-12-22,13.0947
2023-12-23,13.0947
2023-12-24,13.0947
2023-12-25,13.0947
2023-12-26,13.1419
2023-12-27,13.176
2023-12-28,13.1786
2023-12-29,13.406
2023-12-30,13.406
2023-12-31,13.406
2024-01-01,13.406
2024-01-02,13.2483
2024-01-03,12.8426
2024-01-04,12.7388
2024-01-05,12.6243
2024-01-06,12.6243
2024-01-07,12.6243
2024-01-08,12.7483
2024-01-09,12.6472
2024-01-10,12.6971
2024-01-11,12.9127
2024-01-12,13.096
2024-01-13,13.096
2024-01-14,13.096
2024-01-15,13.096
2024-01-16,13.1836
2024-01-17,13.0879
2024-01-18,13.1499
2024-01-19,13.1499
2024-01-20,13.1499
2024-01-21,13.1499
2024-01-22,13.2604
2024-01-23,13.1391
2024-01-24,13.0205
2024-01-25,13.1607
2024-01-26,13.3521
2024-01-27,13.3521
2024-01-28,13.3521
2024-01-29,13.7631
2024-01-30,13.7173
2024-01-31,13.6526
2024-02-01,13.9801
2024-02-02,14.0206
2024-02-03,14.0206
2024-02-04,14.0206
2024-02-05,13.8548
2024-02-06,13.8979
2024-02-07,13.9276
2024-02-08,14.0718
2024-02-09,14.03
2024-02-10,14.03
2024-02-11,14.03
2024-02-12,14.2915
2024-02-13,13.9518
2024-02-14,14.3562
2024-02-15,14.6527
2024-02-16,14.5826
2024-02-17,14.5826
2024-02-18,14.5826
2024-02-19,14.5826
2024-02-20,14.685
2024-02-21,14.6419
2024-02-22,14.5722
2024-02-23,15.1821
2024-02-24,15.1821
2024-02-25,15.1821
2024-02-26,15.7128
2024-02-27,16.3146
2024-02-28,16.1574
2024-02-29,16.1198
2024-03-01,15.8001
2024-03-02,15.8001
2024-03-03,15.8001
2024-03-04,15.7316
2024-03-05,15.5166
2024-03-06,15.5126
2024-03-07,15.7141
2024-03-08,15.7705
2024-03-09,15.7705
2024-03-10,15.7705
2024-03-11,15.8364
2024-03-12,15.9223
2024-03-13,16.0594
2024-03-14,15.9694
2024-03-15,16.2394
2024-03-16,16.2394
2024-03-17,16.2394
2024-03-18,16.0607
2024-03-19,16.3711
2024-03-20,16.5712
2024-03-21,17.2712
2024-03-22,17.6061
2024-03-23,17.6061
2024-03-24,17.6061
2024-03-25,17.2728
2024-03-26,17.4689
2024-03-27,17.5745
2024-03-28,17.5896
2024-03-29,17.5896
2024-03-30,17.5896
2024-03-31,17.5896
2024-04-01,17.7692
2024-04-02,17.5142
2024-04-03,17.7309
2024-04-04,17.506
2024-04-05,17.6157
2024-04-06,17.6157
2024-04-07,17.6157
2024-04-08,17.5732
