,MSEX US Equity
2023-03-19,36.1365
2023-03-20,36.2036
2023-03-21,35.678
2023-03-22,35.2941
2023-03-23,35.4954
2023-03-24,36.621
2023-03-25,36.621
2023-03-26,36.621
2023-03-27,36.1216
2023-03-28,36.5241
2023-03-29,36.6658
2023-03-30,36.6956
2023-03-31,41.494
2023-04-01,41.494
2023-04-02,41.494
2023-04-03,41.6108
2023-04-04,41.7985
2023-04-05,42.0863
2023-04-06,42.6702
2023-04-07,42.6702
2023-04-08,42.6702
2023-04-09,42.6702
2023-04-10,42.3323
2023-04-11,42.8328
2023-04-12,42.3991
2023-04-13,42.4992
2023-04-14,41.8318
2023-04-15,41.8318
2023-04-16,41.8318
2023-04-17,41.7776
2023-04-18,41.1645
2023-04-19,41.5941
2023-04-20,41.5649
2023-04-21,41.811
2023-04-22,41.811
2023-04-23,41.811
2023-04-24,41.5983
2023-04-25,41.1895
2023-04-26,40.2261
2023-04-27,39.8048
2023-04-28,39.3502
2023-04-29,39.3502
2023-04-30,39.3502
2023-05-01,39.2544
2023-05-02,37.9084
2023-05-03,38.8322
2023-05-04,39.1958
2023-05-05,39.7978
2023-05-06,39.7978
2023-05-07,39.7978
2023-05-08,39.8647
2023-05-09,39.9315
2023-05-10,39.9817
2023-05-11,39.3129
2023-05-12,39.6055
2023-05-13,39.6055
2023-05-14,39.6055
2023-05-15,39.9023
2023-05-16,39.4341
2023-05-17,40.245
2023-05-18,40.847
2023-05-19,40.383
2023-05-20,40.383
2023-05-21,40.383
2023-05-22,41.0685
2023-05-23,41.2733
2023-05-24,41.5576
2023-05-25,41.2524
2023-05-26,41.9714
2023-05-27,41.9714
2023-05-28,41.9714
2023-05-29,41.9714
2023-05-30,42.4019
2023-05-31,42.9202
2023-06-01,42.2305
2023-06-02,43.4051
2023-06-03,43.4051
2023-06-04,43.4051
2023-06-05,43.0624
2023-06-06,43.4678
2023-06-07,43.8649
2023-06-08,43.9318
2023-06-09,43.9318
2023-06-10,43.9318
2023-06-11,43.9318
2023-06-12,43.217
2023-06-13,43.054
2023-06-14,42.7489
2023-06-15,43.2923
2023-06-16,43.401
2023-06-17,43.401
2023-06-18,43.401
2023-06-19,43.401
2023-06-20,43.5431
2023-06-21,43.0582
2023-06-22,43.1502
2023-06-23,41.6244
2023-06-24,41.6244
2023-06-25,41.6244
2023-06-26,42.0592
2023-06-27,42.3768
2023-06-28,42.0174
2023-06-29,42.4855
2023-06-30,42.4266
2023-07-01,42.4266
2023-07-02,42.4266
2023-07-03,42.4101
2023-07-04,42.4101
2023-07-05,41.8947
2023-07-06,41.5978
2023-07-07,41.1525
2023-07-08,41.1525
2023-07-09,41.1525
2023-07-10,41.1442
2023-07-11,41.5442
2023-07-12,42.2575
2023-07-13,42.4637
2023-07-14,42.5214
2023-07-15,42.5214
2023-07-16,42.5214
2023-07-17,42.6946
2023-07-18,42.4761
2023-07-19,43.1234
2023-07-20,43.4987
2023-07-21,43.6925
2023-07-22,43.6925
2023-07-23,43.6925
2023-07-24,43.3956
2023-07-25,43.7461
2023-07-26,43.3337
2023-07-27,42.8513
2023-07-28,42.701
2023-07-29,42.701
2023-07-30,42.701
2023-07-31,42.4527
2023-08-01,42.3657
2023-08-02,42.4527
2023-08-03,41.8566
2023-08-04,42.2705
2023-08-05,42.2705
2023-08-06,42.2705
2023-08-07,43.0031
2023-08-08,42.6803
2023-08-09,42.5065
2023-08-10,42.2374
2023-08-11,42.701
2023-08-12,42.701
2023-08-13,42.701
2023-08-14,42.7548
2023-08-15,42.4278
2023-08-16,41.9808
2023-08-17,41.4345
2023-08-18,41.7739
2023-08-19,41.7739
2023-08-20,41.7739
2023-08-21,41.5711
2023-08-22,42.0181
2023-08-23,41.9767
2023-08-24,41.2358
2023-08-25,41.8194
2023-08-26,41.8194
2023-08-27,41.8194
2023-08-28,41.2358
2023-08-29,40.9751
2023-08-30,40.6564
2023-08-31,40.317
2023-09-01,39.7168
2023-09-02,39.7168
2023-09-03,39.7168
2023-09-04,39.7168
2023-09-05,39.4023
2023-09-06,38.9966
2023-09-07,39.1829
2023-09-08,38.9925
2023-09-09,38.9925
2023-09-10,38.9925
2023-09-11,39.1332
2023-09-12,38.9221
2023-09-13,39.6837
2023-09-14,39.7706
2023-09-15,39.4395
2023-09-16,39.4395
2023-09-17,39.4395
2023-09-18,39.1084
2023-09-19,38.6159
2023-09-20,37.7922
2023-09-21,37.4197
2023-09-22,37.3204
2023-09-23,37.3204
2023-09-24,37.3204
2023-09-25,37.3121
2023-09-26,37.1631
2023-09-27,36.9768
2023-09-28,36.4471
2023-09-29,40.4502
2023-09-30,40.4502
2023-10-01,40.4502
2023-10-02,39.5793
2023-10-03,39.5611
2023-10-04,39.7244
2023-10-05,40.4456
2023-10-06,40.6452
2023-10-07,40.6452
2023-10-08,40.6452
2023-10-09,41.058
2023-10-10,41.0217
2023-10-11,40.9446
2023-10-12,40.3731
2023-10-13,39.9376
2023-10-14,39.9376
2023-10-15,39.9376
2023-10-16,40.1962
2023-10-17,39.8923
2023-10-18,38.9669
2023-10-19,38.8762
2023-10-20,38.5496
2023-10-21,38.5496
2023-10-22,38.5496
2023-10-23,39.7426
2023-10-24,39.4568
2023-10-25,39.0712
2023-10-26,39.5067
2023-10-27,39.2028
2023-10-28,39.2028
2023-10-29,39.2028
2023-10-30,39.0622
2023-10-31,39.2164
2023-11-01,39.4024
2023-11-02,40.1826
2023-11-03,41.2621
2023-11-04,41.2621
2023-11-05,41.2621
2023-11-06,41.1941
2023-11-07,40.1735
2023-11-08,39.1892
2023-11-09,39.2211
2023-11-10,38.4702
2023-11-11,38.4702
2023-11-12,38.4702
2023-11-13,38.6021
2023-11-14,40.6637
2023-11-15,40.3133
2023-11-16,40.2724
2023-11-17,40.2678
2023-11-18,40.2678
2023-11-19,40.2678
2023-11-20,39.2984
2023-11-21,39.7308
2023-11-22,40.1313
2023-11-23,40.1313
2023-11-24,40.2132
2023-11-25,40.2132
2023-11-26,40.2132
2023-11-27,40.2451
2023-11-28,39.4304
2023-11-29,39.4441
2023-11-30,39.4805
2023-12-01,40.4271
2023-12-02,40.4271
2023-12-03,40.4271
2023-12-04,41.624
2023-12-05,41.2918
2023-12-06,41.5284
2023-12-07,41.4602
2023-12-08,41.1598
2023-12-09,41.1598
2023-12-10,41.1598
2023-12-11,41.1143
2023-12-12,41.3509
2023-12-13,42.9711
2023-12-14,42.7162
2023-12-15,42.1155
2023-12-16,42.1155
2023-12-17,42.1155
2023-12-18,41.9289
2023-12-19,42.4614
2023-12-20,41.6923
2023-12-21,41.2235
2023-12-22,41.1553
2023-12-23,41.1553
2023-12-24,41.1553
2023-12-25,41.1553
2023-12-26,41.401
2023-12-27,40.9914
2023-12-28,40.996
2023-12-29,40.2936
2023-12-30,40.2936
2023-12-31,40.2936
2024-01-01,40.2936
2024-01-02,39.8805
2024-01-03,39.0815
2024-01-04,38.632
2024-01-05,38.1599
2024-01-06,38.1599
2024-01-07,38.1599
2024-01-08,38.4368
2024-01-09,39.1042
2024-01-10,39.3856
2024-01-11,38.3869
2024-01-12,38.4459
2024-01-13,38.4459
2024-01-14,38.4459
2024-01-15,38.4459
2024-01-16,37.8875
2024-01-17,37.1067
2024-01-18,37.0431
2024-01-19,36.571
2024-01-20,36.571
2024-01-21,36.571
2024-01-22,37.5107
2024-01-23,37.9829
2024-01-24,36.6073
2024-01-25,36.8343
2024-01-26,36.1851
2024-01-27,36.1851
2024-01-28,36.1851
2024-01-29,36.7571
2024-01-30,36.226
2024-01-31,35.9127
2024-02-01,36.4847
2024-02-02,35.9581
2024-02-03,35.9581
2024-02-04,35.9581
2024-02-05,35.2726
2024-02-06,35.6857
2024-02-07,35.15
2024-02-08,35.94
2024-02-09,36.1261
2024-02-10,36.1261
2024-02-11,36.1261
2024-02-12,36.6436
2024-02-13,35.15
2024-02-14,35.2499
2024-02-15,36.0444
2024-02-16,35.9627
2024-02-17,35.9627
2024-02-18,35.9627
2024-02-19,35.9627
2024-02-20,35.6222
2024-02-21,35.1591
2024-02-22,33.8698
2024-02-23,34.0197
2024-02-24,34.0197
2024-02-25,34.0197
2024-02-26,33.484
2024-02-27,33.6202
2024-02-28,33.7064
2024-02-29,33.6065
2024-03-01,33.8122
2024-03-02,33.8122
2024-03-03,33.8122
2024-03-04,33.8668
2024-03-05,33.9168
2024-03-06,34.0849
2024-03-07,33.9031
2024-03-08,34.2939
2024-03-09,34.2939
2024-03-10,34.2939
2024-03-11,33.9258
2024-03-12,33.8804
2024-03-13,34.0531
2024-03-14,34.0576
2024-03-15,34.3893
2024-03-16,34.3893
2024-03-17,34.3893
2024-03-18,33.8531
2024-03-19,33.3715
2024-03-20,33.8668
2024-03-21,33.8259
2024-03-22,33.6669
2024-03-23,33.6669
2024-03-24,33.6669
2024-03-25,33.4351
2024-03-26,33.4215
2024-03-27,34.312
2024-03-28,34.3575
2024-03-29,34.3575
2024-03-30,34.3575
2024-03-31,34.3575
2024-04-01,33.7895
2024-04-02,33.058
2024-04-03,32.5628
2024-04-04,33.108
2024-04-05,32.431
2024-04-06,32.431
2024-04-07,32.431
2024-04-08,32.7354
