,BBY US Equity
2020-12-24,11.0115
2020-12-25,11.0115
2020-12-26,11.0115
2020-12-27,11.0115
2020-12-28,11.0149
2020-12-29,10.8122
2020-12-30,10.8812
2020-12-31,10.7041
2021-01-01,10.7041
2021-01-02,10.7041
2021-01-03,10.7041
2021-01-04,10.7821
2021-01-05,10.8389
2021-01-06,11.3857
2021-01-07,11.5862
2021-01-08,11.5706
2021-01-09,11.5706
2021-01-10,11.5706
2021-01-11,11.9281
2021-01-12,12.3658
2021-01-13,12.1999
2021-01-14,12.2778
2021-01-15,12.2868
2021-01-16,12.2868
2021-01-17,12.2868
2021-01-18,12.2868
2021-01-19,12.0217
2021-01-20,12.0896
2021-01-21,12.3424
2021-01-22,12.3903
2021-01-23,12.3903
2021-01-24,12.3903
2021-01-25,12.2578
2021-01-26,12.3647
2021-01-27,12.2389
2021-01-28,12.0985
2021-01-29,11.1946
2021-01-30,11.1946
2021-01-31,11.1946
2021-02-01,11.0723
2021-02-02,11.1903
2021-02-03,11.3571
2021-02-04,11.7383
2021-02-05,11.813
2021-02-06,11.813
2021-02-07,11.813
2021-02-08,12.178
2021-02-09,12.2386
2021-02-10,12.2766
2021-02-11,12.361
2021-02-12,12.4607
2021-02-13,12.4607
2021-02-14,12.4607
2021-02-15,12.4607
2021-02-16,12.4867
2021-02-17,12.2257
2021-02-18,12.0545
2021-02-19,12.1888
2021-02-20,12.1888
2021-02-21,12.1888
2021-02-22,12.0513
2021-02-23,11.9181
2021-02-24,11.6971
2021-02-25,10.5578
2021-02-26,10.2773
2021-02-27,10.2773
2021-02-28,10.2773
2021-03-01,10.4225
2021-03-02,10.5123
2021-03-03,10.2795
2021-03-04,10.0488
2021-03-05,10.5481
2021-03-06,10.5481
2021-03-07,10.5481
2021-03-08,10.951
2021-03-09,10.8697
2021-03-10,11.1221
2021-03-11,11.1686
2021-03-12,11.4296
2021-03-13,11.4296
2021-03-14,11.4296
2021-03-15,11.747
2021-03-16,11.6961
2021-03-17,11.5661
2021-03-18,11.6885
2021-03-19,11.7695
2021-03-20,11.7695
2021-03-21,11.7695
2021-03-22,12.0592
2021-03-23,11.8343
2021-03-24,11.3648
2021-03-25,11.5593
2021-03-26,11.8814
2021-03-27,11.8814
2021-03-28,11.8814
2021-03-29,11.415
2021-03-30,11.5112
2021-03-31,11.416
2021-04-01,11.5153
2021-04-02,11.5153
2021-04-03,11.5153
2021-04-04,11.5153
2021-04-05,11.7486
2021-04-06,12.0361
2021-04-07,12.0205
2021-04-08,11.919
2021-04-09,12.2181
2021-04-10,12.2181
2021-04-11,12.2181
2021-04-12,12.1219
2021-04-13,12.0445
2021-04-14,11.9765
2021-04-15,11.8856
2021-04-16,11.9452
2021-04-17,11.9452
2021-04-18,11.9452
2021-04-19,11.8374
2021-04-20,11.7967
2021-04-21,11.851
2021-04-22,11.7538
2021-04-23,11.7224
2021-04-24,11.7224
2021-04-25,11.7224
2021-04-26,11.6471
2021-04-27,11.7862
2021-04-28,11.6649
2021-04-29,11.7799
2021-04-30,9.8007
2021-05-01,9.8007
2021-05-02,9.8007
2021-05-03,9.903
2021-05-04,9.9252
2021-05-05,9.81
2021-05-06,10.1368
2021-05-07,10.3333
2021-05-08,10.3333
2021-05-09,10.3333
2021-05-10,10.628
2021-05-11,10.276
2021-05-12,9.8044
2021-05-13,10.0479
2021-05-14,10.1667
2021-05-15,10.1667
2021-05-16,10.1667
2021-05-17,10.1427
2021-05-18,9.8702
2021-05-19,9.5943
2021-05-20,9.6652
2021-05-21,9.7002
2021-05-22,9.7002
2021-05-23,9.7002
2021-05-24,9.6806
2021-05-25,9.6566
2021-05-26,9.8736
2021-05-27,9.9744
2021-05-28,9.8121
2021-05-29,9.8121
2021-05-30,9.8121
2021-05-31,9.8121
2021-06-01,9.6976
2021-06-02,9.9924
2021-06-03,9.754
2021-06-04,9.7937
2021-06-05,9.7937
2021-06-06,9.7937
2021-06-07,9.8886
2021-06-08,9.9843
2021-06-09,9.7083
2021-06-10,9.4989
2021-06-11,9.6621
2021-06-12,9.6621
2021-06-13,9.6621
2021-06-14,9.6262
2021-06-15,9.5604
2021-06-16,9.2733
2021-06-17,9.2391
2021-06-18,9.0793
2021-06-19,9.0793
2021-06-20,9.0793
2021-06-21,9.169
2021-06-22,9.3707
2021-06-23,9.3886
2021-06-24,9.3998
2021-06-25,9.5425
2021-06-26,9.5425
2021-06-27,9.5425
2021-06-28,9.6946
2021-06-29,9.7065
2021-06-30,9.7074
2021-07-01,9.8262
2021-07-02,9.7647
2021-07-03,9.7647
2021-07-04,9.7647
2021-07-05,9.7647
2021-07-06,9.3288
2021-07-07,9.2605
2021-07-08,9.1246
2021-07-09,9.3553
2021-07-10,9.3553
2021-07-11,9.3553
2021-07-12,9.3886
2021-07-13,9.2707
2021-07-14,9.2741
2021-07-15,9.4527
2021-07-16,9.3322
2021-07-17,9.3322
2021-07-18,9.3322
2021-07-19,9.1519
2021-07-20,9.334
2021-07-21,9.3485
2021-07-22,9.2801
2021-07-23,9.5621
2021-07-24,9.5621
2021-07-25,9.5621
2021-07-26,9.6946
2021-07-27,9.6544
2021-07-28,9.5433
2021-07-29,9.6459
2021-07-30,8.8293
2021-07-31,8.8293
2021-08-01,8.8293
2021-08-02,8.8404
2021-08-03,9.0116
2021-08-04,8.9022
2021-08-05,9.0687
2021-08-06,9.0267
2021-08-07,9.0267
2021-08-08,9.0267
2021-08-09,8.8444
2021-08-10,9.041
2021-08-11,9.2819
2021-08-12,9.2875
2021-08-13,8.9427
2021-08-14,8.9427
2021-08-15,8.9427
2021-08-16,9.0679
2021-08-17,8.7025
2021-08-18,8.651
2021-08-19,8.624
2021-08-20,8.8515
2021-08-21,8.8515
2021-08-22,8.8515
2021-08-23,8.8143
2021-08-24,9.5538
2021-08-25,9.5855
2021-08-26,9.2843
2021-08-27,9.2375
2021-08-28,9.2375
2021-08-29,9.2375
2021-08-30,9.3049
2021-08-31,8.9928
2021-09-01,9.0138
2021-09-02,8.9734
2021-09-03,8.799
2021-09-04,8.799
2021-09-05,8.799
2021-09-06,8.799
2021-09-07,8.6029
2021-09-08,8.5632
2021-09-09,8.6721
2021-09-10,8.5912
2021-09-11,8.5912
2021-09-12,8.5912
2021-09-13,8.6472
2021-09-14,8.4993
2021-09-15,8.4293
2021-09-16,8.4518
2021-09-17,8.4565
2021-09-18,8.4565
2021-09-19,8.4565
2021-09-20,8.2269
2021-09-21,8.244
2021-09-22,8.237
2021-09-23,8.188
2021-09-24,8.0767
2021-09-25,8.0767
2021-09-26,8.0767
2021-09-27,8.5001
2021-09-28,8.4386
2021-09-29,8.4417
2021-09-30,8.1522
2021-10-01,8.121
2021-10-02,8.121
2021-10-03,8.121
2021-10-04,8.1351
2021-10-05,8.2035
2021-10-06,8.1568
2021-10-07,8.2985
2021-10-08,8.272
2021-10-09,8.272
2021-10-10,8.272
2021-10-11,8.3989
2021-10-12,8.4332
2021-10-13,8.5468
2021-10-14,8.6931
2021-10-15,8.7694
2021-10-16,8.7694
2021-10-17,8.7694
2021-10-18,8.9228
2021-10-19,8.7928
2021-10-20,8.8387
2021-10-21,9.0777
2021-10-22,9.1391
2021-10-23,9.1391
2021-10-24,9.1391
2021-10-25,9.3018
2021-10-26,9.3602
2021-10-27,9.1672
2021-10-28,9.3516
2021-10-29,9.3566
2021-10-30,9.3566
2021-10-31,9.3566
2021-11-01,9.4822
2021-11-02,9.4762
2021-11-03,9.5718
2021-11-04,9.8359
2021-11-05,9.8705
2021-11-06,9.8705
2021-11-07,9.8705
2021-11-08,9.9472
2021-11-09,10.1617
2021-11-10,10.0345
2021-11-11,10.1587
2021-11-12,10.3641
2021-11-13,10.3641
2021-11-14,10.3641
2021-11-15,10.118
2021-11-16,10.3114
2021-11-17,10.1556
2021-11-18,10.3626
2021-11-19,10.4017
2021-11-20,10.4017
2021-11-21,10.4017
2021-11-22,10.5424
2021-11-23,9.264
2021-11-24,8.939
2021-11-25,8.939
2021-11-26,8.7945
2021-11-27,8.7945
2021-11-28,8.7945
2021-11-29,8.5071
2021-11-30,8.1994
2021-12-01,7.8525
2021-12-02,7.9782
2021-12-03,7.9499
2021-12-04,7.9499
2021-12-05,7.9499
2021-12-06,7.8608
2021-12-07,8.0095
2021-12-08,8.0279
2021-12-09,7.8402
2021-12-10,7.799
2021-12-11,7.799
2021-12-12,7.799
2021-12-13,7.5356
2021-12-14,7.6187
2021-12-15,7.7012
2021-12-16,7.5341
2021-12-17,7.5201
2021-12-18,7.5201
2021-12-19,7.5201
2021-12-20,7.2066
2021-12-21,7.3325
2021-12-22,7.3244
2021-12-23,7.3766
2021-12-24,7.3766
2021-12-25,7.3766
2021-12-26,7.3766
2021-12-27,7.4502
2021-12-28,7.4826
2021-12-29,7.5812
2021-12-30,7.632
2021-12-31,7.6357
2022-01-01,7.6357
2022-01-02,7.6357
2022-01-03,7.6739
2022-01-04,7.8962
2022-01-05,7.7387
2022-01-06,7.7299
2022-01-07,7.7019
2022-01-08,7.7019
2022-01-09,7.7019
2022-01-10,7.7203
2022-01-11,7.8189
2022-01-12,7.7151
2022-01-13,7.7093
2022-01-14,7.5209
2022-01-15,7.5209
2022-01-16,7.5209
2022-01-17,7.5209
2022-01-18,7.4178
2022-01-19,7.4701
2022-01-20,7.1426
2022-01-21,7.2567
2022-01-22,7.2567
2022-01-23,7.2567
2022-01-24,7.6195
2022-01-25,7.373
2022-01-26,7.2913
2022-01-27,7.2309
2022-01-28,8.0587
2022-01-29,8.0587
2022-01-30,8.0587
2022-01-31,8.1885
2022-02-01,8.2811
2022-02-02,8.1703
2022-02-03,8.0159
2022-02-04,7.9946
2022-02-05,7.9946
2022-02-06,7.9946
2022-02-07,8.0539
2022-02-08,8.2028
2022-02-09,8.4212
2022-02-10,8.2827
2022-02-11,8.2906
2022-02-12,8.2906
2022-02-13,8.2906
2022-02-14,8.2962
2022-02-15,8.4189
2022-02-16,8.2162
2022-02-17,8.1371
2022-02-18,8.0642
2022-02-19,8.0642
2022-02-20,8.0642
2022-02-21,8.0642
2022-02-22,7.4975
2022-02-23,7.3455
2022-02-24,7.579
2022-02-25,7.9154
2022-02-26,7.9154
2022-02-27,7.9154
2022-02-28,7.9795
2022-03-01,8.0223
2022-03-02,8.312
2022-03-03,9.0482
2022-03-04,8.7284
2022-03-05,8.7284
2022-03-06,8.7284
2022-03-07,8.6183
2022-03-08,8.335
2022-03-09,8.3832
2022-03-10,8.1394
2022-03-11,7.8173
2022-03-12,7.8173
2022-03-13,7.8173
2022-03-14,7.8212
2022-03-15,8.1711
2022-03-16,8.1537
2022-03-17,8.1893
2022-03-18,7.8773
2022-03-19,7.8773
2022-03-20,7.8773
2022-03-21,7.6698
2022-03-22,7.6891
2022-03-23,7.4882
2022-03-24,7.4971
2022-03-25,7.4667
2022-03-26,7.4667
2022-03-27,7.4667
2022-03-28,7.4986
2022-03-29,7.7965
2022-03-30,7.4764
2022-03-31,7.0665
2022-04-01,7.028
2022-04-02,7.028
2022-04-03,7.028
2022-04-04,7.3215
2022-04-05,7.1866
2022-04-06,7.0784
2022-04-07,7.1532
2022-04-08,7.2489
2022-04-09,7.2489
2022-04-10,7.2489
2022-04-11,7.3081
2022-04-12,7.2392
2022-04-13,7.3874
2022-04-14,7.2844
2022-04-15,7.2844
2022-04-16,7.2844
2022-04-17,7.2844
2022-04-18,7.2577
2022-04-19,7.4126
2022-04-20,7.3259
2022-04-21,7.2696
2022-04-22,7.0947
2022-04-23,7.0947
2022-04-24,7.0947
2022-04-25,7.2274
2022-04-26,7.2096
2022-04-27,7.2164
2022-04-28,7.2572
2022-04-29,8.614
2022-04-30,8.614
2022-05-01,8.614
2022-05-02,8.9335
2022-05-03,9.0026
2022-05-04,9.2612
2022-05-05,8.8017
2022-05-06,8.7358
2022-05-07,8.7358
2022-05-08,8.7358
2022-05-09,8.7087
2022-05-10,8.516
2022-05-11,8.1084
2022-05-12,8.4023
2022-05-13,8.32
2022-05-14,8.32
2022-05-15,8.32
2022-05-16,8.1891
2022-05-17,8.1668
2022-05-18,7.4356
2022-05-19,7.2462
2022-05-20,7.1672
2022-05-21,7.1672
2022-05-22,7.1672
2022-05-23,7.1861
2022-05-24,7.2586
2022-05-25,7.8012
2022-05-26,7.9651
2022-05-27,8.1248
2022-05-28,8.1248
2022-05-29,8.1248
2022-05-30,8.1248
2022-05-31,7.9659
2022-06-01,7.8029
2022-06-02,7.906
2022-06-03,7.8343
2022-06-04,7.8343
2022-06-05,7.8343
2022-06-06,7.742
2022-06-07,7.6662
2022-06-08,7.5648
2022-06-09,7.3843
2022-06-10,7.1922
2022-06-11,7.1922
2022-06-12,7.1922
2022-06-13,6.9326
2022-06-14,7.0266
2022-06-15,7.123
2022-06-16,6.8527
2022-06-17,7.02
2022-06-18,7.02
2022-06-19,7.02
2022-06-20,7.02
2022-06-21,7.0167
2022-06-22,6.9681
2022-06-23,7.0843
2022-06-24,7.3645
2022-06-25,7.3645
2022-06-26,7.3645
2022-06-27,7.1543
2022-06-28,6.8832
2022-06-29,6.7431
2022-06-30,6.5815
2022-07-01,6.7117
2022-07-02,6.7117
2022-07-03,6.7117
2022-07-04,6.7117
2022-07-05,6.9763
2022-07-06,6.856
2022-07-07,7.0513
2022-07-08,7.0744
2022-07-09,7.0744
2022-07-10,7.0744
2022-07-11,6.9705
2022-07-12,7.0126
2022-07-13,7.0843
2022-07-14,7.0719
2022-07-15,7.1815
2022-07-16,7.1815
2022-07-17,7.1815
2022-07-18,7.2532
2022-07-19,7.47
2022-07-20,7.6472
2022-07-21,7.6538
2022-07-22,7.5384
2022-07-23,7.5384
2022-07-24,7.5384
2022-07-25,7.4593
2022-07-26,7.1436
2022-07-27,7.348
2022-07-28,7.6365
2022-07-29,8.9092
2022-07-30,8.9092
2022-07-31,8.9092
2022-08-01,8.9083
2022-08-02,8.6768
2022-08-03,8.7823
2022-08-04,8.8409
2022-08-05,8.8497
2022-08-06,8.8497
2022-08-07,8.8497
2022-08-08,9.0606
2022-08-09,8.8458
2022-08-10,9.0577
2022-08-11,9.2442
2022-08-12,9.2324
2022-08-13,9.2324
2022-08-14,9.2324
2022-08-15,9.333
2022-08-16,9.6865
2022-08-17,9.4238
2022-08-18,9.4395
2022-08-19,9.1573
2022-08-20,9.1573
2022-08-21,9.1573
2022-08-22,8.9512
2022-08-23,9.0899
2022-08-24,8.9717
2022-08-25,9.0264
2022-08-26,8.6319
2022-08-27,8.6319
2022-08-28,8.6319
2022-08-29,8.588
2022-08-30,8.7042
2022-08-31,8.2941
2022-09-01,8.4074
2022-09-02,8.338
2022-09-03,8.338
2022-09-04,8.338
2022-09-05,8.338
2022-09-06,8.3615
2022-09-07,8.5431
2022-09-08,8.6844
2022-09-09,8.8348
2022-09-10,8.8348
2022-09-11,8.8348
2022-09-12,8.989
2022-09-13,8.5858
2022-09-14,8.5721
2022-09-15,8.4618
2022-09-16,8.4823
2022-09-17,8.4823
2022-09-18,8.4823
2022-09-19,8.6132
2022-09-20,8.3154
2022-09-21,8.2236
2022-09-22,8.086
2022-09-23,8.1065
2022-09-24,8.1065
2022-09-25,8.1065
2022-09-26,7.7687
2022-09-27,7.7775
2022-09-28,7.9756
2022-09-29,7.7452
2022-09-30,7.5754
2022-10-01,7.5754
2022-10-02,7.5754
2022-10-03,7.6076
2022-10-04,7.9717
2022-10-05,8.0205
2022-10-06,7.9141
2022-10-07,7.6915
2022-10-08,7.6915
2022-10-09,7.6915
2022-10-10,7.5754
2022-10-11,7.6252
2022-10-12,7.5617
2022-10-13,7.6896
2022-10-14,7.5763
2022-10-15,7.5763
2022-10-16,7.5763
2022-10-17,7.795
2022-10-18,7.8897
2022-10-19,7.6144
2022-10-20,7.5275
2022-10-21,7.6173
2022-10-22,7.6173
2022-10-23,7.6173
2022-10-24,7.6203
2022-10-25,7.8048
2022-10-26,7.8341
2022-10-27,7.8194
2022-10-28,9.2292
2022-10-29,9.2292
2022-10-30,9.2292
2022-10-31,9.236
2022-11-01,9.2889
2022-11-02,8.966
2022-11-03,9.0852
2022-11-04,9.2124
2022-11-05,9.2124
2022-11-06,9.2124
2022-11-07,9.2641
2022-11-08,9.2821
2022-11-09,9.1111
2022-11-10,9.6433
2022-11-11,9.9268
2022-11-12,9.9268
2022-11-13,9.9268
2022-11-14,9.8942
2022-11-15,10.0449
2022-11-16,9.3159
2022-11-17,9.4182
2022-11-18,9.6455
2022-11-19,9.6455
2022-11-20,9.6455
2022-11-21,9.5083
2022-11-22,10.5265
2022-11-23,10.8089
2022-11-24,10.8089
2022-11-25,10.6783
2022-11-26,10.6783
2022-11-27,10.6783
2022-11-28,10.7751
2022-11-29,11.008
2022-11-30,11.1363
2022-12-01,11.2679
2022-12-02,11.2825
2022-12-03,11.2825
2022-12-04,11.2825
2022-12-05,11.026
2022-12-06,10.7481
2022-12-07,10.5369
2022-12-08,10.7613
2022-12-09,10.5855
2022-12-10,10.5855
2022-12-11,10.5855
2022-12-12,10.6585
2022-12-13,10.8354
2022-12-14,10.4761
2022-12-15,10.4716
2022-12-16,10.3279
2022-12-17,10.3279
2022-12-18,10.3279
2022-12-19,10.3633
2022-12-20,10.3013
2022-12-21,10.455
2022-12-22,10.4363
2022-12-23,10.5347
2022-12-24,10.5347
2022-12-25,10.5347
2022-12-26,10.5347
2022-12-27,10.5911
2022-12-28,10.4042
2022-12-29,10.5225
2022-12-30,10.4086
2022-12-31,10.4086
2023-01-01,10.4086
2023-01-02,10.4086
2023-01-03,10.4307
2023-01-04,10.5999
2023-01-05,10.5524
2023-01-06,10.7215
2023-01-07,10.7215
2023-01-08,10.7215
2023-01-09,10.6132
2023-01-10,10.8575
2023-01-11,11.0323
2023-01-12,11.0931
2023-01-13,11.0245
2023-01-14,11.0245
2023-01-15,11.0245
2023-01-16,11.0245
2023-01-17,10.8741
2023-01-18,10.7127
2023-01-19,10.5535
2023-01-20,10.6806
2023-01-21,10.6806
2023-01-22,10.6806
2023-01-23,10.8542
2023-01-24,10.7868
2023-01-25,10.8277
2023-01-26,10.8222
2023-01-27,11.681
2023-01-28,11.681
2023-01-29,11.681
2023-01-30,11.8289
2023-01-31,12.1173
2023-02-01,12.232
2023-02-02,12.4501
2023-02-03,12.3145
2023-02-04,12.3145
2023-02-05,12.3145
2023-02-06,12.0249
2023-02-07,12.0027
2023-02-08,11.8313
2023-02-09,11.6538
2023-02-10,11.7229
2023-02-11,11.7229
2023-02-12,11.7229
2023-02-13,11.9373
2023-02-14,12.0668
2023-02-15,12.1457
2023-02-16,12.0532
2023-02-17,11.8979
2023-02-18,11.8979
2023-02-19,11.8979
2023-02-20,11.8979
2023-02-21,11.4283
2023-02-22,11.4344
2023-02-23,11.4122
2023-02-24,11.5133
2023-02-25,11.5133
2023-02-26,11.5133
2023-02-27,11.3666
2023-02-28,11.4258
2023-03-01,11.3555
2023-03-02,11.1398
2023-03-03,11.4443
2023-03-04,11.4443
2023-03-05,11.4443
2023-03-06,11.3259
2023-03-07,11.321
2023-03-08,11.1842
2023-03-09,10.9192
2023-03-10,10.8711
2023-03-11,10.8711
2023-03-12,10.8711
2023-03-13,10.521
2023-03-14,10.4064
2023-03-15,10.4939
2023-03-16,10.6837
2023-03-17,10.5018
2023-03-18,10.5018
