,LUV US Equity
2023-03-13,15.3932
2023-03-14,15.0832
2023-03-15,14.6153
2023-03-16,15.054
2023-03-17,14.7908
2023-03-18,14.7908
2023-03-19,14.7908
2023-03-20,14.82
2023-03-21,15.3816
2023-03-22,14.82
2023-03-23,14.551
2023-03-24,14.5568
2023-03-25,14.5568
2023-03-26,14.5568
2023-03-27,14.861
2023-03-28,15.1417
2023-03-29,15.6155
2023-03-30,15.8378
2023-03-31,19.2979
2023-04-01,19.2979
2023-04-02,19.2979
2023-04-03,18.7259
2023-04-04,18.7461
2023-04-05,18.6518
2023-04-06,18.6807
2023-04-07,18.6807
2023-04-08,18.6807
2023-04-09,18.6807
2023-04-10,19.0715
2023-04-11,19.4353
2023-04-12,19.1187
2023-04-13,19.0984
2023-04-14,18.7346
2023-04-15,18.7346
2023-04-16,18.7346
2023-04-17,19.1658
2023-04-18,18.9974
2023-04-19,19.2601
2023-04-20,19.0984
2023-04-21,19.058
2023-04-22,19.058
2023-04-23,19.058
2023-04-24,19.0648
2023-04-25,18.4786
2023-04-26,18.2158
2023-04-27,17.5286
2023-04-28,17.8106
2023-04-29,17.8106
2023-04-30,17.8106
2023-05-01,18.0128
2023-05-02,17.5882
2023-05-03,18.1476
2023-05-04,17.1367
2023-05-05,17.386
2023-05-06,17.386
2023-05-07,17.386
2023-05-08,17.3389
2023-05-09,17.3658
2023-05-10,17.103
2023-05-11,16.921
2023-05-12,16.6919
2023-05-13,16.6919
2023-05-14,16.6919
2023-05-15,16.9749
2023-05-16,16.6312
2023-05-17,17.5343
2023-05-18,17.5882
2023-05-19,17.2647
2023-05-20,17.2647
2023-05-21,17.2647
2023-05-22,17.1569
2023-05-23,17.2647
2023-05-24,16.9008
2023-05-25,17.103
2023-05-26,17.3793
2023-05-27,17.3793
2023-05-28,17.3793
2023-05-29,17.3793
2023-05-30,17.4804
2023-05-31,17.5276
2023-06-01,17.0154
2023-06-02,17.6623
2023-06-03,17.6623
2023-06-04,17.6623
2023-06-05,17.6152
2023-06-06,17.878
2023-06-07,18.1476
2023-06-08,18.0128
2023-06-09,18.033
2023-06-10,18.033
2023-06-11,18.033
2023-06-12,18.5991
2023-06-13,19.2663
2023-06-14,20.0211
2023-06-15,20.2906
2023-06-16,20.4793
2023-06-17,20.4793
2023-06-18,20.4793
2023-06-19,20.4793
2023-06-20,20.6276
2023-06-21,20.5467
2023-06-22,20.4996
2023-06-23,20.2637
2023-06-24,20.2637
2023-06-25,20.2637
2023-06-26,20.3109
2023-06-27,21.1533
2023-06-28,21.3015
2023-06-29,21.625
2023-06-30,35.955
2023-07-01,35.955
2023-07-02,35.955
2023-07-03,36.9048
2023-07-04,36.9048
2023-07-05,37.1108
2023-07-06,36.9735
2023-07-07,37.5342
2023-07-08,37.5342
2023-07-09,37.5342
2023-07-10,38.4726
2023-07-11,39.3538
2023-07-12,38.6328
2023-07-13,36.9048
2023-07-14,36.1266
2023-07-15,36.1266
2023-07-16,36.1266
2023-07-17,36.0237
2023-07-18,36.5615
2023-07-19,37.2596
2023-07-20,36.9506
2023-07-21,37.1451
2023-07-22,37.1451
2023-07-23,37.1451
2023-07-24,37.0879
2023-07-25,35.1768
2023-07-26,36.0122
2023-07-27,32.3044
2023-07-28,33.119
2023-07-29,33.119
2023-07-30,33.119
2023-07-31,33.6459
2023-08-01,32.8097
2023-08-02,32.741
2023-08-03,31.4695
2023-08-04,32.0079
2023-08-05,32.0079
2023-08-06,32.0079
2023-08-07,32.2828
2023-08-08,33.1648
2023-08-09,33.0388
2023-08-10,33.2793
2023-08-11,33.119
2023-08-12,33.119
2023-08-13,33.119
2023-08-14,32.9242
2023-08-15,32.4546
2023-08-16,32.2255
2023-08-17,31.4351
2023-08-18,31.3435
2023-08-19,31.3435
2023-08-20,31.3435
2023-08-21,31.0801
2023-08-22,30.599
2023-08-23,30.6791
2023-08-24,30.2782
2023-08-25,30.2782
2023-08-26,30.2782
2023-08-27,30.2782
2023-08-28,30.1293
2023-08-29,30.9541
2023-08-30,30.7479
2023-08-31,30.7135
2023-09-01,30.5073
2023-09-02,30.5073
2023-09-03,30.5073
2023-09-04,30.5073
2023-09-05,29.7628
2023-09-06,28.8464
2023-09-07,28.2279
2023-09-08,28.3424
2023-09-09,28.3424
2023-09-10,28.3424
2023-09-11,28.205
2023-09-12,28.0561
2023-09-13,27.4948
2023-09-14,27.6666
2023-09-15,28.5257
2023-09-16,28.5257
2023-09-17,28.5257
2023-09-18,27.827
2023-09-19,27.6323
2023-09-20,27.1855
2023-09-21,26.9106
2023-09-22,26.6472
2023-09-23,26.6472
2023-09-24,26.6472
2023-09-25,26.0172
2023-09-26,24.9404
2023-09-27,25.2268
2023-09-28,25.6964
2023-09-29,56.462
2023-09-30,56.462
2023-10-01,56.462
2023-10-02,56.7574
2023-10-03,55.8221
2023-10-04,56.782
2023-10-05,57.0773
2023-10-06,56.4866
2023-10-07,56.4866
2023-10-08,56.4866
2023-10-09,55.0591
2023-10-10,55.4283
2023-10-11,54.3207
2023-10-12,52.4747
2023-10-13,52.2778
2023-10-14,52.2778
2023-10-15,52.2778
2023-10-16,52.8685
2023-10-17,53.3115
2023-10-18,50.6287
2023-10-19,49.8165
2023-10-20,49.3981
2023-10-21,49.3981
2023-10-22,49.3981
2023-10-23,49.6196
2023-10-24,48.6597
2023-10-25,47.9213
2023-10-26,47.4044
2023-10-27,44.8201
2023-10-28,44.8201
2023-10-29,44.8201
2023-10-30,45.2833
2023-10-31,44.5936
2023-11-01,44.5936
2023-11-02,46.8844
2023-11-03,48.2146
2023-11-04,48.2146
2023-11-05,48.2146
2023-11-06,47.7958
2023-11-07,47.8697
2023-11-08,48.929
2023-11-09,47.3525
2023-11-10,46.8844
2023-11-11,46.8844
2023-11-12,46.8844
2023-11-13,46.712
2023-11-14,49.6926
2023-11-15,51.2691
2023-11-16,49.6679
2023-11-17,50.9489
2023-11-18,50.9489
2023-11-19,50.9489
2023-11-20,51.7371
2023-11-21,50.5055
2023-11-22,50.7025
2023-11-23,50.7025
2023-11-24,51.0967
2023-11-25,51.0967
2023-11-26,51.0967
2023-11-27,50.0374
2023-11-28,50.9735
2023-11-29,52.2298
2023-11-30,52.821
2023-12-01,55.5798
2023-12-02,55.5798
2023-12-03,55.5798
2023-12-04,57.0824
2023-12-05,56.7622
2023-12-06,58.7821
2023-12-07,61.6642
2023-12-08,61.4425
2023-12-09,61.4425
2023-12-10,61.4425
2023-12-11,62.1075
2023-12-12,64.4969
2023-12-13,61.6395
2023-12-14,63.1421
2023-12-15,61.2947
2023-12-16,61.2947
2023-12-17,61.2947
2023-12-18,61.1961
2023-12-19,62.5509
2023-12-20,61.4425
2023-12-21,62.748
2023-12-22,62.5017
2023-12-23,62.5017
2023-12-24,62.5017
2023-12-25,62.5017
2023-12-26,61.6395
2023-12-27,61.7873
2023-12-28,62.2061
2023-12-29,66.834
2023-12-30,66.834
2023-12-31,66.834
2024-01-01,66.834
2024-01-02,65.7695
2024-01-03,62.6559
2024-01-04,64.3058
2024-01-05,67.5525
2024-01-06,67.5525
2024-01-07,67.5525
2024-01-08,67.4727
2024-01-09,68.0049
2024-01-10,69.0428
2024-01-11,69.3888
2024-01-12,66.009
2024-01-13,66.009
2024-01-14,66.009
2024-01-15,66.009
2024-01-16,66.4082
2024-01-17,64.7848
2024-01-18,69.8944
2024-01-19,69.7879
2024-01-20,69.7879
2024-01-21,69.7879
2024-01-22,70.2404
2024-01-23,72.7685
2024-01-24,72.7685
2024-01-25,70.8524
2024-01-26,70.0541
2024-01-27,70.0541
2024-01-28,70.0541
2024-01-29,70.3734
2024-01-30,70.3202
2024-01-31,69.5218
2024-02-01,70.2936
2024-02-02,70.7992
2024-02-03,70.7992
2024-02-04,70.7992
2024-02-05,69.1493
2024-02-06,72.6317
2024-02-07,71.8592
2024-02-08,76.0945
2024-02-09,76.5207
2024-02-10,76.5207
2024-02-11,76.5207
2024-02-12,77.3198
2024-02-13,76.6272
2024-02-14,79.8769
2024-02-15,81.1022
2024-02-16,80.3564
2024-02-17,80.3564
2024-02-18,80.3564
2024-02-19,80.3564
2024-02-20,80.1699
2024-02-21,81.9812
2024-02-22,81.1821
2024-02-23,79.9568
2024-02-24,79.9568
2024-02-25,79.9568
2024-02-26,80.9424
2024-02-27,81.9279
2024-02-28,81.7948
2024-02-29,81.262
2024-03-01,80.4363
2024-03-02,80.4363
2024-03-03,80.4363
2024-03-04,80.8358
2024-03-05,81.6349
2024-03-06,82.0345
2024-03-07,82.7537
2024-03-08,81.2354
2024-03-09,81.2354
2024-03-10,81.2354
2024-03-11,79.9568
2024-03-12,66.5851
2024-03-13,65.3066
2024-03-14,64.8537
2024-03-15,65.493
2024-03-16,65.493
2024-03-17,65.493
2024-03-18,64.5874
2024-03-19,65.0136
2024-03-20,66.7982
2024-03-21,66.372
2024-03-22,65.7594
2024-03-23,65.7594
2024-03-24,65.7594
2024-03-25,65.9192
2024-03-26,65.6529
2024-03-27,67.9436
2024-03-28,67.7305
2024-03-29,67.7305
2024-03-30,67.7305
2024-03-31,67.7305
2024-04-01,67.7039
2024-04-02,65.4398
2024-04-03,64.6407
2024-04-04,64.4808
2024-04-05,65.4664
2024-04-06,65.4664
2024-04-07,65.4664
2024-04-08,66.2921
