,BGS US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,14.893
2020-01-02,14.7495
2020-01-03,14.7963
2020-01-04,14.7963
2020-01-05,14.7963
2020-01-06,14.7214
2020-01-07,14.5312
2020-01-08,14.4501
2020-01-09,14.4002
2020-01-10,14.4439
2020-01-11,14.4439
2020-01-12,14.4439
2020-01-13,14.4189
2020-01-14,14.4127
2020-01-15,14.2287
2020-01-16,14.1071
2020-01-17,14.1913
2020-01-18,14.1913
2020-01-19,14.1913
2020-01-20,14.1913
2020-01-21,14.3036
2020-01-22,14.3722
2020-01-23,14.3971
2020-01-24,14.4002
2020-01-25,14.4002
2020-01-26,14.4002
2020-01-27,14.4564
2020-01-28,14.3379
2020-01-29,14.3098
2020-01-30,14.3316
2020-01-31,14.3098
2020-02-01,14.3098
2020-02-02,14.3098
2020-02-03,14.0946
2020-02-04,13.9543
2020-02-05,14.0572
2020-02-06,13.8077
2020-02-07,13.7953
2020-02-08,13.7953
2020-02-09,13.7953
2020-02-10,13.6144
2020-02-11,13.6986
2020-02-12,13.6487
2020-02-13,13.552
2020-02-14,13.5489
2020-02-15,13.5489
2020-02-16,13.5489
2020-02-17,13.5489
2020-02-18,13.6081
2020-02-19,13.5583
2020-02-20,13.6081
2020-02-21,13.577
2020-02-22,13.577
2020-02-23,13.577
2020-02-24,13.3836
2020-02-25,13.2869
2020-02-26,14.2131
2020-02-27,13.7547
2020-02-28,13.9169
2020-02-29,13.9169
2020-03-01,13.9169
2020-03-02,14.3192
2020-03-03,14.4564
2020-03-04,14.5281
2020-03-05,14.4189
2020-03-06,14.5125
2020-03-07,14.5125
2020-03-08,14.5125
2020-03-09,14.0291
2020-03-10,14.2786
2020-03-11,13.9855
2020-03-12,12.9283
2020-03-13,13.6081
2020-03-14,13.6081
2020-03-15,13.6081
2020-03-16,14.3254
2020-03-17,14.5031
2020-03-18,14.684
2020-03-19,14.6653
2020-03-20,14.7932
2020-03-21,14.7932
2020-03-22,14.7932
2020-03-23,14.4657
2020-03-24,14.6653
2020-03-25,14.447
2020-03-26,14.5219
2020-03-27,13.4664
2020-03-28,13.4664
2020-03-29,13.4664
2020-03-30,13.4838
2020-03-31,13.8411
2020-04-01,13.6958
2020-04-02,13.7365
2020-04-03,13.7017
2020-04-04,13.7017
2020-04-05,13.7017
2020-04-06,13.6174
2020-04-07,13.2515
2020-04-08,13.4199
2020-04-09,13.5768
2020-04-10,13.5768
2020-04-11,13.5768
2020-04-12,13.5768
2020-04-13,13.4519
2020-04-14,13.6697
2020-04-15,13.9166
2020-04-16,14.3319
2020-04-17,13.9863
2020-04-18,13.9863
2020-04-19,13.9863
2020-04-20,14.0792
2020-04-21,14.0734
2020-04-22,14.0095
2020-04-23,14.0763
2020-04-24,14.0908
2020-04-25,14.0908
2020-04-26,14.0908
2020-04-27,14.1054
2020-04-28,14.5294
2020-04-29,14.3203
2020-04-30,14.2273
2020-05-01,14.2912
2020-05-02,14.2912
2020-05-03,14.2912
2020-05-04,14.3145
2020-05-05,14.2593
2020-05-06,14.6931
2020-05-07,14.5943
2020-05-08,14.6844
2020-05-09,14.6844
2020-05-10,14.6844
2020-05-11,14.856
2020-05-12,15.42
2020-05-13,15.8155
2020-05-14,15.484
2020-05-15,15.5625
2020-05-16,15.5625
2020-05-17,15.5625
2020-05-18,15.4898
2020-05-19,15.2892
2020-05-20,15.0828
2020-05-21,15.0101
2020-05-22,15.0624
2020-05-23,15.0624
2020-05-24,15.0624
2020-05-25,15.0624
2020-05-26,15.2223
2020-05-27,15.5451
2020-05-28,15.3881
2020-05-29,15.3386
2020-05-30,15.3386
2020-05-31,15.3386
2020-06-01,15.6149
2020-06-02,15.5829
2020-06-03,15.58
2020-06-04,15.6381
2020-06-05,15.7806
2020-06-06,15.7806
2020-06-07,15.7806
2020-06-08,16.2196
2020-06-09,15.9434
2020-06-10,15.955
2020-06-11,14.9461
2020-06-12,15.3444
2020-06-13,15.3444
2020-06-14,15.3444
2020-06-15,15.6585
2020-06-16,15.6643
2020-06-17,15.6585
2020-06-18,15.6527
2020-06-19,15.6701
2020-06-20,15.6701
2020-06-21,15.6701
2020-06-22,15.5829
2020-06-23,15.5393
2020-06-24,15.6614
2020-06-25,15.7515
2020-06-26,12.7659
2020-06-27,12.7659
2020-06-28,12.7659
2020-06-29,12.8057
2020-06-30,12.7858
2020-07-01,12.7336
2020-07-02,12.7783
2020-07-03,12.7783
2020-07-04,12.7783
2020-07-05,12.7783
2020-07-06,12.9025
2020-07-07,13.0292
2020-07-08,13.0541
2020-07-09,12.8032
2020-07-10,12.9324
2020-07-11,12.9324
2020-07-12,12.9324
2020-07-13,12.9025
2020-07-14,13.1013
2020-07-15,13.0342
2020-07-16,13.0715
2020-07-17,13.2131
2020-07-18,13.2131
2020-07-19,13.2131
2020-07-20,13.1137
2020-07-21,13.3025
2020-07-22,13.2553
2020-07-23,13.3497
2020-07-24,13.2379
2020-07-25,13.2379
2020-07-26,13.2379
2020-07-27,13.464
2020-07-28,13.459
2020-07-29,13.6056
2020-07-30,13.5878
2020-07-31,13.9165
2020-08-01,13.9165
2020-08-02,13.9165
2020-08-03,14.0184
2020-08-04,14.0656
2020-08-05,14.272
2020-08-06,14.0234
2020-08-07,14.0756
2020-08-08,14.0756
2020-08-09,14.0756
2020-08-10,14.006
2020-08-11,13.8916
2020-08-12,14.0234
2020-08-13,14.0085
2020-08-14,13.9811
2020-08-15,13.9811
2020-08-16,13.9811
2020-08-17,14.1353
2020-08-18,14.1899
2020-08-19,14.2422
2020-08-20,14.1676
2020-08-21,14.2024
2020-08-22,14.2024
2020-08-23,14.2024
2020-08-24,14.3118
2020-08-25,14.4659
2020-08-26,14.4808
2020-08-27,14.5281
2020-08-28,14.5231
2020-08-29,14.5231
2020-08-30,14.5231
2020-08-31,14.4709
2020-09-01,14.3192
2020-09-02,14.4386
2020-09-03,14.3018
2020-09-04,14.1875
2020-09-05,14.1875
2020-09-06,14.1875
2020-09-07,14.1875
2020-09-08,13.7176
