,PLAY US Equity
2023-04-15,16.7031
2023-04-16,16.7031
2023-04-17,16.5795
2023-04-18,16.6201
2023-04-19,16.6551
2023-04-20,16.4836
2023-04-21,16.4836
2023-04-22,16.4836
2023-04-23,16.4836
2023-04-24,16.5316
2023-04-25,16.4043
2023-04-26,16.4836
2023-04-27,16.6146
2023-04-28,15.7794
2023-04-29,15.7794
2023-04-30,15.7794
2023-05-01,15.7913
2023-05-02,15.6283
2023-05-03,15.6365
2023-05-04,15.5429
2023-05-05,15.6236
2023-05-06,15.6236
2023-05-07,15.6236
2023-05-08,15.4347
2023-05-09,15.5412
2023-05-10,15.4573
2023-05-11,15.4121
2023-05-12,15.3427
2023-05-13,15.3427
2023-05-14,15.3427
2023-05-15,15.2088
2023-05-16,15.2088
2023-05-17,15.304
2023-05-18,15.3766
2023-05-19,15.3282
2023-05-20,15.3282
2023-05-21,15.3282
2023-05-22,15.1781
2023-05-23,15.2394
2023-05-24,15.2233
2023-05-25,15.1539
2023-05-26,15.1055
2023-05-27,15.1055
2023-05-28,15.1055
2023-05-29,15.1055
2023-05-30,14.9538
2023-05-31,14.9489
2023-06-01,14.978
2023-06-02,15.1539
2023-06-03,15.1539
2023-06-04,15.1539
2023-06-05,14.9118
2023-06-06,14.8377
2023-06-07,15.7663
2023-06-08,15.5345
2023-06-09,15.4751
2023-06-10,15.4751
2023-06-11,15.4751
2023-06-12,15.5781
2023-06-13,16.6963
2023-06-14,16.293
2023-06-15,16.132
2023-06-16,15.8024
2023-06-17,15.8024
2023-06-18,15.8024
2023-06-19,15.8024
2023-06-20,16.0898
2023-06-21,16.1004
2023-06-22,16.1275
2023-06-23,16.1846
2023-06-24,16.1846
2023-06-25,16.1846
2023-06-26,16.1801
2023-06-27,16.3547
2023-06-28,16.4405
2023-06-29,16.606
2023-06-30,16.4661
2023-07-01,16.4661
2023-07-02,16.4661
2023-07-03,16.4706
2023-07-04,16.4706
2023-07-05,16.2599
2023-07-06,16.2644
2023-07-07,16.4646
2023-07-08,16.4646
2023-07-09,16.4646
2023-07-10,16.4706
2023-07-11,16.5127
2023-07-12,16.5263
2023-07-13,16.6316
2023-07-14,16.606
2023-07-15,16.606
2023-07-16,16.606
2023-07-17,16.4224
2023-07-18,16.597
2023-07-19,16.7309
2023-07-20,16.743
2023-07-21,16.7294
2023-07-22,16.7294
2023-07-23,16.7294
2023-07-24,16.8077
2023-07-25,16.6587
2023-07-26,16.6467
2023-07-27,16.4932
2023-07-28,15.7267
2023-07-29,15.7267
2023-07-30,15.7267
2023-07-31,15.7829
2023-08-01,15.7295
2023-08-02,15.5316
2023-08-03,15.366
2023-08-04,15.3506
2023-08-05,15.3506
2023-08-06,15.3506
2023-08-07,15.3829
2023-08-08,15.2945
2023-08-09,15.1892
2023-08-10,15.1064
2023-08-11,15.0432
2023-08-12,15.0432
2023-08-13,15.0432
2023-08-14,15.1499
2023-08-15,15.0615
2023-08-16,15.1008
2023-08-17,14.8875
2023-08-18,14.9829
2023-08-19,14.9829
2023-08-20,14.9829
2023-08-21,14.9941
2023-08-22,14.9941
2023-08-23,14.9647
2023-08-24,14.8033
2023-08-25,14.851
2023-08-26,14.851
2023-08-27,14.851
2023-08-28,14.851
2023-08-29,14.9352
2023-08-30,14.952
2023-08-31,14.8664
2023-09-01,14.9268
2023-09-02,14.9268
2023-09-03,14.9268
2023-09-04,14.9268
2023-09-05,14.6784
2023-09-06,14.6069
2023-09-07,14.2854
2023-09-08,14.2278
2023-09-09,14.2278
2023-09-10,14.2278
2023-09-11,14.2348
2023-09-12,14.2882
2023-09-13,14.2657
2023-09-14,14.482
2023-09-15,14.4904
2023-09-16,14.4904
2023-09-17,14.4904
2023-09-18,14.4342
2023-09-19,14.482
2023-09-20,14.4876
2023-09-21,14.3444
2023-09-22,14.4033
2023-09-23,14.4033
2023-09-24,14.4033
2023-09-25,14.3809
2023-09-26,14.3205
2023-09-27,14.4455
2023-09-28,14.5522
2023-09-29,14.5606
2023-09-30,14.5606
2023-10-01,14.5606
2023-10-02,14.5353
2023-10-03,14.3752
2023-10-04,14.3837
2023-10-05,14.3696
2023-10-06,14.2643
2023-10-07,14.2643
2023-10-08,14.2643
2023-10-09,14.218
2023-10-10,14.3907
2023-10-11,14.3036
2023-10-12,14.0593
2023-10-13,14.0298
2023-10-14,14.0298
2023-10-15,14.0298
2023-10-16,14.3373
2023-10-17,14.5381
2023-10-18,14.423
2023-10-19,14.3893
2023-10-20,14.3752
2023-10-21,14.3752
2023-10-22,14.3752
2023-10-23,14.2769
2023-10-24,14.2966
2023-10-25,14.2362
2023-10-26,14.166
2023-10-27,14.8416
2023-10-28,14.8416
2023-10-29,14.8416
2023-10-30,14.846
2023-10-31,14.8854
2023-11-01,14.7716
2023-11-02,14.8898
2023-11-03,15.0911
2023-11-04,15.0911
2023-11-05,15.0911
2023-11-06,15.0401
2023-11-07,15.0941
2023-11-08,15.0313
2023-11-09,14.8766
2023-11-10,14.9481
2023-11-11,14.9481
2023-11-12,14.9481
2023-11-13,14.9948
2023-11-14,15.3669
2023-11-15,15.434
2023-11-16,15.3129
2023-11-17,15.3888
2023-11-18,15.3888
2023-11-19,15.3888
2023-11-20,15.4734
2023-11-21,15.3844
2023-11-22,15.4676
2023-11-23,15.4676
2023-11-24,15.4895
2023-11-25,15.4895
2023-11-26,15.4895
2023-11-27,15.6135
2023-11-28,15.5727
2023-11-29,15.7346
2023-11-30,15.7755
2023-12-01,16.0819
2023-12-02,16.0819
2023-12-03,16.0819
2023-12-04,16.0133
2023-12-05,15.5113
2023-12-06,15.7639
2023-12-07,16.0275
2023-12-08,16.2446
2023-12-09,16.2446
2023-12-10,16.2446
2023-12-11,16.2978
2023-12-12,16.1176
2023-12-13,16.3825
2023-12-14,16.7717
2023-12-15,16.586
2023-12-16,16.586
2023-12-17,16.586
2023-12-18,16.5314
2023-12-19,16.8618
2023-12-20,16.7799
2023-12-21,16.9629
2023-12-22,17.0516
2023-12-23,17.0516
2023-12-24,17.0516
2023-12-25,17.0516
2023-12-26,17.2756
2023-12-27,17.322
2023-12-28,17.2114
2023-12-29,17.1404
2023-12-30,17.1404
2023-12-31,17.1404
2024-01-01,17.1404
2024-01-02,17.1909
2024-01-03,16.7908
2024-01-04,16.7594
2024-01-05,16.7061
2024-01-06,16.7061
2024-01-07,16.7061
2024-01-08,16.8454
2024-01-09,16.5819
2024-01-10,16.7266
2024-01-11,16.5928
2024-01-12,16.5109
2024-01-13,16.5109
2024-01-14,16.5109
2024-01-15,16.5109
2024-01-16,16.5109
2024-01-17,16.4726
2024-01-18,16.4289
2024-01-19,16.4194
2024-01-20,16.4194
2024-01-21,16.4194
2024-01-22,16.7102
2024-01-23,16.7853
2024-01-24,16.7048
2024-01-25,16.8918
2024-01-26,16.799
2024-01-27,16.799
2024-01-28,16.799
2024-01-29,16.9997
2024-01-30,17.1103
2024-01-31,17.0967
2024-02-01,17.2018
2024-02-02,16.6134
2024-02-03,16.6134
2024-02-04,16.6134
2024-02-05,16.4025
2024-02-06,16.5034
2024-02-07,16.4929
2024-02-08,16.9882
2024-02-09,17.1743
2024-02-10,17.1743
2024-02-11,17.1743
2024-02-12,17.4023
2024-02-13,17.0511
2024-02-14,17.0223
2024-02-15,17.1664
2024-02-16,17.3485
2024-02-17,17.3485
2024-02-18,17.3485
2024-02-19,17.3485
2024-02-20,17.3394
2024-02-21,17.283
2024-02-22,17.5372
2024-02-23,17.7338
2024-02-24,17.7338
2024-02-25,17.7338
2024-02-26,17.6552
2024-02-27,17.6892
2024-02-28,17.5988
2024-02-29,17.4717
2024-03-01,17.5687
2024-03-02,17.5687
2024-03-03,17.5687
2024-03-04,17.4141
2024-03-05,17.625
2024-03-06,17.5844
2024-03-07,17.6683
2024-03-08,17.6421
2024-03-09,17.6421
2024-03-10,17.6421
2024-03-11,17.3944
2024-03-12,17.5779
2024-03-13,17.5766
2024-03-14,17.5608
2024-03-15,17.5936
2024-03-16,17.5936
2024-03-17,17.5936
2024-03-18,17.511
2024-03-19,17.6093
2024-03-20,17.7089
2024-03-21,17.591
2024-03-22,17.3669
2024-03-23,17.3669
2024-03-24,17.3669
2024-03-25,17.1219
2024-03-26,17.1664
2024-03-27,17.435
2024-03-28,17.5844
2024-03-29,17.5844
2024-03-30,17.5844
2024-03-31,17.5844
2024-04-01,17.8242
2024-04-02,17.5163
2024-04-03,18.3546
2024-04-04,17.9354
2024-04-05,17.8724
2024-04-06,17.8724
2024-04-07,17.8724
2024-04-08,17.7935
