,TILE US Equity
2020-07-26,40.0735
2020-07-27,40.0735
2020-07-28,40.0735
2020-07-29,40.0735
2020-07-30,40.0735
2020-07-31,40.0735
2020-08-01,40.0735
2020-08-02,40.0735
2020-08-03,40.0735
2020-08-04,40.0735
2020-08-05,40.0735
2020-08-06,40.0735
2020-08-07,40.0735
2020-08-08,40.0735
2020-08-09,40.0735
2020-08-10,40.0735
2020-08-11,40.0735
2020-08-12,40.0735
2020-08-13,40.0735
2020-08-14,40.0735
2020-08-15,40.0735
2020-08-16,40.0735
2020-08-17,40.0735
2020-08-18,40.0735
2020-08-19,40.0735
2020-08-20,40.0735
2020-08-21,40.0735
2020-08-22,40.0735
2020-08-23,40.0735
2020-08-24,40.0735
2020-08-25,40.0735
2020-08-26,40.0735
2020-08-27,40.0735
2020-08-28,40.0735
2020-08-29,40.0735
2020-08-30,40.0735
2020-08-31,40.0735
2020-09-01,40.0735
2020-09-02,40.0735
2020-09-03,40.0735
2020-09-04,40.0735
2020-09-05,40.0735
2020-09-06,40.0735
2020-09-07,40.0735
2020-09-08,40.0735
2020-09-09,40.0735
2020-09-10,40.0735
2020-09-11,40.0735
2020-09-12,40.0735
2020-09-13,40.0735
2020-09-14,40.0735
2020-09-15,40.0735
2020-09-16,40.0735
2020-09-17,40.0735
2020-09-18,40.0735
2020-09-19,40.0735
2020-09-20,40.0735
2020-09-21,40.0735
2020-09-22,40.0735
2020-09-23,40.0735
2020-09-24,40.0735
2020-09-25,40.0735
2020-09-26,40.0735
2020-09-27,40.0735
2020-09-28,40.0735
2020-09-29,40.0735
2020-09-30,40.0735
2020-10-01,40.0735
2020-10-02,40.0735
2020-10-03,40.0735
2020-10-04,40.0735
2020-10-05,40.0735
2020-10-06,40.0735
2020-10-07,40.0735
2020-10-08,40.0735
2020-10-09,40.0735
2020-10-10,40.0735
2020-10-11,40.0735
2020-10-12,40.0735
2020-10-13,40.0735
2020-10-14,40.0735
2020-10-15,40.0735
2020-10-16,40.0735
2020-10-17,40.0735
2020-10-18,40.0735
2020-10-19,40.0735
2020-10-20,40.0735
2020-10-21,40.0735
2020-10-22,40.0735
2020-10-23,40.0735
2020-10-24,40.0735
2020-10-25,40.0735
2020-10-26,40.0735
2020-10-27,40.0735
2020-10-28,40.0735
2020-10-29,40.0735
2020-10-30,40.0735
2020-10-31,40.0735
2020-11-01,40.0735
2020-11-02,40.0735
2020-11-03,40.0735
2020-11-04,40.0735
2020-11-05,40.0735
2020-11-06,40.0735
2020-11-07,40.0735
2020-11-08,40.0735
2020-11-09,40.0735
2020-11-10,40.0735
2020-11-11,40.0735
2020-11-12,40.0735
2020-11-13,40.0735
2020-11-14,40.0735
2020-11-15,40.0735
2020-11-16,40.0735
2020-11-17,40.0735
2020-11-18,40.0735
2020-11-19,40.0735
2020-11-20,40.0735
2020-11-21,40.0735
2020-11-22,40.0735
2020-11-23,40.0735
2020-11-24,40.0735
2020-11-25,40.0735
2020-11-26,40.0735
2020-11-27,40.0735
2020-11-28,40.0735
2020-11-29,40.0735
2020-11-30,40.0735
2020-12-01,40.0735
2020-12-02,40.0735
2020-12-03,40.0735
2020-12-04,40.0735
2020-12-05,40.0735
2020-12-06,40.0735
2020-12-07,40.0735
2020-12-08,40.0735
2020-12-09,40.0735
2020-12-10,40.0735
2020-12-11,40.0735
2020-12-12,40.0735
2020-12-13,40.0735
2020-12-14,40.0735
2020-12-15,40.0735
2020-12-16,40.0735
2020-12-17,40.0735
2020-12-18,40.0735
2020-12-19,40.0735
2020-12-20,40.0735
2020-12-21,40.0735
2020-12-22,40.0735
2020-12-23,40.0735
2020-12-24,40.0735
2020-12-25,40.0735
2020-12-26,40.0735
2020-12-27,40.0735
2020-12-28,40.0735
2020-12-29,40.0735
2020-12-30,40.0735
2020-12-31,40.0735
2021-01-01,40.0735
2021-01-02,40.0735
2021-01-03,40.0735
2021-01-04,40.0735
2021-01-05,40.0735
2021-01-06,40.0735
2021-01-07,40.0735
2021-01-08,40.0735
2021-01-09,40.0735
2021-01-10,40.0735
2021-01-11,40.0735
2021-01-12,40.0735
2021-01-13,40.0735
2021-01-14,40.0735
2021-01-15,40.0735
2021-01-16,40.0735
2021-01-17,40.0735
2021-01-18,40.0735
2021-01-19,40.0735
2021-01-20,40.0735
2021-01-21,40.0735
2021-01-22,40.0735
2021-01-23,40.0735
2021-01-24,40.0735
2021-01-25,40.0735
2021-01-26,40.0735
2021-01-27,40.0735
2021-01-28,40.0735
2021-01-29,40.0735
2021-01-30,40.0735
2021-01-31,40.0735
2021-02-01,40.0735
2021-02-02,40.0735
2021-02-03,40.0735
2021-02-04,40.0735
2021-02-05,40.0735
2021-02-06,40.0735
2021-02-07,40.0735
2021-02-08,40.0735
2021-02-09,40.0735
2021-02-10,40.0735
2021-02-11,40.0735
2021-02-12,40.0735
2021-02-13,40.0735
2021-02-14,40.0735
2021-02-15,40.0735
2021-02-16,40.0735
2021-02-17,40.0735
2021-02-18,40.0735
2021-02-19,40.0735
2021-02-20,40.0735
2021-02-21,40.0735
2021-02-22,40.0735
2021-02-23,40.0735
2021-02-24,40.0735
2021-02-25,40.0735
2021-02-26,40.0735
2021-02-27,40.0735
2021-02-28,40.0735
2021-03-01,40.0735
2021-03-02,40.0735
2021-03-03,40.0735
2021-03-04,40.0735
2021-03-05,40.0735
2021-03-06,40.0735
2021-03-07,40.0735
2021-03-08,40.0735
2021-03-09,40.0735
2021-03-10,40.0735
2021-03-11,40.0735
2021-03-12,40.0735
2021-03-13,40.0735
2021-03-14,40.0735
2021-03-15,40.0735
2021-03-16,40.0735
2021-03-17,40.0735
2021-03-18,40.0735
2021-03-19,40.0735
2021-03-20,40.0735
2021-03-21,40.0735
2021-03-22,40.0735
2021-03-23,40.0735
2021-03-24,40.0735
2021-03-25,40.0735
2021-03-26,40.0735
2021-03-27,40.0735
2021-03-28,40.0735
2021-03-29,40.0735
2021-03-30,40.0735
2021-03-31,40.0735
2021-04-01,16.6184
2021-04-02,16.6184
2021-04-03,16.6184
2021-04-04,16.6184
2021-04-05,16.7232
2021-04-06,16.8055
2021-04-07,16.5657
2021-04-08,16.6256
2021-04-09,16.5807
2021-04-10,16.5807
2021-04-11,16.5807
2021-04-12,16.5957
2021-04-13,16.4685
2021-04-14,16.6031
2021-04-15,16.5508
2021-04-16,16.6705
2021-04-17,16.6705
2021-04-18,16.6705
2021-04-19,16.4011
2021-04-20,16.1018
2021-04-21,16.4385
2021-04-22,16.3076
2021-04-23,16.5208
2021-04-24,16.5208
2021-04-25,16.5208
2021-04-26,16.5208
2021-04-27,16.5807
2021-04-28,16.6031
2021-04-29,16.88
2021-04-30,16.7154
2021-05-01,16.7154
2021-05-02,16.7154
2021-05-03,16.9474
2021-05-04,16.9548
2021-05-05,16.8875
2021-05-06,17.0671
2021-05-07,17.5385
2021-05-08,17.5385
2021-05-09,17.5385
2021-05-10,17.6058
2021-05-11,17.3814
2021-05-12,17.4317
2021-05-13,18.0341
2021-05-14,18.3504
2021-05-15,18.3504
2021-05-16,18.3504
2021-05-17,18.4257
2021-05-18,18.4257
2021-05-19,18.4408
2021-05-20,18.4332
2021-05-21,18.614
2021-05-22,18.614
2021-05-23,18.614
2021-05-24,18.7947
2021-05-25,18.7194
2021-05-26,18.9604
2021-05-27,19.2239
2021-05-28,19.4122
2021-05-29,19.4122
2021-05-30,19.4122
2021-05-31,19.4122
2021-06-01,19.5477
2021-06-02,19.608
2021-06-03,19.5779
2021-06-04,19.6381
2021-06-05,19.6381
2021-06-06,19.6381
2021-06-07,19.7962
2021-06-08,19.8715
2021-06-09,19.6682
2021-06-10,19.3519
2021-06-11,19.4498
2021-06-12,19.4498
2021-06-13,19.4498
2021-06-14,19.0583
2021-06-15,19.1712
2021-06-16,18.998
2021-06-17,18.6742
2021-06-18,18.1998
2021-06-19,18.1998
2021-06-20,18.1998
2021-06-21,18.5462
2021-06-22,18.4257
2021-06-23,18.4106
2021-06-24,18.757
2021-06-25,18.7796
2021-06-26,18.7796
2021-06-27,18.7796
2021-06-28,18.5161
2021-06-29,18.4709
2021-06-30,18.629
2021-07-01,18.8474
2021-07-02,16.4506
2021-07-03,16.4506
2021-07-04,16.4506
2021-07-05,16.4506
2021-07-06,16.2792
2021-07-07,16.022
2021-07-08,15.7845
2021-07-09,16.2132
2021-07-10,16.2132
2021-07-11,16.2132
2021-07-12,16.4177
2021-07-13,16.3451
2021-07-14,16.2924
2021-07-15,16.0286
2021-07-16,15.6395
2021-07-17,15.6395
2021-07-18,15.6395
2021-07-19,15.3295
2021-07-20,15.6988
2021-07-21,15.9099
2021-07-22,15.5207
2021-07-23,15.4944
2021-07-24,15.4944
2021-07-25,15.4944
2021-07-26,15.6131
2021-07-27,15.6592
2021-07-28,15.9033
2021-07-29,15.9758
2021-07-30,15.7252
2021-07-31,15.7252
2021-08-01,15.7252
2021-08-02,15.7977
2021-08-03,15.9033
2021-08-04,15.3295
2021-08-05,15.5735
2021-08-06,15.6856
2021-08-07,15.6856
2021-08-08,15.6856
2021-08-09,15.2899
2021-08-10,15.2833
2021-08-11,15.4613
2021-08-12,15.4349
2021-08-13,15.1115
2021-08-14,15.1115
2021-08-15,15.1115
2021-08-16,15.1709
2021-08-17,14.9333
2021-08-18,14.9399
2021-08-19,14.8409
2021-08-20,14.9927
2021-08-21,14.9927
2021-08-22,14.9927
2021-08-23,15.1709
2021-08-24,15.2699
2021-08-25,15.3755
2021-08-26,15.3887
2021-08-27,15.8573
2021-08-28,15.8573
2021-08-29,15.8573
2021-08-30,15.7187
2021-08-31,15.7055
2021-09-01,15.8177
2021-09-02,15.8441
2021-09-03,15.9299
2021-09-04,15.9299
2021-09-05,15.9299
2021-09-06,15.9299
2021-09-07,15.9431
2021-09-08,15.8045
2021-09-09,15.6461
2021-09-10,15.5999
2021-09-11,15.5999
2021-09-12,15.5999
2021-09-13,15.7979
2021-09-14,15.5603
2021-09-15,15.6725
2021-09-16,15.7715
2021-09-17,15.7583
2021-09-18,15.7583
2021-09-19,15.7583
2021-09-20,15.4745
2021-09-21,15.4877
2021-09-22,15.7451
2021-09-23,15.8705
2021-09-24,15.8243
2021-09-25,15.8243
2021-09-26,15.8243
2021-09-27,16.1279
2021-09-28,16.1147
2021-09-29,16.2797
2021-09-30,16.2137
2021-10-01,14.8796
2021-10-02,14.8796
2021-10-03,14.8796
2021-10-04,14.922
2021-10-05,15.0792
2021-10-06,14.7526
2021-10-07,14.928
2021-10-08,14.9583
2021-10-09,14.9583
2021-10-10,14.9583
2021-10-11,14.8917
2021-10-12,14.8796
2021-10-13,14.5832
2021-10-14,14.674
2021-10-15,14.6074
2021-10-16,14.6074
2021-10-17,14.6074
2021-10-18,14.547
2021-10-19,14.547
2021-10-20,14.6437
2021-10-21,14.6074
2021-10-22,14.5228
2021-10-23,14.5228
2021-10-24,14.5228
2021-10-25,14.801
2021-10-26,14.7103
2021-10-27,14.3715
2021-10-28,14.4804
2021-10-29,14.1477
2021-10-30,14.1477
2021-10-31,14.1477
2021-11-01,14.5107
2021-11-02,14.3776
2021-11-03,14.6982
2021-11-04,14.5953
2021-11-05,15.1337
2021-11-06,15.1337
2021-11-07,15.1337
2021-11-08,15.551
2021-11-09,15.4119
2021-11-10,15.2002
2021-11-11,15.424
2021-11-12,15.5087
2021-11-13,15.5087
2021-11-14,15.5087
2021-11-15,15.6176
2021-11-16,15.5873
2021-11-17,15.5692
2021-11-18,15.2063
2021-11-19,15.0611
2021-11-20,15.0611
2021-11-21,15.0611
2021-11-22,15.2244
2021-11-23,15.3938
2021-11-24,15.3877
2021-11-25,15.3877
2021-11-26,14.7103
2021-11-27,14.7103
2021-11-28,14.7103
2021-11-29,14.7042
2021-11-30,14.0873
2021-12-01,13.8997
2021-12-02,14.3232
2021-12-03,14.5046
2021-12-04,14.5046
2021-12-05,14.5046
2021-12-06,14.7224
2021-12-07,14.922
2021-12-08,15.049
2021-12-09,14.8373
2021-12-10,15.0369
2021-12-11,15.0369
2021-12-12,15.0369
2021-12-13,14.7284
2021-12-14,14.674
2021-12-15,14.7466
2021-12-16,14.8131
2021-12-17,14.9099
2021-12-18,14.9099
2021-12-19,14.9099
2021-12-20,14.184
2021-12-21,14.7829
2021-12-22,15.0369
2021-12-23,15.0127
2021-12-24,15.0127
2021-12-25,15.0127
2021-12-26,15.0127
2021-12-27,15.2244
2021-12-28,15.2365
2021-12-29,15.1639
2021-12-30,15.0792
2021-12-31,13.2162
2022-01-01,13.2162
2022-01-02,13.2162
2022-01-03,13.3658
2022-01-04,13.4621
2022-01-05,13.2536
2022-01-06,13.136
2022-01-07,12.8581
2022-01-08,12.8581
2022-01-09,12.8581
2022-01-10,12.6764
2022-01-11,12.7512
2022-01-12,12.639
2022-01-13,12.7726
2022-01-14,12.6069
2022-01-15,12.6069
2022-01-16,12.6069
2022-01-17,12.6069
2022-01-18,12.3557
2022-01-19,12.2007
2022-01-20,11.864
2022-01-21,11.741
2022-01-22,11.741
2022-01-23,11.741
2022-01-24,12.0083
2022-01-25,11.9174
2022-01-26,11.7036
2022-01-27,11.5112
2022-01-28,11.6288
2022-01-29,11.6288
2022-01-30,11.6288
2022-01-31,11.7784
2022-02-01,11.864
2022-02-02,11.7998
2022-02-03,11.6341
2022-02-04,11.6181
2022-02-05,11.6181
2022-02-06,11.6181
2022-02-07,11.7517
2022-02-08,11.9334
2022-02-09,12.0457
2022-02-10,11.8212
2022-02-11,11.7517
2022-02-12,11.7517
2022-02-13,11.7517
2022-02-14,11.8586
2022-02-15,12.0831
2022-02-16,12.1312
2022-02-17,12.035
2022-02-18,11.9655
2022-02-19,11.9655
2022-02-20,11.9655
2022-02-21,11.9655
2022-02-22,11.7303
2022-02-23,11.6341
2022-02-24,11.6822
2022-02-25,11.7784
2022-02-26,11.7784
2022-02-27,11.7784
2022-02-28,11.6662
2022-03-01,12.1686
2022-03-02,12.5945
2022-03-03,12.6535
2022-03-04,12.2243
2022-03-05,12.2243
2022-03-06,12.2243
2022-03-07,11.7253
2022-03-08,11.7092
2022-03-09,11.9506
2022-03-10,11.7521
2022-03-11,11.6126
2022-03-12,11.6126
2022-03-13,11.6126
2022-03-14,11.5321
2022-03-15,11.7575
2022-03-16,12.0526
2022-03-17,12.1599
2022-03-18,12.1331
2022-03-19,12.1331
2022-03-20,12.1331
2022-03-21,12.117
2022-03-22,12.0365
2022-03-23,11.8111
2022-03-24,11.8433
2022-03-25,11.8272
2022-03-26,11.8272
2022-03-27,11.8272
2022-03-28,11.6931
2022-03-29,12.058
2022-03-30,11.9775
2022-03-31,11.9721
2022-04-01,11.2402
2022-04-02,11.2402
2022-04-03,11.2402
2022-04-04,10.9607
2022-04-05,10.7254
2022-04-06,10.7451
2022-04-07,10.7255
2022-04-08,10.7697
2022-04-09,10.7697
2022-04-10,10.7697
2022-04-11,10.6126
2022-04-12,10.5832
2022-04-13,10.755
2022-04-14,10.6961
2022-04-15,10.6961
2022-04-16,10.6961
2022-04-17,10.6961
2022-04-18,10.6274
2022-04-19,10.9022
2022-04-20,10.9365
2022-04-21,10.8875
2022-04-22,10.7402
2022-04-23,10.7402
2022-04-24,10.7402
2022-04-25,10.8089
2022-04-26,10.5292
2022-04-27,10.5243
2022-04-28,10.755
2022-04-29,10.6764
2022-04-30,10.6764
2022-05-01,10.6764
2022-05-02,10.7206
2022-05-03,10.7451
2022-05-04,11.3193
2022-05-05,11.0887
2022-05-06,10.8188
2022-05-07,10.8188
2022-05-08,10.8188
2022-05-09,10.6568
2022-05-10,11.1778
2022-05-11,10.9466
2022-05-12,11.0154
2022-05-13,10.9712
2022-05-14,10.9712
2022-05-15,10.9712
2022-05-16,10.9515
2022-05-17,11.222
2022-05-18,11.3499
2022-05-19,11.1581
2022-05-20,11.0351
2022-05-21,11.0351
2022-05-22,11.0351
2022-05-23,11.1335
2022-05-24,11.1138
2022-05-25,11.2761
2022-05-26,11.4286
2022-05-27,11.645
2022-05-28,11.645
2022-05-29,11.645
2022-05-30,11.645
2022-05-31,11.527
2022-06-01,11.4384
2022-06-02,11.6106
2022-06-03,11.3991
2022-06-04,11.3991
2022-06-05,11.3991
2022-06-06,11.7434
2022-06-07,11.8074
2022-06-08,11.6844
2022-06-09,11.6942
2022-06-10,11.3794
2022-06-11,11.3794
2022-06-12,11.3794
2022-06-13,11.0056
2022-06-14,11.0056
2022-06-15,11.0105
2022-06-16,10.4744
2022-06-17,10.4793
2022-06-18,10.4793
2022-06-19,10.4793
2022-06-20,10.4793
2022-06-21,10.4744
2022-06-22,10.4055
2022-06-23,10.4301
2022-06-24,10.6023
2022-06-25,10.6023
2022-06-26,10.6023
2022-06-27,10.7892
2022-06-28,10.617
2022-06-29,10.5236
2022-06-30,10.617
2022-07-01,10.3273
2022-07-02,10.3273
2022-07-03,10.3273
2022-07-04,10.3273
2022-07-05,10.3556
2022-07-06,10.2093
2022-07-07,10.4311
2022-07-08,10.3698
2022-07-09,10.3698
2022-07-10,10.3698
2022-07-11,10.3745
2022-07-12,10.4217
2022-07-13,10.4075
2022-07-14,10.4311
2022-07-15,10.6293
2022-07-16,10.6293
2022-07-17,10.6293
2022-07-18,10.6293
2022-07-19,11.0115
2022-07-20,10.9455
2022-07-21,11.0115
2022-07-22,11.0162
2022-07-23,11.0162
2022-07-24,11.0162
2022-07-25,11.0587
2022-07-26,11.0021
2022-07-27,11.1248
2022-07-28,11.1201
2022-07-29,11.1767
2022-07-30,11.1767
2022-07-31,11.1767
2022-08-01,11.2097
2022-08-02,11.0351
2022-08-03,11.2239
2022-08-04,11.3088
2022-08-05,10.5208
2022-08-06,10.5208
2022-08-07,10.5208
2022-08-08,10.249
2022-08-09,10.0185
2022-08-10,10.2703
2022-08-11,10.3262
2022-08-12,10.4661
2022-08-13,10.4661
2022-08-14,10.4661
2022-08-15,10.5174
2022-08-16,10.5547
2022-08-17,10.4195
2022-08-18,10.4848
2022-08-19,10.3356
2022-08-20,10.3356
2022-08-21,10.3356
2022-08-22,10.177
2022-08-23,10.149
2022-08-24,10.0977
2022-08-25,10.2983
2022-08-26,10.0185
2022-08-27,10.0185
2022-08-28,10.0185
2022-08-29,9.8086
2022-08-30,9.6641
2022-08-31,9.5475
2022-09-01,9.4776
2022-09-02,9.3796
2022-09-03,9.3796
2022-09-04,9.3796
2022-09-05,9.3796
2022-09-06,9.2398
2022-09-07,9.2164
2022-09-08,9.1372
2022-09-09,9.2771
2022-09-10,9.2771
2022-09-11,9.2771
2022-09-12,9.375
2022-09-13,9.2025
2022-09-14,9.0532
2022-09-15,8.96
2022-09-16,8.918
2022-09-17,8.918
2022-09-18,8.918
2022-09-19,9.0019
2022-09-20,8.8574
2022-09-21,8.7781
2022-09-22,8.7268
2022-09-23,8.6802
2022-09-24,8.6802
2022-09-25,8.6802
2022-09-26,8.5683
2022-09-27,8.5356
2022-09-28,8.6942
2022-09-29,8.5869
2022-09-30,8.1752
2022-10-01,8.1752
2022-10-02,8.1752
2022-10-03,8.38
2022-10-04,8.7579
2022-10-05,8.7761
2022-10-06,8.8125
2022-10-07,8.7806
2022-10-08,8.7806
2022-10-09,8.7806
2022-10-10,8.7442
2022-10-11,8.7078
2022-10-12,8.6714
2022-10-13,8.7624
2022-10-14,8.7078
2022-10-15,8.7078
2022-10-16,8.7078
2022-10-17,8.8216
2022-10-18,8.9172
2022-10-19,8.7943
2022-10-20,8.7169
2022-10-21,8.8125
2022-10-22,8.8125
2022-10-23,8.8125
2022-10-24,8.8489
2022-10-25,9.0128
2022-10-26,9.0219
2022-10-27,9.072
2022-10-28,9.2586
2022-10-29,9.2586
2022-10-30,9.2586
2022-10-31,9.2313
2022-11-01,9.245
2022-11-02,9.0082
2022-11-03,8.9445
2022-11-04,8.7351
2022-11-05,8.7351
2022-11-06,8.7351
2022-11-07,9.0082
2022-11-08,8.7378
2022-11-09,8.6611
2022-11-10,9.0622
2022-11-11,9.0667
2022-11-12,9.0667
2022-11-13,9.0667
2022-11-14,8.9811
2022-11-15,9.0397
2022-11-16,8.9676
2022-11-17,8.909
2022-11-18,8.9496
2022-11-19,8.9496
2022-11-20,8.9496
2022-11-21,9.0262
2022-11-22,9.0712
2022-11-23,9.0622
2022-11-24,9.0622
2022-11-25,9.0622
2022-11-26,9.0622
2022-11-27,9.0622
2022-11-28,8.8775
2022-11-29,8.882
2022-11-30,8.9631
2022-12-01,9.0983
2022-12-02,9.1749
2022-12-03,9.1749
2022-12-04,9.1749
2022-12-05,8.9766
2022-12-06,8.9496
2022-12-07,8.8369
2022-12-08,8.7693
2022-12-09,8.7648
2022-12-10,8.7648
2022-12-11,8.7648
2022-12-12,8.9405
2022-12-13,8.882
2022-12-14,8.8144
2022-12-15,8.6837
2022-12-16,8.589
2022-12-17,8.589
2022-12-18,8.589
2022-12-19,8.5124
2022-12-20,8.5485
2022-12-21,8.4989
2022-12-22,8.5034
2022-12-23,8.5079
2022-12-24,8.5079
2022-12-25,8.5079
2022-12-26,8.5079
2022-12-27,8.4989
2022-12-28,8.3772
2022-12-29,8.5575
2022-12-30,13.5246
2022-12-31,13.5246
2023-01-01,13.5246
2023-01-02,13.5246
2023-01-03,13.6259
2023-01-04,13.6693
2023-01-05,13.6476
2023-01-06,13.9443
2023-01-07,13.9443
2023-01-08,13.9443
2023-01-09,13.9081
2023-01-10,14.0818
2023-01-11,14.1976
2023-01-12,14.4147
2023-01-13,14.364
2023-01-14,14.364
2023-01-15,14.364
2023-01-16,14.364
2023-01-17,14.2338
2023-01-18,14.089
2023-01-19,13.9443
2023-01-20,14.0239
2023-01-21,14.0239
2023-01-22,14.0239
2023-01-23,14.2699
2023-01-24,14.2699
2023-01-25,14.3495
2023-01-26,14.3785
2023-01-27,14.4002
2023-01-28,14.4002
2023-01-29,14.4002
2023-01-30,14.3423
2023-01-31,14.6173
2023-02-01,14.914
2023-02-02,15.1021
2023-02-03,14.9574
2023-02-04,14.9574
2023-02-05,14.9574
2023-02-06,14.791
2023-02-07,14.8091
2023-02-08,14.7041
2023-02-09,14.6028
2023-02-10,14.6318
2023-02-11,14.6318
2023-02-12,14.6318
2023-02-13,14.7982
2023-02-14,14.6679
2023-02-15,14.7403
2023-02-16,14.7041
2023-02-17,14.6535
2023-02-18,14.6535
2023-02-19,14.6535
2023-02-20,14.6535
2023-02-21,14.4436
2023-02-22,12.5694
2023-02-23,12.678
2023-02-24,12.7467
2023-02-25,12.7467
2023-02-26,12.7467
2023-02-27,12.8299
2023-02-28,12.7648
2023-03-01,13.1084
2023-03-02,13.2674
2023-03-03,13.159
2023-03-04,13.159
2023-03-05,13.159
2023-03-06,12.7544
2023-03-07,12.6677
2023-03-08,12.87
2023-03-09,12.6461
2023-03-10,12.4582
2023-03-11,12.4582
2023-03-12,12.4582
2023-03-13,12.162
2023-03-14,12.2054
2023-03-15,12.1042
2023-03-16,12.0464
