,1812209D US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,41.0415
2020-01-02,41.9448
2020-01-03,41.9057
2020-01-04,41.9057
2020-01-05,41.9057
2020-01-06,42.0013
2020-01-07,41.7841
2020-01-08,42.3183
2020-01-09,42.6223
2020-01-10,43.2216
2020-01-11,43.2216
2020-01-12,43.2216
2020-01-13,44.2857
2020-01-14,44.3465
2020-01-15,44.9458
2020-01-16,45.5321
2020-01-17,44.9501
2020-01-18,44.9501
2020-01-19,44.9501
2020-01-20,44.9501
2020-01-21,44.3595
2020-01-22,44.277
2020-01-23,43.8036
2020-01-24,42.5442
2020-01-25,42.5442
2020-01-26,42.5442
2020-01-27,42.0143
2020-01-28,41.8449
2020-01-29,40.5725
2020-01-30,40.5812
2020-01-31,39.3521
2020-02-01,39.3521
2020-02-02,39.3521
2020-02-03,40.4378
2020-02-04,41.3976
2020-02-05,38.388
2020-02-06,39.9124
2020-02-07,39.148
2020-02-08,39.148
2020-02-09,39.148
2020-02-10,38.3055
2020-02-11,37.7713
2020-02-12,38.1708
2020-02-13,38.0449
2020-02-14,38.6051
2020-02-15,38.6051
2020-02-16,38.6051
2020-02-17,38.6051
2020-02-18,38.692
2020-02-19,38.3533
2020-02-20,38.0188
2020-02-21,37.3023
2020-02-22,37.3023
2020-02-23,37.3023
2020-02-24,35.8474
2020-02-25,34.8051
2020-02-26,34.0625
2020-02-27,33.5239
2020-02-28,33.8511
2020-02-29,33.8511
2020-03-01,33.8511
2020-03-02,35.2264
2020-03-03,34.2015
2020-03-04,35.1913
2020-03-05,34.5563
2020-03-06,34.0964
2020-03-07,34.0964
2020-03-08,34.0964
2020-03-09,33.4306
2020-03-10,34.2102
2020-03-11,32.9839
2020-03-12,30.5968
2020-03-13,31.867
2020-03-14,31.867
2020-03-15,31.867
2020-03-16,29.204
2020-03-17,30.356
2020-03-18,28.1573
2020-03-19,27.6142
2020-03-20,26.1206
2020-03-21,26.1206
2020-03-22,26.1206
2020-03-23,26.7163
2020-03-24,30.7239
2020-03-25,34.1139
2020-03-26,33.2292
2020-03-27,32.7474
2020-03-28,32.7474
2020-03-29,32.7474
2020-03-30,34.5825
2020-03-31,30.2076
2020-04-01,28.3138
2020-04-02,28.5618
2020-04-03,29.2073
2020-04-04,29.2073
2020-04-05,29.2073
2020-04-06,31.2208
2020-04-07,31.9774
2020-04-08,31.5628
2020-04-09,31.0925
2020-04-10,31.0925
2020-04-11,31.0925
2020-04-12,31.0925
2020-04-13,31.2507
2020-04-14,33.2941
2020-04-15,33.8199
2020-04-16,35.6923
2020-04-17,36.1754
2020-04-18,36.1754
2020-04-19,36.1754
2020-04-20,36.1882
2020-04-21,34.8502
2020-04-22,36.1882
2020-04-23,36.3378
2020-04-24,36.7012
2020-04-25,36.7012
2020-04-26,36.7012
2020-04-27,35.4828
2020-04-28,34.1405
2020-04-29,36.1608
2020-04-30,35.0311
2020-05-01,34.0347
2020-05-02,34.0347
2020-05-03,34.0347
2020-05-04,35.1256
2020-05-05,36.3798
2020-05-06,39.4937
2020-05-07,37.4665
2020-05-08,36.3392
2020-05-09,36.3392
2020-05-10,36.3392
2020-05-11,36.3177
2020-05-12,35.407
2020-05-13,34.0881
2020-05-14,35.2136
2020-05-15,35.5573
2020-05-16,35.5573
2020-05-17,35.5573
2020-05-18,37.89
2020-05-19,38.8007
2020-05-20,38.3368
