,ALK US Equity
2020-07-04,91.6175
2020-07-05,91.6175
2020-07-06,92.7302
2020-07-07,90.882
2020-07-08,91.1838
2020-07-09,87.7514
2020-07-10,90.1842
2020-07-11,90.1842
2020-07-12,90.1842
2020-07-13,88.5812
2020-07-14,89.7316
2020-07-15,95.8986
2020-07-16,93.1074
2020-07-17,92.5794
2020-07-18,92.5794
2020-07-19,92.5794
2020-07-20,90.486
2020-07-21,91.0706
2020-07-22,91.2592
2020-07-23,91.957
2020-07-24,88.9207
2020-07-25,88.9207
2020-07-26,88.9207
2020-07-27,87.2045
2020-07-28,88.8075
2020-07-29,88.3549
2020-07-30,88.1663
2020-07-31,87.7514
2020-08-01,87.7514
2020-08-02,87.7514
2020-08-03,86.9216
2020-08-04,88.0437
2020-08-05,90.8209
2020-08-06,92.0763
2020-08-07,92.4377
2020-08-08,92.4377
2020-08-09,92.4377
2020-08-10,97.4594
2020-08-11,96.9458
2020-08-12,95.9567
2020-08-13,94.6822
2020-08-14,94.473
2020-08-15,94.473
2020-08-16,94.473
2020-08-17,91.7719
2020-08-18,91.6388
2020-08-19,90.9921
2020-08-20,90.8399
2020-08-21,90.1932
2020-08-22,90.1932
2020-08-23,90.1932
2020-08-24,94.1687
2020-08-25,94.5301
2020-08-26,92.5899
2020-08-27,96.0328
2020-08-28,100.2746
2020-08-29,100.2746
2020-08-30,100.2746
2020-08-31,96.8887
2020-09-01,97.2692
2020-09-02,99.78
2020-09-03,99.6278
2020-09-04,100.4458
2020-09-05,100.4458
2020-09-06,100.4458
2020-09-07,100.4458
2020-09-08,101.9294
2020-09-09,100.1604
2020-09-10,100.5789
2020-09-11,99.5137
2020-09-12,99.5137
2020-09-13,99.5137
2020-09-14,101.7582
2020-09-15,103.0327
2020-09-16,104.8207
2020-09-17,102.9756
2020-09-18,100.8642
2020-09-19,100.8642
2020-09-20,100.8642
2020-09-21,94.3969
2020-09-22,94.8534
2020-09-23,92.9132
2020-09-24,90.7067
2020-09-25,92.6089
2020-09-26,92.6089
2020-09-27,92.6089
2020-09-28,94.2067
2020-09-29,92.5518
2020-09-30,92.5518
2020-10-01,92.5518
2020-10-02,92.5518
2020-10-03,92.5518
2020-10-04,92.5518
2020-10-05,92.5518
2020-10-06,92.5518
2020-10-07,92.5518
2020-10-08,92.5518
2020-10-09,92.5518
2020-10-10,92.5518
2020-10-11,92.5518
2020-10-12,92.5518
2020-10-13,92.5518
2020-10-14,92.5518
2020-10-15,92.5518
2020-10-16,92.5518
2020-10-17,92.5518
2020-10-18,92.5518
2020-10-19,92.5518
2020-10-20,92.5518
2020-10-21,92.5518
2020-10-22,92.5518
2020-10-23,92.5518
2020-10-24,92.5518
2020-10-25,92.5518
2020-10-26,92.5518
2020-10-27,92.5518
2020-10-28,92.5518
2020-10-29,92.5518
2020-10-30,92.5518
2020-10-31,92.5518
2020-11-01,92.5518
2020-11-02,92.5518
2020-11-03,92.5518
2020-11-04,92.5518
2020-11-05,92.5518
2020-11-06,92.5518
2020-11-07,92.5518
2020-11-08,92.5518
2020-11-09,92.5518
2020-11-10,92.5518
2020-11-11,92.5518
2020-11-12,92.5518
2020-11-13,92.5518
2020-11-14,92.5518
2020-11-15,92.5518
2020-11-16,92.5518
2020-11-17,92.5518
2020-11-18,92.5518
2020-11-19,92.5518
2020-11-20,92.5518
2020-11-21,92.5518
2020-11-22,92.5518
2020-11-23,92.5518
2020-11-24,92.5518
2020-11-25,92.5518
2020-11-26,92.5518
2020-11-27,92.5518
2020-11-28,92.5518
2020-11-29,92.5518
2020-11-30,92.5518
2020-12-01,92.5518
2020-12-02,92.5518
2020-12-03,92.5518
2020-12-04,92.5518
2020-12-05,92.5518
2020-12-06,92.5518
2020-12-07,92.5518
2020-12-08,92.5518
2020-12-09,92.5518
2020-12-10,92.5518
2020-12-11,92.5518
2020-12-12,92.5518
2020-12-13,92.5518
2020-12-14,92.5518
2020-12-15,92.5518
2020-12-16,92.5518
2020-12-17,92.5518
2020-12-18,92.5518
2020-12-19,92.5518
2020-12-20,92.5518
2020-12-21,92.5518
2020-12-22,92.5518
2020-12-23,92.5518
2020-12-24,92.5518
2020-12-25,92.5518
2020-12-26,92.5518
2020-12-27,92.5518
2020-12-28,92.5518
2020-12-29,92.5518
2020-12-30,92.5518
2020-12-31,92.5518
2021-01-01,92.5518
2021-01-02,92.5518
2021-01-03,92.5518
2021-01-04,92.5518
2021-01-05,92.5518
2021-01-06,92.5518
2021-01-07,92.5518
2021-01-08,92.5518
2021-01-09,92.5518
2021-01-10,92.5518
2021-01-11,92.5518
2021-01-12,92.5518
2021-01-13,92.5518
2021-01-14,92.5518
2021-01-15,92.5518
2021-01-16,92.5518
2021-01-17,92.5518
2021-01-18,92.5518
2021-01-19,92.5518
2021-01-20,92.5518
2021-01-21,92.5518
2021-01-22,92.5518
2021-01-23,92.5518
2021-01-24,92.5518
2021-01-25,92.5518
2021-01-26,92.5518
2021-01-27,92.5518
2021-01-28,92.5518
2021-01-29,92.5518
2021-01-30,92.5518
2021-01-31,92.5518
2021-02-01,92.5518
2021-02-02,92.5518
2021-02-03,92.5518
2021-02-04,92.5518
2021-02-05,92.5518
2021-02-06,92.5518
2021-02-07,92.5518
2021-02-08,92.5518
2021-02-09,92.5518
2021-02-10,92.5518
2021-02-11,92.5518
2021-02-12,92.5518
2021-02-13,92.5518
2021-02-14,92.5518
2021-02-15,92.5518
2021-02-16,92.5518
2021-02-17,92.5518
2021-02-18,92.5518
2021-02-19,92.5518
2021-02-20,92.5518
2021-02-21,92.5518
2021-02-22,92.5518
2021-02-23,92.5518
2021-02-24,92.5518
2021-02-25,92.5518
2021-02-26,92.5518
2021-02-27,92.5518
2021-02-28,92.5518
2021-03-01,92.5518
2021-03-02,92.5518
2021-03-03,92.5518
2021-03-04,92.5518
2021-03-05,92.5518
2021-03-06,92.5518
2021-03-07,92.5518
2021-03-08,92.5518
2021-03-09,92.5518
2021-03-10,92.5518
2021-03-11,92.5518
2021-03-12,92.5518
2021-03-13,92.5518
2021-03-14,92.5518
2021-03-15,92.5518
2021-03-16,92.5518
2021-03-17,92.5518
2021-03-18,92.5518
2021-03-19,92.5518
2021-03-20,92.5518
2021-03-21,92.5518
2021-03-22,92.5518
2021-03-23,92.5518
2021-03-24,92.5518
2021-03-25,92.5518
2021-03-26,92.5518
2021-03-27,92.5518
2021-03-28,92.5518
2021-03-29,92.5518
2021-03-30,92.5518
2021-03-31,92.5518
2021-04-01,92.5518
2021-04-02,92.5518
2021-04-03,92.5518
2021-04-04,92.5518
2021-04-05,92.5518
2021-04-06,92.5518
2021-04-07,92.5518
2021-04-08,92.5518
2021-04-09,92.5518
2021-04-10,92.5518
2021-04-11,92.5518
2021-04-12,92.5518
2021-04-13,92.5518
2021-04-14,92.5518
2021-04-15,92.5518
2021-04-16,92.5518
2021-04-17,92.5518
2021-04-18,92.5518
2021-04-19,92.5518
2021-04-20,92.5518
2021-04-21,92.5518
2021-04-22,92.5518
2021-04-23,92.5518
2021-04-24,92.5518
2021-04-25,92.5518
2021-04-26,92.5518
2021-04-27,92.5518
2021-04-28,92.5518
2021-04-29,92.5518
2021-04-30,92.5518
2021-05-01,92.5518
2021-05-02,92.5518
2021-05-03,92.5518
2021-05-04,92.5518
2021-05-05,92.5518
2021-05-06,92.5518
2021-05-07,92.5518
2021-05-08,92.5518
2021-05-09,92.5518
2021-05-10,92.5518
2021-05-11,92.5518
2021-05-12,92.5518
2021-05-13,92.5518
2021-05-14,92.5518
2021-05-15,92.5518
2021-05-16,92.5518
2021-05-17,92.5518
2021-05-18,92.5518
2021-05-19,92.5518
2021-05-20,92.5518
2021-05-21,92.5518
2021-05-22,92.5518
2021-05-23,92.5518
2021-05-24,92.5518
2021-05-25,92.5518
2021-05-26,92.5518
2021-05-27,92.5518
2021-05-28,92.5518
2021-05-29,92.5518
2021-05-30,92.5518
2021-05-31,92.5518
2021-06-01,92.5518
2021-06-02,92.5518
2021-06-03,92.5518
2021-06-04,92.5518
2021-06-05,92.5518
2021-06-06,92.5518
2021-06-07,92.5518
2021-06-08,92.5518
2021-06-09,92.5518
2021-06-10,92.5518
2021-06-11,92.5518
2021-06-12,92.5518
2021-06-13,92.5518
2021-06-14,92.5518
2021-06-15,92.5518
2021-06-16,92.5518
2021-06-17,92.5518
2021-06-18,92.5518
2021-06-19,92.5518
2021-06-20,92.5518
2021-06-21,92.5518
2021-06-22,92.5518
2021-06-23,92.5518
2021-06-24,92.5518
2021-06-25,92.5518
2021-06-26,92.5518
2021-06-27,92.5518
2021-06-28,92.5518
2021-06-29,92.5518
2021-06-30,92.5518
2021-07-01,92.5518
2021-07-02,92.5518
2021-07-03,92.5518
2021-07-04,92.5518
2021-07-05,92.5518
2021-07-06,92.5518
2021-07-07,92.5518
2021-07-08,92.5518
2021-07-09,92.5518
2021-07-10,92.5518
2021-07-11,92.5518
2021-07-12,92.5518
2021-07-13,92.5518
2021-07-14,92.5518
2021-07-15,92.5518
2021-07-16,92.5518
2021-07-17,92.5518
2021-07-18,92.5518
2021-07-19,92.5518
2021-07-20,92.5518
2021-07-21,92.5518
2021-07-22,92.5518
2021-07-23,92.5518
2021-07-24,92.5518
2021-07-25,92.5518
2021-07-26,92.5518
2021-07-27,92.5518
2021-07-28,92.5518
2021-07-29,92.5518
2021-07-30,92.5518
2021-07-31,92.5518
2021-08-01,92.5518
2021-08-02,92.5518
2021-08-03,92.5518
2021-08-04,92.5518
2021-08-05,92.5518
2021-08-06,92.5518
2021-08-07,92.5518
2021-08-08,92.5518
2021-08-09,92.5518
2021-08-10,92.5518
2021-08-11,92.5518
2021-08-12,92.5518
2021-08-13,92.5518
2021-08-14,92.5518
2021-08-15,92.5518
2021-08-16,92.5518
2021-08-17,92.5518
2021-08-18,92.5518
2021-08-19,92.5518
2021-08-20,92.5518
2021-08-21,92.5518
2021-08-22,92.5518
2021-08-23,92.5518
2021-08-24,92.5518
2021-08-25,92.5518
2021-08-26,92.5518
2021-08-27,92.5518
2021-08-28,92.5518
2021-08-29,92.5518
2021-08-30,92.5518
2021-08-31,92.5518
2021-09-01,92.5518
2021-09-02,92.5518
2021-09-03,92.5518
2021-09-04,92.5518
2021-09-05,92.5518
2021-09-06,92.5518
2021-09-07,92.5518
2021-09-08,92.5518
2021-09-09,92.5518
2021-09-10,92.5518
2021-09-11,92.5518
2021-09-12,92.5518
2021-09-13,92.5518
2021-09-14,92.5518
2021-09-15,92.5518
2021-09-16,92.5518
2021-09-17,92.5518
2021-09-18,92.5518
2021-09-19,92.5518
2021-09-20,92.5518
2021-09-21,92.5518
2021-09-22,92.5518
2021-09-23,92.5518
2021-09-24,92.5518
2021-09-25,92.5518
2021-09-26,92.5518
2021-09-27,92.5518
2021-09-28,92.5518
2021-09-29,92.5518
2021-09-30,161.9537
2021-10-01,170.7936
2021-10-02,170.7936
2021-10-03,170.7936
2021-10-04,170.5235
2021-10-05,169.3203
2021-10-06,167.9698
2021-10-07,165.9808
2021-10-08,164.9003
2021-10-09,164.9003
2021-10-10,164.9003
2021-10-11,161.6099
2021-10-12,161.5362
2021-10-13,158.123
2021-10-14,159.3017
2021-10-15,159.9156
2021-10-16,159.9156
2021-10-17,159.9156
2021-10-18,159.0561
2021-10-19,157.8775
2021-10-20,158.6387
2021-10-21,156.1403
2021-10-22,150.2682
2021-10-23,150.2682
2021-10-24,150.2682
2021-10-25,150.5876
2021-10-26,151.3984
2021-10-27,147.5655
2021-10-28,147.9341
2021-10-29,147.7867
2021-10-30,147.7867
2021-10-31,147.7867
2021-11-01,152.4795
2021-11-02,151.8406
2021-11-03,155.477
2021-11-04,154.9914
2021-11-05,163.886
2021-11-06,163.886
2021-11-07,163.886
2021-11-08,162.7312
2021-11-09,162.6084
2021-11-10,159.4387
2021-11-11,157.6451
2021-11-12,154.7949
2021-11-13,154.7949
2021-11-14,154.7949
2021-11-15,154.844
2021-11-16,150.4704
2021-11-17,149.6105
2021-11-18,147.1534
2021-11-19,147.6448
2021-11-20,147.6448
2021-11-21,147.6448
2021-11-22,148.4802
2021-11-23,147.6202
2021-11-24,148.0625
2021-11-25,148.0625
2021-11-26,139.561
2021-11-27,139.561
2021-11-28,139.561
2021-11-29,139.561
2021-11-30,137.3988
2021-12-01,131.7967
2021-12-02,139.733
2021-12-03,137.3988
2021-12-04,137.3988
2021-12-05,137.3988
2021-12-06,142.4358
2021-12-07,141.7724
2021-12-08,144.426
2021-12-09,144.4015
2021-12-10,145.0157
2021-12-11,145.0157
2021-12-12,145.0157
2021-12-13,141.6495
2021-12-14,141.2564
2021-12-15,141.5758
2021-12-16,138.9959
2021-12-17,140.9861
2021-12-18,140.9861
2021-12-19,140.9861
2021-12-20,139.2908
2021-12-21,145.9986
2021-12-22,146.2934
2021-12-23,148.3328
2021-12-24,148.3328
2021-12-25,148.3328
2021-12-26,148.3328
2021-12-27,147.3499
2021-12-28,148.0379
2021-12-29,146.1706
2021-12-30,145.6791
2021-12-31,10.947
2022-01-01,10.947
2022-01-02,10.947
2022-01-03,11.3074
2022-01-04,11.5598
2022-01-05,11.4354
2022-01-06,11.3787
2022-01-07,11.6348
2022-01-08,11.6348
2022-01-09,11.6348
2022-01-10,11.4958
2022-01-11,11.6586
2022-01-12,11.5049
2022-01-13,11.761
2022-01-14,11.622
2022-01-15,11.622
2022-01-16,11.622
2022-01-17,11.622
2022-01-18,11.4738
2022-01-19,11.3622
2022-01-20,11.2598
2022-01-21,10.9324
2022-01-22,10.9324
2022-01-23,10.9324
2022-01-24,10.8189
2022-01-25,10.9635
2022-01-26,10.9854
2022-01-27,11.0385
2022-01-28,10.9744
2022-01-29,10.9744
2022-01-30,10.9744
2022-01-31,11.4299
2022-02-01,11.4427
2022-02-02,11.3586
2022-02-03,11.1555
2022-02-04,11.2013
2022-02-05,11.2013
2022-02-06,11.2013
2022-02-07,11.5434
2022-02-08,11.9623
2022-02-09,12.1342
2022-02-10,12.1397
2022-02-11,11.864
2022-02-12,11.864
2022-02-13,11.864
2022-02-14,11.8953
2022-02-15,12.4283
2022-02-16,12.5019
2022-02-17,12.2409
2022-02-18,12.2225
2022-02-19,12.2225
2022-02-20,12.2225
2022-02-21,12.2225
2022-02-22,12.046
2022-02-23,11.6765
2022-02-24,11.7464
2022-02-25,11.9982
2022-02-26,11.9982
2022-02-27,11.9982
2022-02-28,11.7354
2022-03-01,11.0369
2022-03-02,11.0883
2022-03-03,10.8678
2022-03-04,10.4487
2022-03-05,10.4487
2022-03-06,10.4487
2022-03-07,9.4469
2022-03-08,9.9946
2022-03-09,10.3549
2022-03-10,10.4505
2022-03-11,10.3898
2022-03-12,10.3898
2022-03-13,10.3898
2022-03-14,10.5332
2022-03-15,10.9266
2022-03-16,11.4688
2022-03-17,11.4008
2022-03-18,11.5607
2022-03-19,11.5607
2022-03-20,11.5607
2022-03-21,11.2942
2022-03-22,11.4394
2022-03-23,11.3641
2022-03-24,11.6986
2022-03-25,11.9743
2022-03-26,11.9743
2022-03-27,11.9743
2022-03-28,11.9429
2022-03-29,12.1638
2022-03-30,12.0938
2022-03-31,13.0796
2022-04-01,13.0679
2022-04-02,13.0679
2022-04-03,13.0679
2022-04-04,12.9132
2022-04-05,12.8564
2022-04-06,12.4981
2022-04-07,12.1771
2022-04-08,11.9597
2022-04-09,11.9597
2022-04-10,11.9597
2022-04-11,12.0635
2022-04-12,12.1868
2022-04-13,12.7331
2022-04-14,12.9034
2022-04-15,12.9034
2022-04-16,12.9034
2022-04-17,12.9034
2022-04-18,12.8525
2022-04-19,13.1305
2022-04-20,13.2128
2022-04-21,13.2305
2022-04-22,12.7939
2022-04-23,12.7939
2022-04-24,12.7939
2022-04-25,12.7724
2022-04-26,12.2672
2022-04-27,12.3514
2022-04-28,12.5961
2022-04-29,12.371
2022-04-30,12.371
2022-05-01,12.371
2022-05-02,12.1106
2022-05-03,12.1106
2022-05-04,12.1967
2022-05-05,11.735
2022-05-06,11.5549
2022-05-07,11.5549
2022-05-08,11.5549
2022-05-09,10.9773
2022-05-10,11.0164
2022-05-11,10.6914
2022-05-12,10.4565
2022-05-13,10.758
2022-05-14,10.758
2022-05-15,10.758
2022-05-16,10.6503
2022-05-17,11.1241
2022-05-18,10.8422
2022-05-19,10.8774
2022-05-20,10.7482
2022-05-21,10.7482
2022-05-22,10.7482
2022-05-23,10.8187
2022-05-24,10.3781
2022-05-25,10.5641
2022-05-26,10.9499
2022-05-27,11.2044
2022-05-28,11.2044
2022-05-29,11.2044
2022-05-30,11.2044
2022-05-31,11.1711
2022-06-01,10.8402
2022-06-02,11.0008
2022-06-03,11.2925
2022-06-04,11.2925
2022-06-05,11.2925
2022-06-06,11.2866
2022-06-07,11.3806
2022-06-08,11.1417
2022-06-09,10.7423
2022-06-10,10.337
2022-06-11,10.337
2022-06-12,10.337
2022-06-13,9.7359
2022-06-14,9.6713
2022-06-15,9.7849
2022-06-16,9.2954
2022-06-17,9.6361
2022-06-18,9.6361
2022-06-19,9.6361
2022-06-20,9.6361
2022-06-21,9.6537
2022-06-22,9.6263
2022-06-23,9.5343
2022-06-24,9.9298
2022-06-25,9.9298
2022-06-26,9.9298
2022-06-27,9.7242
2022-06-28,9.7066
2022-06-29,9.6478
2022-06-30,20.2375
2022-07-01,20.7383
2022-07-02,20.7383
2022-07-03,20.7383
2022-07-04,20.7383
2022-07-05,20.9037
2022-07-06,20.6936
2022-07-07,20.6489
2022-07-08,20.6131
2022-07-09,20.6131
2022-07-10,20.6131
2022-07-11,20.3672
2022-07-12,21.02
2022-07-13,20.7785
2022-07-14,20.5684
2022-07-15,20.8009
2022-07-16,20.8009
2022-07-17,20.8009
2022-07-18,20.8993
2022-07-19,21.4627
2022-07-20,21.7354
2022-07-21,21.7438
2022-07-22,21.546
2022-07-23,21.546
2022-07-24,21.546
2022-07-25,21.991
2022-07-26,21.3887
2022-07-27,22.0135
2022-07-28,22.1124
2022-07-29,22.2562
2022-07-30,22.2562
2022-07-31,22.2562
2022-08-01,22.6653
2022-08-02,22.3335
2022-08-03,23.1426
2022-08-04,23.4213
2022-08-05,23.255
2022-08-06,23.255
2022-08-07,23.255
2022-08-08,23.3674
2022-08-09,22.8864
2022-08-10,23.2819
2022-08-11,23.1111
2022-08-12,23.6101
2022-08-13,23.6101
2022-08-14,23.6101
2022-08-15,24.1091
2022-08-16,24.0147
2022-08-17,23.2954
2022-08-18,23.3179
2022-08-19,22.7605
2022-08-20,22.7605
2022-08-21,22.7605
2022-08-22,22.1941
2022-08-23,22.3335
2022-08-24,22.7425
2022-08-25,23.0976
2022-08-26,22.5088
2022-08-27,22.5088
2022-08-28,22.5088
2022-08-29,22.3964
2022-08-30,22.4998
2022-08-31,21.9109
2022-09-01,21.9693
2022-09-02,21.9379
2022-09-03,21.9379
2022-09-04,21.9379
2022-09-05,21.9379
2022-09-06,22.0637
2022-09-07,23.0482
2022-09-08,22.8684
2022-09-09,23.2595
2022-09-10,23.2595
2022-09-11,23.2595
2022-09-12,23.3763
2022-09-13,22.5312
2022-09-14,22.9898
2022-09-15,23.1246
2022-09-16,22.2795
2022-09-17,22.2795
2022-09-18,22.2795
2022-09-19,22.9088
2022-09-20,22.7066
2022-09-21,21.8794
2022-09-22,21.1557
2022-09-23,20.6612
2022-09-24,20.6612
2022-09-25,20.6612
2022-09-26,19.7757
2022-09-27,19.8836
2022-09-28,20.4679
2022-09-29,19.924
2022-09-30,67.0679
2022-10-01,67.0679
2022-10-02,67.0679
2022-10-03,68.1882
2022-10-04,72.227
2022-10-05,72.2417
2022-10-06,71.9469
2022-10-07,70.5171
2022-10-08,70.5171
2022-10-09,70.5171
2022-10-10,70.0602
2022-10-11,69.4116
2022-10-12,70.1044
2022-10-13,71.1215
2022-10-14,71.0183
2022-10-15,71.0183
2022-10-16,71.0183
2022-10-17,70.5761
2022-10-18,71.77
2022-10-19,71.0478
2022-10-20,68.1761
2022-10-21,69.8426
2022-10-22,69.8426
2022-10-23,69.8426
2022-10-24,72.1581
2022-10-25,73.3822
2022-10-26,72.571
2022-10-27,73.1757
2022-10-28,74.8865
2022-10-29,74.8865
2022-10-30,74.8865
2022-10-31,74.9307
2022-11-01,75.0192
2022-11-02,73.6034
2022-11-03,74.0183
2022-11-04,75.5226
2022-11-05,75.5226
2022-11-06,75.5226
2022-11-07,75.7881
2022-11-08,75.9061
2022-11-09,74.6082
2022-11-10,78.5903
2022-11-11,79.0475
2022-11-12,79.0475
2022-11-13,79.0475
2022-11-14,77.6022
2022-11-15,78.4576
2022-11-16,76.732
2022-11-17,77.027
2022-11-18,78.2069
2022-11-19,78.2069
2022-11-20,78.2069
2022-11-21,77.6464
2022-11-22,77.145
2022-11-23,77.7054
2022-11-24,77.7054
2022-11-25,78.5313
2022-11-26,78.5313
2022-11-27,78.5313
2022-11-28,76.8795
2022-11-29,78.1331
2022-11-30,79.3278
2022-12-01,79.2835
2022-12-02,78.2364
2022-12-03,78.2364
2022-12-04,78.2364
2022-12-05,78.2511
2022-12-06,77.6464
2022-12-07,74.6672
2022-12-08,74.3427
2022-12-09,75.0802
2022-12-10,75.0802
2022-12-11,75.0802
2022-12-12,76.8352
2022-12-13,76.1421
2022-12-14,76.8205
2022-12-15,73.856
2022-12-16,74.5787
2022-12-17,74.5787
2022-12-18,74.5787
2022-12-19,72.6319
2022-12-20,72.8826
2022-12-21,74.0478
2022-12-22,72.6024
2022-12-23,73.2366
2022-12-24,73.2366
2022-12-25,73.2366
2022-12-26,73.2366
2022-12-27,71.688
2022-12-28,70.2721
2022-12-29,72.4992
2022-12-30,97.2774
2022-12-31,97.2774
2023-01-01,97.2774
2023-01-02,97.2774
2023-01-03,95.864
2023-01-04,99.7417
2023-01-05,99.3974
2023-01-06,101.5174
2023-01-07,101.5174
2023-01-08,101.5174
2023-01-09,102.3147
2023-01-10,105.1776
2023-01-11,105.9024
2023-01-12,108.9827
2023-01-13,110.5954
2023-01-14,110.5954
2023-01-15,110.5954
2023-01-16,110.5954
2023-01-17,110.6135
2023-01-18,108.8196
2023-01-19,108.9827
2023-01-20,109.7437
2023-01-21,109.7437
2023-01-22,109.7437
2023-01-23,110.2511
2023-01-24,109.5806
2023-01-25,111.9724
2023-01-26,112.9714
2023-01-27,112.4248
2023-01-28,112.4248
2023-01-29,112.4248
2023-01-30,110.858
2023-01-31,113.0078
2023-02-01,113.9188
2023-02-02,117.0889
2023-02-03,116.8885
2023-02-04,116.8885
2023-02-05,116.8885
2023-02-06,114.9937
2023-02-07,113.8459
2023-02-08,113.2811
2023-02-09,111.9511
2023-02-10,109.8013
2023-02-11,109.8013
2023-02-12,109.8013
2023-02-13,110.8646
2023-02-14,111.6298
2023-02-15,111.065
2023-02-16,108.9697
2023-02-17,108.915
2023-02-18,108.915
2023-02-19,108.915
2023-02-20,108.915
2023-02-21,106.5281
2023-02-22,106.0544
2023-02-23,106.4006
2023-02-24,105.6536
2023-02-25,105.6536
2023-02-26,105.6536
2023-02-27,106.7832
2023-02-28,106.6192
2023-03-01,107.3298
2023-03-02,106.8926
2023-03-03,107.7307
2023-03-04,107.7307
2023-03-05,107.7307
2023-03-06,106.7468
2023-03-07,107.8582
2023-03-08,109.1337
2023-03-09,106.0544
2023-03-10,103.4671
2023-03-11,103.4671
2023-03-12,103.4671
2023-03-13,99.7866
2023-03-14,96.4705
2023-03-15,93.0451
