,TALO US Equity
2020-09-07,1398.8652
2020-09-08,1370.5234
2020-09-09,1358.6594
2020-09-10,1329.6584
2020-09-11,1347.7891
2020-09-12,1347.7891
2020-09-13,1347.7891
2020-09-14,1342.8647
2020-09-15,1340.7543
2020-09-16,1389.2947
2020-09-17,1418.1376
2020-09-18,1415.3236
2020-09-19,1415.3236
2020-09-20,1415.3236
2020-09-21,1376.632
2020-09-22,1365.3762
2020-09-23,1337.9403
2020-09-24,1336.5334
2020-09-25,1364.6727
2020-09-26,1364.6727
2020-09-27,1364.6727
2020-09-28,1385.0738
2020-09-29,1385.7773
2020-09-30,1385.7773
2020-10-01,1385.7773
2020-10-02,1385.7773
2020-10-03,1385.7773
2020-10-04,1385.7773
2020-10-05,1385.7773
2020-10-06,1385.7773
2020-10-07,1385.7773
2020-10-08,1385.7773
2020-10-09,1385.7773
2020-10-10,1385.7773
2020-10-11,1385.7773
2020-10-12,1385.7773
2020-10-13,1385.7773
2020-10-14,1385.7773
2020-10-15,1385.7773
2020-10-16,1385.7773
2020-10-17,1385.7773
2020-10-18,1385.7773
2020-10-19,1385.7773
2020-10-20,1385.7773
2020-10-21,1385.7773
2020-10-22,1385.7773
2020-10-23,1385.7773
2020-10-24,1385.7773
2020-10-25,1385.7773
2020-10-26,1385.7773
2020-10-27,1385.7773
2020-10-28,1385.7773
2020-10-29,1385.7773
2020-10-30,1385.7773
2020-10-31,1385.7773
2020-11-01,1385.7773
2020-11-02,1385.7773
2020-11-03,1385.7773
2020-11-04,1385.7773
2020-11-05,1385.7773
2020-11-06,1385.7773
2020-11-07,1385.7773
2020-11-08,1385.7773
2020-11-09,1385.7773
2020-11-10,1385.7773
2020-11-11,1385.7773
2020-11-12,1385.7773
2020-11-13,1385.7773
2020-11-14,1385.7773
2020-11-15,1385.7773
2020-11-16,1385.7773
2020-11-17,1385.7773
2020-11-18,1385.7773
2020-11-19,1385.7773
2020-11-20,1385.7773
2020-11-21,1385.7773
2020-11-22,1385.7773
2020-11-23,1385.7773
2020-11-24,1385.7773
2020-11-25,1385.7773
2020-11-26,1385.7773
2020-11-27,1385.7773
2020-11-28,1385.7773
2020-11-29,1385.7773
2020-11-30,1385.7773
2020-12-01,1385.7773
2020-12-02,1385.7773
2020-12-03,1385.7773
2020-12-04,1385.7773
2020-12-05,1385.7773
2020-12-06,1385.7773
2020-12-07,1385.7773
2020-12-08,1385.7773
2020-12-09,1385.7773
2020-12-10,1385.7773
2020-12-11,1385.7773
2020-12-12,1385.7773
2020-12-13,1385.7773
2020-12-14,1385.7773
2020-12-15,1385.7773
2020-12-16,1385.7773
2020-12-17,1385.7773
2020-12-18,1385.7773
2020-12-19,1385.7773
2020-12-20,1385.7773
2020-12-21,1385.7773
2020-12-22,1385.7773
2020-12-23,1385.7773
2020-12-24,1385.7773
2020-12-25,1385.7773
2020-12-26,1385.7773
2020-12-27,1385.7773
2020-12-28,1385.7773
2020-12-29,1385.7773
2020-12-30,1385.7773
2020-12-31,1385.7773
2021-01-01,1385.7773
2021-01-02,1385.7773
2021-01-03,1385.7773
2021-01-04,1385.7773
2021-01-05,1385.7773
2021-01-06,1385.7773
2021-01-07,1385.7773
2021-01-08,1385.7773
2021-01-09,1385.7773
2021-01-10,1385.7773
2021-01-11,1385.7773
2021-01-12,1385.7773
2021-01-13,1385.7773
2021-01-14,1385.7773
2021-01-15,1385.7773
2021-01-16,1385.7773
2021-01-17,1385.7773
2021-01-18,1385.7773
2021-01-19,1385.7773
2021-01-20,1385.7773
2021-01-21,1385.7773
2021-01-22,1385.7773
2021-01-23,1385.7773
2021-01-24,1385.7773
2021-01-25,1385.7773
2021-01-26,1385.7773
2021-01-27,1385.7773
2021-01-28,1385.7773
2021-01-29,1385.7773
2021-01-30,1385.7773
2021-01-31,1385.7773
2021-02-01,1385.7773
2021-02-02,1385.7773
2021-02-03,1385.7773
2021-02-04,1385.7773
2021-02-05,1385.7773
2021-02-06,1385.7773
2021-02-07,1385.7773
2021-02-08,1385.7773
2021-02-09,1385.7773
2021-02-10,1385.7773
2021-02-11,1385.7773
2021-02-12,1385.7773
2021-02-13,1385.7773
2021-02-14,1385.7773
2021-02-15,1385.7773
2021-02-16,1385.7773
2021-02-17,1385.7773
2021-02-18,1385.7773
2021-02-19,1385.7773
2021-02-20,1385.7773
2021-02-21,1385.7773
2021-02-22,1385.7773
2021-02-23,1385.7773
2021-02-24,1385.7773
2021-02-25,1385.7773
2021-02-26,1385.7773
2021-02-27,1385.7773
2021-02-28,1385.7773
2021-03-01,1385.7773
2021-03-02,1385.7773
2021-03-03,1385.7773
2021-03-04,1385.7773
2021-03-05,1385.7773
2021-03-06,1385.7773
2021-03-07,1385.7773
2021-03-08,1385.7773
2021-03-09,1385.7773
2021-03-10,1385.7773
2021-03-11,1385.7773
2021-03-12,1385.7773
2021-03-13,1385.7773
2021-03-14,1385.7773
2021-03-15,1385.7773
2021-03-16,1385.7773
2021-03-17,1385.7773
2021-03-18,1385.7773
2021-03-19,1385.7773
2021-03-20,1385.7773
2021-03-21,1385.7773
2021-03-22,1385.7773
2021-03-23,1385.7773
2021-03-24,1385.7773
2021-03-25,1385.7773
2021-03-26,1385.7773
2021-03-27,1385.7773
2021-03-28,1385.7773
2021-03-29,1385.7773
2021-03-30,1385.7773
2021-03-31,1385.7773
2021-04-01,1385.7773
2021-04-02,1385.7773
2021-04-03,1385.7773
2021-04-04,1385.7773
2021-04-05,1385.7773
2021-04-06,1385.7773
2021-04-07,1385.7773
2021-04-08,1385.7773
2021-04-09,1385.7773
2021-04-10,1385.7773
2021-04-11,1385.7773
2021-04-12,1385.7773
2021-04-13,1385.7773
2021-04-14,1385.7773
2021-04-15,1385.7773
2021-04-16,1385.7773
2021-04-17,1385.7773
2021-04-18,1385.7773
2021-04-19,1385.7773
2021-04-20,1385.7773
2021-04-21,1385.7773
2021-04-22,1385.7773
2021-04-23,1385.7773
2021-04-24,1385.7773
2021-04-25,1385.7773
2021-04-26,1385.7773
2021-04-27,1385.7773
2021-04-28,1385.7773
2021-04-29,1385.7773
2021-04-30,1385.7773
2021-05-01,1385.7773
2021-05-02,1385.7773
2021-05-03,1385.7773
2021-05-04,1385.7773
2021-05-05,1385.7773
2021-05-06,1385.7773
2021-05-07,1385.7773
2021-05-08,1385.7773
2021-05-09,1385.7773
2021-05-10,1385.7773
2021-05-11,1385.7773
2021-05-12,1385.7773
2021-05-13,1385.7773
2021-05-14,1385.7773
2021-05-15,1385.7773
2021-05-16,1385.7773
2021-05-17,1385.7773
2021-05-18,1385.7773
2021-05-19,1385.7773
2021-05-20,1385.7773
2021-05-21,1385.7773
2021-05-22,1385.7773
2021-05-23,1385.7773
2021-05-24,1385.7773
2021-05-25,1385.7773
2021-05-26,1385.7773
2021-05-27,1385.7773
2021-05-28,1385.7773
2021-05-29,1385.7773
2021-05-30,1385.7773
2021-05-31,1385.7773
2021-06-01,1385.7773
2021-06-02,1385.7773
2021-06-03,1385.7773
2021-06-04,1385.7773
2021-06-05,1385.7773
2021-06-06,1385.7773
2021-06-07,1385.7773
2021-06-08,1385.7773
2021-06-09,1385.7773
2021-06-10,1385.7773
2021-06-11,1385.7773
2021-06-12,1385.7773
2021-06-13,1385.7773
2021-06-14,1385.7773
2021-06-15,1385.7773
2021-06-16,1385.7773
2021-06-17,1385.7773
2021-06-18,1385.7773
2021-06-19,1385.7773
2021-06-20,1385.7773
2021-06-21,1385.7773
2021-06-22,1385.7773
2021-06-23,1385.7773
2021-06-24,1385.7773
2021-06-25,1385.7773
2021-06-26,1385.7773
2021-06-27,1385.7773
2021-06-28,1385.7773
2021-06-29,1385.7773
2021-06-30,1385.7773
2021-07-01,1385.7773
2021-07-02,1385.7773
2021-07-03,1385.7773
2021-07-04,1385.7773
2021-07-05,1385.7773
2021-07-06,1385.7773
2021-07-07,1385.7773
2021-07-08,1385.7773
2021-07-09,1385.7773
2021-07-10,1385.7773
2021-07-11,1385.7773
2021-07-12,1385.7773
2021-07-13,1385.7773
2021-07-14,1385.7773
2021-07-15,1385.7773
2021-07-16,1385.7773
2021-07-17,1385.7773
2021-07-18,1385.7773
2021-07-19,1385.7773
2021-07-20,1385.7773
2021-07-21,1385.7773
2021-07-22,1385.7773
2021-07-23,1385.7773
2021-07-24,1385.7773
2021-07-25,1385.7773
2021-07-26,1385.7773
2021-07-27,1385.7773
2021-07-28,1385.7773
2021-07-29,1385.7773
2021-07-30,1385.7773
2021-07-31,1385.7773
2021-08-01,1385.7773
2021-08-02,1385.7773
2021-08-03,1385.7773
2021-08-04,1385.7773
2021-08-05,1385.7773
2021-08-06,1385.7773
2021-08-07,1385.7773
2021-08-08,1385.7773
2021-08-09,1385.7773
2021-08-10,1385.7773
2021-08-11,1385.7773
2021-08-12,1385.7773
2021-08-13,1385.7773
2021-08-14,1385.7773
2021-08-15,1385.7773
2021-08-16,1385.7773
2021-08-17,1385.7773
2021-08-18,1385.7773
2021-08-19,1385.7773
2021-08-20,1385.7773
2021-08-21,1385.7773
2021-08-22,1385.7773
2021-08-23,1385.7773
2021-08-24,1385.7773
2021-08-25,1385.7773
2021-08-26,1385.7773
2021-08-27,1385.7773
2021-08-28,1385.7773
2021-08-29,1385.7773
2021-08-30,1385.7773
2021-08-31,1385.7773
2021-09-01,1385.7773
2021-09-02,1385.7773
2021-09-03,1385.7773
2021-09-04,1385.7773
2021-09-05,1385.7773
2021-09-06,1385.7773
2021-09-07,1385.7773
2021-09-08,1385.7773
2021-09-09,1385.7773
2021-09-10,1385.7773
2021-09-11,1385.7773
2021-09-12,1385.7773
2021-09-13,1385.7773
2021-09-14,1385.7773
2021-09-15,1385.7773
2021-09-16,1385.7773
2021-09-17,1385.7773
2021-09-18,1385.7773
2021-09-19,1385.7773
2021-09-20,1385.7773
2021-09-21,1385.7773
2021-09-22,1385.7773
2021-09-23,1385.7773
2021-09-24,1385.7773
2021-09-25,1385.7773
2021-09-26,1385.7773
2021-09-27,1385.7773
2021-09-28,1385.7773
2021-09-29,1385.7773
2021-09-30,1385.7773
2021-10-01,1385.7773
2021-10-02,1385.7773
2021-10-03,1385.7773
2021-10-04,1385.7773
2021-10-05,1385.7773
2021-10-06,1385.7773
2021-10-07,1385.7773
2021-10-08,1385.7773
2021-10-09,1385.7773
2021-10-10,1385.7773
2021-10-11,1385.7773
2021-10-12,1385.7773
2021-10-13,1385.7773
2021-10-14,1385.7773
2021-10-15,1385.7773
2021-10-16,1385.7773
2021-10-17,1385.7773
2021-10-18,1385.7773
2021-10-19,1385.7773
2021-10-20,1385.7773
2021-10-21,1385.7773
2021-10-22,1385.7773
2021-10-23,1385.7773
2021-10-24,1385.7773
2021-10-25,1385.7773
2021-10-26,1385.7773
2021-10-27,1385.7773
2021-10-28,1385.7773
2021-10-29,1385.7773
2021-10-30,1385.7773
2021-10-31,1385.7773
2021-11-01,1385.7773
2021-11-02,1385.7773
2021-11-03,1385.7773
2021-11-04,1385.7773
2021-11-05,1385.7773
2021-11-06,1385.7773
2021-11-07,1385.7773
2021-11-08,1385.7773
2021-11-09,1385.7773
2021-11-10,1385.7773
2021-11-11,1385.7773
2021-11-12,1385.7773
2021-11-13,1385.7773
2021-11-14,1385.7773
2021-11-15,1385.7773
2021-11-16,1385.7773
2021-11-17,1385.7773
2021-11-18,1385.7773
2021-11-19,1385.7773
2021-11-20,1385.7773
2021-11-21,1385.7773
2021-11-22,1385.7773
2021-11-23,1385.7773
2021-11-24,1385.7773
2021-11-25,1385.7773
2021-11-26,1385.7773
2021-11-27,1385.7773
2021-11-28,1385.7773
2021-11-29,1385.7773
2021-11-30,1385.7773
2021-12-01,1385.7773
2021-12-02,1385.7773
2021-12-03,1385.7773
2021-12-04,1385.7773
2021-12-05,1385.7773
2021-12-06,1385.7773
2021-12-07,1385.7773
2021-12-08,1385.7773
2021-12-09,1385.7773
2021-12-10,1385.7773
2021-12-11,1385.7773
2021-12-12,1385.7773
2021-12-13,1385.7773
2021-12-14,1385.7773
2021-12-15,1385.7773
2021-12-16,1385.7773
2021-12-17,1385.7773
2021-12-18,1385.7773
2021-12-19,1385.7773
2021-12-20,1385.7773
2021-12-21,1385.7773
2021-12-22,1385.7773
2021-12-23,1385.7773
2021-12-24,1385.7773
2021-12-25,1385.7773
2021-12-26,1385.7773
2021-12-27,1385.7773
2021-12-28,1385.7773
2021-12-29,1385.7773
2021-12-30,1385.7773
2021-12-31,5.7877
2022-01-01,5.7877
2022-01-02,5.7877
2022-01-03,5.8823
2022-01-04,6.0472
2022-01-05,6.0472
2022-01-06,6.0796
2022-01-07,6.0931
2022-01-08,6.0931
2022-01-09,6.0931
2022-01-10,5.9337
2022-01-11,6.2255
2022-01-12,6.2282
2022-01-13,6.1255
2022-01-14,6.1958
2022-01-15,6.1958
2022-01-16,6.1958
2022-01-17,6.1958
2022-01-18,6.131
2022-01-19,6.1174
2022-01-20,5.9039
2022-01-21,5.7823
2022-01-22,5.7823
2022-01-23,5.7823
2022-01-24,5.8769
2022-01-25,5.9688
2022-01-26,5.8931
2022-01-27,5.9066
2022-01-28,5.9229
2022-01-29,5.9229
2022-01-30,5.9229
2022-01-31,6.0147
2022-02-01,6.1904
2022-02-02,6.2066
2022-02-03,6.158
2022-02-04,6.2823
2022-02-05,6.2823
2022-02-06,6.2823
2022-02-07,6.2823
2022-02-08,6.0877
2022-02-09,6.1337
2022-02-10,6.2553
2022-02-11,6.5985
2022-02-12,6.5985
2022-02-13,6.5985
2022-02-14,6.4228
2022-02-15,6.3472
2022-02-16,6.5066
2022-02-17,6.5444
2022-02-18,6.4255
2022-02-19,6.4255
2022-02-20,6.4255
2022-02-21,6.4255
2022-02-22,6.458
2022-02-23,6.6201
2022-02-24,6.7012
2022-02-25,6.9552
2022-02-26,6.9552
2022-02-27,6.9552
2022-02-28,7.3849
2022-03-01,7.7714
2022-03-02,7.8308
2022-03-03,7.8254
2022-03-04,8.0281
2022-03-05,8.0281
2022-03-06,8.0281
2022-03-07,8.1605
2022-03-08,7.8606
2022-03-09,7.6687
2022-03-10,7.6633
2022-03-11,7.3795
2022-03-12,7.3795
2022-03-13,7.3795
2022-03-14,7.1741
2022-03-15,7.0714
2022-03-16,6.9795
2022-03-17,7.2795
2022-03-18,7.2282
2022-03-19,7.2282
2022-03-20,7.2282
2022-03-21,7.3228
2022-03-22,7.339
2022-03-23,7.393
2022-03-24,7.4038
2022-03-25,7.6254
2022-03-26,7.6254
2022-03-27,7.6254
2022-03-28,7.439
2022-03-29,7.4282
2022-03-30,7.6011
2022-03-31,4.82
2022-04-01,5.0463
2022-04-02,5.0463
2022-04-03,5.0463
2022-04-04,5.075
2022-04-05,5.0014
2022-04-06,5.128
2022-04-07,5.2059
2022-04-08,5.3742
2022-04-09,5.3742
2022-04-10,5.3742
2022-04-11,5.2656
2022-04-12,5.3507
2022-04-13,5.3796
2022-04-14,5.595
2022-04-15,5.595
2022-04-16,5.595
2022-04-17,5.595
2022-04-18,5.6041
2022-04-19,5.5317
2022-04-20,5.6313
2022-04-21,5.3977
2022-04-22,5.2457
2022-04-23,5.2457
2022-04-24,5.2457
2022-04-25,5.2366
2022-04-26,5.2167
2022-04-27,5.2747
2022-04-28,5.3977
2022-04-29,5.2728
2022-04-30,5.2728
2022-05-01,5.2728
2022-05-02,5.271
2022-05-03,5.5226
2022-05-04,5.7489
2022-05-05,5.5722
2022-05-06,5.5777
2022-05-07,5.5777
2022-05-08,5.5777
2022-05-09,5.1431
2022-05-10,5.2228
2022-05-11,5.1649
2022-05-12,5.1703
2022-05-13,5.3604
2022-05-14,5.3604
2022-05-15,5.3604
2022-05-16,5.4111
2022-05-17,5.4618
2022-05-18,5.4455
2022-05-19,5.431
2022-05-20,5.4889
2022-05-21,5.4889
2022-05-22,5.4889
2022-05-23,5.6736
2022-05-24,5.699
2022-05-25,5.8963
2022-05-26,5.9144
2022-05-27,6.0085
2022-05-28,6.0085
2022-05-29,6.0085
2022-05-30,6.0085
2022-05-31,5.8945
2022-06-01,6.1063
2022-06-02,6.1226
2022-06-03,6.2548
2022-06-04,6.2548
2022-06-05,6.2548
2022-06-06,6.2566
2022-06-07,6.5372
2022-06-08,6.4431
2022-06-09,6.3181
2022-06-10,6.2729
2022-06-11,6.2729
2022-06-12,6.2729
2022-06-13,5.9416
2022-06-14,5.8945
2022-06-15,5.8166
2022-06-16,5.6084
2022-06-17,5.3532
2022-06-18,5.3532
2022-06-19,5.3532
2022-06-20,5.3532
2022-06-21,5.3966
2022-06-22,5.0617
2022-06-23,4.8607
2022-06-24,4.8028
2022-06-25,4.8028
2022-06-26,4.8028
2022-06-27,5.0164
2022-06-28,5.1522
2022-06-29,4.9585
2022-06-30,3.1345
2022-07-01,3.1461
2022-07-02,3.1461
2022-07-03,3.1461
2022-07-04,3.1461
2022-07-05,2.9638
2022-07-06,2.8643
2022-07-07,3.0091
2022-07-08,2.9871
2022-07-09,2.9871
2022-07-10,2.9871
2022-07-11,2.9936
2022-07-12,2.8824
2022-07-13,2.8966
2022-07-14,2.8501
2022-07-15,2.8914
2022-07-16,2.8914
2022-07-17,2.8914
2022-07-18,3.0634
2022-07-19,3.1461
2022-07-20,3.1952
2022-07-21,3.1112
2022-07-22,3.0892
2022-07-23,3.0892
2022-07-24,3.0892
2022-07-25,3.2922
2022-07-26,3.2753
2022-07-27,3.4486
2022-07-28,3.4951
2022-07-29,3.5843
2022-07-30,3.5843
2022-07-31,3.5843
2022-08-01,3.4421
2022-08-02,3.4589
2022-08-03,3.3245
2022-08-04,3.2107
2022-08-05,3.5069
2022-08-06,3.5069
2022-08-07,3.5069
2022-08-08,3.472
2022-08-09,3.534
2022-08-10,3.5521
2022-08-11,3.6659
2022-08-12,3.6388
2022-08-13,3.6388
2022-08-14,3.6388
2022-08-15,3.5457
2022-08-16,3.5004
2022-08-17,3.6
2022-08-18,3.7486
2022-08-19,3.6892
2022-08-20,3.6892
2022-08-21,3.6892
2022-08-22,3.715
2022-08-23,3.7822
2022-08-24,3.8559
2022-08-25,3.9089
2022-08-26,3.8753
2022-08-27,3.8753
2022-08-28,3.8753
2022-08-29,3.9051
2022-08-30,3.6982
2022-08-31,3.8146
2022-09-01,3.684
2022-09-02,3.8521
2022-09-03,3.8521
2022-09-04,3.8521
2022-09-05,3.8521
2022-09-06,3.6801
2022-09-07,3.6284
2022-09-08,3.662
2022-09-09,3.7603
2022-09-10,3.7603
2022-09-11,3.7603
2022-09-12,3.7991
2022-09-13,3.7629
2022-09-14,4.0175
2022-09-15,3.9167
2022-09-16,3.7603
2022-09-17,3.7603
2022-09-18,3.7603
2022-09-19,3.7473
2022-09-20,3.6801
2022-09-21,3.5741
2022-09-22,3.4061
2022-09-23,3.163
2022-09-24,3.163
2022-09-25,3.163
2022-09-26,3.0855
2022-09-27,3.1488
2022-09-28,3.3027
2022-09-29,3.2833
2022-09-30,2.5571
2022-10-01,2.5571
2022-10-02,2.5571
2022-10-03,2.7778
2022-10-04,2.9414
2022-10-05,3.0111
2022-10-06,3.0956
2022-10-07,3.0724
2022-10-08,3.0724
2022-10-09,3.0724
2022-10-10,2.9921
2022-10-11,2.9889
2022-10-12,2.9963
2022-10-13,3.0755
2022-10-14,2.8971
2022-10-15,2.8971
2022-10-16,2.8971
2022-10-17,2.9573
2022-10-18,2.8834
2022-10-19,2.9404
2022-10-20,2.9003
2022-10-21,2.9794
2022-10-22,2.9794
2022-10-23,2.9794
2022-10-24,3.0185
2022-10-25,3.0354
2022-10-26,3.0597
2022-10-27,3.027
2022-10-28,2.9816
2022-10-29,2.9816
2022-10-30,2.9816
2022-10-31,3.046
2022-11-01,3.0998
2022-11-02,3.0217
2022-11-03,2.9971
2022-11-04,3.0552
2022-11-05,3.0552
2022-11-06,3.0552
2022-11-07,3.0996
2022-11-08,3.0531
2022-11-09,2.8334
2022-11-10,2.9095
2022-11-11,3.0003
2022-11-12,3.0003
2022-11-13,3.0003
2022-11-14,2.9496
2022-11-15,3.032
2022-11-16,2.9422
2022-11-17,2.9263
2022-11-18,2.919
2022-11-19,2.919
2022-11-20,2.919
2022-11-21,2.8862
2022-11-22,2.9813
2022-11-23,2.958
2022-11-24,2.958
2022-11-25,2.9485
2022-11-26,2.9485
2022-11-27,2.9485
2022-11-28,2.8081
2022-11-29,2.8408
2022-11-30,2.8746
2022-12-01,2.8102
2022-12-02,2.8883
2022-12-03,2.8883
2022-12-04,2.8883
2022-12-05,2.8366
2022-12-06,2.8408
2022-12-07,2.8376
2022-12-08,2.7542
2022-12-09,2.7162
2022-12-10,2.7162
2022-12-11,2.7162
2022-12-12,2.8176
2022-12-13,2.8514
2022-12-14,2.8112
2022-12-15,2.8324
2022-12-16,2.8419
2022-12-17,2.8419
2022-12-18,2.8419
2022-12-19,2.7848
2022-12-20,2.7859
2022-12-21,2.8577
2022-12-22,2.7605
2022-12-23,2.8683
2022-12-24,2.8683
2022-12-25,2.8683
2022-12-26,2.8683
2022-12-27,2.8873
2022-12-28,2.7119
2022-12-29,2.7954
2022-12-30,3.1004
2022-12-31,3.1004
2023-01-01,3.1004
2023-01-02,3.1004
2023-01-03,3.0511
2023-01-04,2.9984
2023-01-05,2.9804
2023-01-06,3.0118
2023-01-07,3.0118
2023-01-08,3.0118
2023-01-09,3.0847
2023-01-10,3.0971
2023-01-11,3.1105
2023-01-12,3.2137
2023-01-13,3.3338
2023-01-14,3.3338
2023-01-15,3.3338
2023-01-16,3.3338
2023-01-17,3.318
2023-01-18,3.1251
2023-01-19,3.2339
2023-01-20,3.2463
2023-01-21,3.2463
2023-01-22,3.2463
2023-01-23,3.3371
2023-01-24,3.3023
2023-01-25,3.2878
2023-01-26,3.3315
