,EQH US Equity
2020-11-29,396.3117
2020-11-30,385.2835
2020-12-01,402.893
2020-12-02,406.6283
2020-12-03,404.1381
2020-12-04,416.2335
2020-12-05,416.2335
2020-12-06,416.2335
2020-12-07,405.0275
2020-12-08,407.1619
2020-12-09,405.0275
2020-12-10,403.9602
2020-12-11,396.1338
2020-12-12,396.1338
2020-12-13,396.1338
2020-12-14,383.3269
2020-12-15,392.2206
2020-12-16,390.6197
2020-12-17,393.9993
2020-12-18,381.5481
2020-12-19,381.5481
2020-12-20,381.5481
2020-12-21,375.8562
2020-12-22,375.6783
2020-12-23,385.1056
2020-12-24,380.303
2020-12-25,380.303
2020-12-26,380.303
2020-12-27,380.303
2020-12-28,379.7694
2020-12-29,376.034
2020-12-30,382.6154
2020-12-31,382.6154
2021-01-01,382.6154
2021-01-02,382.6154
2021-01-03,382.6154
2021-01-04,382.6154
2021-01-05,382.6154
2021-01-06,382.6154
2021-01-07,382.6154
2021-01-08,382.6154
2021-01-09,382.6154
2021-01-10,382.6154
2021-01-11,382.6154
2021-01-12,382.6154
2021-01-13,382.6154
2021-01-14,382.6154
2021-01-15,382.6154
2021-01-16,382.6154
2021-01-17,382.6154
2021-01-18,382.6154
2021-01-19,382.6154
2021-01-20,382.6154
2021-01-21,382.6154
2021-01-22,382.6154
2021-01-23,382.6154
2021-01-24,382.6154
2021-01-25,382.6154
2021-01-26,382.6154
2021-01-27,382.6154
2021-01-28,382.6154
2021-01-29,382.6154
2021-01-30,382.6154
2021-01-31,382.6154
2021-02-01,382.6154
2021-02-02,382.6154
2021-02-03,382.6154
2021-02-04,382.6154
2021-02-05,382.6154
2021-02-06,382.6154
2021-02-07,382.6154
2021-02-08,382.6154
2021-02-09,382.6154
2021-02-10,382.6154
2021-02-11,382.6154
2021-02-12,382.6154
2021-02-13,382.6154
2021-02-14,382.6154
2021-02-15,382.6154
2021-02-16,382.6154
2021-02-17,382.6154
2021-02-18,382.6154
2021-02-19,382.6154
2021-02-20,382.6154
2021-02-21,382.6154
2021-02-22,382.6154
2021-02-23,382.6154
2021-02-24,382.6154
2021-02-25,382.6154
2021-02-26,382.6154
2021-02-27,382.6154
2021-02-28,382.6154
2021-03-01,382.6154
2021-03-02,382.6154
2021-03-03,382.6154
2021-03-04,382.6154
2021-03-05,382.6154
2021-03-06,382.6154
2021-03-07,382.6154
2021-03-08,382.6154
2021-03-09,382.6154
2021-03-10,382.6154
2021-03-11,382.6154
2021-03-12,382.6154
2021-03-13,382.6154
2021-03-14,382.6154
2021-03-15,382.6154
2021-03-16,382.6154
2021-03-17,382.6154
2021-03-18,382.6154
2021-03-19,382.6154
2021-03-20,382.6154
2021-03-21,382.6154
2021-03-22,382.6154
2021-03-23,382.6154
2021-03-24,382.6154
2021-03-25,382.6154
2021-03-26,382.6154
2021-03-27,382.6154
2021-03-28,382.6154
2021-03-29,382.6154
2021-03-30,382.6154
2021-03-31,382.6154
2021-04-01,382.6154
2021-04-02,382.6154
2021-04-03,382.6154
2021-04-04,382.6154
2021-04-05,382.6154
2021-04-06,382.6154
2021-04-07,382.6154
2021-04-08,382.6154
2021-04-09,382.6154
2021-04-10,382.6154
2021-04-11,382.6154
2021-04-12,382.6154
2021-04-13,382.6154
2021-04-14,382.6154
2021-04-15,382.6154
2021-04-16,382.6154
2021-04-17,382.6154
2021-04-18,382.6154
2021-04-19,382.6154
2021-04-20,382.6154
2021-04-21,382.6154
2021-04-22,382.6154
2021-04-23,382.6154
2021-04-24,382.6154
2021-04-25,382.6154
2021-04-26,382.6154
2021-04-27,382.6154
2021-04-28,382.6154
2021-04-29,382.6154
2021-04-30,382.6154
2021-05-01,382.6154
2021-05-02,382.6154
2021-05-03,382.6154
2021-05-04,382.6154
2021-05-05,382.6154
2021-05-06,382.6154
2021-05-07,382.6154
2021-05-08,382.6154
2021-05-09,382.6154
2021-05-10,382.6154
2021-05-11,382.6154
2021-05-12,382.6154
2021-05-13,382.6154
2021-05-14,382.6154
2021-05-15,382.6154
2021-05-16,382.6154
2021-05-17,382.6154
2021-05-18,382.6154
2021-05-19,382.6154
2021-05-20,382.6154
2021-05-21,382.6154
2021-05-22,382.6154
2021-05-23,382.6154
2021-05-24,382.6154
2021-05-25,382.6154
2021-05-26,382.6154
2021-05-27,382.6154
2021-05-28,382.6154
2021-05-29,382.6154
2021-05-30,382.6154
2021-05-31,382.6154
2021-06-01,382.6154
2021-06-02,382.6154
2021-06-03,382.6154
2021-06-04,382.6154
2021-06-05,382.6154
2021-06-06,382.6154
2021-06-07,382.6154
2021-06-08,382.6154
2021-06-09,382.6154
2021-06-10,382.6154
2021-06-11,382.6154
2021-06-12,382.6154
2021-06-13,382.6154
2021-06-14,382.6154
2021-06-15,382.6154
2021-06-16,382.6154
2021-06-17,382.6154
2021-06-18,382.6154
2021-06-19,382.6154
2021-06-20,382.6154
2021-06-21,382.6154
2021-06-22,382.6154
2021-06-23,382.6154
2021-06-24,382.6154
2021-06-25,382.6154
2021-06-26,382.6154
2021-06-27,382.6154
2021-06-28,382.6154
2021-06-29,382.6154
2021-06-30,382.6154
2021-07-01,382.6154
2021-07-02,382.6154
2021-07-03,382.6154
2021-07-04,382.6154
2021-07-05,382.6154
2021-07-06,382.6154
2021-07-07,382.6154
2021-07-08,382.6154
2021-07-09,382.6154
2021-07-10,382.6154
2021-07-11,382.6154
2021-07-12,382.6154
2021-07-13,382.6154
2021-07-14,382.6154
2021-07-15,382.6154
2021-07-16,382.6154
2021-07-17,382.6154
2021-07-18,382.6154
2021-07-19,382.6154
2021-07-20,382.6154
2021-07-21,382.6154
2021-07-22,382.6154
2021-07-23,382.6154
2021-07-24,382.6154
2021-07-25,382.6154
2021-07-26,382.6154
2021-07-27,382.6154
2021-07-28,382.6154
2021-07-29,382.6154
2021-07-30,382.6154
2021-07-31,382.6154
2021-08-01,382.6154
2021-08-02,382.6154
2021-08-03,382.6154
2021-08-04,382.6154
2021-08-05,382.6154
2021-08-06,382.6154
2021-08-07,382.6154
2021-08-08,382.6154
2021-08-09,382.6154
2021-08-10,382.6154
2021-08-11,382.6154
2021-08-12,382.6154
2021-08-13,382.6154
2021-08-14,382.6154
2021-08-15,382.6154
2021-08-16,382.6154
2021-08-17,382.6154
2021-08-18,382.6154
2021-08-19,382.6154
2021-08-20,382.6154
2021-08-21,382.6154
2021-08-22,382.6154
2021-08-23,382.6154
2021-08-24,382.6154
2021-08-25,382.6154
2021-08-26,382.6154
2021-08-27,382.6154
2021-08-28,382.6154
2021-08-29,382.6154
2021-08-30,382.6154
2021-08-31,382.6154
2021-09-01,382.6154
2021-09-02,382.6154
2021-09-03,382.6154
2021-09-04,382.6154
2021-09-05,382.6154
2021-09-06,382.6154
2021-09-07,382.6154
2021-09-08,382.6154
2021-09-09,382.6154
2021-09-10,382.6154
2021-09-11,382.6154
2021-09-12,382.6154
2021-09-13,382.6154
2021-09-14,382.6154
2021-09-15,382.6154
2021-09-16,382.6154
2021-09-17,382.6154
2021-09-18,382.6154
2021-09-19,382.6154
2021-09-20,382.6154
2021-09-21,382.6154
2021-09-22,382.6154
2021-09-23,382.6154
2021-09-24,382.6154
2021-09-25,382.6154
2021-09-26,382.6154
2021-09-27,382.6154
2021-09-28,382.6154
2021-09-29,382.6154
2021-09-30,382.6154
2021-10-01,382.6154
2021-10-02,382.6154
2021-10-03,382.6154
2021-10-04,382.6154
2021-10-05,382.6154
2021-10-06,382.6154
2021-10-07,382.6154
2021-10-08,382.6154
2021-10-09,382.6154
2021-10-10,382.6154
2021-10-11,382.6154
2021-10-12,382.6154
2021-10-13,382.6154
2021-10-14,382.6154
2021-10-15,382.6154
2021-10-16,382.6154
2021-10-17,382.6154
2021-10-18,382.6154
2021-10-19,382.6154
2021-10-20,382.6154
2021-10-21,382.6154
2021-10-22,382.6154
2021-10-23,382.6154
2021-10-24,382.6154
2021-10-25,382.6154
2021-10-26,382.6154
2021-10-27,382.6154
2021-10-28,382.6154
2021-10-29,382.6154
2021-10-30,382.6154
2021-10-31,382.6154
2021-11-01,382.6154
2021-11-02,382.6154
2021-11-03,382.6154
2021-11-04,382.6154
2021-11-05,382.6154
2021-11-06,382.6154
2021-11-07,382.6154
2021-11-08,382.6154
2021-11-09,382.6154
2021-11-10,382.6154
2021-11-11,382.6154
2021-11-12,382.6154
2021-11-13,382.6154
2021-11-14,382.6154
2021-11-15,382.6154
2021-11-16,382.6154
2021-11-17,382.6154
2021-11-18,382.6154
2021-11-19,382.6154
2021-11-20,382.6154
2021-11-21,382.6154
2021-11-22,382.6154
2021-11-23,382.6154
2021-11-24,382.6154
2021-11-25,382.6154
2021-11-26,382.6154
2021-11-27,382.6154
2021-11-28,382.6154
2021-11-29,382.6154
2021-11-30,382.6154
2021-12-01,382.6154
2021-12-02,382.6154
2021-12-03,382.6154
2021-12-04,382.6154
2021-12-05,382.6154
2021-12-06,382.6154
2021-12-07,382.6154
2021-12-08,382.6154
2021-12-09,382.6154
2021-12-10,382.6154
2021-12-11,382.6154
2021-12-12,382.6154
2021-12-13,382.6154
2021-12-14,382.6154
2021-12-15,382.6154
2021-12-16,382.6154
2021-12-17,382.6154
2021-12-18,382.6154
2021-12-19,382.6154
2021-12-20,382.6154
2021-12-21,382.6154
2021-12-22,382.6154
2021-12-23,382.6154
2021-12-24,382.6154
2021-12-25,382.6154
2021-12-26,382.6154
2021-12-27,382.6154
2021-12-28,382.6154
2021-12-29,382.6154
2021-12-30,382.6154
2021-12-31,208.2848
2022-01-01,208.2848
2022-01-02,208.2848
2022-01-03,210.9293
2022-01-04,217.2437
2022-01-05,215.4087
2022-01-06,220.8596
2022-01-07,222.8565
2022-01-08,222.8565
2022-01-09,222.8565
2022-01-10,221.1295
2022-01-11,224.3676
2022-01-12,223.4501
2022-01-13,223.9898
2022-01-14,225.501
2022-01-15,225.501
2022-01-16,225.501
2022-01-17,225.501
2022-01-18,220.5358
2022-01-19,216.9199
2022-01-20,216.4341
2022-01-21,211.1452
2022-01-22,211.1452
2022-01-23,211.1452
2022-01-24,209.0404
2022-01-25,209.0943
2022-01-26,209.9039
2022-01-27,205.5324
2022-01-28,203.9673
2022-01-29,203.9673
2022-01-30,203.9673
2022-01-31,212.8722
2022-02-01,218.2691
2022-02-02,219.1326
2022-02-03,211.5769
2022-02-04,217.9992
2022-02-05,217.9992
2022-02-06,217.9992
2022-02-07,220.5358
2022-02-08,224.5835
2022-02-09,226.7962
2022-02-10,227.228
2022-02-11,211.7936
2022-02-12,211.7936
2022-02-13,211.7936
2022-02-14,208.351
2022-02-15,211.7936
2022-02-16,211.7414
2022-02-17,204.5955
2022-02-18,204.3347
2022-02-19,204.3347
2022-02-20,204.3347
2022-02-21,204.3347
2022-02-22,200.0245
2022-02-23,197.4794
2022-02-24,197.0639
2022-02-25,203.1929
2022-02-26,203.1929
2022-02-27,203.1929
2022-02-28,200.9595
2022-03-01,191.2984
2022-03-02,196.2848
2022-03-03,194.6227
2022-03-04,190.5193
2022-03-05,190.5193
2022-03-06,190.5193
2022-03-07,179.4559
2022-03-08,180.0792
2022-03-09,188.3897
2022-03-10,186.1043
2022-03-11,186.7276
2022-03-12,186.7276
2022-03-13,186.7276
2022-03-14,188.4417
2022-03-15,189.6883
2022-03-16,195.1421
2022-03-17,194.9862
2022-03-18,196.3367
2022-03-19,196.3367
2022-03-20,196.3367
2022-03-21,193.1164
2022-03-22,198.2066
2022-03-23,193.7397
2022-03-24,196.3367
2022-03-25,197.9469
2022-03-26,197.9469
2022-03-27,197.9469
2022-03-28,195.5576
2022-03-29,197.3755
2022-03-30,195.9731
2022-03-31,5.3472
2022-04-01,5.3382
2022-04-02,5.3382
2022-04-03,5.3382
2022-04-04,5.3412
2022-04-05,5.448
2022-04-06,5.3796
2022-04-07,5.2787
2022-04-08,5.3677
2022-04-09,5.3677
2022-04-10,5.3677
2022-04-11,5.2846
2022-04-12,5.2104
2022-04-13,5.3009
2022-04-14,5.252
2022-04-15,5.252
2022-04-16,5.252
2022-04-17,5.252
2022-04-18,5.295
2022-04-19,5.4241
2022-04-20,5.4924
2022-04-21,5.4271
2022-04-22,5.2416
2022-04-23,5.2416
2022-04-24,5.2416
2022-04-25,5.1792
2022-04-26,5.0174
2022-04-27,5.0471
2022-04-28,5.1109
2022-04-29,4.9774
2022-04-30,4.9774
2022-05-01,4.9774
2022-05-02,5.0026
2022-05-03,5.1391
2022-05-04,5.2995
2022-05-05,5.0931
2022-05-06,5.0531
2022-05-07,5.0531
2022-05-08,5.0531
2022-05-09,4.9017
2022-05-10,4.77
2022-05-11,4.7008
2022-05-12,4.6023
2022-05-13,4.7891
2022-05-14,4.7891
2022-05-15,4.7891
2022-05-16,4.7597
2022-05-17,4.9362
2022-05-18,4.7803
2022-05-19,4.7773
2022-05-20,4.7891
2022-05-21,4.7891
2022-05-22,4.7891
2022-05-23,4.9333
2022-05-24,4.8818
2022-05-25,5.0259
2022-05-26,5.148
2022-05-27,5.2422
2022-05-28,5.2422
2022-05-29,5.2422
2022-05-30,5.2422
2022-05-31,5.1716
2022-06-01,5.123
2022-06-02,5.1127
2022-06-03,5.0215
2022-06-04,5.0215
2022-06-05,5.0215
2022-06-06,5.0657
2022-06-07,5.076
2022-06-08,5.0201
2022-06-09,4.92
2022-06-10,4.7185
2022-06-11,4.7185
2022-06-12,4.7185
2022-06-13,4.5155
2022-06-14,4.5537
2022-06-15,4.6214
2022-06-16,4.4581
2022-06-17,4.5067
2022-06-18,4.5067
2022-06-19,4.5067
2022-06-20,4.5067
2022-06-21,4.5802
2022-06-22,4.6052
2022-06-23,4.5493
2022-06-24,4.7067
2022-06-25,4.7067
2022-06-26,4.7067
2022-06-27,4.6773
2022-06-28,4.6714
2022-06-29,4.6082
2022-06-30,3.3781
2022-07-01,3.4044
2022-07-02,3.4044
2022-07-03,3.4044
2022-07-04,3.4044
2022-07-05,3.375
2022-07-06,3.315
2022-07-07,3.3823
2022-07-08,3.3676
2022-07-09,3.3676
2022-07-10,3.3676
2022-07-11,3.336
2022-07-12,3.3518
2022-07-13,3.3129
2022-07-14,3.2518
2022-07-15,3.3118
2022-07-16,3.3118
2022-07-17,3.3118
2022-07-18,3.3202
2022-07-19,3.4076
2022-07-20,3.4486
2022-07-21,3.4729
2022-07-22,3.4276
2022-07-23,3.4276
2022-07-24,3.4276
2022-07-25,3.4602
2022-07-26,3.4455
2022-07-27,3.5118
2022-07-28,3.5507
2022-07-29,3.6265
2022-07-30,3.6265
2022-07-31,3.6265
2022-08-01,3.5949
2022-08-02,3.5297
2022-08-03,3.6234
2022-08-04,3.5925
2022-08-05,3.5739
2022-08-06,3.5739
2022-08-07,3.5739
2022-08-08,3.5894
2022-08-09,3.6154
2022-08-10,3.7119
2022-08-11,3.7793
2022-08-12,3.8436
2022-08-13,3.8436
2022-08-14,3.8436
2022-08-15,3.8177
2022-08-16,3.9028
2022-08-17,3.9049
2022-08-18,3.937
2022-08-19,3.88
2022-08-20,3.88
2022-08-21,3.88
2022-08-22,3.7783
2022-08-23,3.7793
2022-08-24,3.77
2022-08-25,3.8727
2022-08-26,3.7866
2022-08-27,3.7866
2022-08-28,3.7866
2022-08-29,3.7752
2022-08-30,3.744
2022-08-31,3.7212
2022-09-01,3.6984
2022-09-02,3.6807
2022-09-03,3.6807
2022-09-04,3.6807
2022-09-05,3.6807
2022-09-06,3.6434
2022-09-07,3.7077
2022-09-08,3.7513
2022-09-09,3.8053
2022-09-10,3.8053
2022-09-11,3.8053
2022-09-12,3.8519
2022-09-13,3.7388
2022-09-14,3.7368
2022-09-15,3.6963
2022-09-16,3.6662
2022-09-17,3.6662
2022-09-18,3.6662
2022-09-19,3.6994
2022-09-20,3.6704
2022-09-21,3.6486
2022-09-22,3.5697
2022-09-23,3.4857
2022-09-24,3.4857
2022-09-25,3.4857
2022-09-26,3.3809
2022-09-27,3.3746
2022-09-28,3.4639
2022-09-29,3.4068
2022-09-30,3.7758
2022-10-01,3.7758
2022-10-02,3.7758
2022-10-03,3.8807
2022-10-04,4.0585
2022-10-05,4.0607
2022-10-06,4.0339
2022-10-07,3.9686
2022-10-08,3.9686
2022-10-09,3.9686
2022-10-10,3.9611
2022-10-11,3.9011
2022-10-12,3.8636
2022-10-13,3.9686
2022-10-14,3.9279
2022-10-15,3.9279
2022-10-16,3.9279
2022-10-17,3.9707
2022-10-18,4.036
2022-10-19,3.9675
2022-10-20,3.8925
2022-10-21,3.9707
2022-10-22,3.9707
2022-10-23,3.9707
2022-10-24,4.05
2022-10-25,4.0982
2022-10-26,4.11
2022-10-27,4.1614
2022-10-28,4.2685
2022-10-29,4.2685
2022-10-30,4.2685
2022-10-31,4.2331
2022-11-01,4.2653
2022-11-02,4.2353
2022-11-03,3.9502
2022-11-04,4.1053
2022-11-05,4.1053
2022-11-06,4.1053
2022-11-07,4.1612
2022-11-08,4.1253
2022-11-09,4.0409
2022-11-10,4.253
2022-11-11,4.1802
2022-11-12,4.1802
2022-11-13,4.1802
2022-11-14,4.0968
2022-11-15,4.1823
2022-11-16,4.1833
2022-11-17,4.1591
2022-11-18,4.1876
2022-11-19,4.1876
2022-11-20,4.1876
2022-11-21,4.1823
2022-11-22,4.2878
2022-11-23,4.254
2022-11-24,4.254
2022-11-25,4.2467
2022-11-26,4.2467
2022-11-27,4.2467
2022-11-28,4.1844
2022-11-29,4.2076
2022-11-30,4.3026
2022-12-01,4.3184
2022-12-02,4.3279
2022-12-03,4.3279
2022-12-04,4.3279
2022-12-05,4.2277
2022-12-06,4.1739
2022-12-07,4.1918
2022-12-08,4.1633
2022-12-09,4.0873
2022-12-10,4.0873
2022-12-11,4.0873
2022-12-12,4.1559
2022-12-13,4.176
2022-12-14,4.1105
2022-12-15,4.0356
2022-12-16,3.9934
2022-12-17,3.9934
2022-12-18,3.9934
2022-12-19,3.9586
2022-12-20,3.9829
2022-12-21,4.042
2022-12-22,3.9628
2022-12-23,3.9723
2022-12-24,3.9723
2022-12-25,3.9723
2022-12-26,3.9723
2022-12-27,3.9502
2022-12-28,3.8995
2022-12-29,4.0103
2022-12-30,3.9634
2022-12-31,3.9634
2023-01-01,3.9634
2023-01-02,3.9634
2023-01-03,3.9518
2023-01-04,4.0758
2023-01-05,4.0445
2023-01-06,4.1396
2023-01-07,4.1396
2023-01-08,4.1396
2023-01-09,4.0724
2023-01-10,4.1025
2023-01-11,4.1813
2023-01-12,4.1859
2023-01-13,4.1755
2023-01-14,4.1755
2023-01-15,4.1755
2023-01-16,4.1755
2023-01-17,4.2022
2023-01-18,4.1512
2023-01-19,4.0712
2023-01-20,4.1465
2023-01-21,4.1465
2023-01-22,4.1465
2023-01-23,4.1732
2023-01-24,4.1825
2023-01-25,4.1964
2023-01-26,4.2647
2023-01-27,4.2566
2023-01-28,4.2566
2023-01-29,4.2566
2023-01-30,4.2277
2023-01-31,4.354
2023-02-01,4.3783
2023-02-02,4.4061
2023-02-03,4.3864
2023-02-04,4.3864
2023-02-05,4.3864
2023-02-06,4.3227
2023-02-07,4.4003
2023-02-08,4.4339
2023-02-09,4.325
2023-02-10,4.3227
2023-02-11,4.3227
2023-02-12,4.3227
2023-02-13,4.3911
2023-02-14,4.4479
2023-02-15,4.4363
2023-02-16,4.4455
2023-02-17,4.4328
2023-02-18,4.4328
2023-02-19,4.4328
2023-02-20,4.4328
2023-02-21,4.1874
2023-02-22,4.184
2023-02-23,4.1988
2023-02-24,4.1897
2023-02-25,4.1897
2023-02-26,4.1897
2023-02-27,4.1931
2023-02-28,4.1976
2023-03-01,4.2985
2023-03-02,4.2554
2023-03-03,4.2804
2023-03-04,4.2804
2023-03-05,4.2804
2023-03-06,4.218
2023-03-07,4.1568
2023-03-08,4.09
2023-03-09,3.8804
2023-03-10,3.7263
2023-03-11,3.7263
2023-03-12,3.7263
2023-03-13,3.4792
2023-03-14,3.545
2023-03-15,3.3659
2023-03-16,3.4543
2023-03-17,3.2957
2023-03-18,3.2957
2023-03-19,3.2957
2023-03-20,3.3705
2023-03-21,3.5484
2023-03-22,3.3999
2023-03-23,3.3557
2023-03-24,3.3093
2023-03-25,3.3093
2023-03-26,3.3093
2023-03-27,3.3569
2023-03-28,3.3195
2023-03-29,3.3773
2023-03-30,3.4362
2023-03-31,5.7474
2023-04-01,5.7474
2023-04-02,5.7474
2023-04-03,5.6935
2023-04-04,5.5894
2023-04-05,5.5516
2023-04-06,5.6109
2023-04-07,5.6109
2023-04-08,5.6109
2023-04-09,5.6109
2023-04-10,5.5894
2023-04-11,5.6774
2023-04-12,5.7223
