,WM US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,21.7038
2020-01-02,21.7446
2020-01-03,21.9186
2020-01-04,21.9186
2020-01-05,21.9186
2020-01-06,22.0127
2020-01-07,22.0252
2020-01-08,22.0362
2020-01-09,22.044
2020-01-10,22.055
2020-01-11,22.055
2020-01-12,22.055
2020-01-13,22.2839
2020-01-14,22.3482
2020-01-15,22.3717
2020-01-16,22.5708
2020-01-17,22.5959
2020-01-18,22.5959
2020-01-19,22.5959
2020-01-20,22.5959
2020-01-21,22.715
2020-01-22,22.7009
2020-01-23,22.8295
2020-01-24,22.8075
2020-01-25,22.8075
2020-01-26,22.8075
2020-01-27,22.8373
2020-01-28,22.8154
2020-01-29,22.8812
2020-01-30,23.0835
2020-01-31,22.9173
2020-02-01,22.9173
2020-02-02,22.9173
2020-02-03,23.0725
2020-02-04,23.0991
2020-02-05,23.2167
2020-02-06,23.2371
2020-02-07,23.2638
2020-02-08,23.2638
2020-02-09,23.2638
2020-02-10,23.4409
2020-02-11,23.4315
2020-02-12,23.5303
2020-02-13,23.3354
2020-02-14,23.574
2020-02-15,23.574
2020-02-16,23.574
2020-02-17,23.574
2020-02-18,23.6477
2020-02-19,23.4923
2020-02-20,23.3071
2020-02-21,23.3872
2020-02-22,23.3872
2020-02-23,23.3872
2020-02-24,23.2977
2020-02-25,22.9775
2020-02-26,22.8175
2020-02-27,21.6701
2020-02-28,21.2291
2020-02-29,21.2291
2020-03-01,21.2291
2020-03-02,22.2053
2020-03-03,21.5273
2020-03-04,22.717
2020-03-05,22.3121
2020-03-06,22.221
2020-03-07,22.221
2020-03-08,22.221
2020-03-09,21.4269
2020-03-10,21.645
2020-03-11,21.0973
2020-03-12,19.1778
2020-03-13,20.3675
2020-03-14,20.3675
2020-03-15,20.3675
2020-03-16,19.5152
2020-03-17,20.934
2020-03-18,19.9186
2020-03-19,19.5089
2020-03-20,19.2672
2020-03-21,19.2672
2020-03-22,19.2672
2020-03-23,17.6287
2020-03-24,18.2879
2020-03-25,18.1105
2020-03-26,19.1683
2020-03-27,18.7567
2020-03-28,18.7567
2020-03-29,18.7567
2020-03-30,18.6471
2020-03-31,18.638
2020-04-01,17.9798
2020-04-02,18.4117
2020-04-03,18.0738
2020-04-04,18.0738
2020-04-05,18.0738
2020-04-06,18.4356
2020-04-07,18.458
2020-04-08,19.1257
2020-04-09,19.7999
2020-04-10,19.7999
2020-04-11,19.7999
2020-04-12,19.7999
2020-04-13,19.3058
2020-04-14,19.7649
2020-04-15,19.2867
2020-04-16,19.4333
2020-04-17,19.8669
2020-04-18,19.8669
2020-04-19,19.8669
2020-04-20,19.5369
2020-04-21,19.3027
2020-04-22,19.6262
2020-04-23,19.4716
2020-04-24,19.5816
2020-04-25,19.5816
2020-04-26,19.5816
2020-04-27,20.0039
2020-04-28,20.0884
2020-04-29,19.9736
2020-04-30,19.827
2020-05-01,19.5385
2020-05-02,19.5385
2020-05-03,19.5385
2020-05-04,19.7537
2020-05-05,19.6676
2020-05-06,19.2555
2020-05-07,19.9938
2020-05-08,19.9176
2020-05-09,19.9176
2020-05-10,19.9176
2020-05-11,19.8429
2020-05-12,19.4952
2020-05-13,19.211
2020-05-14,19.3158
2020-05-15,19.1173
2020-05-16,19.1173
2020-05-17,19.1173
2020-05-18,19.7096
2020-05-19,19.4984
2020-05-20,19.6762
2020-05-21,19.5937
2020-05-22,19.5921
2020-05-23,19.5921
2020-05-24,19.5921
2020-05-25,19.5921
2020-05-26,20.0176
2020-05-27,20.5091
2020-05-28,20.8598
2020-05-29,20.8996
