,ULTA US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,17.563
2020-01-02,17.6504
2020-01-03,17.3788
2020-01-04,17.3788
2020-01-05,17.3788
2020-01-06,17.4272
2020-01-07,17.5599
2020-01-08,17.8644
2020-01-09,18.2054
2020-01-10,18.4398
2020-01-11,18.4398
2020-01-12,18.4398
2020-01-13,18.9619
2020-01-14,19.391
2020-01-15,18.9929
2020-01-16,19.0425
2020-01-17,18.7876
2020-01-18,18.7876
2020-01-19,18.7876
2020-01-20,18.7876
2020-01-21,18.7331
2020-01-22,18.8515
2020-01-23,18.7449
2020-01-24,18.7932
2020-01-25,18.7932
2020-01-26,18.7932
2020-01-27,18.8379
2020-01-28,18.8484
2020-01-29,18.8552
2020-01-30,18.8869
2020-01-31,17.9084
2020-02-01,17.9084
2020-02-02,17.9084
2020-02-03,18.3393
2020-02-04,18.2512
2020-02-05,18.536
2020-02-06,19.4448
2020-02-07,19.6226
2020-02-08,19.6226
2020-02-09,19.6226
2020-02-10,19.457
2020-02-11,19.4894
2020-02-12,19.8268
2020-02-13,19.6917
2020-02-14,19.5377
2020-02-15,19.5377
2020-02-16,19.5377
2020-02-17,19.5377
2020-02-18,19.7907
2020-02-19,19.6777
2020-02-20,19.9514
2020-02-21,19.8329
2020-02-22,19.8329
2020-02-23,19.8329
2020-02-24,18.9877
2020-02-25,18.5244
2020-02-26,18.2048
2020-02-27,17.7538
2020-02-28,17.2471
2020-02-29,17.2471
2020-03-01,17.2471
2020-03-02,17.4855
2020-03-03,17.2233
2020-03-04,17.9652
2020-03-05,17.2502
2020-03-06,17.216
2020-03-07,17.216
2020-03-08,17.216
2020-03-09,15.9399
2020-03-10,16.1453
2020-03-11,15.0544
2020-03-12,13.6689
2020-03-13,14.1896
2020-03-14,14.1896
2020-03-15,14.1896
2020-03-16,11.4077
2020-03-17,10.9836
2020-03-18,9.3897
2020-03-19,10.5185
2020-03-20,10.5839
2020-03-21,10.5839
2020-03-22,10.5839
2020-03-23,10.2893
2020-03-24,12.3886
2020-03-25,13.2619
2020-03-26,13.0755
2020-03-27,12.0378
2020-03-28,12.0378
2020-03-29,12.0378
2020-03-30,12.3545
2020-03-31,12.113
2020-04-01,11.2582
2020-04-02,11.2491
2020-04-03,10.9716
2020-04-04,10.9716
2020-04-05,10.9716
2020-04-06,12.8945
2020-04-07,12.8265
2020-04-08,13.6103
2020-04-09,13.7253
2020-04-10,13.7253
2020-04-11,13.7253
2020-04-12,13.7253
2020-04-13,13.7325
2020-04-14,13.877
2020-04-15,13.6675
2020-04-16,14.113
2020-04-17,14.5097
2020-04-18,14.5097
2020-04-19,14.5097
2020-04-20,14.0618
2020-04-21,13.6705
2020-04-22,14.1004
2020-04-23,14.219
2020-04-24,14.2093
2020-04-25,14.2093
2020-04-26,14.2093
2020-04-27,14.063
2020-04-28,14.7006
2020-04-29,15.1509
2020-04-30,14.6548
2020-05-01,22.5721
2020-05-02,22.5721
2020-05-03,22.5721
2020-05-04,22.6834
2020-05-05,22.9366
2020-05-06,22.9422
2020-05-07,23.3031
2020-05-08,24.0369
2020-05-09,24.0369
2020-05-10,24.0369
2020-05-11,24.0638
2020-05-12,22.3513
2020-05-13,21.0256
2020-05-14,21.3369
2020-05-15,21.2891
2020-05-16,21.2891
2020-05-17,21.2891
2020-05-18,22.4134
2020-05-19,22.1954
2020-05-20,22.4978
2020-05-21,23.3587
2020-05-22,23.1602
2020-05-23,23.1602
2020-05-24,23.1602
2020-05-25,23.1602
2020-05-26,24.7706
2020-05-27,26.0369
2020-05-28,25.266
2020-05-29,25.3309
2020-05-30,25.3309
2020-05-31,25.3309
2020-06-01,24.8745
2020-06-02,25.0721
2020-06-03,26.1
2020-06-04,25.6992
2020-06-05,26.0796
2020-06-06,26.0796
2020-06-07,26.0796
2020-06-08,26.3106
2020-06-09,25.3931
2020-06-10,24.8114
2020-06-11,23.649
2020-06-12,23.7186
2020-06-13,23.7186
2020-06-14,23.7186
2020-06-15,23.6128
2020-06-16,23.6508
2020-06-17,23.4421
2020-06-18,23.0079
2020-06-19,22.379
2020-06-20,22.379
2020-06-21,22.379
2020-06-22,21.7574
2020-06-23,21.8696
2020-06-24,21.2481
2020-06-25,20.71
2020-06-26,20.3194
2020-06-27,20.3194
2020-06-28,20.3194
2020-06-29,21.121
2020-06-30,21.5654
2020-07-01,21.5793
2020-07-02,21.5811
2020-07-03,21.5811
2020-07-04,21.5811
2020-07-05,21.5811
