,MGRC US Equity
2020-10-08,13.3748
2020-10-09,13.6558
2020-10-10,13.6558
2020-10-11,13.6558
2020-10-12,13.8077
2020-10-13,13.3469
2020-10-14,13.1357
2020-10-15,13.1723
2020-10-16,13.0955
2020-10-17,13.0955
2020-10-18,13.0955
2020-10-19,12.8459
2020-10-20,12.893
2020-10-21,12.8372
2020-10-22,13.003
2020-10-23,12.9053
2020-10-24,12.9053
2020-10-25,12.9053
2020-10-26,12.6644
2020-10-27,12.2909
2020-10-28,11.9941
2020-10-29,12.0008
2020-10-30,11.7754
2020-10-31,11.7754
2020-11-01,11.7754
2020-11-02,12.1162
2020-11-03,12.2577
2020-11-04,12.0375
2020-11-05,12.1913
2020-11-06,12.1633
2020-11-07,12.1633
2020-11-08,12.1633
2020-11-09,12.6369
2020-11-10,13.0091
2020-11-11,12.8012
2020-11-12,12.5635
2020-11-13,12.7453
2020-11-14,12.7453
2020-11-15,12.7453
2020-11-16,13.0965
2020-11-17,12.9917
2020-11-18,13.0773
2020-11-19,13.0895
2020-11-20,13.0895
2020-11-21,13.0895
2020-11-22,13.0895
2020-11-23,13.2049
2020-11-24,13.5107
2020-11-25,13.2905
2020-11-26,13.2905
2020-11-27,13.135
2020-11-28,13.135
2020-11-29,13.135
2020-11-30,12.9218
2020-12-01,13.0476
2020-12-02,12.8798
2020-12-03,12.9934
2020-12-04,13.287
2020-12-05,13.287
2020-12-06,13.287
2020-12-07,13.1821
2020-12-08,13.1961
2020-12-09,13.1035
2020-12-10,12.9602
2020-12-11,12.7907
2020-12-12,12.7907
2020-12-13,12.7907
2020-12-14,12.8029
2020-12-15,12.9235
2020-12-16,12.9331
2020-12-17,13.114
2020-12-18,13.2817
2020-12-19,13.2817
2020-12-20,13.2817
2020-12-21,12.6474
2020-12-22,12.6229
2020-12-23,12.955
2020-12-24,13.0222
2020-12-25,13.0222
2020-12-26,13.0222
2020-12-27,13.0222
2020-12-28,13.2014
2020-12-29,13.0983
2020-12-30,13.3184
2020-12-31,13.1271
2021-01-01,13.1271
2021-01-02,13.1271
2021-01-03,13.1271
2021-01-04,12.8428
2021-01-05,13.1785
2021-01-06,14.0796
2021-01-07,14.3948
2021-01-08,14.1841
2021-01-09,14.1841
2021-01-10,14.1841
2021-01-11,14.0607
2021-01-12,14.4308
2021-01-13,13.9871
2021-01-14,14.0779
2021-01-15,14.0864
2021-01-16,14.0864
2021-01-17,14.0864
2021-01-18,14.0864
2021-01-19,13.9443
2021-01-20,13.9186
2021-01-21,14.0419
2021-01-22,14.1892
2021-01-23,14.1892
2021-01-24,14.1892
2021-01-25,14.0813
2021-01-26,14.0179
2021-01-27,13.7747
2021-01-28,13.7301
2021-01-29,13.5879
2021-01-30,13.5879
2021-01-31,13.5879
2021-02-01,13.9819
2021-02-02,14.2029
2021-02-03,14.1327
2021-02-04,14.5301
2021-02-05,14.5609
2021-02-06,14.5609
2021-02-07,14.5609
2021-02-08,15.0115
2021-02-09,15.2085
2021-02-10,15.2684
2021-02-11,15.3387
2021-02-12,15.3849
2021-02-13,15.3849
2021-02-14,15.3849
2021-02-15,15.3849
2021-02-16,15.1656
2021-02-17,14.9652
2021-02-18,14.9173
2021-02-19,15.2033
2021-02-20,15.2033
2021-02-21,15.2033
2021-02-22,15.4192
2021-02-23,15.0946
2021-02-24,15.1083
2021-02-25,14.9951
2021-02-26,14.9454
2021-02-27,14.9454
2021-02-28,14.9454
2021-03-01,15.1031
2021-03-02,14.8152
2021-03-03,15.0809
2021-03-04,14.6643
2021-03-05,15.038
2021-03-06,15.038
2021-03-07,15.038
2021-03-08,15.1666
2021-03-09,14.9557
2021-03-10,15.278
2021-03-11,15.2626
2021-03-12,15.5214
2021-03-13,15.5214
2021-03-14,15.5214
2021-03-15,15.8523
2021-03-16,15.7237
2021-03-17,16.1283
2021-03-18,15.9928
2021-03-19,15.914
2021-03-20,15.914
2021-03-21,15.914
2021-03-22,15.554
2021-03-23,15.0997
2021-03-24,14.9969
2021-03-25,15.1854
2021-03-26,15.698
2021-03-27,15.698
2021-03-28,15.698
2021-03-29,15.4048
2021-03-30,15.5574
2021-03-31,15.9445
2021-04-01,16.184
2021-04-02,16.184
2021-04-03,16.184
2021-04-04,16.184
2021-04-05,16.2466
2021-04-06,16.1215
2021-04-07,15.8677
2021-04-08,15.907
2021-04-09,16.0857
2021-04-10,16.0857
2021-04-11,16.0857
2021-04-12,16.1
2021-04-13,15.9052
2021-04-14,16.0142
2021-04-15,16.0268
2021-04-16,16.2395
2021-04-17,16.2395
2021-04-18,16.2395
2021-04-19,16.075
2021-04-20,15.773
2021-04-21,16.0464
2021-04-22,15.9249
2021-04-23,16.1554
2021-04-24,16.1554
2021-04-25,16.1554
2021-04-26,16.1876
2021-04-27,16.1733
2021-04-28,16.4612
2021-04-29,16.2872
2021-04-30,16.237
2021-05-01,16.237
2021-05-02,16.237
2021-05-03,16.3231
2021-05-04,16.0809
2021-05-05,16.063
2021-05-06,16.2495
2021-05-07,16.4128
2021-05-08,16.4128
2021-05-09,16.4128
2021-05-10,16.3285
2021-05-11,16.3231
2021-05-12,16.0701
2021-05-13,16.2621
2021-05-14,16.9725
2021-05-15,16.9725
2021-05-16,16.9725
2021-05-17,16.7752
2021-05-18,16.6227
2021-05-19,16.5491
2021-05-20,16.6012
2021-05-21,16.9259
2021-05-22,16.9259
2021-05-23,16.9259
2021-05-24,17.0389
2021-05-25,16.6353
2021-05-26,16.655
2021-05-27,16.8129
2021-05-28,16.9097
2021-05-29,16.9097
2021-05-30,16.9097
2021-05-31,16.9097
2021-06-01,17.0945
2021-06-02,16.8003
2021-06-03,16.5545
2021-06-04,16.5814
2021-06-05,16.5814
2021-06-06,16.5814
2021-06-07,16.8003
2021-06-08,16.8685
2021-06-09,16.6317
2021-06-10,16.4469
2021-06-11,16.7357
2021-06-12,16.7357
2021-06-13,16.7357
2021-06-14,16.6586
2021-06-15,16.8505
2021-06-16,16.3751
2021-06-17,15.8531
2021-06-18,15.5463
2021-06-19,15.5463
2021-06-20,15.5463
2021-06-21,15.8997
2021-06-22,15.7885
2021-06-23,15.74
2021-06-24,15.9948
2021-06-25,16.0612
2021-06-26,16.0612
2021-06-27,16.0612
2021-06-28,15.9589
2021-06-29,15.8315
2021-06-30,18.5415
2021-07-01,18.6774
2021-07-02,18.5305
2021-07-03,18.5305
2021-07-04,18.5305
2021-07-05,18.5305
2021-07-06,18.0091
2021-07-07,17.8108
2021-07-08,17.8659
2021-07-09,18.4772
2021-07-10,18.4772
2021-07-11,18.4772
2021-07-12,18.4956
2021-07-13,18.2826
2021-07-14,18.1394
2021-07-15,17.8548
2021-07-16,17.7851
2021-07-17,17.7851
2021-07-18,17.7851
2021-07-19,17.383
2021-07-20,17.6621
2021-07-21,17.8512
2021-07-22,17.7098
2021-07-23,17.719
2021-07-24,17.719
2021-07-25,17.719
2021-07-26,17.7282
2021-07-27,17.5849
2021-07-28,17.6657
2021-07-29,17.864
2021-07-30,17.9632
2021-07-31,17.9632
2021-08-01,17.9632
2021-08-02,18.0513
2021-08-03,17.992
2021-08-04,17.1649
2021-08-05,16.8175
2021-08-06,16.8194
2021-08-07,16.8194
2021-08-08,16.8194
2021-08-09,16.8911
2021-08-10,16.8966
2021-08-11,16.8966
2021-08-12,16.7109
2021-08-13,16.4701
2021-08-14,16.4701
2021-08-15,16.4701
2021-08-16,16.415
2021-08-17,16.1375
2021-08-18,16.2018
2021-08-19,16.165
2021-08-20,16.2036
2021-08-21,16.2036
2021-08-22,16.2036
2021-08-23,16.4426
2021-08-24,16.3819
2021-08-25,16.3139
2021-08-26,16.0474
2021-08-27,16.4518
2021-08-28,16.4518
2021-08-29,16.4518
2021-08-30,16.3378
2021-08-31,16.3911
2021-09-01,16.6062
2021-09-02,16.7109
2021-09-03,16.6687
2021-09-04,16.6687
2021-09-05,16.6687
2021-09-06,16.6687
2021-09-07,16.6852
2021-09-08,16.5216
2021-09-09,16.4701
2021-09-10,16.2588
2021-09-11,16.2588
2021-09-12,16.2588
2021-09-13,16.2404
2021-09-14,16.1338
2021-09-15,16.3323
2021-09-16,16.5069
2021-09-17,16.5676
2021-09-18,16.5676
2021-09-19,16.5676
2021-09-20,16.4573
2021-09-21,16.6613
2021-09-22,16.7973
2021-09-23,16.9205
2021-09-24,16.8433
2021-09-25,16.8433
2021-09-26,16.8433
2021-09-27,17.1171
2021-09-28,16.8819
2021-09-29,17.0491
2021-09-30,16.8735
2021-10-01,17.1095
2021-10-02,17.1095
2021-10-03,17.1095
2021-10-04,17.208
2021-10-05,17.3808
2021-10-06,17.3827
2021-10-07,17.4236
2021-10-08,17.3232
2021-10-09,17.3232
2021-10-10,17.3232
2021-10-11,17.4031
2021-10-12,17.4905
2021-10-13,17.6261
2021-10-14,17.6596
2021-10-15,17.5871
2021-10-16,17.5871
2021-10-17,17.5871
2021-10-18,17.379
2021-10-19,17.405
2021-10-20,17.6577
2021-10-21,17.7599
2021-10-22,17.6429
2021-10-23,17.6429
2021-10-24,17.6429
2021-10-25,17.7785
2021-10-26,17.6243
2021-10-27,17.4849
2021-10-28,17.4894
2021-10-29,16.9096
2021-10-30,16.9096
2021-10-31,16.9096
2021-11-01,17.2348
2021-11-02,17.3166
2021-11-03,17.8666
2021-11-04,17.6938
2021-11-05,18.2123
2021-11-06,18.2123
2021-11-07,18.2123
2021-11-08,18.1138
2021-11-09,18.1547
2021-11-10,18.203
2021-11-11,18.3777
2021-11-12,18.3814
2021-11-13,18.3814
2021-11-14,18.3814
2021-11-15,18.3721
2021-11-16,18.4018
2021-11-17,18.3702
2021-11-18,18.3702
2021-11-19,18.3201
2021-11-20,18.3201
2021-11-21,18.3201
2021-11-22,18.4446
2021-11-23,18.4334
2021-11-24,18.3405
2021-11-25,18.3405
2021-11-26,17.8239
2021-11-27,17.8239
2021-11-28,17.8239
2021-11-29,17.9874
2021-11-30,17.8685
2021-12-01,18.0357
2021-12-02,18.1695
2021-12-03,17.9391
2021-12-04,17.9391
2021-12-05,17.9391
2021-12-06,18.1101
2021-12-07,18.2755
2021-12-08,18.0822
2021-12-09,18.0134
2021-12-10,17.9354
2021-12-11,17.9354
2021-12-12,17.9354
2021-12-13,17.4559
2021-12-14,17.3054
2021-12-15,17.3965
2021-12-16,17.3946
2021-12-17,17.508
2021-12-18,17.508
2021-12-19,17.508
2021-12-20,17.4987
2021-12-21,17.8239
2021-12-22,18.0859
2021-12-23,18.2959
2021-12-24,18.2959
2021-12-25,18.2959
2021-12-26,18.2959
2021-12-27,18.3507
2021-12-28,18.3349
2021-12-29,18.2866
2021-12-30,18.2364
2021-12-31,17.988
2022-01-01,17.988
2022-01-02,17.988
2022-01-03,17.8909
2022-01-04,18.2736
2022-01-05,17.9935
2022-01-06,18.0209
2022-01-07,17.7939
2022-01-08,17.7939
2022-01-09,17.7939
2022-01-10,17.6456
2022-01-11,17.7591
2022-01-12,17.6566
2022-01-13,17.6639
2022-01-14,17.609
2022-01-15,17.609
2022-01-16,17.609
2022-01-17,17.609
2022-01-18,17.4533
2022-01-19,17.3911
2022-01-20,17.3325
2022-01-21,17.1878
2022-01-22,17.1878
2022-01-23,17.1878
2022-01-24,17.5668
2022-01-25,17.4698
2022-01-26,17.3618
2022-01-27,17.2299
2022-01-28,17.208
2022-01-29,17.208
2022-01-30,17.208
2022-01-31,17.2464
2022-02-01,17.2208
2022-02-02,17.0761
2022-02-03,17.0304
2022-02-04,17.0249
2022-02-05,17.0249
2022-02-06,17.0249
2022-02-07,17.0853
2022-02-08,17.3691
2022-02-09,17.5192
2022-02-10,17.1695
2022-02-11,17.1549
2022-02-12,17.1549
2022-02-13,17.1549
2022-02-14,17.0853
2022-02-15,17.2098
2022-02-16,17.2537
2022-02-17,16.9406
2022-02-18,16.9571
2022-02-19,16.9571
2022-02-20,16.9571
2022-02-21,16.9571
2022-02-22,16.655
2022-02-23,16.3878
2022-02-24,17.7435
2022-02-25,18.1777
2022-02-26,18.1777
2022-02-27,18.1777
2022-02-28,18.1832
2022-03-01,17.8974
2022-03-02,18.0275
2022-03-03,17.9194
2022-03-04,18.0733
2022-03-05,18.0733
2022-03-06,18.0733
2022-03-07,17.8113
2022-03-08,17.8406
2022-03-09,18.0403
2022-03-10,18.2986
2022-03-11,18.6247
2022-03-12,18.6247
2022-03-13,18.6247
2022-03-14,19.473
2022-03-15,18.8702
2022-03-16,19.1194
2022-03-17,19.0205
2022-03-18,18.8391
2022-03-19,18.8391
2022-03-20,18.8391
2022-03-21,18.9032
2022-03-22,18.8647
2022-03-23,18.7273
2022-03-24,18.8464
2022-03-25,18.905
2022-03-26,18.905
2022-03-27,18.905
2022-03-28,18.8611
2022-03-29,19.0809
2022-03-30,18.8684
2022-03-31,18.5503
2022-04-01,18.6318
2022-04-02,18.6318
2022-04-03,18.6318
2022-04-04,18.3166
2022-04-05,18.4688
2022-04-06,18.3637
2022-04-07,18.1481
2022-04-08,18.2369
2022-04-09,18.2369
2022-04-10,18.2369
2022-04-11,18.1282
2022-04-12,18.1662
2022-04-13,18.3818
2022-04-14,18.4869
2022-04-15,18.4869
2022-04-16,18.4869
2022-04-17,18.4869
2022-04-18,18.7206
2022-04-19,19.1246
2022-04-20,19.4598
2022-04-21,19.5558
2022-04-22,18.929
2022-04-23,18.929
2022-04-24,18.929
2022-04-25,18.7822
2022-04-26,18.2387
2022-04-27,18.5322
2022-04-28,18.5552
2022-04-29,18.3279
2022-04-30,18.3279
2022-05-01,18.3279
2022-05-02,18.0807
2022-05-03,18.057
2022-05-04,18.1679
2022-05-05,17.9443
2022-05-06,17.9025
2022-05-07,17.9025
2022-05-08,17.9025
2022-05-09,17.9825
2022-05-10,17.9298
2022-05-11,17.7607
2022-05-12,17.6061
2022-05-13,18.037
2022-05-14,18.037
2022-05-15,18.037
2022-05-16,17.888
2022-05-17,18.3407
2022-05-18,17.977
2022-05-19,17.7934
2022-05-20,17.7607
2022-05-21,17.7607
2022-05-22,17.7607
2022-05-23,17.9716
2022-05-24,17.8934
2022-05-25,17.9534
2022-05-26,18.0298
2022-05-27,18.0789
2022-05-28,18.0789
2022-05-29,18.0789
2022-05-30,18.0789
2022-05-31,18.1007
2022-06-01,17.9534
2022-06-02,18.2861
2022-06-03,18.2443
2022-06-04,18.2443
2022-06-05,18.2443
2022-06-06,18.1716
2022-06-07,18.2643
2022-06-08,18.0352
2022-06-09,17.8443
2022-06-10,17.5625
2022-06-11,17.5625
2022-06-12,17.5625
2022-06-13,17.148
2022-06-14,17.1225
2022-06-15,17.2662
2022-06-16,16.6371
2022-06-17,16.6862
2022-06-18,16.6862
2022-06-19,16.6862
2022-06-20,16.6862
2022-06-21,16.8698
2022-06-22,16.7898
2022-06-23,16.6389
2022-06-24,16.9498
2022-06-25,16.9498
2022-06-26,16.9498
2022-06-27,17.008
2022-06-28,16.8316
2022-06-29,16.8407
2022-06-30,16.6669
2022-07-01,16.9716
2022-07-02,16.9716
2022-07-03,16.9716
2022-07-04,16.9716
2022-07-05,16.8317
2022-07-06,16.6209
2022-07-07,16.7874
2022-07-08,16.7342
2022-07-09,16.7342
2022-07-10,16.7342
2022-07-11,16.7006
2022-07-12,16.6014
2022-07-13,16.7077
2022-07-14,16.566
2022-07-15,16.8511
2022-07-16,16.8511
2022-07-17,16.8511
2022-07-18,16.6226
2022-07-19,17.0283
2022-07-20,17.1664
2022-07-21,17.2798
2022-07-22,17.0814
2022-07-23,17.0814
2022-07-24,17.0814
2022-07-25,17.4126
2022-07-26,17.4888
2022-07-27,17.5844
2022-07-28,17.8804
2022-07-29,18.1677
2022-07-30,18.1677
2022-07-31,18.1677
2022-08-01,18.2014
2022-08-02,18.2014
2022-08-03,18.1447
2022-08-04,18.072
2022-08-05,18.1376
2022-08-06,18.1376
2022-08-07,18.1376
2022-08-08,18.244
2022-08-09,18.134
2022-08-10,18.4302
2022-08-11,18.4994
2022-08-12,18.7708
2022-08-13,18.7708
2022-08-14,18.7708
2022-08-15,18.9393
2022-08-16,18.9729
2022-08-17,18.7654
2022-08-18,18.7708
2022-08-19,18.6289
2022-08-20,18.6289
2022-08-21,18.6289
2022-08-22,18.4125
2022-08-23,18.2546
2022-08-24,18.2635
2022-08-25,18.4391
2022-08-26,18.2209
2022-08-27,18.2209
2022-08-28,18.2209
2022-08-29,18.0861
2022-08-30,18.0134
2022-08-31,18.1961
2022-09-01,18.2316
2022-09-02,18.0542
2022-09-03,18.0542
2022-09-04,18.0542
2022-09-05,18.0542
2022-09-06,17.9123
2022-09-07,18.2475
2022-09-08,18.2369
2022-09-09,18.4621
2022-09-10,18.4621
2022-09-11,18.4621
2022-09-12,18.5757
2022-09-13,18.3469
2022-09-14,18.4072
2022-09-15,18.3167
2022-09-16,18.1269
2022-09-17,18.1269
2022-09-18,18.1269
2022-09-19,18.4746
2022-09-20,18.5012
2022-09-21,18.4143
2022-09-22,18.3309
2022-09-23,18.0808
2022-09-24,18.0808
2022-09-25,18.0808
2022-09-26,18.173
2022-09-27,17.7829
2022-09-28,18.1695
2022-09-29,18.1926
2022-09-30,16.7619
2022-10-01,16.7619
2022-10-02,16.7619
2022-10-03,17.1055
2022-10-04,17.3328
2022-10-05,17.1005
2022-10-06,17.0773
2022-10-07,16.7105
2022-10-08,16.7105
2022-10-09,16.7105
2022-10-10,16.7271
2022-10-11,16.7603
2022-10-12,16.586
2022-10-13,16.8814
2022-10-14,16.7271
2022-10-15,16.7271
2022-10-16,16.7271
2022-10-17,16.9096
2022-10-18,17.0092
2022-10-19,16.9976
2022-10-20,16.8798
2022-10-21,17.1901
2022-10-22,17.1901
2022-10-23,17.1901
2022-10-24,17.2117
2022-10-25,17.2283
2022-10-26,17.0922
2022-10-27,17.2027
2022-10-28,18.8725
2022-10-29,18.8725
2022-10-30,18.8725
2022-10-31,18.4558
2022-11-01,18.8675
2022-11-02,18.6301
2022-11-03,18.8227
2022-11-04,18.9007
2022-11-05,18.9007
2022-11-06,18.9007
2022-11-07,18.904
2022-11-08,19.1115
2022-11-09,18.9405
2022-11-10,19.3107
2022-11-11,19.1082
2022-11-12,19.1082
2022-11-13,19.1082
2022-11-14,19.1945
2022-11-15,19.1679
2022-11-16,18.6965
2022-11-17,18.4509
2022-11-18,18.6882
2022-11-19,18.6882
2022-11-20,18.6882
2022-11-21,18.9455
2022-11-22,19.1181
2022-11-23,18.8841
2022-11-24,18.8841
2022-11-25,19.0567
2022-11-26,19.0567
2022-11-27,19.0567
2022-11-28,18.8343
2022-11-29,18.914
2022-11-30,19.1314
2022-12-01,19.2808
2022-12-02,19.3273
2022-12-03,19.3273
2022-12-04,19.3273
2022-12-05,18.9621
2022-12-06,18.9455
2022-12-07,18.9289
2022-12-08,18.9538
2022-12-09,18.7297
2022-12-10,18.7297
2022-12-11,18.7297
2022-12-12,18.8625
2022-12-13,19.1281
2022-12-14,19.0717
2022-12-15,19.1629
2022-12-16,19.0235
2022-12-17,19.0235
2022-12-18,19.0235
2022-12-19,18.9256
2022-12-20,19.0766
2022-12-21,19.1696
2022-12-22,19.0136
2022-12-23,19.1165
2022-12-24,19.1165
2022-12-25,19.1165
2022-12-26,19.1165
2022-12-27,19.2227
2022-12-28,19.0766
2022-12-29,19.3206
2022-12-30,18.5393
2022-12-31,18.5393
2023-01-01,18.5393
2023-01-02,18.5393
2023-01-03,18.4467
2023-01-04,18.3749
2023-01-05,18.4467
2023-01-06,18.833
2023-01-07,18.833
2023-01-08,18.833
2023-01-09,18.5665
2023-01-10,18.8314
2023-01-11,18.6766
2023-01-12,18.7851
2023-01-13,18.8586
2023-01-14,18.8586
2023-01-15,18.8586
2023-01-16,18.8586
2023-01-17,18.8059
2023-01-18,18.8027
2023-01-19,18.6527
2023-01-20,18.26
2023-01-21,18.26
2023-01-22,18.26
2023-01-23,17.912
2023-01-24,17.9934
2023-01-25,17.9056
2023-01-26,18.1163
2023-01-27,17.9886
2023-01-28,17.9886
2023-01-29,17.9886
2023-01-30,18.1068
2023-01-31,18.667
2023-02-01,18.4882
2023-02-02,19.5769
2023-02-03,19.4204
2023-02-04,19.4204
2023-02-05,19.4204
2023-02-06,19.3518
2023-02-07,19.2736
2023-02-08,19.2145
2023-02-09,19.2624
2023-02-10,19.4619
2023-02-11,19.4619
2023-02-12,19.4619
2023-02-13,19.8578
2023-02-14,19.4061
2023-02-15,19.703
2023-02-16,19.5529
2023-02-17,19.8514
2023-02-18,19.8514
2023-02-19,19.8514
2023-02-20,19.8514
2023-02-21,19.6758
2023-02-22,19.5167
2023-02-23,19.753
2023-02-24,19.4273
2023-02-25,19.4273
2023-02-26,19.4273
2023-02-27,19.0648
2023-02-28,19.2005
2023-03-01,18.9115
2023-03-02,18.5969
2023-03-03,18.8668
2023-03-04,18.8668
2023-03-05,18.8668
2023-03-06,18.7023
2023-03-07,18.5394
2023-03-08,18.5697
2023-03-09,18.4675
2023-03-10,18.1402
2023-03-11,18.1402
2023-03-12,18.1402
2023-03-13,17.6004
2023-03-14,17.7745
2023-03-15,17.8416
2023-03-16,18.2216
2023-03-17,17.5972
2023-03-18,17.5972
2023-03-19,17.5972
