,AWR US Equity
2021-11-29,29.3277
2021-11-30,29.1328
2021-12-01,29.1117
2021-12-02,29.57
2021-12-03,29.5648
2021-12-04,29.5648
2021-12-05,29.5648
2021-12-06,30.1679
2021-12-07,30.3207
2021-12-08,30.0547
2021-12-09,29.8782
2021-12-10,30.081
2021-12-11,30.081
2021-12-12,30.081
2021-12-13,30.4866
2021-12-14,30.1626
2021-12-15,30.7974
2021-12-16,31.0292
2021-12-17,30.9475
2021-12-18,30.9475
2021-12-19,30.9475
2021-12-20,31.2794
2021-12-21,30.7948
2021-12-22,31.0134
2021-12-23,30.7579
2021-12-24,30.7579
2021-12-25,30.7579
2021-12-26,30.7579
2021-12-27,30.9186
2021-12-28,30.9818
2021-12-29,31.3505
2021-12-30,31.4638
2021-12-31,31.5281
2022-01-01,31.5281
2022-01-02,31.5281
2022-01-03,31.3604
2022-01-04,30.7526
2022-01-05,30.6557
2022-01-06,30.6164
2022-01-07,30.2129
2022-01-08,30.2129
2022-01-09,30.2129
2022-01-10,29.7701
2022-01-11,29.55
2022-01-12,29.5657
2022-01-13,29.4609
2022-01-14,29.047
2022-01-15,29.047
2022-01-16,29.047
2022-01-17,29.047
2022-01-18,28.481
2022-01-19,28.4968
2022-01-20,28.3474
2022-01-21,28.481
2022-01-22,28.481
2022-01-23,28.481
2022-01-24,28.35
2022-01-25,28.3867
2022-01-26,28.3134
2022-01-27,27.9439
2022-01-28,28.1483
2022-01-29,28.1483
2022-01-30,28.1483
2022-01-31,28.5911
2022-02-01,27.9963
2022-02-02,28.2033
2022-02-03,27.9256
2022-02-04,27.6872
2022-02-05,27.6872
2022-02-06,27.6872
2022-02-07,27.7134
2022-02-08,27.8811
2022-02-09,27.5405
2022-02-10,26.9509
2022-02-11,27.006
2022-02-12,27.006
2022-02-13,27.006
2022-02-14,26.8435
2022-02-15,26.6077
2022-02-16,26.6942
2022-02-17,26.8435
2022-02-18,26.9667
2022-02-19,26.9667
2022-02-20,26.9667
2022-02-21,26.9667
2022-02-22,26.8199
2022-02-23,26.359
2022-02-24,26.2123
2022-02-25,26.228
2022-02-26,26.228
2022-02-27,26.228
2022-02-28,26.4822
2022-03-01,26.3119
2022-03-02,26.6919
2022-03-03,26.629
2022-03-04,27.52
2022-03-05,27.52
2022-03-06,27.52
2022-03-07,28.0074
2022-03-08,27.3051
2022-03-09,26.9356
2022-03-10,26.6316
2022-03-11,26.4114
2022-03-12,26.4114
2022-03-13,26.4114
2022-03-14,26.4429
2022-03-15,26.9565
2022-03-16,26.8753
2022-03-17,26.9565
2022-03-18,27.3418
2022-03-19,27.3418
2022-03-20,27.3418
2022-03-21,27.2815
2022-03-22,26.9775
2022-03-23,26.8045
2022-03-24,27.1452
2022-03-25,27.2186
2022-03-26,27.2186
2022-03-27,27.2186
2022-03-28,27.313
2022-03-29,27.9105
2022-03-30,27.9105
2022-03-31,29.0585
2022-04-01,30.0819
2022-04-02,30.0819
2022-04-03,30.0819
2022-04-04,29.1406
2022-04-05,29.1543
2022-04-06,29.3486
2022-04-07,29.3814
2022-04-08,29.1871
2022-04-09,29.1871
2022-04-10,29.1871
2022-04-11,28.9901
2022-04-12,28.9709
2022-04-13,28.6234
2022-04-14,28.0542
2022-04-15,28.0542
2022-04-16,28.0542
2022-04-17,28.0542
2022-04-18,27.464
2022-04-19,27.6747
2022-04-20,28.3043
2022-04-21,27.9786
2022-04-22,27.8061
2022-04-23,27.8061
2022-04-24,27.8061
2022-04-25,27.4667
2022-04-26,27.2587
2022-04-27,26.6127
2022-04-28,26.9685
2022-04-29,26.2295
2022-04-30,26.2295
2022-05-01,26.2295
2022-05-02,26.0051
2022-05-03,25.611
2022-05-04,25.923
2022-05-05,25.4522
2022-05-06,25.4714
2022-05-07,25.4714
2022-05-08,25.4714
2022-05-09,25.5781
2022-05-10,25.4632
2022-05-11,25.444
2022-05-12,25.8382
2022-05-13,26.0462
2022-05-14,26.0462
2022-05-15,26.0462
2022-05-16,25.9504
2022-05-17,25.9531
2022-05-18,26.1858
2022-05-19,26.4075
2022-05-20,26.2706
2022-05-21,26.2706
2022-05-22,26.2706
2022-05-23,26.3336
2022-05-24,26.5936
2022-05-25,26.4896
2022-05-26,26.2104
2022-05-27,26.5115
2022-05-28,26.5115
2022-05-29,26.5115
2022-05-30,26.5115
2022-05-31,26.3911
2022-06-01,26.4294
2022-06-02,27.0124
2022-06-03,26.8235
2022-06-04,26.8235
2022-06-05,26.8235
2022-06-06,26.8372
2022-06-07,26.9686
2022-06-08,26.3883
2022-06-09,26.2241
2022-06-10,26.3363
2022-06-11,26.3363
2022-06-12,26.3363
2022-06-13,25.329
2022-06-14,24.5955
2022-06-15,24.7186
2022-06-16,24.2506
2022-06-17,24.5736
2022-06-18,24.5736
2022-06-19,24.5736
2022-06-20,24.5736
2022-06-21,24.4887
2022-06-22,25.0143
2022-06-23,26.0407
2022-06-24,26.3473
2022-06-25,26.3473
2022-06-26,26.3473
2022-06-27,26.5197
2022-06-28,26.3555
2022-06-29,26.5635
2022-06-30,28.0062
2022-07-01,28.6189
2022-07-02,28.6189
2022-07-03,28.6189
2022-07-04,28.6189
2022-07-05,28.2929
2022-07-06,28.5852
2022-07-07,28.4615
2022-07-08,28.1804
2022-07-09,28.1804
2022-07-10,28.1804
2022-07-11,28.2507
2022-07-12,28.0258
2022-07-13,28.0849
2022-07-14,28.1495
2022-07-15,28.4784
2022-07-16,28.4784
2022-07-17,28.4784
2022-07-18,27.7729
2022-07-19,28.0652
2022-07-20,27.8544
2022-07-21,28.0905
2022-07-22,28.3013
2022-07-23,28.3013
2022-07-24,28.3013
2022-07-25,28.6414
2022-07-26,28.81
2022-07-27,28.7004
2022-07-28,29.6504
2022-07-29,29.597
2022-07-30,29.597
2022-07-31,29.597
2022-08-01,29.7636
2022-08-02,29.9266
2022-08-03,30.4803
2022-08-04,30.5112
2022-08-05,29.7832
2022-08-06,29.7832
2022-08-07,29.7832
2022-08-08,29.7467
2022-08-09,29.8901
2022-08-10,29.9772
2022-08-11,29.7158
2022-08-12,30.098
2022-08-13,30.098
2022-08-14,30.098
2022-08-15,30.3482
2022-08-16,30.2976
2022-08-17,30.2611
2022-08-18,30.1739
2022-08-19,29.9772
2022-08-20,29.9772
2022-08-21,29.9772
2022-08-22,29.5499
2022-08-23,28.9316
2022-08-24,28.9906
2022-08-25,29.3841
2022-08-26,28.9231
2022-08-27,28.9231
2022-08-28,28.9231
2022-08-29,28.8922
2022-08-30,28.5353
2022-08-31,28.4172
2022-09-01,28.6449
2022-09-02,28.3863
2022-09-03,28.3863
2022-09-04,28.3863
2022-09-05,28.3863
2022-09-06,28.2598
2022-09-07,28.6477
2022-09-08,28.7404
2022-09-09,28.8163
2022-09-10,28.8163
2022-09-11,28.8163
2022-09-12,29.3363
2022-09-13,29.3167
2022-09-14,30.2161
2022-09-15,29.5106
2022-09-16,29.2098
2022-09-17,29.2098
2022-09-18,29.2098
2022-09-19,29.3616
2022-09-20,29.0834
2022-09-21,28.9147
2022-09-22,28.7967
2022-09-23,28.5015
2022-09-24,28.5015
2022-09-25,28.5015
2022-09-26,28.1755
2022-09-27,27.6246
2022-09-28,28.0799
2022-09-29,27.5093
2022-09-30,27.7192
2022-10-01,27.7192
2022-10-02,27.7192
2022-10-03,28.8705
2022-10-04,29.4805
2022-10-05,29.0166
2022-10-06,28.5927
2022-10-07,28.2232
2022-10-08,28.2232
2022-10-09,28.2232
2022-10-10,28.5039
2022-10-11,29.2314
2022-10-12,29.0509
2022-10-13,29.7755
2022-10-14,29.7039
2022-10-15,29.7039
2022-10-16,29.7039
2022-10-17,30.1851
2022-10-18,30.3827
2022-10-19,30.0591
2022-10-20,27.8166
2022-10-21,28.5297
2022-10-22,28.5297
2022-10-23,28.5297
2022-10-24,28.9307
2022-10-25,29.7469
2022-10-26,29.6581
2022-10-27,30.3827
2022-10-28,31.0672
2022-10-29,31.0672
2022-10-30,31.0672
2022-10-31,31.3021
2022-11-01,30.609
2022-11-02,30.2223
2022-11-03,30.503
2022-11-04,30.861
2022-11-05,30.861
2022-11-06,30.861
2022-11-07,30.9096
2022-11-08,31.1073
2022-11-09,31.2562
2022-11-10,32.9003
2022-11-11,31.8778
2022-11-12,31.8778
2022-11-13,31.8778
2022-11-14,32.5738
2022-11-15,32.9605
2022-11-16,33.2355
2022-11-17,32.9748
2022-11-18,33.3443
2022-11-19,33.3443
2022-11-20,33.3443
2022-11-21,33.2927
2022-11-22,33.4503
2022-11-23,33.7482
2022-11-24,33.7482
2022-11-25,33.8857
2022-11-26,33.8857
2022-11-27,33.8857
2022-11-28,33.393
2022-11-29,33.1495
2022-11-30,33.4617
2022-12-01,33.6594
2022-12-02,33.5162
2022-12-03,33.5162
2022-12-04,33.5162
2022-12-05,33.35
2022-12-06,32.9748
2022-12-07,33.012
2022-12-08,33.161
2022-12-09,33.1323
2022-12-10,33.1323
2022-12-11,33.1323
2022-12-12,33.1925
2022-12-13,33.2269
2022-12-14,32.8889
2022-12-15,32.4048
2022-12-16,32.021
2022-12-17,32.021
2022-12-18,32.021
2022-12-19,31.8835
2022-12-20,31.7517
2022-12-21,32.0496
2022-12-22,31.9637
2022-12-23,32.2387
2022-12-24,32.2387
2022-12-25,32.2387
2022-12-26,32.2387
2022-12-27,32.5767
2022-12-28,32.3876
2022-12-29,32.5022
2022-12-30,32.7645
2022-12-31,32.7645
2023-01-01,32.7645
2023-01-02,32.7645
2023-01-03,33.5204
2023-01-04,33.8444
2023-01-05,32.8725
2023-01-06,33.3774
2023-01-07,33.3774
2023-01-08,33.3774
2023-01-09,32.9717
2023-01-10,33.4445
2023-01-11,33.5671
2023-01-12,33.5554
2023-01-13,33.6196
2023-01-14,33.6196
2023-01-15,33.6196
2023-01-16,33.6196
2023-01-17,33.7802
2023-01-18,33.2577
2023-01-19,32.8608
2023-01-20,32.9075
2023-01-21,32.9075
2023-01-22,32.9075
2023-01-23,33.1468
2023-01-24,33.8385
2023-01-25,33.8006
2023-01-26,33.4766
2023-01-27,33.535
2023-01-28,33.535
2023-01-29,33.535
2023-01-30,32.8345
2023-01-31,33.2373
2023-02-01,34.0574
2023-02-02,34.577
2023-02-03,34.3289
2023-02-04,34.3289
2023-02-05,34.3289
2023-02-06,34.326
2023-02-07,33.9962
2023-02-08,33.3103
2023-02-09,32.7616
2023-02-10,33.0593
2023-02-11,33.0593
2023-02-12,33.0593
2023-02-13,33.4474
2023-02-14,33.0709
2023-02-15,32.9542
2023-02-16,32.782
2023-02-17,33.2665
2023-02-18,33.2665
2023-02-19,33.2665
2023-02-20,33.2665
2023-02-21,32.9454
2023-02-22,32.9454
2023-02-23,32.5864
2023-02-24,32.4055
2023-02-25,32.4055
2023-02-26,32.4055
2023-02-27,32.0115
2023-02-28,31.8159
2023-03-01,31.1183
2023-03-02,30.4908
2023-03-03,31.209
2023-03-04,31.209
2023-03-05,31.209
2023-03-06,30.7974
2023-03-07,30.7127
2023-03-08,30.993
2023-03-09,30.7944
2023-03-10,30.4908
2023-03-11,30.4908
2023-03-12,30.4908
2023-03-13,30.5726
2023-03-14,31.0718
2023-03-15,31.2674
2023-03-16,31.5068
2023-03-17,31.0747
2023-03-18,31.0747
2023-03-19,31.0747
2023-03-20,31.4309
