,AVNT US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,20.2251
2020-01-02,20.2204
2020-01-03,19.5807
2020-01-04,19.5807
2020-01-05,19.5807
2020-01-06,19.533
2020-01-07,19.428
2020-01-08,19.3373
2020-01-09,19.3993
2020-01-10,19.3182
2020-01-11,19.3182
2020-01-12,19.3182
2020-01-13,19.323
2020-01-14,19.7048
2020-01-15,19.7812
2020-01-16,20.2013
2020-01-17,20.1392
2020-01-18,20.1392
2020-01-19,20.1392
2020-01-20,20.1392
2020-01-21,19.7573
2020-01-22,19.7001
2020-01-23,19.6141
2020-01-24,19.1845
2020-01-25,19.1845
2020-01-26,19.1845
2020-01-27,18.8361
2020-01-28,19.7144
2020-01-29,19.6644
2020-01-30,19.0675
2020-01-31,21.2544
2020-02-01,21.2544
2020-02-02,21.2544
2020-02-03,21.7194
2020-02-04,21.9659
2020-02-05,21.9939
2020-02-06,20.9798
2020-02-07,21.0706
2020-02-08,21.0706
2020-02-09,21.0706
2020-02-10,20.6926
2020-02-11,20.9388
2020-02-12,20.9789
2020-02-13,20.8873
2020-02-14,20.6983
2020-02-15,20.6983
2020-02-16,20.6983
2020-02-17,20.6983
2020-02-18,20.4349
2020-02-19,20.4636
2020-02-20,20.4292
2020-02-21,19.6159
2020-02-22,19.6159
2020-02-23,19.6159
2020-02-24,18.9287
2020-02-25,17.5599
2020-02-26,17.4225
2020-02-27,16.6378
2020-02-28,16.844
2020-02-29,16.844
2020-03-01,16.844
2020-03-02,17.0445
2020-03-03,16.5347
2020-03-04,17.1476
2020-03-05,16.6665
2020-03-06,16.0193
2020-03-07,16.0193
2020-03-08,16.0193
2020-03-09,14.788
2020-03-10,15.3091
2020-03-11,14.2095
2020-03-12,12.5487
2020-03-13,13.4879
2020-03-14,13.4879
2020-03-15,13.4879
2020-03-16,11.4147
2020-03-17,11.2257
2020-03-18,8.4652
2020-03-19,10.3208
2020-03-20,11.0081
2020-03-21,11.0081
2020-03-22,11.0081
2020-03-23,11.3803
2020-03-24,12.3253
2020-03-25,12.8064
2020-03-26,13.4822
2020-03-27,12.7205
2020-03-28,12.7205
2020-03-29,12.7205
2020-03-30,13.3734
2020-03-31,10.5571
2020-04-01,9.8573
2020-04-02,10.0738
2020-04-03,9.7907
2020-04-04,9.7907
2020-04-05,9.7907
2020-04-06,10.7453
2020-04-07,10.7897
2020-04-08,11.4335
2020-04-09,12.1106
2020-04-10,12.1106
2020-04-11,12.1106
2020-04-12,12.1106
2020-04-13,11.6832
2020-04-14,11.7165
2020-04-15,10.9451
2020-04-16,10.7564
2020-04-17,11.4945
2020-04-18,11.4945
2020-04-19,11.4945
2020-04-20,10.873
2020-04-21,10.989
2020-04-22,10.956
2020-04-23,11.8401
2020-04-24,11.7083
2020-04-25,11.7083
2020-04-26,11.7083
2020-04-27,12.2464
2020-04-28,12.3068
2020-04-29,13.427
2020-04-30,12.8285
2020-05-01,12.2629
2020-05-02,12.2629
2020-05-03,12.2629
2020-05-04,12.1256
2020-05-05,12.1696
2020-05-06,11.8456
2020-05-07,11.9444
2020-05-08,12.5924
2020-05-09,12.5924
2020-05-10,12.5924
2020-05-11,12.4276
2020-05-12,11.862
2020-05-13,11.2745
2020-05-14,11.604
2020-05-15,11.7028
2020-05-16,11.7028
2020-05-17,11.7028
2020-05-18,12.9383
2020-05-19,12.3782
2020-05-20,12.9493
2020-05-21,13.1799
2020-05-22,13.2733
2020-05-23,13.2733
2020-05-24,13.2733
2020-05-25,13.2733
2020-05-26,13.3996
2020-05-27,14.1958
2020-05-28,13.6302
2020-05-29,13.6467
2020-05-30,13.6467
2020-05-31,13.6467
2020-06-01,14.0914
2020-06-02,14.7504
2020-06-03,15.0798
2020-06-04,15.2061
2020-06-05,15.8816
2020-06-06,15.8816
2020-06-07,15.8816
2020-06-08,16.1177
2020-06-09,15.7772
2020-06-10,15.1732
2020-06-11,13.74
2020-06-12,14.2617
2020-06-13,14.2617
2020-06-14,14.2617
2020-06-15,14.3331
2020-06-16,14.399
2020-06-17,14.086
2020-06-18,13.9652
2020-06-19,13.5753
2020-06-20,13.5753
2020-06-21,13.5753
2020-06-22,13.6192
2020-06-23,13.6027
2020-06-24,13.1085
2020-06-25,13.7181
2020-06-26,13.8718
2020-06-27,13.8718
2020-06-28,13.8718
2020-06-29,14.3221
2020-06-30,14.8483
2020-07-01,14.4031
2020-07-02,14.7962
2020-07-03,14.7962
2020-07-04,14.7962
2020-07-05,14.7962
2020-07-06,15.1257
2020-07-07,14.7615
2020-07-08,14.4262
2020-07-09,13.7614
2020-07-10,14.3742
2020-07-11,14.3742
2020-07-12,14.3742
2020-07-13,14.3164
2020-07-14,14.2701
2020-07-15,14.9118
2020-07-16,14.6633
2020-07-17,14.8078
2020-07-18,14.8078
2020-07-19,14.8078
2020-07-20,14.4725
