,SMG US Equity
2020-07-28,18.9606
2020-07-29,20.7791
2020-07-30,20.2184
2020-07-31,20.3588
2020-08-01,20.3588
2020-08-02,20.3588
2020-08-03,20.3077
2020-08-04,20.2897
2020-08-05,20.2635
2020-08-06,20.2464
2020-08-07,20.4292
2020-08-08,20.4292
2020-08-09,20.4292
2020-08-10,20.1352
2020-08-11,20.0197
2020-08-12,20.5928
2020-08-13,20.8505
2020-08-14,20.9809
2020-08-15,20.9809
2020-08-16,20.9809
2020-08-17,21.275
2020-08-18,21.2621
2020-08-19,21.2055
2020-08-20,21.7262
2020-08-21,21.7443
2020-08-22,21.7443
2020-08-23,21.7443
2020-08-24,21.9603
2020-08-25,22.1848
2020-08-26,20.9296
2020-08-27,21.2942
2020-08-28,21.4321
2020-08-29,21.4321
2020-08-30,21.4321
2020-08-31,21.5048
2020-09-01,21.6706
2020-09-02,21.6406
2020-09-03,20.9595
2020-09-04,20.6634
2020-09-05,20.6634
2020-09-06,20.6634
2020-09-07,20.6634
2020-09-08,20.318
2020-09-09,20.8131
2020-09-10,20.7478
2020-09-11,20.5917
2020-09-12,20.5917
2020-09-13,20.5917
2020-09-14,20.5736
2020-09-15,20.6538
2020-09-16,20.0197
2020-09-17,20.0304
2020-09-18,19.4306
2020-09-19,19.4306
2020-09-20,19.4306
2020-09-21,19.297
2020-09-22,19.7535
2020-09-23,19.0746
2020-09-24,19.2018
2020-09-25,19.4327
2020-09-26,19.4327
2020-09-27,19.4327
2020-09-28,19.7695
2020-09-29,19.7706
2020-09-30,17.4371
2020-10-01,17.2056
2020-10-02,17.2313
2020-10-03,17.2313
2020-10-04,17.2313
2020-10-05,17.4524
2020-10-06,17.3323
2020-10-07,17.6535
2020-10-08,17.804
2020-10-09,18.4988
2020-10-10,18.4988
2020-10-11,18.4988
2020-10-12,18.4397
2020-10-13,18.6198
2020-10-14,18.7246
2020-10-15,18.7218
2020-10-16,18.7017
2020-10-17,18.7017
2020-10-18,18.7017
2020-10-19,18.474
2020-10-20,18.3053
2020-10-21,17.7545
2020-10-22,17.8202
2020-10-23,18.0108
2020-10-24,18.0108
2020-10-25,18.0108
2020-10-26,17.6573
2020-10-27,17.6544
2020-10-28,17.6773
2020-10-29,17.7573
2020-10-30,17.1646
2020-10-31,17.1646
2020-11-01,17.1646
2020-11-02,17.6687
2020-11-03,17.9241
2020-11-04,18.3892
2020-11-05,19.1763
2020-11-06,19.6824
2020-11-07,19.6824
2020-11-08,19.6824
2020-11-09,17.6973
2020-11-10,18.2167
2020-11-11,18.5426
2020-11-12,18.697
2020-11-13,18.7227
2020-11-14,18.7227
2020-11-15,18.7227
2020-11-16,18.8132
2020-11-17,18.9247
2020-11-18,18.8132
2020-11-19,18.899
2020-11-20,19.0019
2020-11-21,19.0019
2020-11-22,19.0019
2020-11-23,19.1125
2020-11-24,19.1117
2020-11-25,19.0012
2020-11-26,19.0012
2020-11-27,19.2307
2020-11-28,19.2307
2020-11-29,19.2307
2020-11-30,19.6069
2020-12-01,19.6479
2020-12-02,18.985
2020-12-03,19.0888
2020-12-04,19.4222
2020-12-05,19.4222
2020-12-06,19.4222
2020-12-07,19.3945
2020-12-08,19.7527
2020-12-09,19.9146
2020-12-10,20.669
2020-12-11,20.9833
2020-12-12,20.9833
2020-12-13,20.9833
2020-12-14,21.1824
2020-12-15,20.9623
2020-12-16,21.0371
2020-12-17,21.885
2020-12-18,21.9021
2020-12-19,21.9021
2020-12-20,21.9021
2020-12-21,21.7623
2020-12-22,21.8907
2020-12-23,21.8593
2020-12-24,21.8498
2020-12-25,21.8498
2020-12-26,21.8498
2020-12-27,21.8498
2020-12-28,21.6423
2020-12-29,21.4358
2020-12-30,21.5643
2020-12-31,19.6884
2021-01-01,19.6884
2021-01-02,19.6884
2021-01-03,19.6884
2021-01-04,19.8175
2021-01-05,20.0094
2021-01-06,20.9748
2021-01-07,21.6463
2021-01-08,21.8774
2021-01-09,21.8774
2021-01-10,21.8774
2021-01-11,21.6912
2021-01-12,21.897
2021-01-13,21.7778
2021-01-14,21.7149
2021-01-15,21.4649
2021-01-16,21.4649
2021-01-17,21.4649
2021-01-18,21.4649
2021-01-19,21.2909
2021-01-20,21.5932
2021-01-21,21.9983
2021-01-22,22.2907
2021-01-23,22.2907
2021-01-24,22.2907
2021-01-25,22.2711
2021-01-26,21.8995
2021-01-27,21.4184
2021-01-28,21.9346
2021-01-29,21.5074
2021-01-30,21.5074
2021-01-31,21.5074
2021-02-01,21.9918
2021-02-02,22.0865
2021-02-03,23.0397
2021-02-04,22.7497
2021-02-05,22.7424
2021-02-06,22.7424
2021-02-07,22.7424
2021-02-08,22.9866
2021-02-09,23.0699
2021-02-10,22.9858
2021-02-11,23.1028
2021-02-12,23.4729
2021-02-13,23.4729
2021-02-14,23.4729
2021-02-15,23.4729
2021-02-16,23.3707
2021-02-17,22.9369
2021-02-18,22.3511
2021-02-19,22.5055
2021-02-20,22.5055
2021-02-21,22.5055
2021-02-22,21.8593
2021-02-23,21.5243
2021-02-24,21.4279
2021-02-25,20.8274
2021-02-26,20.8372
2021-02-27,20.8372
2021-02-28,20.8372
2021-03-01,21.7874
2021-03-02,21.1142
2021-03-03,20.2514
2021-03-04,19.6158
2021-03-05,19.8429
2021-03-06,19.8429
2021-03-07,19.8429
2021-03-08,19.6493
2021-03-09,20.6983
2021-03-10,21.2637
2021-03-11,21.4238
2021-03-12,21.7049
2021-03-13,21.7049
2021-03-14,21.7049
2021-03-15,22.5578
2021-03-16,22.6101
2021-03-17,22.1117
2021-03-18,22.1175
2021-03-19,22.6134
2021-03-20,22.6134
2021-03-21,22.6134
2021-03-22,22.499
2021-03-23,22.0897
2021-03-24,22.2572
2021-03-25,22.6526
2021-03-26,23.1469
2021-03-27,23.1469
2021-03-28,23.1469
2021-03-29,23.2751
2021-03-30,23.4385
2021-03-31,23.4369
2021-04-01,22.1576
2021-04-02,22.1576
2021-04-03,22.1576
2021-04-04,22.1576
2021-04-05,22.3517
2021-04-06,22.1562
2021-04-07,21.9984
2021-04-08,22.1695
2021-04-09,22.0828
2021-04-10,22.0828
2021-04-11,22.0828
2021-04-12,22.1732
2021-04-13,21.4334
2021-04-14,21.5052
2021-04-15,21.0039
2021-04-16,21.286
2021-04-17,21.286
2021-04-18,21.286
2021-04-19,20.9187
2021-04-20,20.4885
2021-04-21,20.7669
2021-04-22,20.6373
2021-04-23,20.8869
2021-04-24,20.8869
2021-04-25,20.8869
2021-04-26,21.1268
2021-04-27,21.2557
2021-04-28,21.246
2021-04-29,21.206
2021-04-30,20.7625
2021-05-01,20.7625
2021-05-02,20.7625
2021-05-03,20.7588
2021-05-04,20.527
2021-05-05,21.5911
2021-05-06,21.4497
2021-05-07,21.7215
2021-05-08,21.7215
2021-05-09,21.7215
2021-05-10,21.563
2021-05-11,21.6126
2021-05-12,20.5536
2021-05-13,20.5588
2021-05-14,20.6758
2021-05-15,20.6758
2021-05-16,20.6758
2021-05-17,20.6047
2021-05-18,20.1663
2021-05-19,19.9331
2021-05-20,19.6398
2021-05-21,19.5657
2021-05-22,19.5657
2021-05-23,19.5657
2021-05-24,19.8679
2021-05-25,19.6739
2021-05-26,19.8968
2021-05-27,19.6013
2021-05-28,19.7413
2021-05-29,19.7413
2021-05-30,19.7413
2021-05-31,19.7413
2021-06-01,19.3295
2021-06-02,19.0252
2021-06-03,18.569
2021-06-04,18.5542
2021-06-05,18.5542
2021-06-06,18.5542
2021-06-07,18.9022
2021-06-08,18.643
2021-06-09,18.4557
2021-06-10,18.0143
2021-06-11,17.8877
2021-06-12,17.8877
2021-06-13,17.8877
2021-06-14,17.9803
2021-06-15,17.71
2021-06-16,17.7537
2021-06-17,17.6381
2021-06-18,17.8973
2021-06-19,17.8973
2021-06-20,17.8973
2021-06-21,18.0573
2021-06-22,18.2165
2021-06-23,17.8388
2021-06-24,17.8596
2021-06-25,17.6641
2021-06-26,17.6641
2021-06-27,17.6641
2021-06-28,17.8003
2021-06-29,17.8373
2021-06-30,17.8566
2021-07-01,17.7899
2021-07-02,16.7033
2021-07-03,16.7033
2021-07-04,16.7033
2021-07-05,16.7033
2021-07-06,16.487
2021-07-07,16.4436
2021-07-08,16.0094
2021-07-09,16.3249
2021-07-10,16.3249
2021-07-11,16.3249
2021-07-12,16.2735
2021-07-13,16.136
2021-07-14,16.0666
2021-07-15,15.9363
2021-07-16,16.0897
2021-07-17,16.0897
2021-07-18,16.0897
2021-07-19,15.9754
2021-07-20,16.1831
2021-07-21,16.2786
2021-07-22,16.1975
2021-07-23,16.2663
2021-07-24,16.2663
2021-07-25,16.2663
2021-07-26,16.3003
2021-07-27,16.1114
2021-07-28,16.2091
2021-07-29,15.9978
2021-07-30,15.8618
2021-07-31,15.8618
2021-08-01,15.8618
2021-08-02,15.6852
2021-08-03,15.8509
2021-08-04,14.9645
2021-08-05,14.8061
2021-08-06,14.9305
2021-08-07,14.9305
2021-08-08,14.9305
2021-08-09,14.835
2021-08-10,14.6201
2021-08-11,14.7717
2021-08-12,14.539
2021-08-13,14.3918
2021-08-14,14.3918
2021-08-15,14.3918
2021-08-16,14.1592
2021-08-17,14.0606
2021-08-18,14.286
2021-08-19,14.2316
2021-08-20,14.4651
2021-08-21,14.4651
2021-08-22,14.4651
2021-08-23,14.5122
2021-08-24,14.5484
2021-08-25,14.6173
2021-08-26,14.473
2021-08-27,14.7151
2021-08-28,14.7151
2021-08-29,14.7151
2021-08-30,14.5107
2021-08-31,14.4252
2021-09-01,14.4208
2021-09-02,14.6448
2021-09-03,14.6267
2021-09-04,14.6267
2021-09-05,14.6267
2021-09-06,14.6267
2021-09-07,14.3694
2021-09-08,14.2817
2021-09-09,14.2853
2021-09-10,14.0475
2021-09-11,14.0475
2021-09-12,14.0475
2021-09-13,14.2244
2021-09-14,13.5611
2021-09-15,13.609
2021-09-16,13.451
2021-09-17,13.3727
2021-09-18,13.3727
2021-09-19,13.3727
2021-09-20,13.6039
2021-09-21,13.6691
2021-09-22,13.6017
2021-09-23,13.6401
2021-09-24,13.5568
2021-09-25,13.5568
2021-09-26,13.5568
2021-09-27,13.746
2021-09-28,13.9084
2021-09-29,13.8105
2021-09-30,14.416
2021-10-01,14.4756
2021-10-02,14.4756
2021-10-03,14.4756
2021-10-04,14.4076
2021-10-05,14.4313
2021-10-06,14.4985
2021-10-07,14.5406
2021-10-08,14.4626
2021-10-09,14.4626
2021-10-10,14.4626
2021-10-11,14.5864
2021-10-12,14.7301
2021-10-13,14.4405
2021-10-14,14.5857
2021-10-15,14.5681
2021-10-16,14.5681
2021-10-17,14.5681
2021-10-18,14.5635
2021-10-19,14.5796
2021-10-20,14.5406
2021-10-21,14.5329
2021-10-22,14.4909
2021-10-23,14.4909
2021-10-24,14.4909
2021-10-25,14.5253
2021-10-26,14.6621
2021-10-27,14.4924
2021-10-28,14.5184
2021-10-29,14.5765
2021-10-30,14.5765
2021-10-31,14.5765
2021-11-01,14.5238
2021-11-02,14.4687
2021-11-03,15.6696
2021-11-04,15.7575
2021-11-05,15.8201
2021-11-06,15.8201
2021-11-07,15.8201
2021-11-08,15.9936
2021-11-09,16.3231
2021-11-10,16.028
2021-11-11,16.6021
2021-11-12,16.7496
2021-11-13,16.7496
2021-11-14,16.7496
2021-11-15,16.3338
2021-11-16,16.3468
2021-11-17,16.1274
2021-11-18,15.8989
2021-11-19,15.908
2021-11-20,15.908
2021-11-21,15.908
2021-11-22,15.8255
2021-11-23,15.6857
2021-11-24,15.7008
2021-11-25,15.7008
2021-11-26,15.425
2021-11-27,15.425
2021-11-28,15.425
2021-11-29,15.2777
2021-11-30,14.1754
2021-12-01,13.6715
2021-12-02,13.7825
2021-12-03,13.3526
2021-12-04,13.3526
2021-12-05,13.3526
2021-12-06,13.7168
2021-12-07,14.5516
2021-12-08,14.6876
2021-12-09,14.4421
2021-12-10,14.7073
2021-12-11,14.7073
2021-12-12,14.7073
2021-12-13,14.6415
2021-12-14,14.5773
2021-12-15,15.0096
2021-12-16,15.0194
2021-12-17,15.0383
2021-12-18,15.0383
2021-12-19,15.0383
2021-12-20,14.6939
2021-12-21,14.7949
2021-12-22,15.0978
2021-12-23,15.3698
2021-12-24,15.3698
2021-12-25,15.3698
2021-12-26,15.3698
2021-12-27,15.4308
2021-12-28,15.3163
2021-12-29,15.1136
2021-12-30,15.2078
2021-12-31,18.732
2022-01-01,18.732
2022-01-02,18.732
2022-01-03,19.0313
2022-01-04,18.6488
2022-01-05,18.7902
2022-01-06,18.5865
2022-01-07,18.7195
2022-01-08,18.7195
2022-01-09,18.7195
2022-01-10,18.9498
2022-01-11,18.9565
2022-01-12,18.8426
2022-01-13,19.0579
2022-01-14,18.9473
2022-01-15,18.9473
2022-01-16,18.9473
2022-01-17,18.9473
2022-01-18,18.7129
2022-01-19,18.7544
2022-01-20,18.1699
2022-01-21,17.7533
2022-01-22,17.7533
2022-01-23,17.7533
2022-01-24,18.0734
2022-01-25,18.1142
2022-01-26,17.7217
2022-01-27,17.5629
2022-01-28,17.5296
2022-01-29,17.5296
2022-01-30,17.5296
2022-01-31,17.9171
2022-02-01,17.5421
2022-02-02,17.0922
2022-02-03,16.506
2022-02-04,16.3929
2022-02-05,16.3929
2022-02-06,16.3929
2022-02-07,16.2632
2022-02-08,16.4935
2022-02-09,16.7766
2022-02-10,17.3194
2022-02-11,17.1396
2022-02-12,17.1396
2022-02-13,17.1396
2022-02-14,17.1833
2022-02-15,17.2908
2022-02-16,17.3841
2022-02-17,17.0875
2022-02-18,16.8976
2022-02-19,16.8976
2022-02-20,16.8976
2022-02-21,16.8976
2022-02-22,16.5942
2022-02-23,16.2539
2022-02-24,16.5942
2022-02-25,17.1152
2022-02-26,17.1152
2022-02-27,17.1152
2022-02-28,17.1135
2022-03-01,17.0295
2022-03-02,16.8102
2022-03-03,17.0354
2022-03-04,16.9564
2022-03-05,16.9564
2022-03-06,16.9564
2022-03-07,16.0002
2022-03-08,15.3599
2022-03-09,15.396
2022-03-10,15.2195
2022-03-11,15.012
2022-03-12,15.012
2022-03-13,15.012
2022-03-14,14.7448
2022-03-15,14.9288
2022-03-16,15.6758
2022-03-17,16.2623
2022-03-18,16.4085
2022-03-19,16.4085
2022-03-20,16.4085
2022-03-21,16.0951
2022-03-22,16.2867
2022-03-23,15.8128
2022-03-24,15.8271
2022-03-25,15.8808
2022-03-26,15.8808
2022-03-27,15.8808
2022-03-28,15.9061
2022-03-29,16.3732
2022-03-30,16.2212
2022-03-31,15.6767
2022-04-01,17.8596
2022-04-02,17.8596
2022-04-03,17.8596
2022-04-04,18.0025
2022-04-05,17.3082
2022-04-06,17.1457
2022-04-07,16.9352
2022-04-08,16.9228
2022-04-09,16.9228
2022-04-10,16.9228
2022-04-11,16.9343
2022-04-12,16.6609
2022-04-13,16.9468
2022-04-14,16.6546
2022-04-15,16.6546
2022-04-16,16.6546
2022-04-17,16.6546
2022-04-18,16.6262
2022-04-19,16.9938
2022-04-20,16.985
2022-04-21,16.1663
2022-04-22,15.7996
2022-04-23,15.7996
2022-04-24,15.7996
2022-04-25,16.026
2022-04-26,15.5998
2022-04-27,15.4701
2022-04-28,15.5501
2022-04-29,15.7791
2022-04-30,15.7791
2022-05-01,15.7791
2022-05-02,15.9665
2022-05-03,15.9585
2022-05-04,16.9015
2022-05-05,16.2773
2022-05-06,15.8404
2022-05-07,15.8404
2022-05-08,15.8404
2022-05-09,15.6868
2022-05-10,15.2686
2022-05-11,14.7112
2022-05-12,14.9678
2022-05-13,15.1908
2022-05-14,15.1908
2022-05-15,15.1908
2022-05-16,14.9191
2022-05-17,15.2855
2022-05-18,14.4377
2022-05-19,14.6351
2022-05-20,14.6041
2022-05-21,14.6041
2022-05-22,14.6041
2022-05-23,14.5324
2022-05-24,14.4333
2022-05-25,14.5377
2022-05-26,14.8032
2022-05-27,15.0881
2022-05-28,15.0881
2022-05-29,15.0881
2022-05-30,15.0881
2022-05-31,14.9235
2022-06-01,14.7023
2022-06-02,15.0979
2022-06-03,15.1757
2022-06-04,15.1757
2022-06-05,15.1757
2022-06-06,15.4093
2022-06-07,15.5925
2022-06-08,14.7917
2022-06-09,14.7103
2022-06-10,14.5041
2022-06-11,14.5041
2022-06-12,14.5041
2022-06-13,14.367
2022-06-14,14.1015
2022-06-15,14.2378
2022-06-16,13.3272
2022-06-17,13.337
2022-06-18,13.337
2022-06-19,13.337
2022-06-20,13.337
2022-06-21,13.306
2022-06-22,13.16
2022-06-23,13.5246
2022-06-24,13.8307
2022-06-25,13.8307
2022-06-26,13.8307
2022-06-27,13.8874
2022-06-28,13.7546
2022-06-29,13.6573
2022-06-30,13.5405
2022-07-01,13.5405
2022-07-02,13.5405
2022-07-03,13.5405
2022-07-04,13.5405
2022-07-05,13.5405
2022-07-06,13.5405
2022-07-07,13.5405
2022-07-08,13.5405
2022-07-09,13.5405
2022-07-10,13.5405
2022-07-11,13.5405
2022-07-12,13.5405
2022-07-13,13.5405
2022-07-14,13.5405
2022-07-15,13.5405
2022-07-16,13.5405
2022-07-17,13.5405
2022-07-18,13.5405
2022-07-19,13.5405
2022-07-20,13.5405
2022-07-21,13.5405
2022-07-22,13.5405
2022-07-23,13.5405
2022-07-24,13.5405
2022-07-25,13.5405
2022-07-26,13.5405
2022-07-27,13.5405
2022-07-28,13.5405
2022-07-29,13.5405
2022-07-30,13.5405
2022-07-31,13.5405
2022-08-01,13.5405
2022-08-02,13.5405
2022-08-03,13.5405
2022-08-04,13.5405
2022-08-05,13.5405
2022-08-06,13.5405
2022-08-07,13.5405
2022-08-08,13.5405
2022-08-09,13.5405
2022-08-10,13.5405
2022-08-11,13.5405
2022-08-12,13.5405
2022-08-13,13.5405
2022-08-14,13.5405
2022-08-15,13.5405
2022-08-16,13.5405
2022-08-17,13.5405
2022-08-18,13.5405
2022-08-19,13.5405
2022-08-20,13.5405
2022-08-21,13.5405
2022-08-22,13.5405
2022-08-23,13.5405
2022-08-24,13.5405
2022-08-25,13.5405
2022-08-26,13.5405
2022-08-27,13.5405
2022-08-28,13.5405
2022-08-29,13.5405
2022-08-30,13.5405
2022-08-31,13.5405
2022-09-01,13.5405
2022-09-02,13.5405
2022-09-03,13.5405
2022-09-04,13.5405
2022-09-05,13.5405
2022-09-06,13.5405
2022-09-07,13.5405
2022-09-08,13.5405
2022-09-09,13.5405
2022-09-10,13.5405
2022-09-11,13.5405
2022-09-12,13.5405
2022-09-13,13.5405
2022-09-14,13.5405
2022-09-15,13.5405
2022-09-16,13.5405
2022-09-17,13.5405
2022-09-18,13.5405
2022-09-19,13.5405
2022-09-20,13.5405
2022-09-21,13.5405
2022-09-22,13.5405
2022-09-23,13.5405
2022-09-24,13.5405
2022-09-25,13.5405
2022-09-26,13.5405
2022-09-27,13.5405
2022-09-28,13.5405
2022-09-29,13.5405
2022-09-30,13.5405
2022-10-01,13.5405
2022-10-02,13.5405
2022-10-03,13.5405
2022-10-04,13.5405
2022-10-05,13.5405
2022-10-06,13.5405
2022-10-07,13.5405
2022-10-08,13.5405
2022-10-09,13.5405
2022-10-10,13.5405
2022-10-11,13.5405
2022-10-12,13.5405
2022-10-13,13.5405
2022-10-14,13.5405
2022-10-15,13.5405
2022-10-16,13.5405
2022-10-17,13.5405
2022-10-18,13.5405
2022-10-19,13.5405
2022-10-20,13.5405
2022-10-21,13.5405
2022-10-22,13.5405
2022-10-23,13.5405
2022-10-24,13.5405
2022-10-25,13.5405
2022-10-26,13.5405
2022-10-27,13.5405
2022-10-28,13.5405
2022-10-29,13.5405
2022-10-30,13.5405
2022-10-31,13.5405
2022-11-01,13.5405
2022-11-02,13.5405
2022-11-03,13.5405
2022-11-04,13.5405
2022-11-05,13.5405
2022-11-06,13.5405
2022-11-07,13.5405
2022-11-08,13.5405
2022-11-09,13.5405
2022-11-10,13.5405
2022-11-11,13.5405
2022-11-12,13.5405
2022-11-13,13.5405
2022-11-14,13.5405
2022-11-15,13.5405
2022-11-16,13.5405
2022-11-17,13.5405
2022-11-18,13.5405
2022-11-19,13.5405
2022-11-20,13.5405
2022-11-21,13.5405
2022-11-22,13.5405
2022-11-23,13.5405
2022-11-24,13.5405
2022-11-25,13.5405
2022-11-26,13.5405
2022-11-27,13.5405
2022-11-28,13.5405
2022-11-29,13.5405
2022-11-30,13.5405
2022-12-01,13.5405
2022-12-02,13.5405
2022-12-03,13.5405
2022-12-04,13.5405
2022-12-05,13.5405
2022-12-06,13.5405
2022-12-07,13.5405
2022-12-08,13.5405
2022-12-09,13.5405
2022-12-10,13.5405
2022-12-11,13.5405
2022-12-12,13.5405
2022-12-13,13.5405
2022-12-14,13.5405
2022-12-15,13.5405
2022-12-16,13.5405
2022-12-17,13.5405
2022-12-18,13.5405
2022-12-19,13.5405
2022-12-20,13.5405
2022-12-21,13.5405
2022-12-22,13.5405
2022-12-23,13.5405
2022-12-24,13.5405
2022-12-25,13.5405
2022-12-26,13.5405
2022-12-27,13.5405
2022-12-28,13.5405
2022-12-29,13.5405
2022-12-30,13.5405
2022-12-31,13.5405
2023-01-01,13.5405
2023-01-02,13.5405
2023-01-03,13.5405
2023-01-04,13.5405
2023-01-05,13.5405
2023-01-06,13.5405
2023-01-07,13.5405
2023-01-08,13.5405
2023-01-09,13.5405
2023-01-10,13.5405
2023-01-11,13.5405
2023-01-12,13.5405
2023-01-13,13.5405
2023-01-14,13.5405
2023-01-15,13.5405
2023-01-16,13.5405
2023-01-17,13.5405
2023-01-18,13.5405
2023-01-19,13.5405
2023-01-20,13.5405
2023-01-21,13.5405
2023-01-22,13.5405
2023-01-23,13.5405
2023-01-24,13.5405
2023-01-25,13.5405
2023-01-26,13.5405
2023-01-27,13.5405
2023-01-28,13.5405
2023-01-29,13.5405
2023-01-30,13.5405
2023-01-31,13.5405
2023-02-01,13.5405
2023-02-02,13.5405
2023-02-03,13.5405
2023-02-04,13.5405
2023-02-05,13.5405
2023-02-06,13.5405
2023-02-07,13.5405
2023-02-08,13.5405
2023-02-09,13.5405
2023-02-10,13.5405
2023-02-11,13.5405
2023-02-12,13.5405
2023-02-13,13.5405
2023-02-14,13.5405
2023-02-15,13.5405
2023-02-16,13.5405
2023-02-17,13.5405
2023-02-18,13.5405
2023-02-19,13.5405
2023-02-20,13.5405
2023-02-21,13.5405
2023-02-22,13.5405
2023-02-23,13.5405
2023-02-24,13.5405
2023-02-25,13.5405
2023-02-26,13.5405
2023-02-27,13.5405
2023-02-28,13.5405
2023-03-01,13.5405
2023-03-02,13.5405
2023-03-03,13.5405
2023-03-04,13.5405
2023-03-05,13.5405
2023-03-06,13.5405
2023-03-07,13.5405
2023-03-08,13.5405
2023-03-09,13.5405
2023-03-10,13.5405
2023-03-11,13.5405
2023-03-12,13.5405
2023-03-13,13.5405
2023-03-14,13.5405
2023-03-15,13.5405
