,LNTH US Equity
2023-03-16,151.8111
2023-03-17,149.9637
2023-03-18,149.9637
2023-03-19,149.9637
2023-03-20,152.4642
2023-03-21,159.3311
2023-03-22,154.8713
2023-03-23,153.2852
2023-03-24,156.6627
2023-03-25,156.6627
2023-03-26,156.6627
2023-03-27,154.8713
2023-03-28,154.2742
2023-03-29,152.7254
2023-03-30,155.3378
2023-03-31,155.3378
2023-04-01,155.3378
2023-04-02,155.3378
2023-04-03,155.3378
2023-04-04,155.3378
2023-04-05,155.3378
2023-04-06,155.3378
2023-04-07,155.3378
2023-04-08,155.3378
2023-04-09,155.3378
2023-04-10,155.3378
2023-04-11,155.3378
2023-04-12,155.3378
2023-04-13,155.3378
2023-04-14,155.3378
2023-04-15,155.3378
2023-04-16,155.3378
2023-04-17,155.3378
2023-04-18,155.3378
2023-04-19,155.3378
2023-04-20,155.3378
2023-04-21,155.3378
2023-04-22,155.3378
2023-04-23,155.3378
2023-04-24,155.3378
2023-04-25,155.3378
2023-04-26,155.3378
2023-04-27,155.3378
2023-04-28,155.3378
2023-04-29,155.3378
2023-04-30,155.3378
2023-05-01,155.3378
2023-05-02,155.3378
2023-05-03,155.3378
2023-05-04,155.3378
2023-05-05,155.3378
2023-05-06,155.3378
2023-05-07,155.3378
2023-05-08,155.3378
2023-05-09,155.3378
2023-05-10,155.3378
2023-05-11,155.3378
2023-05-12,155.3378
2023-05-13,155.3378
2023-05-14,155.3378
2023-05-15,155.3378
2023-05-16,155.3378
2023-05-17,155.3378
2023-05-18,155.3378
2023-05-19,155.3378
2023-05-20,155.3378
2023-05-21,155.3378
2023-05-22,155.3378
2023-05-23,155.3378
2023-05-24,155.3378
2023-05-25,155.3378
2023-05-26,155.3378
2023-05-27,155.3378
2023-05-28,155.3378
2023-05-29,155.3378
2023-05-30,155.3378
2023-05-31,155.3378
2023-06-01,155.3378
2023-06-02,155.3378
2023-06-03,155.3378
2023-06-04,155.3378
2023-06-05,155.3378
2023-06-06,155.3378
2023-06-07,155.3378
2023-06-08,155.3378
2023-06-09,155.3378
2023-06-10,155.3378
2023-06-11,155.3378
2023-06-12,155.3378
2023-06-13,155.3378
2023-06-14,155.3378
2023-06-15,155.3378
2023-06-16,155.3378
2023-06-17,155.3378
2023-06-18,155.3378
2023-06-19,155.3378
2023-06-20,155.3378
2023-06-21,155.3378
2023-06-22,155.3378
2023-06-23,155.3378
2023-06-24,155.3378
2023-06-25,155.3378
2023-06-26,155.3378
2023-06-27,155.3378
2023-06-28,155.3378
2023-06-29,155.3378
2023-06-30,204.8891
2023-07-01,204.8891
2023-07-02,204.8891
2023-07-03,204.534
2023-07-04,204.534
2023-07-05,201.4087
2023-07-06,198.9463
2023-07-07,201.2903
2023-07-08,201.2903
2023-07-09,201.2903
2023-07-10,207.1147
2023-07-11,203.6816
2023-07-12,204.8418
2023-07-13,206.073
2023-07-14,210.0269
2023-07-15,210.0269
2023-07-16,210.0269
2023-07-17,213.1286
2023-07-18,221.072
2023-07-19,217.414
2023-07-20,207.2805
2023-07-21,213.46
2023-07-22,213.46
2023-07-23,213.46
2023-07-24,206.0966
2023-07-25,205.0785
2023-07-26,205.2443
2023-07-27,208.5353
2023-07-28,214.4308
2023-07-29,214.4308
2023-07-30,214.4308
2023-07-31,210.974
2023-08-01,204.1315
2023-08-02,199.9171
2023-08-03,179.424
2023-08-04,185.6598
2023-08-05,185.6598
2023-08-06,185.6598
2023-08-07,177.6694
2023-08-08,173.1407
2023-08-09,169.3708
2023-08-10,167.6399
2023-08-11,169.7976
2023-08-12,169.7976
2023-08-13,169.7976
2023-08-14,169.8924
2023-08-15,168.4935
2023-08-16,164.4153
2023-08-17,162.3525
2023-08-18,163.3483
2023-08-19,163.3483
2023-08-20,163.3483
2023-08-21,165.8142
2023-08-22,165.8853
2023-08-23,163.5143
2023-08-24,160.9061
2023-08-25,163.5617
2023-08-26,163.5617
2023-08-27,163.5617
2023-08-28,163.6328
2023-08-29,164.3441
2023-08-30,166.9286
2023-08-31,168.4698
2023-09-01,165.7668
2023-09-02,165.7668
2023-09-03,165.7668
2023-09-04,165.7668
2023-09-05,162.803
2023-09-06,164.4153
2023-09-07,163.0638
2023-09-08,163.6328
2023-09-09,163.6328
2023-09-10,163.6328
2023-09-11,161.1432
2023-09-12,158.1794
2023-09-13,154.1487
2023-09-14,163.538
2023-09-15,159.8629
2023-09-16,159.8629
2023-09-17,159.8629
2023-09-18,158.1794
2023-09-19,156.0929
2023-09-20,153.1054
2023-09-21,149.0983
2023-09-22,152.7735
2023-09-23,152.7735
2023-09-24,152.7735
2023-09-25,159.4124
2023-09-26,160.9536
2023-09-27,162.4473
2023-09-28,171.0542
2023-09-29,85.7812
2023-09-30,85.7812
2023-10-01,85.7812
2023-10-02,83.524
2023-10-03,92.1581
2023-10-04,89.4569
2023-10-05,84.4367
2023-10-06,87.4463
2023-10-07,87.4463
2023-10-08,87.4463
2023-10-09,86.4719
2023-10-10,87.0393
2023-10-11,83.9927
2023-10-12,80.539
2023-10-13,83.3019
2023-10-14,83.3019
2023-10-15,83.3019
2023-10-16,85.8552
2023-10-17,90.4806
2023-10-18,87.0146
2023-10-19,85.4481
2023-10-20,85.9415
2023-10-21,85.9415
2023-10-22,85.9415
2023-10-23,83.6843
2023-10-24,84.5847
2023-10-25,81.9575
2023-10-26,81.1187
2023-10-27,82.5125
2023-10-28,82.5125
2023-10-29,82.5125
2023-10-30,76.0369
2023-10-31,79.7619
2023-11-01,81.5998
2023-11-02,76.8178
2023-11-03,79.4843
2023-11-04,79.4843
2023-11-05,79.4843
2023-11-06,79.6078
2023-11-07,80.3485
2023-11-08,78.3609
2023-11-09,76.719
2023-11-10,78.435
2023-11-11,78.435
2023-11-12,78.435
2023-11-13,79.8053
2023-11-14,84.4717
2023-11-15,84.4964
2023-11-16,84.2125
2023-11-17,84.2742
2023-11-18,84.2742
2023-11-19,84.2742
2023-11-20,85.41
2023-11-21,84.1755
2023-11-22,84.3977
2023-11-23,84.3977
2023-11-24,85.0396
2023-11-25,85.0396
2023-11-26,85.0396
2023-11-27,87.7185
2023-11-28,85.2495
2023-11-29,86.5457
2023-11-30,88.4962
2023-12-01,91.1751
2023-12-02,91.1751
2023-12-03,91.1751
2023-12-04,94.3231
2023-12-05,89.7925
2023-12-06,89.5332
2023-12-07,84.6816
2023-12-08,91.0763
2023-12-09,91.0763
2023-12-10,91.0763
2023-12-11,88.9283
2023-12-12,93.2985
2023-12-13,94.5947
2023-12-14,96.2366
2023-12-15,93.9527
2023-12-16,93.9527
2023-12-17,93.9527
2023-12-18,68.7194
2023-12-19,74.0216
2023-12-20,71.9415
2023-12-21,73.3488
2023-12-22,73.6451
2023-12-23,73.6451
2023-12-24,73.6451
2023-12-25,73.6451
2023-12-26,75.5833
2023-12-27,76.0154
2023-12-28,76.9721
2023-12-29,11.3892
2023-12-30,11.3892
2023-12-31,11.3892
2024-01-01,11.3892
2024-01-02,11.5958
2024-01-03,11.5319
2024-01-04,11.8268
2024-01-05,11.8569
2024-01-06,11.8569
2024-01-07,11.8569
2024-01-08,12.009
2024-01-09,11.5901
2024-01-10,10.8802
2024-01-11,10.4219
2024-01-12,10.3073
2024-01-13,10.3073
2024-01-14,10.3073
2024-01-15,10.3073
2024-01-16,10.1307
2024-01-17,10.1251
2024-01-18,10.08
2024-01-19,9.7138
2024-01-20,9.7138
2024-01-21,9.7138
2024-01-22,10.05
2024-01-23,9.6011
2024-01-24,9.3362
2024-01-25,9.6086
2024-01-26,9.6762
2024-01-27,9.6762
2024-01-28,9.6762
2024-01-29,9.8819
2024-01-30,9.7551
2024-01-31,9.4978
2024-02-01,9.7006
2024-02-02,9.8866
2024-02-03,9.8866
2024-02-04,9.8866
2024-02-05,9.8978
2024-02-06,10.0725
2024-02-07,9.9993
2024-02-08,10.1796
2024-02-09,10.2885
2024-02-10,10.2885
2024-02-11,10.2885
2024-02-12,10.3655
2024-02-13,10.0537
2024-02-14,10.3317
2024-02-15,10.5909
2024-02-16,10.5364
2024-02-17,10.5364
2024-02-18,10.5364
2024-02-19,10.5364
2024-02-20,10.4181
2024-02-21,10.3956
2024-02-22,11.9685
2024-02-23,12.1978
2024-02-24,12.1978
2024-02-25,12.1978
2024-02-26,12.5492
2024-02-27,12.5718
2024-02-28,12.0287
2024-02-29,12.0305
2024-03-01,11.8915
2024-03-02,11.8915
2024-03-03,11.8915
2024-03-04,12.0268
2024-03-05,11.8539
2024-03-06,11.3897
2024-03-07,11.5062
2024-03-08,11.4931
2024-03-09,11.4931
2024-03-10,11.4931
2024-03-11,11.5307
2024-03-12,11.1849
2024-03-13,10.9594
2024-03-14,10.9876
2024-03-15,10.6756
2024-03-16,10.6756
2024-03-17,10.6756
2024-03-18,10.3695
2024-03-19,10.7305
2024-03-20,10.8696
2024-03-21,10.7831
2024-03-22,10.8395
2024-03-23,10.8395
2024-03-24,10.8395
2024-03-25,10.8414
2024-03-26,10.7888
2024-03-27,11.1102
2024-03-28,11.4449
2024-03-29,11.4449
2024-03-30,11.4449
2024-03-31,11.4449
2024-04-01,11.0444
2024-04-02,10.8113
2024-04-03,10.8715
2024-04-04,10.9824
2024-04-05,11.1798
2024-04-06,11.1798
2024-04-07,11.1798
2024-04-08,10.9749
