,LILA US Equity
2020-06-06,25.2448
2020-06-07,25.2448
2020-06-08,25.6235
2020-06-09,25.3099
2020-06-10,25.1483
2020-06-11,24.6176
2020-06-12,24.927
2020-06-13,24.927
2020-06-14,24.927
2020-06-15,24.88
2020-06-16,24.8892
2020-06-17,24.6136
2020-06-18,24.7263
2020-06-19,24.6497
2020-06-20,24.6497
2020-06-21,24.6497
2020-06-22,24.6061
2020-06-23,24.6757
2020-06-24,24.375
2020-06-25,24.4288
2020-06-26,24.1972
2020-06-27,24.1972
2020-06-28,24.1972
2020-06-29,24.3504
2020-06-30,24.3504
2020-07-01,24.3504
2020-07-02,24.3504
2020-07-03,24.3504
2020-07-04,24.3504
2020-07-05,24.3504
2020-07-06,24.3504
2020-07-07,24.3504
2020-07-08,24.3504
2020-07-09,24.3504
2020-07-10,24.3504
2020-07-11,24.3504
2020-07-12,24.3504
2020-07-13,24.3504
2020-07-14,24.3504
2020-07-15,24.3504
2020-07-16,24.3504
2020-07-17,24.3504
2020-07-18,24.3504
2020-07-19,24.3504
2020-07-20,24.3504
2020-07-21,24.3504
2020-07-22,24.3504
2020-07-23,24.3504
2020-07-24,24.3504
2020-07-25,24.3504
2020-07-26,24.3504
2020-07-27,24.3504
2020-07-28,24.3504
2020-07-29,24.3504
2020-07-30,24.3504
2020-07-31,24.3504
2020-08-01,24.3504
2020-08-02,24.3504
2020-08-03,24.3504
2020-08-04,24.3504
2020-08-05,24.3504
2020-08-06,24.3504
2020-08-07,24.3504
2020-08-08,24.3504
2020-08-09,24.3504
2020-08-10,24.3504
2020-08-11,24.3504
2020-08-12,24.3504
2020-08-13,24.3504
2020-08-14,24.3504
2020-08-15,24.3504
2020-08-16,24.3504
2020-08-17,24.3504
2020-08-18,24.3504
2020-08-19,24.3504
2020-08-20,24.3504
2020-08-21,24.3504
2020-08-22,24.3504
2020-08-23,24.3504
2020-08-24,24.3504
2020-08-25,24.3504
2020-08-26,24.3504
2020-08-27,24.3504
2020-08-28,24.3504
2020-08-29,24.3504
2020-08-30,24.3504
2020-08-31,24.3504
2020-09-01,24.3504
2020-09-02,24.3504
2020-09-03,24.3504
2020-09-04,24.3504
2020-09-05,24.3504
2020-09-06,24.3504
2020-09-07,24.3504
2020-09-08,24.3504
2020-09-09,24.3504
2020-09-10,24.3504
2020-09-11,24.3504
2020-09-12,24.3504
2020-09-13,24.3504
2020-09-14,24.3504
2020-09-15,24.3504
2020-09-16,24.3504
2020-09-17,24.3504
2020-09-18,24.3504
2020-09-19,24.3504
2020-09-20,24.3504
2020-09-21,24.3504
2020-09-22,24.3504
2020-09-23,24.3504
2020-09-24,24.3504
2020-09-25,24.3504
2020-09-26,24.3504
2020-09-27,24.3504
2020-09-28,24.3504
2020-09-29,24.3504
2020-09-30,56.0608
2020-10-01,56.7074
2020-10-02,56.8231
2020-10-03,56.8231
2020-10-04,56.8231
2020-10-05,57.1549
2020-10-06,56.7205
2020-10-07,57.0544
2020-10-08,57.6479
2020-10-09,59.1584
2020-10-10,59.1584
2020-10-11,59.1584
2020-10-12,59.1614
2020-10-13,58.8224
2020-10-14,58.7209
2020-10-15,58.4031
2020-10-16,58.2059
2020-10-17,58.2059
2020-10-18,58.2059
2020-10-19,58.3276
2020-10-20,58.6434
2020-10-21,58.679
2020-10-22,58.7202
2020-10-23,58.6951
2020-10-24,58.6951
2020-10-25,58.6951
2020-10-26,58.4042
2020-10-27,58.3287
2020-10-28,57.8245
2020-10-29,57.8527
2020-10-30,57.8064
2020-10-31,57.8064
2020-11-01,57.8064
2020-11-02,57.898
2020-11-03,58.526
2020-11-04,61.1582
2020-11-05,61.44
2020-11-06,60.8965
2020-11-07,60.8965
2020-11-08,60.8965
2020-11-09,62.3487
2020-11-10,62.9225
2020-11-11,63.0764
2020-11-12,62.993
2020-11-13,63.3583
2020-11-14,63.3583
2020-11-15,63.3583
2020-11-16,63.5304
2020-11-17,63.8282
2020-11-18,63.8293
2020-11-19,63.7539
2020-11-20,63.5718
2020-11-21,63.5718
2020-11-22,63.5718
2020-11-23,63.9945
2020-11-24,64.6728
2020-11-25,63.9624
2020-11-26,63.9624
2020-11-27,63.5577
2020-11-28,63.5577
2020-11-29,63.5577
2020-11-30,62.9709
2020-12-01,63.0272
2020-12-02,63.1642
2020-12-03,63.0777
2020-12-04,63.4623
2020-12-05,63.4623
2020-12-06,63.4623
2020-12-07,63.1573
2020-12-08,63.1626
2020-12-09,63.0071
2020-12-10,63.4881
2020-12-11,63.1126
2020-12-12,63.1126
2020-12-13,63.1126
2020-12-14,63.319
2020-12-15,63.6804
2020-12-16,63.3574
2020-12-17,63.4861
2020-12-18,63.2134
2020-12-19,63.2134
2020-12-20,63.2134
2020-12-21,62.6054
2020-12-22,62.3971
2020-12-23,62.9018
2020-12-24,62.8571
2020-12-25,62.8571
2020-12-26,62.8571
2020-12-27,62.8571
2020-12-28,62.9115
2020-12-29,62.7595
2020-12-30,62.6437
2020-12-31,119.0971
2021-01-01,119.0971
2021-01-02,119.0971
2021-01-03,119.0971
2021-01-04,119.0898
2021-01-05,119.104
2021-01-06,120.7542
2021-01-07,121.542
2021-01-08,120.0695
2021-01-09,120.0695
2021-01-10,120.0695
2021-01-11,119.0722
2021-01-12,119.9159
2021-01-13,119.7075
2021-01-14,119.4356
2021-01-15,119.377
2021-01-16,119.377
2021-01-17,119.377
2021-01-18,119.377
2021-01-19,119.2633
2021-01-20,118.8347
2021-01-21,118.2461
2021-01-22,118.294
2021-01-23,118.294
2021-01-24,118.294
2021-01-25,118.2042
2021-01-26,118.0699
2021-01-27,116.9015
2021-01-28,116.9743
2021-01-29,116.1957
2021-01-30,116.1957
2021-01-31,116.1957
2021-02-01,116.3297
2021-02-02,116.6277
2021-02-03,117.1249
2021-02-04,117.7888
2021-02-05,118.788
2021-02-06,118.788
2021-02-07,118.788
2021-02-08,121.0621
2021-02-09,120.1455
2021-02-10,120.0541
2021-02-11,120.2835
2021-02-12,119.9492
2021-02-13,119.9492
2021-02-14,119.9492
2021-02-15,119.9492
2021-02-16,120.5612
2021-02-17,121.0786
2021-02-18,120.1625
2021-02-19,120.1966
2021-02-20,120.1966
2021-02-21,120.1966
2021-02-22,120.3456
2021-02-23,120.0093
2021-02-24,119.3265
2021-02-25,118.2258
2021-02-26,118.7574
2021-02-27,118.7574
2021-02-28,118.7574
2021-03-01,122.5046
2021-03-02,122.6782
2021-03-03,123.8058
2021-03-04,123.0099
2021-03-05,123.8004
2021-03-06,123.8004
2021-03-07,123.8004
2021-03-08,124.8478
2021-03-09,125.2676
2021-03-10,127.1336
2021-03-11,125.9986
2021-03-12,127.6615
2021-03-13,127.6615
2021-03-14,127.6615
2021-03-15,127.5451
2021-03-16,126.5249
2021-03-17,127.6474
2021-03-18,126.5347
2021-03-19,127.3447
2021-03-20,127.3447
2021-03-21,127.3447
2021-03-22,127.4731
2021-03-23,126.0943
2021-03-24,125.2033
2021-03-25,125.6212
2021-03-26,125.4596
2021-03-27,125.4596
2021-03-28,125.4596
2021-03-29,124.4172
2021-03-30,124.3425
2021-03-31,69.3203
2021-04-01,69.8727
2021-04-02,69.8727
2021-04-03,69.8727
2021-04-04,69.8727
2021-04-05,70.0521
2021-04-06,70.3997
2021-04-07,70.4971
2021-04-08,70.8064
2021-04-09,70.8122
2021-04-10,70.8122
2021-04-11,70.8122
2021-04-12,70.6642
2021-04-13,70.4082
2021-04-14,70.6259
2021-04-15,70.7504
2021-04-16,70.7454
2021-04-17,70.7454
2021-04-18,70.7454
2021-04-19,70.333
2021-04-20,70.6229
2021-04-21,70.6798
2021-04-22,70.4525
2021-04-23,70.8042
2021-04-24,70.8042
2021-04-25,70.8042
2021-04-26,70.9727
2021-04-27,70.5223
2021-04-28,70.592
2021-04-29,70.8376
2021-04-30,70.7012
2021-05-01,70.7012
2021-05-02,70.7012
2021-05-03,71.1849
2021-05-04,71.0438
2021-05-05,71.2944
2021-05-06,71.773
2021-05-07,71.7951
2021-05-08,71.7951
2021-05-09,71.7951
2021-05-10,71.0837
2021-05-11,70.8335
2021-05-12,70.4837
2021-05-13,70.9369
2021-05-14,71.5027
2021-05-15,71.5027
2021-05-16,71.5027
2021-05-17,71.1692
2021-05-18,70.762
2021-05-19,70.2799
2021-05-20,70.7662
2021-05-21,70.7742
2021-05-22,70.7742
2021-05-23,70.7742
2021-05-24,71.0183
2021-05-25,70.9559
2021-05-26,71.7297
2021-05-27,71.5259
2021-05-28,71.4586
2021-05-29,71.4586
2021-05-30,71.4586
2021-05-31,71.4586
2021-06-01,71.992
2021-06-02,71.5388
2021-06-03,71.4734
2021-06-04,71.8
2021-06-05,71.8
2021-06-06,71.8
2021-06-07,71.6171
2021-06-08,70.9388
2021-06-09,70.5681
2021-06-10,71.17
2021-06-11,70.973
2021-06-12,70.973
2021-06-13,70.973
2021-06-14,71.0194
2021-06-15,71.1993
2021-06-16,71.2917
2021-06-17,71.4202
2021-06-18,71.1517
2021-06-19,71.1517
2021-06-20,71.1517
2021-06-21,71.3107
2021-06-22,71.3749
2021-06-23,71.3468
2021-06-24,71.6875
2021-06-25,71.9163
2021-06-26,71.9163
2021-06-27,71.9163
2021-06-28,71.392
2021-06-29,71.0624
2021-06-30,21.6527
2021-07-01,21.6941
2021-07-02,21.5743
2021-07-03,21.5743
2021-07-04,21.5743
2021-07-05,21.5743
2021-07-06,21.4934
2021-07-07,21.3987
2021-07-08,21.3024
2021-07-09,21.6218
2021-07-10,21.6218
2021-07-11,21.6218
2021-07-12,21.7614
2021-07-13,21.6728
2021-07-14,21.6133
2021-07-15,21.536
2021-07-16,21.4438
2021-07-17,21.4438
2021-07-18,21.4438
2021-07-19,21.2445
2021-07-20,21.6108
2021-07-21,21.6924
2021-07-22,21.6648
2021-07-23,21.7187
2021-07-24,21.7187
2021-07-25,21.7187
2021-07-26,21.7196
2021-07-27,21.6482
2021-07-28,21.704
2021-07-29,21.5819
2021-07-30,21.5424
2021-07-31,21.5424
2021-08-01,21.5424
2021-08-02,21.3784
2021-08-03,21.3815
2021-08-04,21.2124
2021-08-05,21.8205
2021-08-06,21.6653
2021-08-07,21.6653
2021-08-08,21.6653
2021-08-09,21.5423
2021-08-10,21.4935
2021-08-11,21.5655
2021-08-12,21.5039
2021-08-13,21.4141
2021-08-14,21.4141
2021-08-15,21.4141
2021-08-16,21.35
2021-08-17,21.234
2021-08-18,21.3287
2021-08-19,21.1357
2021-08-20,21.5237
2021-08-21,21.5237
2021-08-22,21.5237
2021-08-23,21.6534
2021-08-24,21.7294
2021-08-25,21.8515
2021-08-26,21.8076
2021-08-27,21.8272
2021-08-28,21.8272
2021-08-29,21.8272
2021-08-30,21.7469
2021-08-31,21.7606
2021-09-01,21.7524
2021-09-02,21.7753
2021-09-03,21.7499
2021-09-04,21.7499
2021-09-05,21.7499
2021-09-06,21.7499
2021-09-07,21.608
2021-09-08,21.6144
2021-09-09,21.4469
2021-09-10,21.3504
2021-09-11,21.3504
2021-09-12,21.3504
2021-09-13,21.4804
2021-09-14,21.303
2021-09-15,21.198
2021-09-16,21.1409
2021-09-17,21.0745
2021-09-18,21.0745
2021-09-19,21.0745
2021-09-20,20.9068
2021-09-21,20.8555
2021-09-22,20.9407
2021-09-23,21.0332
2021-09-24,20.9578
2021-09-25,20.9578
2021-09-26,20.9578
2021-09-27,21.0356
2021-09-28,20.9211
2021-09-29,21.1159
2021-09-30,18.1987
2021-10-01,18.2114
2021-10-02,18.2114
2021-10-03,18.2114
2021-10-04,18.1924
2021-10-05,18.2337
2021-10-06,18.0922
2021-10-07,18.0596
2021-10-08,17.9813
2021-10-09,17.9813
2021-10-10,17.9813
2021-10-11,17.9488
2021-10-12,17.9659
2021-10-13,17.9209
2021-10-14,18.0948
2021-10-15,18.059
2021-10-16,18.059
2021-10-17,18.059
2021-10-18,17.9332
2021-10-19,17.8919
2021-10-20,17.9936
2021-10-21,17.8673
2021-10-22,17.8587
2021-10-23,17.8587
2021-10-24,17.8587
2021-10-25,17.827
2021-10-26,17.7477
2021-10-27,17.8276
2021-10-28,17.8121
2021-10-29,17.7685
2021-10-30,17.7685
2021-10-31,17.7685
2021-11-01,18.0872
2021-11-02,18.0254
2021-11-03,18.1359
2021-11-04,18.1467
2021-11-05,18.2635
2021-11-06,18.2635
2021-11-07,18.2635
2021-11-08,18.1994
2021-11-09,18.1901
2021-11-10,18.2196
2021-11-11,18.2474
2021-11-12,18.3132
2021-11-13,18.3132
2021-11-14,18.3132
2021-11-15,18.2398
2021-11-16,18.0859
2021-11-17,17.9864
2021-11-18,17.8263
2021-11-19,17.8331
2021-11-20,17.8331
2021-11-21,17.8331
2021-11-22,17.8092
2021-11-23,17.8756
2021-11-24,17.8292
2021-11-25,17.8292
2021-11-26,17.5339
2021-11-27,17.5339
2021-11-28,17.5339
2021-11-29,17.5069
2021-11-30,17.4504
2021-12-01,17.356
2021-12-02,17.4743
2021-12-03,17.4211
2021-12-04,17.4211
2021-12-05,17.4211
2021-12-06,17.698
2021-12-07,17.5627
2021-12-08,17.4955
2021-12-09,17.4383
2021-12-10,17.4397
2021-12-11,17.4397
2021-12-12,17.4397
2021-12-13,17.388
2021-12-14,17.3384
2021-12-15,17.3238
2021-12-16,17.2735
2021-12-17,17.4359
2021-12-18,17.4359
2021-12-19,17.4359
2021-12-20,17.248
2021-12-21,17.4699
2021-12-22,17.514
2021-12-23,17.5494
2021-12-24,17.5494
2021-12-25,17.5494
2021-12-26,17.5494
2021-12-27,17.5247
2021-12-28,17.5371
2021-12-29,17.5116
2021-12-30,17.5394
2021-12-31,132.0665
2022-01-01,132.0665
2022-01-02,132.0665
2022-01-03,133.3579
2022-01-04,133.5325
2022-01-05,132.1124
2022-01-06,132.364
2022-01-07,132.4922
2022-01-08,132.4922
2022-01-09,132.4922
2022-01-10,130.833
2022-01-11,131.3302
2022-01-12,131.158
2022-01-13,131.2403
2022-01-14,131.3175
2022-01-15,131.3175
2022-01-16,131.3175
2022-01-17,131.3175
2022-01-18,129.7847
2022-01-19,129.5622
2022-01-20,129.1071
2022-01-21,128.3422
2022-01-22,128.3422
2022-01-23,128.3422
2022-01-24,129.6841
2022-01-25,130.2154
2022-01-26,129.2605
2022-01-27,128.797
2022-01-28,129.3753
2022-01-29,129.3753
2022-01-30,129.3753
2022-01-31,130.2212
2022-02-01,130.105
2022-02-02,128.8953
2022-02-03,129.1582
2022-02-04,129.293
2022-02-05,129.293
2022-02-06,129.293
2022-02-07,129.5964
2022-02-08,130.4562
2022-02-09,130.5432
2022-02-10,130.018
2022-02-11,131.1215
2022-02-12,131.1215
2022-02-13,131.1215
2022-02-14,130.8061
2022-02-15,132.0158
2022-02-16,132.6883
2022-02-17,131.946
2022-02-18,130.9355
2022-02-19,130.9355
2022-02-20,130.9355
2022-02-21,130.9355
2022-02-22,130.6255
2022-02-23,129.2378
2022-02-24,128.3397
2022-02-25,128.5189
2022-02-26,128.5189
2022-02-27,128.5189
2022-02-28,127.5874
2022-03-01,126.378
2022-03-02,127.8344
2022-03-03,126.8325
2022-03-04,126.614
2022-03-05,126.614
2022-03-06,126.614
2022-03-07,124.8288
2022-03-08,125.4969
2022-03-09,127.2014
2022-03-10,126.4874
2022-03-11,126.32
2022-03-12,126.32
2022-03-13,126.32
2022-03-14,125.8882
2022-03-15,126.2912
2022-03-16,126.6086
2022-03-17,126.7693
2022-03-18,126.8098
2022-03-19,126.8098
2022-03-20,126.8098
2022-03-21,127.0156
2022-03-22,127.6775
2022-03-23,126.9459
2022-03-24,127.0272
2022-03-25,127.1549
2022-03-26,127.1549
2022-03-27,127.1549
2022-03-28,126.9053
2022-03-29,127.364
2022-03-30,126.7949
2022-03-31,122.2358
2022-04-01,122.7133
2022-04-02,122.7133
2022-04-03,122.7133
2022-04-04,125.001
2022-04-05,124.9977
2022-04-06,124.7975
2022-04-07,124.4751
2022-04-08,125.3923
2022-04-09,125.3923
2022-04-10,125.3923
2022-04-11,125.2144
2022-04-12,125.0589
2022-04-13,126.2099
2022-04-14,125.3703
2022-04-15,125.3703
2022-04-16,125.3703
2022-04-17,125.3703
2022-04-18,125.3257
2022-04-19,126.5101
2022-04-20,125.4927
2022-04-21,124.4418
2022-04-22,123.4964
2022-04-23,123.4964
2022-04-24,123.4964
2022-04-25,123.6632
2022-04-26,122.2342
2022-04-27,122.0619
2022-04-28,122.829
2022-04-29,121.2388
2022-04-30,121.2388
2022-05-01,121.2388
2022-05-02,121.1945
2022-05-03,121.3891
2022-05-04,121.8271
2022-05-05,119.508
2022-05-06,118.5644
2022-05-07,118.5644
2022-05-08,118.5644
2022-05-09,117.1226
2022-05-10,118.2736
2022-05-11,117.6845
2022-05-12,118.3802
2022-05-13,118.8166
2022-05-14,118.8166
2022-05-15,118.8166
2022-05-16,119.9348
2022-05-17,121.5113
2022-05-18,121.0367
2022-05-19,120.9549
2022-05-20,120.8512
2022-05-21,120.8512
2022-05-22,120.8512
2022-05-23,120.6985
2022-05-24,120.3112
2022-05-25,121.0592
2022-05-26,121.4738
2022-05-27,122.0629
2022-05-28,122.0629
2022-05-29,122.0629
2022-05-30,122.0629
2022-05-31,121.6865
2022-06-01,120.9065
2022-06-02,121.2665
2022-06-03,120.421
2022-06-04,120.421
2022-06-05,120.421
2022-06-06,120.8465
2022-06-07,120.6556
2022-06-08,120.3283
2022-06-09,119.7173
2022-06-10,118.4355
2022-06-11,118.4355
2022-06-12,118.4355
2022-06-13,117.2136
2022-06-14,116.1008
2022-06-15,116.9299
2022-06-16,114.8782
2022-06-17,116.7219
2022-06-18,116.7219
2022-06-19,116.7219
2022-06-20,116.7219
2022-06-21,115.9855
2022-06-22,116.0401
2022-06-23,116.2037
2022-06-24,116.9074
2022-06-25,116.9074
2022-06-26,116.9074
2022-06-27,117.022
2022-06-28,116.7438
2022-06-29,117.6329
2022-06-30,117.6329
2022-07-01,117.6329
2022-07-02,117.6329
2022-07-03,117.6329
2022-07-04,117.6329
2022-07-05,117.6329
2022-07-06,117.6329
2022-07-07,117.6329
2022-07-08,117.6329
2022-07-09,117.6329
2022-07-10,117.6329
2022-07-11,117.6329
2022-07-12,117.6329
2022-07-13,117.6329
2022-07-14,117.6329
2022-07-15,117.6329
2022-07-16,117.6329
2022-07-17,117.6329
2022-07-18,117.6329
2022-07-19,117.6329
2022-07-20,117.6329
2022-07-21,117.6329
2022-07-22,117.6329
2022-07-23,117.6329
2022-07-24,117.6329
2022-07-25,117.6329
2022-07-26,117.6329
2022-07-27,117.6329
2022-07-28,117.6329
2022-07-29,117.6329
2022-07-30,117.6329
2022-07-31,117.6329
2022-08-01,117.6329
2022-08-02,117.6329
2022-08-03,117.6329
2022-08-04,117.6329
2022-08-05,117.6329
2022-08-06,117.6329
2022-08-07,117.6329
2022-08-08,117.6329
2022-08-09,117.6329
2022-08-10,117.6329
2022-08-11,117.6329
2022-08-12,117.6329
2022-08-13,117.6329
2022-08-14,117.6329
2022-08-15,117.6329
2022-08-16,117.6329
2022-08-17,117.6329
2022-08-18,117.6329
2022-08-19,117.6329
2022-08-20,117.6329
2022-08-21,117.6329
2022-08-22,117.6329
2022-08-23,117.6329
2022-08-24,117.6329
2022-08-25,117.6329
2022-08-26,117.6329
2022-08-27,117.6329
2022-08-28,117.6329
2022-08-29,117.6329
2022-08-30,117.6329
2022-08-31,117.6329
2022-09-01,117.6329
2022-09-02,117.6329
2022-09-03,117.6329
2022-09-04,117.6329
2022-09-05,117.6329
2022-09-06,117.6329
2022-09-07,117.6329
2022-09-08,117.6329
2022-09-09,117.6329
2022-09-10,117.6329
2022-09-11,117.6329
2022-09-12,117.6329
2022-09-13,117.6329
2022-09-14,117.6329
2022-09-15,117.6329
2022-09-16,117.6329
2022-09-17,117.6329
2022-09-18,117.6329
2022-09-19,117.6329
2022-09-20,117.6329
2022-09-21,117.6329
2022-09-22,117.6329
2022-09-23,117.6329
2022-09-24,117.6329
2022-09-25,117.6329
2022-09-26,117.6329
2022-09-27,117.6329
2022-09-28,117.6329
2022-09-29,117.6329
2022-09-30,117.6329
2022-10-01,117.6329
2022-10-02,117.6329
2022-10-03,117.6329
2022-10-04,117.6329
2022-10-05,117.6329
2022-10-06,117.6329
2022-10-07,117.6329
2022-10-08,117.6329
2022-10-09,117.6329
2022-10-10,117.6329
2022-10-11,117.6329
2022-10-12,117.6329
2022-10-13,117.6329
2022-10-14,117.6329
2022-10-15,117.6329
2022-10-16,117.6329
2022-10-17,117.6329
2022-10-18,117.6329
2022-10-19,117.6329
2022-10-20,117.6329
2022-10-21,117.6329
2022-10-22,117.6329
2022-10-23,117.6329
2022-10-24,117.6329
2022-10-25,117.6329
2022-10-26,117.6329
2022-10-27,117.6329
2022-10-28,117.6329
2022-10-29,117.6329
2022-10-30,117.6329
2022-10-31,117.6329
2022-11-01,117.6329
2022-11-02,117.6329
2022-11-03,117.6329
2022-11-04,117.6329
2022-11-05,117.6329
2022-11-06,117.6329
2022-11-07,117.6329
2022-11-08,117.6329
2022-11-09,117.6329
2022-11-10,117.6329
2022-11-11,117.6329
2022-11-12,117.6329
2022-11-13,117.6329
2022-11-14,117.6329
2022-11-15,117.6329
2022-11-16,117.6329
2022-11-17,117.6329
2022-11-18,117.6329
2022-11-19,117.6329
2022-11-20,117.6329
2022-11-21,117.6329
2022-11-22,117.6329
2022-11-23,117.6329
2022-11-24,117.6329
2022-11-25,117.6329
2022-11-26,117.6329
2022-11-27,117.6329
2022-11-28,117.6329
2022-11-29,117.6329
2022-11-30,117.6329
2022-12-01,117.6329
2022-12-02,117.6329
2022-12-03,117.6329
2022-12-04,117.6329
2022-12-05,117.6329
2022-12-06,117.6329
2022-12-07,117.6329
2022-12-08,117.6329
2022-12-09,117.6329
2022-12-10,117.6329
2022-12-11,117.6329
2022-12-12,117.6329
2022-12-13,117.6329
2022-12-14,117.6329
2022-12-15,117.6329
2022-12-16,117.6329
2022-12-17,117.6329
2022-12-18,117.6329
2022-12-19,117.6329
2022-12-20,117.6329
2022-12-21,117.6329
2022-12-22,117.6329
2022-12-23,117.6329
2022-12-24,117.6329
2022-12-25,117.6329
2022-12-26,117.6329
2022-12-27,117.6329
2022-12-28,117.6329
2022-12-29,117.6329
2022-12-30,109.6384
2022-12-31,109.6384
2023-01-01,109.6384
2023-01-02,109.6384
2023-01-03,110.3349
2023-01-04,110.6547
2023-01-05,110.6021
2023-01-06,111.1843
2023-01-07,111.1843
2023-01-08,111.1843
2023-01-09,111.9475
2023-01-10,112.0911
2023-01-11,112.2819
2023-01-12,112.8299
2023-01-13,113.1302
2023-01-14,113.1302
2023-01-15,113.1302
2023-01-16,113.1302
2023-01-17,112.606
2023-01-18,112.6011
2023-01-19,113.0402
2023-01-20,113.4218
2023-01-21,113.4218
2023-01-22,113.4218
2023-01-23,113.2451
2023-01-24,113.1735
2023-01-25,113.8939
2023-01-26,114.9623
2023-01-27,114.6001
2023-01-28,114.6001
2023-01-29,114.6001
2023-01-30,114.8766
2023-01-31,115.0338
2023-02-01,115.282
2023-02-02,115.2436
2023-02-03,114.6761
2023-02-04,114.6761
2023-02-05,114.6761
2023-02-06,114.4137
2023-02-07,114.4901
2023-02-08,113.9318
2023-02-09,113.8792
2023-02-10,113.8364
2023-02-11,113.8364
2023-02-12,113.8364
2023-02-13,114.0228
2023-02-14,113.4358
2023-02-15,112.7539
2023-02-16,113.1068
2023-02-17,113.6456
2023-02-18,113.6456
2023-02-19,113.6456
2023-02-20,113.6456
2023-02-21,112.0238
2023-02-22,112.5703
2023-02-23,113.3503
2023-02-24,112.0909
2023-02-25,112.0909
2023-02-26,112.0909
2023-02-27,112.299
2023-02-28,112.4266
2023-03-01,112.3369
2023-03-02,112.5212
2023-03-03,112.9987
2023-03-04,112.9987
2023-03-05,112.9987
2023-03-06,112.7056
2023-03-07,111.949
2023-03-08,112.4882
2023-03-09,111.5331
2023-03-10,110.8994
2023-03-11,110.8994
2023-03-12,110.8994
2023-03-13,110.6014
2023-03-14,111.1075
2023-03-15,110.4972
2023-03-16,110.1379
