,ATO US Equity
2023-03-20,25.9542
2023-03-21,25.2623
2023-03-22,24.8297
2023-03-23,24.7156
2023-03-24,25.1393
2023-03-25,25.1393
2023-03-26,25.1393
2023-03-27,25.2682
2023-03-28,25.2401
2023-03-29,25.4578
2023-03-30,25.5186
2023-03-31,22.5105
2023-04-01,22.5105
2023-04-02,22.5105
2023-04-03,22.3322
2023-04-04,22.3379
2023-04-05,22.8642
2023-04-06,22.9469
2023-04-07,22.9469
2023-04-08,22.9469
2023-04-09,22.9469
2023-04-10,23.0396
2023-04-11,23.0824
2023-04-12,23.0153
2023-04-13,22.7929
2023-04-14,22.6075
2023-04-15,22.6075
2023-04-16,22.6075
2023-04-17,22.7586
2023-04-18,22.6873
2023-04-19,22.8499
2023-04-20,22.9968
2023-04-21,22.9412
2023-04-22,22.9412
2023-04-23,22.9412
2023-04-24,23.061
2023-04-25,23.0681
2023-04-26,22.723
2023-04-27,22.8784
2023-04-28,22.7643
2023-04-29,22.7643
2023-04-30,22.7643
2023-05-01,22.8228
2023-05-02,22.5019
2023-05-03,22.7379
2023-05-04,23.4648
2023-05-05,23.4072
2023-05-06,23.4072
2023-05-07,23.4072
2023-05-08,23.4504
2023-05-09,23.5425
2023-05-10,23.6591
2023-05-11,23.485
2023-05-12,23.6361
2023-05-13,23.6361
2023-05-14,23.6361
2023-05-15,23.4116
2023-05-16,23.1813
2023-05-17,23.295
2023-05-18,23.1985
2023-05-19,23.2633
2023-05-20,23.2633
2023-05-21,23.2633
2023-05-22,23.236
2023-05-23,23.2403
2023-05-24,23.2417
2023-05-25,23.0157
2023-05-26,22.8516
2023-05-27,22.8516
2023-05-28,22.8516
2023-05-29,22.8516
2023-05-30,22.9567
2023-05-31,23.0791
2023-06-01,22.617
2023-06-02,22.9697
2023-06-03,22.9697
2023-06-04,22.9697
2023-06-05,22.9812
2023-06-06,23.0632
2023-06-07,23.3468
2023-06-08,23.3986
2023-06-09,23.3741
2023-06-10,23.3741
2023-06-11,23.3741
2023-06-12,23.3986
2023-06-13,23.4087
2023-06-14,23.3367
2023-06-15,23.3972
2023-06-16,23.3266
2023-06-17,23.3266
2023-06-18,23.3266
2023-06-19,23.3266
2023-06-20,23.1697
2023-06-21,23.4101
2023-06-22,23.1755
2023-06-23,22.9553
2023-06-24,22.9553
2023-06-25,22.9553
2023-06-26,23.2331
2023-06-27,23.354
2023-06-28,23.0762
2023-06-29,23.1395
2023-06-30,22.9395
2023-07-01,22.9395
2023-07-02,22.9395
2023-07-03,23.0757
2023-07-04,23.0757
2023-07-05,23.2587
2023-07-06,23.1098
2023-07-07,23.0771
2023-07-08,23.0771
2023-07-09,23.0771
2023-07-10,23.1155
2023-07-11,23.2431
2023-07-12,23.5113
2023-07-13,23.5141
2023-07-14,23.3793
2023-07-15,23.3793
2023-07-16,23.3793
2023-07-17,23.4148
2023-07-18,23.3666
2023-07-19,23.6247
2023-07-20,23.768
2023-07-21,23.9241
2023-07-22,23.9241
2023-07-23,23.9241
2023-07-24,23.9085
2023-07-25,24.0049
2023-07-26,24.0844
2023-07-27,23.7794
2023-07-28,23.7567
2023-07-29,23.7567
2023-07-30,23.7567
2023-07-31,23.7014
2023-08-01,23.6091
2023-08-02,24.1429
2023-08-03,23.6852
2023-08-04,23.5292
2023-08-05,23.5292
2023-08-06,23.5292
2023-08-07,23.6341
2023-08-08,23.5102
2023-08-09,23.5598
2023-08-10,23.484
2023-08-11,23.5569
2023-08-12,23.5569
2023-08-13,23.5569
2023-08-14,23.3805
2023-08-15,23.1546
2023-08-16,23.2945
2023-08-17,23.4432
2023-08-18,23.484
2023-08-19,23.484
2023-08-20,23.484
2023-08-21,23.4519
2023-08-22,23.4913
2023-08-23,23.4184
2023-08-24,23.4024
2023-08-25,23.5919
2023-08-26,23.5919
2023-08-27,23.5919
2023-08-28,23.4621
2023-08-29,23.5263
2023-08-30,23.5423
2023-08-31,23.3368
2023-09-01,23.2668
2023-09-02,23.2668
2023-09-03,23.2668
2023-09-04,23.2668
2023-09-05,22.7931
2023-09-06,22.8003
2023-09-07,23.0569
2023-09-08,23.0788
2023-09-09,23.0788
2023-09-10,23.0788
2023-09-11,23.0423
2023-09-12,23.035
2023-09-13,23.2362
2023-09-14,23.3965
2023-09-15,23.1997
2023-09-16,23.1997
2023-09-17,23.1997
2023-09-18,23.1254
2023-09-19,23.0656
2023-09-20,23.0758
2023-09-21,22.7085
2023-09-22,22.5933
2023-09-23,22.5933
2023-09-24,22.5933
2023-09-25,22.5394
2023-09-26,22.0292
2023-09-27,21.9534
2023-09-28,21.8732
2023-09-29,21.441
2023-09-30,21.441
2023-10-01,21.441
2023-10-02,21.0
2023-10-03,21.2198
2023-10-04,21.4938
2023-10-05,21.6511
2023-10-06,21.8055
2023-10-07,21.8055
2023-10-08,21.8055
2023-10-09,21.9641
2023-10-10,22.1185
2023-10-11,22.2562
2023-10-12,22.163
2023-10-13,22.2827
2023-10-14,22.2827
2023-10-15,22.2827
2023-10-16,22.3202
2023-10-17,22.387
2023-10-18,22.2688
2023-10-19,22.0211
2023-10-20,21.8375
2023-10-21,21.8375
2023-10-22,21.8375
2023-10-23,21.6997
2023-10-24,21.8222
2023-10-25,21.7777
2023-10-26,21.8347
2023-10-27,21.4674
2023-10-28,21.4674
2023-10-29,21.4674
2023-10-30,21.5119
2023-10-31,21.6817
2023-11-01,21.8222
2023-11-02,22.1992
2023-11-03,22.2145
2023-11-04,22.2145
2023-11-05,22.2145
2023-11-06,22.1046
2023-11-07,21.9877
2023-11-08,21.9056
2023-11-09,22.1867
2023-11-10,22.2034
2023-11-11,22.2034
2023-11-12,22.2034
2023-11-13,22.163
2023-11-14,22.5868
2023-11-15,22.5019
2023-11-16,22.5742
2023-11-17,22.5534
2023-11-18,22.5534
2023-11-19,22.5534
2023-11-20,22.417
2023-11-21,22.2333
2023-11-22,22.4351
2023-11-23,22.4351
2023-11-24,22.289
2023-11-25,22.289
2023-11-26,22.289
2023-11-27,22.378
2023-11-28,22.3586
2023-11-29,22.2959
2023-11-30,22.5408
2023-12-01,22.5464
2023-12-02,22.5464
2023-12-03,22.5464
2023-12-04,22.6953
2023-12-05,22.5506
2023-12-06,22.6689
2023-12-07,22.641
2023-12-08,22.4921
2023-12-09,22.4921
2023-12-10,22.4921
2023-12-11,22.4727
2023-12-12,22.5255
2023-12-13,22.9639
2023-12-14,22.7607
2023-12-15,22.6814
2023-12-16,22.6814
2023-12-17,22.6814
2023-12-18,22.6062
2023-12-19,22.7273
2023-12-20,22.4504
2023-12-21,22.5325
2023-12-22,22.6939
2023-12-23,22.6939
2023-12-24,22.6939
2023-12-25,22.6939
2023-12-26,22.8191
2023-12-27,22.8345
2023-12-28,22.8567
2023-12-29,21.6468
2023-12-30,21.6468
2023-12-31,21.6468
2024-01-01,21.6468
2024-01-02,21.7824
2024-01-03,21.926
2024-01-04,21.8707
2024-01-05,21.9207
2024-01-06,21.9207
2024-01-07,21.9207
2024-01-08,22.0353
2024-01-09,21.9708
2024-01-10,21.9287
2024-01-11,21.5796
2024-01-12,21.6323
2024-01-13,21.6323
2024-01-14,21.6323
2024-01-15,21.6323
2024-01-16,21.407
2024-01-17,21.2305
2024-01-18,21.1897
2024-01-19,21.2753
2024-01-20,21.2753
2024-01-21,21.2753
2024-01-22,21.2832
2024-01-23,21.2252
2024-01-24,20.9868
2024-01-25,21.3859
2024-01-26,21.357
2024-01-27,21.357
2024-01-28,21.357
2024-01-29,21.4307
2024-01-30,21.4637
2024-01-31,21.3886
2024-02-01,21.6323
2024-02-02,21.3662
2024-02-03,21.3662
2024-02-04,21.3662
2024-02-05,21.1041
2024-02-06,21.1086
2024-02-07,21.1244
2024-02-08,21.2561
2024-02-09,21.2799
2024-02-10,21.2799
2024-02-11,21.2799
2024-02-12,21.3971
2024-02-13,21.1007
2024-02-14,21.2627
2024-02-15,21.4327
2024-02-16,21.3905
2024-02-17,21.3905
2024-02-18,21.3905
2024-02-19,21.3905
2024-02-20,21.3563
2024-02-21,21.488
2024-02-22,21.4221
2024-02-23,21.2338
2024-02-24,21.2338
2024-02-25,21.2338
2024-02-26,21.0836
2024-02-27,21.2035
2024-02-28,21.1942
2024-02-29,21.2535
2024-03-01,21.2298
2024-03-02,21.2298
2024-03-03,21.2298
2024-03-04,21.4867
2024-03-05,21.4577
2024-03-06,21.5552
2024-03-07,21.6065
2024-03-08,21.6368
2024-03-09,21.6368
2024-03-10,21.6368
2024-03-11,21.7923
2024-03-12,21.7291
2024-03-13,21.6909
2024-03-14,21.5157
2024-03-15,21.4695
2024-03-16,21.4695
2024-03-17,21.4695
2024-03-18,21.5828
2024-03-19,21.6316
2024-03-20,21.7264
2024-03-21,21.7699
2024-03-22,21.7356
2024-03-23,21.7356
2024-03-24,21.7356
2024-03-25,21.6737
2024-03-26,21.5618
2024-03-27,21.9583
2024-03-28,22.0386
2024-03-29,22.0386
2024-03-30,22.0386
2024-03-31,22.0386
2024-04-01,21.9043
2024-04-02,21.8937
2024-04-03,21.7883
2024-04-04,21.6777
2024-04-05,21.6909
2024-04-06,21.6909
2024-04-07,21.6909
2024-04-08,21.704
