,NVGS US Equity
2023-03-19,26.9349
2023-03-20,28.1055
2023-03-21,29.0266
2023-03-22,28.949
2023-03-23,28.6517
2023-03-24,28.4965
2023-03-25,28.4965
2023-03-26,28.4965
2023-03-27,28.8585
2023-03-28,29.2593
2023-03-29,29.1301
2023-03-30,29.0266
2023-03-31,25.3765
2023-04-01,25.3765
2023-04-02,25.3765
2023-04-03,25.2617
2023-04-04,25.053
2023-04-05,24.98
2023-04-06,24.8965
2023-04-07,24.8965
2023-04-08,24.8965
2023-04-09,24.8965
2023-04-10,25.0739
2023-04-11,25.2826
2023-04-12,25.3556
2023-04-13,25.3139
2023-04-14,25.3765
2023-04-15,25.3765
2023-04-16,25.3765
2023-04-17,25.9609
2023-04-18,26.0653
2023-04-19,25.7731
2023-04-20,25.5435
2023-04-21,25.3348
2023-04-22,25.3348
2023-04-23,25.3348
2023-04-24,25.4496
2023-04-25,24.9382
2023-04-26,24.7295
2023-04-27,24.8756
2023-04-28,25.1782
2023-04-29,25.1782
2023-04-30,25.1782
2023-05-01,25.0426
2023-05-02,24.5625
2023-05-03,24.2077
2023-05-04,23.7799
2023-05-05,24.1034
2023-05-06,24.1034
2023-05-07,24.1034
2023-05-08,24.2077
2023-05-09,24.1138
2023-05-10,24.2912
2023-05-11,24.2599
2023-05-12,24.3434
2023-05-13,24.3434
2023-05-14,24.3434
2023-05-15,24.4686
2023-05-16,24.2286
2023-05-17,24.2077
2023-05-18,24.2286
2023-05-19,24.3747
2023-05-20,24.3747
2023-05-21,24.3747
2023-05-22,24.4791
2023-05-23,25.7151
2023-05-24,24.5379
2023-05-25,24.219
2023-05-26,23.9194
2023-05-27,23.9194
2023-05-28,23.9194
2023-05-29,23.9194
2023-05-30,23.8994
2023-05-31,23.5699
2023-06-01,23.8894
2023-06-02,24.0293
2023-06-03,24.0293
2023-06-04,24.0293
2023-06-05,23.7596
2023-06-06,23.8994
2023-06-07,24.0992
2023-06-08,23.8495
2023-06-09,23.7596
2023-06-10,23.7596
2023-06-11,23.7596
2023-06-12,23.7297
2023-06-13,23.8195
2023-06-14,23.9993
2023-06-15,23.7396
2023-06-16,23.5599
2023-06-17,23.5599
2023-06-18,23.5599
2023-06-19,23.5599
2023-06-20,23.5
2023-06-21,23.3701
2023-06-22,23.2503
2023-06-23,23.5699
2023-06-24,23.5699
2023-06-25,23.5699
2023-06-26,23.5199
2023-06-27,23.5399
2023-06-28,23.5099
2023-06-29,23.5998
2023-06-30,19.0043
2023-07-01,19.0043
2023-07-02,19.0043
2023-07-03,19.0122
2023-07-04,19.0122
2023-07-05,19.1468
2023-07-06,18.9251
2023-07-07,19.1072
2023-07-08,19.1072
2023-07-09,19.1072
2023-07-10,19.2101
2023-07-11,19.4397
2023-07-12,19.5506
2023-07-13,19.6931
2023-07-14,19.3289
2023-07-15,19.3289
2023-07-16,19.3289
2023-07-17,19.321
2023-07-18,19.1864
2023-07-19,19.4476
2023-07-20,19.3605
2023-07-21,19.3922
2023-07-22,19.3922
2023-07-23,19.3922
2023-07-24,19.6218
2023-07-25,19.6139
2023-07-26,19.511
2023-07-27,19.4397
2023-07-28,19.5981
2023-07-29,19.5981
2023-07-30,19.5981
2023-07-31,19.7643
2023-08-01,19.6297
2023-08-02,19.4555
2023-08-03,19.5901
2023-08-04,19.4714
2023-08-05,19.4714
2023-08-06,19.4714
2023-08-07,19.6535
2023-08-08,19.7247
2023-08-09,19.8435
2023-08-10,19.7722
2023-08-11,19.7406
2023-08-12,19.7406
2023-08-13,19.7406
2023-08-14,19.7089
2023-08-15,19.8118
2023-08-16,19.7406
2023-08-17,19.3685
2023-08-18,19.4951
2023-08-19,19.4951
2023-08-20,19.4951
2023-08-21,19.4476
2023-08-22,19.4714
2023-08-23,19.3685
2023-08-24,19.2735
2023-08-25,19.2101
2023-08-26,19.2101
2023-08-27,19.2101
2023-08-28,19.2655
2023-08-29,19.5822
2023-08-30,19.6693
2023-08-31,19.5981
2023-09-01,19.8672
2023-09-02,19.8672
2023-09-03,19.8672
2023-09-04,19.8672
2023-09-05,19.4397
2023-09-06,19.5743
2023-09-07,19.5189
2023-09-08,19.6931
2023-09-09,19.6931
2023-09-10,19.6931
2023-09-11,19.7485
2023-09-12,19.7643
2023-09-13,19.7168
2023-09-14,19.7643
2023-09-15,19.7881
2023-09-16,19.7881
2023-09-17,19.7881
2023-09-18,19.9227
2023-09-19,19.8514
2023-09-20,20.2473
2023-09-21,19.9147
2023-09-22,20.3106
2023-09-23,20.3106
2023-09-24,20.3106
2023-09-25,20.4373
2023-09-26,20.4769
2023-09-27,20.461
2023-09-28,20.4769
2023-09-29,14.904
2023-09-30,14.904
2023-10-01,14.904
2023-10-02,14.6805
2023-10-03,14.5159
2023-10-04,14.3983
2023-10-05,14.5688
2023-10-06,14.5923
2023-10-07,14.5923
2023-10-08,14.5923
2023-10-09,14.5394
2023-10-10,14.6041
2023-10-11,14.5806
2023-10-12,14.5806
2023-10-13,14.5865
2023-10-14,14.5865
2023-10-15,14.5865
2023-10-16,14.7335
2023-10-17,14.7158
2023-10-18,14.5159
2023-10-19,14.5218
2023-10-20,14.5747
2023-10-21,14.5747
2023-10-22,14.5747
2023-10-23,14.6629
2023-10-24,14.6629
2023-10-25,14.7217
2023-10-26,14.5806
2023-10-27,14.5336
2023-10-28,14.5336
2023-10-29,14.5336
2023-10-30,14.463
2023-10-31,14.4806
2023-11-01,14.5923
2023-11-02,14.7099
2023-11-03,14.6453
2023-11-04,14.6453
2023-11-05,14.6453
2023-11-06,14.6453
2023-11-07,14.4924
2023-11-08,14.4924
2023-11-09,14.4042
2023-11-10,14.6159
2023-11-11,14.6159
2023-11-12,14.6159
2023-11-13,14.5923
2023-11-14,14.5032
2023-11-15,14.6907
2023-11-16,14.4738
2023-11-17,14.6087
2023-11-18,14.6087
2023-11-19,14.6087
2023-11-20,14.849
2023-11-21,14.9194
2023-11-22,14.9604
2023-11-23,14.9604
2023-11-24,15.0601
2023-11-25,15.0601
2023-11-26,15.0601
2023-11-27,14.9721
2023-11-28,14.7787
2023-11-29,14.767
2023-11-30,14.7787
2023-12-01,14.978
2023-12-02,14.978
2023-12-03,14.978
2023-12-04,14.8314
2023-12-05,14.7025
2023-12-06,14.6145
2023-12-07,14.4504
2023-12-08,14.509
2023-12-09,14.509
2023-12-10,14.509
2023-12-11,14.4797
2023-12-12,14.4211
2023-12-13,14.6438
2023-12-14,14.6556
2023-12-15,14.7025
2023-12-16,14.7025
2023-12-17,14.7025
2023-12-18,14.8901
2023-12-19,14.9428
2023-12-20,14.8373
2023-12-21,14.849
2023-12-22,14.9428
2023-12-23,14.9428
2023-12-24,14.9428
2023-12-25,14.9428
2023-12-26,14.9018
2023-12-27,14.8197
2023-12-28,14.7201
2023-12-29,8.4959
2023-12-30,8.4959
2023-12-31,8.4959
2024-01-01,8.4959
2024-01-02,8.859
2024-01-03,8.9445
2024-01-04,8.9872
2024-01-05,9.0993
2024-01-06,9.0993
2024-01-07,9.0993
2024-01-08,9.0886
2024-01-09,8.9124
2024-01-10,8.7629
2024-01-11,8.8483
2024-01-12,8.9551
2024-01-13,8.9551
2024-01-14,8.9551
2024-01-15,8.9551
2024-01-16,8.8483
2024-01-17,8.9818
2024-01-18,9.2862
2024-01-19,9.2488
2024-01-20,9.2488
2024-01-21,9.2488
2024-01-22,9.2595
2024-01-23,9.3396
2024-01-24,9.4304
2024-01-25,9.4357
2024-01-26,9.377
2024-01-27,9.377
2024-01-28,9.377
2024-01-29,9.345
2024-01-30,9.4037
2024-01-31,9.3236
2024-02-01,9.3236
2024-02-02,9.0886
2024-02-03,9.0886
2024-02-04,9.0886
2024-02-05,8.9872
2024-02-06,8.9872
2024-02-07,9.0513
2024-02-08,9.078
2024-02-09,8.9124
2024-02-10,8.9124
2024-02-11,8.9124
2024-02-12,8.9605
2024-02-13,8.7843
2024-02-14,8.875
2024-02-15,8.9872
2024-02-16,9.0192
2024-02-17,9.0192
2024-02-18,9.0192
2024-02-19,9.0192
2024-02-20,8.8056
2024-02-21,8.9178
2024-02-22,8.843
2024-02-23,8.8323
2024-02-24,8.8323
2024-02-25,8.8323
2024-02-26,8.8056
2024-02-27,8.6935
2024-02-28,8.6935
2024-02-29,8.7202
2024-03-01,8.7415
2024-03-02,8.7415
2024-03-03,8.7415
2024-03-04,8.5653
2024-03-05,8.6935
2024-03-06,8.6347
2024-03-07,8.7255
2024-03-08,8.7629
2024-03-09,8.7629
2024-03-10,8.7629
2024-03-11,8.8483
2024-03-12,8.9017
2024-03-13,8.9818
2024-03-14,9.0532
2024-03-15,8.9145
2024-03-16,8.9145
2024-03-17,8.9145
2024-03-18,8.7278
2024-03-19,8.7758
2024-03-20,8.7492
2024-03-21,8.7598
2024-03-22,8.7598
2024-03-23,8.7598
2024-03-24,8.7598
2024-03-25,8.8078
2024-03-26,8.8612
2024-03-27,8.8985
2024-03-28,8.9108
2024-03-29,8.9108
2024-03-30,8.9108
2024-03-31,8.9108
2024-04-01,8.9588
2024-04-02,8.8948
2024-04-03,9.0868
2024-04-04,9.0068
2024-04-05,8.9535
2024-04-06,8.9535
2024-04-07,8.9535
2024-04-08,8.8895
