,PPL US Equity
2020-04-20,16.9221
2020-04-21,16.7117
2020-04-22,16.9406
2020-04-23,16.9035
2020-04-24,16.9963
2020-04-25,16.9963
2020-04-26,16.9963
2020-04-27,17.0149
2020-04-28,17.1325
2020-04-29,17.2191
2020-04-30,16.9747
2020-05-01,16.8045
2020-05-02,16.8045
2020-05-03,16.8045
2020-05-04,16.8324
2020-05-05,16.9499
2020-05-06,16.622
2020-05-07,16.6251
2020-05-08,17.1881
2020-05-09,17.1881
2020-05-10,17.1881
2020-05-11,16.923
2020-05-12,16.7992
2020-05-13,16.7064
2020-05-14,16.9199
2020-05-15,16.694
2020-05-16,16.694
2020-05-17,16.694
2020-05-18,17.1952
2020-05-19,16.9539
2020-05-20,17.0282
2020-05-21,17.0622
2020-05-22,17.0467
2020-05-23,17.0467
2020-05-24,17.0467
2020-05-25,17.0467
2020-05-26,17.2417
2020-05-27,17.384
2020-05-28,17.6006
2020-05-29,17.7553
2020-05-30,17.7553
2020-05-31,17.7553
2020-06-01,17.9316
2020-06-02,18.1235
2020-06-03,18.3679
2020-06-04,18.3958
2020-06-05,18.405
2020-06-06,18.405
2020-06-07,18.405
2020-06-08,18.5938
2020-06-09,17.8883
2020-06-10,17.7305
2020-06-11,17.2664
2020-06-12,17.3252
2020-06-13,17.3252
2020-06-14,17.3252
2020-06-15,17.3995
2020-06-16,17.5201
2020-06-17,17.4149
2020-06-18,17.4273
2020-06-19,17.155
2020-06-20,17.155
2020-06-21,17.155
2020-06-22,17.2633
2020-06-23,17.0808
2020-06-24,17.0065
2020-06-25,17.0282
2020-06-26,16.8673
2020-06-27,16.8673
2020-06-28,16.8673
2020-06-29,17.0808
2020-06-30,19.4329
2020-07-01,19.5592
2020-07-02,19.5521
2020-07-03,19.5521
2020-07-04,19.5521
2020-07-05,19.5521
2020-07-06,19.4469
2020-07-07,19.289
2020-07-08,19.3908
2020-07-09,18.9277
2020-07-10,19.2259
2020-07-11,19.2259
2020-07-12,19.2259
2020-07-13,19.2259
2020-07-14,19.3276
2020-07-15,19.3803
2020-07-16,19.4364
2020-07-17,19.489
2020-07-18,19.489
2020-07-19,19.489
2020-07-20,19.2645
2020-07-21,19.2645
2020-07-22,19.5451
2020-07-23,19.4574
2020-07-24,19.3873
2020-07-25,19.3873
2020-07-26,19.3873
2020-07-27,19.2259
2020-07-28,19.4609
2020-07-29,19.5627
2020-07-30,19.6644
2020-07-31,19.7065
2020-08-01,19.7065
2020-08-02,19.7065
2020-08-03,19.6714
2020-08-04,19.7872
2020-08-05,19.703
2020-08-06,19.6644
2020-08-07,19.8889
2020-08-08,19.8889
2020-08-09,19.8889
2020-08-10,20.4254
2020-08-11,20.3482
2020-08-12,20.4956
2020-08-13,20.5904
2020-08-14,20.5658
2020-08-15,20.5658
2020-08-16,20.5658
2020-08-17,20.4781
2020-08-18,20.3166
2020-08-19,20.3166
2020-08-20,20.2043
2020-08-21,20.2113
2020-08-22,20.2113
2020-08-23,20.2113
2020-08-24,20.3271
2020-08-25,20.1691
2020-08-26,20.0849
2020-08-27,20.0744
2020-08-28,20.0989
2020-08-29,20.0989
2020-08-30,20.0989
2020-08-31,20.0673
2020-09-01,19.9971
2020-09-02,20.3657
2020-09-03,20.2955
2020-09-04,20.299
2020-09-05,20.299
2020-09-06,20.299
2020-09-07,20.299
2020-09-08,20.278
2020-09-09,20.1095
2020-09-10,19.9445
2020-09-11,20.0322
2020-09-12,20.0322
2020-09-13,20.0322
2020-09-14,20.1691
2020-09-15,20.0989
2020-09-16,20.2007
2020-09-17,20.0217
2020-09-18,19.776
2020-09-19,19.776
2020-09-20,19.776
2020-09-21,19.5759
2020-09-22,19.5864
2020-09-23,19.4636
2020-09-24,19.5197
2020-09-25,19.6601
2020-09-26,19.6601
2020-09-27,19.6601
2020-09-28,19.7339
2020-09-29,19.8041
2020-09-30,23.308
2020-10-01,23.4455
2020-10-02,23.7125
2020-10-03,23.7125
2020-10-04,23.7125
2020-10-05,23.8055
2020-10-06,23.9106
2020-10-07,23.9349
2020-10-08,24.0764
2020-10-09,24.0077
2020-10-10,24.0077
2020-10-11,24.0077
2020-10-12,24.0279
2020-10-13,23.8176
2020-10-14,23.8216
2020-10-15,23.85
2020-10-16,23.8661
2020-10-17,23.8661
2020-10-18,23.8661
2020-10-19,23.5345
2020-10-20,23.6558
2020-10-21,23.5871
2020-10-22,23.8014
2020-10-23,23.8985
2020-10-24,23.8985
2020-10-25,23.8985
2020-10-26,23.9996
2020-10-27,23.8459
2020-10-28,23.3444
2020-10-29,23.4617
2020-10-30,23.4253
2020-10-31,23.4253
2020-11-01,23.4253
2020-11-02,23.672
2020-11-03,23.9672
2020-11-04,23.5952
2020-11-05,23.6518
2020-11-06,23.4698
2020-11-07,23.4698
2020-11-08,23.4698
2020-11-09,23.9308
2020-11-10,24.3312
2020-11-11,24.1978
2020-11-12,23.9875
2020-11-13,24.3595
2020-11-14,24.3595
2020-11-15,24.3595
2020-11-16,24.5577
2020-11-17,24.2463
2020-11-18,24.133
2020-11-19,24.125
2020-11-20,24.0926
2020-11-21,24.0926
2020-11-22,24.0926
2020-11-23,24.4323
2020-11-24,24.7114
2020-11-25,24.1897
2020-11-26,24.1897
2020-11-27,24.0764
2020-11-28,24.0764
2020-11-29,24.0764
2020-11-30,23.7974
2020-12-01,23.7731
2020-12-02,23.8419
2020-12-03,23.8136
2020-12-04,23.8742
2020-12-05,23.8742
2020-12-06,23.8742
2020-12-07,23.9713
2020-12-08,24.0522
2020-12-09,23.9834
2020-12-10,23.6761
2020-12-11,23.6599
2020-12-12,23.6599
2020-12-13,23.6599
2020-12-14,23.4658
2020-12-15,23.5992
2020-12-16,23.3525
2020-12-17,23.3647
2020-12-18,23.2029
2020-12-19,23.2029
2020-12-20,23.2029
2020-12-21,23.1058
2020-12-22,22.9522
2020-12-23,23.1342
2020-12-24,23.1786
2020-12-25,23.1786
2020-12-26,23.1786
2020-12-27,23.1786
2020-12-28,23.3242
2020-12-29,23.3444
2020-12-30,23.4617
2020-12-31,23.4481
2021-01-01,23.4481
2021-01-02,23.4481
2021-01-03,23.4481
2021-01-04,23.1476
2021-01-05,23.1621
2021-01-06,23.4045
2021-01-07,23.2251
2021-01-08,23.2591
2021-01-09,23.2591
2021-01-10,23.2591
2021-01-11,23.2397
2021-01-12,23.3269
2021-01-13,23.3948
2021-01-14,23.453
2021-01-15,23.6275
2021-01-16,23.6275
2021-01-17,23.6275
2021-01-18,23.6275
2021-01-19,23.419
2021-01-20,23.3366
2021-01-21,23.2348
2021-01-22,23.2639
2021-01-23,23.2639
2021-01-24,23.2639
2021-01-25,23.4045
2021-01-26,23.4723
2021-01-27,23.2542
2021-01-28,23.4142
2021-01-29,23.1912
2021-01-30,23.1912
2021-01-31,23.1912
2021-02-01,23.3269
2021-02-02,23.2736
2021-02-03,23.2494
2021-02-04,23.3027
2021-02-05,23.2881
2021-02-06,23.2881
2021-02-07,23.2881
2021-02-08,23.2881
2021-02-09,23.3269
2021-02-10,23.3802
2021-02-11,23.3221
2021-02-12,23.356
2021-02-13,23.356
2021-02-14,23.356
2021-02-15,23.356
2021-02-16,23.356
2021-02-17,23.3851
2021-02-18,23.2397
2021-02-19,23.196
2021-02-20,23.196
2021-02-21,23.196
2021-02-22,23.1026
2021-02-23,23.1026
2021-02-24,23.1074
2021-02-25,22.865
2021-02-26,22.4771
2021-02-27,22.4771
2021-02-28,22.4771
2021-03-01,22.8165
2021-03-02,22.9377
2021-03-03,23.1026
2021-03-04,23.3111
2021-03-05,23.4759
2021-03-06,23.4759
2021-03-07,23.4759
2021-03-08,23.505
2021-03-09,23.0056
2021-03-10,23.0929
2021-03-11,22.9717
2021-03-12,23.2141
2021-03-13,23.2141
2021-03-14,23.2141
2021-03-15,23.4759
2021-03-16,23.5002
2021-03-17,23.3644
2021-03-18,24.1741
2021-03-19,24.1256
2021-03-20,24.1256
2021-03-21,24.1256
2021-03-22,23.8735
2021-03-23,23.6311
2021-03-24,23.5584
2021-03-25,23.7087
2021-03-26,23.9705
2021-03-27,23.9705
2021-03-28,23.9705
2021-03-29,23.8687
2021-03-30,23.8735
2021-03-31,24.0929
2021-04-01,24.0588
2021-04-02,24.0588
2021-04-03,24.0588
2021-04-04,24.0588
2021-04-05,24.0783
2021-04-06,24.0295
2021-04-07,24.1789
2021-04-08,24.0423
2021-04-09,24.0032
2021-04-10,24.0032
2021-04-11,24.0032
2021-04-12,24.0471
2021-04-13,24.0374
2021-04-14,24.052
2021-04-15,24.174
2021-04-16,24.2472
2021-04-17,24.2472
2021-04-18,24.2472
2021-04-19,24.1203
2021-04-20,24.1789
2021-04-21,24.4033
2021-04-22,24.1545
2021-04-23,24.2569
2021-04-24,24.2569
2021-04-25,24.2569
2021-04-26,24.2667
2021-04-27,24.1252
2021-04-28,24.1789
2021-04-29,24.3106
2021-04-30,24.2423
2021-05-01,24.2423
2021-05-02,24.2423
2021-05-03,24.2472
2021-05-04,24.2179
2021-05-05,24.1398
2021-05-06,24.1008
2021-05-07,24.3009
2021-05-08,24.3009
2021-05-09,24.3009
2021-05-10,24.4131
2021-05-11,24.3448
2021-05-12,23.9837
2021-05-13,24.1984
2021-05-14,24.3057
2021-05-15,24.3057
2021-05-16,24.3057
2021-05-17,24.2569
2021-05-18,24.3399
2021-05-19,24.3594
2021-05-20,24.3448
2021-05-21,24.4228
2021-05-22,24.4228
2021-05-23,24.4228
2021-05-24,24.3984
2021-05-25,24.2325
2021-05-26,24.2521
2021-05-27,24.2033
2021-05-28,24.2325
2021-05-29,24.2325
2021-05-30,24.2325
2021-05-31,24.2325
2021-06-01,24.1789
2021-06-02,24.1545
2021-06-03,24.1886
2021-06-04,24.174
2021-06-05,24.174
2021-06-06,24.174
2021-06-07,24.2179
2021-06-08,24.1301
2021-06-09,24.174
2021-06-10,24.2179
2021-06-11,24.3399
2021-06-12,24.3399
2021-06-13,24.3399
2021-06-14,24.3057
2021-06-15,24.3252
2021-06-16,24.0228
2021-06-17,23.9837
2021-06-18,23.5007
2021-06-19,23.5007
2021-06-20,23.5007
2021-06-21,23.7495
2021-06-22,23.6861
2021-06-23,23.5885
2021-06-24,23.6568
2021-06-25,23.8373
2021-06-26,23.8373
2021-06-27,23.8373
2021-06-28,23.813
2021-06-29,23.5788
2021-06-30,18.1244
2021-07-01,18.2731
2021-07-02,18.268
2021-07-03,18.268
2021-07-04,18.268
2021-07-05,18.268
2021-07-06,18.227
2021-07-07,18.2219
2021-07-08,18.2219
2021-07-09,18.3655
2021-07-10,18.3655
2021-07-11,18.3655
2021-07-12,18.3296
2021-07-13,18.1039
2021-07-14,18.1757
2021-07-15,18.2475
2021-07-16,18.4424
2021-07-17,18.4424
2021-07-18,18.4424
2021-07-19,18.1449
2021-07-20,18.2424
2021-07-21,18.1859
2021-07-22,18.1757
2021-07-23,18.2731
2021-07-24,18.2731
2021-07-25,18.2731
2021-07-26,18.3296
2021-07-27,18.5194
2021-07-28,18.4424
2021-07-29,18.4424
2021-07-30,18.3296
2021-07-31,18.3296
2021-08-01,18.3296
2021-08-02,18.3757
2021-08-03,18.427
2021-08-04,18.3603
2021-08-05,18.5845
2021-08-06,18.7744
2021-08-07,18.7744
2021-08-08,18.7744
2021-08-09,18.6769
2021-08-10,18.6102
2021-08-11,18.7641
2021-08-12,18.6974
2021-08-13,18.8667
2021-08-14,18.8667
2021-08-15,18.8667
2021-08-16,18.836
2021-08-17,18.8308
2021-08-18,18.7487
2021-08-19,18.7539
2021-08-20,19.0361
2021-08-21,19.0361
2021-08-22,19.0361
2021-08-23,18.7539
2021-08-24,18.7744
2021-08-25,18.7693
2021-08-26,18.6923
2021-08-27,18.7693
2021-08-28,18.7693
2021-08-29,18.7693
2021-08-30,18.7487
2021-08-31,18.836
2021-09-01,19.19
2021-09-02,19.3849
2021-09-03,19.2156
2021-09-04,19.2156
2021-09-05,19.2156
2021-09-06,19.2156
2021-09-07,19.2259
2021-09-08,19.4055
2021-09-09,19.0566
2021-09-10,18.9694
2021-09-11,18.9694
2021-09-12,18.9694
2021-09-13,18.9334
2021-09-14,18.8513
2021-09-15,18.8924
2021-09-16,18.7077
2021-09-17,18.4922
2021-09-18,18.4922
2021-09-19,18.4922
2021-09-20,18.4614
2021-09-21,18.3588
2021-09-22,18.3896
2021-09-23,18.4255
2021-09-24,18.3588
2021-09-25,18.3588
2021-09-26,18.3588
2021-09-27,18.328
2021-09-28,18.2562
2021-09-29,18.3845
2021-09-30,18.6269
2021-10-01,18.6681
2021-10-02,18.6681
2021-10-03,18.6681
2021-10-04,18.8381
2021-10-05,18.8227
2021-10-06,18.9721
2021-10-07,18.8948
2021-10-08,18.8742
2021-10-09,18.8742
2021-10-10,18.8742
2021-10-11,18.7866
2021-10-12,18.8227
2021-10-13,18.936
2021-10-14,19.0545
2021-10-15,19.1266
2021-10-16,19.1266
2021-10-17,19.1266
2021-10-18,18.9721
2021-10-19,19.1472
2021-10-20,19.3172
2021-10-21,19.209
2021-10-22,19.2708
2021-10-23,19.2708
2021-10-24,19.2708
2021-10-25,19.2039
2021-10-26,19.2502
2021-10-27,19.209
2021-10-28,19.2399
2021-10-29,19.1008
2021-10-30,19.1008
2021-10-31,19.1008
2021-11-01,19.3584
2021-11-02,19.3275
2021-11-03,19.3636
2021-11-04,19.1472
2021-11-05,18.6965
2021-11-06,18.6965
2021-11-07,18.6965
2021-11-08,18.6714
2021-11-09,18.7116
2021-11-10,18.7266
2021-11-11,18.7166
2021-11-12,18.6362
2021-11-13,18.6362
2021-11-14,18.6362
2021-11-15,18.7568
2021-11-16,18.6864
2021-11-17,18.5809
2021-11-18,18.4704
2021-11-19,18.5357
2021-11-20,18.5357
2021-11-21,18.5357
2021-11-22,18.591
2021-11-23,18.7015
2021-11-24,18.6663
2021-11-25,18.6663
2021-11-26,18.4252
2021-11-27,18.4252
2021-11-28,18.4252
2021-11-29,18.5558
2021-11-30,18.2493
2021-12-01,18.2794
2021-12-02,18.4503
2021-12-03,18.6663
2021-12-04,18.6663
2021-12-05,18.6663
2021-12-06,18.9477
2021-12-07,18.998
2021-12-08,18.9226
2021-12-09,18.6362
2021-12-10,18.7015
2021-12-11,18.7015
2021-12-12,18.7015
2021-12-13,18.7769
2021-12-14,18.7518
2021-12-15,18.9729
2021-12-16,19.0784
2021-12-17,19.1186
2021-12-18,19.1186
2021-12-19,19.1186
2021-12-20,19.0884
2021-12-21,19.0482
2021-12-22,19.0432
2021-12-23,19.0482
2021-12-24,19.0482
2021-12-25,19.0482
2021-12-26,19.0482
2021-12-27,19.1035
2021-12-28,19.2241
2021-12-29,19.2342
2021-12-30,19.3146
2021-12-31,21.2595
2022-01-01,21.2595
2022-01-02,21.2595
2022-01-03,21.3017
2022-01-04,21.2226
2022-01-05,21.2542
2022-01-06,21.2331
2022-01-07,21.3597
2022-01-08,21.3597
2022-01-09,21.3597
2022-01-10,21.3491
2022-01-11,21.2015
2022-01-12,21.2068
2022-01-13,21.2279
2022-01-14,21.212
2022-01-15,21.212
2022-01-16,21.212
2022-01-17,21.212
2022-01-18,21.1699
2022-01-19,21.133
2022-01-20,21.075
2022-01-21,21.0486
2022-01-22,21.0486
2022-01-23,21.0486
2022-01-24,20.9959
2022-01-25,20.9854
2022-01-26,20.8536
2022-01-27,20.8852
2022-01-28,21.0592
2022-01-29,21.0592
2022-01-30,21.0592
2022-01-31,21.0592
2022-02-01,20.9748
2022-02-02,21.075
2022-02-03,21.0592
2022-02-04,20.9168
2022-02-05,20.9168
2022-02-06,20.9168
2022-02-07,20.8536
2022-02-08,20.9801
2022-02-09,20.9801
2022-02-10,20.5952
2022-02-11,20.5214
2022-02-12,20.5214
2022-02-13,20.5214
2022-02-14,20.358
2022-02-15,20.3053
2022-02-16,20.2947
2022-02-17,20.2473
2022-02-18,18.8904
2022-02-19,18.8904
2022-02-20,18.8904
2022-02-21,18.8904
2022-02-22,19.2571
2022-02-23,18.8904
2022-02-24,18.8078
2022-02-25,19.0608
2022-02-26,19.0608
2022-02-27,19.0608
2022-02-28,18.9266
2022-03-01,18.5547
2022-03-02,18.6942
2022-03-03,18.8439
2022-03-04,19.0712
2022-03-05,19.0712
2022-03-06,19.0712
2022-03-07,18.9162
2022-03-08,18.9885
2022-03-09,19.1951
2022-03-10,19.1383
2022-03-11,18.9782
2022-03-12,18.9782
2022-03-13,18.9782
2022-03-14,18.9162
2022-03-15,19.097
2022-03-16,19.1589
2022-03-17,19.2467
2022-03-18,19.1848
2022-03-19,19.1848
2022-03-20,19.1848
2022-03-21,19.3035
2022-03-22,19.2829
2022-03-23,19.2984
2022-03-24,19.5256
2022-03-25,19.6599
2022-03-26,19.6599
2022-03-27,19.6599
2022-03-28,19.7528
2022-03-29,20.0988
2022-03-30,20.2331
2022-03-31,19.7402
2022-04-01,19.9714
2022-04-02,19.9714
2022-04-03,19.9714
2022-04-04,19.8106
2022-04-05,19.8156
2022-04-06,20.1574
2022-04-07,20.0347
2022-04-08,20.0247
2022-04-09,20.0247
2022-04-10,20.0247
2022-04-11,19.9241
2022-04-12,19.8839
2022-04-13,19.9543
2022-04-14,20.0699
2022-04-15,20.0699
2022-04-16,20.0699
2022-04-17,20.0699
2022-04-18,20.08
2022-04-19,20.3868
2022-04-20,20.5578
2022-04-21,20.6584
2022-04-22,20.417
2022-04-23,20.417
2022-04-24,20.417
2022-04-25,20.3516
2022-04-26,20.0951
2022-04-27,19.9191
2022-04-28,20.0398
2022-04-29,19.6224
2022-04-30,19.6224
2022-05-01,19.6224
2022-05-02,19.5218
2022-05-03,19.5519
2022-05-04,19.914
2022-05-05,19.8715
2022-05-06,20.0878
2022-05-07,20.0878
2022-05-08,20.0878
2022-05-09,19.8665
2022-05-10,19.6099
2022-05-11,19.6703
2022-05-12,19.6401
2022-05-13,19.8564
2022-05-14,19.8564
2022-05-15,19.8564
2022-05-16,19.962
2022-05-17,20.1683
2022-05-18,20.1582
2022-05-19,20.0777
2022-05-20,20.0727
2022-05-21,20.0727
2022-05-22,20.0727
2022-05-23,20.2588
2022-05-24,20.4047
2022-05-25,20.4449
2022-05-26,20.5958
2022-05-27,20.6562
2022-05-28,20.6562
2022-05-29,20.6562
2022-05-30,20.6562
2022-05-31,20.5657
2022-06-01,20.4399
2022-06-02,20.4449
2022-06-03,20.3896
2022-06-04,20.3896
2022-06-05,20.3896
2022-06-06,20.46
2022-06-07,20.7669
2022-06-08,20.5858
2022-06-09,20.0425
2022-06-10,19.6351
2022-06-11,19.6351
2022-06-12,19.6351
2022-06-13,19.0063
2022-06-14,18.4782
2022-06-15,18.5989
2022-06-16,18.3323
2022-06-17,18.1411
2022-06-18,18.1411
2022-06-19,18.1411
2022-06-20,18.1411
2022-06-21,18.3876
2022-06-22,18.5486
2022-06-23,18.7699
2022-06-24,19.0063
2022-06-25,19.0063
2022-06-26,19.0063
2022-06-27,19.1472
2022-06-28,19.0315
2022-06-29,18.9963
2022-06-30,23.1713
2022-07-01,23.4942
2022-07-02,23.4942
2022-07-03,23.4942
2022-07-04,23.4942
2022-07-05,23.0176
2022-07-06,23.1303
2022-07-07,23.2328
2022-07-08,23.197
2022-07-09,23.197
2022-07-10,23.197
2022-07-11,23.2636
2022-07-12,23.2277
2022-07-13,23.1355
2022-07-14,23.1662
2022-07-15,23.3763
2022-07-16,23.3763
2022-07-17,23.3763
2022-07-18,23.2021
2022-07-19,23.3097
2022-07-20,23.1765
2022-07-21,23.2277
2022-07-22,23.2738
2022-07-23,23.2738
2022-07-24,23.2738
2022-07-25,23.5403
2022-07-26,23.6377
2022-07-27,23.6582
2022-07-28,24.022
2022-07-29,24.1707
2022-07-30,24.1707
2022-07-31,24.1707
2022-08-01,24.1297
2022-08-02,24.1809
2022-08-03,24.1302
2022-08-04,23.9303
2022-08-05,23.6586
2022-08-06,23.6586
2022-08-07,23.6586
2022-08-08,23.6996
2022-08-09,23.8688
2022-08-10,24.1353
2022-08-11,24.3558
2022-08-12,24.7967
2022-08-13,24.7967
2022-08-14,24.7967
2022-08-15,24.9556
2022-08-16,25.1145
2022-08-17,25.0735
2022-08-18,25.1145
2022-08-19,25.0633
2022-08-20,25.0633
2022-08-21,25.0633
2022-08-22,24.7659
2022-08-23,24.7659
2022-08-24,24.7608
2022-08-25,24.8223
2022-08-26,24.5404
2022-08-27,24.5404
2022-08-28,24.5404
2022-08-29,24.5865
2022-08-30,24.3148
2022-08-31,24.1764
2022-09-01,24.2789
2022-09-02,24.1046
2022-09-03,24.1046
2022-09-04,24.1046
2022-09-05,24.1046
2022-09-06,24.0431
2022-09-07,24.4378
2022-09-08,24.4532
2022-09-09,24.5711
2022-09-10,24.5711
2022-09-11,24.5711
2022-09-12,24.73
2022-09-13,24.3507
2022-09-14,24.4532
2022-09-15,24.0738
2022-09-16,24.0943
2022-09-17,24.0943
2022-09-18,24.0943
2022-09-19,24.3148
2022-09-20,24.0841
2022-09-21,23.8431
2022-09-22,23.8175
2022-09-23,23.6996
2022-09-24,23.6996
2022-09-25,23.6996
2022-09-26,23.3664
2022-09-27,23.1664
2022-09-28,23.2946
2022-09-29,22.5717
2022-09-30,23.8583
2022-10-01,23.8583
2022-10-02,23.8583
2022-10-03,24.2466
2022-10-04,24.5748
2022-10-05,24.2795
2022-10-06,23.9075
2022-10-07,23.4919
2022-10-08,23.4919
2022-10-09,23.4919
2022-10-10,23.5958
2022-10-11,23.5247
2022-10-12,23.109
2022-10-13,23.4864
2022-10-14,23.3934
2022-10-15,23.3934
2022-10-16,23.3934
2022-10-17,23.6067
2022-10-18,23.8802
2022-10-19,23.8474
2022-10-20,23.6614
2022-10-21,24.0443
2022-10-22,24.0443
2022-10-23,24.0443
2022-10-24,23.9185
2022-10-25,24.1919
2022-10-26,24.0497
2022-10-27,24.1646
2022-10-28,24.4928
2022-10-29,24.4928
2022-10-30,24.4928
2022-10-31,24.4818
2022-11-01,24.5256
2022-11-02,24.2795
2022-11-03,24.531
2022-11-04,24.7634
2022-11-05,24.7634
2022-11-06,24.7634
2022-11-07,24.6431
2022-11-08,24.8181
2022-11-09,24.5884
2022-11-10,25.1628
2022-11-11,24.9877
2022-11-12,24.9877
2022-11-13,24.9877
2022-11-14,24.8181
2022-11-15,25.0315
2022-11-16,25.2558
2022-11-17,25.13
2022-11-18,25.3597
2022-11-19,25.3597
2022-11-20,25.3597
2022-11-21,25.4308
2022-11-22,25.7153
2022-11-23,25.9177
2022-11-24,25.9177
2022-11-25,25.9833
2022-11-26,25.9833
2022-11-27,25.9833
2022-11-28,25.9122
2022-11-29,25.8685
2022-11-30,26.142
2022-12-01,26.0162
2022-12-02,25.956
2022-12-03,25.956
2022-12-04,25.956
2022-12-05,25.9013
2022-12-06,26.0216
2022-12-07,25.8466
2022-12-08,25.8903
2022-12-09,25.8302
2022-12-10,25.8302
2022-12-11,25.8302
2022-12-12,26.1037
2022-12-13,26.0435
2022-12-14,26.0873
2022-12-15,26.0545
2022-12-16,25.9286
2022-12-17,25.9286
2022-12-18,25.9286
2022-12-19,25.9177
2022-12-20,25.9451
2022-12-21,26.0763
2022-12-22,25.956
2022-12-23,26.1529
2022-12-24,26.1529
2022-12-25,26.1529
2022-12-26,26.1529
2022-12-27,26.235
2022-12-28,26.0982
2022-12-29,26.2186
2022-12-30,25.8037
2022-12-31,25.8037
2023-01-01,25.8037
2023-01-02,25.8037
2023-01-03,25.7929
2023-01-04,26.1841
2023-01-05,25.8144
2023-01-06,26.2002
2023-01-07,26.2002
2023-01-08,26.2002
2023-01-09,26.3128
2023-01-10,26.3128
2023-01-11,26.6504
2023-01-12,26.6075
2023-01-13,26.5485
2023-01-14,26.5485
2023-01-15,26.5485
2023-01-16,26.5485
2023-01-17,26.5378
2023-01-18,26.0662
2023-01-19,25.7661
2023-01-20,25.8572
2023-01-21,25.8572
2023-01-22,25.8572
2023-01-23,25.8572
2023-01-24,25.9483
2023-01-25,25.9537
2023-01-26,26.0502
2023-01-27,26.0234
2023-01-28,26.0234
2023-01-29,26.0234
2023-01-30,25.9269
2023-01-31,26.0073
2023-02-01,26.0127
2023-02-02,25.8948
2023-02-03,25.5036
2023-02-04,25.5036
2023-02-05,25.5036
2023-02-06,25.6
2023-02-07,25.5518
2023-02-08,25.3481
2023-02-09,25.182
2023-02-10,25.5036
2023-02-11,25.5036
2023-02-12,25.5036
2023-02-13,25.5839
2023-02-14,25.4392
2023-02-15,25.5143
2023-02-16,25.391
2023-02-17,25.5915
2023-02-18,25.5915
2023-02-19,25.5915
2023-02-20,25.5915
2023-02-21,25.0607
2023-02-22,25.0017
2023-02-23,25.0821
2023-02-24,24.991
2023-02-25,24.991
2023-02-26,24.991
2023-02-27,24.9159
2023-02-28,24.6586
2023-03-01,24.4495
2023-03-02,24.6854
2023-03-03,24.8301
2023-03-04,24.8301
2023-03-05,24.8301
2023-03-06,24.8784
2023-03-07,24.5567
2023-03-08,24.621
2023-03-09,24.3958
2023-03-10,24.2189
2023-03-11,24.2189
2023-03-12,24.2189
2023-03-13,24.4924
2023-03-14,24.6157
2023-03-15,24.7497
2023-03-16,24.7283
2023-03-17,24.5299
