,BWXT US Equity
2020-07-05,16.8516
2020-07-06,16.8306
2020-07-07,16.3624
2020-07-08,16.202
2020-07-09,15.6233
2020-07-10,15.8074
2020-07-11,15.8074
2020-07-12,15.8074
2020-07-13,15.4813
2020-07-14,15.3708
2020-07-15,15.6969
2020-07-16,15.8995
2020-07-17,15.9547
2020-07-18,15.9547
2020-07-19,15.9547
2020-07-20,15.8784
2020-07-21,16.0494
2020-07-22,16.3624
2020-07-23,16.3887
2020-07-24,16.2598
2020-07-25,16.2598
2020-07-26,16.2598
2020-07-27,16.1704
2020-07-28,16.3098
2020-07-29,16.3677
2020-07-30,16.273
2020-07-31,16.4439
2020-08-01,16.4439
2020-08-02,16.4439
2020-08-03,16.4136
2020-08-04,17.5901
2020-08-05,17.3875
2020-08-06,16.9505
2020-08-07,17.2006
2020-08-08,17.2006
2020-08-09,17.2006
2020-08-10,17.627
2020-08-11,17.6849
2020-08-12,17.4954
2020-08-13,17.3901
2020-08-14,17.6691
2020-08-15,17.6691
2020-08-16,17.6691
2020-08-17,17.498
2020-08-18,17.4243
2020-08-19,17.4533
2020-08-20,17.2164
2020-08-21,17.0058
2020-08-22,17.0058
2020-08-23,17.0058
2020-08-24,17.4032
2020-08-25,17.4927
2020-08-26,16.7847
2020-08-27,16.6584
2020-08-28,16.8426
2020-08-29,16.8426
2020-08-30,16.8426
2020-08-31,16.74
2020-09-01,16.5873
2020-09-02,17.1243
2020-09-03,17.2058
2020-09-04,17.5085
2020-09-05,17.5085
2020-09-06,17.5085
2020-09-07,17.5085
2020-09-08,17.1611
2020-09-09,17.448
2020-09-10,16.9611
2020-09-11,16.9716
2020-09-12,16.9716
2020-09-13,16.9716
2020-09-14,17.219
2020-09-15,17.1558
2020-09-16,17.3006
2020-09-17,17.4796
2020-09-18,17.698
2020-09-19,17.698
2020-09-20,17.698
2020-09-21,17.3585
2020-09-22,17.5849
2020-09-23,17.2927
2020-09-24,17.0427
2020-09-25,17.2032
2020-09-26,17.2032
2020-09-27,17.2032
2020-09-28,17.3322
2020-09-29,17.1769
2020-09-30,17.6514
2020-10-01,17.7433
2020-10-02,17.6811
2020-10-03,17.6811
2020-10-04,17.6811
2020-10-05,17.6162
2020-10-06,17.2971
2020-10-07,17.4161
2020-10-08,18.1003
2020-10-09,18.0678
2020-10-10,18.0678
2020-10-11,18.0678
2020-10-12,18.3275
2020-10-13,18.0624
2020-10-14,18.3004
2020-10-15,18.3545
2020-10-16,18.0895
2020-10-17,18.0895
2020-10-18,18.0895
2020-10-19,17.8217
2020-10-20,17.6135
2020-10-21,17.508
2020-10-22,17.911
2020-10-23,18.011
2020-10-24,18.011
2020-10-25,18.011
2020-10-26,17.7379
2020-10-27,17.5675
2020-10-28,16.9509
2020-10-29,17.0753
2020-10-30,17.2998
2020-10-31,17.2998
2020-11-01,17.2998
2020-11-02,17.2813
2020-11-03,17.4166
2020-11-04,17.1082
2020-11-05,17.2407
2020-11-06,17.3165
2020-11-07,17.3165
2020-11-08,17.3165
2020-11-09,17.1298
2020-11-10,17.3354
2020-11-11,17.449
2020-11-12,17.376
2020-11-13,17.6708
2020-11-14,17.6708
2020-11-15,17.6708
2020-11-16,17.7141
2020-11-17,17.752
2020-11-18,17.8304
2020-11-19,17.8439
2020-11-20,17.541
2020-11-21,17.541
2020-11-22,17.541
2020-11-23,17.8548
2020-11-24,18.2848
2020-11-25,18.1415
2020-11-26,18.1415
2020-11-27,17.9927
2020-11-28,17.9927
2020-11-29,17.9927
2020-11-30,17.8088
2020-12-01,17.825
2020-12-02,17.7628
2020-12-03,17.7709
2020-12-04,18.0143
2020-12-05,18.0143
2020-12-06,18.0143
2020-12-07,18.2767
2020-12-08,18.6906
2020-12-09,18.8204
2020-12-10,19.2208
2020-12-11,19.356
2020-12-12,19.356
2020-12-13,19.356
2020-12-14,18.9503
2020-12-15,19.2289
2020-12-16,18.9313
2020-12-17,18.7934
2020-12-18,18.696
2020-12-19,18.696
2020-12-20,18.696
2020-12-21,18.5121
2020-12-22,18.3822
2020-12-23,18.9773
2020-12-24,18.6906
2020-12-25,18.6906
2020-12-26,18.6906
2020-12-27,18.6906
2020-12-28,18.7366
2020-12-29,18.5553
2020-12-30,18.696
2020-12-31,18.5723
2021-01-01,18.5723
2021-01-02,18.5723
2021-01-03,18.5723
2021-01-04,18.2188
2021-01-05,18.2905
2021-01-06,18.7637
2021-01-07,18.2081
2021-01-08,18.2932
2021-01-09,18.2932
2021-01-10,18.2932
2021-01-11,18.4447
2021-01-12,18.5856
2021-01-13,18.5218
2021-01-14,18.8222
2021-01-15,18.458
2021-01-16,18.458
2021-01-17,18.458
2021-01-18,18.458
2021-01-19,18.4952
2021-01-20,18.2002
2021-01-21,18.0486
2021-01-22,18.0141
2021-01-23,18.0141
2021-01-24,18.0141
2021-01-25,17.9556
2021-01-26,17.7828
2021-01-27,17.1395
2021-01-28,17.2033
2021-01-29,16.8817
2021-01-30,16.8817
2021-01-31,16.8817
2021-02-01,17.1528
2021-02-02,17.4426
2021-02-03,17.2857
2021-02-04,17.5542
2021-02-05,17.4638
2021-02-06,17.4638
2021-02-07,17.4638
2021-02-08,17.6978
2021-02-09,17.6233
2021-02-10,17.727
2021-02-11,18.1151
2021-02-12,18.2719
2021-02-13,18.2719
2021-02-14,18.2719
2021-02-15,18.2719
2021-02-16,18.3464
2021-02-17,18.4155
2021-02-18,18.2081
2021-02-19,18.1231
2021-02-20,18.1231
2021-02-21,18.1231
2021-02-22,17.8945
2021-02-23,17.7694
2021-02-24,18.5218
2021-02-25,18.2701
2021-02-26,17.9177
2021-02-27,17.9177
2021-02-28,17.9177
2021-03-01,18.445
2021-03-02,18.5642
2021-03-03,18.4185
2021-03-04,17.9257
2021-03-05,18.3787
2021-03-06,18.3787
2021-03-07,18.3787
2021-03-08,18.4423
2021-03-09,18.3469
2021-03-10,18.7179
2021-03-11,18.9483
2021-03-12,19.261
2021-03-13,19.261
2021-03-14,19.261
2021-03-15,19.5948
2021-03-16,19.4407
2021-03-17,19.7353
2021-03-18,19.6556
2021-03-19,19.7618
2021-03-20,19.7618
2021-03-21,19.7618
2021-03-22,19.6795
2021-03-23,19.3558
2021-03-24,19.5283
2021-03-25,19.6052
2021-03-26,19.7406
2021-03-27,19.7406
2021-03-28,19.7406
2021-03-29,20.0139
2021-03-30,20.0616
2021-03-31,21.0983
2021-04-01,21.3565
2021-04-02,21.3565
2021-04-03,21.3565
2021-04-04,21.3565
2021-04-05,21.6369
2021-04-06,21.698
2021-04-07,21.4509
2021-04-08,21.5897
2021-04-09,21.4815
2021-04-10,21.4815
2021-04-11,21.4815
2021-04-12,21.6564
2021-04-13,21.401
2021-04-14,21.462
2021-04-15,21.5481
2021-04-16,21.6758
2021-04-17,21.6758
2021-04-18,21.6758
2021-04-19,21.5786
2021-04-20,21.4898
2021-04-21,21.6064
2021-04-22,21.4426
2021-04-23,21.4953
2021-04-24,21.4953
2021-04-25,21.4953
2021-04-26,21.4454
2021-04-27,21.5536
2021-04-28,21.462
2021-04-29,21.5786
2021-04-30,21.3704
2021-05-01,21.3704
2021-05-02,21.3704
2021-05-03,21.4677
2021-05-04,21.4428
2021-05-05,21.0097
2021-05-06,20.943
2021-05-07,21.1152
2021-05-08,21.1152
2021-05-09,21.1152
2021-05-10,21.0735
2021-05-11,20.8736
2021-05-12,20.3684
2021-05-13,20.4461
2021-05-14,20.8403
2021-05-15,20.8403
2021-05-16,20.8403
2021-05-17,20.6821
2021-05-18,20.1352
2021-05-19,20.0158
2021-05-20,20.1018
2021-05-21,20.124
2021-05-22,20.124
2021-05-23,20.124
2021-05-24,19.9991
2021-05-25,20.0047
2021-05-26,20.1102
2021-05-27,20.1574
2021-05-28,20.1546
2021-05-29,20.1546
2021-05-30,20.1546
2021-05-31,20.1546
2021-06-01,20.3101
2021-06-02,20.3517
2021-06-03,20.4544
2021-06-04,20.5571
2021-06-05,20.5571
2021-06-06,20.5571
2021-06-07,20.5988
2021-06-08,20.5932
2021-06-09,20.6071
2021-06-10,20.5294
2021-06-11,20.5738
2021-06-12,20.5738
2021-06-13,20.5738
2021-06-14,20.6377
2021-06-15,20.4627
2021-06-16,20.2046
2021-06-17,19.5716
2021-06-18,19.2301
2021-06-19,19.2301
2021-06-20,19.2301
2021-06-21,19.5771
2021-06-22,19.4522
2021-06-23,19.1329
2021-06-24,19.0996
2021-06-25,19.2495
2021-06-26,19.2495
2021-06-27,19.2495
2021-06-28,18.9913
2021-06-29,18.8026
2021-06-30,19.5193
2021-07-01,19.5193
2021-07-02,19.6332
2021-07-03,19.6332
2021-07-04,19.6332
2021-07-05,19.6332
2021-07-06,19.5278
2021-07-07,19.5364
2021-07-08,19.2686
2021-07-09,19.5962
2021-07-10,19.5962
2021-07-11,19.5962
2021-07-12,19.488
2021-07-13,19.4709
2021-07-14,19.2857
2021-07-15,19.2145
2021-07-16,19.2487
2021-07-17,19.2487
2021-07-18,19.2487
2021-07-19,18.7303
2021-07-20,19.505
2021-07-21,19.4367
2021-07-22,19.3341
2021-07-23,19.3997
2021-07-24,19.3997
2021-07-25,19.3997
2021-07-26,19.3712
2021-07-27,19.3028
2021-07-28,19.3427
2021-07-29,19.431
2021-07-30,19.3227
2021-07-31,19.3227
2021-08-01,19.3227
2021-08-02,19.1835
2021-08-03,18.6848
2021-08-04,18.0323
2021-08-05,17.9668
2021-08-06,18.3344
2021-08-07,18.3344
2021-08-08,18.3344
2021-08-09,18.4056
2021-08-10,18.7447
2021-08-11,18.8245
2021-08-12,18.8245
2021-08-13,18.7162
2021-08-14,18.7162
2021-08-15,18.7162
2021-08-16,18.7475
2021-08-17,18.8245
2021-08-18,18.6022
2021-08-19,18.323
2021-08-20,18.8758
2021-08-21,18.8758
2021-08-22,18.8758
2021-08-23,19.0439
2021-08-24,19.2804
2021-08-25,19.3801
2021-08-26,19.3459
2021-08-27,19.3402
2021-08-28,19.3402
2021-08-29,19.3402
2021-08-30,19.2063
2021-08-31,19.3288
2021-09-01,19.2205
2021-09-02,19.3944
2021-09-03,19.3431
2021-09-04,19.3431
2021-09-05,19.3431
2021-09-06,19.3431
2021-09-07,19.3203
2021-09-08,19.2177
2021-09-09,19.1693
2021-09-10,19.0638
2021-09-11,19.0638
2021-09-12,19.0638
2021-09-13,19.1921
2021-09-14,18.5253
2021-09-15,18.5538
2021-09-16,18.739
2021-09-17,18.6934
2021-09-18,18.6934
2021-09-19,18.6934
2021-09-20,18.5766
2021-09-21,18.5452
2021-09-22,18.5082
2021-09-23,18.7988
2021-09-24,18.7247
2021-09-25,18.7247
2021-09-26,18.7247
2021-09-27,18.8615
2021-09-28,18.6279
2021-09-29,18.4597
2021-09-30,18.9565
2021-10-01,19.2912
2021-10-02,19.2912
2021-10-03,19.2912
2021-10-04,19.5258
2021-10-05,19.8319
2021-10-06,20.0693
2021-10-07,20.1465
2021-10-08,20.0521
2021-10-09,20.0521
2021-10-10,20.0521
2021-10-11,20.1723
2021-10-12,20.2037
2021-10-13,19.6259
2021-10-14,19.8176
2021-10-15,19.6917
2021-10-16,19.6917
2021-10-17,19.6917
2021-10-18,19.726
2021-10-19,19.7918
2021-10-20,20.1294
2021-10-21,20.1866
2021-10-22,20.1751
2021-10-23,20.1751
2021-10-24,20.1751
2021-10-25,20.2323
2021-10-26,19.8977
2021-10-27,19.5344
2021-10-28,19.8547
2021-10-29,19.7804
2021-10-30,19.7804
2021-10-31,19.7804
2021-11-01,19.5142
2021-11-02,18.3004
2021-11-03,18.7493
2021-11-04,18.6163
2021-11-05,18.8131
2021-11-06,18.8131
2021-11-07,18.8131
2021-11-08,18.3697
2021-11-09,18.2893
2021-11-10,18.1424
2021-11-11,17.9789
2021-11-12,18.3032
2021-11-13,18.3032
2021-11-14,18.3032
2021-11-15,18.3364
2021-11-16,17.9734
2021-11-17,17.882
2021-11-18,17.8127
2021-11-19,17.7822
2021-11-20,17.7822
2021-11-21,17.7822
2021-11-22,17.796
2021-11-23,17.7462
2021-11-24,17.5439
2021-11-25,17.5439
2021-11-26,17.2252
2021-11-27,17.2252
2021-11-28,17.2252
2021-11-29,17.009
2021-11-30,16.7679
2021-12-01,16.5213
2021-12-02,16.8982
2021-12-03,16.7097
2021-12-04,16.7097
2021-12-05,16.7097
2021-12-06,16.9758
2021-12-07,16.9259
2021-12-08,16.912
2021-12-09,16.8206
2021-12-10,16.804
2021-12-11,16.804
2021-12-12,16.804
2021-12-13,16.7956
2021-12-14,16.7568
2021-12-15,16.8705
2021-12-16,16.8206
2021-12-17,16.682
2021-12-18,16.682
2021-12-19,16.682
2021-12-20,16.3661
2021-12-21,16.7264
2021-12-22,16.6211
2021-12-23,16.8095
2021-12-24,16.8095
2021-12-25,16.8095
2021-12-26,16.8095
2021-12-27,16.84
2021-12-28,16.9009
2021-12-29,16.9037
2021-12-30,16.8566
2021-12-31,16.0946
2022-01-01,16.0946
2022-01-02,16.0946
2022-01-03,16.2679
2022-01-04,16.4412
2022-01-05,16.084
2022-01-06,16.1799
2022-01-07,16.4012
2022-01-08,16.4012
2022-01-09,16.4012
2022-01-10,16.2066
2022-01-11,16.3452
2022-01-12,16.1639
2022-01-13,16.1613
2022-01-14,16.2066
2022-01-15,16.2066
2022-01-16,16.2066
2022-01-17,16.2066
2022-01-18,16.2492
2022-01-19,16.4412
2022-01-20,16.2919
2022-01-21,16.2386
2022-01-22,16.2386
2022-01-23,16.2386
2022-01-24,16.1373
2022-01-25,16.0333
2022-01-26,15.4788
2022-01-27,15.1215
2022-01-28,14.9589
2022-01-29,14.9589
2022-01-30,14.9589
2022-01-31,15.1962
2022-02-01,15.1295
2022-02-02,15.1615
2022-02-03,15.0709
2022-02-04,14.8843
2022-02-05,14.8843
2022-02-06,14.8843
2022-02-07,14.9856
2022-02-08,15.1135
2022-02-09,15.4095
2022-02-10,15.0016
2022-02-11,15.1002
2022-02-12,15.1002
2022-02-13,15.1002
2022-02-14,15.0816
2022-02-15,15.2708
2022-02-16,15.2628
2022-02-17,15.1882
2022-02-18,15.0176
2022-02-19,15.0176
2022-02-20,15.0176
2022-02-21,15.0176
2022-02-22,14.6357
2022-02-23,15.262
2022-02-24,16.1738
2022-02-25,16.4354
2022-02-26,16.4354
2022-02-27,16.4354
2022-02-28,17.4476
2022-03-01,17.6115
2022-03-02,17.3445
2022-03-03,17.3842
2022-03-04,17.4133
2022-03-05,17.4133
2022-03-06,17.4133
2022-03-07,18.0581
2022-03-08,17.5163
2022-03-09,17.3155
2022-03-10,17.445
2022-03-11,17.2309
2022-03-12,17.2309
2022-03-13,17.2309
2022-03-14,17.0618
2022-03-15,17.3234
2022-03-16,17.2097
2022-03-17,17.453
2022-03-18,17.6117
2022-03-19,17.6117
2022-03-20,17.6117
2022-03-21,17.7307
2022-03-22,17.8153
2022-03-23,17.8073
2022-03-24,17.8153
2022-03-25,17.9713
2022-03-26,17.9713
2022-03-27,17.9713
2022-03-28,17.765
2022-03-29,17.6169
2022-03-30,17.8629
2022-03-31,18.5011
2022-04-01,18.5884
2022-04-02,18.5884
2022-04-03,18.5884
2022-04-04,18.542
2022-04-05,18.381
2022-04-06,18.5339
2022-04-07,18.9242
2022-04-08,18.7959
2022-04-09,18.7959
2022-04-10,18.7959
2022-04-11,18.7168
2022-04-12,18.744
2022-04-13,18.7986
2022-04-14,19.0389
2022-04-15,19.0389
2022-04-16,19.0389
2022-04-17,19.0389
2022-04-18,19.0689
2022-04-19,19.1508
2022-04-20,19.2654
2022-04-21,18.9351
2022-04-22,18.7168
2022-04-23,18.7168
2022-04-24,18.7168
2022-04-25,18.3673
2022-04-26,18.067
2022-04-27,18.0343
2022-04-28,18.2063
2022-04-29,17.9715
2022-04-30,17.9715
2022-05-01,17.9715
2022-05-02,17.6548
2022-05-03,17.6521
2022-05-04,18.1189
2022-05-05,17.7722
2022-05-06,17.5375
2022-05-07,17.5375
2022-05-08,17.5375
2022-05-09,16.8235
2022-05-10,16.9024
2022-05-11,16.4397
2022-05-12,16.6901
2022-05-13,17.0685
2022-05-14,17.0685
2022-05-15,17.0685
2022-05-16,17.2318
2022-05-17,17.4877
2022-05-18,17.4115
2022-05-19,17.4414
2022-05-20,17.2182
2022-05-21,17.2182
2022-05-22,17.2182
2022-05-23,17.3026
2022-05-24,17.485
2022-05-25,17.4904
2022-05-26,17.5775
2022-05-27,17.8851
2022-05-28,17.8851
2022-05-29,17.8851
2022-05-30,17.8851
2022-05-31,17.7354
2022-06-01,17.4959
2022-06-02,17.6401
2022-06-03,17.7517
2022-06-04,17.7517
2022-06-05,17.7517
2022-06-06,17.847
2022-06-07,18.0294
2022-06-08,17.8497
2022-06-09,18.533
2022-06-10,18.2526
2022-06-11,18.2526
2022-06-12,18.2526
2022-06-13,18.0049
2022-06-14,17.896
2022-06-15,17.7436
2022-06-16,17.2155
2022-06-17,17.3843
2022-06-18,17.3843
2022-06-19,17.3843
2022-06-20,17.3843
2022-06-21,17.5694
2022-06-22,17.4795
2022-06-23,17.5639
2022-06-24,18.2717
2022-06-25,18.2717
2022-06-26,18.2717
2022-06-27,18.4404
2022-06-28,18.2635
2022-06-29,18.3669
2022-06-30,17.7646
2022-07-01,18.1099
2022-07-02,18.1099
2022-07-03,18.1099
2022-07-04,18.1099
2022-07-05,17.6648
2022-07-06,17.9334
2022-07-07,18.0715
2022-07-08,18.1201
2022-07-09,18.1201
2022-07-10,18.1201
2022-07-11,17.982
2022-07-12,17.7543
2022-07-13,17.6341
2022-07-14,17.496
2022-07-15,17.5241
2022-07-16,17.5241
2022-07-17,17.5241
2022-07-18,17.235
2022-07-19,17.6469
2022-07-20,17.6469
2022-07-21,17.8029
2022-07-22,17.6827
2022-07-23,17.6827
2022-07-24,17.6827
2022-07-25,17.7211
2022-07-26,17.6904
2022-07-27,17.6239
2022-07-28,17.9001
2022-07-29,18.1713
2022-07-30,18.1713
2022-07-31,18.1713
2022-08-01,18.2122
2022-08-02,18.1662
2022-08-03,18.0536
2022-08-04,18.0511
2022-08-05,18.0459
2022-08-06,18.0459
2022-08-07,18.0459
2022-08-08,17.9856
2022-08-09,17.9063
2022-08-10,17.8116
2022-08-11,17.4559
2022-08-12,17.6939
2022-08-13,17.6939
2022-08-14,17.6939
2022-08-15,17.7246
2022-08-16,17.6325
2022-08-17,17.5276
2022-08-18,17.5685
2022-08-19,17.4227
2022-08-20,17.4227
2022-08-21,17.4227
2022-08-22,17.241
2022-08-23,17.2717
2022-08-24,17.3817
2022-08-25,17.5685
2022-08-26,17.2461
2022-08-27,17.2461
2022-08-28,17.2461
2022-08-29,17.2538
2022-08-30,17.1054
2022-08-31,17.0107
2022-09-01,16.9084
2022-09-02,16.8291
2022-09-03,16.8291
2022-09-04,16.8291
2022-09-05,16.8291
2022-09-06,16.8444
2022-09-07,17.5071
2022-09-08,17.2333
2022-09-09,17.5967
2022-09-10,17.5967
2022-09-11,17.5967
2022-09-12,17.6427
2022-09-13,17.2512
2022-09-14,17.5608
2022-09-15,17.4662
2022-09-16,17.1438
2022-09-17,17.1438
2022-09-18,17.1438
2022-09-19,17.3024
2022-09-20,17.1412
2022-09-21,16.9851
2022-09-22,16.8751
2022-09-23,16.6244
2022-09-24,16.6244
2022-09-25,16.6244
2022-09-26,16.5988
2022-09-27,16.6576
2022-09-28,16.8418
2022-09-29,16.6832
2022-09-30,16.8536
2022-10-01,16.8536
2022-10-02,16.8536
2022-10-03,17.2013
2022-10-04,17.6875
2022-10-05,17.3764
2022-10-06,17.447
2022-10-07,17.3215
2022-10-08,17.3215
2022-10-09,17.3215
2022-10-10,17.379
2022-10-11,17.5333
2022-10-12,17.2326
2022-10-13,17.4862
2022-10-14,17.2954
2022-10-15,17.2954
2022-10-16,17.2954
2022-10-17,17.447
2022-10-18,18.0091
2022-10-19,17.9751
2022-10-20,17.8732
2022-10-21,18.1816
2022-10-22,18.1816
2022-10-23,18.1816
2022-10-24,18.2522
2022-10-25,18.315
2022-10-26,18.2915
2022-10-27,18.2888
2022-10-28,18.6993
2022-10-29,18.6993
2022-10-30,18.6993
2022-10-31,18.5816
2022-11-01,18.7516
2022-11-02,18.5869
2022-11-03,18.5084
2022-11-04,18.4797
2022-11-05,18.4797
2022-11-06,18.4797
2022-11-07,18.7108
2022-11-08,18.5827
2022-11-09,18.9095
2022-11-10,19.9397
2022-11-11,19.4743
2022-11-12,19.4743
2022-11-13,19.4743
2022-11-14,18.9801
2022-11-15,19.2442
2022-11-16,19.2887
2022-11-17,19.0978
2022-11-18,19.1109
2022-11-19,19.1109
2022-11-20,19.1109
2022-11-21,19.1161
2022-11-22,19.1109
2022-11-23,19.4508
2022-11-24,19.4508
2022-11-25,19.6181
2022-11-26,19.6181
2022-11-27,19.6181
2022-11-28,19.3802
2022-11-29,19.3854
2022-11-30,19.605
2022-12-01,19.6991
2022-12-02,19.9554
2022-12-03,19.9554
2022-12-04,19.9554
2022-12-05,19.7331
2022-12-06,19.5789
2022-12-07,19.2024
2022-12-08,19.5109
2022-12-09,19.2887
2022-12-10,19.2887
2022-12-11,19.2887
2022-12-12,19.4821
2022-12-13,19.3305
2022-12-14,19.2965
2022-12-15,19.0272
2022-12-16,19.1004
2022-12-17,19.1004
2022-12-18,19.1004
2022-12-19,18.8024
2022-12-20,18.7161
2022-12-21,19.0272
2022-12-22,18.8625
2022-12-23,18.9122
2022-12-24,18.9122
2022-12-25,18.9122
2022-12-26,18.9122
2022-12-27,18.8912
2022-12-28,18.7344
2022-12-29,18.8259
2022-12-30,18.7854
2022-12-31,18.7854
2023-01-01,18.7854
2023-01-02,18.7854
2023-01-03,18.6598
2023-01-04,18.6415
2023-01-05,18.4688
2023-01-06,18.7724
2023-01-07,18.7724
2023-01-08,18.7724
2023-01-09,18.5761
2023-01-10,18.6781
2023-01-11,19.0314
2023-01-12,18.9346
2023-01-13,18.6363
2023-01-14,18.6363
2023-01-15,18.6363
2023-01-16,18.6363
2023-01-17,18.5525
2023-01-18,18.3144
2023-01-19,18.1364
2023-01-20,18.3824
2023-01-21,18.3824
2023-01-22,18.3824
2023-01-23,18.6703
2023-01-24,18.9529
2023-01-25,19.4188
2023-01-26,19.5365
2023-01-27,19.5941
2023-01-28,19.5941
2023-01-29,19.5941
2023-01-30,19.301
2023-01-31,19.513
2023-02-01,19.4319
2023-02-02,19.5522
2023-02-03,19.3638
2023-02-04,19.3638
2023-02-05,19.3638
2023-02-06,19.3167
2023-02-07,19.4319
2023-02-08,19.1597
2023-02-09,19.0262
2023-02-10,19.2173
2023-02-11,19.2173
2023-02-12,19.2173
2023-02-13,19.2591
2023-02-14,19.2617
2023-02-15,19.4135
2023-02-16,19.3874
2023-02-17,19.4266
2023-02-18,19.4266
2023-02-19,19.4266
2023-02-20,19.4266
2023-02-21,19.1963
2023-02-22,19.1361
2023-02-23,19.1255
2023-02-24,19.5366
2023-02-25,19.5366
2023-02-26,19.5366
2023-02-27,19.7435
2023-02-28,19.589
2023-03-01,19.9085
2023-03-02,19.9399
2023-03-03,20.1206
2023-03-04,20.1206
2023-03-05,20.1206
2023-03-06,19.7723
2023-03-07,19.7566
2023-03-08,20.0159
2023-03-09,20.1442
2023-03-10,19.623
2023-03-11,19.623
2023-03-12,19.623
2023-03-13,19.6649
2023-03-14,19.6807
2023-03-15,19.7789
2023-03-16,20.0911
