,UFS US Equity
2020-04-23,37.1817
2020-04-24,37.3407
2020-04-25,37.3407
2020-04-26,37.3407
2020-04-27,38.669
2020-04-28,39.8944
2020-04-29,40.9327
2020-04-30,39.5296
2020-05-01,38.7625
2020-05-02,38.7625
2020-05-03,38.7625
2020-05-04,38.3322
2020-05-05,37.9768
2020-05-06,37.3875
2020-05-07,38.3042
2020-05-08,39.8108
2020-05-09,39.8108
2020-05-10,39.8108
2020-05-11,37.9305
2020-05-12,37.4441
2020-05-13,36.2654
2020-05-14,36.4525
2020-05-15,35.779
2020-05-16,35.779
2020-05-17,35.779
2020-05-18,36.5648
2020-05-19,35.7509
2020-05-20,35.9661
2020-05-21,36.5086
2020-05-22,36.1157
2020-05-23,36.1157
2020-05-24,36.1157
2020-05-25,36.1157
2020-05-26,37.8931
2020-05-27,38.4637
2020-05-28,37.2757
2020-05-29,36.7612
2020-05-30,36.7612
2020-05-31,36.7612
2020-06-01,37.2851
2020-06-02,38.0521
2020-06-03,39.6143
2020-06-04,40.1382
2020-06-05,40.6527
2020-06-06,40.6527
2020-06-07,40.6527
2020-06-08,41.6443
2020-06-09,40.7649
2020-06-10,39.0156
2020-06-11,37.2383
2020-06-12,37.7808
2020-06-13,37.7808
2020-06-14,37.7808
2020-06-15,39.4553
2020-06-16,39.156
2020-06-17,38.9408
2020-06-18,38.4076
2020-06-19,38.9314
2020-06-20,38.9314
2020-06-21,38.9314
2020-06-22,38.3608
2020-06-23,38.155
2020-06-24,37.4534
2020-06-25,37.3318
2020-06-26,36.0783
2020-06-27,36.0783
2020-06-28,36.0783
2020-06-29,37.416
2020-06-30,106.3379
2020-07-01,103.92
2020-07-02,104.8662
2020-07-03,104.8662
2020-07-04,104.8662
2020-07-05,104.8662
2020-07-06,106.0751
2020-07-07,103.4995
2020-07-08,102.1329
2020-07-09,101.4495
2020-07-10,105.5495
2020-07-11,105.5495
2020-07-12,105.5495
2020-07-13,105.6546
2020-07-14,107.3367
2020-07-15,107.7309
2020-07-16,108.4931
2020-07-17,109.702
2020-07-18,109.702
2020-07-19,109.702
2020-07-20,108.02
2020-07-21,109.7546
2020-07-22,107.9937
2020-07-23,107.9937
2020-07-24,108.4931
2020-07-25,108.4931
2020-07-26,108.4931
2020-07-27,109.2027
2020-07-28,107.3367
2020-07-29,108.0988
2020-07-30,105.9437
2020-07-31,106.0226
2020-08-01,106.0226
2020-08-02,106.0226
2020-08-03,106.6008
2020-08-04,106.8373
2020-08-05,107.9149
2020-08-06,109.9123
2020-08-07,125.7089
2020-08-08,125.7089
2020-08-09,125.7089
2020-08-10,124.605
2020-08-11,126.2608
2020-08-12,127.2332
2020-08-13,129.6249
2020-08-14,131.2807
2020-08-15,131.2807
2020-08-16,131.2807
2020-08-17,130.6499
2020-08-18,128.2319
2020-08-19,126.839
2020-08-20,125.0518
2020-08-21,124.789
2020-08-22,124.789
2020-08-23,124.789
2020-08-24,127.9691
2020-08-25,126.1819
2020-08-26,124.9204
2020-08-27,127.3383
2020-08-28,129.2044
2020-08-29,129.2044
2020-08-30,129.2044
2020-08-31,125.814
2020-09-01,126.6813
2020-09-02,127.9166
2020-09-03,125.4723
2020-09-04,126.1031
2020-09-05,126.1031
2020-09-06,126.1031
2020-09-07,126.1031
2020-09-08,122.3184
2020-09-09,121.346
2020-09-10,119.6114
2020-09-11,120.5838
2020-09-12,120.5838
2020-09-13,120.5838
2020-09-14,122.6601
2020-09-15,121.1357
2020-09-16,119.6377
2020-09-17,124.6313
2020-09-18,127.864
2020-09-19,127.864
2020-09-20,127.864
2020-09-21,124.0005
2020-09-22,121.6351
2020-09-23,119.2697
2020-09-24,118.271
2020-09-25,121.4249
2020-09-26,121.4249
2020-09-27,121.4249
2020-09-28,123.2646
2020-09-29,120.9255
2020-09-30,120.9255
2020-10-01,120.9255
2020-10-02,120.9255
2020-10-03,120.9255
2020-10-04,120.9255
2020-10-05,120.9255
2020-10-06,120.9255
2020-10-07,120.9255
2020-10-08,120.9255
2020-10-09,120.9255
2020-10-10,120.9255
2020-10-11,120.9255
2020-10-12,120.9255
2020-10-13,120.9255
2020-10-14,120.9255
2020-10-15,120.9255
2020-10-16,120.9255
2020-10-17,120.9255
2020-10-18,120.9255
2020-10-19,120.9255
2020-10-20,120.9255
2020-10-21,120.9255
2020-10-22,120.9255
2020-10-23,120.9255
2020-10-24,120.9255
2020-10-25,120.9255
2020-10-26,120.9255
2020-10-27,120.9255
2020-10-28,120.9255
2020-10-29,120.9255
2020-10-30,120.9255
2020-10-31,120.9255
2020-11-01,120.9255
2020-11-02,120.9255
2020-11-03,120.9255
2020-11-04,120.9255
2020-11-05,120.9255
2020-11-06,120.9255
2020-11-07,120.9255
2020-11-08,120.9255
2020-11-09,120.9255
2020-11-10,120.9255
2020-11-11,120.9255
2020-11-12,120.9255
2020-11-13,120.9255
2020-11-14,120.9255
2020-11-15,120.9255
2020-11-16,120.9255
2020-11-17,120.9255
2020-11-18,120.9255
2020-11-19,120.9255
2020-11-20,120.9255
2020-11-21,120.9255
2020-11-22,120.9255
2020-11-23,120.9255
2020-11-24,120.9255
2020-11-25,120.9255
2020-11-26,120.9255
2020-11-27,120.9255
2020-11-28,120.9255
2020-11-29,120.9255
2020-11-30,120.9255
2020-12-01,120.9255
2020-12-02,120.9255
2020-12-03,120.9255
2020-12-04,120.9255
2020-12-05,120.9255
2020-12-06,120.9255
2020-12-07,120.9255
2020-12-08,120.9255
2020-12-09,120.9255
2020-12-10,120.9255
2020-12-11,120.9255
2020-12-12,120.9255
2020-12-13,120.9255
2020-12-14,120.9255
2020-12-15,120.9255
2020-12-16,120.9255
2020-12-17,120.9255
2020-12-18,120.9255
2020-12-19,120.9255
2020-12-20,120.9255
2020-12-21,120.9255
2020-12-22,120.9255
2020-12-23,120.9255
2020-12-24,120.9255
2020-12-25,120.9255
2020-12-26,120.9255
2020-12-27,120.9255
2020-12-28,120.9255
2020-12-29,120.9255
2020-12-30,120.9255
2020-12-31,120.9255
2021-01-01,120.9255
2021-01-02,120.9255
2021-01-03,120.9255
2021-01-04,120.9255
2021-01-05,120.9255
2021-01-06,120.9255
2021-01-07,120.9255
2021-01-08,120.9255
2021-01-09,120.9255
2021-01-10,120.9255
2021-01-11,120.9255
2021-01-12,120.9255
2021-01-13,120.9255
2021-01-14,120.9255
2021-01-15,120.9255
2021-01-16,120.9255
2021-01-17,120.9255
2021-01-18,120.9255
2021-01-19,120.9255
2021-01-20,120.9255
2021-01-21,120.9255
2021-01-22,120.9255
2021-01-23,120.9255
2021-01-24,120.9255
2021-01-25,120.9255
2021-01-26,120.9255
2021-01-27,120.9255
2021-01-28,120.9255
2021-01-29,120.9255
2021-01-30,120.9255
2021-01-31,120.9255
2021-02-01,120.9255
2021-02-02,120.9255
2021-02-03,120.9255
2021-02-04,120.9255
2021-02-05,120.9255
2021-02-06,120.9255
2021-02-07,120.9255
2021-02-08,120.9255
2021-02-09,120.9255
2021-02-10,120.9255
2021-02-11,120.9255
2021-02-12,120.9255
2021-02-13,120.9255
2021-02-14,120.9255
2021-02-15,120.9255
2021-02-16,120.9255
2021-02-17,120.9255
2021-02-18,120.9255
2021-02-19,120.9255
2021-02-20,120.9255
2021-02-21,120.9255
2021-02-22,120.9255
2021-02-23,120.9255
2021-02-24,120.9255
2021-02-25,120.9255
2021-02-26,120.9255
2021-02-27,120.9255
2021-02-28,120.9255
2021-03-01,120.9255
2021-03-02,120.9255
2021-03-03,120.9255
2021-03-04,120.9255
2021-03-05,120.9255
2021-03-06,120.9255
2021-03-07,120.9255
2021-03-08,120.9255
2021-03-09,120.9255
2021-03-10,120.9255
2021-03-11,120.9255
2021-03-12,120.9255
2021-03-13,120.9255
2021-03-14,120.9255
2021-03-15,120.9255
2021-03-16,120.9255
2021-03-17,120.9255
2021-03-18,120.9255
2021-03-19,120.9255
2021-03-20,120.9255
2021-03-21,120.9255
2021-03-22,120.9255
2021-03-23,120.9255
2021-03-24,120.9255
2021-03-25,120.9255
2021-03-26,120.9255
2021-03-27,120.9255
2021-03-28,120.9255
2021-03-29,120.9255
2021-03-30,120.9255
2021-03-31,120.9255
2021-04-01,120.9255
2021-04-02,120.9255
2021-04-03,120.9255
2021-04-04,120.9255
2021-04-05,120.9255
2021-04-06,120.9255
2021-04-07,120.9255
2021-04-08,120.9255
2021-04-09,120.9255
2021-04-10,120.9255
2021-04-11,120.9255
2021-04-12,120.9255
2021-04-13,120.9255
2021-04-14,120.9255
2021-04-15,120.9255
2021-04-16,120.9255
2021-04-17,120.9255
2021-04-18,120.9255
2021-04-19,120.9255
2021-04-20,120.9255
2021-04-21,120.9255
2021-04-22,120.9255
2021-04-23,120.9255
2021-04-24,120.9255
2021-04-25,120.9255
2021-04-26,120.9255
2021-04-27,120.9255
2021-04-28,120.9255
2021-04-29,120.9255
2021-04-30,120.9255
2021-05-01,120.9255
2021-05-02,120.9255
2021-05-03,120.9255
2021-05-04,120.9255
2021-05-05,120.9255
2021-05-06,120.9255
2021-05-07,120.9255
2021-05-08,120.9255
2021-05-09,120.9255
2021-05-10,120.9255
2021-05-11,120.9255
2021-05-12,120.9255
2021-05-13,120.9255
2021-05-14,120.9255
2021-05-15,120.9255
2021-05-16,120.9255
2021-05-17,120.9255
2021-05-18,120.9255
2021-05-19,120.9255
2021-05-20,120.9255
2021-05-21,120.9255
2021-05-22,120.9255
2021-05-23,120.9255
2021-05-24,120.9255
2021-05-25,120.9255
2021-05-26,120.9255
2021-05-27,120.9255
2021-05-28,120.9255
2021-05-29,120.9255
2021-05-30,120.9255
2021-05-31,120.9255
2021-06-01,120.9255
2021-06-02,120.9255
2021-06-03,120.9255
2021-06-04,120.9255
2021-06-05,120.9255
2021-06-06,120.9255
2021-06-07,120.9255
2021-06-08,120.9255
2021-06-09,120.9255
2021-06-10,120.9255
2021-06-11,120.9255
2021-06-12,120.9255
2021-06-13,120.9255
2021-06-14,120.9255
2021-06-15,120.9255
2021-06-16,120.9255
2021-06-17,120.9255
2021-06-18,120.9255
2021-06-19,120.9255
2021-06-20,120.9255
2021-06-21,120.9255
2021-06-22,120.9255
2021-06-23,120.9255
2021-06-24,120.9255
2021-06-25,120.9255
2021-06-26,120.9255
2021-06-27,120.9255
2021-06-28,120.9255
2021-06-29,120.9255
2021-06-30,120.9255
2021-07-01,120.9255
2021-07-02,120.9255
2021-07-03,120.9255
2021-07-04,120.9255
2021-07-05,120.9255
2021-07-06,120.9255
2021-07-07,120.9255
2021-07-08,120.9255
2021-07-09,120.9255
2021-07-10,120.9255
2021-07-11,120.9255
2021-07-12,120.9255
2021-07-13,120.9255
2021-07-14,120.9255
2021-07-15,120.9255
2021-07-16,120.9255
2021-07-17,120.9255
2021-07-18,120.9255
2021-07-19,120.9255
2021-07-20,120.9255
2021-07-21,120.9255
2021-07-22,120.9255
2021-07-23,120.9255
2021-07-24,120.9255
2021-07-25,120.9255
2021-07-26,120.9255
2021-07-27,120.9255
2021-07-28,120.9255
2021-07-29,120.9255
2021-07-30,120.9255
2021-07-31,120.9255
2021-08-01,120.9255
2021-08-02,120.9255
2021-08-03,120.9255
2021-08-04,120.9255
2021-08-05,120.9255
2021-08-06,120.9255
2021-08-07,120.9255
2021-08-08,120.9255
2021-08-09,120.9255
2021-08-10,120.9255
2021-08-11,120.9255
2021-08-12,120.9255
2021-08-13,120.9255
2021-08-14,120.9255
2021-08-15,120.9255
2021-08-16,120.9255
2021-08-17,120.9255
2021-08-18,120.9255
2021-08-19,120.9255
2021-08-20,120.9255
2021-08-21,120.9255
2021-08-22,120.9255
2021-08-23,120.9255
2021-08-24,120.9255
2021-08-25,120.9255
2021-08-26,120.9255
2021-08-27,120.9255
2021-08-28,120.9255
2021-08-29,120.9255
2021-08-30,120.9255
2021-08-31,120.9255
2021-09-01,120.9255
2021-09-02,120.9255
2021-09-03,120.9255
2021-09-04,120.9255
2021-09-05,120.9255
2021-09-06,120.9255
2021-09-07,120.9255
2021-09-08,120.9255
2021-09-09,120.9255
2021-09-10,120.9255
2021-09-11,120.9255
2021-09-12,120.9255
2021-09-13,120.9255
2021-09-14,120.9255
2021-09-15,120.9255
2021-09-16,120.9255
2021-09-17,120.9255
2021-09-18,120.9255
2021-09-19,120.9255
2021-09-20,120.9255
2021-09-21,120.9255
2021-09-22,120.9255
2021-09-23,120.9255
2021-09-24,120.9255
2021-09-25,120.9255
2021-09-26,120.9255
2021-09-27,120.9255
2021-09-28,120.9255
2021-09-29,120.9255
2021-09-30,33.321
2021-10-01,33.587
2021-10-02,33.587
2021-10-03,33.587
2021-10-04,33.553
2021-10-05,33.6719
2021-10-06,33.6945
2021-10-07,33.7228
2021-10-08,33.6945
2021-10-09,33.6945
2021-10-10,33.6945
2021-10-11,33.6945
2021-10-12,33.6719
2021-10-13,33.6832
2021-10-14,33.785
2021-10-15,33.6379
2021-10-16,33.6379
2021-10-17,33.6379
2021-10-18,33.4455
2021-10-19,33.4455
2021-10-20,33.4738
2021-10-21,33.4512
2021-10-22,33.4568
2021-10-23,33.4568
2021-10-24,33.4568
2021-10-25,33.4286
2021-10-26,33.4116
2021-10-27,33.3267
2021-10-28,33.3324
2021-10-29,33.3493
2021-10-30,33.3493
2021-10-31,33.3493
2021-11-01,33.4568
2021-11-02,33.4003
2021-11-03,33.3437
2021-11-04,33.3617
2021-11-05,33.1806
2021-11-06,33.1806
2021-11-07,33.1806
2021-11-08,33.0108
2021-11-09,33.1636
2021-11-10,33.0844
2021-11-11,33.0617
2021-11-12,33.0561
2021-11-13,33.0561
2021-11-14,33.0561
2021-11-15,33.0844
2021-11-16,32.9768
2021-11-17,32.9202
2021-11-18,32.9712
2021-11-19,33.8316
2021-11-20,33.8316
2021-11-21,33.8316
2021-11-22,33.8485
2021-11-23,33.8542
2021-11-24,33.8542
2021-11-25,33.8542
2021-11-26,33.8655
2021-11-27,33.8655
2021-11-28,33.8655
2021-11-29,33.8712
2021-11-30,33.8712
2021-12-01,33.8712
2021-12-02,33.8712
2021-12-03,33.8712
2021-12-04,33.8712
2021-12-05,33.8712
2021-12-06,33.8712
2021-12-07,33.8712
2021-12-08,33.8712
2021-12-09,33.8712
2021-12-10,33.8712
2021-12-11,33.8712
2021-12-12,33.8712
2021-12-13,33.8712
2021-12-14,33.8712
2021-12-15,33.8712
2021-12-16,33.8712
2021-12-17,33.8712
2021-12-18,33.8712
2021-12-19,33.8712
2021-12-20,33.8712
2021-12-21,33.8712
2021-12-22,33.8712
2021-12-23,33.8712
2021-12-24,33.8712
2021-12-25,33.8712
2021-12-26,33.8712
2021-12-27,33.8712
2021-12-28,33.8712
2021-12-29,33.8712
2021-12-30,33.8712
2021-12-31,33.8712
2022-01-01,33.8712
2022-01-02,33.8712
2022-01-03,33.8712
2022-01-04,33.8712
2022-01-05,33.8712
2022-01-06,33.8712
2022-01-07,33.8712
2022-01-08,33.8712
2022-01-09,33.8712
2022-01-10,33.8712
2022-01-11,33.8712
2022-01-12,33.8712
2022-01-13,33.8712
2022-01-14,33.8712
2022-01-15,33.8712
2022-01-16,33.8712
2022-01-17,33.8712
2022-01-18,33.8712
2022-01-19,33.8712
2022-01-20,33.8712
2022-01-21,33.8712
2022-01-22,33.8712
2022-01-23,33.8712
2022-01-24,33.8712
2022-01-25,33.8712
2022-01-26,33.8712
2022-01-27,33.8712
2022-01-28,33.8712
2022-01-29,33.8712
2022-01-30,33.8712
2022-01-31,33.8712
2022-02-01,33.8712
2022-02-02,33.8712
2022-02-03,33.8712
2022-02-04,33.8712
2022-02-05,33.8712
2022-02-06,33.8712
2022-02-07,33.8712
2022-02-08,33.8712
2022-02-09,33.8712
2022-02-10,33.8712
2022-02-11,33.8712
2022-02-12,33.8712
2022-02-13,33.8712
2022-02-14,33.8712
2022-02-15,33.8712
2022-02-16,33.8712
2022-02-17,33.8712
2022-02-18,33.8712
2022-02-19,33.8712
2022-02-20,33.8712
2022-02-21,33.8712
2022-02-22,33.8712
2022-02-23,33.8712
2022-02-24,33.8712
2022-02-25,33.8712
2022-02-26,33.8712
2022-02-27,33.8712
2022-02-28,33.8712
2022-03-01,33.8712
2022-03-02,33.8712
2022-03-03,33.8712
2022-03-04,33.8712
2022-03-05,33.8712
2022-03-06,33.8712
2022-03-07,33.8712
2022-03-08,33.8712
2022-03-09,33.8712
2022-03-10,33.8712
2022-03-11,33.8712
2022-03-12,33.8712
2022-03-13,33.8712
2022-03-14,33.8712
2022-03-15,33.8712
2022-03-16,33.8712
2022-03-17,33.8712
2022-03-18,33.8712
2022-03-19,33.8712
2022-03-20,33.8712
2022-03-21,33.8712
2022-03-22,33.8712
2022-03-23,33.8712
2022-03-24,33.8712
2022-03-25,33.8712
2022-03-26,33.8712
2022-03-27,33.8712
2022-03-28,33.8712
2022-03-29,33.8712
2022-03-30,33.8712
2022-03-31,33.8712
2022-04-01,33.8712
2022-04-02,33.8712
2022-04-03,33.8712
2022-04-04,33.8712
2022-04-05,33.8712
2022-04-06,33.8712
2022-04-07,33.8712
2022-04-08,33.8712
2022-04-09,33.8712
2022-04-10,33.8712
2022-04-11,33.8712
2022-04-12,33.8712
2022-04-13,33.8712
2022-04-14,33.8712
2022-04-15,33.8712
2022-04-16,33.8712
2022-04-17,33.8712
2022-04-18,33.8712
2022-04-19,33.8712
2022-04-20,33.8712
2022-04-21,33.8712
2022-04-22,33.8712
2022-04-23,33.8712
2022-04-24,33.8712
2022-04-25,33.8712
2022-04-26,33.8712
2022-04-27,33.8712
2022-04-28,33.8712
2022-04-29,33.8712
2022-04-30,33.8712
2022-05-01,33.8712
2022-05-02,33.8712
2022-05-03,33.8712
2022-05-04,33.8712
2022-05-05,33.8712
2022-05-06,33.8712
2022-05-07,33.8712
2022-05-08,33.8712
2022-05-09,33.8712
2022-05-10,33.8712
2022-05-11,33.8712
2022-05-12,33.8712
2022-05-13,33.8712
2022-05-14,33.8712
2022-05-15,33.8712
2022-05-16,33.8712
2022-05-17,33.8712
2022-05-18,33.8712
2022-05-19,33.8712
2022-05-20,33.8712
2022-05-21,33.8712
2022-05-22,33.8712
2022-05-23,33.8712
2022-05-24,33.8712
2022-05-25,33.8712
2022-05-26,33.8712
2022-05-27,33.8712
2022-05-28,33.8712
2022-05-29,33.8712
2022-05-30,33.8712
2022-05-31,33.8712
2022-06-01,33.8712
2022-06-02,33.8712
2022-06-03,33.8712
2022-06-04,33.8712
2022-06-05,33.8712
2022-06-06,33.8712
2022-06-07,33.8712
2022-06-08,33.8712
2022-06-09,33.8712
2022-06-10,33.8712
2022-06-11,33.8712
2022-06-12,33.8712
2022-06-13,33.8712
2022-06-14,33.8712
2022-06-15,33.8712
2022-06-16,33.8712
2022-06-17,33.8712
2022-06-18,33.8712
2022-06-19,33.8712
2022-06-20,33.8712
2022-06-21,33.8712
2022-06-22,33.8712
2022-06-23,33.8712
2022-06-24,33.8712
2022-06-25,33.8712
2022-06-26,33.8712
2022-06-27,33.8712
2022-06-28,33.8712
2022-06-29,33.8712
2022-06-30,33.8712
2022-07-01,33.8712
2022-07-02,33.8712
2022-07-03,33.8712
2022-07-04,33.8712
2022-07-05,33.8712
2022-07-06,33.8712
2022-07-07,33.8712
2022-07-08,33.8712
2022-07-09,33.8712
2022-07-10,33.8712
2022-07-11,33.8712
2022-07-12,33.8712
2022-07-13,33.8712
2022-07-14,33.8712
2022-07-15,33.8712
2022-07-16,33.8712
2022-07-17,33.8712
2022-07-18,33.8712
2022-07-19,33.8712
2022-07-20,33.8712
2022-07-21,33.8712
2022-07-22,33.8712
2022-07-23,33.8712
2022-07-24,33.8712
2022-07-25,33.8712
2022-07-26,33.8712
2022-07-27,33.8712
2022-07-28,33.8712
2022-07-29,33.8712
2022-07-30,33.8712
2022-07-31,33.8712
2022-08-01,33.8712
2022-08-02,33.8712
2022-08-03,33.8712
2022-08-04,33.8712
2022-08-05,33.8712
2022-08-06,33.8712
2022-08-07,33.8712
2022-08-08,33.8712
2022-08-09,33.8712
2022-08-10,33.8712
2022-08-11,33.8712
2022-08-12,33.8712
2022-08-13,33.8712
2022-08-14,33.8712
2022-08-15,33.8712
2022-08-16,33.8712
2022-08-17,33.8712
2022-08-18,33.8712
2022-08-19,33.8712
2022-08-20,33.8712
2022-08-21,33.8712
2022-08-22,33.8712
2022-08-23,33.8712
2022-08-24,33.8712
2022-08-25,33.8712
2022-08-26,33.8712
2022-08-27,33.8712
2022-08-28,33.8712
2022-08-29,33.8712
2022-08-30,33.8712
2022-08-31,33.8712
2022-09-01,33.8712
2022-09-02,33.8712
2022-09-03,33.8712
2022-09-04,33.8712
2022-09-05,33.8712
2022-09-06,33.8712
2022-09-07,33.8712
2022-09-08,33.8712
2022-09-09,33.8712
2022-09-10,33.8712
2022-09-11,33.8712
2022-09-12,33.8712
2022-09-13,33.8712
2022-09-14,33.8712
2022-09-15,33.8712
2022-09-16,33.8712
2022-09-17,33.8712
2022-09-18,33.8712
2022-09-19,33.8712
2022-09-20,33.8712
2022-09-21,33.8712
2022-09-22,33.8712
2022-09-23,33.8712
2022-09-24,33.8712
2022-09-25,33.8712
2022-09-26,33.8712
2022-09-27,33.8712
2022-09-28,33.8712
2022-09-29,33.8712
2022-09-30,33.8712
2022-10-01,33.8712
2022-10-02,33.8712
2022-10-03,33.8712
2022-10-04,33.8712
2022-10-05,33.8712
2022-10-06,33.8712
2022-10-07,33.8712
2022-10-08,33.8712
2022-10-09,33.8712
2022-10-10,33.8712
2022-10-11,33.8712
2022-10-12,33.8712
2022-10-13,33.8712
2022-10-14,33.8712
2022-10-15,33.8712
2022-10-16,33.8712
2022-10-17,33.8712
2022-10-18,33.8712
2022-10-19,33.8712
2022-10-20,33.8712
2022-10-21,33.8712
2022-10-22,33.8712
2022-10-23,33.8712
2022-10-24,33.8712
2022-10-25,33.8712
2022-10-26,33.8712
2022-10-27,33.8712
2022-10-28,33.8712
2022-10-29,33.8712
2022-10-30,33.8712
2022-10-31,33.8712
2022-11-01,33.8712
2022-11-02,33.8712
2022-11-03,33.8712
2022-11-04,33.8712
2022-11-05,33.8712
2022-11-06,33.8712
2022-11-07,33.8712
2022-11-08,33.8712
2022-11-09,33.8712
2022-11-10,33.8712
2022-11-11,33.8712
2022-11-12,33.8712
2022-11-13,33.8712
2022-11-14,33.8712
2022-11-15,33.8712
2022-11-16,33.8712
2022-11-17,33.8712
2022-11-18,33.8712
2022-11-19,33.8712
2022-11-20,33.8712
2022-11-21,33.8712
2022-11-22,33.8712
2022-11-23,33.8712
2022-11-24,33.8712
2022-11-25,33.8712
2022-11-26,33.8712
2022-11-27,33.8712
2022-11-28,33.8712
2022-11-29,33.8712
2022-11-30,33.8712
2022-12-01,33.8712
2022-12-02,33.8712
2022-12-03,33.8712
2022-12-04,33.8712
2022-12-05,33.8712
2022-12-06,33.8712
2022-12-07,33.8712
2022-12-08,33.8712
2022-12-09,33.8712
2022-12-10,33.8712
2022-12-11,33.8712
2022-12-12,33.8712
2022-12-13,33.8712
2022-12-14,33.8712
2022-12-15,33.8712
2022-12-16,33.8712
2022-12-17,33.8712
2022-12-18,33.8712
2022-12-19,33.8712
2022-12-20,33.8712
2022-12-21,33.8712
2022-12-22,33.8712
2022-12-23,33.8712
2022-12-24,33.8712
2022-12-25,33.8712
2022-12-26,33.8712
2022-12-27,33.8712
2022-12-28,33.8712
2022-12-29,33.8712
2022-12-30,33.8712
2022-12-31,33.8712
2023-01-01,33.8712
2023-01-02,33.8712
2023-01-03,33.8712
2023-01-04,33.8712
2023-01-05,33.8712
2023-01-06,33.8712
2023-01-07,33.8712
2023-01-08,33.8712
2023-01-09,33.8712
2023-01-10,33.8712
2023-01-11,33.8712
2023-01-12,33.8712
2023-01-13,33.8712
2023-01-14,33.8712
2023-01-15,33.8712
2023-01-16,33.8712
2023-01-17,33.8712
2023-01-18,33.8712
2023-01-19,33.8712
2023-01-20,33.8712
2023-01-21,33.8712
2023-01-22,33.8712
2023-01-23,33.8712
2023-01-24,33.8712
2023-01-25,33.8712
2023-01-26,33.8712
2023-01-27,33.8712
2023-01-28,33.8712
2023-01-29,33.8712
2023-01-30,33.8712
2023-01-31,33.8712
2023-02-01,33.8712
2023-02-02,33.8712
2023-02-03,33.8712
2023-02-04,33.8712
2023-02-05,33.8712
2023-02-06,33.8712
2023-02-07,33.8712
2023-02-08,33.8712
2023-02-09,33.8712
2023-02-10,33.8712
2023-02-11,33.8712
2023-02-12,33.8712
2023-02-13,33.8712
2023-02-14,33.8712
2023-02-15,33.8712
2023-02-16,33.8712
2023-02-17,33.8712
2023-02-18,33.8712
2023-02-19,33.8712
2023-02-20,33.8712
2023-02-21,33.8712
2023-02-22,33.8712
2023-02-23,33.8712
2023-02-24,33.8712
2023-02-25,33.8712
2023-02-26,33.8712
2023-02-27,33.8712
2023-02-28,33.8712
2023-03-01,33.8712
2023-03-02,33.8712
2023-03-03,33.8712
2023-03-04,33.8712
2023-03-05,33.8712
2023-03-06,33.8712
2023-03-07,33.8712
2023-03-08,33.8712
2023-03-09,33.8712
2023-03-10,33.8712
2023-03-11,33.8712
