,TJX US Equity
2020-07-11,33.9881
2020-07-12,33.9881
2020-07-13,33.5998
2020-07-14,33.3169
2020-07-15,34.8534
2020-07-16,35.3416
2020-07-17,35.0088
2020-07-18,35.0088
2020-07-19,35.0088
2020-07-20,34.3597
2020-07-21,35.0975
2020-07-22,35.3028
2020-07-23,35.275
2020-07-24,34.9977
2020-07-25,34.9977
2020-07-26,34.9977
2020-07-27,34.5483
2020-07-28,34.3819
2020-07-29,34.8368
2020-07-30,34.2821
2020-07-31,64.8036
2020-08-01,64.8036
2020-08-02,64.8036
2020-08-03,64.6948
2020-08-04,66.2077
2020-08-05,66.4907
2020-08-06,66.3492
2020-08-07,68.5697
2020-08-08,68.5697
2020-08-09,68.5697
2020-08-10,69.7343
2020-08-11,70.8119
2020-08-12,71.0514
2020-08-13,70.3765
2020-08-14,71.2038
2020-08-15,71.2038
2020-08-16,71.2038
2020-08-17,72.88
2020-08-18,70.7466
2020-08-19,67.3833
2020-08-20,64.4335
2020-08-21,64.4662
2020-08-22,64.4662
2020-08-23,64.4662
2020-08-24,66.3492
2020-08-25,66.0771
2020-08-26,66.186
2020-08-27,66.6322
2020-08-28,68.2371
2020-08-29,68.2371
2020-08-30,68.2371
2020-08-31,67.9102
2020-09-01,68.4332
2020-09-02,70.0239
2020-09-03,68.7056
2020-09-04,68.3352
2020-09-05,68.3352
2020-09-06,68.3352
2020-09-07,68.3352
2020-09-08,68.4659
2020-09-09,67.8776
2020-09-10,67.1694
2020-09-11,67.2129
2020-09-12,67.2129
2020-09-13,67.2129
2020-09-14,68.6511
2020-09-15,70.1656
2020-09-16,70.6668
2020-09-17,69.1632
2020-09-18,69.2504
2020-09-19,69.2504
2020-09-20,69.2504
2020-09-21,67.2347
2020-09-22,66.9188
2020-09-23,65.8183
2020-09-24,65.7748
2020-09-25,66.1561
2020-09-26,66.1561
2020-09-27,66.1561
2020-09-28,68.7928
2020-09-29,67.2238
2020-09-30,68.8472
2020-10-01,70.4053
2020-10-02,71.0045
2020-10-03,71.0045
2020-10-04,71.0045
2020-10-05,70.8847
2020-10-06,69.8932
2020-10-07,71.7999
2020-10-08,71.7345
2020-10-09,71.6147
2020-10-10,71.6147
2020-10-11,71.6147
2020-10-12,71.375
2020-10-13,70.743
2020-10-14,70.7648
2020-10-15,70.7648
2020-10-16,69.9368
2020-10-17,69.9368
2020-10-18,69.9368
2020-10-19,68.2807
2020-10-20,68.0628
2020-10-21,68.1173
2020-10-22,69.2504
2020-10-23,70.3399
2020-10-24,70.3399
2020-10-25,70.3399
2020-10-26,68.139
2020-10-27,67.1912
2020-10-28,64.1622
2020-10-29,64.5763
2020-10-30,63.191
2020-10-31,63.191
2020-11-01,63.191
2020-11-02,64.2706
2020-11-03,66.8548
2020-11-04,66.0049
2020-11-05,67.5668
2020-11-06,66.7973
2020-11-07,66.7973
2020-11-08,66.7973
2020-11-09,74.7909
2020-11-10,76.3528
2020-11-11,73.8951
2020-11-12,73.0681
2020-11-13,73.3323
2020-11-14,73.3323
2020-11-15,73.3323
2020-11-16,75.0091
2020-11-17,75.0665
2020-11-18,76.3758
2020-11-19,75.5489
2020-11-20,74.5382
2020-11-21,74.5382
2020-11-22,74.5382
2020-11-23,75.8245
2020-11-24,78.7302
2020-11-25,76.973
2020-11-26,76.973
2020-11-27,77.4554
2020-11-28,77.4554
2020-11-29,77.4554
2020-11-30,77.7885
2020-12-01,79.4595
2020-12-02,79.5975
2020-12-03,80.644
2020-12-04,81.472
2020-12-05,81.472
2020-12-06,81.472
2020-12-07,80.6095
2020-12-08,80.0805
2020-12-09,81.5755
2020-12-10,81.3455
2020-12-11,80.8165
2020-12-12,80.8165
2020-12-13,80.8165
2020-12-14,79.9885
2020-12-15,81.5985
2020-12-16,81.4605
2020-12-17,82.484
2020-12-18,82.7025
2020-12-19,82.7025
2020-12-20,82.7025
2020-12-21,82.1735
2020-12-22,81.863
2020-12-23,82.2885
2020-12-24,81.8745
2020-12-25,81.8745
2020-12-26,81.8745
2020-12-27,81.8745
2020-12-28,83.5075
2020-12-29,83.036
2020-12-30,83.3925
2020-12-31,83.381
2021-01-01,83.381
2021-01-02,83.381
2021-01-03,83.381
2021-01-04,81.679
2021-01-05,81.5755
2021-01-06,84.945
2021-01-07,85.2325
2021-01-08,85.6005
2021-01-09,85.6005
2021-01-10,85.6005
2021-01-11,83.473
2021-01-12,83.5075
2021-01-13,83.197
2021-01-14,83.0705
2021-01-15,83.5765
2021-01-16,83.5765
2021-01-17,83.5765
2021-01-18,83.5765
2021-01-19,82.1045
2021-01-20,83.381
2021-01-21,83.1165
2021-01-22,81.794
2021-01-23,81.794
2021-01-24,81.794
2021-01-25,80.3795
2021-01-26,78.988
2021-01-27,78.367
2021-01-28,80.161
2021-01-29,139.4167
2021-01-30,139.4167
2021-01-31,139.4167
2021-02-01,139.4786
2021-02-02,143.1079
2021-02-03,144.9638
2021-02-04,148.7788
2021-02-05,148.2632
2021-02-06,148.2632
2021-02-07,148.2632
2021-02-08,151.6451
2021-02-09,149.6449
2021-02-10,148.82
2021-02-11,149.6861
2021-02-12,147.5827
2021-02-13,147.5827
2021-02-14,147.5827
2021-02-15,147.5827
2021-02-16,146.5517
2021-02-17,145.17
2021-02-18,148.2014
2021-02-19,146.9435
2021-02-20,146.9435
2021-02-21,146.9435
2021-02-22,150.779
2021-02-23,152.1813
2021-02-24,151.4183
2021-02-25,146.9228
2021-02-26,143.4379
2021-02-27,143.4379
2021-02-28,143.4379
2021-03-01,146.0361
2021-03-02,143.8915
2021-03-03,138.6331
2021-03-04,136.3441
2021-03-05,136.6947
2021-03-06,136.6947
2021-03-07,136.6947
2021-03-08,141.7675
2021-03-09,143.6234
2021-03-10,142.6336
2021-03-11,143.6234
2021-03-12,145.1907
2021-03-13,145.1907
2021-03-14,145.1907
2021-03-15,147.624
2021-03-16,144.9432
2021-03-17,146.2217
2021-03-18,144.5308
2021-03-19,144.7164
2021-03-20,144.7164
2021-03-21,144.7164
2021-03-22,144.4895
2021-03-23,140.4272
2021-03-24,140.0147
2021-03-25,141.5613
2021-03-26,143.541
2021-03-27,143.541
2021-03-28,143.541
2021-03-29,142.4893
2021-03-30,144.5308
2021-03-31,143.7678
2021-04-01,143.4172
2021-04-02,143.4172
2021-04-03,143.4172
2021-04-04,143.4172
2021-04-05,147.0878
2021-04-06,146.8404
2021-04-07,147.1291
2021-04-08,149.7067
2021-04-09,150.5728
2021-04-10,150.5728
2021-04-11,150.5728
2021-04-12,150.7172
2021-04-13,148.5313
2021-04-14,148.8406
2021-04-15,150.1398
2021-04-16,151.6864
2021-04-17,151.6864
2021-04-18,151.6864
2021-04-19,149.6449
2021-04-20,147.0672
2021-04-21,148.5725
2021-04-22,149.9954
2021-04-23,152.5112
2021-04-24,152.5112
2021-04-25,152.5112
2021-04-26,150.2222
2021-04-27,151.2946
2021-04-28,151.6039
2021-04-29,154.6352
2021-04-30,34.3692
2021-05-01,34.3692
2021-05-02,34.3692
2021-05-03,34.8574
2021-05-04,34.2878
2021-05-05,34.3828
2021-05-06,34.7128
2021-05-07,35.626
2021-05-08,35.626
2021-05-09,35.626
2021-05-10,35.2688
2021-05-11,34.8258
2021-05-12,33.7047
2021-05-13,34.324
2021-05-14,35.0157
2021-05-15,35.0157
2021-05-16,35.0157
2021-05-17,34.8258
2021-05-18,34.4325
2021-05-19,32.7327
2021-05-20,32.7282
2021-05-21,32.579
2021-05-22,32.579
2021-05-23,32.579
2021-05-24,32.2716
2021-05-25,32.683
2021-05-26,32.9497
2021-05-27,32.6695
2021-05-28,32.8175
2021-05-29,32.8175
2021-05-30,32.8175
2021-05-31,32.8175
2021-06-01,32.6592
2021-06-02,32.112
2021-06-03,32.0487
2021-06-04,31.9583
2021-06-05,31.9583
2021-06-06,31.9583
2021-06-07,31.8135
2021-06-08,32.008
2021-06-09,31.6824
2021-06-10,31.5648
2021-06-11,32.0125
2021-06-12,32.0125
2021-06-13,32.0125
2021-06-14,31.7276
2021-06-15,31.8497
2021-06-16,31.7593
2021-06-17,31.5331
2021-06-18,30.9317
2021-06-19,30.9317
2021-06-20,30.9317
2021-06-21,31.6281
2021-06-22,32.0804
2021-06-23,32.0578
2021-06-24,32.5597
2021-06-25,32.813
2021-06-26,32.813
2021-06-27,32.813
2021-06-28,32.3427
2021-06-29,32.4376
2021-06-30,32.7633
2021-07-01,32.9713
2021-07-02,33.1386
2021-07-03,33.1386
2021-07-04,33.1386
2021-07-05,33.1386
2021-07-06,33.0844
2021-07-07,32.8673
2021-07-08,32.5145
2021-07-09,33.1884
2021-07-10,33.1884
2021-07-11,33.1884
2021-07-12,33.1251
2021-07-13,32.8628
2021-07-14,33.315
2021-07-15,33.0572
2021-07-16,32.7587
2021-07-17,32.7587
2021-07-18,32.7587
2021-07-19,31.6824
2021-07-20,32.3472
2021-07-21,32.7904
2021-07-22,32.6954
2021-07-23,33.107
2021-07-24,33.107
2021-07-25,33.107
2021-07-26,33.3512
2021-07-27,33.2291
2021-07-28,32.9713
2021-07-29,33.4055
2021-07-30,22.0434
2021-07-31,22.0434
2021-08-01,22.0434
2021-08-02,21.7857
2021-08-03,22.0943
2021-08-04,21.5761
2021-08-05,21.9745
2021-08-06,22.1931
2021-08-07,22.1931
2021-08-08,22.1931
2021-08-09,22.0793
2021-08-10,22.8282
2021-08-11,22.912
2021-08-12,22.8641
2021-08-13,22.5466
2021-08-14,22.5466
2021-08-15,22.5466
2021-08-16,22.5047
2021-08-17,22.1452
2021-08-18,23.2985
2021-08-19,23.4752
2021-08-20,23.61
2021-08-21,23.61
2021-08-22,23.61
2021-08-23,23.9365
2021-08-24,23.9904
2021-08-25,24.1402
2021-08-26,23.5501
2021-08-27,23.418
2021-08-28,23.418
2021-08-29,23.418
2021-08-30,23.1672
2021-08-31,23.1433
2021-09-01,22.9522
2021-09-02,22.8895
2021-09-03,22.6507
2021-09-04,22.6507
2021-09-05,22.6507
2021-09-06,22.6507
2021-09-07,22.2864
2021-09-08,22.2775
2021-09-09,22.167
2021-09-10,21.9938
2021-09-11,21.9938
2021-09-12,21.9938
2021-09-13,21.9431
2021-09-14,22.1759
2021-09-15,22.1759
2021-09-16,22.4745
2021-09-17,22.4536
2021-09-18,22.4536
2021-09-19,22.4536
2021-09-20,22.0655
2021-09-21,22.1192
2021-09-22,22.1909
2021-09-23,22.5402
2021-09-24,22.6596
2021-09-25,22.6596
2021-09-26,22.6596
2021-09-27,22.6716
2021-09-28,22.3551
2021-09-29,22.3013
2021-09-30,21.131
2021-10-01,21.3191
2021-10-02,21.3191
2021-10-03,21.3191
2021-10-04,21.0951
2021-10-05,20.8712
2021-10-06,20.6383
2021-10-07,20.8324
2021-10-08,20.7607
2021-10-09,20.7607
2021-10-10,20.7607
2021-10-11,20.2472
2021-10-12,20.2323
2021-10-13,20.3905
2021-10-14,20.5816
2021-10-15,20.6443
2021-10-16,20.6443
2021-10-17,20.6443
2021-10-18,20.7309
2021-10-19,20.5099
2021-10-20,20.498
2021-10-21,20.7428
2021-10-22,20.5876
2021-10-23,20.5876
2021-10-24,20.5876
2021-10-25,20.916
2021-10-26,20.9369
2021-10-27,20.707
2021-10-28,20.8981
2021-10-29,19.4525
2021-10-30,19.4525
2021-10-31,19.4525
2021-11-01,19.7725
2021-11-02,19.9574
2021-11-03,20.2637
2021-11-04,20.6251
2021-11-05,21.0279
2021-11-06,21.0279
2021-11-07,21.0279
2021-11-08,20.6665
2021-11-09,20.6085
2021-11-10,20.4099
2021-11-11,20.2057
2021-11-12,20.3657
2021-11-13,20.3657
2021-11-14,20.3657
2021-11-15,20.5092
2021-11-16,20.5589
2021-11-17,21.6763
2021-11-18,21.5521
2021-11-19,20.9783
2021-11-20,20.9783
2021-11-21,20.9783
2021-11-22,20.6637
2021-11-23,20.9589
2021-11-24,21.1052
2021-11-25,21.1052
2021-11-26,20.5203
2021-11-27,20.5203
2021-11-28,20.5203
2021-11-29,20.8817
2021-11-30,20.3775
2021-12-01,19.997
2021-12-02,20.6101
2021-12-03,20.7305
2021-12-04,20.7305
2021-12-05,20.7305
2021-12-06,21.2642
2021-12-07,21.6693
2021-12-08,21.7295
2021-12-09,21.6419
2021-12-10,21.8362
2021-12-11,21.8362
2021-12-12,21.8362
2021-12-13,21.3983
2021-12-14,21.3463
2021-12-15,21.3792
2021-12-16,21.4914
2021-12-17,21.6419
2021-12-18,21.6419
2021-12-19,21.6419
2021-12-20,21.2204
2021-12-21,21.6693
2021-12-22,21.6364
2021-12-23,21.568
2021-12-24,21.568
2021-12-25,21.568
2021-12-26,21.568
2021-12-27,21.7158
2021-12-28,21.8472
2021-12-29,22.036
2021-12-30,22.0552
2021-12-31,22.1619
2022-01-01,22.1619
2022-01-02,22.1619
2022-01-03,22.0606
2022-01-04,22.3809
2022-01-05,21.9484
2022-01-06,22.0388
2022-01-07,21.7404
2022-01-08,21.7404
2022-01-09,21.7404
2022-01-10,21.2232
2022-01-11,21.6939
2022-01-12,21.475
2022-01-13,21.256
2022-01-14,20.8646
2022-01-15,20.8646
2022-01-16,20.8646
2022-01-17,20.8646
2022-01-18,20.2434
2022-01-19,20.1339
2022-01-20,19.8109
2022-01-21,19.8465
2022-01-22,19.8465
2022-01-23,19.8465
2022-01-24,20.2844
2022-01-25,20.1804
2022-01-26,20.2954
2022-01-27,20.4377
2022-01-28,19.228
2022-01-29,19.228
2022-01-30,19.228
2022-01-31,19.376
2022-02-01,19.5842
2022-02-02,19.391
2022-02-03,18.8341
2022-02-04,18.6761
2022-02-05,18.6761
2022-02-06,18.6761
2022-02-07,18.7187
2022-02-08,18.9921
2022-02-09,19.2505
2022-02-10,19.0423
2022-02-11,18.5556
2022-02-12,18.5556
2022-02-13,18.5556
2022-02-14,18.3775
2022-02-15,18.6033
2022-02-16,18.1542
2022-02-17,17.6701
2022-02-18,17.9159
2022-02-19,17.9159
2022-02-20,17.9159
2022-02-21,17.9159
2022-02-22,17.6901
2022-02-23,17.0002
2022-02-24,17.5496
2022-02-25,18.074
2022-02-26,18.074
2022-02-27,18.074
2022-02-28,17.9034
2022-03-01,17.3515
2022-03-02,17.9084
2022-03-03,17.8055
2022-03-04,17.0103
2022-03-05,17.0103
2022-03-06,17.0103
2022-03-07,15.9541
2022-03-08,16.3731
2022-03-09,16.6716
2022-03-10,16.8874
2022-03-11,16.7318
2022-03-12,16.7318
2022-03-13,16.7318
2022-03-14,16.6867
2022-03-15,16.8046
2022-03-16,17.0103
2022-03-17,16.9375
2022-03-18,16.9852
2022-03-19,16.9852
2022-03-20,16.9852
2022-03-21,16.6214
2022-03-22,16.6566
2022-03-23,16.2426
2022-03-24,16.3906
2022-03-25,16.6967
2022-03-26,16.6967
2022-03-27,16.6967
2022-03-28,16.8748
2022-03-29,17.4543
2022-03-30,16.6447
2022-03-31,16.2937
2022-04-01,16.3703
2022-04-02,16.3703
2022-04-03,16.3703
2022-04-04,16.662
2022-04-05,16.573
2022-04-06,16.2813
2022-04-07,16.4791
2022-04-08,16.5359
2022-04-09,16.5359
2022-04-10,16.5359
2022-04-11,16.6101
2022-04-12,16.8498
2022-04-13,17.0648
2022-04-14,16.8202
2022-04-15,16.8202
2022-04-16,16.8202
2022-04-17,16.8202
2022-04-18,16.7534
2022-04-19,17.4924
2022-04-20,17.8261
2022-04-21,17.6185
2022-04-22,16.8202
2022-04-23,16.8202
2022-04-24,16.8202
2022-04-25,16.9882
2022-04-26,16.5013
2022-04-27,16.5137
2022-04-28,16.9653
2022-04-29,16.5396
2022-04-30,16.5396
2022-05-01,16.5396
2022-05-02,16.7861
2022-05-03,16.7185
2022-05-04,17.2138
2022-05-05,16.6435
2022-05-06,16.3294
2022-05-07,16.3294
2022-05-08,16.3294
2022-05-09,16.0225
2022-05-10,15.312
2022-05-11,15.0196
2022-05-12,15.2637
2022-05-13,15.5513
2022-05-14,15.5513
2022-05-15,15.5513
2022-05-16,15.2927
2022-05-17,15.3096
2022-05-18,16.2762
2022-05-19,16.5711
2022-05-20,15.7156
2022-05-21,15.7156
2022-05-22,15.7156
2022-05-23,16.3052
2022-05-24,16.153
2022-05-25,16.5251
2022-05-26,17.2235
2022-05-27,17.3023
2022-05-28,17.3023
2022-05-29,17.3023
2022-05-30,17.3023
2022-05-31,17.0564
2022-06-01,16.7985
2022-06-02,17.1046
2022-06-03,16.6852
2022-06-04,16.6852
2022-06-05,16.6852
2022-06-06,16.6128
2022-06-07,16.4489
2022-06-08,16.5405
2022-06-09,16.3525
2022-06-10,15.9475
2022-06-11,15.9475
2022-06-12,15.9475
2022-06-13,15.5521
2022-06-14,15.5521
2022-06-15,15.6244
2022-06-16,15.4099
2022-06-17,15.3809
2022-06-18,15.3809
2022-06-19,15.3809
2022-06-20,15.3809
2022-06-21,15.5907
2022-06-22,15.4894
2022-06-23,15.5449
2022-06-24,16.2536
2022-06-25,16.2536
2022-06-26,16.2536
2022-06-27,16.15
2022-06-28,15.5883
2022-06-29,15.4942
2022-06-30,15.1953
2022-07-01,15.2411
2022-07-02,15.2411
2022-07-03,15.2411
2022-07-04,15.2411
2022-07-05,15.6124
2022-07-06,15.7064
2022-07-07,16.0728
2022-07-08,15.9402
2022-07-09,15.9402
2022-07-10,15.9402
2022-07-11,15.8101
2022-07-12,15.9499
2022-07-13,15.974
2022-07-14,15.8944
2022-07-15,16.3308
2022-07-16,16.3308
2022-07-17,16.3308
2022-07-18,16.3139
2022-07-19,16.8346
2022-07-20,16.9287
2022-07-21,17.0974
2022-07-22,17.1022
2022-07-23,17.1022
2022-07-24,17.1022
2022-07-25,16.9889
2022-07-26,16.3549
2022-07-27,16.3886
2022-07-28,16.4827
2022-07-29,17.4377
2022-07-30,17.4377
2022-07-31,17.4377
2022-08-01,17.8146
2022-08-02,17.5591
2022-08-03,17.9588
2022-08-04,17.974
2022-08-05,17.8576
2022-08-06,17.8576
2022-08-07,17.8576
2022-08-08,18.0752
2022-08-09,17.8273
2022-08-10,17.9108
2022-08-11,18.2599
2022-08-12,18.528
2022-08-13,18.528
2022-08-14,18.528
2022-08-15,18.5027
2022-08-16,18.8265
2022-08-17,19.3047
2022-08-18,19.1706
2022-08-19,18.7633
2022-08-20,18.7633
2022-08-21,18.7633
2022-08-22,18.2548
2022-08-23,18.1283
2022-08-24,18.2498
2022-08-25,18.4319
2022-08-26,17.7316
2022-08-27,17.7316
2022-08-28,17.7316
2022-08-29,17.7893
2022-08-30,17.6489
2022-08-31,17.5963
2022-09-01,17.9698
2022-09-02,17.8896
2022-09-03,17.8896
2022-09-04,17.8896
2022-09-05,17.8896
2022-09-06,17.7316
2022-09-07,18.4712
2022-09-08,18.6291
2022-09-09,18.6667
2022-09-10,18.6667
2022-09-11,18.6667
2022-09-12,18.757
2022-09-13,18.1503
2022-09-14,18.1002
2022-09-15,18.2305
2022-09-16,18.1754
2022-09-17,18.1754
2022-09-18,18.1754
2022-09-19,18.396
2022-09-20,17.9397
2022-09-21,17.7492
2022-09-22,17.511
2022-09-23,17.3255
2022-09-24,17.3255
2022-09-25,17.3255
2022-09-26,17.0848
2022-09-27,17.15
2022-09-28,17.5862
2022-09-29,17.3431
2022-09-30,17.5386
2022-10-01,17.5386
2022-10-02,17.5386
2022-10-03,17.7341
2022-10-04,18.3659
2022-10-05,18.4612
2022-10-06,18.2832
2022-10-07,18.1578
2022-10-08,18.1578
2022-10-09,18.1578
2022-10-10,18.0926
2022-10-11,18.1002
2022-10-12,17.9798
2022-10-13,18.3057
2022-10-14,17.8971
2022-10-15,17.8971
2022-10-16,17.8971
2022-10-17,18.4837
2022-10-18,18.7194
2022-10-19,18.5364
2022-10-20,18.3509
2022-10-21,18.9149
2022-10-22,18.9149
2022-10-23,18.9149
2022-10-24,19.3085
2022-10-25,19.6294
2022-10-26,19.7422
2022-10-27,19.9929
2022-10-28,20.3543
2022-10-29,20.3543
2022-10-30,20.3543
2022-10-31,20.2531
2022-11-01,20.1671
2022-11-02,19.7953
2022-11-03,20.0255
2022-11-04,20.0229
2022-11-05,20.0229
2022-11-06,20.0229
2022-11-07,20.2581
2022-11-08,20.0988
2022-11-09,19.7422
2022-11-10,20.7337
2022-11-11,20.7084
2022-11-12,20.7084
2022-11-13,20.7084
2022-11-14,20.4959
2022-11-15,21.0169
2022-11-16,22.0034
2022-11-17,21.7428
2022-11-18,21.7858
2022-11-19,21.7858
2022-11-20,21.7858
2022-11-21,21.9983
2022-11-22,22.279
2022-11-23,22.3878
2022-11-24,22.3878
2022-11-25,22.5117
2022-11-26,22.5117
2022-11-27,22.5117
2022-11-28,22.2588
2022-11-29,22.1948
2022-11-30,22.1671
2022-12-01,22.0891
2022-12-02,22.2023
2022-12-03,22.2023
2022-12-04,22.2023
2022-12-05,22.0186
2022-12-06,21.9934
2022-12-07,22.0035
2022-12-08,21.8223
2022-12-09,21.6662
2022-12-10,21.6662
2022-12-11,21.6662
2022-12-12,21.8424
2022-12-13,21.9431
2022-12-14,21.9758
2022-12-15,21.8172
2022-12-16,21.563
2022-12-17,21.563
2022-12-18,21.563
2022-12-19,21.6737
2022-12-20,21.5479
2022-12-21,21.8625
2022-12-22,21.7568
2022-12-23,22.0287
2022-12-24,22.0287
2022-12-25,22.0287
2022-12-26,22.0287
2022-12-27,21.9104
2022-12-28,21.8248
2022-12-29,21.9884
2022-12-30,22.0538
2022-12-31,22.0538
2023-01-01,22.0538
2023-01-02,22.0538
2023-01-03,21.9053
2023-01-04,22.1193
2023-01-05,22.3181
2023-01-06,22.8392
2023-01-07,22.8392
2023-01-08,22.8392
2023-01-09,22.5346
2023-01-10,22.7687
2023-01-11,22.7259
2023-01-12,22.6378
2023-01-13,22.5397
2023-01-14,22.5397
2023-01-15,22.5397
2023-01-16,22.5397
2023-01-17,22.5447
2023-01-18,22.1067
2023-01-19,22.006
2023-01-20,22.0387
2023-01-21,22.0387
2023-01-22,22.0387
2023-01-23,21.9456
2023-01-24,22.4818
2023-01-25,22.8216
2023-01-26,22.7738
2023-01-27,21.9478
2023-01-28,21.9478
2023-01-29,21.9478
2023-01-30,21.8532
2023-01-31,21.9403
2023-02-01,22.0797
2023-02-02,21.5744
2023-02-03,21.6068
2023-02-04,21.6068
2023-02-05,21.6068
2023-02-06,21.5147
2023-02-07,21.4425
2023-02-08,21.5545
2023-02-09,21.6665
2023-02-10,21.5396
2023-02-11,21.5396
2023-02-12,21.5396
2023-02-13,21.6167
2023-02-14,21.6566
2023-02-15,21.6391
2023-02-16,21.3828
2023-02-17,21.435
2023-02-18,21.435
2023-02-19,21.435
2023-02-20,21.435
2023-02-21,21.1836
2023-02-22,20.8451
2023-02-23,20.9173
2023-02-24,20.7779
2023-02-25,20.7779
2023-02-26,20.7779
2023-02-27,20.7058
2023-02-28,20.6311
2023-03-01,20.6958
2023-03-02,20.6585
2023-03-03,20.9571
2023-03-04,20.9571
2023-03-05,20.9571
2023-03-06,21.0418
2023-03-07,20.7257
2023-03-08,20.7755
2023-03-09,20.2254
2023-03-10,20.0586
2023-03-11,20.0586
2023-03-12,20.0586
2023-03-13,19.8695
2023-03-14,20.1731
2023-03-15,20.0238
2023-03-16,20.1333
2023-03-17,20.1034
2023-03-18,20.1034
2023-03-19,20.1034
